CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,ESTADO DOS,PROMEDIO_TRES,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_ASES,VECES_ASES,CREDITOS_ASES,NOTA_TOP,VECES_TOP,CREDITOS_TOP
3,17,17,0,6,6,0,1,1,36.77777778,32,1,3,32,2,3,30,2,3,45,1,2,38,2,3,39,1,3
1,17,17,0,6,6,0,1,1,33.22222222,45,1,3,33,1,3,34,2,3,33,1,2,38,1,3,30,1,3
2,17,17,0,6,6,0,1,1,24.6,30,2,3,30,2,3,36,1,3,33,1,2,36,1,3,32,1,3
1,17,5,12,3,2,4,2,3,10.33333333,0,0,3,0,0,3,0,0,3,33,2,2,0,1,3,31,1,3
1,17,14,3,6,5,1,2,3,30.73333333,27,3,3,30,1,3,30,1,3,37,1,2,30,1,3,38,1,3
0,17,0,17,3,0,6,2,3,0,0,0,3,0,0,3,0,0,3,13,1,2,0,1,3,16,1,3
1,17,17,0,6,6,0,1,1,37.77777778,43,1,3,34,1,3,38,2,3,38,1,2,31,1,3,42,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,1,2,0,1,3,0,0,3
2,17,5,12,4,2,4,2,3,32.6,5,2,3,0,0,3,0,0,3,30,1,2,21,3,3,32,1,3
0,17,0,17,2,0,6,2,3,0,0,0,3,0,0,3,0,0,3,12,1,2,5,1,3,0,0,3
2,17,12,5,5,4,2,1,1,24.88888889,22,2,3,36,1,3,35,2,3,0,0,2,34,1,3,37,1,3
4,17,14,3,6,5,1,2,3,33.83333333,38,2,3,31,2,3,19,3,3,32,1,2,33,2,3,30,1,3
0,17,17,0,6,6,0,1,1,34.11111111,35,1,3,34,1,3,32,1,3,32,1,2,31,1,3,34,1,3
0,17,0,17,3,0,6,2,3,0,0,0,3,0,0,3,0,0,3,27,1,2,15,1,3,29,1,3
0,17,0,17,3,0,6,2,3,0,7,1,3,0,0,3,0,0,3,0,0,2,22,1,3,29,1,3
1,17,5,12,4,2,4,2,3,14.2,12,1,3,0,0,3,0,0,3,32,1,2,29,3,3,30,1,3
3,17,17,0,6,6,0,2,3,35.33333333,36,1,3,30,2,3,31,3,3,38,1,2,35,2,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,11,6,4,4,2,1,1,25.16666667,33,2,3,0,0,3,0,0,3,36,1,2,35,2,3,30,1,3
2,17,17,0,6,6,0,1,1,33.94444444,33,1,3,37,1,3,30,2,3,43,1,2,39,2,3,32,1,3
1,17,17,0,6,6,0,1,1,37.27777778,38,1,3,30,1,3,31,2,3,38,1,2,34,1,3,35,1,3
3,17,17,0,6,6,0,1,1,32.66666667,41,2,3,36,2,3,32,2,3,37,1,2,30,1,3,33,1,3
3,17,17,0,6,6,0,1,1,38.55555556,31,2,3,30,1,3,30,2,3,30,2,2,33,1,3,38,1,3
1,17,17,0,6,6,0,2,3,37.44444444,41,3,3,30,1,3,36,1,3,46,1,2,32,1,3,34,1,3
2,17,8,9,5,3,3,2,3,25.33333333,14,2,3,5,1,3,0,0,3,38,1,2,32,2,3,30,1,3
2,17,9,8,6,3,3,2,3,14,46,1,3,0,2,3,5,2,3,14,1,2,43,1,3,36,1,3
3,17,17,0,6,6,0,2,3,33.61111111,31,1,3,31,3,3,33,2,3,42,1,2,39,2,3,32,1,3
3,17,17,0,6,6,0,1,1,36.22222222,40,2,3,31,1,3,36,2,3,37,1,2,33,2,3,31,1,3
2,17,17,0,6,6,0,1,1,37.72222222,38,2,3,31,1,3,47,2,3,37,1,2,30,1,3,34,1,3
4,17,17,0,6,6,0,2,3,31.55555556,30,2,3,30,3,3,34,2,3,37,1,2,31,3,3,37,1,3
3,17,17,0,6,6,0,2,3,36.22222222,30,2,3,32,2,3,30,3,3,36,1,2,36,1,3,33,1,3
2,17,17,0,6,6,0,1,1,38.11111111,41,1,3,31,1,3,33,2,3,50,1,2,40,2,3,44,1,3
3,17,14,3,6,5,1,1,1,31.66666667,36,2,3,32,1,3,23,2,3,37,1,2,37,2,3,30,1,3
0,17,2,15,1,1,5,2,3,0,0,0,3,0,0,3,0,0,3,35,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,8,9,6,3,3,2,3,36.83333333,34,3,3,22,1,3,11,2,3,50,1,2,26,3,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,39,34,1,3,34,1,3,37,2,3,38,1,2,42,1,3,43,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,37.16666667,35,1,3,33,1,3,33,2,3,48,1,2,32,1,3,38,1,3
0,17,17,0,6,6,0,1,1,40.38888889,40,1,3,32,1,3,31,1,3,40,1,2,36,1,3,38,1,3
3,17,17,0,6,6,0,1,1,36.88888889,32,2,3,30,1,3,33,2,3,40,1,2,32,2,3,37,1,3
2,17,17,0,6,6,0,1,1,33.88888889,30,1,3,30,1,3,33,2,3,41,1,2,30,2,3,33,1,3
1,17,17,0,6,6,0,1,1,39.66666667,31,1,3,31,1,3,34,2,3,43,1,2,36,1,3,33,1,3
2,17,17,0,6,6,0,2,3,36.16666667,35,1,3,33,3,3,31,2,3,43,1,2,35,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,41.5,44,2,3,35,1,3,37,2,3,37,1,2,35,1,3,40,1,3
1,17,17,0,6,6,0,1,1,36.38888889,34,1,3,34,1,3,31,2,3,34,1,2,31,1,3,30,1,3
1,17,17,0,6,6,0,1,1,36.88888889,36,1,3,34,1,3,30,2,3,33,1,2,41,1,3,37,1,3
1,17,17,0,6,6,0,1,1,38.38888889,30,1,3,30,1,3,31,2,3,42,1,2,31,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,37.88888889,50,1,3,40,1,3,30,1,3,47,1,2,43,1,3,39,1,3
2,17,17,0,6,6,0,1,1,34.66666667,33,2,3,31,2,3,30,1,3,41,1,2,30,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,2,3,38.55555556,32,1,3,36,3,3,35,3,3,38,1,2,35,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,6,11,4,2,4,2,3,34,8,1,3,30,2,3,30,1,3,0,0,2,0,0,3,16,1,3
2,17,2,15,3,1,5,2,3,17,14,2,3,0,0,3,0,0,3,38,1,2,10,2,3,0,0,3
1,17,17,0,6,6,0,1,1,35,32,1,3,37,1,3,35,2,3,43,1,2,31,1,3,34,1,3
1,17,17,0,6,6,0,1,1,34.88888889,32,1,3,32,1,3,31,2,3,40,1,2,34,1,3,34,1,3
4,17,17,0,6,6,0,2,3,31.75,35,2,3,33,3,3,36,2,3,37,1,2,32,3,3,34,1,3
1,17,11,6,4,4,2,1,1,44,35,2,3,0,0,3,0,0,3,41,1,2,30,1,3,35,1,3
0,17,14,3,5,5,1,1,1,45,30,1,3,0,0,3,30,1,3,38,1,2,33,1,3,33,1,3
1,17,17,0,6,6,0,1,1,39.16666667,38,1,3,35,2,3,31,1,3,35,1,2,41,1,3,31,1,3
1,17,17,0,6,6,0,1,1,36.44444444,36,1,3,31,1,3,31,2,3,45,1,2,43,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,37.16666667,33,2,3,42,1,3,35,1,3,35,1,2,38,2,3,36,1,3
4,17,17,0,6,6,0,2,3,34.33333333,30,2,3,34,3,3,30,1,3,30,2,2,32,2,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,2,15,3,1,5,2,3,0,13,2,3,0,0,3,0,0,3,46,1,2,22,2,3,0,0,3
1,17,17,0,6,6,0,1,1,39.77777778,34,1,3,38,1,3,36,2,3,43,1,2,35,1,3,34,1,3
3,17,17,0,6,6,0,1,1,34.38888889,38,2,3,34,1,3,36,2,3,38,1,2,33,2,3,30,1,3
0,17,17,0,6,6,0,1,1,36.72222222,35,1,3,33,1,3,30,1,3,35,1,2,45,1,3,37,1,3
1,17,3,14,3,1,5,2,3,42,0,0,3,0,0,3,0,0,3,29,1,2,23,2,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,35.16666667,34,2,3,37,1,3,36,2,3,41,1,2,33,1,3,33,1,3
2,17,0,17,2,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,23,2,3,18,2,3
1,17,8,9,3,3,3,2,3,31,0,0,3,0,0,3,0,0,3,43,1,2,32,2,3,31,1,3
1,17,17,0,6,6,0,1,1,32.94444444,36,1,3,36,1,3,33,2,3,35,1,2,33,1,3,35,1,3
0,17,17,0,6,6,0,1,1,36.61111111,33,1,3,41,1,3,35,1,3,39,1,2,30,1,3,35,1,3
1,17,17,0,6,6,0,2,3,35.05555556,32,1,3,30,1,3,32,3,3,33,1,2,34,1,3,42,1,3
0,17,17,0,6,6,0,1,1,35,42,1,3,33,1,3,37,1,3,37,1,2,30,1,3,31,1,3
0,17,0,17,4,0,6,2,3,0,2,1,3,0,0,3,0,0,3,0,1,2,0,1,3,0,1,3
1,17,0,17,1,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,20,2,3
3,17,17,0,6,6,0,2,3,34.66666667,33,2,3,34,1,3,35,3,3,37,1,2,32,2,3,30,1,3
2,17,14,3,6,5,1,2,3,39.11111111,44,2,3,30,1,3,26,3,3,46,1,2,30,1,3,34,1,3
0,17,11,6,4,4,2,1,1,32.75,36,1,3,0,0,3,0,0,3,33,1,2,32,1,3,38,1,3
1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,2,2,0,1,3,0,0,3
3,17,17,0,6,6,0,2,3,35.05555556,34,2,3,33,1,3,30,3,3,41,1,2,35,2,3,36,1,3
2,17,17,0,6,6,0,1,1,34.27777778,35,1,3,30,1,3,31,2,3,33,1,2,31,2,3,41,1,3
2,17,5,12,4,2,4,2,3,0,6,2,3,0,0,3,0,0,3,30,1,2,24,2,3,30,1,3
2,17,17,0,6,6,0,2,3,35.5,36,3,3,34,2,3,30,1,3,41,1,2,31,1,3,36,1,3
2,17,17,0,6,6,0,2,3,35.11111111,30,3,3,30,2,3,30,1,3,44,1,2,34,1,3,45,1,3
2,17,17,0,6,6,0,1,1,31.27777778,32,2,3,31,1,3,30,2,3,35,1,2,32,1,3,36,1,3
0,17,11,6,4,4,2,1,1,32.66666667,31,1,3,0,0,3,0,0,3,33,1,2,33,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,35.88888889,35,1,3,43,1,3,32,2,3,31,1,2,45,1,3,38,1,3
1,17,0,17,4,0,6,2,3,0,21,2,3,0,0,3,0,0,3,0,1,2,2,1,3,15,1,3
1,17,17,0,6,6,0,1,1,36.22222222,39,1,3,31,1,3,35,2,3,36,1,2,34,1,3,35,1,3
1,17,0,17,1,0,6,2,3,0,18,2,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,2,3,34.33333333,30,1,3,30,1,3,37,3,3,40,1,2,38,1,3,37,1,3
2,17,17,0,6,6,0,1,1,34.27777778,37,2,3,30,1,3,31,1,3,33,1,2,40,2,3,31,1,3
2,17,17,0,6,6,0,2,3,34.5,30,1,3,40,2,3,30,3,3,43,1,2,30,1,3,37,1,3
0,17,0,17,1,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,16,1,3
3,17,17,0,6,6,0,2,3,33.72222222,30,3,3,30,2,3,30,1,3,36,1,2,32,2,3,32,1,3
2,17,5,12,4,2,4,2,3,38,28,2,3,0,0,3,0,0,3,40,1,2,23,2,3,32,1,3
1,17,17,0,6,6,0,1,1,41.11111111,40,1,3,31,1,3,31,2,3,45,1,2,42,1,3,40,1,3
1,17,17,0,6,6,0,2,3,38.5,34,3,3,31,1,3,34,1,3,33,1,2,34,1,3,37,1,3
0,17,9,8,4,3,3,2,3,30,0,0,3,30,1,3,33,1,3,0,0,2,21,1,3,37,1,3
0,17,11,6,4,4,2,1,1,35,34,1,3,0,0,3,0,0,3,46,1,2,35,1,3,33,1,3
1,17,17,0,6,6,0,2,3,35,36,1,3,37,1,3,40,3,3,33,1,2,34,1,3,41,1,3
0,17,11,6,4,4,2,1,1,27.44444444,32,1,3,0,0,3,0,0,3,40,1,2,30,1,3,32,1,3
1,17,17,0,6,6,0,2,3,34.66666667,39,1,3,33,1,3,39,3,3,42,1,2,41,1,3,45,1,3
1,17,17,0,6,6,0,2,3,35.22222222,30,1,3,34,1,3,39,3,3,36,1,2,34,1,3,32,1,3
1,17,17,0,6,6,0,1,1,34.72222222,30,1,3,44,1,3,35,2,3,46,1,2,33,1,3,35,1,3
2,17,17,0,6,6,0,1,1,32.05555556,34,2,3,33,1,3,36,2,3,35,1,2,33,1,3,40,1,3
0,17,17,0,6,6,0,1,1,37.11111111,45,1,3,33,1,3,31,1,3,30,1,2,39,1,3,35,1,3
2,17,14,3,6,5,1,2,3,26,30,3,3,30,1,3,0,1,3,33,1,2,35,3,3,30,1,3
2,17,5,12,4,2,4,2,3,40,23,2,3,0,0,3,0,0,3,33,1,2,24,2,3,34,1,3
1,17,17,0,6,6,0,2,3,35.38888889,36,1,3,30,1,3,30,3,3,42,1,2,30,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,0,17,4,0,6,2,3,0,0,1,3,0,0,3,0,0,3,0,1,2,10,1,3,0,1,3
1,17,11,6,4,4,2,1,1,25.66666667,30,1,3,0,0,3,0,0,3,35,1,2,30,2,3,35,1,3
2,17,3,14,3,1,5,2,3,0,5,2,3,0,0,3,0,0,3,19,2,2,0,0,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,15,2,5,5,1,1,1,28.2,30,1,3,31,1,3,30,1,3,0,0,2,33,2,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,2,3,34.66666667,34,1,3,31,1,3,39,3,3,31,2,2,31,1,3,33,1,3
0,17,17,0,6,6,0,1,1,39.94444444,33,1,3,31,1,3,36,1,3,40,1,2,35,1,3,41,1,3
1,17,17,0,6,6,0,1,1,33.72222222,35,1,3,34,1,3,35,1,3,42,1,2,35,2,3,30,1,3
2,17,17,0,6,6,0,1,1,38.27777778,30,1,3,30,1,3,30,2,3,37,1,2,36,2,3,32,1,3
3,17,17,0,6,6,0,2,3,37.33333333,32,2,3,32,2,3,30,3,3,35,1,2,35,1,3,36,1,3
1,17,17,0,6,6,0,1,1,34.72222222,45,1,3,30,1,3,34,2,3,33,1,2,34,1,3,32,1,3
1,17,17,0,6,6,0,1,1,21.77777778,30,2,3,30,1,3,36,1,3,31,1,2,32,1,3,32,1,3
0,17,0,17,4,0,6,2,3,0,0,0,3,12,1,3,6,1,3,0,0,2,24,1,3,21,1,3
3,17,17,0,6,6,0,1,1,35.44444444,34,1,3,40,2,3,34,2,3,41,1,2,30,2,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,4,46,1,3,48,1,3,45,1,3,46,1,2,43,1,3,48,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,14,3,6,5,1,2,3,31,34,1,3,20,1,3,31,2,3,38,1,2,31,3,3,30,1,3
3,17,8,9,6,3,3,2,3,24,23,2,3,30,1,3,24,2,3,35,1,2,32,1,3,20,2,3
2,17,5,12,6,2,4,2,3,26.66666667,25,1,3,24,2,3,19,2,3,40,1,2,23,1,3,30,1,3
1,17,17,0,6,6,0,1,1,36.27777778,40,1,3,36,1,3,30,2,3,40,1,2,36,1,3,39,1,3
2,17,17,0,6,6,0,2,3,35.44444444,30,1,3,31,2,3,31,3,3,30,1,2,32,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,43.77777778,42,1,3,46,1,3,44,1,3,44,1,2,42,1,3,46,1,3
6,17,0,17,6,0,6,2,3,0,7,2,3,5,2,3,3,2,3,20,2,2,8,2,3,25,2,3
1,17,17,0,6,6,0,1,1,37.77777778,44,1,3,31,1,3,43,2,3,38,1,2,37,1,3,30,1,3
1,17,17,0,6,6,0,1,1,45.44444444,41,1,3,50,2,3,31,1,3,47,1,2,43,1,3,42,1,3
1,17,17,0,6,6,0,1,1,36.27777778,37,2,3,33,1,3,34,1,3,31,1,2,41,1,3,45,1,3
3,17,17,0,6,6,0,2,3,33.88888889,37,2,3,39,2,3,36,3,3,45,1,2,30,1,3,34,1,3
1,17,17,0,6,6,0,1,1,43.38888889,35,1,3,33,1,3,39,2,3,33,1,2,43,1,3,34,1,3
1,17,17,0,6,6,0,1,1,38.5,30,1,3,38,1,3,42,2,3,37,1,2,37,1,3,39,1,3
0,17,17,0,6,6,0,1,1,36.44444444,37,1,3,31,1,3,30,1,3,38,1,2,37,1,3,40,1,3
2,17,17,0,6,6,0,1,1,38.33333333,38,1,3,40,2,3,39,2,3,46,1,2,40,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,35.88888889,30,1,3,38,1,3,30,2,3,43,1,2,31,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,2,3,37,30,3,3,30,1,3,31,3,3,32,1,2,32,1,3,35,1,3
0,17,17,0,6,6,0,1,1,35.33333333,35,1,3,36,1,3,32,1,3,33,1,2,31,1,3,34,1,3
1,17,17,0,6,6,0,1,1,34.94444444,30,1,3,32,1,3,39,2,3,40,1,2,34,1,3,32,1,3
1,17,17,0,6,6,0,1,1,35.83333333,36,1,3,32,1,3,30,2,3,40,1,2,33,1,3,39,1,3
2,17,17,0,6,6,0,1,1,39.55555556,31,1,3,30,2,3,35,2,3,37,1,2,32,1,3,36,1,3
0,17,8,9,4,3,3,2,3,20.66666667,8,1,3,0,0,3,0,0,3,36,1,2,35,1,3,32,1,3
3,17,12,5,6,4,2,2,3,27.66666667,33,1,3,35,3,3,24,3,3,23,1,2,43,2,3,34,1,3
0,17,17,0,6,6,0,1,1,38.61111111,40,1,3,32,1,3,30,1,3,37,1,2,37,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,38.61111111,30,1,3,30,1,3,32,2,3,32,1,2,37,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,0,17,3,0,6,2,3,0,14,2,3,0,0,3,0,0,3,21,2,2,0,0,3,19,2,3
0,17,17,0,6,6,0,1,1,37.5,47,1,3,42,1,3,33,1,3,40,1,2,38,1,3,35,1,3
1,17,17,0,6,6,0,1,1,36.16666667,30,2,3,36,1,3,30,1,3,50,1,2,34,1,3,30,1,3
0,17,17,0,6,6,0,1,1,36.61111111,31,1,3,30,1,3,33,1,3,37,1,2,34,1,3,30,1,3
1,17,17,0,6,6,0,1,1,36.05555556,44,2,3,30,1,3,30,1,3,40,1,2,40,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,39.83333333,40,1,3,43,1,3,31,2,3,41,1,2,34,1,3,30,1,3
0,17,17,0,6,6,0,1,1,47.11111111,48,1,3,43,1,3,44,1,3,45,1,2,41,1,3,44,1,3
0,17,17,0,6,6,0,1,1,35.55555556,40,1,3,34,1,3,34,1,3,35,1,2,33,1,3,37,1,3
1,17,3,14,3,1,5,2,3,39,21,2,3,0,0,3,0,0,3,0,0,2,32,1,3,17,1,3
4,17,17,0,6,6,0,2,3,37.44444444,41,3,3,33,2,3,30,3,3,38,1,2,46,3,3,30,1,3
1,17,2,15,3,1,5,2,3,13,26,2,3,0,0,3,0,0,3,36,1,2,0,0,3,10,1,3
0,17,5,12,2,2,4,2,3,2,0,0,3,0,0,3,0,0,3,35,1,2,34,1,3,0,0,3
2,17,11,6,6,4,2,2,3,38,26,3,3,22,2,3,30,1,3,32,1,2,40,1,3,30,1,3
0,17,17,0,6,6,0,1,1,37.5,40,1,3,39,1,3,32,1,3,33,1,2,37,1,3,38,1,3
0,17,17,0,6,6,0,1,1,43.94444444,45,1,3,40,1,3,42,1,3,49,1,2,44,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,37.66666667,33,2,3,37,2,3,30,1,3,39,1,2,33,1,3,37,1,3
2,17,17,0,6,6,0,1,1,34.55555556,38,2,3,33,1,3,34,1,3,34,1,2,40,2,3,30,1,3
3,17,17,0,6,6,0,2,3,37.05555556,36,3,3,34,1,3,37,2,3,30,1,2,36,2,3,40,1,3
0,17,17,0,6,6,0,1,1,36.33333333,33,1,3,38,1,3,37,1,3,47,1,2,43,1,3,38,1,3
2,17,17,0,6,6,0,1,1,35.72222222,37,2,3,30,1,3,41,2,3,42,1,2,34,1,3,37,1,3
1,17,17,0,6,6,0,1,1,37.16666667,30,1,3,30,2,3,30,1,3,32,1,2,33,1,3,30,1,3
0,17,0,17,4,0,6,2,3,0,13,1,3,0,0,3,0,0,3,23,1,2,17,1,3,18,1,3
0,17,0,17,2,0,6,2,3,0,0,0,3,0,0,3,0,0,3,19,1,2,0,0,3,20,1,3
0,17,17,0,6,6,0,1,1,43.72222222,36,1,3,32,1,3,38,1,3,42,1,2,41,1,3,42,1,3
1,17,17,0,6,6,0,2,3,36.33333333,38,1,3,31,1,3,36,3,3,41,1,2,33,1,3,31,1,3
1,17,5,12,4,2,4,2,3,20.33333333,9,2,3,0,0,3,0,0,3,36,1,2,5,1,3,32,1,3
0,17,17,0,6,6,0,1,1,32.05555556,36,1,3,30,1,3,38,1,3,42,1,2,33,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,8,9,3,3,3,2,3,34,0,0,3,0,0,3,0,0,3,35,1,2,40,2,3,32,1,3
0,17,2,15,1,1,5,2,3,0,0,0,3,0,0,3,0,0,3,42,1,2,0,0,3,0,0,3
0,17,5,12,4,2,4,2,3,0,21,1,3,0,0,3,0,0,3,33,1,2,26,1,3,30,1,3
1,17,17,0,6,6,0,1,1,41.16666667,35,1,3,30,1,3,40,2,3,40,1,2,31,1,3,32,1,3
0,17,0,17,2,0,6,2,3,0,2,1,3,0,0,3,0,0,3,0,0,2,0,0,3,12,1,3
0,17,17,0,6,6,0,1,1,37.22222222,36,1,3,45,1,3,35,1,3,42,1,2,38,1,3,36,1,3
1,17,17,0,6,6,0,2,3,36.11111111,34,1,3,32,1,3,34,3,3,41,1,2,43,1,3,39,1,3
1,17,9,8,6,3,3,2,3,26.33333333,31,2,3,8,1,3,3,1,3,0,1,2,31,1,3,35,1,3
2,17,17,0,6,6,0,1,1,36.38888889,30,1,3,32,2,3,33,2,3,33,1,2,34,1,3,31,1,3
3,17,17,0,6,6,0,2,3,36.77777778,36,2,3,42,3,3,30,1,3,38,1,2,34,2,3,36,1,3
0,17,5,12,4,2,4,2,3,0,17,1,3,30,1,3,21,1,3,33,1,2,0,0,3,0,0,3
2,17,17,0,6,6,0,2,3,33.44444444,30,1,3,42,3,3,30,2,3,40,1,2,34,1,3,34,1,3
0,17,17,0,6,6,0,1,1,39.72222222,46,1,3,30,1,3,31,1,3,38,1,2,34,1,3,32,1,3
2,17,17,0,6,6,0,1,1,38.61111111,33,2,3,31,1,3,32,2,3,42,1,2,39,1,3,30,1,3
2,17,17,0,6,6,0,2,3,37.22222222,30,1,3,31,2,3,36,3,3,37,1,2,35,1,3,36,1,3
0,17,17,0,6,6,0,1,1,38.66666667,45,1,3,35,1,3,30,1,3,35,1,2,35,1,3,30,1,3
0,17,5,12,2,2,4,2,3,0,0,0,3,0,0,3,0,0,3,38,1,2,0,0,3,31,1,3
1,17,17,0,6,6,0,1,1,35.72222222,30,2,3,40,1,3,35,1,3,30,1,2,33,1,3,31,1,3
1,17,17,0,6,6,0,1,1,35.5,31,1,3,35,1,3,32,1,3,37,1,2,32,1,3,35,2,3
3,17,17,0,6,6,0,2,3,37.61111111,37,1,3,30,2,3,34,3,3,37,1,2,30,2,3,30,1,3
2,17,17,0,6,6,0,1,1,33.83333333,41,1,3,35,1,3,30,2,3,35,1,2,33,1,3,35,2,3
2,17,17,0,6,6,0,2,3,37.72222222,35,1,3,40,3,3,32,3,3,38,1,2,33,1,3,31,1,3
0,0,0,0,0,0,0,0,2,18,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,2,3,28.06666667,32,1,3,31,1,3,35,3,3,35,1,2,30,1,3,34,1,3
1,17,17,0,6,6,0,1,1,39.83333333,38,1,3,31,1,3,32,2,3,31,1,2,37,1,3,32,1,3
0,17,17,0,6,6,0,1,1,40.5,40,1,3,38,1,3,38,1,3,42,1,2,47,1,3,50,1,3
1,0,0,0,0,0,0,0,2,10,0,0,3,0,0,3,0,0,3,0,0,2,0,2,3,0,0,3
3,17,17,0,6,6,0,2,3,35.77777778,32,1,3,38,1,3,31,3,3,40,1,2,34,3,3,35,2,3
3,17,17,0,6,6,0,1,1,37.77777778,34,2,3,35,2,3,40,2,3,43,1,2,31,1,3,31,1,3
