CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,ESTADO DOS,PROMEDIO_TRES,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_ASES,VECES_ASES,CREDITOS_ASES,NOTA_TOP,VECES_TOP,CREDITOS_TOP
0,17,5,12,6,2,4,2,3,0,15,1,3,30,1,3,20,1,3,40,1,2,25,1,3,20,1,3
5,17,6,11,5,2,4,2,3,0,23,3,3,22,3,3,21,3,3,0,0,2,37,3,3,30,2,3
0,17,17,0,6,6,0,1,1,35.72222222,45,1,3,30,1,3,30,1,3,35,1,2,30,1,3,35,1,3
0,17,17,0,6,6,0,1,1,39.44444444,35,1,3,35,1,3,35,1,3,35,1,2,40,1,3,40,1,3
0,17,17,0,6,6,0,1,1,33.83333333,35,1,3,30,1,3,30,1,3,45,1,2,30,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
4,17,8,9,6,3,3,2,3,26.5,35,1,3,15,2,3,20,2,3,35,1,2,25,3,3,30,2,3
1,17,17,0,6,6,0,1,1,36,38,2,3,30,1,3,30,1,3,35,1,2,34,1,3,30,1,3
1,17,11,6,6,4,2,1,1,18.75,20,2,3,20,1,3,35,1,3,40,1,2,35,1,3,35,1,3
3,17,11,6,6,4,2,2,3,32.83333333,21,2,3,31,2,3,24,3,3,31,1,2,32,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,33.16666667,40,1,3,35,2,3,30,1,3,35,1,2,30,2,3,40,1,3
0,17,17,0,6,6,0,1,1,34.16666667,45,1,3,35,1,3,30,1,3,42,1,2,35,1,3,40,1,3
1,17,17,0,6,6,0,1,1,38.88888889,30,1,3,30,1,3,35,2,3,35,1,2,30,1,3,35,1,3
1,17,8,9,6,3,3,2,3,14.83333333,9,1,3,19,1,3,15,2,3,30,1,2,30,1,3,35,1,3
1,17,17,0,6,6,0,2,3,24.16666667,34,3,3,30,1,3,30,1,3,35,1,2,30,1,3,35,1,3
3,17,17,0,6,6,0,2,3,32.77777778,35,2,3,34,1,3,31,3,3,45,1,2,33,1,3,38,2,3
1,17,17,0,6,6,0,1,1,35.38888889,40,1,3,30,1,3,32,2,3,40,1,2,35,1,3,30,1,3
1,17,0,17,3,0,6,2,3,14,24,2,3,0,0,3,6,1,3,28,1,2,0,0,3,0,0,3
2,17,3,14,3,1,5,2,3,17.2,0,0,3,0,0,3,1,2,3,0,0,2,0,1,3,33,2,3
4,17,14,3,6,5,1,2,3,35.55555556,37,2,3,36,3,3,30,4,3,40,1,2,27,3,3,33,1,3
2,17,3,14,5,1,5,2,3,32,0,1,3,23,3,3,6,3,3,0,0,2,14,1,3,38,1,3
2,17,17,0,6,6,0,2,3,34.11111111,40,1,3,33,2,3,31,3,3,30,1,2,30,1,3,30,1,3
1,17,11,6,6,4,2,2,3,28.28571429,30,1,3,13,1,3,12,1,3,40,1,2,33,1,3,33,2,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
4,17,17,0,6,6,0,2,3,34.55555556,38,1,3,32,2,3,31,4,3,42,1,2,31,2,3,34,2,3
4,17,14,3,6,5,1,2,3,33.75,23,3,3,30,2,3,30,3,3,40,1,2,30,1,3,38,2,3
1,17,17,0,6,6,0,1,1,36.27777778,34,1,3,35,1,3,34,1,3,35,1,2,35,1,3,35,2,3
0,17,17,0,6,6,0,1,1,35.94444444,31,1,3,39,1,3,30,1,3,45,1,2,43,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,2,3,33.5,36,1,3,32,2,3,41,3,3,45,1,2,39,1,3,35,2,3
2,17,17,0,6,6,0,2,3,35.16666667,43,1,3,35,1,3,31,4,3,47,1,2,38,2,3,34,1,3
3,17,17,0,6,6,0,2,3,36.22222222,39,2,3,34,1,3,30,3,3,30,1,2,33,1,3,42,2,3
0,17,17,0,6,6,0,1,1,38.5,40,1,3,35,1,3,35,1,3,40,1,2,30,1,3,40,1,3
2,17,9,8,5,3,3,2,3,0,35,1,3,25,2,3,30,1,3,0,0,2,20,2,3,30,1,3
2,17,2,15,3,1,5,2,3,0,0,0,3,20,2,3,25,2,3,40,1,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,33,35,1,3,30,1,3,33,2,3,35,1,2,35,1,3,35,1,3
3,17,17,0,6,6,0,2,3,36.33333333,40,1,3,32,2,3,38,3,3,45,1,2,30,1,3,36,2,3
2,17,17,0,6,6,0,1,1,38.66666667,44,2,3,39,2,3,30,1,3,35,1,2,30,1,3,30,1,3
3,17,17,0,6,6,0,2,3,33.88888889,34,2,3,30,3,3,32,4,3,30,1,2,30,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,5,12,4,2,4,2,3,29.16666667,9,2,3,0,0,3,0,0,3,30,1,2,18,2,3,33,2,3
1,17,17,0,6,6,0,1,1,36.05555556,35,1,3,38,2,3,30,1,3,45,1,2,30,1,3,35,1,3
2,17,17,0,6,6,0,1,1,36.72222222,33,2,3,35,1,3,31,2,3,43,1,2,30,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,33.22222222,30,1,3,33,2,3,30,1,3,37,1,2,38,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,2,3,34.5,30,1,3,39,3,3,30,1,3,35,1,2,38,1,3,32,1,3
3,17,17,0,6,6,0,2,3,32.44444444,30,1,3,30,2,3,30,3,3,40,1,2,32,1,3,37,2,3
0,17,2,15,2,1,5,2,3,20,0,0,3,0,0,3,0,0,3,35,1,2,0,0,3,15,1,3
2,17,14,3,6,5,1,2,3,34.77777778,33,1,3,30,2,3,28,4,3,40,1,2,31,1,3,33,1,3
3,17,17,0,6,6,0,2,3,36.22222222,41,2,3,36,3,3,33,3,3,40,1,2,39,1,3,33,1,3
0,17,17,0,6,6,0,1,1,36.27777778,35,1,3,35,1,3,35,1,3,35,1,2,30,1,3,40,1,3
3,17,17,0,6,6,0,2,3,35,41,2,3,35,2,3,33,4,3,30,1,2,30,1,3,30,1,3
0,17,17,0,6,6,0,1,1,35.38888889,40,1,3,35,1,3,30,1,3,35,1,2,36,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,2,3,37.66666667,30,1,3,36,1,3,30,3,3,35,1,2,34,2,3,34,2,3
1,17,17,0,6,6,0,1,1,35.27777778,30,1,3,30,1,3,30,1,3,30,1,2,30,1,3,37,2,3
2,17,17,0,6,6,0,2,3,36.66666667,30,1,3,30,3,3,30,2,3,40,1,2,30,1,3,33,1,3
3,17,17,0,6,6,0,2,3,34,30,3,3,34,1,3,30,3,3,37,1,2,30,3,3,32,1,3
0,17,17,0,6,6,0,1,1,37.5,30,1,3,37,1,3,30,1,3,35,1,2,35,1,3,30,1,3
2,17,17,0,6,6,0,1,1,37.88888889,35,1,3,38,2,3,33,2,3,30,1,2,30,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
5,17,17,0,6,6,0,2,3,30.44444444,40,3,3,39,2,3,30,2,3,40,1,2,31,3,3,38,2,3
1,17,17,0,6,6,0,2,3,36.83333333,40,1,3,40,1,3,31,3,3,35,1,2,35,1,3,30,1,3
3,17,17,0,6,6,0,2,3,32.55555556,36,2,3,37,3,3,30,1,3,35,1,2,34,1,3,38,2,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,1,1,32.88888889,37,2,3,30,1,3,30,2,3,35,1,2,30,1,3,30,2,3
0,17,15,2,5,5,1,1,1,17.33333333,30,1,3,30,1,3,30,1,3,0,0,2,30,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,2,15,4,1,5,2,3,30,0,0,3,0,1,3,4,1,3,40,1,2,0,0,3,3,1,3
0,17,17,0,6,6,0,1,1,34.11111111,40,1,3,30,1,3,30,1,3,30,1,2,30,1,3,30,1,3
2,17,17,0,6,6,0,1,1,36.05555556,35,1,3,36,2,3,38,2,3,45,1,2,30,1,3,30,1,3
4,17,3,14,5,1,5,2,3,0,18,2,3,0,0,3,11,3,3,25,3,2,5,2,3,32,1,3
0,17,17,0,6,6,0,1,1,33.88888889,33,1,3,43,1,3,34,1,3,30,1,2,39,1,3,30,1,3
1,17,11,6,4,4,2,1,1,35,35,1,3,0,0,3,0,0,3,40,1,2,30,1,3,33,2,3
2,17,17,0,6,6,0,1,1,31.55555556,37,2,3,33,1,3,30,1,3,35,1,2,30,1,3,37,2,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,2,15,4,1,5,2,3,11,0,0,3,20,1,3,9,2,3,33,1,2,2,1,3,0,0,3
0,17,17,0,6,6,0,1,1,35.44444444,45,1,3,36,1,3,31,1,3,35,1,2,30,1,3,35,1,3
1,17,17,0,6,6,0,1,1,34.61111111,40,1,3,34,1,3,30,2,3,42,1,2,33,1,3,41,1,3
3,17,8,9,6,3,3,2,3,31.2,13,2,3,30,1,3,14,3,3,44,1,2,28,1,3,31,2,3
3,17,17,0,6,6,0,1,1,38.55555556,35,1,3,30,2,3,40,2,3,30,1,2,34,1,3,35,2,3
1,17,17,0,6,6,0,2,3,33.38888889,30,1,3,30,1,3,33,3,3,35,1,2,30,1,3,32,1,3
2,17,17,0,6,6,0,2,3,36.38888889,36,1,3,30,1,3,30,3,3,47,1,2,34,2,3,35,1,3
2,17,17,0,6,6,0,1,1,35.5,30,1,3,36,2,3,31,2,3,35,1,2,36,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,31.22222222,40,1,3,34,1,3,30,2,3,30,1,2,30,1,3,30,1,3
0,17,17,0,6,6,0,1,1,36,45,1,3,40,1,3,30,1,3,36,1,2,35,1,3,30,1,3
1,17,17,0,6,6,0,1,1,33.66666667,37,2,3,30,1,3,30,1,3,40,1,2,30,1,3,30,1,3
0,17,0,17,3,0,6,2,3,0,0,0,3,5,1,3,7,1,3,18,1,2,0,0,3,0,0,3
2,17,17,0,6,6,0,2,3,32.77777778,30,1,3,30,1,3,30,2,3,41,1,2,33,3,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,2,3,35.27777778,40,1,3,32,1,3,31,3,3,35,1,2,39,2,3,34,2,3
1,17,17,0,6,6,0,1,1,37.55555556,30,1,3,30,1,3,35,1,3,44,2,2,35,1,3,35,1,3
2,17,17,0,6,6,0,1,1,34.33333333,31,1,3,38,2,3,30,2,3,40,1,2,30,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,2,15,3,1,5,2,3,30,0,0,3,20,2,3,15,2,3,35,1,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,33.38888889,31,1,3,30,1,3,30,1,3,30,1,2,36,2,3,40,1,3
2,17,3,14,4,1,5,2,3,31.25,30,1,3,17,2,3,20,2,3,11,1,2,0,0,3,0,0,3
1,17,5,12,2,2,4,2,3,11.33333333,0,0,3,0,0,3,0,0,3,30,1,2,0,0,3,30,2,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,34.05555556,30,1,3,38,1,3,30,1,3,35,1,2,37,1,3,30,1,3
3,17,17,0,6,6,0,2,3,35.27777778,30,1,3,38,1,3,33,2,3,35,1,2,31,3,3,31,2,3
1,17,0,17,1,0,6,2,3,20.75,0,0,3,0,0,3,0,0,3,0,0,2,24,2,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,0,17,5,0,6,2,3,0,3,2,3,13,3,3,2,2,3,27,1,2,3,1,3,0,0,3
0,17,5,12,3,2,4,2,3,0,0,0,3,35,1,3,25,1,3,35,1,2,0,0,3,0,0,3
5,17,17,0,6,6,0,2,3,35.33333333,30,3,3,30,3,3,33,2,3,35,1,2,35,3,3,33,2,3
3,17,14,3,6,5,1,2,3,31,30,2,3,38,1,3,4,1,3,30,1,2,32,3,3,31,2,3
0,17,2,15,5,1,5,2,3,30.5,5,1,3,0,1,3,5,1,3,35,1,2,0,0,3,26,1,3
2,17,5,12,4,2,4,2,3,11,15,3,3,0,0,3,0,0,3,35,1,2,6,2,3,30,1,3
2,17,8,9,4,3,3,2,3,11,32,2,3,0,0,3,0,0,3,30,1,2,25,3,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
5,17,17,0,6,6,0,1,1,34.44444444,43,2,3,30,2,3,32,2,3,30,1,2,30,2,3,35,2,3
4,17,17,0,6,6,0,2,3,36.77777778,31,2,3,31,3,3,30,3,3,35,1,2,30,2,3,30,1,3
3,17,17,0,6,6,0,2,3,35.5,30,1,3,41,2,3,39,4,3,40,1,2,31,1,3,38,2,3
2,17,17,0,6,6,0,2,3,35.22222222,32,1,3,35,2,3,37,4,3,35,1,2,30,1,3,30,1,3
1,17,17,0,6,6,0,1,1,22,39,1,3,30,1,3,38,1,3,35,1,2,32,1,3,39,2,3
2,17,17,0,6,6,0,2,3,33.33333333,35,3,3,30,1,3,32,1,3,30,1,2,33,2,3,30,1,3
1,17,14,3,6,5,1,2,3,37.33333333,45,1,3,40,1,3,14,4,3,45,1,2,30,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,1,1,35.72222222,50,2,3,34,2,3,30,1,3,30,1,2,30,1,3,39,2,3
3,17,17,0,6,6,0,2,3,33.38888889,43,2,3,39,2,3,31,3,3,30,1,2,32,1,3,30,1,3
2,17,14,3,6,5,1,2,3,25.77777778,33,2,3,32,1,3,22,3,3,35,1,2,37,1,3,38,1,3
2,17,17,0,6,6,0,2,3,34.88888889,41,1,3,31,2,3,30,3,3,43,1,2,37,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,8,9,4,3,3,2,3,34.66666667,28,1,3,0,0,3,0,0,3,30,1,2,30,2,3,34,2,3
0,17,2,15,2,1,5,2,3,0,0,0,3,0,0,3,0,0,3,35,1,2,0,0,3,25,1,3
4,17,17,0,6,6,0,2,3,27.94444444,38,1,3,30,2,3,30,2,3,30,1,2,50,3,3,41,3,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,43.94444444,40,1,3,32,1,3,43,1,3,38,1,2,46,1,3,32,1,3
1,17,17,0,6,6,0,1,1,36.33333333,38,1,3,30,1,3,37,2,3,45,1,2,30,1,3,30,1,3
0,17,8,9,4,3,3,2,3,15.83333333,36,1,3,0,0,3,0,0,3,44,1,2,27,1,3,36,1,3
2,17,5,12,5,2,4,2,3,13,0,0,3,22,2,3,6,1,3,37,1,2,29,2,3,30,1,3
1,17,17,0,6,6,0,1,1,36.5,32,1,3,38,1,3,35,2,3,39,1,2,35,1,3,36,1,3
2,17,8,9,4,3,3,2,3,15.66666667,0,0,3,31,2,3,30,2,3,42,1,2,29,1,3,0,0,3
1,17,17,0,6,6,0,1,1,37.66666667,38,2,3,35,1,3,30,1,3,37,1,2,30,1,3,39,1,3
0,17,11,6,6,4,2,1,1,39,48,1,3,30,1,3,20,1,3,40,1,2,14,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,42.61111111,48,1,3,42,1,3,34,1,3,42,1,2,37,1,3,35,1,3
0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,2,3,32.38888889,33,1,3,34,3,3,30,1,3,32,1,2,32,3,3,35,1,3
2,17,14,3,6,5,1,2,3,33.22222222,30,1,3,31,2,3,22,3,3,40,1,2,30,1,3,31,1,3
1,17,17,0,6,6,0,1,1,35.61111111,31,1,3,39,1,3,31,2,3,42,1,2,30,1,3,41,1,3
0,17,17,0,6,6,0,1,1,39.83333333,50,1,3,35,1,3,31,1,3,38,1,2,46,1,3,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,2,3,32,38,1,3,31,2,3,36,3,3,40,1,2,36,2,3,33,1,3
1,17,17,0,6,6,0,1,1,35.44444444,30,1,3,40,1,3,30,1,3,44,1,2,34,2,3,39,1,3
0,17,0,17,4,0,6,2,3,3,0,1,3,0,0,3,0,0,3,0,1,2,0,1,3,11,1,3
1,17,17,0,6,6,0,2,3,33.44444444,30,1,3,32,1,3,35,3,3,40,1,2,30,1,3,31,1,3
3,17,14,3,5,5,1,2,3,28.66666667,0,0,3,36,3,3,30,3,3,36,1,2,39,2,3,38,1,3
0,17,17,0,6,6,0,1,1,37,42,1,3,37,1,3,37,1,3,37,1,2,46,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,36,38,1,3,33,1,3,30,1,3,37,1,2,38,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,11,6,6,4,2,2,3,41.16666667,27,3,3,30,1,3,27,3,3,47,1,2,36,1,3,34,1,3
2,17,17,0,6,6,0,2,3,34.5,30,2,3,31,1,3,34,3,3,40,1,2,30,1,3,31,1,3
1,17,17,0,6,6,0,1,1,35.5,34,2,3,30,1,3,44,1,3,35,1,2,43,1,3,39,1,3
1,17,17,0,6,6,0,2,3,31.5,31,1,3,31,1,3,31,3,3,42,1,2,30,1,3,34,1,3
1,17,8,9,4,3,3,2,3,29.4,14,1,3,0,0,3,0,0,3,32,1,2,33,3,3,34,1,3
1,17,15,2,5,5,1,2,3,35,38,1,3,38,1,3,40,1,3,0,0,2,42,1,3,36,3,3
2,17,17,0,6,6,0,2,3,36.94444444,33,1,3,37,2,3,37,3,3,42,1,2,35,1,3,33,1,3
2,17,17,0,6,6,0,1,1,38.88888889,41,1,3,33,2,3,38,2,3,44,1,2,30,1,3,31,1,3
0,17,17,0,6,6,0,1,1,38,37,1,3,39,1,3,33,1,3,41,1,2,38,1,3,42,1,3
2,17,17,0,6,6,0,1,1,33.61111111,32,1,3,32,2,3,31,1,3,38,1,2,37,2,3,30,1,3
2,17,5,12,3,2,4,2,3,0,30,2,3,0,0,3,0,0,3,40,1,2,28,2,3,0,0,3
2,17,11,6,4,4,2,1,1,33,36,2,3,0,0,3,0,0,3,38,1,2,34,2,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,32.33333333,41,1,3,38,2,3,33,1,3,40,1,2,37,1,3,32,1,3
0,17,17,0,6,6,0,1,1,35.16666667,30,1,3,30,1,3,30,1,3,40,1,2,37,1,3,38,1,3
0,17,17,0,6,6,0,1,1,41.77777778,39,1,3,30,1,3,39,1,3,44,1,2,39,1,3,31,1,3
0,17,8,9,6,3,3,2,3,23.33333333,44,1,3,7,1,3,1,1,3,37,1,2,16,1,3,33,1,3
0,17,17,0,6,6,0,1,1,37.66666667,36,1,3,42,1,3,32,1,3,32,1,2,42,1,3,38,1,3
3,17,17,0,6,6,0,2,3,34.33333333,38,3,3,37,1,3,31,3,3,37,1,2,37,2,3,36,1,3
1,17,17,0,6,6,0,1,1,32.77777778,42,1,3,30,1,3,36,2,3,35,1,2,36,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,0,17,3,0,6,2,3,22,0,0,3,0,0,3,0,0,3,12,1,2,6,1,3,9,1,3
2,17,14,3,6,5,1,2,3,40.66666667,31,3,3,35,1,3,26,3,3,40,1,2,31,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,37,50,2,3,31,1,3,37,2,3,39,1,2,34,1,3,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,35.88888889,47,1,3,30,2,3,30,2,3,45,1,2,33,1,3,34,1,3
0,17,17,0,6,6,0,1,1,42.05555556,41,1,3,48,1,3,38,1,3,42,1,2,44,1,3,45,1,3
1,17,17,0,6,6,0,1,1,37.38888889,31,1,3,30,1,3,30,1,3,42,1,2,44,2,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,37.27777778,34,1,3,37,1,3,30,1,3,37,1,2,33,1,3,38,1,3
0,17,17,0,6,6,0,1,1,43.83333333,44,1,3,43,1,3,46,1,3,40,1,2,48,1,3,45,1,3
1,17,17,0,6,6,0,1,1,37.11111111,36,1,3,36,1,3,30,2,3,42,1,2,35,1,3,33,1,3
3,17,8,9,4,3,3,2,3,19.625,33,2,3,0,0,3,0,0,3,36,2,2,27,3,3,35,1,3
3,17,5,12,6,2,4,2,3,34,22,3,3,0,1,3,11,2,3,35,1,2,22,3,3,34,1,3
2,17,2,15,3,1,5,2,3,0,13,2,3,0,0,3,0,0,3,37,1,2,21,2,3,0,0,3
1,17,17,0,6,6,0,1,1,36,30,1,3,30,1,3,34,2,3,39,1,2,34,1,3,30,1,3
0,17,17,0,6,6,0,1,1,36.11111111,31,1,3,30,1,3,30,1,3,37,1,2,36,1,3,44,1,3
0,17,17,0,6,6,0,1,1,41,48,1,3,40,1,3,30,1,3,43,1,2,36,1,3,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,38.66666667,33,1,3,33,1,3,30,1,3,42,1,2,44,1,3,40,1,3
0,17,17,0,6,6,0,1,1,35.61111111,42,1,3,30,1,3,32,1,3,35,1,2,30,1,3,40,1,3
0,17,17,0,6,6,0,1,1,33.72222222,38,1,3,30,1,3,32,1,3,33,1,2,36,1,3,38,1,3
0,17,17,0,6,6,0,1,1,30.53333333,30,1,3,31,1,3,34,1,3,32,1,2,33,1,3,33,1,3
0,17,17,0,6,6,0,1,1,38.44444444,39,1,3,43,1,3,30,1,3,35,1,2,35,1,3,31,1,3
2,17,17,0,6,6,0,2,3,33.38888889,37,2,3,38,1,3,33,3,3,35,1,2,33,1,3,30,1,3
0,17,17,0,6,6,0,1,1,40.88888889,49,1,3,46,1,3,34,1,3,38,1,2,35,1,3,31,1,3
2,17,17,0,6,6,0,2,3,32.27777778,30,1,3,31,3,3,32,3,3,45,1,2,30,1,3,38,1,3
1,17,8,9,4,3,3,2,3,19,26,2,3,0,0,3,0,0,3,43,1,2,32,1,3,32,1,3
0,17,0,17,1,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,1,1,3,0,0,3
0,17,17,0,6,6,0,1,1,32.94444444,42,1,3,37,1,3,32,1,3,40,1,2,33,1,3,32,1,3
3,17,14,3,6,5,1,2,3,36.11111111,37,1,3,20,4,3,30,2,3,35,1,2,44,2,3,32,1,3
0,17,5,12,3,2,4,2,3,19,0,0,3,0,0,3,1,1,3,34,1,2,0,0,3,39,1,3
1,17,8,9,4,3,3,2,3,30.16666667,26,1,3,0,0,3,0,0,3,37,1,2,35,2,3,32,1,3
0,17,5,12,6,2,4,2,3,30,15,1,3,5,1,3,14,1,3,36,1,2,35,1,3,18,1,3
2,17,11,6,6,4,2,2,3,30,30,2,3,5,1,3,23,1,3,30,1,2,32,3,3,32,1,3
4,17,17,0,6,6,0,2,3,33.27777778,36,3,3,41,2,3,30,2,3,35,1,2,36,2,3,33,1,3
3,17,17,0,6,6,0,2,3,34.38888889,34,1,3,33,3,3,33,3,3,35,1,2,40,2,3,36,1,3
0,17,17,0,6,6,0,1,1,41.83333333,50,1,3,32,1,3,34,1,3,37,1,2,41,1,3,43,1,3
3,17,8,9,6,3,3,2,3,32,30,2,3,23,2,3,3,1,3,30,1,2,27,3,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
4,17,17,0,6,6,0,2,3,35,43,2,3,30,2,3,35,3,3,38,1,2,42,2,3,38,1,3
3,17,14,3,6,5,1,2,3,39.77777778,32,1,3,24,2,3,32,2,3,40,1,2,40,3,3,36,1,3
1,17,17,0,6,6,0,1,1,35.16666667,33,1,3,30,1,3,30,2,3,39,1,2,37,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,1,1,32.72222222,33,2,3,30,1,3,30,2,3,33,1,2,35,2,3,34,1,3
3,17,17,0,6,6,0,2,3,35.05555556,38,1,3,30,2,3,30,3,3,33,1,2,40,2,3,33,1,3
1,17,11,6,6,4,2,2,3,30,31,1,3,30,1,3,17,1,3,35,1,2,25,1,3,36,2,3
2,17,17,0,6,6,0,1,1,36,39,1,3,31,1,3,30,2,3,35,1,2,37,2,3,41,1,3
1,17,11,6,4,4,2,1,1,35.83333333,0,0,3,0,0,3,40,1,3,42,1,2,33,2,3,34,1,3
0,17,17,0,6,6,0,1,1,34.88888889,33,1,3,30,1,3,33,1,3,42,1,2,32,1,3,36,1,3
3,17,17,0,6,6,0,1,1,37.33333333,35,2,3,36,1,3,31,2,3,35,1,2,36,2,3,35,1,3
2,17,17,0,6,6,0,2,3,36.61111111,32,1,3,32,3,3,31,1,3,40,1,2,38,3,3,37,1,3
1,17,17,0,6,6,0,1,1,39.05555556,50,1,3,36,1,3,40,2,3,38,1,2,41,1,3,40,1,3
0,17,17,0,6,6,0,1,1,34.94444444,40,1,3,31,1,3,30,1,3,49,1,2,39,1,3,33,1,3
