CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,ESTADO DOS,PROMEDIO_TRES,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_MULTI,VECES_MULTI,CREDITOS_MULTI,NOTA_ECUA,VECES_ECUA,CREDITOS_ECUA,NOTA_FOTO,VECES_FOTO,CREDITOS_FOTO,NOTA_SUELOS,VECES_SUELOS,CREDITOS_SUELOS
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,37.27777778,32,1,1,50,1,3,35,1,3,34,1,3,35,1,3,36,1,2,35,1,3
0,17,17,0,6,6,0,1,1,43.83333333,40,1,1,44,1,3,39,1,3,48,1,3,45,1,3,46,1,2,43,1,3
1,17,17,0,6,6,0,1,1,37.11111111,38,1,1,45,1,3,38,1,3,33,2,3,34,1,3,36,1,2,36,1,3
3,17,8,9,4,3,3,2,3,19.625,0,0,1,15,1,3,0,0,3,0,0,3,0,0,3,20,1,2,24,1,3
3,17,5,12,6,2,4,2,3,34,32,2,1,0,0,3,0,0,3,0,0,3,0,0,3,35,1,2,0,0,3
2,17,2,15,3,1,5,2,3,0,0,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,36,38,1,1,33,1,3,38,1,3,30,1,3,37,1,3,32,1,2,44,1,3
0,17,17,0,6,6,0,1,1,36.11111111,39,1,1,37,1,3,36,1,3,33,1,3,35,1,3,37,1,2,38,1,3
0,17,17,0,6,6,0,1,1,41,39,1,1,47,1,3,42,1,3,36,1,3,38,1,3,36,1,2,46,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,38.66666667,35,1,1,50,1,3,30,1,3,34,1,3,39,1,3,32,1,2,46,1,3
0,17,17,0,6,6,0,1,1,35.61111111,30,1,1,41,1,3,37,1,3,30,2,3,30,2,3,34,1,2,43,1,3
0,17,17,0,6,6,0,1,1,33.72222222,31,1,1,37,1,3,31,1,3,30,1,3,30,1,3,36,1,2,40,1,3
0,17,17,0,6,6,0,1,1,30.53333333,36,1,1,0,0,3,26,2,3,18,2,3,34,2,3,37,1,2,38,1,3
0,17,17,0,6,6,0,1,1,38.44444444,35,1,1,40,1,3,40,1,3,34,1,3,37,1,3,36,1,2,44,1,3
2,17,17,0,6,6,0,2,3,33.38888889,39,2,1,37,1,3,34,1,3,30,2,3,34,1,3,32,1,2,31,1,3
0,17,17,0,6,6,0,1,1,40.88888889,41,1,1,43,1,3,39,1,3,38,1,3,41,1,3,37,1,2,46,1,3
2,17,17,0,6,6,0,2,3,32.27777778,37,1,1,31,1,3,30,1,3,33,2,3,30,1,3,35,1,2,34,1,3
1,17,8,9,4,3,3,2,3,19,19,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,1,3
0,17,0,17,1,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,32.94444444,35,1,1,37,1,3,32,1,3,31,1,3,33,1,3,33,2,2,31,1,3
3,17,14,3,6,5,1,2,3,36.11111111,40,1,1,41,1,3,0,0,3,0,0,3,0,0,3,30,1,2,34,1,3
0,17,5,12,3,2,4,2,3,19,19,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,8,9,4,3,3,2,3,30.16666667,34,2,1,0,0,3,0,0,3,0,0,3,0,0,3,30,1,2,29,1,3
0,17,5,12,6,2,4,2,3,30,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,30,1,3
2,17,11,6,6,4,2,2,3,30,20,2,1,0,0,3,0,0,3,0,0,3,0,0,3,35,2,2,30,1,3
4,17,17,0,6,6,0,2,3,33.27777778,35,1,1,33,1,3,34,1,3,33,3,3,34,2,3,30,2,2,34,1,3
3,17,17,0,6,6,0,2,3,34.38888889,40,1,1,42,2,3,32,1,3,30,1,3,37,3,3,33,1,2,30,1,3
0,17,17,0,6,6,0,1,1,41.83333333,36,1,1,50,1,3,37,1,3,42,1,3,43,1,3,42,1,2,39,1,3
3,17,8,9,6,3,3,2,3,32,41,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,29,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
4,17,17,0,6,6,0,2,3,35,38,1,1,35,1,3,35,1,3,33,3,3,33,1,3,38,1,2,36,1,3
3,17,14,3,6,5,1,2,3,39.77777778,42,2,1,43,1,3,0,0,3,0,0,3,0,0,3,38,1,2,37,1,3
1,17,17,0,6,6,0,1,1,35.16666667,39,1,1,34,1,3,32,1,3,35,3,3,45,2,3,30,1,2,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,1,1,32.72222222,35,1,1,33,1,3,31,1,3,30,1,3,36,1,3,37,1,2,30,1,3
3,17,17,0,6,6,0,2,3,35.05555556,32,1,1,42,1,3,32,1,3,30,2,3,36,1,3,40,2,2,33,1,3
1,17,11,6,6,4,2,2,3,30,30,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,36,33,1,1,37,1,3,38,1,3,36,1,3,37,1,3,39,2,2,31,1,3
1,17,11,6,4,4,2,1,1,35.83333333,39,1,1,0,0,3,0,0,3,0,0,3,0,0,3,34,1,2,36,1,3
0,17,17,0,6,6,0,1,1,34.88888889,40,1,1,47,1,3,30,1,3,34,2,3,30,1,3,30,1,2,35,1,3
3,17,17,0,6,6,0,1,1,37.33333333,39,1,1,50,1,3,36,1,3,31,1,3,30,1,3,30,1,2,44,1,3
2,17,17,0,6,6,0,2,3,36.61111111,42,1,1,44,1,3,39,1,3,32,2,3,31,1,3,43,2,2,31,1,3
1,17,17,0,6,6,0,1,1,39.05555556,38,1,1,50,1,3,37,1,3,31,1,3,41,1,3,46,1,2,32,1,3
0,17,17,0,6,6,0,1,1,34.94444444,37,1,1,39,2,3,31,2,3,36,2,3,32,1,3,35,1,2,36,1,3
3,17,17,0,6,6,0,1,1,36.77777778,39,1,1,50,1,3,33,1,3,32,1,3,30,1,3,46,2,2,32,1,3
1,17,17,0,6,6,0,1,1,33.22222222,32,1,1,32,1,3,35,1,3,34,2,3,31,1,3,31,3,2,36,1,3
2,17,17,0,6,6,0,1,1,24.6,25,2,1,21,1,3,25,1,3,17,1,3,0,0,3,25,1,2,35,1,3
1,17,5,12,3,2,4,2,3,10.33333333,10,1,1,0,0,3,0,0,3,0,0,3,0,0,3,11,1,2,10,1,3
1,17,14,3,6,5,1,2,3,30.73333333,32,3,1,0,0,3,30,2,3,32,1,3,24,2,3,39,1,2,31,1,3
0,17,0,17,3,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,37.77777778,41,2,1,44,1,3,31,1,3,42,1,3,41,1,3,30,1,2,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,5,12,4,2,4,2,3,32.6,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,32,2,2,33,2,3
0,17,0,17,2,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,12,5,5,4,2,1,1,24.88888889,25,3,1,0,0,3,0,0,3,13,1,3,36,1,3,26,2,2,0,0,3
4,17,14,3,6,5,1,2,3,33.83333333,38,1,1,0,0,3,0,0,3,0,0,3,0,0,3,36,2,2,31,1,3
0,17,17,0,6,6,0,1,1,34.11111111,45,1,1,32,1,3,31,1,3,32,3,3,30,1,3,31,2,2,44,2,3
0,17,0,17,3,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,3,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,5,12,4,2,4,2,3,14.2,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,4,1,2,21,1,3
3,17,17,0,6,6,0,2,3,35.33333333,36,1,1,43,1,3,36,3,3,32,2,3,31,2,3,30,2,2,38,2,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,11,6,4,4,2,1,1,25.16666667,2,1,1,0,0,3,0,0,3,0,0,3,0,0,3,34,1,2,27,1,3
2,17,17,0,6,6,0,1,1,33.94444444,36,1,1,42,1,3,30,1,3,30,1,3,31,1,3,37,1,2,34,1,3
1,17,17,0,6,6,0,1,1,37.27777778,44,1,1,40,1,3,33,1,3,34,2,3,38,2,3,42,1,2,36,1,3
3,17,17,0,6,6,0,1,1,32.66666667,30,1,1,38,1,3,34,1,3,33,2,3,30,1,3,30,1,2,31,1,3
3,17,17,0,6,6,0,1,1,38.55555556,30,2,1,34,1,3,35,1,3,43,1,3,39,1,3,44,1,2,41,1,3
1,17,17,0,6,6,0,2,3,37.44444444,41,1,1,43,1,3,30,1,3,34,3,3,40,1,3,39,1,2,38,2,3
2,17,8,9,5,3,3,2,3,25.33333333,32,1,1,0,0,3,0,0,3,0,0,3,0,0,3,9,1,2,34,1,3
2,17,9,8,6,3,3,2,3,14,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,11,2,2,16,3,3
3,17,17,0,6,6,0,2,3,33.61111111,44,1,1,34,1,3,31,1,3,35,1,3,31,1,3,36,1,2,32,1,3
3,17,17,0,6,6,0,1,1,36.22222222,38,1,1,46,1,3,43,1,3,33,1,3,30,1,3,34,1,2,30,2,3
2,17,17,0,6,6,0,1,1,37.72222222,44,1,1,45,1,3,35,1,3,34,2,3,32,1,3,40,1,2,39,1,3
4,17,17,0,6,6,0,2,3,31.55555556,30,1,1,33,1,3,30,1,3,30,2,3,30,1,3,32,1,2,35,2,3
3,17,17,0,6,6,0,2,3,36.22222222,30,1,1,40,1,3,35,1,3,35,2,3,32,3,3,41,1,2,38,1,3
2,17,17,0,6,6,0,1,1,38.11111111,38,2,1,45,1,3,37,1,3,39,3,3,33,1,3,42,1,2,34,2,3
3,17,14,3,6,5,1,1,1,31.66666667,32,2,1,30,1,3,0,0,3,0,0,3,0,0,3,32,1,2,33,2,3
0,17,2,15,1,1,5,2,3,0,0,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,8,9,6,3,3,2,3,36.83333333,13,1,1,0,0,3,0,0,3,0,0,3,0,0,3,35,1,2,46,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,39,40,1,1,50,1,3,38,1,3,32,1,3,34,1,3,43,1,2,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,37.16666667,42,1,1,40,1,3,32,1,3,35,1,3,38,1,3,39,1,2,38,1,3
0,17,17,0,6,6,0,1,1,40.38888889,33,1,1,45,1,3,40,1,3,42,1,3,37,1,3,44,1,2,38,1,3
3,17,17,0,6,6,0,1,1,36.88888889,38,2,1,50,1,3,37,1,3,31,1,3,32,1,3,40,1,2,32,1,3
2,17,17,0,6,6,0,1,1,33.88888889,35,1,1,40,1,3,34,1,3,32,1,3,30,1,3,37,1,2,31,1,3
1,17,17,0,6,6,0,1,1,39.66666667,46,1,1,50,1,3,37,1,3,30,1,3,32,1,3,43,1,2,45,1,3
2,17,17,0,6,6,0,2,3,36.16666667,45,1,1,39,1,3,34,2,3,31,1,3,31,1,3,33,1,2,45,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,41.5,47,1,1,43,1,3,34,1,3,39,1,3,42,1,3,41,1,2,48,1,3
1,17,17,0,6,6,0,1,1,36.38888889,44,1,1,43,1,3,37,1,3,30,3,3,33,1,3,40,1,2,34,1,3
1,17,17,0,6,6,0,1,1,36.88888889,44,1,1,40,1,3,38,1,3,38,2,3,30,1,3,37,1,2,36,1,3
1,17,17,0,6,6,0,1,1,38.38888889,43,1,1,40,1,3,38,1,3,32,1,3,39,1,3,42,1,2,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,37.88888889,39,1,1,42,1,3,36,1,3,31,2,3,37,1,3,35,1,2,45,1,3
2,17,17,0,6,6,0,1,1,34.66666667,44,1,1,38,1,3,31,1,3,30,3,3,33,3,3,41,1,2,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,38.55555556,37,1,1,43,1,3,36,1,3,33,1,3,34,1,3,42,1,2,45,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,6,11,4,2,4,2,3,34,34,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,2,15,3,1,5,2,3,17,17,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,35,35,1,1,41,1,3,34,1,3,30,1,3,33,1,3,38,1,2,35,1,3
1,17,17,0,6,6,0,1,1,34.88888889,35,1,1,39,1,3,32,1,3,31,1,3,30,1,3,43,1,2,37,1,3
4,17,17,0,6,6,0,2,3,31.75,37,3,1,42,1,3,19,1,3,0,0,3,0,0,3,34,1,2,31,1,3
1,17,11,6,4,4,2,1,1,44,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,41,1,2,46,1,3
0,17,14,3,5,5,1,1,1,45,45,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,39.16666667,41,1,1,41,1,3,41,1,3,34,1,3,42,1,3,44,1,2,34,1,3
1,17,17,0,6,6,0,1,1,36.44444444,40,1,1,42,1,3,37,1,3,33,2,3,30,1,3,44,1,2,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,37.16666667,41,1,1,40,1,3,40,1,3,30,1,3,33,1,3,41,1,2,39,1,3
4,17,17,0,6,6,0,2,3,34.33333333,32,2,1,31,1,3,39,2,3,32,1,3,31,1,3,35,2,2,39,2,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,2,15,3,1,5,2,3,0,0,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,39.77777778,43,1,1,43,1,3,31,1,3,50,2,3,35,1,3,41,1,2,38,1,3
3,17,17,0,6,6,0,1,1,34.38888889,37,1,1,45,1,3,30,1,3,30,1,3,32,1,3,39,1,2,31,1,3
0,17,17,0,6,6,0,1,1,36.72222222,38,1,1,38,1,3,32,1,3,30,1,3,40,2,3,46,1,2,37,1,3
1,17,3,14,3,1,5,2,3,42,42,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,35.16666667,44,1,1,37,1,3,30,1,3,34,1,3,38,1,3,35,1,2,34,1,3
2,17,0,17,2,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,8,9,3,3,3,2,3,31,31,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,32.94444444,41,1,1,34,1,3,31,1,3,31,1,3,30,1,3,33,1,2,36,1,3
0,17,17,0,6,6,0,1,1,36.61111111,35,1,1,46,1,3,37,1,3,30,1,3,33,1,3,42,1,2,34,1,3
1,17,17,0,6,6,0,2,3,35.05555556,36,1,1,41,1,3,30,1,3,31,1,3,36,1,3,38,1,2,35,1,3
0,17,17,0,6,6,0,1,1,35,34,1,1,40,1,3,34,1,3,30,1,3,30,1,3,43,1,2,36,1,3
0,17,0,17,4,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,6,2,3,0,0,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,34.66666667,36,1,1,45,1,3,30,1,3,31,1,3,32,1,3,42,1,2,30,1,3
2,17,14,3,6,5,1,2,3,39.11111111,40,1,1,37,1,3,0,0,3,0,0,3,0,0,3,36,1,2,43,1,3
0,17,11,6,4,4,2,1,1,32.75,41,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,30,1,3
1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,35.05555556,30,1,1,45,1,3,38,1,3,30,1,3,30,1,3,38,2,2,32,1,3
2,17,17,0,6,6,0,1,1,34.27777778,32,2,1,40,1,3,34,2,3,32,2,3,31,1,3,36,1,2,34,1,3
2,17,5,12,4,2,4,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,35.5,36,1,1,42,1,3,31,2,3,30,2,3,30,1,3,36,1,2,44,1,3
2,17,17,0,6,6,0,2,3,35.11111111,40,1,1,43,1,3,31,1,3,32,2,3,35,1,3,32,1,2,35,1,3
2,17,17,0,6,6,0,1,1,31.27777778,32,1,1,30,1,3,31,1,3,30,1,3,30,1,3,33,2,2,34,1,3
0,17,11,6,4,4,2,1,1,32.66666667,37,1,1,0,0,3,0,0,3,0,0,3,0,0,3,30,1,2,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,35.88888889,41,1,1,45,1,3,31,1,3,35,2,3,30,1,3,37,1,2,36,1,3
1,17,0,17,4,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,36.22222222,42,1,1,44,1,3,39,1,3,33,1,3,36,1,3,32,1,2,30,2,3
1,17,0,17,1,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,2,3,34.33333333,36,1,1,33,1,3,36,1,3,30,1,3,31,1,3,39,1,2,38,1,3
2,17,17,0,6,6,0,1,1,34.27777778,38,1,1,42,1,3,34,1,3,32,1,3,33,1,3,30,1,2,32,1,3
2,17,17,0,6,6,0,2,3,34.5,41,1,1,35,2,3,40,1,3,34,2,3,30,1,3,32,1,2,33,1,3
0,17,0,17,1,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,33.72222222,37,1,1,32,1,3,33,1,3,30,1,3,40,1,3,36,1,2,31,1,3
2,17,5,12,4,2,4,2,3,38,38,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,41.11111111,44,1,1,47,1,3,42,1,3,36,1,3,39,1,3,45,1,2,38,1,3
1,17,17,0,6,6,0,2,3,38.5,39,1,1,50,1,3,34,1,3,36,1,3,40,2,3,30,1,2,38,1,3
0,17,9,8,4,3,3,2,3,30,30,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,11,6,4,4,2,1,1,35,41,1,1,0,0,3,0,0,3,0,0,3,0,0,3,32,1,2,35,1,3
1,17,17,0,6,6,0,2,3,35,38,1,1,41,2,3,31,1,3,33,1,3,35,1,3,38,1,2,32,1,3
0,17,11,6,4,4,2,1,1,27.44444444,34,1,1,25,1,3,0,0,3,0,0,3,0,0,3,21,1,2,32,1,3
1,17,17,0,6,6,0,2,3,34.66666667,36,1,1,30,1,3,34,1,3,35,1,3,37,1,3,39,1,2,34,1,3
1,17,17,0,6,6,0,2,3,35.22222222,46,1,1,34,1,3,35,1,3,38,1,3,33,1,3,30,1,2,36,1,3
1,17,17,0,6,6,0,1,1,34.72222222,43,1,1,37,1,3,33,2,3,30,1,3,37,1,3,39,1,2,31,1,3
2,17,17,0,6,6,0,1,1,32.05555556,34,1,1,31,1,3,31,1,3,30,1,3,30,2,3,42,1,2,31,1,3
0,17,17,0,6,6,0,1,1,37.11111111,48,2,1,45,1,3,32,1,3,32,1,3,37,1,3,40,1,2,34,1,3
2,17,14,3,6,5,1,2,3,26,30,1,1,0,0,3,0,0,3,0,0,3,0,0,3,12,1,2,34,1,3
2,17,5,12,4,2,4,2,3,40,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,40,1,3
1,17,17,0,6,6,0,2,3,35.38888889,43,2,1,47,2,3,31,1,3,35,1,3,31,1,3,30,1,2,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,4,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,11,6,4,4,2,1,1,25.66666667,35,1,1,19,1,3,0,0,3,0,0,3,0,0,3,31,1,2,0,0,3
2,17,3,14,3,1,5,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,5,5,1,1,1,28.2,36,1,1,0,0,3,31,1,3,20,2,3,21,2,3,33,1,2,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,34.66666667,30,2,1,39,1,3,30,2,3,33,1,3,32,1,3,45,1,2,34,1,3
0,17,17,0,6,6,0,1,1,39.94444444,42,1,1,49,1,3,40,1,3,32,1,3,37,2,3,37,1,2,43,1,3
1,17,17,0,6,6,0,1,1,33.72222222,36,1,1,31,1,3,37,1,3,35,2,3,30,1,3,38,1,2,32,1,3
2,17,17,0,6,6,0,1,1,38.27777778,37,1,1,45,1,3,38,1,3,37,1,3,36,1,3,41,1,2,34,1,3
3,17,17,0,6,6,0,2,3,37.33333333,37,2,1,42,1,3,37,1,3,34,3,3,37,2,3,40,2,2,35,1,3
1,17,17,0,6,6,0,1,1,34.72222222,30,1,1,33,1,3,33,1,3,36,1,3,32,1,3,38,2,2,39,1,3
1,17,17,0,6,6,0,1,1,21.77777778,30,1,1,34,1,3,13,2,3,8,2,3,4,2,3,40,1,2,35,1,3
0,17,0,17,4,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,1,1,35.44444444,30,1,1,39,1,3,33,1,3,31,2,3,39,1,3,37,1,2,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,4,0,0,1,0,0,3,4,1,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,14,3,6,5,1,2,3,31,26,2,1,30,1,3,0,0,3,0,1,3,0,1,3,35,1,2,0,0,3
3,17,8,9,6,3,3,2,3,24,24,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,5,12,6,2,4,2,3,26.66666667,24,1,1,0,0,3,0,0,3,0,0,3,0,0,3,28,1,2,0,0,3
1,17,17,0,6,6,0,1,1,36.27777778,32,1,1,38,1,3,33,1,3,30,1,3,39,2,3,42,1,2,39,1,3
2,17,17,0,6,6,0,2,3,35.44444444,35,1,1,48,2,3,33,1,3,30,1,3,30,1,3,30,2,2,40,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,43.77777778,47,1,1,50,1,3,41,1,3,40,1,3,44,1,3,48,1,2,40,1,3
6,17,0,17,6,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,37.77777778,34,1,1,40,1,3,33,1,3,37,1,3,39,1,3,41,1,2,39,1,3
1,17,17,0,6,6,0,1,1,45.44444444,38,1,1,43,1,3,49,1,3,38,1,3,50,1,3,48,1,2,48,1,3
1,17,17,0,6,6,0,1,1,36.27777778,31,1,1,30,1,3,42,1,3,33,2,3,38,1,3,32,1,2,43,1,3
3,17,17,0,6,6,0,2,3,33.88888889,31,1,1,31,1,3,33,1,3,31,1,3,37,1,3,39,1,2,35,1,3
1,17,17,0,6,6,0,1,1,43.38888889,49,1,1,49,1,3,40,1,3,36,1,3,44,1,3,48,1,2,43,1,3
1,17,17,0,6,6,0,1,1,38.5,39,1,1,47,1,3,34,1,3,35,1,3,36,1,3,45,1,2,36,1,3
0,17,17,0,6,6,0,1,1,36.44444444,38,1,1,39,1,3,32,1,3,30,2,3,34,1,3,39,1,2,45,1,3
2,17,17,0,6,6,0,1,1,38.33333333,44,1,1,37,1,3,38,1,3,33,1,3,40,1,3,38,1,2,42,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,35.88888889,36,1,1,46,2,3,30,1,3,33,1,3,39,1,3,32,1,2,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,37,37,2,1,40,1,3,30,1,3,37,3,3,36,2,3,40,2,2,40,2,3
0,17,17,0,6,6,0,1,1,35.33333333,38,2,1,42,1,3,34,1,3,30,1,3,32,1,3,38,1,2,36,1,3
1,17,17,0,6,6,0,1,1,34.94444444,40,1,1,38,1,3,31,1,3,33,2,3,30,1,3,44,1,2,35,1,3
