METRICA|VALOR|MODELO|TIPO_DE_DATOS
Informacion Mutua Normalizada (NMI)|36.79|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|53.31|SuperAprendizdoscapas|Prueba
Precision|74.84|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|78.88|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|75.34|SuperAprendizdoscapas|Entrenamiento
Exactitud|78.88|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|48.51|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|64.02|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'max_features': 3, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 4, 'splitter': 'random'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|62.15|RedNeuronal|Prueba
Exhaustividad|70.46|RedNeuronal|Prueba
Puntuacion F1|65.16|RedNeuronal|Prueba
Exactitud|70.46|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|33.75|RedNeuronal|Prueba
Indice Kappa de Cohen|50.62|RedNeuronal|Prueba
Precision|67.98|RedNeuronal|Entrenamiento
Exhaustividad|73.92|RedNeuronal|Entrenamiento
Puntuacion F1|68.51|RedNeuronal|Entrenamiento
Exactitud|73.92|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|37.11|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|55.38|RedNeuronal|Entrenamiento
Hiperparametros|input_size=18, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
