METRICA|VALOR|MODELO|TIPO_DE_DATOS
Exhaustividad|83.51|SuperAprendiz|Entrenamiento
Puntuacion F1|79.6|SuperAprendiz|Entrenamiento
Exactitud|83.51|SuperAprendiz|Entrenamiento
Informacion Mutua Normalizada (NMI)|45.74|SuperAprendiz|Entrenamiento
Indice Kappa de Cohen|61.67|SuperAprendiz|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}, Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}|SuperAprendiz|Hiperparametros del modelo
Precision|51.49|SuperAprendizdoscapas|Prueba
Exhaustividad|62.91|SuperAprendizdoscapas|Prueba
Puntuacion F1|52.25|SuperAprendizdoscapas|Prueba
Exactitud|62.91|SuperAprendizdoscapas|Prueba
Informacion Mutua Normalizada (NMI)|0.59|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|2.49|SuperAprendizdoscapas|Prueba
Precision|81.0|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|87.15|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|83.42|SuperAprendizdoscapas|Entrenamiento
Exactitud|87.15|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|57.53|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|70.99|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 9, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 6, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|45.26|RedNeuronal|Prueba
Exhaustividad|62.74|RedNeuronal|Prueba
Puntuacion F1|49.86|RedNeuronal|Prueba
Exactitud|62.74|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|0.34|RedNeuronal|Prueba
Indice Kappa de Cohen|-0.78|RedNeuronal|Prueba
Precision|56.78|RedNeuronal|Entrenamiento
Exhaustividad|64.41|RedNeuronal|Entrenamiento
Puntuacion F1|51.61|RedNeuronal|Entrenamiento
Exactitud|64.41|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|0.51|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|1.96|RedNeuronal|Entrenamiento
Hiperparametros|input_size=9, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
