iter	RMSE
125	5.935245028
126	5.93037753
127	5.921163289
128	5.91179329
129	5.902425005
130	5.893178316
131	5.881746784
132	5.872648322
133	5.869413803
134	5.864369527
135	5.859258908
136	5.848327575
137	5.843902627
138	5.839200531
139	5.828411252
140	5.823281684
141	5.82025119
142	5.812092433
143	5.805902494
144	5.796193444
145	5.790537569
146	5.78599539
147	5.777759655
148	5.772211345
149	5.769000336
150	5.757969064
151	5.748858066
152	5.743376036
153	5.729427952
154	5.725268839
155	5.720735113
156	5.717304246
157	5.71115425
158	5.701703152
159	5.696501682
160	5.690549097
161	5.687390533
162	5.686122997
163	5.675274764
164	5.673407079
165	5.667589657
166	5.665222609
167	5.660843338
168	5.657776913
169	5.652486424
170	5.645417919
171	5.640139608
172	5.633585474
173	5.62843382
174	5.626860625
175	5.62381294
176	5.619570502
177	5.613262376
178	5.610068846
179	5.606559132
180	5.602308409
181	5.595305689
182	5.592894854
183	5.588953468
184	5.585562504
185	5.583752256
186	5.578820226
187	5.577535259
188	5.576382211
189	5.572450306
190	5.571857637
191	5.565933382
192	5.561653134
193	5.560914045
194	5.557758282
195	5.552006961
196	5.551633172
197	5.54991762
198	5.547476331
199	5.543660352
200	5.539308563
201	5.533148466
202	5.531556964
203	5.528777713
204	5.52653583
205	5.525680463
206	5.524289056
207	5.517875493
208	5.509867837
209	5.500775585
210	5.499746976
211	5.497583601
212	5.495783985
213	5.492318616
214	5.489593243
215	5.479799817
216	5.478109847
217	5.476742832
218	5.474219643
219	5.473731229
220	5.471034001
221	5.469744031
222	5.469404328
223	5.467731802
224	5.466517884
225	5.457043153
226	5.454446362
227	5.442224642
228	5.438286402
229	5.436961419
230	5.432585073
231	5.428745453
232	5.428440996
233	5.428134393
234	5.427814753
235	5.424081919
236	5.423778515
237	5.423380956
238	5.418521914
239	5.418222006
240	5.416907061
241	5.415639339
242	5.407960209
243	5.407682619
244	5.407414587
245	5.406137018
246	5.398990264
247	5.394278613
248	5.385188208
249	5.37683401
250	5.372463299
251	5.364158295
252	5.35527293
253	5.347844386
254	5.340689316
255	5.335128518
256	5.327814365
257	5.321625334
258	5.315039458
259	5.30839629
260	5.297517573
261	5.289100104
262	5.283536866
263	5.279555327
264	5.272685155
265	5.263703875
266	5.259823745
267	5.250938548
268	5.248295753
269	5.242347352
270	5.24151812
271	5.236633279
272	5.227194824
273	5.217704643
274	5.213593273
275	5.205523868
276	5.201700259
277	5.195169955
278	5.191365276
279	5.185929738
280	5.184734555
281	5.177179772
282	5.171775419
283	5.166796424
284	5.160245365
285	5.154250132
286	5.148439446
287	5.145929736
288	5.14560842
289	5.139830469
290	5.135285009
291	5.126754048
292	5.122023438
293	5.12028839
294	5.120076443
295	5.11367932
296	5.109067853
297	5.101613735
298	5.096753091
299	5.090906136
300	5.085857714
301	5.081072678
302	5.069823409
303	5.059143433
304	5.058885009
305	5.049756021
306	5.043454956
307	5.036736605
308	5.032093009
309	5.029434119
310	5.01802872
311	5.011751067
312	5.009480185
313	5.006142952
314	5.002406105
315	4.999238509
316	4.988518204
317	4.982027472
318	4.978026607
319	4.973914428
320	4.973149591
321	4.964587167
322	4.954807389
323	4.947164245
324	4.939883242
325	4.936583563
326	4.931383105
327	4.920929999
328	4.914413031
329	4.904368547
330	4.900576077
331	4.899371813
332	4.89711554
333	4.896374029
334	4.892940647
335	4.888287855
336	4.882908983
337	4.881250666
338	4.872329546
339	4.868305288
340	4.867259847
341	4.866418401
342	4.859703577
343	4.853068347
344	4.84843018
345	4.838751216
346	4.830190553
347	4.823734977
348	4.815888857
349	4.810449201
350	4.806141053
351	4.801289818
352	4.793298851
353	4.788748093
354	4.787174259
355	4.786786141
356	4.786520141
357	4.777635063
358	4.776683812
359	4.770748853
360	4.765436823
361	4.760884414
362	4.756041914
363	4.755829555
364	4.746788254
365	4.746585082
366	4.739945559
367	4.73483766
368	4.72812856
369	4.726873333
370	4.722118194
371	4.72064995
372	4.715976718
373	4.712871003
374	4.707250699
375	4.704316365
376	4.69751805
377	4.691149576
378	4.685391294
379	4.682800835
380	4.679214232
381	4.674107831
382	4.666085345
383	4.662435945
384	4.658149485
385	4.654257858
386	4.650972339
387	4.647595082
388	4.641195136
389	4.635348871
390	4.629037631
391	4.626899845
392	4.62347205
393	4.618638572
394	4.615687371
395	4.610314882
396	4.605405318
397	4.599696489
398	4.596250412
399	4.588747266
400	4.578148407
401	4.575180352
402	4.572352169
403	4.569334483
404	4.562486873
405	4.555599155
406	4.551686343
407	4.550492114
408	4.547854935
409	4.546640573
410	4.54545655
411	4.540553695
412	4.535637579
413	4.529993763
414	4.527533758
415	4.524830882
416	4.520458986
417	4.515837341
418	4.511251838
419	4.506461252
420	4.502151028
421	4.496050474
422	4.490027275
423	4.485974619
424	4.474976972
425	4.470910332
426	4.467177396
427	4.465706557
428	4.456289475
429	4.451307213
430	4.447123074
431	4.442249402
432	4.436269392
433	4.433616097
434	4.428621625
435	4.422025
436	4.418723291
437	4.416882558
438	4.41239099
439	4.412155981
440	4.402770322
441	4.400572632
442	4.399171281
443	4.394624807
444	4.39153872
445	4.385486274
446	4.37971517
447	4.373691847
448	4.369755127
449	4.366659657
450	4.362137137
451	4.355751124
452	4.351371447
453	4.346024821
454	4.344691394
455	4.340671639
456	4.339007699
457	4.336496044
458	4.334454618
459	4.328818496
460	4.327812611
461	4.323251619
462	4.320212934
463	4.311655867
464	4.308872998
465	4.308010982
466	4.306039828
467	4.298214892
468	4.293665564
469	4.289582437
470	4.285753196
471	4.281954531
472	4.276582132
473	4.271138407
474	4.26368596
475	4.258145272
476	4.256564884
477	4.252741453
478	4.245588089
479	4.241715714
480	4.237398904
481	4.234542439
482	4.228300921
483	4.223883018
484	4.220081814
485	4.214580582
486	4.209373798
487	4.208762772
488	4.207454144
489	4.201506012
490	4.198272485
491	4.190766622
492	4.18439567
493	4.178977716
494	4.176753498
495	4.174192364
496	4.172089815
497	4.169566691
498	4.166292391
499	4.163635742
500	4.158593526
501	4.156234101
502	4.149382866
503	4.145001158
504	4.138961308
505	4.136365096
506	4.135155766
507	4.134056535
508	4.126331583
509	4.120068683
510	4.117326813
511	4.112157317
512	4.107006746
513	4.105629091
514	4.100323387
515	4.093034063
516	4.092737981
517	4.090390025
518	4.084378118
519	4.08351031
520	4.079748105
521	4.07660148
522	4.074935229
523	4.070346895
524	4.067192856
525	4.064169787
526	4.059368109
527	4.053973145
528	4.050545036
529	4.043399353
530	4.03900392
531	4.033584911
532	4.030530379
533	4.024969778
534	4.018624572
535	4.015493091
536	4.012308013
537	4.008953463
538	4.001077759
539	3.997876055
540	3.994013228
541	3.988889243
542	3.984753331
543	3.978663278
544	3.970713479
545	3.96568086
546	3.964431516
547	3.959663259
548	3.954541291
549	3.950603411
550	3.947401041
551	3.944160326
552	3.940255458
553	3.93939731
554	3.93577096
555	3.928868946
556	3.922159095
557	3.916382258
558	3.91081908
559	3.907015994
560	3.903548989
561	3.901102088
562	3.895274699
563	3.892690516
564	3.885464827
565	3.879767985
566	3.873343654
567	3.869557442
568	3.866918472
569	3.863055771
570	3.858636886
571	3.851979518
572	3.849984934
573	3.845116927
574	3.84427033
575	3.840227106
576	3.836753219
577	3.83358533
578	3.829644578
579	3.822469564
580	3.816114237
581	3.809703669
582	3.807334218
583	3.803489028
584	3.799805857
585	3.798519633
586	3.795399375
587	3.791102481
588	3.790892527
589	3.785818056
590	3.784072064
591	3.781500475
592	3.775348472
593	3.772164626
594	3.772011743
595	3.770010288
596	3.76690094
597	3.764985949
598	3.763511718
599	3.755461703
600	3.754057028
601	3.753154604
602	3.751571737
603	3.746870423
604	3.743272038
605	3.739846651
606	3.735626441
607	3.73550266
608	3.732793833
609	3.725535998
610	3.724009398
611	3.722653721
612	3.716216425
613	3.712328091
614	3.708506718
615	3.702547787
616	3.697595416
617	3.695293036
618	3.692333549
619	3.692153114
620	3.689848331
621	3.684146541
622	3.683232715
623	3.681760809
624	3.679359717
625	3.677253914
626	3.674676399
627	3.672588027
628	3.670426689
629	3.665110765
630	3.663123677
631	3.662153281
632	3.661857241
633	3.655677721
634	3.651216123
635	3.647234612
636	3.643657354
637	3.642796047
638	3.640286565
639	3.638225918
640	3.633881627
641	3.631535217
642	3.627246561
643	3.623411454
644	3.622032121
645	3.618549235
646	3.612986148
647	3.610629377
648	3.608564518
649	3.605347785
650	3.601800954
651	3.594128958
652	3.592738757
653	3.590681947
654	3.585424643
655	3.582051232
656	3.578771617
657	3.574095838
658	3.571819062
659	3.566579222
660	3.56146013
661	3.558704072
662	3.557124098
663	3.553543553
664	3.551775879
665	3.54647558
666	3.542529954
667	3.537923576
668	3.532852087
669	3.529254935
670	3.527023519
671	3.523393437
672	3.521577691
673	3.516196358
674	3.515621356
675	3.513559636
676	3.50911796
677	3.50607393
678	3.502458755
679	3.499055095
680	3.49728706
681	3.495173195
682	3.49069554
683	3.487540037
684	3.480454601
685	3.479032408
686	3.476548796
687	3.474639472
688	3.468643995
689	3.465719382
690	3.461297831
691	3.458688422
692	3.456212291
693	3.454990446
694	3.451339239
695	3.450212935
696	3.447020444
697	3.446208442
698	3.44489067
699	3.438942517
700	3.437021198
701	3.433195733
702	3.431504588
703	3.42929592
704	3.423100294
705	3.419993968
706	3.419631563
707	3.417051077
708	3.414856466
709	3.411636215
710	3.407076908
711	3.403326977
712	3.400130389
713	3.398764892
714	3.393994456
715	3.390440675
716	3.387306609
717	3.381740169
718	3.377097145
719	3.372774392
720	3.369121065
721	3.368703677
722	3.363216281
723	3.358464783
724	3.356139331
725	3.352458041
726	3.351346908
727	3.348124431
728	3.345893995
729	3.341020277
730	3.335673917
731	3.333252627
732	3.331325215
733	3.329526819
734	3.327645408
735	3.32525873
736	3.319437021
737	3.315047001
738	3.313060207
739	3.308239769
740	3.306578963
741	3.302601254
742	3.298705858
743	3.295522785
744	3.293662691
745	3.290288293
746	3.286856772
747	3.284281799
748	3.283007443
749	3.279984279
750	3.276101986
751	3.273558363
752	3.270612504
753	3.266911811
754	3.262709699
755	3.260666528
756	3.257035233
757	3.254225304
758	3.251845838
759	3.247903562
760	3.244941362
761	3.242651329
762	3.23847197
763	3.237249887
764	3.234370847
765	3.232039713
766	3.230148318
767	3.224957835
768	3.222639449
769	3.220542929
770	3.218649156
771	3.214648477
772	3.211803172
773	3.209154544
774	3.205581987
775	3.204118594
776	3.202550683
777	3.200731186
778	3.198941043
779	3.195918994
780	3.192609828
781	3.190771888
782	3.187944319
783	3.18610371
784	3.184213845
785	3.180986478
786	3.176831795
787	3.172269142
788	3.170073397
789	3.167832746
790	3.166281807
791	3.16417977
792	3.161962315
793	3.160556445
794	3.157011188
795	3.155297487
796	3.152227688
797	3.148305675
798	3.144022778
799	3.142478888
800	3.137349958
801	3.13303791
802	3.130495307
803	3.125414035
804	3.120914793
805	3.115749544
806	3.112766726
807	3.111669228
808	3.108183393
809	3.106548802
810	3.105163892
811	3.103148272
812	3.100523051
813	3.098315139
814	3.094722099
815	3.089707543
816	3.087274868
817	3.084236221
818	3.08196309
819	3.079807479
820	3.076921216
821	3.074917887
822	3.072601378
823	3.06925828
824	3.067282076
825	3.066211479
826	3.065046502
827	3.059822856
828	3.05841966
829	3.05565944
830	3.051482711
831	3.046748272
832	3.042412124
833	3.042310321
834	3.040463469
835	3.039690274
836	3.03815972
837	3.033707015
838	3.030574558
839	3.025689017
840	3.02220793
841	3.017975842
842	3.015532575
843	3.014081225
844	3.012662887
845	3.00944883
846	3.005458513
847	3.004050427
848	3.001847804
849	3.000445739
850	2.997136527
851	2.993646749
852	2.990216434
853	2.990109169
854	2.989125185
855	2.987072241
856	2.984124014
857	2.982133911
858	2.977783067
859	2.975685242
860	2.972799065
861	2.970928138
862	2.967939838
863	2.96431758
864	2.961373533
865	2.958831961
866	2.95531375
867	2.953524305
868	2.94973423
869	2.946702234
870	2.946013677
871	2.944321134
872	2.941849494
873	2.94102436
874	2.937441058
875	2.93500291
876	2.930662212
877	2.92777026
878	2.926995574
879	2.925268242
880	2.92302544
881	2.920000365
882	2.917168977
883	2.915529841
884	2.91238671
885	2.910704187
886	2.909107552
887	2.907710127
888	2.903902035
889	2.901554828
890	2.898993213
891	2.894515022
892	2.888020475
893	2.88355046
894	2.882517945
895	2.881271301
896	2.879190983
897	2.878131893
898	2.873827225
899	2.871875992
900	2.868146569
901	2.866774691
902	2.864001631
903	2.861986511
904	2.860638693
905	2.85915003
906	2.856647927
907	2.854743601
908	2.852419077
909	2.848713795
910	2.84656889
911	2.842709074
912	2.839844854
913	2.838139916
914	2.835972964
915	2.832162814
916	2.828823785
917	2.824549096
918	2.82062239
919	2.818264128
920	2.816312251
921	2.812565402
922	2.809353508
923	2.808246401
924	2.806353005
925	2.804058767
926	2.801030491
927	2.797160547
928	2.793327881
929	2.790273316
930	2.789995221
931	2.787516339
932	2.785784029
933	2.784685123
934	2.783416024
935	2.781492328
936	2.777883919
937	2.774069484
938	2.772368189
939	2.769742923
940	2.768163969
941	2.766776174
942	2.763705683
943	2.761539953
944	2.760036368
945	2.756860753
946	2.754457217
947	2.751071911
948	2.748523099
949	2.744712355
950	2.741827792
951	2.738789225
952	2.73599202
953	2.733708933
954	2.7323876
955	2.72831984
956	2.725473632
957	2.723524972
958	2.721152747
959	2.719495767
960	2.717370762
961	2.713726497
962	2.710514175
963	2.708166504
964	2.705413354
965	2.702044877
966	2.70126845
967	2.698287069
968	2.697067861
969	2.693460311
970	2.691248039
971	2.688708453
972	2.685405181
973	2.682093666
974	2.678732381
975	2.677589276
976	2.675806467
977	2.673689345
978	2.670544711
979	2.668707066
980	2.665922734
981	2.66252727
982	2.660879406
983	2.659628564
984	2.658876937
985	2.65811462
986	2.655918083
987	2.653726308
988	2.651723707
989	2.64884961
990	2.647937751
991	2.644549071
992	2.643235078
993	2.640814113
994	2.640030995
995	2.63739393
996	2.63682149
997	2.633838177
998	2.631792009
999	2.628724829
