CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO
0,17,11,6,4,4,0,2,2.5,45,1,3,0,0,3,45,1,2,40,1,3,0,0,3,33,1,3
0,17,17,0,6,6,0,1,0,40,1,3,31,1,3,35,1,2,31,1,3,30,1,3,38,1,3
0,17,5,12,3,3,0,2,0,0,0,3,0,0,3,36,1,2,42,1,3,0,0,3,22,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,8,9,4,4,0,2,2.77778E+14,42,1,3,0,0,3,38,1,2,40,1,3,0,0,3,27,1,3
0,17,14,3,5,5,0,1,2.77778E+14,44,1,3,35,1,3,38,1,2,48,1,3,0,0,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,11,6,4,4,0,2,2.33333E+14,45,1,3,0,0,3,41,1,2,42,1,3,0,0,3,34,1,3
0,17,14,3,5,5,0,2,0,30,1,3,38,1,3,43,1,2,45,1,3,0,0,3,30,1,3
0,17,3,14,4,4,0,2,2.77778E+14,14,1,3,31,1,3,0,0,2,29,1,3,0,0,3,27,1,3
0,17,9,8,3,3,0,2,2.77778E+14,38,1,3,0,0,3,0,0,2,35,1,3,0,0,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,2,0,0,3,0,0,3,0,0,3
0,17,11,6,4,4,0,2,2.66667E+14,40,1,3,0,0,3,38,1,2,45,1,3,0,0,3,30,1,3
0,17,5,12,4,4,0,2,0,21,1,3,0,0,3,38,1,2,45,1,3,0,0,3,27,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,11,6,4,4,0,2,2.66667E+14,38,1,3,0,0,3,43,1,2,37,1,3,0,0,3,30,1,3
0,17,17,0,6,6,0,1,2.77778E+14,38,1,3,32,1,3,38,1,2,45,1,3,33,1,3,36,1,3
0,17,8,9,3,3,0,2,2.77778E+14,42,1,3,0,0,3,35,1,2,49,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,3,14,3,3,0,2,2.77778E+14,23,1,3,0,0,3,0,0,2,42,1,3,26,1,3,0,0,3
0,17,11,6,4,4,0,2,0,41,1,3,0,0,3,44,1,2,37,1,3,0,0,3,30,1,3
0,17,5,12,2,2,0,2,0,36,1,3,0,0,3,37,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,2.77778E+14,45,1,3,30,1,3,48,1,2,50,1,3,40,1,3,39,1,3
0,17,3,14,2,2,0,2,0,24,1,3,0,0,3,0,0,2,41,1,3,0,0,3,0,0,3
0,17,8,9,4,4,0,2,0,26,1,3,0,0,3,36,1,2,49,1,3,0,0,3,39,1,3
0,17,5,12,3,3,0,2,0,0,0,3,30,1,3,45,1,2,0,0,3,0,0,3,27,1,3
0,17,8,9,5,5,0,2,0,0,0,3,28,1,3,37,1,2,38,1,3,20,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,0,50,1,3,50,1,3,41,1,2,48,1,3,37,1,3,45,1,3
0,17,11,6,4,4,0,2,2.77778E+14,44,1,3,0,0,3,42,1,2,37,1,3,0,0,3,41,1,3
0,17,3,14,2,2,0,2,2.27778E+14,0,0,3,0,0,3,0,0,2,43,1,3,0,0,3,29,1,3
0,17,5,12,2,2,0,2,1.66667E+14,0,0,3,0,0,3,46,1,2,41,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,0,36,1,3,43,1,3,45,1,2,31,1,3,30,1,3,36,1,3
0,17,11,6,4,4,0,2,2.44444E+14,32,1,3,0,0,3,35,1,2,31,1,3,0,0,3,36,1,3
0,17,3,14,2,2,0,2,2.77778E+14,26,1,3,0,0,3,0,0,2,41,1,3,0,0,3,0,0,3
0,17,11,6,5,5,0,2,2.22222E+14,35,1,3,22,1,3,40,1,2,41,1,3,0,0,3,33,1,3
0,17,9,8,3,3,0,2,2.77778E+14,42,1,3,0,0,3,0,0,2,38,1,3,0,0,3,39,1,3
0,17,8,9,4,4,0,2,2.27778E+14,31,1,3,0,0,3,40,1,2,34,1,3,0,0,3,27,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,14,3,6,6,0,1,0,39,1,3,34,1,3,41,1,2,41,1,3,32,1,3,25,1,3
0,17,14,3,5,5,0,2,0,46,1,3,0,0,3,46,1,2,30,1,3,32,1,3,37,1,3
0,17,8,9,4,4,0,2,2.77778E+14,30,1,3,0,0,3,38,1,2,45,1,3,0,0,3,25,1,3
0,17,11,6,4,4,0,2,2.22222E+14,42,1,3,0,0,3,42,1,2,37,1,3,0,0,3,30,1,3
0,17,8,9,5,5,0,2,2.77778E+14,30,1,3,23,1,3,40,1,2,45,1,3,0,0,3,26,1,3
0,17,9,8,3,3,0,2,0,30,1,3,0,0,3,0,0,2,39,1,3,0,0,3,30,1,3
0,17,8,9,3,3,0,2,2.66667E+14,40,1,3,0,0,3,34,1,2,0,0,3,0,0,3,33,1,3
0,17,14,3,5,5,0,1,0,38,1,3,37,1,3,40,1,2,48,1,3,0,0,3,42,1,3
0,17,8,9,3,3,0,2,2.66667E+14,0,0,3,30,1,3,39,1,2,40,1,3,0,0,3,0,0,3
0,17,5,12,2,2,0,2,0,32,1,3,0,0,3,40,1,2,0,0,3,0,0,3,0,0,3
0,17,14,3,5,5,0,2,2.77778E+14,40,1,3,30,1,3,42,1,2,40,1,3,34,1,3,0,0,3
0,17,5,12,4,4,0,2,2.77778E+14,0,0,3,17,1,3,32,1,2,34,1,3,0,0,3,28,1,3
1,17,0,17,1,0,1,2,0,0,0,3,17,2,3,0,0,2,0,0,3,0,0,3,0,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,1,1,0,2,0,2,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,9,8,3,3,0,2,0,33,1,3,0,0,3,0,0,2,0,0,3,34,1,3,31,1,3
0,17,5,12,2,2,0,2,2.77778E+14,0,0,3,0,0,3,32,1,2,39,1,3,0,0,3,0,0,3
0,17,6,11,3,3,0,2,0,39,1,3,28,1,3,0,0,2,46,1,3,0,0,3,0,0,3
0,17,3,14,2,2,0,2,0,24,1,3,0,0,3,0,0,2,43,1,3,0,0,3,0,0,3
0,17,11,6,4,4,0,2,0,40,1,3,0,0,3,35,1,2,43,1,3,0,0,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,14,3,5,5,0,2,0,38,1,3,30,1,3,41,1,2,35,1,3,0,0,3,39,1,3
0,17,0,17,1,1,0,2,0,0,0,3,0,0,3,21,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,5,12,2,2,0,2,0,0,0,3,0,0,3,31,1,2,44,1,3,0,0,3,0,0,3
0,17,6,11,3,3,0,2,0,24,1,3,33,1,3,0,0,2,0,0,3,0,0,3,31,1,3
0,17,17,0,6,6,0,1,0,31,1,3,34,1,3,41,1,2,45,1,3,33,1,3,39,1,3
0,17,0,17,3,3,0,2,0,19,1,3,0,0,3,0,0,2,0,0,3,10,1,3,7,1,3
0,17,17,0,6,6,0,1,0,39,1,3,37,1,3,41,1,2,48,1,3,34,1,3,33,1,3
0,17,9,8,4,4,0,2,2.77778E+14,35,1,3,34,1,3,0,0,2,18,1,3,0,0,3,35,1,3
0,17,5,12,5,5,0,2,2.77778E+14,0,0,3,22,1,3,36,1,2,45,1,3,29,1,3,23,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2.27778E+14,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,14,3,5,5,0,2,0,42,1,3,33,1,3,39,1,2,35,1,3,0,0,3,38,1,3
0,17,0,17,1,1,0,2,0,13,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,12,5,6,5,1,1,2,44,1,3,23,2,3,28,1,2,34,1,3,32,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,9,8,4,4,0,2,0,32,1,3,0,0,3,0,0,2,45,1,3,31,1,3,25,1,3
0,17,5,12,3,3,0,2,0,38,1,3,0,0,3,36,1,2,0,0,3,0,0,3,24,1,3
0,17,3,14,3,3,0,2,0,12,1,3,34,1,3,0,0,2,0,0,3,0,0,3,13,1,3
0,17,3,14,2,2,0,2,0,20,1,3,0,0,3,0,0,2,0,0,3,0,0,3,33,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,3,14,1,1,0,2,1.77778E+14,31,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,6,11,3,3,0,2,2.11111E+14,30,1,3,30,1,3,0,0,2,0,0,3,0,0,3,20,1,3
0,17,6,11,3,3,0,2,0,40,1,3,0,0,3,28,1,2,37,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,11,6,4,4,0,2,0,36,1,3,0,0,3,37,1,2,49,1,3,0,0,3,42,1,3
0,17,3,14,1,1,0,2,0,0,0,3,0,0,3,0,0,2,41,1,3,0,0,3,0,0,3
0,17,3,14,1,1,0,2,2.05556E+14,30,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,5,5,0,2,0,7,1,3,9,1,3,0,0,2,12,1,3,13,1,3,9,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,14,3,5,5,0,1,0,36,1,3,36,1,3,42,1,2,48,1,3,0,0,3,39,1,3
0,17,5,12,2,2,0,2,0,0,0,3,0,0,3,37,1,2,47,1,3,0,0,3,0,0,3
0,17,5,12,3,3,0,2,2.27778E+14,34,1,3,0,0,3,36,1,2,0,0,3,0,0,3,28,1,3
0,17,0,17,1,1,0,2,0.444444444,0,0,3,0,0,3,0,0,2,12,1,3,0,0,3,0,0,3
0,17,14,3,6,6,0,1,2.72222E+14,45,1,3,31,1,3,43,1,2,47,1,3,29,1,3,33,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,2,2,0,2,2.77778E+14,24,1,3,0,0,3,0,0,2,20,1,3,0,0,3,0,0,3
0,17,3,14,1,1,0,2,2.77778E+14,0,0,3,0,0,3,0,0,2,31,1,3,0,0,3,0,0,3
0,17,8,9,4,4,0,2,2.77778E+14,17,1,3,0,0,3,46,1,2,34,1,3,0,0,3,30,1,3
0,17,8,9,4,4,0,2,0,41,1,3,0,0,3,38,1,2,41,1,3,0,0,3,25,1,3
0,17,0,17,2,2,0,2,0,16,1,3,0,0,3,12,1,2,0,0,3,0,0,3,0,0,3
0,17,8,9,3,3,0,2,0,0,0,3,0,0,3,44,1,2,45,1,3,0,0,3,30,1,3
0,17,9,8,3,3,0,2,2.22222E+14,31,1,3,0,0,3,0,0,2,36,1,3,0,0,3,30,1,3
0,17,17,0,6,6,0,1,2.77778E+14,49,1,3,33,1,3,42,1,2,48,1,3,35,1,3,34,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,11,6,4,4,0,2,1.33889E+14,46,1,3,35,1,3,42,1,2,0,0,3,0,0,3,37,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
