CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO
1,17,17,0,6,5,1,1,2.82143E+14,30,1,3,30,2,3,40,1,2,45,1,3,40,1,3,40,1,3
2,17,11,6,6,4,2,1,2.62381E+14,30,1,3,27.5,2,3,45,1,2,40,1,3,40,1,3,25,2,3
2,17,11,6,6,4,2,1,2.32143E+14,35,1,3,27.5,2,3,45,1,2,40,1,3,45,1,3,25,2,3
0,17,17,0,6,6,0,1,3.14286E+14,40,1,3,30,1,3,30,1,2,45,1,3,40,1,3,45,1,3
1,17,8,9,6,5,1,1,10,35,1,3,25,1,3,45,1,2,17.5,2,3,20,1,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,0,17,2,0,2,1,4.28571E+14,13.66666667,6,3,0,0,3,0,0,2,12.5,2,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,2.78571E+14,30,1,3,30,1,3,45,1,2,40,1,3,35,1,3,35,1,3
3,17,14,3,6,3,3,2,2.53571E+14,35,1,3,30,1,3,35,2,2,35,2,3,35,1,3,25,2,3
3,17,6,11,5,2,3,2,2.52143E+14,35,1,3,27.5,2,3,0,0,2,27.5,2,3,35,1,3,25,3,3
1,17,17,0,6,5,1,1,2.92857E+14,30,1,3,30,2,3,40,1,2,40,1,3,35,1,3,40,1,3
0,17,17,0,6,6,0,1,2.47619E+14,30,1,3,30,1,3,40,1,2,30,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,2.78571E+14,35,1,3,35,1,3,40,1,2,35,1,3,45,1,3,45,1,3
4,17,9,8,6,2,4,2,2.35714E+14,30,1,3,40,1,3,27.5,2,2,32.5,2,3,25,2,3,22.5,2,3
4,17,14,3,6,2,4,2,1.35714E+14,30,3,3,30,1,3,35,2,2,35,2,3,20,3,3,30,1,3
1,17,14,3,6,5,1,1,2.53571E+14,30,1,3,30,1,3,45,1,2,30,1,3,30,1,3,27.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,2.82143E+14,30,1,3,30,1,3,40,1,2,45,1,3,35,1,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,17,0,6,5,1,1,2.78571E+14,30,1,3,35,1,3,40,1,2,45,1,3,40,1,3,35,2,3
1,17,17,0,6,5,1,1,2.85952E+14,32.5,2,3,30,1,3,37,1,2,40,1,3,30,1,3,30,1,3
4,17,6,11,5,1,4,2,2.03571E+14,22.5,2,3,21.66666667,3,3,0,0,2,30,1,3,25,2,3,40,2,3
1,17,2,15,5,4,1,1,3.57143E+14,25,2,3,15,1,3,45,1,2,15,1,3,15,1,3,0,0,3
0,17,17,0,6,6,0,1,2.89286E+14,40,1,3,40,1,3,40,1,2,40,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.07143E+14,35,1,3,35,1,3,45,1,2,50,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,2.64286E+14,30,1,3,30,1,3,45,1,2,45,1,3,30,1,3,35,1,3
0,17,17,0,6,6,0,1,3.28571E+14,40,1,3,45,1,3,40,1,2,45,1,3,45,1,3,40,1,3
0,17,17,0,6,6,0,1,3.35714E+14,40,1,3,40,1,3,45,1,2,50,1,3,40,1,3,35,1,3
1,17,14,3,6,5,1,1,2.92857E+14,27.5,2,3,30,1,3,40,1,2,35,1,3,40,1,3,30,1,3
0,17,17,0,6,6,0,1,3.21429E+14,40,1,3,40,1,3,45,1,2,40,1,3,35,1,3,35,1,3
2,17,14,3,6,4,2,1,2.95714E+14,30,2,3,30,1,3,45,1,2,45,1,3,25,2,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,17,0,6,5,1,1,3.28571E+14,32.5,2,3,35,1,3,45,1,2,45,1,3,35,1,3,35,1,3
0,17,17,0,6,6,0,1,2.54762E+14,30,1,3,40,1,3,45,1,2,40,1,3,30,1,3,40,1,3
4,17,5,12,6,2,4,2,4.28571E+14,19.11111111,9,3,10.25,4,3,30,1,2,34,1,3,23.75,4,3,2.5,2,3
1,17,17,0,6,5,1,1,2.78571E+14,32.5,2,3,35,1,3,37,1,2,40,1,3,35,1,3,30,1,3
2,17,12,5,5,3,2,1,2.6119E+14,32.5,2,3,25,2,3,0,0,2,45,1,3,30,1,3,30,1,3
1,17,17,0,6,5,1,1,2.82143E+14,30,1,3,30,1,3,45,1,2,35,1,3,35,1,3,32.5,2,3
2,17,0,17,2,0,2,1,5,20,4,3,7.5,2,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.07143E+14,35,1,3,45,1,3,45,1,2,40,1,3,30,1,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,17,0,6,5,1,1,2.78571E+14,35,1,3,40,1,3,45,1,2,30,1,3,35,1,3,32.5,2,3
2,17,14,3,6,4,2,1,2.99286E+14,27.5,2,3,30,1,3,45,1,2,30,1,3,30,1,3,30,2,3
2,17,14,3,6,4,2,1,2.97143E+14,30,2,3,30,1,3,40,1,2,40,1,3,30,1,3,26,3,3
2,17,17,0,6,4,2,1,2.89048E+14,32.5,2,3,40,1,3,41,1,2,40,1,3,40,1,3,30,2,3
0,17,17,0,6,6,0,1,2.85714E+14,30,1,3,30,1,3,45,1,2,45,1,3,35,1,3,40,1,3
1,17,0,17,1,0,1,1,2.85714E+14,17.5,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,2.79286E+14,35,1,3,30,1,3,45,1,2,35,1,3,26.66666667,3,3,35,1,3
2,17,12,5,5,3,2,1,5.71429E+14,30,1,3,30,1,3,0,0,2,40,1,3,30,2,3,20,2,3
1,17,0,17,1,0,1,1,2.14286E+14,15,2,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,3.52857E+14,27.5,2,3,30,1,3,40,1,2,50,1,3,30,1,3,27.5,2,3
0,17,17,0,6,6,0,1,3.28571E+14,35,1,3,30,1,3,50,1,2,45,1,3,40,1,3,40,1,3
1,17,6,11,5,4,1,1,5,30,2,3,15,1,3,0,0,2,45,1,3,15,1,3,15,1,3
1,17,3,14,1,0,1,1,4.28571E+14,30,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,3.21429E+14,35,1,3,30,1,3,39,1,2,35,1,3,40,1,3,27.5,2,3
2,17,6,11,4,2,2,1,2.15714E+14,25,2,3,30,1,3,0,0,2,30,1,3,0,0,3,27.5,2,3
0,17,17,0,6,6,0,1,2.92857E+14,40,1,3,35,1,3,45,1,2,30,1,3,30,1,3,45,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,27.5,35,1,3,40,1,3,45,1,2,30,1,3,35,1,3,35,1,3
3,17,11,6,6,3,3,2,2.82143E+14,23.33333333,3,3,30,1,3,45,1,2,30,1,3,28.5,2,3,32,2,3
2,17,11,6,6,4,2,1,25.5,30,1,3,25,2,3,40,1,2,40,1,3,23.33333333,3,3,40,1,3
2,17,11,6,6,4,2,1,2.72857E+14,27.5,2,3,30,1,3,45,1,2,40,1,3,35,1,3,25,3,3
2,17,14,3,6,4,2,1,2.62143E+14,35,1,3,25,2,3,50,1,2,40,1,3,35,1,3,32.5,2,3
5,17,0,17,5,0,5,2,1.39524E+13,19,5,3,23.33333333,3,3,0,0,2,25,3,3,25,2,3,23.66666667,3,3
2,17,17,0,6,4,2,1,2.78571E+14,35,1,3,30,1,3,42,1,2,50,1,3,30,2,3,32.5,2,3
2,17,14,3,6,4,2,1,2.72381E+14,32.5,2,3,30,1,3,45,1,2,45,1,3,30,1,3,27.5,4,3
0,17,3,14,6,6,0,1,7.14286E+14,45,1,3,15,1,3,15,1,2,15,1,3,15,1,3,15,1,3
1,17,17,0,6,5,1,1,3.28571E+14,30,1,3,30,1,3,45,1,2,40,1,3,35,1,3,30,2,3
1,17,0,17,1,0,1,1,3.92857E+14,15,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,2.42857E+14,35,1,3,30,1,3,45,1,2,35,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,2.7619E+14,30,1,3,35,1,3,45,1,2,27.5,2,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,9.28571E+14,30,1,3,30,1,3,45,1,2,40,1,3,15,3,3,25,2,3
1,17,14,3,6,5,1,1,2.63333E+14,35,1,3,35,1,3,40,1,2,35,1,3,30,1,3,28.33333333,3,3
0,17,17,0,6,6,0,1,2.59524E+13,35,1,3,35,1,3,45,1,2,40,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,2.7619E+14,35,1,3,30,1,3,45,1,2,45,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.14286E+14,45,1,3,40,1,3,50,1,2,45,1,3,40,1,3,40,1,3
3,17,9,8,5,2,3,2,2.47619E+14,30,2,3,27.5,2,3,0,0,2,45,1,3,30,1,3,26.25,4,3
3,17,9,8,5,2,3,2,6.42857E+14,30,1,3,15,1,3,0,0,2,30,2,3,25,3,3,35,3,3
0,17,3,14,3,3,0,1,5.71429E+14,30,1,3,0,0,3,0,0,2,15,1,3,0,0,3,15,1,3
0,17,17,0,6,6,0,1,2.64286E+14,30,1,3,30,1,3,42,1,2,35,1,3,30,1,3,45,1,3
1,17,14,3,6,5,1,1,2.44286E+14,30,1,3,27.5,2,3,45,1,2,45,1,3,30,1,3,35,1,3
0,17,15,2,5,5,0,1,2.92143E+14,35,1,3,35,1,3,0,0,2,35,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,27.5,40,1,3,30,1,3,50,1,2,40,1,3,30,1,3,30,1,3
0,17,15,2,5,5,0,1,2.21429E+14,35,1,3,35,1,3,0,0,2,40,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,2.85714E+14,40,1,3,35,1,3,45,1,2,40,1,3,35,1,3,35,1,3
2,17,14,3,6,4,2,1,2.98571E+14,30,1,3,27.5,2,3,40,1,2,40,1,3,35,1,3,30,2,3
1,17,14,3,6,5,1,1,1.14286E+14,40,1,3,30,1,3,45,1,2,30,1,3,30,1,3,20,2,3
2,17,14,3,6,4,2,1,1.8081E+14,30,1,3,30,2,3,40,1,2,30,1,3,35,1,3,27.5,2,3
0,17,17,0,6,6,0,1,3.03571E+14,30,1,3,30,1,3,40,1,2,45,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,3.14286E+14,45,1,3,30,1,3,45,1,2,40,1,3,35,1,3,35,1,3
0,17,17,0,6,6,0,1,3.07143E+14,45,1,3,40,1,3,45,1,2,30,1,3,35,1,3,35,1,3
1,17,14,3,6,5,1,1,1.26786E+14,35,1,3,27.5,3,3,45,1,2,40,1,3,35,1,3,35,1,3
0,17,17,0,6,6,0,1,30,30,1,3,40,1,3,45,1,2,35,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.64286E+14,50,1,3,50,1,3,45,1,2,45,1,3,45,1,3,45,1,3
4,17,8,9,6,2,4,2,2.79286E+14,30,1,3,27.5,2,3,40,1,2,35,2,3,27.5,2,3,27.5,2,3
0,17,17,0,6,6,0,1,3.35714E+14,45,1,3,45,1,3,45,1,2,50,1,3,40,1,3,35,1,3
0,17,17,0,6,6,0,1,3.57143E+14,40,1,3,50,1,3,45,1,2,45,1,3,40,1,3,50,1,3
2,17,11,6,6,4,2,1,2.79286E+14,30,1,3,23.33333333,3,3,45,1,2,30,1,3,30,1,3,25,2,3
1,17,14,3,6,5,1,1,2.67143E+14,30,1,3,30,1,3,36,1,2,40,1,3,30,1,3,28.33333333,3,3
0,17,17,0,6,6,0,1,1.71429E+14,30,1,3,30,1,3,45,1,2,35,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,35,45,1,3,40,1,3,45,1,2,40,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,2.68571E+14,30,1,3,35,1,3,40,1,2,27.5,2,3,35,1,3,27.5,2,3
2,17,11,6,6,4,2,1,2.48571E+14,30,1,3,27.5,3,3,45,1,2,30,1,3,30,1,3,22.5,2,3
0,17,17,0,6,6,0,1,2.77381E+14,30,1,3,35,1,3,45,1,2,35,1,3,35,1,3,30,1,3
5,17,3,14,5,0,5,2,2.68571E+14,27.5,2,3,22.66666667,3,3,0,0,2,30,2,3,24.5,2,3,21.66666667,3,3
0,17,17,0,6,6,0,1,3.57143E+14,45,1,3,45,1,3,45,1,2,45,1,3,35,1,3,45,1,3
5,17,2,15,6,1,5,2,1.71429E+14,22.5,4,3,21,3,3,35,1,2,20.33333333,3,3,29,2,3,23.5,4,3
1,17,3,14,1,0,1,1,5.71429E+14,30,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.14286E+14,45,1,3,35,1,3,45,1,2,40,1,3,35,1,3,35,1,3
0,17,17,0,6,6,0,1,30,35,1,3,35,1,3,45,1,2,40,1,3,30,1,3,30,1,3
2,17,14,3,6,4,2,1,25,30,1,3,25,2,3,50,1,2,35,1,3,30,1,3,30,2,3
0,17,17,0,6,6,0,1,3.32143E+14,30,1,3,40,1,3,40,1,2,50,1,3,35,1,3,40,1,3
0,17,17,0,6,6,0,1,3.15714E+14,40,1,3,40,1,3,45,1,2,40,1,3,40,1,3,30,1,3
1,17,8,9,4,3,1,1,5,30,1,3,0,0,3,40,1,2,40,1,3,0,0,3,25,3,3
2,17,14,3,6,4,2,1,2.52857E+14,25,3,3,35,1,3,31.5,2,2,40,1,3,36,1,3,30,1,3
4,17,0,17,4,0,4,2,0.714285714,27.5,2,3,0,2,3,15,1,2,6.75,4,3,0,1,3,7.5,3,3
3,17,12,5,5,2,3,2,3.12857E+14,27.5,2,3,30,2,3,0,1,2,45,1,3,30,1,3,30,2,3
1,17,0,17,1,0,1,1,5.71429E+14,20,8,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.21429E+14,30,1,3,40,1,3,45,1,2,50,1,3,35,1,3,40,1,3
3,17,11,6,6,3,3,2,2.70714E+14,30,2,3,30,1,3,38,1,2,35,1,3,26,2,3,26.5,4,3
1,17,14,3,6,5,1,1,2.71429E+14,30,1,3,30,1,3,45,1,2,30,1,3,30,1,3,27.5,2,3
0,17,0,17,1,1,0,1,4.28571E+14,20,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,2.3619E+14,35,1,3,30,1,3,40,1,2,40,1,3,30,1,3,25,4,3
1,17,14,3,6,5,1,1,3.67143E+14,30,1,3,27.5,2,3,45,1,2,35,1,3,30,1,3,35,1,3
1,17,14,3,6,5,1,1,3.67143E+14,40,1,3,27.5,2,3,40,1,2,30,1,3,40,1,3,30,1,3
0,17,17,0,6,6,0,1,3.37143E+14,40,1,3,30,1,3,35,1,2,45,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,3.06071E+14,35,1,3,30,2,3,35,1,2,35,1,3,30,1,3,25,2,3
4,17,3,14,5,1,4,2,0,13.33333333,3,3,23,3,3,0,0,2,49,1,3,1,2,3,6.5,2,3
4,17,8,9,6,2,4,2,1.02857E+14,8.666666667,3,3,25,2,3,40,1,2,32.5,2,3,35,1,3,14,5,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,3.39286E+14,30,1,3,27.5,2,3,45,1,2,35,1,3,30,1,3,30,1,3
4,17,5,12,6,2,4,2,2.97857E+14,27.5,2,3,25,2,3,35,1,2,40,1,3,22.5,2,3,25,2,3
0,17,17,0,6,6,0,1,3.38095E+14,30,1,3,30,1,3,40,1,2,35,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,4.02857E+14,40,1,3,40,1,3,40,1,2,40,1,3,40,1,3,40,1,3
0,17,17,0,6,6,0,1,31.5,30,1,3,30,1,3,40,1,2,45,1,3,30,1,3,35,1,3
2,17,14,3,6,4,2,1,3.12143E+14,35,1,3,30,2,3,40,1,2,40,1,3,30,1,3,25,3,3
2,17,6,11,6,4,2,1,6.42857E+14,35,1,3,23.33333333,3,3,25,2,2,15,1,3,30,1,3,15,1,3
2,17,11,6,6,4,2,1,1.95714E+14,27.5,2,3,30,1,3,40,1,2,40,1,3,35,1,3,25,2,3
0,17,17,0,6,6,0,1,3.63571E+14,35,1,3,30,1,3,40,1,2,45,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,3.00714E+14,30,1,3,25,2,3,40,1,2,30,1,3,30,1,3,25,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,3.03095E+14,28.33333333,3,3,27.5,2,3,40,1,2,35,1,3,35,1,3,35,1,3
2,17,11,6,6,4,2,1,34,30,1,3,30,1,3,35,1,2,30,1,3,25,2,3,23.33333333,3,3
3,17,14,3,6,3,3,2,34,32.5,2,3,30,2,3,40,1,2,40,1,3,30,1,3,27.5,2,3
0,17,17,0,6,6,0,1,3.75714E+14,30,1,3,35,1,3,35,1,2,45,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,2.35952E+14,35,1,3,25,2,3,40,1,2,35,1,3,30,1,3,26,3,3
2,17,5,12,4,2,2,1,2.14286E+14,30,1,3,10.5,2,3,35,1,2,0,0,3,0,0,3,27.5,2,3
0,17,17,0,6,6,0,1,3.10714E+14,30,1,3,30,1,3,40,1,2,40,1,3,40,1,3,30,1,3
1,17,17,0,6,5,1,1,35,40,1,3,30,2,3,40,1,2,40,1,3,40,1,3,35,1,3
2,17,11,6,6,4,2,1,3.30476E+13,30,1,3,30,1,3,40,1,2,45,1,3,27.5,2,3,27.5,2,3
3,17,14,3,6,3,3,2,3.37857E+14,30,2,3,27.5,2,3,45,1,2,40,1,3,35,1,3,32.5,2,3
0,17,3,14,6,6,0,1,0,15,1,3,25,1,3,20,1,2,50,1,3,20,1,3,15,1,3
1,17,14,3,6,5,1,1,2.86429E+14,25,2,3,30,1,3,46,1,2,45,1,3,35,1,3,30,1,3
1,17,17,0,6,5,1,1,3.47143E+14,30,2,3,30,1,3,45,1,2,35,1,3,35,1,3,30,1,3
2,17,14,3,6,4,2,1,3.1881E+14,30,2,3,30,1,3,35,1,2,40,1,3,30,1,3,25,2,3
0,17,17,0,6,6,0,1,3.65714E+14,40,1,3,30,1,3,45,1,2,45,1,3,40,1,3,30,1,3
0,17,17,0,6,6,0,1,3.50952E+14,40,1,3,30,1,3,40,1,2,40,1,3,35,1,3,40,1,3
0,17,17,0,6,6,0,1,3.44286E+14,30,1,3,35,1,3,40,1,2,45,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.4381E+14,35,1,3,30,1,3,45,1,2,45,1,3,30,1,3,40,1,3
1,17,17,0,6,5,1,1,3.52857E+14,35,1,3,30,2,3,35,1,2,45,1,3,40,1,3,40,1,3
0,17,8,9,4,4,0,1,0,45,1,3,25,1,3,40,1,2,0,0,3,35,1,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,2,15,3,1,2,1,0,28.33333333,3,3,0,0,3,40,1,2,6.5,2,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,3.52857E+14,30,3,3,26.66666667,3,3,35,1,2,30,1,3,30,1,3,30,1,3
1,17,17,0,6,5,1,1,2.92143E+14,30,2,3,35,1,3,40,1,2,45,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,4.44286E+14,40,1,3,40,1,3,45,1,2,50,1,3,40,1,3,45,1,3
3,17,12,5,6,3,3,2,3.15714E+14,30,1,3,32.5,2,3,27.5,2,2,40,1,3,27.5,2,3,30,1,3
0,17,17,0,6,6,0,1,3.81429E+14,30,1,3,30,1,3,35,1,2,40,1,3,30,1,3,30,1,3
1,17,14,3,6,5,1,1,3.37857E+14,30,1,3,30,1,3,40,1,2,40,1,3,35,1,3,28.33333333,3,3
0,17,17,0,6,6,0,1,3.38095E+14,30,1,3,30,1,3,45,1,2,35,1,3,35,1,3,35,1,3
1,17,17,0,6,5,1,1,2.51429E+14,35,1,3,30,2,3,45,1,2,40,1,3,35,1,3,30,1,3
4,17,0,17,4,0,4,2,0,15,2,3,17.5,2,3,0,0,2,0,0,3,15,2,3,15,2,3
2,17,6,11,5,3,2,1,0,30,1,3,15,1,3,0,0,2,30,1,3,15,2,3,15,2,3
0,17,17,0,6,6,0,1,3.22619E+14,40,1,3,35,1,3,45,1,2,40,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,4.58571E+14,45,1,3,40,1,3,50,1,2,45,1,3,35,1,3,45,1,3
0,17,17,0,6,6,0,1,3.78571E+14,45,1,3,30,1,3,50,1,2,45,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,22.5,40,1,3,25,3,3,40,1,2,40,1,3,30,1,3,30,1,3
1,17,14,3,6,5,1,1,3.22857E+14,35,1,3,40,1,3,45,1,2,25,2,3,40,1,3,30,1,3
2,17,17,0,6,4,2,1,3.48571E+14,32.5,2,3,30,1,3,40,1,2,40,1,3,35,1,3,30,2,3
0,17,17,0,6,6,0,1,3.62857E+14,35,1,3,30,1,3,35,1,2,40,1,3,35,1,3,35,1,3
2,17,11,6,6,4,2,1,3.27143E+14,30,1,3,22.5,2,3,40,1,2,30,1,3,35,1,3,27.5,2,3
4,17,6,11,6,2,4,2,2.6881E+14,22.5,2,3,21.66666667,3,3,18.25,4,2,40,1,3,30,1,3,23.33333333,3,3
0,17,17,0,6,6,0,1,4.44286E+14,45,1,3,40,1,3,40,1,2,40,1,3,35,1,3,45,1,3
0,17,17,0,6,6,0,1,3.45476E+14,40,1,3,30,1,3,30,1,2,50,1,3,40,1,3,35,1,3
1,17,14,3,6,5,1,1,2.56429E+14,30,1,3,27.5,2,3,40,1,2,35,1,3,40,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,3.12857E+14,35,1,3,30,1,3,40,1,2,27.5,2,3,35,1,3,27.5,2,3
2,17,8,9,5,3,2,1,6.07143E+14,17,3,3,0,0,3,40,1,2,30,1,3,37,1,3,25,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,3,14,1,1,0,1,2.42857E+14,32,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
4,17,5,12,6,2,4,2,1.02381E+14,23.75,4,3,24,2,3,34,1,2,40,1,3,27,3,3,22.75,4,3
0,17,2,15,3,3,0,1,0,0,0,3,0,0,3,35,1,2,20,1,3,0,0,3,15,1,3
1,17,14,3,6,5,1,1,3.63571E+14,30,1,3,27.5,2,3,45,1,2,50,1,3,35,1,3,45,1,3
0,17,17,0,6,6,0,1,4.15714E+14,35,1,3,40,1,3,45,1,2,40,1,3,35,1,3,35,1,3
2,17,2,15,3,1,2,1,0,0,0,3,0,0,3,40,1,2,25,2,3,0,0,3,15,2,3
0,17,17,0,6,6,0,1,3.72857E+14,35,1,3,30,1,3,40,1,2,30,1,3,30,1,3,35,1,3
1,17,17,0,6,5,1,1,3.01429E+14,32.5,2,3,30,1,3,45,1,2,30,1,3,35,1,3,30,1,3
0,17,0,17,2,2,0,1,0,0,0,3,0,0,3,0,0,2,0,0,3,15,1,3,15,1,3
0,17,17,0,6,6,0,1,3.60714E+14,45,1,3,30,1,3,45,1,2,45,1,3,35,1,3,35,1,3
1,17,17,0,6,5,1,1,2.77857E+14,30,1,3,30,1,3,45,1,2,45,1,3,34,1,3,32.5,2,3
4,17,8,9,6,2,4,2,2.68571E+14,30,2,3,23,3,3,40,1,2,40,1,3,26,3,3,22.5,2,3
2,17,2,15,3,1,2,1,4.28571E+14,10.16666667,6,3,0,0,3,45,1,2,0,0,3,0,0,3,10.83333333,6,3
4,17,5,12,6,2,4,2,1.05238E+14,7,2,3,5,2,3,40,1,2,40,1,3,13.5,2,3,27.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,11,6,6,3,3,2,1.96071E+14,30,2,3,25,2,3,35,1,2,35,1,3,35,1,3,25,3,3
1,17,14,3,6,5,1,1,3.27857E+14,30,1,3,27.5,2,3,40,1,2,40,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,2,15,3,3,0,1,0,15,1,3,0,0,3,35,1,2,0,0,3,0,0,3,15,1,3
1,17,14,3,6,5,1,1,3.28571E+14,30,1,3,27.5,2,3,40,1,2,35,1,3,30,1,3,30,1,3
2,17,11,6,6,4,2,1,3.32381E+14,27.5,2,3,30,1,3,40,1,2,40,1,3,30,1,3,22.5,2,3
2,17,14,3,6,4,2,1,2.14286E+14,35,1,3,30,1,3,40,1,2,40,1,3,30,2,3,23.75,4,3
0,17,17,0,6,6,0,1,3.64286E+14,35,1,3,40,1,3,40,1,2,35,1,3,30,1,3,30,1,3
1,17,17,0,6,5,1,1,3.41429E+14,30,2,3,40,1,3,45,1,2,30,1,3,30,1,3,30,1,3
1,17,17,0,6,5,1,1,1.38571E+14,30,2,3,30,1,3,40,1,2,40,1,3,30,1,3,30,1,3
3,17,11,6,6,3,3,2,2.96429E+14,30,2,3,25,2,3,40,1,2,30,1,3,30,1,3,23.33333333,3,3
3,17,14,3,6,3,3,2,3.63571E+14,35,2,3,30,2,3,40,1,2,30,1,3,27.5,2,3,35,1,3
0,17,17,0,6,6,0,1,3.35714E+14,35,1,3,30,1,3,40,1,2,35,1,3,30,1,3,30,1,3
2,17,17,0,6,4,2,1,3.84286E+14,32.5,2,3,30,2,3,35,1,2,35,1,3,35,1,3,30,1,3
3,17,8,9,6,3,3,2,3.04048E+14,30,1,3,27.5,2,3,35,1,2,30,1,3,27.5,2,3,23.33333333,3,3
4,17,0,17,4,0,4,2,0.571428571,25,2,3,10,3,3,0,0,2,0,0,3,3,3,3,25,2,3
2,17,14,3,6,4,2,1,3.16667E+14,27.5,2,3,30,1,3,35,1,2,32.5,2,3,30,1,3,30,1,3
5,17,3,14,6,1,5,2,2.83095E+14,27.5,2,3,30,1,3,27.5,2,2,21.5,2,3,25,3,3,25,2,3
1,17,14,3,6,5,1,1,31.5,25,2,3,30,1,3,40,1,2,30,1,3,35,1,3,40,1,3
