NOTA_EI_DOS,VECES_EI_DOS,CREDITOS_EI_DOS,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP,NOTA_SUBEL,VECES_SUBEL,CREDITOS_SUBEL,NOTA_AIELEC,VECES_AIELEC,CREDITOS_AIELEC,CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,PROMEDIO_NUEVE
0,0,3,0,0,2,0,0,2,45,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,40,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,38,1,2,42,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,37,1,2,45,1,2,42,1,1,41,1,2,34,2,3,31,1,2,1,15,12,3,7,6,1,2,38.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,33,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,22,1,2,37,1,1,0,0,2,0,0,3,0,0,2,0,3,1,2,2,1,1,2,0
0,0,3,39,1,2,47,1,2,45,1,1,45,1,2,31,2,3,33,1,2,1,15,12,3,7,6,1,2,35
0,0,3,49,1,2,47,1,2,36,1,1,36,1,2,39,1,3,33,1,2,0,12,12,0,6,6,0,1,32.09090909
0,0,3,0,0,2,39,1,2,47,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,40
0,0,3,38,1,2,46,1,2,44,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,40
0,0,3,40,2,2,45,1,2,32,2,1,48,1,2,34,2,3,38,1,2,3,18,12,6,9,6,3,2,39.55555556
0,0,3,35,1,2,45,1,2,49,1,1,41,2,2,30,2,3,37,1,2,2,17,12,5,8,6,2,2,35.55555556
0,0,3,30,1,2,41,1,2,49,1,1,48,1,2,35,2,3,40,1,2,1,15,12,3,7,6,1,2,41.55555556
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,36,1,2,33,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,50
0,0,3,0,0,2,44,1,2,46,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,43
0,0,3,45,1,2,39,1,2,33,1,1,36,1,2,22,1,3,35,1,2,0,12,9,3,6,5,1,1,43
0,0,3,39,1,2,45,1,2,47,1,1,41,1,2,32,1,3,41,1,2,0,12,12,0,6,6,0,1,40
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,31,1,2,46,1,2,31,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,30.66666667
0,0,3,0,0,2,0,0,2,30,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,2,10
0,0,3,39,1,2,44,1,2,40,1,1,40,1,2,33,1,3,41,1,2,0,12,12,0,6,6,0,1,36.88888889
0,0,3,49,1,2,45,1,2,46,1,1,40,1,2,36,3,3,41,1,2,1,18,12,6,8,6,2,2,40.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,47,1,2,46,1,2,49,1,1,42,1,2,30,2,3,38,1,2,1,15,12,3,7,6,1,1,39.44444444
0,0,3,42,1,2,47,1,2,39,1,1,41,1,2,31,2,3,36,1,2,1,15,12,3,7,6,1,2,38.85714286
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,47,1,2,49,1,1,33,1,2,35,2,3,41,1,2,1,15,12,3,7,6,1,2,40.22222222
0,0,3,38,1,2,45,1,2,40,1,1,35,1,2,30,1,3,38,1,2,0,12,12,0,6,6,0,1,33.72727273
0,0,3,0,0,2,0,0,2,45,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,39,1,2,44,1,2,37,1,1,34,1,2,0,0,3,34,1,2,0,9,9,0,5,5,0,1,42
0,0,3,44,1,2,30,1,2,31,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,35.33333333
0,0,3,45,1,2,42,1,2,41,1,1,40,1,2,30,1,3,38,1,2,0,12,12,0,6,6,0,1,41.55555556
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,25
0,0,3,39,1,2,45,1,2,47,1,1,32,1,2,30,2,3,35,1,2,1,15,12,3,7,6,1,2,40
0,0,3,31,1,2,46,2,2,38,1,1,48,1,2,35,1,3,34,1,2,1,14,12,2,7,6,1,1,29.4
0,0,3,41,1,2,46,1,2,45,1,1,35,1,2,20,1,3,30,1,2,0,12,9,3,6,5,1,1,41.71428571
0,0,3,45,1,2,45,1,2,44,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,35
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,31,2,2,48,1,1,34,1,2,30,2,3,37,1,2,2,15,10,5,7,5,2,2,35.375
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,32,1,2,41,1,2,41,1,1,34,1,2,22,2,3,31,1,2,1,15,9,6,7,5,2,2,39.28571429
0,0,3,34,1,2,41,1,2,40,1,1,32,1,2,30,2,3,34,1,2,1,15,12,3,7,6,1,2,35.42857143
0,0,3,0,0,2,43,1,2,33,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,43
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,22,2,2,31,1,2,42,1,1,32,1,2,0,0,3,36,1,2,1,11,7,4,6,4,2,2,28.66666667
0,0,3,0,0,2,0,0,2,13,1,1,0,0,2,0,0,3,0,0,2,0,1,0,1,1,0,1,2,0
0,0,3,43,1,2,34,1,2,38,1,1,41,1,2,30,1,3,36,1,2,0,12,12,0,6,6,0,1,37.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,46,1,2,44,1,2,41,1,1,35,1,2,34,1,3,36,1,2,0,12,12,0,6,6,0,1,43.88888889
0,0,3,39,1,2,46,1,2,42,1,1,34,1,2,30,1,3,36,1,2,0,12,12,0,6,6,0,1,38
0,0,3,31,2,2,36,1,2,46,1,1,40,1,2,33,1,3,35,1,2,1,14,12,2,7,6,1,2,39.11111111
0,0,3,0,0,2,0,0,2,18,1,1,0,0,2,0,0,3,0,0,2,0,1,0,1,1,0,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,37,1,2,44,1,2,49,1,1,43,1,2,33,1,3,41,1,2,0,12,12,0,6,6,0,1,38.22222222
0,0,3,38,1,2,44,1,2,43,1,1,35,1,2,32,1,3,36,1,2,0,12,12,0,6,6,0,1,39.33333333
0,0,3,39,2,2,44,1,2,44,1,1,0,0,2,0,0,3,0,0,2,1,7,5,2,4,3,1,2,41
0,0,3,45,1,2,46,1,2,38,1,1,37,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,39.2
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,41
0,0,3,35,1,2,45,1,2,43,1,1,37,1,2,35,1,3,38,1,2,0,12,12,0,6,6,0,1,38.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,30,1,2,40,1,2,41,1,1,50,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,41
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,31
0,0,3,0,0,2,43,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,2,1,1,0,0,2,0,0,3,0,0,2,0,1,0,1,1,0,1,2,0
0,0,3,39,1,2,45,1,2,33,1,1,32,1,2,30,1,3,36,1,2,0,12,12,0,6,6,0,1,39.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,19,2,2,27,1,1,0,0,2,0,0,3,0,0,2,1,5,0,5,3,0,3,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,42,1,2,45,1,1,36,1,2,40,2,3,35,1,2,1,15,12,3,7,6,1,2,30.45454545
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,36,1,2,34,1,2,42,1,1,38,1,2,35,2,3,36,1,2,1,15,12,3,7,6,1,2,36.11111111
0,0,3,44,1,2,44,1,2,36,1,1,38,2,2,30,1,3,33,1,2,1,14,12,2,7,6,1,2,30.63636364
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,48,1,2,46,1,2,44,1,1,38,1,2,37,2,3,41,1,2,1,15,12,3,7,6,1,1,41
0,0,3,34,1,2,41,1,2,36,1,1,47,1,2,32,1,3,33,1,2,0,12,12,0,6,6,0,1,36.88888889
0,0,3,37,1,2,45,1,2,47,1,1,42,1,2,31,1,3,41,1,2,0,12,12,0,6,6,0,1,38.44444444
0,0,3,46,1,2,47,1,2,33,1,1,40,1,2,30,2,3,36,1,2,1,15,12,3,7,6,1,2,40.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,33,1,2,32,1,1,47,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,38.2
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,26
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,48,1,2,41,1,1,32,1,2,0,0,3,31,1,2,0,9,9,0,5,5,0,1,40.71428571
0,0,3,41,1,2,43,1,2,44,1,1,34,1,2,32,2,3,34,1,2,1,15,12,3,7,6,1,2,32.63636364
0,0,3,40,1,2,44,1,2,45,1,1,37,1,2,30,2,3,38,1,2,1,15,12,3,7,6,1,2,30.27272727
0,0,3,40,2,2,30,2,2,31,1,1,38,2,2,35,2,3,41,1,2,4,21,12,9,10,6,4,2,36.11111111
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,37,1,2,49,1,1,39,1,2,32,2,3,36,1,2,1,15,12,3,7,6,1,2,31.81818182
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,36,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,0,0,2,30,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,4,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,0,0,2,22,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,46,1,2,36,1,2,45,1,1,47,1,2,34,1,3,38,1,2,0,12,12,0,6,6,0,1,37.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,46,1,2,42,1,1,36,1,2,41,1,3,41,1,2,0,12,12,0,6,6,0,1,32.72727273
0,0,3,38,1,2,33,1,2,39,1,1,41,1,2,33,1,3,37,1,2,0,12,12,0,6,6,0,1,41.11111111
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,37,1,2,42,1,1,49,1,2,31,1,3,38,1,2,0,12,12,0,6,6,0,1,25.07692308
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,47,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,40,1,2,46,1,2,47,1,1,44,1,2,30,1,3,34,1,2,0,12,12,0,6,6,0,1,40.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,36,1,2,38,1,2,42,1,1,30,1,2,37,2,3,38,1,2,1,15,12,3,7,6,1,2,37.22222222
0,0,3,44,1,2,44,1,2,47,1,1,34,1,2,30,2,3,39,1,2,1,15,12,3,7,6,1,2,26.18181818
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,8,2,2,43,2,2,37,1,1,50,1,2,31,2,3,37,1,2,3,19,10,9,9,5,4,2,28.55555556
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,41,1,2,45,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,41
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,45,1,2,36,1,1,36,1,2,30,2,3,36,1,2,1,15,12,3,7,6,1,2,38.85714286
0,0,3,38,1,2,47,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,4,4,0,2,2,0,1,0
0,0,3,42,1,2,47,1,2,48,1,1,47,1,2,31,1,3,42,1,2,0,12,12,0,6,6,0,1,40.55555556
0,0,3,40,1,2,44,1,2,43,1,1,39,1,2,39,1,3,43,1,2,0,12,12,0,6,6,0,1,40.55555556
0,0,3,48,1,2,40,1,2,45,1,1,47,1,2,34,1,3,34,1,2,0,12,12,0,6,6,0,1,38.11111111
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,44,1,2,37,1,1,39,1,2,30,2,3,34,1,2,1,15,12,3,7,6,1,2,42
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,45,1,2,32,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,42
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,12,1,1,0,0,2,0,0,3,0,0,2,0,1,0,1,1,0,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,45,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,0,0
0,0,3,38,1,2,42,1,2,47,1,1,42,1,2,0,0,3,31,1,2,0,9,9,0,5,5,0,1,42.6
0,0,3,50,1,2,46,1,2,38,1,1,37,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,45.14285714
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,45,1,2,43,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,42,1,2,35,1,1,50,1,2,32,1,3,34,1,2,0,12,12,0,6,6,0,1,40.55555556
0,0,3,33,1,2,38,1,2,40,1,1,34,1,2,31,1,3,34,1,2,0,12,12,0,6,6,0,1,35.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,35,1,2,42,1,2,46,1,1,47,1,2,30,1,3,42,1,2,0,12,12,0,6,6,0,1,39.33333333
0,0,3,40,1,2,35,1,2,40,1,1,50,1,2,34,1,3,38,1,2,0,12,12,0,6,6,0,1,40.55555556
0,0,3,20,1,2,0,0,2,42,1,1,0,0,2,0,0,3,0,0,2,0,3,1,2,2,1,1,2,21
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,45,1,2,39,1,1,38,1,2,30,2,3,30,1,2,1,13,10,3,6,5,1,2,39.57142857
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,0,0,2,32,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,35,1,2,43,1,2,39,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,26.66666667
0,0,3,42,1,2,42,1,2,42,1,1,36,1,2,31,1,3,38,1,2,0,12,12,0,6,6,0,1,32.27272727
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
30,1,3,0,0,2,38,1,2,43,1,1,0,0,2,0,0,3,0,0,2,0,6,6,0,3,3,0,1,47
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,48,1,2,39,1,1,41,1,2,31,1,3,38,1,2,0,12,12,0,6,6,0,1,40.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,49,1,2,37,1,1,41,1,2,39,1,3,40,1,2,0,12,12,0,6,6,0,1,40.66666667
0,0,3,16,1,2,41,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,4,2,2,2,1,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,48,1,2,47,1,1,40,1,2,34,2,3,40,1,2,1,15,12,3,7,6,1,1,40.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,33,1,2,47,1,2,48,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,36.33333333
0,0,3,47,1,2,38,1,2,36,2,1,41,1,2,0,0,3,33,1,2,1,10,9,1,6,5,1,1,41.71428571
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,44,1,2,46,1,1,42,1,2,36,1,3,40,1,2,0,12,12,0,6,6,0,1,40.44444444
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,38,1,2,30,1,1,35,1,2,31,1,3,36,1,2,0,12,12,0,6,6,0,1,38.57142857
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
37,1,3,0,0,2,44,1,2,42,1,1,48,1,2,30,1,3,39,1,2,0,13,13,0,6,6,0,1,37.89473684
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,47,1,2,38,1,2,46,1,1,33,1,2,0,0,3,39,1,2,0,9,9,0,5,5,0,1,38
0,0,3,40,1,2,42,1,2,38,1,1,50,1,2,30,1,3,30,1,2,0,12,12,0,6,6,0,1,34.22222222
