NOTA_SEGUNDA_LENGUA_TRES,VECES_SEGUNDA_LENGUA_TRES,CREDITOS_SEGUNDA_LENGUA_TRES,NOTA_HOMBRE,VECES_HOMBRE,CREDITOS_HOMBRE,NOTA_GT_DOS,VECES_GT_DOS,CREDITOS_GT_DOS,NOTA_MAT_ESP,VECES_MAT_ESP,CREDITOS_MAT_ESP,NOTA_MOD_PROG_UNO,VECES_MOD_PROG_UNO,CREDITOS_MOD_PROG_UNO,NOTA_A_SISTEMAS,VECES_A_SISTEMAS,CREDITOS_A_SISTEMAS,NOTA_METODOS_NUM,VECES_METODOS_NUM,CREDITOS_METODOS_NUM,NOTA_FUND_BASES,VECES_FUND_BASES,CREDITOS_FUND_BASES,NOTA_MAT_DIS,VECES_MAT_DIS,CREDITOS_MAT_DIS,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO
0,0,0,0,0,0,0,0,0,27.5,2,3,38,1,3,0,0,0,38,1,1,28,2,2,18,1,3,2,17,4,13,7,2,5,2,22.66666667
42,1,2,44,1,1,50,1,1,25,2,3,33,1,3,35,1,2,41,1,1,38,1,2,38,1,3,1,21,15,6,10,8,2,2,30.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,0,0,0,0,0,0,17.5,2,3,44,1,3,30,1,2,39,1,1,29,2,2,22.75,4,3,5,30,8,22,12,4,8,2,20.11538462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,40,1,1,50,1,1,27.5,2,3,44,1,3,36,1,2,37,1,1,39,1,2,34,1,3,1,21,15,6,10,8,2,1,29.5625
0,0,0,0,0,0,0,0,0,0,0,0,46,1,3,35,1,2,34,1,1,0,0,0,26,2,3,1,12,6,6,5,3,2,2,26
42,1,2,24,2,1,49,1,1,26.5,2,3,43,1,3,30,1,2,41,1,1,30.5,2,2,34,1,3,3,24,14,10,12,7,5,2,23.12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,43,1,1,50,1,1,32,1,3,50,1,3,36,1,2,36,1,1,35,1,2,41,1,3,0,18,18,0,9,9,0,1,32.20454545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,30.5,2,3,32,1,2,16,2,1,33,1,2,0,0,0,2,12,7,5,6,3,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,1,2,0,2,2,0,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,43,1,1,40,1,1,37,1,3,43,1,3,39,1,2,36,1,1,33,1,2,34,1,3,0,18,18,0,9,9,0,1,37.26315789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,33,1,1,50,1,1,32,1,3,31,1,3,20.5,2,2,42,1,1,33,1,2,30,1,3,1,20,16,4,10,8,2,2,35.94736842
45,1,2,41,1,1,50,1,1,36,1,3,47,1,3,30,1,2,35,1,1,34,1,2,31.5,2,3,1,21,18,3,10,9,1,1,40.31578947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,41,1,1,50,1,1,31,1,3,49,1,3,38,1,2,35,1,1,37,1,2,36,1,3,0,18,18,0,9,9,0,1,32.11363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,40,1,1,50,1,1,27.66666667,3,3,45,1,3,31,1,2,36,1,1,38,1,2,24,2,3,3,27,12,15,12,7,5,2,39.42105263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,2,35,1,1,50,1,1,36,1,3,35,1,3,43,1,2,39,1,1,38,1,2,17.5,2,3,3,25,13,12,12,7,5,2,18.12903226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,39
39,1,2,40,1,1,30,1,1,25.66666667,3,3,35,1,3,31,1,2,42,1,1,33,1,2,31,1,3,2,24,15,9,11,8,3,2,20.52419355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,40,1,1,50,1,1,27,2,3,32,1,3,30,1,2,33,1,1,35,1,2,32,1,3,1,21,15,6,10,8,2,2,29.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,38,1,1,50,1,1,30,1,3,34.5,2,3,38,1,2,38,1,1,28,3,2,30,1,3,3,25,16,9,12,8,4,2,31.61363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,1,3,30,1,3,43,1,2,37,1,1,37,1,2,32,1,3,0,14,11,3,6,5,1,2,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,43,1,1,47,1,1,30,1,3,29.5,2,3,35,1,2,41,1,1,30,1,2,25.5,2,3,2,24,12,12,11,7,4,2,27.9
46,1,2,43,1,1,40,1,1,29,2,3,30,1,3,30.5,2,2,31,1,1,41,1,2,30,1,3,2,23,15,8,11,8,3,2,33.18181818
43,1,2,43,1,1,50,1,1,34,1,3,26,2,3,37,1,2,31,1,1,42,1,2,29.5,2,3,2,24,12,12,11,7,4,2,34.11363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,2,35,1,1,0,0,0,0,0,0,0,3,3,0,2,2,0,1,0
41,1,2,27,2,1,50,1,1,36,1,3,49,1,3,30,1,2,38,1,1,33,1,2,27.66666667,3,3,3,25,14,11,12,7,5,2,30.27272727
44,1,2,44,1,1,50,1,1,30,2,3,32,1,3,32,1,2,42,1,1,37,1,2,32.5,2,3,2,24,18,6,11,9,2,2,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,0,0,0,0,0,0,0,0,0,36,1,3,26,2,2,31,1,1,31,1,2,32,1,3,1,15,11,4,7,5,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,43,1,1,0,0,0,0,0,0,31,1,3,37,1,2,41,1,1,0,0,0,30,1,3,0,12,12,0,6,6,0,1,35.15384615
41,1,2,44,1,1,45,1,1,29.5,2,3,30,1,3,32,1,2,34,1,1,39,1,2,30,1,3,1,21,15,6,10,8,2,2,37.10526316
45,1,2,50,1,1,50,1,1,32,1,3,39,1,3,42,1,2,44,1,1,43,1,2,36,1,3,0,18,18,0,9,9,0,1,38.94736842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,36,1,3,31,1,2,42,1,1,23,2,2,25.66666667,3,3,3,19,6,13,8,3,5,2,25
41,1,2,44,1,1,50,1,1,43,1,3,50,1,3,38,1,2,37,1,1,40,1,2,40,1,3,0,18,18,0,9,9,0,1,41.10526316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,2,42,1,1,50,1,1,31,2,3,34,1,3,41,1,2,37,1,1,41,1,2,36,1,3,1,21,18,3,10,9,1,1,39.63157895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,42,1,1,50,1,1,34,1,3,49,1,3,40,1,2,42,1,1,30,1,2,37,1,3,0,18,18,0,9,9,0,1,31.20454545
0,0,0,43,1,1,50,1,1,31,1,3,36,1,3,34,1,2,31,1,1,36,1,2,32,1,3,0,16,16,0,8,8,0,1,21.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,2,41,1,1,50,1,1,37,1,3,49,1,3,32,1,2,33,1,1,35,1,2,34,1,3,1,20,16,4,10,8,2,1,36.05263158
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,2,40,1,1,0,0,0,23,2,3,1,9,3,6,4,2,2,2,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,39,1,1,50,1,1,14.33333333,3,3,21.5,2,3,22,2,2,35,2,1,33,1,2,33,1,3,5,30,10,20,14,6,8,2,26.64
38,1,2,46,1,1,50,1,1,33,1,3,49,1,3,35,1,2,34,1,1,36,1,2,32,1,3,0,18,18,0,9,9,0,1,35.52631579
0,0,0,0,0,0,0,0,0,0,0,0,35,1,3,0,0,0,30,1,1,0,0,0,0,0,0,0,4,4,0,2,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,42,1,1,47,1,1,37,1,3,43,1,3,37,1,2,41,1,1,34,1,2,31,1,3,0,18,18,0,9,9,0,1,39.26315789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,37,1,1,50,1,1,16,2,3,30,1,3,40,1,2,39,1,1,31,1,2,28,3,3,3,27,12,15,12,7,5,2,27.26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,44,1,1,40,1,1,30,1,3,38,1,3,44,1,2,39,1,1,34,1,2,33,1,3,0,18,18,0,9,9,0,1,38.47368421
45,1,2,39,1,1,50,1,1,32,1,3,40,1,3,44,1,2,41,1,1,40,1,2,34,1,3,0,18,18,0,9,9,0,1,43.42105263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,0,0,0,18,2,3,1,7,1,6,3,1,2,2,16.5625
36,1,2,39,1,1,45,1,1,31,1,3,32,1,3,37,1,2,41,1,1,32,2,2,30,1,3,1,20,18,2,10,9,1,2,28.625
30,1,2,38,1,1,30,1,1,29.5,2,3,32,1,3,38,1,2,33,1,1,40,1,2,32,1,3,1,21,15,6,10,8,2,2,16.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,2,43,1,1,50,1,1,32,1,3,39,1,3,40,1,2,41,1,1,34,2,2,32,1,3,1,20,18,2,10,9,1,1,37.31578947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,2,46,1,1,50,1,1,30,1,3,36,1,3,43,1,2,36,1,1,33,1,2,32,1,3,0,18,18,0,9,9,0,1,36.42105263
44,1,2,42,1,1,50,1,1,36,1,3,41,1,3,38,1,2,41,1,1,33,1,2,31,1,3,0,18,18,0,9,9,0,1,37.21052632
0,0,0,0,0,0,0,0,0,30,2,3,37,1,3,30,1,2,37,1,1,41,1,2,30,1,3,1,17,14,3,7,6,1,2,19.62903226
41,1,2,22,2,1,50,1,1,30.5,2,3,38,1,3,40,1,2,33,1,1,26.5,2,2,36,1,3,3,24,15,9,12,7,5,2,40.15789474
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6.333333333,3,2,42,1,1,0,0,0,9.5,2,3,3,16,1,15,7,1,6,2,0
42,1,2,43,1,1,50,1,1,21,3,3,29,3,3,37,1,2,48,1,1,18,2,2,26,2,3,6,35,7,28,15,5,10,2,24.51851852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,39,1,1,50,1,1,31,1,3,32,1,3,37,1,2,33,1,1,39,1,2,29,2,3,1,21,15,6,10,8,2,2,37.94736842
37,1,2,45,1,1,50,1,1,31,1,3,36,1,3,40,1,2,48,1,1,35,1,2,30,1,3,0,18,18,0,9,9,0,1,33.72727273
39,1,2,0,0,0,0,0,0,0,0,0,30,1,3,37,1,2,39,1,1,31,1,2,25,2,3,1,16,10,6,7,5,2,2,19.82142857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,0,0,0,0,0,0,20,1,3,37,1,3,0,1,2,0,0,0,0,0,0,30,1,3,0,13,8,5,5,3,2,2,35.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0,1,44.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,41,1,1,50,1,1,34,1,3,30,1,3,43,1,2,41,1,1,33,1,2,36,1,3,0,18,18,0,9,9,0,1,37.05263158
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,37,1,1,50,1,1,31,1,3,32,1,3,32,1,2,34,1,1,31,1,2,40,1,3,0,18,18,0,9,9,0,1,29.95454545
0,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24.33333333,3,2,0,0,0,2,7,1,6,4,1,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,2,43,1,1,0,0,0,0,0,0,0,3,3,0,2,2,0,1,0
46,1,2,43,1,1,50,1,1,28.5,2,3,49,1,3,41,1,2,39,1,1,32,1,2,33,1,3,1,21,15,6,10,8,2,1,44.15789474
0,0,0,39,1,1,40,1,1,30,1,3,43,1,3,30,1,2,41,1,1,34,1,2,38,1,3,0,16,16,0,8,8,0,1,28.52631579
42,1,2,45,1,1,43,1,1,29.5,2,3,45,1,3,31,1,2,38,1,1,43,1,2,32,1,3,1,21,15,6,10,8,2,1,36.15789474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2,47,1,1,50,1,1,24,3,3,35,1,3,33,1,2,41,1,1,31.5,2,2,30,1,3,3,26,15,11,12,8,4,2,35.68421053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,38,1,1,50,1,1,30.5,2,3,45,1,3,35,1,2,30,1,1,33.5,2,2,30,1,3,2,23,18,5,11,9,2,2,37.10526316
31,1,2,0,0,0,37,1,1,0,0,0,31,1,3,20,1,2,42,1,1,0,0,0,26.33333333,3,3,2,18,7,11,8,4,4,2,18.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,50,1,1,25,1,3,45,1,3,43,1,2,42,1,1,0,0,0,33,1,3,0,13,10,3,6,5,1,1,32.875
41,1,2,45,1,1,50,1,1,30,1,3,49,1,3,40,1,2,42,1,1,37,1,2,27,2,3,1,21,15,6,10,8,2,1,31.43181818
34,2,2,47,1,1,50,1,1,30,1,3,30,1,3,42,1,2,42,1,1,39,1,2,33,1,3,1,20,18,2,10,9,1,1,30.45454545
0,0,0,0,0,0,50,1,1,0,0,0,32,1,3,30,1,2,43,1,1,0,0,0,0,0,0,0,7,7,0,4,4,0,1,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,39,1,1,50,1,1,37,1,3,34,1,3,31.5,2,2,42,1,1,39,1,2,41,1,3,1,20,18,2,10,9,1,1,38.36842105
39,1,2,38,1,1,47,1,1,30,1,3,32,1,3,38,1,2,33,1,1,43,1,2,35,1,3,0,18,18,0,9,9,0,1,34.15909091
41,1,2,42,1,1,50,1,1,41,1,3,40,1,3,41,1,2,36,1,1,33,1,2,35,1,3,0,18,18,0,9,9,0,1,41
47,1,2,43,1,1,50,1,1,36,1,3,32,1,3,36,1,2,41,1,1,43,1,2,30,1,3,0,18,18,0,9,9,0,1,38.26315789
0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,32,2,2,41,1,1,23,3,2,0,0,0,3,14,3,11,7,2,5,2,25
38,1,2,0,0,0,0,0,0,26.5,2,3,35,1,3,43,1,2,42,1,1,34,1,2,22.5,2,3,2,22,10,12,9,5,4,2,17.98
44,1,2,46,1,1,50,1,1,30,1,3,34,1,3,31,1,2,41,1,1,42,1,2,30,1,3,0,18,18,0,9,9,0,1,30.45454545
44,1,2,38,1,1,50,1,1,28.5,2,3,33,1,3,40,1,2,42,1,1,30,1,2,30,2,3,2,24,15,9,11,8,3,2,23.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,38,1,1,50,1,1,35,1,3,35,1,3,36,1,2,41,1,1,31,1,2,38,1,3,1,20,18,2,10,9,1,1,40.89473684
43,1,2,41,1,1,50,1,1,35,1,3,33,1,3,38,1,2,36,1,1,30,1,2,40,1,3,0,18,18,0,9,9,0,1,28.56818182
40,1,2,40,1,1,50,1,1,38,1,3,34,1,3,40,1,2,42,1,1,32,1,2,31,1,3,0,18,18,0,9,9,0,1,38.68421053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,44,1,1,45,1,1,40,1,3,35,1,3,42,1,2,37,1,1,37,1,2,38,1,3,0,18,18,0,9,9,0,1,39.10526316
0,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
43,1,2,43,1,1,50,1,1,37,1,3,43,1,3,39,1,2,40,1,1,40,1,2,38,1,3,0,18,18,0,9,9,0,1,35.52631579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0
38,1,2,44,1,1,50,1,1,30,1,3,38,1,3,32,1,2,44,1,1,33,1,2,41,1,3,0,18,18,0,9,9,0,1,33.04545455
30,1,2,0,0,0,0,0,0,0,0,0,11,2,3,50,1,2,24,2,1,0,0,0,0,0,0,2,12,4,8,6,2,4,2,42
36,1,2,42,1,1,50,1,1,28.5,2,3,30,1,3,41,1,2,41,1,1,32,1,2,37,1,3,1,21,15,6,10,8,2,2,31.52272727
47,1,2,45,1,1,50,1,1,27.5,2,3,38,1,3,42,1,2,42,1,1,30,1,2,26.5,2,3,2,24,12,12,11,7,4,2,34.86363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,2,41,1,1,50,1,1,31,2,3,35,1,3,37,1,2,44,1,1,31,1,2,38,1,3,1,21,18,3,10,9,1,1,27.78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,39,1,1,50,1,1,30,1,3,34,1,3,40,1,2,43,1,1,30,2,2,24,2,3,2,23,15,8,11,8,3,2,26.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0
40,1,2,42,1,1,50,1,1,30,1,3,33,1,3,38,1,2,45,1,1,36,1,2,31,1,3,0,18,18,0,9,9,0,1,25.76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30.5,2,3,31,1,3,37,1,2,42,1,1,38,1,2,32,2,3,2,20,14,6,8,6,2,2,36.27272727
45,1,2,43,1,1,50,1,1,43,1,3,29,2,3,45,1,2,36,1,1,48,1,2,40,1,3,1,21,15,6,10,8,2,1,38.15789474
34,1,2,38,1,1,0,0,0,18,3,3,35,1,3,40,1,2,44,1,1,33,1,2,32,1,3,2,23,14,9,10,7,3,2,32.20454545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
