NOTA_SEGUNDA_LENGUA_TRES,VECES_SEGUNDA_LENGUA_TRES,CREDITOS_SEGUNDA_LENGUA_TRES,NOTA_HOMBRE,VECES_HOMBRE,CREDITOS_HOMBRE,NOTA_GT_DOS,VECES_GT_DOS,CREDITOS_GT_DOS,NOTA_MAT_ESP,VECES_MAT_ESP,CREDITOS_MAT_ESP,NOTA_MOD_PROG_UNO,VECES_MOD_PROG_UNO,CREDITOS_MOD_PROG_UNO,NOTA_A_SISTEMAS,VECES_A_SISTEMAS,CREDITOS_A_SISTEMAS,NOTA_METODOS_NUM,VECES_METODOS_NUM,CREDITOS_METODOS_NUM,NOTA_FUND_BASES,VECES_FUND_BASES,CREDITOS_FUND_BASES,NOTA_MAT_DIS,VECES_MAT_DIS,CREDITOS_MAT_DIS,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,50,1,1,2,1,3,33,1,3,45,1,2,35,1,1,31,1,2,34,1,3,0,15,12,3,7,6,1,2,18.26923077
37,1,2,38,1,1,50,1,1,30,1,3,34,1,3,40,1,2,33,1,1,30,2,2,32,1,3,1,20,18,2,10,9,1,2,31.95238095
11,1,2,44,1,1,48,1,1,28.5,2,3,35,1,3,38,1,2,30,1,1,30,1,2,30,2,3,2,24,13,11,11,7,4,2,29.05882353
40,1,2,44,1,1,50,1,1,20.5,2,3,37,1,3,30,1,2,43,1,1,35,1,2,36,1,3,1,21,15,6,10,8,2,2,33.57894737
34,1,2,40,1,1,40,1,1,30,1,3,31,1,3,38,1,2,42,1,1,32,1,2,30,1,3,0,18,18,0,9,9,0,1,33.75
45,1,2,42,1,1,0,0,0,35,1,3,28,2,3,39,1,2,33,1,1,35.5,2,2,25.5,2,3,3,25,11,14,11,6,5,2,40.28571429
0,0,0,37,1,1,0,0,0,17,3,3,32,1,3,35,1,2,22.5,2,1,36.5,2,2,35,1,3,4,24,11,13,11,5,6,2,23.09090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,2,0,2,1,0,1,2,0
42,1,2,42,1,1,40,1,1,41,1,3,39,1,3,37,1,2,45,1,1,37,1,2,30,1,3,0,18,18,0,9,9,0,1,39.68421053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,2,44,1,1,50,1,1,30,1,3,42,1,3,39,1,2,33,1,1,34,1,2,40,1,3,0,18,18,0,9,9,0,1,35.15789474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,38,1,2,0,0,0,0,5,2,3,3,1,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,2,42,1,1,50,1,1,35,1,3,33,1,3,42,1,2,37,1,1,34,1,2,41,1,3,0,18,18,0,9,9,0,1,39.31578947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,5,1,2,0,0,0,0,5,0,5,3,0,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,44,1,1,50,1,1,34,1,3,41,1,3,35,1,2,32,1,1,26.5,2,2,44,1,3,1,20,16,4,10,8,2,1,38.78947368
0,0,0,31,1,1,50,1,1,32,1,3,38,1,3,40,1,2,45,1,1,34,1,2,40,1,3,0,16,16,0,8,8,0,1,34.15909091
37,1,2,38,1,1,50,1,1,37,1,3,36,1,3,42,1,2,42,1,1,31.5,2,2,34,1,3,1,20,18,2,10,9,1,1,37.52631579
27,2,2,0,0,0,50,1,1,0,0,0,36,1,3,38,1,2,42,1,1,28.5,2,2,32,1,3,2,18,10,8,9,5,4,2,15.57692308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0
34,1,2,39,1,1,40,1,1,29,2,3,30,2,3,38,1,2,42,1,1,32,1,2,27.5,2,3,3,27,12,15,12,7,5,2,35.88235294
42,1,2,43,1,1,43,1,1,34,1,3,35,1,3,31,1,2,35,1,1,32,1,2,29,2,3,1,21,15,6,10,8,2,2,30.72727273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,39,1,1,50,1,1,32,1,3,18,2,3,38,1,2,45,1,1,45,1,2,42,1,3,1,21,15,6,10,8,2,2,39.42105263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,2,37,1,1,0,0,0,0,0,0,0,3,3,0,2,2,0,1,37.28571429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,50,1,1,50,1,1,26.5,2,3,34,1,3,35,1,2,42,1,1,30,1,2,31,1,3,1,21,15,6,10,8,2,2,28.11363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,2,45,1,1,50,1,1,39,1,3,43,1,3,41,1,2,34,1,1,31,1,2,45,1,3,0,18,18,0,9,9,0,1,39.68421053
0,0,0,0,0,0,50,1,1,11.5,2,3,42,1,3,36,1,2,42,1,1,34,1,2,31,1,3,1,18,12,6,8,6,2,2,23.73529412
42,1,2,38,1,1,50,1,1,28.5,2,3,32,1,3,39,1,2,42,1,1,30,1,2,30,1,3,1,21,15,6,10,8,2,2,24.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18.5,4,3,35,1,2,42,1,1,21,2,2,25,3,3,6,28,3,25,11,2,9,2,18.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,39.28571429
0,0,0,0,0,0,0,0,0,27,2,3,30,1,3,32,1,2,42,1,1,30,1,2,31,1,3,1,17,11,6,7,5,2,2,20.65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,2,47,1,1,50,1,1,32,1,3,35,1,3,40,1,2,46,1,1,36,1,2,31.5,2,3,1,21,18,3,10,9,1,1,41.78947368
48,1,2,43,1,1,50,1,1,35,1,3,34,1,3,36,1,2,35,1,1,31,1,2,32,1,3,0,18,18,0,9,9,0,1,43.68421053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,2,30,1,1,0,0,0,37,1,3,39,1,3,34,1,2,45,1,1,37,1,2,28.5,2,3,1,20,14,6,9,7,2,2,26.82352941
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,42,1,1,50,1,1,41,1,3,40,1,3,43,1,2,35,1,1,45,1,2,27.5,2,3,1,21,15,6,10,8,2,1,36.73684211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,2,46,1,1,50,1,1,37,1,3,42,1,3,42,1,2,45,1,1,39,1,2,33,1,3,0,18,18,0,9,9,0,1,32.02272727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,2,43,1,1,34,1,2,32,1,3,0,8,8,0,4,4,0,1,11.25
45,1,2,47,1,1,50,1,1,30,1,3,43,1,3,38,1,2,36,1,1,36,1,2,32,1,3,0,18,18,0,9,9,0,1,41.21052632
34,1,2,0,0,0,50,1,1,0,0,0,32,1,3,0,0,0,34,1,1,32,1,2,28.5,2,3,1,15,9,6,7,5,2,2,42.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35,1,3,2,1,3,42,1,2,30.5,2,1,0,0,0,30,1,3,1,13,9,4,6,4,2,2,1.25
0,0,0,0,0,0,0,0,0,0,0,0,30,1,3,39,1,2,30,1,1,29,1,2,0,0,0,0,8,6,2,4,3,1,2,42
37,1,2,47,1,1,50,1,1,32,1,3,36,1,3,37,1,2,34,1,1,30,1,2,32.5,2,3,1,21,18,3,10,9,1,2,42.73684211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,2,43,1,1,47,1,1,32,1,3,39,1,3,42,1,2,42,1,1,40,1,2,32,1,3,0,18,18,0,9,9,0,1,38.57894737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,2,0,0,0,45,1,1,30,1,3,41,1,3,40,1,2,40,1,1,39,1,2,27,2,3,1,20,14,6,9,7,2,2,25.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,41,1,1,50,1,1,30,1,3,31,1,3,30,1,2,34,1,1,32,1,2,30,1,3,0,18,18,0,9,9,0,1,31.90909091
0,0,0,40,1,1,46,1,1,30,1,3,32,1,3,42,1,2,35,1,1,30,1,2,30.5,2,3,1,19,16,3,9,8,1,2,38.57894737
0,0,0,40,1,1,0,0,0,0,0,0,14,1,3,0,0,0,42,1,1,0,0,0,0,0,0,0,5,2,3,3,2,1,2,0
44,1,2,39,1,1,50,1,1,30,1,3,30,1,3,33,1,2,42,1,1,28,2,2,30,1,3,1,20,16,4,10,8,2,2,30.86363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,39,1,3,36,1,2,42,1,1,0,0,0,0,0,0,0,6,6,0,3,3,0,1,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,45,1,1,50,1,1,36,1,3,31,1,3,30,1,2,42,1,1,30,1,2,40,1,3,0,18,18,0,9,9,0,1,36.94736842
0,0,0,0,0,0,0,0,0,0,0,0,16,1,3,0,0,0,42,1,1,0,0,0,0,0,0,0,4,1,3,2,1,1,2,38
42,1,2,43,1,1,50,1,1,31,2,3,32,1,3,45,1,2,35,1,1,30.5,2,2,31,1,3,2,23,18,5,11,9,2,2,38.31578947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,41,1,1,50,1,1,30,1,3,33,1,3,36,1,2,34,1,1,31,1,2,29.5,2,3,1,21,15,6,10,8,2,2,38.10526316
44,1,2,45,1,1,50,1,1,37,1,3,32,1,3,37,1,2,35,1,1,30,1,2,32,1,3,0,18,18,0,9,9,0,1,35.57894737
42,1,2,42,1,1,50,1,1,44,1,3,32,1,3,37,1,2,35,1,1,30,1,2,39,1,3,0,18,18,0,9,9,0,1,39.63157895
0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,30,1,2,0,0,0,23,1,2,0,0,0,0,7,5,2,3,2,1,2,0
40,1,2,39,1,1,50,1,1,30,1,3,32,1,3,36,1,2,35,1,1,31,1,2,33.5,2,3,1,21,18,3,10,9,1,2,33.42857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,2,44,1,1,50,1,1,33,2,3,43,1,3,37,1,2,35,1,1,37,1,2,42,1,3,1,21,18,3,10,9,1,1,36.26315789
39,1,2,40,1,1,50,1,1,35.5,2,3,36,1,3,40,1,2,35,1,1,39,1,2,38,1,3,1,21,18,3,10,9,1,1,41.47368421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,2,0,0,0,0,0,0,10,1,3,11,1,3,37,1,2,43,1,1,31,1,2,16,1,3,0,16,7,9,7,4,3,2,0
38,1,2,41,1,1,45,1,1,30,1,3,25,2,3,30,1,2,45,1,1,28.33333333,3,2,32,1,3,3,25,13,12,12,7,5,2,24.72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
46,1,2,40,1,1,0,0,0,27.5,2,3,32,1,3,30,1,2,36,1,1,33,1,2,30,1,3,1,20,14,6,9,7,2,2,26.18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,23.5,2,1,50,1,1,31,1,3,29,2,3,42,1,2,43,1,1,30,1,2,32,1,3,2,22,14,8,11,7,4,2,32.76190476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,2,0,0,0,0,2,2,0,1,1,0,1,0
44,1,2,34,1,1,50,1,1,30,1,3,36,1,3,40,1,2,42,1,1,26,2,2,32,1,3,1,20,16,4,10,8,2,2,28.86363636
41,1,2,41,1,1,50,1,1,31,1,3,41,1,3,41,1,2,44,1,1,37,1,2,35,1,3,0,18,18,0,9,9,0,1,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,2,44,1,1,50,1,1,33,1,3,35,1,3,41,1,2,43,1,1,33,1,2,38,1,3,0,18,18,0,9,9,0,1,34.19047619
44,1,2,48,1,1,38,1,1,37,1,3,43,1,3,43,1,2,43,1,1,38,1,2,39,1,3,0,18,18,0,9,9,0,1,42.84210526
32,1,2,41,1,1,45,1,1,30,1,3,44,1,3,46,1,2,44,1,1,34,1,2,35,1,3,0,18,18,0,9,9,0,1,31.81818182
45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0
1,1,2,0,0,0,0,0,0,0,0,0,31,1,3,41,1,2,43,1,1,33,1,2,8,1,3,0,13,8,5,6,4,2,2,5.25
47,1,2,47,1,1,50,1,1,28,2,3,43,1,3,43,1,2,43,1,1,44,1,2,32,1,3,1,21,15,6,10,8,2,1,41.31578947
46,1,2,48,1,1,50,1,1,39,1,3,43,1,3,38,1,2,38,1,1,42,1,2,43,1,3,0,18,18,0,9,9,0,1,42.94736842
46,1,2,42,1,1,50,1,1,33,1,3,38,1,3,35,1,2,37,1,1,42,1,2,37,1,3,0,18,18,0,9,9,0,1,37.42105263
39,1,2,42,1,1,48,1,1,24,2,3,30,1,3,35,1,2,43,1,1,37,1,2,33,1,3,1,21,15,6,10,8,2,2,37.42105263
0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,39,1,2,44,1,1,14,1,2,40,1,3,0,11,6,5,5,3,2,2,25
0,0,0,39,1,1,50,1,1,0,0,0,35,1,3,40,1,2,37,1,1,34,1,2,42,1,3,0,13,13,0,7,7,0,1,21.48214286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,41,1,1,0,0,0,0,1,3,30,1,3,35,1,2,42,1,1,34,1,2,0,1,3,0,17,11,6,8,6,2,2,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,0,0,0,0,0,0,7,1,3,31.5,2,3,35,1,2,36,1,1,25.66666667,3,2,25.5,2,3,4,26,8,18,11,4,7,2,24.60714286
39,1,2,44,1,1,50,1,1,24.5,2,3,30,1,3,31,1,2,42,1,1,29.33333333,3,2,33,1,3,3,25,13,12,12,7,5,2,28.02
33,1,2,44,1,1,50,1,1,30,1,3,30,1,3,37,1,2,42,1,1,32,1,2,37,1,3,0,18,18,0,9,9,0,1,33.11363636
43,1,2,46,1,1,45,1,1,37,1,3,43,1,3,43,1,2,39,1,1,38,1,2,31,1,3,0,18,18,0,9,9,0,1,40.26315789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,47,1,1,50,1,1,36,1,3,30.5,2,3,42,1,2,43,1,1,31,2,2,37,1,3,2,23,18,5,11,9,2,2,45.05263158
32,1,2,39,1,1,50,1,1,36,1,3,32.5,2,3,30,1,2,44,1,1,31,1,2,26.5,2,3,2,24,15,9,11,8,3,2,20.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42,1,1,50,1,1,16.66666667,3,3,41,1,3,44,1,2,32,1,1,30,1,2,30,1,3,2,22,13,9,10,7,3,2,21.14
38,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0
37,1,2,34.5,2,1,47,1,1,23.5,2,3,38,1,3,41,1,2,22,2,1,39,1,2,30,1,3,3,23,14,9,12,7,5,2,27.66666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,39,1,1,45,1,1,38,1,3,31,1,3,30,2,2,43,1,1,24,2,2,30,1,3,2,22,16,6,11,8,3,2,32.80952381
38,1,2,42,1,1,45,1,1,36,1,3,40,1,3,38,1,2,44,1,1,34,1,2,40,1,3,0,18,18,0,9,9,0,1,37.57894737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0
46,1,2,44,1,1,50,1,1,32,1,3,35.5,2,3,42,1,2,38,1,1,42,1,2,30,1,3,1,21,18,3,10,9,1,1,39.52631579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,1,3,38,1,2,38,1,1,32,1,2,33,1,3,0,11,11,0,5,5,0,1,21.57142857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,42,1,1,50,1,1,31,1,3,38,1,3,40,1,2,34,1,1,30,1,2,35,1,3,0,18,18,0,9,9,0,1,38.94736842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,41,1,1,50,1,1,40,1,3,43,1,3,46,1,2,44,1,1,40,1,2,39,1,3,0,18,18,0,9,9,0,1,39.68421053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0
40,1,2,38,1,1,50,1,1,34,1,3,41,1,3,45,1,2,29.5,2,1,36,1,2,38,1,3,1,19,17,2,10,8,2,1,37.73684211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,40,1,1,40,1,1,36,1,3,34,1,3,32,1,2,32,1,1,34,1,2,33,1,3,0,18,18,0,9,9,0,1,31.86363636
40,1,2,44,1,1,50,1,1,27.5,2,3,34,1,3,30,1,2,44,1,1,37,1,2,33,1,3,1,21,15,6,10,8,2,2,37.47368421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,2,31,1,1,50,1,1,12.33333333,3,3,34,1,3,40,1,2,45,1,1,30,1,2,34,1,3,2,24,15,9,11,8,3,2,35.52631579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
