CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA
6,31,3,28,13,1,12,2,19,11,2,4,4,2,3,9,2,1,22,2,2,19,2,1,31,1,3,16,2,3
2,27,17,10,10,7,3,2,21.96,34,3,4,36,1,3,37,1,1,37,2,2,50,1,1,44,1,3,30,1,3
1,26,14,12,10,6,4,2,10.53125,31,1,4,36,1,3,33,1,1,35,1,2,50,1,1,41,1,3,26,4,3
2,23,13,10,9,6,3,2,12,3,2,4,36,1,3,34,1,1,35,2,2,50,1,1,45,1,3,31,1,3
1,25,17,8,9,7,2,2,30.47368421,32,3,4,38,1,3,44,1,1,34,1,2,45,1,1,42,1,3,40,1,3
1,21,13,8,8,6,2,2,20,7,2,4,38,1,3,41,1,1,37,1,2,40,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,31.68421053,36,1,4,42,1,3,49,1,1,35,1,2,50,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,25.76,33,1,4,37,1,3,41,1,1,41,1,2,50,1,1,41,1,3,30,1,3
0,17,17,0,7,7,0,1,24.91304348,31,1,4,35,1,3,37,1,1,31,1,2,45,1,1,42,1,3,33,1,3
0,17,0,17,7,0,7,2,0,9,1,4,9,1,3,14,1,1,21,1,2,0,1,1,13,1,3,12,1,3
0,17,17,0,7,7,0,1,37,48,1,4,44,1,3,47,1,1,39,1,2,50,1,1,45,1,3,40,1,3
2,27,11,16,11,4,7,2,19.72727273,37,1,4,40,1,3,0,1,1,20,3,2,50,1,1,48,1,3,25,3,3
2,24,10,14,9,5,4,2,0,16,2,4,31,1,3,30,1,1,31,1,2,45,1,1,45,1,3,15,2,3
2,23,13,10,9,6,3,2,10.92307692,21,2,4,42,1,3,38,1,1,34,2,2,45,1,1,43,1,3,32,1,3
7,62,0,62,26,0,26,2,0,5,4,4,3,4,3,2,4,1,24,4,2,0,4,1,18,3,3,14,3,3
0,17,17,0,7,7,0,1,23.08,42,1,4,40,1,3,49,1,1,39,1,2,50,1,1,46,1,3,35,1,3
1,20,17,3,8,7,1,2,22.68,33,1,4,41,1,3,49,1,1,33,1,2,50,1,1,32,1,3,33,2,3
0,17,0,17,7,0,7,2,0,10,1,4,11,1,3,6,1,1,20,1,2,0,1,1,6,1,3,7,1,3
1,21,17,4,8,7,1,2,26.45454545,31,2,4,42,1,3,37,1,1,36,1,2,50,1,1,34,1,3,31,1,3
0,17,13,4,7,6,1,1,0,27,1,4,38,1,3,31,1,1,32,1,2,50,1,1,33,1,3,32,1,3
1,20,17,3,8,7,1,1,30,39,1,4,39,1,3,36,1,1,36,1,2,45,1,1,40,2,3,33,1,3
0,17,0,17,7,0,7,2,0,13,1,4,18,1,3,14,1,1,23,1,2,0,1,1,8,1,3,12,1,3
2,24,17,7,9,7,2,2,34.44444444,30,2,4,45,1,3,34,1,1,33,1,2,45,1,1,41,1,3,35,2,3
1,21,17,4,8,7,1,2,28.89473684,30,2,4,43,1,3,40,1,1,37,1,2,50,1,1,37,1,3,34,1,3
1,29,17,12,10,7,3,2,27.95,35,4,4,40,1,3,33,1,1,34,1,2,45,1,1,33,1,3,31,1,3
1,26,17,9,10,7,3,2,22.41666667,33,1,4,39,1,3,32,1,1,37,1,2,50,1,1,37,1,3,31,4,3
0,17,17,0,7,7,0,1,23.8,35,1,4,32,1,3,41,1,1,41,1,2,50,1,1,47,1,3,30,1,3
6,33,1,32,13,1,12,2,21,2,2,4,27,3,3,14,2,1,0,0,2,38,2,1,25,2,3,5,2,3
1,20,17,3,8,7,1,1,32.36842105,36,1,4,33,2,3,44,1,1,45,1,2,41,1,1,39,1,3,36,1,3
1,20,17,3,8,7,1,1,27.45454545,33,1,4,43,2,3,43,1,1,45,1,2,50,1,1,46,1,3,33,1,3
3,21,4,17,8,2,6,2,0,25,3,4,0,0,3,34,3,1,0,0,2,0,0,1,0,0,3,34,2,3
0,17,17,0,7,7,0,1,30.15789474,41,1,4,35,1,3,47,1,1,47,1,2,43,1,1,37,1,3,35,1,3
5,53,13,40,20,6,14,2,22.14285714,21,4,4,35,4,3,39,3,1,33,3,2,35,1,1,34,1,3,33,4,3
1,20,17,3,8,7,1,2,25.90909091,34,1,4,31,2,3,40,1,1,37,1,2,50,1,1,45,1,3,34,1,3
0,17,17,0,7,7,0,1,37.875,39,1,4,31,1,3,38,1,1,45,1,2,50,1,1,45,1,3,40,1,3
2,26,17,9,10,7,3,2,27.22727273,32,1,4,36,3,3,38,1,1,31,1,2,50,1,1,37,1,3,34,2,3
2,31,17,14,11,7,4,2,20.88461538,33,3,4,31,1,3,41,1,1,34,1,2,50,1,1,35,1,3,31,3,3
4,27,17,10,11,7,4,2,29.69565217,45,2,4,39,1,3,43,2,1,44,2,2,40,1,1,41,1,3,34,2,3
3,23,17,6,10,7,3,2,38.375,32,1,4,39,1,3,32,1,1,37,2,2,33,2,1,31,1,3,40,2,3
1,18,17,1,8,7,1,1,31.73684211,32,1,4,32,1,3,37,2,1,39,1,2,35,1,1,41,1,3,35,1,3
0,17,7,10,7,4,3,2,0,22,1,4,29,1,3,31,1,1,39,1,2,38,1,1,36,1,3,28,1,3
2,23,17,6,9,7,2,2,39.2,34,1,4,37,1,3,37,1,1,42,1,2,34,1,1,37,2,3,33,2,3
1,25,17,8,9,7,2,2,23.45454545,32,3,4,40,1,3,35,1,1,41,1,2,38,1,1,40,1,3,31,1,3
2,24,17,7,9,7,2,2,27,30,2,4,30,2,3,38,1,1,42,1,2,40,1,1,30,1,3,30,1,3
3,27,17,10,10,7,3,2,35.9375,39,2,4,30,2,3,40,1,1,42,1,2,45,1,1,30,1,3,31,2,3
0,17,17,0,7,7,0,1,33.05263158,32,1,4,48,1,3,38,1,1,42,1,2,35,1,1,37,1,3,34,1,3
2,23,17,6,9,7,2,2,29.8125,31,1,4,38,2,3,30,1,1,37,1,2,41,1,1,34,1,3,32,2,3
4,28,17,11,11,7,4,2,20.67857143,34,2,4,34,1,3,48,2,1,35,1,2,34,1,1,38,2,3,36,2,3
1,25,17,8,9,7,2,2,25,30,3,4,30,1,3,33,1,1,32,1,2,39,1,1,33,1,3,30,1,3
0,17,17,0,7,7,0,1,33.31578947,35,1,4,33,1,3,37,1,1,37,1,2,33,1,1,39,1,3,34,1,3
0,17,17,0,7,7,0,1,40.3125,35,1,4,40,1,3,35,1,1,45,1,2,42,1,1,36,1,3,37,1,3
1,20,17,3,8,7,1,2,23.13636364,33,1,4,33,1,3,35,1,1,33,1,2,32,1,1,37,1,3,35,2,3
0,17,17,0,7,7,0,1,38.9375,36,1,4,31,1,3,37,1,1,44,1,2,43,1,1,32,1,3,30,1,3
1,18,17,1,8,7,1,1,33.31578947,32,1,4,37,1,3,39,2,1,42,1,2,43,1,1,38,1,3,33,1,3
5,44,3,41,16,2,14,2,0,12,3,4,27,3,3,21,2,1,35,1,2,31,1,1,26,3,3,23,3,3
0,17,17,0,7,7,0,1,31.57894737,39,1,4,39,1,3,34,1,1,37,1,2,43,1,1,37,1,3,35,1,3
0,17,17,0,7,7,0,1,20.5862069,31,1,4,37,1,3,33,1,1,38,1,2,38,1,1,34,1,3,30,1,3
3,34,14,20,12,6,6,2,31.45454545,30,3,4,31,1,3,31,1,1,41,1,2,33,1,1,38,2,3,27,3,3
0,17,17,0,7,7,0,1,42.375,35,1,4,43,1,3,38,1,1,42,1,2,42,1,1,38,1,3,42,1,3
3,29,17,12,11,7,4,2,25.77272727,36,3,4,34,1,3,34,2,1,44,1,2,45,1,1,30,1,3,30,2,3
3,30,17,13,11,7,4,2,27.09090909,31,2,4,31,2,3,37,1,1,41,1,2,35,1,1,32,1,3,36,3,3
5,42,13,29,16,6,10,2,42,20,3,4,31,3,3,43,3,1,40,1,2,43,1,1,32,3,3,32,2,3
3,25,17,8,10,7,3,2,25.4,37,2,4,34,1,3,32,2,1,38,1,2,36,1,1,48,2,3,32,1,3
4,28,17,11,11,7,4,2,21.68,43,2,4,37,2,3,31,2,1,33,1,2,42,1,1,39,2,3,31,1,3
1,20,17,3,8,7,1,2,20.32,30,1,4,32,1,3,36,1,1,33,1,2,35,1,1,34,2,3,32,1,3
3,32,17,15,12,7,5,2,19.14285714,33,1,4,30,2,3,37,1,1,36,1,2,42,1,1,37,3,3,39,3,3
0,17,17,0,7,7,0,1,38.9375,35,1,4,42,1,3,38,1,1,44,1,2,42,1,1,43,1,3,43,1,3
4,36,14,22,13,6,7,2,30.1,32,2,4,33,2,3,39,1,1,33,1,2,42,1,1,39,3,3,22,3,3
2,24,17,7,9,7,2,2,26.17391304,33,2,4,33,1,3,37,1,1,30,1,2,33,1,1,37,2,3,36,1,3
2,23,17,6,9,7,2,2,18.06666667,32,1,4,30,1,3,38,1,1,35,1,2,42,1,1,35,2,3,32,2,3
0,17,0,17,7,0,7,2,0,5,1,4,8,1,3,0,1,1,16,1,2,14,1,1,2,1,3,3,1,3
4,40,11,29,14,5,9,2,21.85714286,41,3,4,31,2,3,37,1,1,30,1,2,42,1,1,27,3,3,25,3,3
0,17,17,0,7,7,0,1,20.96428571,31,1,4,36,1,3,36,1,1,40,1,2,32,1,1,37,1,3,33,1,3
3,27,17,10,10,7,3,2,19.82142857,35,2,4,31,1,3,40,1,1,36,1,2,41,1,1,31,2,3,33,2,3
2,24,17,7,9,7,2,2,33.5625,30,2,4,34,2,3,38,1,1,38,1,2,44,1,1,31,1,3,30,1,3
3,34,17,17,12,7,5,2,34.6875,31,3,4,37,3,3,37,1,1,37,1,2,31,1,1,32,1,3,31,2,3
0,17,0,17,7,0,7,2,0,0,1,4,10,1,3,5,1,1,0,1,2,8,1,1,8,1,3,7,1,3
1,20,17,3,8,7,1,2,25.5,40,1,4,33,1,3,37,1,1,34,1,2,30,1,1,37,2,3,36,1,3
0,17,17,0,7,7,0,1,30.94736842,33,1,4,35,1,3,39,1,1,40,1,2,35,1,1,38,1,3,32,1,3
0,17,17,0,7,7,0,1,39.5625,31,1,4,35,1,3,40,1,1,33,1,2,41,1,1,35,1,3,31,1,3
0,17,13,4,7,6,1,1,0,21,1,4,37,1,3,42,1,1,36,1,2,31,1,1,37,1,3,33,1,3
1,25,17,8,9,7,2,2,30,38,3,4,33,1,3,39,1,1,36,1,2,40,1,1,34,1,3,32,1,3
3,27,17,10,10,7,3,2,25.09090909,32,2,4,33,2,3,38,1,1,35,1,2,34,1,1,30,1,3,30,2,3
4,34,17,17,12,7,5,2,27.4,33,3,4,32,2,3,37,1,1,30,1,2,39,1,1,40,2,3,32,2,3
3,29,14,15,11,6,5,2,24,33,1,4,29,3,3,37,1,1,37,1,2,37,1,1,35,2,3,30,2,3
4,37,10,27,13,5,8,2,25.6,20,3,4,32,2,3,41,1,1,33,1,2,40,1,1,34,2,3,28,3,3
0,17,17,0,7,7,0,1,32.125,32,1,4,38,1,3,40,1,1,36,1,2,35,1,1,40,1,3,30,1,3
2,31,10,21,11,5,6,2,22.91666667,28,3,4,28,3,3,40,1,1,35,1,2,42,1,1,38,1,3,30,1,3
2,21,17,4,9,7,2,2,39.625,30,1,4,30,1,3,41,2,1,42,1,2,44,1,1,35,1,3,41,2,3
0,17,17,0,7,7,0,1,22.84,32,1,4,32,1,3,37,1,1,37,1,2,34,1,1,38,1,3,36,1,3
1,21,17,4,8,7,1,2,27.18181818,32,2,4,40,1,3,42,1,1,38,1,2,50,1,1,42,1,3,31,1,3
1,20,17,3,8,7,1,2,35.5,30,1,4,39,1,3,43,1,1,37,1,2,50,1,1,36,1,3,42,2,3
1,25,17,8,9,7,2,2,24.63636364,36,3,4,37,1,3,45,1,1,37,1,2,50,1,1,40,1,3,30,1,3
1,21,17,4,8,7,1,2,25.22727273,30,2,4,40,1,3,42,1,1,34,1,2,50,1,1,42,1,3,30,1,3
0,17,5,12,7,3,4,2,0,12,1,4,36,1,3,42,1,1,27,1,2,50,1,1,9,1,3,14,1,3
2,24,17,7,9,7,2,2,19.57142857,32,2,4,38,1,3,38,1,1,31,1,2,50,1,1,38,1,3,32,2,3
2,27,13,14,10,6,4,2,28.92307692,29,3,4,40,1,3,46,1,1,39,2,2,50,1,1,42,1,3,30,1,3
3,30,17,13,11,7,4,2,25.31818182,30,3,4,35,1,3,42,1,1,30,2,2,50,1,1,44,1,3,38,2,3
4,33,11,22,12,5,7,2,7.875,22,3,4,32,2,3,42,1,1,19,2,2,50,1,1,37,1,3,34,2,3
0,17,17,0,7,7,0,1,24.95454545,31,1,4,44,1,3,43,1,1,36,1,2,50,1,1,39,1,3,31,1,3
2,28,17,11,10,7,3,2,21.88,38,3,4,31,1,3,44,1,1,31,1,2,50,1,1,36,1,3,31,2,3
0,17,1,16,7,1,6,2,0,7,1,4,10,1,3,0,1,1,6,1,2,50,1,1,8,1,3,7,1,3
3,28,8,20,11,4,7,2,3.272727273,21,2,4,36,1,3,43,1,1,21,3,2,50,1,1,20,2,3,36,1,3
2,28,17,11,10,7,3,2,19.72,36,3,4,39,1,3,44,1,1,39,1,2,50,1,1,38,1,3,35,2,3
2,31,13,18,11,6,5,2,19.52941176,25,3,4,35,1,3,42,1,1,37,1,2,50,1,1,38,1,3,30,3,3
2,24,17,7,9,7,2,2,23.52,32,2,4,38,1,3,43,1,1,35,1,2,50,1,1,41,1,3,30,2,3
0,17,1,16,7,1,6,2,0,7,1,4,24,1,3,41,1,1,17,1,2,22,1,1,20,1,3,14,1,3
1,21,17,4,8,7,1,2,21.76,34,2,4,41,1,3,42,1,1,43,1,2,50,1,1,38,1,3,31,1,3
0,17,17,0,7,7,0,1,26.13636364,30,1,4,36,1,3,41,1,1,40,1,2,50,1,1,31,1,3,30,1,3
2,24,7,17,9,4,5,2,26.66666667,22,2,4,40,1,3,42,1,1,30,1,2,50,1,1,21,1,3,24,2,3
1,20,17,3,8,7,1,1,38.4375,30,1,4,45,1,3,45,1,1,46,1,2,50,1,1,37,1,3,37,2,3
2,31,17,14,11,7,4,2,18.93548387,30,3,4,40,1,3,42,1,1,35,1,2,50,1,1,31,1,3,35,3,3
0,17,17,0,7,7,0,1,30.57894737,30,1,4,41,1,3,45,1,1,40,1,2,50,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,33.42105263,33,1,4,42,1,3,46,1,1,46,1,2,50,1,1,43,1,3,30,1,3
3,26,7,19,10,3,7,2,0,17,2,4,41,1,3,14,1,1,23,2,2,50,1,1,36,1,3,21,2,3
2,28,17,11,10,7,3,2,29.57894737,33,3,4,35,1,3,40,1,1,35,1,2,50,1,1,30,1,3,31,2,3
4,41,5,36,15,3,12,2,6,10,3,4,40,1,3,42,1,1,22,3,2,50,1,1,26,3,3,17,3,3
2,27,14,13,10,6,4,2,37.07692308,31,2,4,28,3,3,42,1,1,37,1,2,50,1,1,36,1,3,30,1,3
3,27,7,20,10,4,6,2,29.71428571,27,2,4,21,2,3,43,1,1,35,1,2,50,1,1,31,1,3,22,2,3
3,27,17,10,10,7,3,2,24,33,2,4,44,1,3,41,1,1,32,1,2,50,1,1,33,2,3,32,2,3
2,24,17,7,9,7,2,2,22.4,34,2,4,40,1,3,44,1,1,36,1,2,50,1,1,34,1,3,34,2,3
3,27,17,10,10,7,3,2,25.81818182,30,2,4,42,1,3,43,1,1,41,1,2,50,1,1,30,2,3,39,2,3
1,18,17,1,8,7,1,1,26.08695652,40,1,4,45,1,3,36,2,1,33,1,2,50,1,1,47,1,3,39,1,3
1,20,17,3,8,7,1,2,26.59090909,32,1,4,45,1,3,32,1,1,37,1,2,50,1,1,40,1,3,30,2,3
0,17,17,0,7,7,0,1,20.8125,39,1,4,46,1,3,32,1,1,36,1,2,50,1,1,38,1,3,30,1,3
2,25,13,12,11,5,6,2,16.09090909,34,1,4,42,1,3,24,3,1,33,1,2,50,1,1,45,1,3,8,3,3
0,17,17,0,7,7,0,1,23.56,32,1,4,48,1,3,31,1,1,38,1,2,50,1,1,47,1,3,40,1,3
0,17,4,13,7,2,5,2,0,4,1,4,41,1,3,0,1,1,20,1,2,50,1,1,6,1,3,4,1,3
4,39,7,32,15,4,11,2,24.5,22,3,4,42,1,3,33,3,1,30,1,2,50,1,1,24,3,3,20,3,3
3,29,12,17,12,5,7,2,31.5,26,3,4,41,1,3,13,3,1,30,2,2,50,1,1,32,1,3,31,1,3
2,26,17,9,10,7,3,2,22.12,39,3,4,48,1,3,35,2,1,37,1,2,50,1,1,49,1,3,38,1,3
1,23,14,9,9,6,3,2,13.4,35,1,4,45,1,3,31,1,1,35,1,2,50,1,1,38,1,3,27,3,3
0,17,8,9,7,3,4,2,0,32,1,4,24,1,3,14,1,1,25,1,2,50,1,1,48,1,3,26,1,3
2,24,14,10,10,6,4,2,21.875,34,1,4,43,1,3,40,2,1,36,1,2,50,1,1,36,1,3,15,3,3
5,37,12,25,14,5,9,2,38.57142857,30,3,4,41,1,3,44,2,1,27,2,2,50,1,1,31,2,3,24,3,3
1,21,9,12,8,4,4,2,34.33333333,26,2,4,41,1,3,18,1,1,32,1,2,50,1,1,31,1,3,7,1,3
2,23,17,6,10,7,3,2,34.875,35,2,4,46,1,3,30,3,1,36,1,2,50,1,1,43,1,3,31,1,3
2,29,13,16,11,6,5,2,31.33333333,29,3,4,43,1,3,32,1,1,30,3,2,50,1,1,33,1,3,35,1,3
4,39,6,33,15,3,12,2,35.14285714,27,3,4,5,3,3,12,3,1,31,1,2,50,1,1,38,1,3,20,3,3
3,25,16,9,11,6,5,2,27.21052632,32,1,4,40,2,3,28,3,1,35,1,2,50,1,1,41,1,3,30,2,3
0,17,17,0,7,7,0,1,37.5,42,1,4,36,1,3,37,1,1,40,1,2,50,1,1,47,1,3,37,1,3
0,17,17,0,7,7,0,1,33.21052632,41,1,4,34,1,3,33,1,1,42,1,2,50,1,1,42,1,3,30,1,3
3,37,14,23,13,6,7,2,30.3125,30,3,4,30,3,3,32,1,1,34,1,2,50,1,1,40,1,3,24,3,3
4,28,6,22,11,3,8,2,37,25,2,4,16,2,3,3,2,1,33,1,2,50,1,1,40,1,3,22,2,3
2,23,11,12,9,5,4,2,25.66666667,30,1,4,27,2,3,30,1,1,34,1,2,50,1,1,42,1,3,23,2,3
1,20,17,3,8,7,1,2,26.86363636,32,1,4,31,1,3,33,1,1,42,1,2,50,1,1,39,1,3,41,2,3
0,17,17,0,7,7,0,1,19.73076923,34,1,4,39,1,3,33,1,1,44,1,2,50,1,1,40,1,3,31,1,3
2,25,17,8,11,7,4,2,17.77419355,30,1,4,31,1,3,33,3,1,39,1,2,50,1,1,40,1,3,31,3,3
2,23,17,6,9,7,2,2,24.90909091,36,1,4,38,2,3,32,1,1,38,1,2,50,1,1,39,1,3,30,2,3
0,17,17,0,7,7,0,1,32.10526316,38,1,4,34,1,3,37,1,1,38,1,2,50,1,1,44,1,3,30,1,3
3,30,10,20,12,4,8,2,8.833333333,30,1,4,27,3,3,5,2,1,34,1,2,50,1,1,35,1,3,24,3,3
1,20,17,3,8,7,1,2,30.52631579,33,1,4,36,1,3,30,1,1,40,1,2,50,1,1,40,1,3,31,2,3
0,17,17,0,7,7,0,1,33.57894737,46,1,4,43,1,3,32,1,1,36,1,2,50,1,1,44,1,3,30,1,3
0,17,4,13,7,2,5,2,0,25,1,4,20,1,3,14,1,1,27,1,2,50,1,1,36,1,3,21,1,3
1,18,17,1,8,7,1,1,20.25,39,1,4,30,1,3,38,2,1,37,1,2,38,1,1,42,1,3,40,1,3
1,19,17,2,9,7,2,1,30.5,43,1,4,41,1,3,39,3,1,38,1,2,40,1,1,45,1,3,44,1,3
2,21,13,8,9,5,4,2,9.166666667,31,1,4,31,1,3,15,2,1,38,1,2,47,1,1,26,2,3,39,1,3
3,27,17,10,10,7,3,2,24.16666667,31,2,4,32,2,3,37,1,1,36,1,2,30,1,1,30,1,3,33,2,3
3,30,17,13,11,7,4,2,29,31,2,4,31,2,3,34,1,1,38,1,2,38,1,1,44,1,3,38,3,3
2,21,3,18,9,2,7,2,0,4,1,4,9,2,3,10,2,1,34,1,2,31,1,1,0,1,3,13,1,3
0,17,1,16,7,1,6,2,0,7,1,4,15,1,3,16,1,1,25,1,2,40,1,1,16,1,3,13,1,3
2,24,17,7,9,7,2,2,30.36842105,30,2,4,36,2,3,40,1,1,39,1,2,45,1,1,31,1,3,34,1,3
1,21,17,4,8,7,1,2,18.67741935,31,2,4,35,1,3,40,1,1,36,1,2,40,1,1,42,1,3,37,1,3
0,17,17,0,7,7,0,1,33.78947368,30,1,4,41,1,3,41,1,1,39,1,2,47,1,1,41,1,3,38,1,3
0,17,17,0,7,7,0,1,37.875,39,1,4,42,1,3,41,1,1,38,1,2,39,1,1,46,1,3,47,1,3
0,17,17,0,7,7,0,1,30.21052632,30,1,4,39,1,3,30,1,1,35,1,2,43,1,1,36,1,3,40,1,3
3,27,7,20,10,4,6,2,14.66666667,25,2,4,25,2,3,34,1,1,35,1,2,38,1,1,29,2,3,30,1,3
0,17,13,4,7,6,1,2,0,16,1,4,33,1,3,38,1,1,37,1,2,40,1,1,34,1,3,32,1,3
3,25,9,16,10,4,6,2,2.833333333,14,2,4,36,1,3,28,2,1,34,1,2,37,1,1,25,2,3,31,1,3
1,21,17,4,8,7,1,2,23.68,30,2,4,35,1,3,40,1,1,38,1,2,38,1,1,30,1,3,36,1,3
4,30,4,26,11,3,8,2,38,15,2,4,19,2,3,32,1,1,32,1,2,38,1,1,25,2,3,27,2,3
0,17,17,0,7,7,0,1,26.68181818,34,1,4,44,1,3,36,1,1,40,1,2,47,1,1,33,1,3,45,1,3
0,17,4,13,7,3,4,2,0,29,1,4,20,1,3,33,1,1,32,1,2,42,1,1,9,1,3,25,1,3
2,24,17,7,9,7,2,2,36.71428571,30,2,4,36,1,3,38,1,1,41,1,2,30,1,1,40,2,3,36,1,3
4,40,7,33,14,4,10,2,20.83333333,16,3,4,33,2,3,39,1,1,40,1,2,30,1,1,27,3,3,26,3,3
0,17,9,8,7,4,3,2,0,8,1,4,32,1,3,25,1,1,38,1,2,33,1,1,11,1,3,31,1,3
3,33,14,19,12,6,6,2,19.41666667,36,2,4,34,3,3,32,1,1,35,1,2,36,1,1,26,3,3,31,1,3
3,33,17,16,12,7,5,2,23.59090909,34,2,4,41,3,3,31,1,1,30,1,2,30,1,1,30,1,3,31,3,3
4,30,7,23,11,4,7,2,28.14285714,28,2,4,24,2,3,36,1,1,36,1,2,47,1,1,34,2,3,26,2,3
2,24,17,7,9,7,2,2,19.64516129,30,2,4,36,1,3,36,1,1,38,1,2,43,1,1,30,2,3,31,1,3
1,25,17,8,9,7,2,2,6.387096774,30,3,4,34,1,3,33,1,1,41,1,2,32,1,1,31,1,3,30,1,3
3,31,17,14,11,7,4,2,35.8125,35,3,4,32,1,3,37,1,1,41,1,2,47,1,1,32,2,3,40,2,3
1,21,17,4,8,7,1,2,31.10526316,33,2,4,37,1,3,38,1,1,38,1,2,47,1,1,41,1,3,31,1,3
2,24,7,17,9,4,5,2,21.25,28,2,4,24,2,3,33,1,1,31,1,2,43,1,1,24,1,3,30,1,3
3,31,17,14,11,7,4,2,43.57142857,33,3,4,35,2,3,32,1,1,32,1,2,47,1,1,30,1,3,34,2,3
0,17,1,16,7,1,6,2,0,5,1,4,3,1,3,12,1,1,29,1,2,40,1,1,9,1,3,5,1,3
4,31,17,14,12,7,5,2,20.96428571,30,2,4,31,3,3,46,2,1,33,1,2,47,1,1,40,2,3,30,1,3
3,34,17,17,12,7,5,2,21,30,3,4,30,1,3,32,1,1,33,1,2,40,1,1,36,3,3,31,2,3
4,30,17,13,11,7,4,2,25.63636364,30,2,4,30,2,3,35,1,1,41,1,2,47,1,1,47,2,3,30,2,3
3,27,17,10,10,7,3,2,27.09090909,33,2,4,30,1,3,35,1,1,41,1,2,47,1,1,39,2,3,34,2,3
0,17,3,14,7,2,5,2,0,2,1,4,6,1,3,12,1,1,32,1,2,40,1,1,13,1,3,11,1,3
1,21,17,4,8,7,1,2,37.125,33,2,4,33,1,3,38,1,1,44,1,2,47,1,1,37,1,3,31,1,3
1,21,17,4,8,7,1,2,30.78947368,31,2,4,30,1,3,37,1,1,43,1,2,40,1,1,39,1,3,30,1,3
2,24,17,7,9,7,2,2,21.32142857,31,2,4,38,2,3,32,1,1,33,1,2,40,1,1,36,1,3,31,1,3
0,17,10,7,7,5,2,2,0,15,1,4,25,1,3,35,1,1,32,1,2,30,1,1,32,1,3,31,1,3
0,17,10,7,7,5,2,2,0,19,1,4,26,1,3,33,1,1,38,1,2,40,1,1,37,1,3,34,1,3
3,37,17,20,13,7,6,2,25.63636364,40,3,4,38,4,3,31,1,1,41,1,2,47,1,1,36,2,3,30,1,3
2,24,17,7,9,7,2,2,24.1875,30,2,4,34,2,3,32,1,1,36,1,2,40,1,1,30,1,3,32,1,3
3,31,17,14,11,7,4,2,32.94117647,36,3,4,30,2,3,37,1,1,36,1,2,40,1,1,39,2,3,32,1,3
2,31,17,14,11,7,4,2,22.24,31,3,4,30,1,3,34,1,1,39,1,2,32,1,1,35,3,3,32,1,3
3,31,17,14,11,7,4,2,33.25,30,3,4,31,2,3,33,1,1,43,1,2,40,1,1,38,2,3,31,1,3
3,32,11,21,12,5,7,2,18.30769231,31,1,4,28,3,3,38,1,1,41,1,2,40,1,1,26,3,3,32,2,3
4,30,4,26,11,3,8,2,36.66666667,22,2,4,20,2,3,30,1,1,34,1,2,40,1,1,22,2,3,22,2,3
2,31,17,14,11,7,4,2,29.21052632,30,3,4,39,1,3,40,1,1,37,1,2,33,1,1,40,1,3,32,3,3
0,17,0,17,7,0,7,2,0,0,1,4,0,1,3,0,1,1,24,1,2,0,1,1,15,1,3,17,1,3
0,17,17,0,7,7,0,1,36.5625,39,1,4,40,1,3,44,1,1,46,1,2,37,1,1,43,1,3,42,1,3
1,21,13,8,8,6,2,2,12.6,21,2,4,33,1,3,37,1,1,33,1,2,31,1,1,38,1,3,31,1,3
2,24,13,11,9,6,3,2,26.55555556,25,2,4,35,1,3,40,1,1,36,1,2,31,1,1,41,1,3,30,2,3
0,17,0,17,7,0,7,2,0,5,1,4,8,1,3,12,1,1,29,1,2,0,1,1,19,1,3,18,1,3
2,24,10,14,9,5,4,2,22,17,2,4,34,1,3,35,1,1,39,1,2,33,1,1,38,1,3,17,2,3
1,19,17,2,9,7,2,2,6.073170732,30,1,4,33,1,3,39,1,1,38,1,2,41,3,1,41,1,3,30,1,3
4,40,17,23,14,7,7,2,10.38888889,32,3,4,30,2,3,36,1,1,30,1,2,30,1,1,44,3,3,30,3,3
7,34,7,27,14,4,10,2,0,25,2,4,23,2,3,38,2,1,35,2,2,30,2,1,38,2,3,27,2,3
0,17,17,0,7,7,0,1,7.291666667,30,1,4,38,1,3,38,1,1,46,1,2,35,1,1,42,1,3,36,1,3
0,17,17,0,7,7,0,1,37.3125,30,1,4,37,1,3,34,1,1,43,1,2,31,1,1,43,1,3,31,1,3
1,23,17,6,9,7,2,2,16.63333333,30,1,4,40,1,3,39,1,1,36,1,2,40,1,1,37,1,3,32,3,3
2,24,17,7,9,7,2,2,23,30,2,4,40,1,3,40,1,1,38,1,2,32,1,1,36,1,3,32,2,3
2,24,13,11,9,6,3,2,44.75,27,2,4,37,1,3,37,1,1,45,1,2,38,1,1,35,1,3,42,2,3
