CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA
2,24,17,7,9,7,2,2,41.25,35,2,4,45,2,3,45,1,1,50,1,2,50,1,1,45,1,3,30,1,3
0,17,4,13,7,3,4,2,0,15,1,4,25,1,3,35,1,1,30,1,2,50,1,1,15,1,3,15,1,3
1,21,17,4,8,7,1,1,39.6875,40,2,4,45,1,3,45,1,1,50,1,2,40,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,30.26315789,30,1,4,30,1,3,40,1,1,40,1,2,50,1,1,45,1,3,30,1,3
3,27,17,10,10,7,3,2,38.5625,40,2,4,35,2,3,35,1,1,50,1,2,50,1,1,35,1,3,35,2,3
0,17,17,0,7,7,0,1,29.94736842,35,1,4,30,1,3,35,1,1,40,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,28.63636364,35,1,4,40,1,3,40,1,1,45,1,2,45,1,1,45,1,3,30,1,3
1,20,17,3,8,7,1,2,16.56666667,30,1,4,30,1,3,35,1,1,30,1,2,50,1,1,40,1,3,30,2,3
1,25,17,8,9,7,2,2,19.41935484,35,3,4,40,1,3,40,1,1,35,1,2,40,1,1,45,1,3,30,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,15,1,2,50,1,1,15,1,3,15,1,3
0,17,17,0,7,7,0,1,27.63157895,30,1,4,40,1,3,40,1,1,30,1,2,40,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,0,35,1,4,35,1,3,35,1,1,40,1,2,50,1,1,35,1,3,30,1,3
1,21,17,4,8,7,1,1,28.63636364,35,2,4,35,1,3,45,1,1,35,1,2,45,1,1,45,1,3,35,1,3
2,22,17,5,9,7,2,2,23.25,30,1,4,35,1,3,35,1,1,40,2,2,50,1,1,45,1,3,30,2,3
1,21,17,4,8,7,1,1,26.54545455,35,2,4,35,1,3,35,1,1,40,1,2,40,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,25.90909091,30,1,4,35,1,3,45,1,1,40,1,2,50,1,1,30,1,3,35,1,3
1,21,17,4,8,7,1,1,30.26315789,40,2,4,40,1,3,45,1,1,45,1,2,40,1,1,45,1,3,35,1,3
5,32,4,28,12,3,9,2,0,15,2,4,15,2,3,40,1,1,30,2,2,50,1,1,20,2,3,15,2,3
3,27,7,20,10,4,6,2,0,15,2,4,40,1,3,40,1,1,40,1,2,35,1,1,20,2,3,25,2,3
0,17,17,0,7,7,0,1,36.5625,40,1,4,40,1,3,40,1,1,40,1,2,50,1,1,45,1,3,30,1,3
1,21,17,4,8,7,1,1,37.5,30,2,4,40,1,3,40,1,1,45,1,2,45,1,1,40,1,3,35,1,3
0,17,11,6,7,5,2,1,0,40,1,4,35,1,3,40,1,1,30,1,2,50,1,1,20,1,3,15,1,3
0,17,17,0,7,7,0,1,41.5625,30,1,4,40,1,3,45,1,1,45,1,2,45,1,1,40,1,3,35,1,3
0,17,17,0,7,7,0,1,30.52631579,35,1,4,35,1,3,40,1,1,40,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,37.1875,35,1,4,40,1,3,40,1,1,45,1,2,40,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,33.42105263,35,1,4,30,1,3,40,1,1,40,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,27.63157895,30,1,4,45,1,3,40,1,1,45,1,2,45,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,0,35,1,4,35,1,3,40,1,1,45,1,2,50,1,1,35,1,3,30,1,3
2,23,17,6,9,7,2,2,17.96774194,30,1,4,30,1,3,40,1,1,30,1,2,50,1,1,35,2,3,30,2,3
0,17,17,0,7,7,0,1,34.6875,35,1,4,40,1,3,40,1,1,40,1,2,40,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,31.84210526,30,1,4,30,1,3,50,1,1,45,1,2,50,1,1,35,1,3,30,1,3
1,21,17,4,8,7,1,1,31.63157895,40,2,4,45,1,3,45,1,1,45,1,2,45,1,1,40,1,3,40,1,3
1,21,17,4,8,7,1,2,31.05263158,30,2,4,30,1,3,40,1,1,35,1,2,50,1,1,35,1,3,30,1,3
1,21,17,4,8,7,1,2,31.15789474,31,2,4,30,1,3,45,1,1,45,1,2,50,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,33.5,30,1,4,45,1,3,40,1,1,40,1,2,45,1,1,40,1,3,35,1,3
1,21,17,4,8,7,1,2,15,30,2,4,40,1,3,35,1,1,35,1,2,40,1,1,40,1,3,35,1,3
2,26,17,9,10,7,3,2,35.71428571,30,3,4,40,1,3,40,2,1,35,1,2,35,1,1,35,1,3,35,1,3
0,17,17,0,7,7,0,1,26.81818182,30,1,4,40,1,3,40,1,1,35,1,2,40,1,1,35,1,3,30,1,3
1,21,17,4,8,7,1,1,30,30,2,4,45,1,3,35,1,1,40,1,2,45,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,36.5625,30,1,4,40,1,3,40,1,1,45,1,2,40,1,1,35,1,3,35,1,3
1,21,17,4,8,7,1,2,0,35,2,4,35,1,3,35,1,1,35,1,2,45,1,1,30,1,3,30,1,3
0,17,17,0,7,7,0,1,38.125,35,1,4,45,1,3,40,1,1,45,1,2,45,1,1,50,1,3,35,1,3
0,17,13,4,7,6,1,2,0,15,1,4,30,1,3,30,1,1,45,1,2,30,1,1,30,1,3,35,1,3
3,27,17,10,10,7,3,2,25.34782609,35,2,4,40,2,3,35,1,1,45,1,2,50,1,1,30,1,3,30,2,3
0,17,17,0,7,7,0,1,30.57894737,35,1,4,35,1,3,40,1,1,50,1,2,50,1,1,30,1,3,30,1,3
1,25,17,8,9,7,2,2,33.0625,30,3,4,35,1,3,40,1,1,45,1,2,50,1,1,30,1,3,30,1,3
2,24,13,11,9,6,3,2,33.5,25,2,4,35,2,3,40,1,1,45,1,2,50,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,25.28571429,35,1,4,30,1,3,45,1,1,50,1,2,50,1,1,35,1,3,35,1,3
3,33,11,22,12,5,7,2,15.4,30,2,4,20,3,3,45,1,1,45,1,2,50,1,1,22,3,3,35,1,3
0,17,17,0,7,7,0,1,40.3125,45,1,4,45,1,3,45,1,1,50,1,2,50,1,1,40,1,3,40,1,3
0,17,17,0,7,7,0,1,25.3125,30,1,4,30,1,3,45,1,1,50,1,2,50,1,1,30,1,3,30,1,3
1,20,17,3,8,7,1,2,29.05263158,30,1,4,30,2,3,45,1,1,50,1,2,50,1,1,30,1,3,30,1,3
0,17,17,0,7,7,0,1,29.72222222,30,1,4,30,1,3,45,1,1,50,1,2,50,1,1,40,1,3,30,1,3
0,17,10,7,7,5,2,1,0,25,1,4,30,1,3,40,1,1,50,1,2,50,1,1,25,1,3,30,1,3
0,17,17,0,7,7,0,1,19.12903226,30,1,4,30,1,3,40,1,1,45,1,2,50,1,1,30,1,3,30,1,3
3,31,17,14,11,7,4,2,15.8,30,3,4,30,2,3,45,1,1,45,1,2,50,1,1,35,2,3,30,1,3
0,17,17,0,7,7,0,1,28.42105263,35,1,4,30,1,3,45,1,1,50,1,2,50,1,1,30,1,3,30,1,3
1,20,17,3,8,7,1,1,19.64,35,1,4,35,1,3,40,1,1,50,1,2,50,1,1,35,2,3,35,1,3
0,17,17,0,7,7,0,1,33.75,35,1,4,30,1,3,45,1,1,45,1,2,50,1,1,30,1,3,30,1,3
0,17,17,0,7,7,0,1,29.15789474,35,1,4,30,1,3,40,1,1,50,1,2,50,1,1,30,1,3,30,1,3
0,17,17,0,7,7,0,1,35.3125,40,1,4,35,1,3,45,1,1,50,1,2,50,1,1,40,1,3,30,1,3
1,18,17,1,8,7,1,1,39.8,40,1,4,45,1,3,37,2,1,35,1,2,50,1,1,40,1,3,35,1,3
0,17,17,0,7,7,0,1,37.1875,35,1,4,30,1,3,45,1,1,50,1,2,50,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,20.3,30,1,4,35,1,3,35,1,1,41,1,2,50,1,1,30,1,3,30,1,3
2,28,17,11,10,7,3,2,31.47368421,30,3,4,30,2,3,45,1,1,50,1,2,50,1,1,40,1,3,30,1,3
2,24,10,14,9,5,4,2,22.85714286,25,2,4,20,2,3,45,1,1,45,1,2,50,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,37.5,35,1,4,35,1,3,40,1,1,50,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,30.42105263,35,1,4,40,1,3,45,1,1,50,1,2,50,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,36.5,35,1,4,35,1,3,45,1,1,40,1,2,50,1,1,40,1,3,30,1,3
1,23,17,6,9,7,2,2,37,30,1,4,33,1,3,45,1,1,45,1,2,50,1,1,41,3,3,30,1,3
0,17,17,0,7,7,0,1,34.375,30,1,4,30,1,3,45,1,1,45,1,2,50,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,33.4375,35,1,4,30,1,3,45,1,1,45,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,33.75,35,1,4,30,1,3,40,1,1,45,1,2,50,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,33.4,40,1,4,45,1,3,45,1,1,30,1,2,50,1,1,35,1,3,35,1,3
0,17,17,0,7,7,0,1,35.75,30,1,4,40,1,3,40,1,1,50,1,2,50,1,1,40,1,3,30,1,3
2,35,14,21,13,6,7,2,7,30,1,4,40,3,3,45,1,1,50,1,2,50,1,1,30,1,3,20,5,3
0,17,17,0,7,7,0,1,35.625,35,1,4,35,1,3,45,1,1,50,1,2,50,1,1,40,1,3,35,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,20,1,2,50,1,1,15,1,3,15,1,3
2,28,17,11,10,7,3,2,36.1875,40,3,4,45,1,3,40,1,1,35,1,2,50,1,1,35,2,3,30,1,3
3,34,17,17,13,7,6,2,21.35714286,31,4,4,35,1,3,36,3,1,35,1,2,50,1,1,30,1,3,35,2,3
1,21,17,4,8,7,1,2,23.56,30,2,4,45,1,3,40,1,1,40,1,2,50,1,1,30,1,3,30,1,3
1,20,17,3,8,7,1,1,34,40,1,4,35,1,3,40,1,1,40,1,2,50,1,1,40,2,3,35,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,25,1,2,50,1,1,15,1,3,20,1,3
4,28,7,21,11,4,7,2,0,20,2,4,30,1,3,40,2,1,30,1,2,50,1,1,20,2,3,20,2,3
2,27,17,10,11,7,4,2,16.52,40,1,4,45,1,3,35,2,1,40,1,2,50,1,1,32,4,3,35,1,3
2,24,17,7,9,7,2,2,20.71428571,30,2,4,40,1,3,35,1,1,40,1,2,50,1,1,30,2,3,30,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,15,1,2,50,1,1,15,1,3,15,1,3
0,17,17,0,7,7,0,1,40.625,45,1,4,50,1,3,40,1,1,45,1,2,50,1,1,35,1,3,45,1,3
1,20,17,3,8,7,1,1,25.59090909,35,1,4,45,1,3,30,1,1,40,1,2,50,1,1,35,2,3,30,1,3
3,27,17,10,10,7,3,2,23.12,35,2,4,45,1,3,40,1,1,40,1,2,50,1,1,30,2,3,30,2,3
1,20,17,3,8,7,1,1,40.625,45,1,4,45,1,3,40,1,1,35,1,2,50,1,1,35,2,3,35,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,20,1,2,50,1,1,15,1,3,15,1,3
1,23,17,6,9,7,2,2,30.57894737,30,1,4,35,1,3,40,1,1,40,1,2,50,1,1,47,3,3,30,1,3
0,17,17,0,7,7,0,1,40.9375,40,1,4,45,1,3,45,1,1,40,1,2,50,1,1,35,1,3,35,1,3
5,47,7,40,18,3,15,2,0,30,2,4,15,3,3,15,3,1,30,1,2,50,1,1,25,4,3,15,4,3
0,17,17,0,7,7,0,1,34.64705882,35,1,4,30,1,3,40,1,1,40,1,2,50,1,1,35,1,3,30,1,3
0,17,7,10,7,4,3,2,0,20,1,4,20,1,3,35,1,1,35,1,2,50,1,1,15,1,3,30,1,3
3,31,17,14,11,7,4,2,20.35714286,30,3,4,32,2,3,35,1,1,35,1,2,50,1,1,30,2,3,35,1,3
4,65,9,56,24,4,20,2,15.44444444,29,6,4,40,1,3,25,5,1,30,1,2,50,1,1,23,5,3,34,5,3
4,36,17,19,13,7,6,2,28.21052632,40,2,4,48,4,3,35,1,1,35,1,2,50,1,1,30,2,3,30,2,3
2,24,17,7,9,7,2,2,23.5,35,2,4,30,1,3,40,1,1,40,1,2,50,1,1,45,2,3,30,1,3
1,20,17,3,8,7,1,2,28.36842105,35,1,4,30,2,3,40,1,1,35,1,2,50,1,1,30,1,3,35,1,3
0,17,7,10,7,4,3,2,0,25,1,4,15,1,3,35,1,1,35,1,2,50,1,1,15,1,3,30,1,3
0,17,17,0,7,7,0,1,36.5,40,1,4,35,1,3,30,1,1,35,1,2,50,1,1,30,1,3,35,1,3
4,54,13,41,18,6,12,2,20.42857143,26,5,4,48,4,3,30,1,1,30,1,2,50,1,1,37,3,3,32,3,3
4,40,17,23,14,7,7,2,24.04,30,3,4,30,2,3,35,1,1,30,1,2,50,1,1,42,3,3,32,3,3
0,17,17,0,7,7,0,1,26.89473684,35,1,4,30,1,3,35,1,1,45,1,2,50,1,1,40,1,3,35,1,3
6,65,17,48,26,7,19,2,28.22222222,30,4,4,31,5,3,30,5,1,32,5,2,50,1,1,42,3,3,32,3,3
1,20,14,6,8,6,2,1,30,35,1,4,25,2,3,40,1,1,40,1,2,50,1,1,40,1,3,35,1,3
1,23,17,6,9,7,2,2,22.68,35,1,4,34,3,3,45,1,1,45,1,2,50,1,1,40,1,3,30,1,3
1,20,17,3,8,7,1,1,22.57692308,35,1,4,31,2,3,35,1,1,45,1,2,50,1,1,40,1,3,35,1,3
2,29,17,12,11,7,4,2,29.73684211,30,1,4,39,3,3,40,1,1,45,1,2,50,1,1,40,1,3,38,3,3
1,21,17,4,8,7,1,2,28.36363636,33,2,4,30,1,3,40,1,1,45,1,2,50,1,1,30,1,3,35,1,3
0,17,17,0,7,7,0,1,35.75,30,1,4,35,1,3,40,1,1,45,1,2,50,1,1,30,1,3,30,1,3
1,20,17,3,8,7,1,2,27.68181818,35,1,4,35,1,3,30,1,1,30,1,2,50,1,1,44,2,3,30,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,15,1,2,50,1,1,15,1,3,15,1,3
3,33,17,16,12,7,5,2,25.52380952,30,2,4,30,3,3,40,1,1,40,1,2,50,1,1,40,3,3,30,1,3
0,17,17,0,7,7,0,1,0,45,1,4,40,1,3,40,1,1,40,1,2,50,1,1,35,1,3,35,1,3
0,17,17,0,7,7,0,1,43.25,40,1,4,40,1,3,40,1,1,50,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,25.65,35,1,4,35,1,3,35,1,1,35,1,2,50,1,1,30,1,3,30,1,3
2,22,17,5,10,7,3,2,28.54545455,35,1,4,30,1,3,30,3,1,30,1,2,50,1,1,30,1,3,31,2,3
0,17,6,11,7,3,4,2,0,15,1,4,20,1,3,25,1,1,30,1,2,50,1,1,20,1,3,30,1,3
0,17,17,0,7,7,0,1,40.875,35,1,4,30,1,3,40,1,1,45,1,2,50,1,1,40,1,3,35,1,3
0,17,17,0,7,7,0,1,20.45454545,30,1,4,30,1,3,35,1,1,35,1,2,50,1,1,30,1,3,30,1,3
1,20,17,3,8,7,1,2,32.78947368,30,1,4,35,1,3,35,1,1,40,1,2,50,1,1,30,1,3,37,2,3
4,33,16,17,14,6,8,2,14.71428571,30,1,4,30,1,3,27,3,1,35,2,2,50,1,1,30,3,3,36,3,3
2,23,17,6,9,7,2,2,28.125,30,1,4,30,1,3,30,1,1,30,1,2,50,1,1,31,2,3,32,2,3
0,17,16,1,7,6,1,1,0,40,1,4,35,1,3,25,1,1,30,1,2,50,1,1,35,1,3,30,1,3
1,20,17,3,8,7,1,2,33.89473684,30,1,4,35,2,3,40,1,1,40,1,2,50,1,1,40,1,3,30,1,3
3,33,17,16,12,7,5,2,24.72,30,2,4,41,3,3,40,1,1,35,1,2,50,1,1,40,1,3,38,3,3
3,34,17,17,13,7,6,2,20.19230769,30,4,4,41,2,3,43,3,1,35,1,2,50,1,1,40,1,3,30,1,3
6,36,17,19,14,7,7,2,17.36842105,37,2,4,40,3,3,42,2,1,44,2,2,50,1,1,39,2,3,31,2,3
0,17,17,0,7,7,0,1,40.875,35,1,4,30,1,3,40,1,1,45,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,45.5,35,1,4,35,1,3,45,1,1,50,1,2,50,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,26.95454545,35,1,4,30,1,3,40,1,1,45,1,2,50,1,1,40,1,3,30,1,3
1,20,17,3,8,7,1,1,37.75,40,1,4,33,2,3,45,1,1,50,1,2,50,1,1,40,1,3,35,1,3
2,24,17,7,9,7,2,2,24.40909091,33,2,4,41,2,3,35,1,1,40,1,2,50,1,1,40,1,3,35,1,3
0,17,17,0,7,7,0,1,38.4375,30,1,4,30,1,3,45,1,1,50,1,2,50,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,42.0625,45,1,4,35,1,3,40,1,1,40,1,2,50,1,1,40,1,3,35,1,3
0,17,17,0,7,7,0,1,40.5625,30,1,4,30,1,3,35,1,1,45,1,2,50,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,39.75,35,1,4,35,1,3,50,1,1,50,1,2,50,1,1,45,1,3,35,1,3
0,17,17,0,7,7,0,1,34.8125,30,1,4,30,1,3,35,1,1,35,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,36.3125,30,1,4,30,1,3,35,1,1,45,1,2,50,1,1,35,1,3,30,1,3
1,20,17,3,8,7,1,1,38.1875,35,1,4,30,1,3,40,1,1,45,1,2,50,1,1,40,1,3,39,2,3
0,17,17,0,7,7,0,1,32,40,1,4,45,1,3,45,1,1,40,1,2,50,1,1,40,1,3,35,1,3
0,17,17,0,7,7,0,1,19.44,35,1,4,40,1,3,35,1,1,40,1,2,50,1,1,45,1,3,30,1,3
2,24,17,7,9,7,2,2,20.78571429,31,2,4,35,1,3,35,1,1,30,1,2,50,1,1,40,1,3,32,2,3
0,17,17,0,7,7,0,1,22.84,30,1,4,35,1,3,35,1,1,35,1,2,50,1,1,40,1,3,30,1,3
1,19,16,3,9,6,3,2,20.76,35,1,4,40,1,3,15,3,1,30,1,2,50,1,1,50,1,3,30,1,3
0,17,17,0,7,7,0,1,18.75,30,1,4,40,1,3,35,1,1,30,1,2,50,1,1,45,1,3,35,1,3
1,23,17,6,9,7,2,2,25.81818182,35,1,4,35,1,3,30,1,1,30,1,2,50,1,1,40,1,3,30,3,3
0,17,17,0,7,7,0,1,18.20689655,35,1,4,40,1,3,35,1,1,35,1,2,50,1,1,45,1,3,30,1,3
0,16,4,12,6,2,4,2,0,25,1,4,20,1,3,0,0,1,20,1,2,50,1,1,40,1,3,15,1,3
0,17,17,0,7,7,0,1,25.77272727,35,1,4,35,1,3,35,1,1,45,1,2,50,1,1,40,1,3,30,1,3
2,28,17,11,10,7,3,2,14.32142857,30,3,4,40,1,3,30,1,1,30,1,2,50,1,1,40,1,3,30,2,3
0,17,17,0,7,7,0,1,31.26315789,39,1,4,30,1,3,37,1,1,47,1,2,37,1,1,31,1,3,42,1,3
4,29,4,25,11,2,9,2,0,20,2,4,20,2,3,15,1,1,20,2,2,50,1,1,45,1,3,20,2,3
1,29,13,16,10,6,4,2,24.375,22,4,4,40,1,3,35,1,1,35,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,11.475,30,1,4,35,1,3,35,1,1,40,1,2,50,1,1,40,1,3,30,1,3
0,17,17,0,7,7,0,1,39.125,35,1,4,45,1,3,40,1,1,40,1,2,50,1,1,40,1,3,35,1,3
4,37,17,20,13,7,6,2,25.95454545,30,3,4,30,2,3,45,1,1,45,1,2,50,1,1,43,2,3,38,3,3
0,17,16,1,7,6,1,1,33.06666667,40,1,4,40,1,3,25,1,1,40,1,2,50,1,1,35,1,3,35,1,3
0,17,17,0,7,7,0,1,26.36,40,1,4,40,1,3,40,1,1,40,1,2,50,1,1,45,1,3,30,1,3
0,17,3,14,7,2,5,2,0,25,1,4,25,1,3,25,1,1,30,1,2,50,1,1,25,1,3,25,1,3
0,17,16,1,7,6,1,1,0,40,1,4,40,1,3,25,1,1,40,1,2,50,1,1,30,1,3,30,1,3
0,17,17,0,7,7,0,1,32,45,1,4,40,1,3,35,1,1,40,1,2,50,1,1,40,1,3,30,1,3
2,21,14,7,9,5,4,2,21.40909091,35,1,4,35,1,3,15,2,1,25,1,2,50,1,1,50,1,3,34,2,3
0,17,17,0,7,7,0,1,19.96428571,30,1,4,40,1,3,30,1,1,35,1,2,50,1,1,40,1,3,30,1,3
1,23,17,6,9,7,2,2,21.21428571,35,1,4,40,1,3,30,1,1,40,1,2,50,1,1,45,1,3,32,3,3
0,17,17,0,7,7,0,1,35.9,35,1,4,45,1,3,40,1,1,40,1,2,50,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,20.35483871,30,1,4,40,1,3,35,1,1,40,1,2,50,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,34.3125,40,1,4,40,1,3,35,1,1,40,1,2,50,1,1,50,1,3,30,1,3
2,24,17,7,10,7,3,2,15.75,35,1,4,35,1,3,38,2,1,30,1,2,50,1,1,35,1,3,33,3,3
0,17,8,9,7,3,4,2,0,30,1,4,40,1,3,15,1,1,20,1,2,50,1,1,25,1,3,25,1,3
0,17,17,0,7,7,0,1,31.15789474,30,1,4,35,1,3,35,1,1,35,1,2,50,1,1,40,1,3,30,1,3
1,23,17,6,9,7,2,2,23.04761905,30,1,4,35,1,3,35,1,1,35,1,2,50,1,1,35,1,3,33,3,3
0,17,17,0,7,7,0,1,16.41935484,35,1,4,35,1,3,30,1,1,40,1,2,50,1,1,40,1,3,35,1,3
0,17,4,13,7,2,5,2,0,15,1,4,15,1,3,15,1,1,15,1,2,50,1,1,15,1,3,30,1,3
0,17,1,16,7,1,6,2,0,15,1,4,15,1,3,15,1,1,20,1,2,50,1,1,15,1,3,15,1,3
1,23,17,6,9,7,2,2,31.04545455,35,1,4,38,3,3,35,1,1,40,1,2,50,1,1,40,1,3,30,1,3
3,24,17,7,10,7,3,2,16.10714286,35,1,4,31,2,3,45,2,1,35,1,2,50,1,1,35,1,3,35,2,3
0,17,13,4,7,6,1,1,0,20,1,4,30,1,3,30,1,1,40,1,2,50,1,1,40,1,3,35,1,3
4,31,17,14,12,7,5,2,25.90909091,35,1,4,48,3,3,30,1,1,37,2,2,50,1,1,39,2,3,38,2,3
1,23,17,6,9,7,2,2,32.52631579,40,1,4,42,3,3,30,1,1,35,1,2,50,1,1,40,1,3,30,1,3
1,20,17,3,8,7,1,2,40.5,30,1,4,36,2,3,45,1,1,45,1,2,50,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,38.125,35,1,4,35,1,3,35,1,1,40,1,2,50,1,1,45,1,3,30,1,3
2,26,17,9,10,7,3,2,24.72727273,30,1,4,48,3,3,35,1,1,30,1,2,50,1,1,30,1,3,34,2,3
1,20,17,3,8,7,1,1,41.1875,35,1,4,34,2,3,50,1,1,50,1,2,50,1,1,40,1,3,30,1,3
3,27,1,26,10,1,9,2,0,18,2,4,15,2,3,15,1,1,20,1,2,50,1,1,15,1,3,15,2,3
0,17,17,0,7,7,0,1,34.57894737,40,1,4,34,1,3,42,1,1,39,1,2,44,1,1,31,1,3,31,1,3
2,23,17,6,9,7,2,2,20.40740741,30,1,4,36,1,3,36,1,1,39,1,2,40,1,1,38,2,3,32,2,3
2,19,12,7,9,4,5,2,21.91666667,37,1,4,36,1,3,24,2,1,36,1,2,29,2,1,21,1,3,40,1,3
0,17,0,17,7,0,7,2,0,20,1,4,12,1,3,8,1,1,21,1,2,19,1,1,11,1,3,7,1,3
0,17,17,0,7,7,0,2,4,31,1,4,30,1,3,34,1,1,34,1,2,36,1,1,31,1,3,32,1,3
0,17,17,0,7,7,0,1,25.52,34,1,4,33,1,3,48,1,1,39,1,2,42,1,1,32,1,3,35,1,3
6,33,17,16,13,7,6,2,7.5,30,2,4,38,2,3,30,1,1,45,2,2,50,2,1,44,2,3,30,2,3
1,20,17,3,8,7,1,2,33.15789474,30,1,4,33,1,3,38,1,1,39,1,2,42,1,1,36,2,3,40,1,3
4,30,11,19,13,4,9,2,6,33,1,4,46,3,3,23,3,1,21,2,2,34,1,1,25,2,3,34,1,3
0,17,17,0,7,7,0,1,37.1875,41,1,4,38,1,3,45,1,1,38,1,2,40,1,1,33,1,3,39,1,3
1,21,17,4,8,7,1,2,34.05882353,34,2,4,37,1,3,42,1,1,38,1,2,42,1,1,34,1,3,30,1,3
0,17,17,0,7,7,0,1,25.72727273,33,1,4,34,1,3,30,1,1,38,1,2,37,1,1,33,1,3,35,1,3
1,20,14,6,8,6,2,2,20.15384615,33,1,4,38,1,3,38,1,1,33,1,2,36,1,1,27,2,3,34,1,3
1,20,17,3,8,7,1,2,39.5625,31,1,4,35,2,3,48,1,1,41,1,2,42,1,1,33,1,3,33,1,3
2,23,17,6,9,7,2,2,19.78571429,33,1,4,34,2,3,37,1,1,38,1,2,38,1,1,34,2,3,33,1,3
1,25,17,8,9,7,2,2,28.65,39,3,4,30,1,3,37,1,1,30,1,2,34,1,1,36,1,3,30,1,3
0,17,0,17,7,0,7,2,0,0,1,4,0,1,3,0,1,1,20,1,2,19,1,1,0,1,3,0,1,3
0,17,17,0,7,7,0,1,26.36363636,35,1,4,32,1,3,31,1,1,48,1,2,42,1,1,42,1,3,30,1,3
2,28,13,15,10,6,4,2,25.7,16,3,4,48,2,3,38,1,1,38,1,2,39,1,1,38,1,3,36,1,3
0,17,17,0,7,7,0,1,37.125,39,1,4,30,1,3,42,1,1,39,1,2,41,1,1,45,1,3,30,1,3
3,34,17,17,12,7,5,2,25.5,41,3,4,41,3,3,34,1,1,31,1,2,43,1,1,37,1,3,33,2,3
1,20,17,3,8,7,1,2,19.25,30,1,4,30,2,3,37,1,1,36,1,2,37,1,1,39,1,3,31,1,3
0,17,17,0,7,7,0,1,35.89473684,42,1,4,36,1,3,45,1,1,40,1,2,38,1,1,42,1,3,39,1,3
3,32,13,19,12,6,6,2,31.71428571,21,3,4,30,2,3,38,1,1,32,3,2,39,1,1,33,1,3,32,1,3
2,28,13,15,10,6,4,2,17.75,19,3,4,48,2,3,36,1,1,31,1,2,33,1,1,35,1,3,37,1,3
0,17,17,0,7,7,0,1,37.5,36,1,4,37,1,3,46,1,1,42,1,2,42,1,1,48,1,3,30,1,3
0,17,17,0,7,7,0,1,34.78947368,30,1,4,30,1,3,50,1,1,43,1,2,42,1,1,46,1,3,31,1,3
1,23,17,6,9,7,2,2,33.31578947,30,1,4,38,3,3,37,1,1,38,1,2,40,1,1,45,1,3,30,1,3
0,17,17,0,7,7,0,1,26.48,32,1,4,34,1,3,40,1,1,41,1,2,39,1,1,49,1,3,31,1,3
