NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_DEM;VECES_DEM;CREDITOS_DEM;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_CIR_UNO;VECES_CIR_UNO;CREDITOS_CIR_UNO;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_HCI;VECES_HCI;CREDITOS_HCI;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_CIR_DOS;VECES_CIR_DOS;CREDITOS_CIR_DOS;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_EL_UNO;VECES_EL_UNO;CREDITOS_EL_UNO;NOTA_TERMO;VECES_TERMO;CREDITOS_TERMO;NOTA_MPI;VECES_MPI;CREDITOS_MPI;NOTA_PYE;VECES_PYE;CREDITOS_PYE;NOTA_ELD;VECES_ELD;CREDITOS_ELD;NOTA_EL_DOS;VECES_EL_DOS;CREDITOS_EL_DOS;NOTA_CIR_TRES;VECES_CIR_TRES;CREDITOS_CIR_TRES;NOTA_GEE;VECES_GEE;CREDITOS_GEE;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_IYM;VECES_IYM;CREDITO_IYM;NOTA_ASD;VECE_ASD;CREDITOS_ASD;NOTA_CEM;VECES_CEM;CREDITOS_CEM;NOTA_INSE;VECES_INSE;CREDITOS_INSE;NOTA_GENH;VECES_GENH;CREDITOS_GENH;NOTA_IO_UNO;VECES_IO_UNO;CREDITOS_IO_UNO;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_DDP;VECES_DDP;CREDITOS_DDP;NOTA_IO_DOS;VECES_IO_DOS;CREDITOS_IO_DOS;NOTA_CONEM;VECES_CONEM;CREDITOS_CONEM;NOTA_TDE;VECES_TDE;CREDITOS_TDE;NOTAS_RDC;VECES_RDC;CREDITOS_RDC;NOTA_CTRL;VECES_CTRL;CREDITOS_CTRL;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_ECO;VECES_ECO;CREDITOS_ECO;NOTA_AUTO;VECES_AUTO;CREDITOS_AUTO;NOTA_MAQEL;VECES_MAQEL;CREDITOS_MAQEL;NOTA_ELECPOT;VECES_ELECPOT;CREDITOS_ELECPOT;NOTA_ASP;VECES_ASP;CREDITOS_ASP;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_SUBEL;VECES_SUBEL;CREDITOS_SUBEL;NOTA_AIELEC;VECES_AIELEC;CREDITOS_AIELEC;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_ADMIN;VECES_ADMIN;CREDITOS_ADMIN;NOTA_PROTELEC;VECES_PROTELEC;CREDITOS_PROTELEC;NOTA_TGUNO;VECES_TGUNO;CREDITOS_TGUNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_TGDOS;VECES_TGDOS;CREDITOS_TGDOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
424;3,18128E+19;0;0;11;0;0;0;435,64;82,69;82,69;53,11;49,37;52,45;52,45;53,07;0;41,95;65,1;11;5;10;2;2010;3;26,82608696;1;23;17;6;9;7;2;2;37;0;16;16;0;7;7;0;1;28,14285714;1;21;18;3;7;6;1;2;28,54545455;2;22;17;5;9;7;2;2;30,52941176;1;17;14;3;7;6;1;1;25,60869565;1;23;17;6;9;7;2;2;26,42105263;1;19;15;4;8;6;2;2;39,5;0;12;12;0;6;6;0;1;30,63636364;1;11;9;2;6;5;1;1;17,5;1;4;2;2;2;1;1;2;12;5;30;1;4;33;1;3;45;1;1;45;1;2;50;1;1;41;3;3;30;1;3;30;1;3;47;1;1;36;1;3;41;1;3;33;1;3;40;1;2;45;1;1;31;1;3;33;2;3;41;1;3;30;1;3;31;1;3;31;1;3;38;1;2;34;1;2;37;1;3;31;1;3;49;1;2;34;2;2;38;2;3;0;0;3;45;1;3;35;1;2;34;2;3;39;1;2;30;1;2;37;1;2;32;1;2;42;1;3;32;1;2;35;3;3;32;1;3;37;1;2;30;1;2;35;1;2;0;0;3;30;1;2;33;3;2;30;1;3;36;1;3;36;1;3;0;0;3;44;1;2;43;1;2;46;1;1;48;1;2;32;1;3;31;1;2;0;0;3;41;1;2;0;0;2;0;0;3;41;1;1;42;1;2;31;2;2;34;1;2;0;0;2;0;0;3;0;0;3;35;2;2;9;70;58;12;12;29,07099223
425;3,18128E+19;0;1;20;1;265;7;441,03;66,5;66,5;50,98;50,5;51,08;51,08;60,01;0;49,38;45,98;20;6;10;2;2010;3;36,47058824;0;17;17;0;7;7;0;1;34,375;0;16;16;0;7;7;0;1;37,5;0;18;18;0;6;6;0;1;26,63157895;1;19;15;4;8;6;2;2;7,53125;4;32;4;28;13;2;11;2;6,5;1;4;0;4;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;30;1;4;30;1;3;45;1;1;45;1;2;50;1;1;45;1;3;30;1;3;40;1;3;35;1;1;30;1;3;35;1;3;30;1;3;35;1;2;40;1;1;36;1;3;40;1;3;35;1;3;41;1;3;36;1;3;37;1;3;36;1;2;0;2;2;39;1;3;30;1;3;30;1;2;34;1;2;33;1;3;0;0;3;1;2;3;9;3;2;24;4;3;37;1;2;5;2;2;32;1;2;0;0;2;0;0;3;13;2;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;6;43;28;15;7;14,90084172
426;3,18128E+19;0;0;8;0;0;0;470,52;71,05;71,05;63,26;57,48;60,74;60,74;51,72;0;48,87;47,79;19;5;10;2;2010;3;36,76470588;0;17;17;0;7;7;0;1;33,4375;0;16;16;0;7;7;0;1;15,5;4;36;15;21;12;5;7;2;28,16666667;1;12;8;4;5;3;2;2;25,3;0;10;4;6;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;35;1;4;30;1;3;45;1;1;45;1;2;50;1;1;40;1;3;30;1;3;30;1;3;35;1;1;40;1;3;30;1;3;30;1;3;35;1;2;40;1;1;35;3;3;22;2;3;30;1;3;33;1;3;30;2;3;36;3;3;39;1;2;28;2;2;0;0;3;36;1;3;0;0;2;0;0;2;32;1;3;0;0;3;22;1;3;35;1;2;19;1;3;0;0;2;0;0;2;30;1;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;5;35;24;11;10;13,91688725
427;3,18128E+19;1;0;10;0;0;0;434,04;57,34;57,34;51,21;59,76;52,61;52,61;57,54;0;48,58;49,22;10;3;10;3;2010;3;37,35294118;0;17;17;0;7;7;0;1;33,75;0;16;16;0;7;7;0;1;29,85714286;1;21;18;3;7;6;1;2;33,31578947;1;19;17;2;8;7;1;1;31;1;17;14;3;7;6;1;1;39,41176471;0;17;17;0;7;7;0;1;31,82352941;1;17;15;2;7;6;1;1;37,16666667;0;12;12;0;6;6;0;1;41,22222222;0;9;9;0;5;5;0;1;50;0;2;2;0;1;1;0;1;7;8;35;1;4;30;1;3;40;1;1;45;1;2;50;1;1;45;1;3;30;1;3;30;1;3;40;1;1;35;1;3;30;1;3;30;1;3;40;1;2;45;1;1;42;1;3;30;2;3;30;1;3;32;1;3;41;1;3;34;1;3;43;1;2;32;1;2;31;1;3;37;1;3;47;1;2;31;2;2;41;1;3;0;0;3;40;1;3;37;1;2;33;2;3;37;1;2;38;1;2;42;1;2;44;1;2;33;1;3;44;1;2;38;1;3;37;1;3;45;1;2;40;1;2;39;1;2;0;0;3;37;1;2;31;2;2;37;1;3;37;1;3;35;1;3;0;0;3;35;1;2;46;1;2;42;1;1;35;1;2;32;1;3;38;1;2;0;0;3;43;1;2;0;0;2;0;0;3;41;1;1;44;1;2;33;1;2;45;1;2;0;0;2;0;0;3;0;0;3;50;1;2;4;62;62;4;7;36,49000565
428;3,18128E+19;0;0;18;0;0;0;443,16;58,94;58,94;50,58;54,59;58,8;58,8;59,3;0;46,59;67,51;18;3;10;2;2010;3;38,82352941;0;17;17;0;7;7;0;1;33,4;0;15;15;0;6;6;0;1;24,375;2;24;18;6;8;6;2;2;33,88235294;0;17;15;2;7;6;1;1;24,8125;2;16;11;5;7;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;40;1;4;45;1;3;45;1;1;30;1;2;50;1;1;35;1;3;35;1;3;32;1;3;0;0;1;30;1;3;31;1;3;32;1;3;40;1;2;46;1;1;30;1;3;37;2;3;31;1;3;30;1;3;37;2;3;30;1;3;42;1;2;26;1;2;36;1;3;31;1;3;37;1;2;33;1;2;33;1;3;0;0;3;41;2;3;35;1;2;0;0;3;41;1;2;30;2;2;31;1;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;4;35;30;5;8;15,52933824
429;3,18128E+19;0;2;11;1;20;5;440,83;64,24;64,24;50,58;52,83;56,64;56,64;57,16;0;48,86;50,86;11;5;10;2;2010;3;37,64705882;0;17;17;0;7;7;0;1;35,75;0;16;16;0;7;7;0;1;32,5;0;18;18;0;6;6;0;1;37,23529412;0;17;17;0;7;7;0;1;36,07142857;0;14;14;0;6;6;0;1;39,47058824;0;17;17;0;7;7;0;1;25,83333333;1;18;15;3;7;6;1;2;28,8;1;15;12;3;7;6;1;2;39,66666667;0;9;9;0;5;5;0;1;0;1;8;0;8;4;0;4;2;2;6;30;1;4;40;1;3;40;1;1;50;1;2;50;1;1;40;1;3;30;1;3;30;1;3;42;1;1;40;1;3;30;1;3;35;1;3;40;1;2;45;1;1;31;1;3;35;1;3;30;1;3;31;1;3;34;1;3;34;1;3;40;1;2;34;1;2;40;1;3;37;1;3;30;1;2;37;1;2;40;1;3;0;0;3;30;1;3;37;1;2;35;1;3;39;1;2;32;1;2;47;1;2;36;1;2;39;1;3;36;1;2;40;1;3;40;1;3;41;1;2;44;1;2;32;1;2;0;0;3;30;1;2;34;1;2;30;1;3;31;1;3;30;2;3;0;0;3;32;1;2;46;1;2;43;1;1;35;1;2;33;2;3;32;1;2;0;0;3;30;1;2;0;0;2;0;0;3;43;1;1;50;1;2;33;1;2;44;1;2;0;0;2;0;0;3;0;0;3;0;4;2;3;63;57;6;2;31,29743697
430;3,18128E+19;0;1;20;1;222;21;474,5;53,42;53,42;46,37;55,66;68,26;68,26;74,35;0;65,26;47,66;20;6;4;3;2010;3;16,71428571;2;35;14;21;13;6;7;2;7;3;30;3;27;13;2;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;30;1;4;40;3;3;45;1;1;50;1;2;50;1;1;30;1;3;20;5;3;15;4;3;15;3;1;15;4;3;0;0;3;0;0;3;35;1;2;35;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;5;26;8;18;7;2,371428571
431;3,18128E+19;1;0;20;0;0;0;440,34;57,29;57,29;50,54;50,26;62,84;62,84;49,79;0;56,42;46,35;20;6;10;2;2010;3;39,11764706;0;17;17;0;7;7;0;1;35,625;0;16;16;0;7;7;0;1;36,33333333;0;18;18;0;6;6;0;1;33,68421053;1;19;17;2;8;7;1;1;32,17647059;1;17;14;3;7;6;1;1;37,47058824;0;17;17;0;7;7;0;1;31,35294118;1;17;15;2;7;6;1;1;33,26666667;1;15;12;3;7;6;1;1;41,44444444;0;9;9;0;5;5;0;1;50;0;2;2;0;1;1;0;1;15;8;35;1;4;35;1;3;45;1;1;50;1;2;50;1;1;40;1;3;35;1;3;30;1;3;40;1;1;35;1;3;35;1;3;35;1;3;40;1;2;45;1;1;34;1;3;37;1;3;35;1;3;34;1;3;40;1;3;38;1;3;40;1;2;34;1;2;38;1;3;31;1;3;45;2;2;36;1;2;41;1;3;0;0;3;40;1;3;41;1;2;35;2;3;40;1;2;34;1;2;46;1;2;32;1;2;33;1;3;38;1;2;44;1;3;40;1;3;40;1;2;33;1;2;43;1;2;0;0;3;36;1;2;36;2;2;36;1;3;32;1;3;33;1;3;0;0;3;46;1;2;44;1;2;45;1;1;40;1;2;42;2;3;34;1;2;0;0;3;44;1;2;0;0;2;0;0;3;47;1;1;42;1;2;35;1;2;42;1;2;0;0;2;0;0;3;0;0;3;50;1;2;4;62;62;4;15;37,0471302
432;3,18128E+19;0;2;8;1;20;5;443,71;61,53;61,53;53,11;58,28;48,26;48,26;53,07;0;51,14;56,48;8;3;10;2;2010;3;17,64705882;0;17;1;16;7;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;15;1;4;15;1;3;15;1;1;20;1;2;50;1;1;15;1;3;15;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;7;1;6;1;1,764705882
433;3,18128E+19;0;1;7;1;20;5;450,72;53,42;53,42;49,04;47,6;61,16;61,16;65,51;0;62,81;57,84;7;5;10;2;2010;3;23,21428571;2;28;17;11;10;7;3;2;36,1875;0;16;16;0;7;7;0;1;30,28571429;1;21;18;3;7;6;1;1;26,56521739;1;23;17;6;9;7;2;2;26,78947368;2;19;14;5;8;6;2;2;27,04545455;2;22;17;5;9;7;2;2;25,38095238;1;21;15;6;8;6;2;2;30,26666667;1;15;12;3;7;6;1;1;37,88888889;0;9;9;0;5;5;0;1;25;1;4;2;2;2;1;1;2;1;8;40;3;4;45;1;3;40;1;1;35;1;2;50;1;1;35;2;3;30;1;3;33;1;3;35;1;1;30;1;3;40;1;3;35;1;3;40;1;2;50;1;1;35;2;3;33;1;3;40;1;3;34;1;3;39;1;3;31;1;3;38;1;2;34;1;2;39;1;3;35;3;3;43;1;2;33;1;2;31;1;3;0;0;3;42;1;3;38;1;2;31;2;3;34;1;2;30;2;2;43;1;2;33;1;2;41;1;3;35;1;2;30;2;3;36;1;3;39;1;2;30;2;2;43;1;2;0;0;3;32;1;2;31;1;2;32;1;3;38;1;3;37;3;3;0;0;3;43;1;2;46;1;2;42;1;1;39;1;2;30;2;3;33;1;2;0;0;3;37;1;2;0;0;2;0;0;3;41;1;1;43;1;2;31;1;2;39;1;2;0;0;2;0;0;3;0;0;3;50;2;2;11;72;72;14;1;28,86241536
434;3,18128E+19;0;1;20;1;142;34;446,34;52,06;52,06;54,91;59,94;58,52;58,52;50,09;0;41,86;43,48;20;6;10;1;2010;3;17,05882353;3;34;17;17;13;7;6;2;21,35714286;3;28;16;12;11;7;4;2;20,3;4;30;15;15;10;5;5;2;25,29411765;1;17;13;4;7;5;2;2;10;0;5;0;5;2;0;2;2;19;0;2;0;2;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;31;4;4;35;1;3;36;3;1;35;1;2;50;1;1;30;1;3;35;2;3;34;1;3;35;1;1;35;2;3;39;2;3;42;3;3;35;1;2;43;1;1;38;2;3;29;1;3;39;2;3;31;2;3;33;1;3;33;2;3;41;1;2;30;3;2;30;1;3;34;1;3;0;0;2;0;0;2;32;1;3;0;0;3;0;0;3;0;0;2;8;1;3;0;0;2;0;0;2;13;1;2;19;1;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;11;44;24;20;2;11,3010084
435;3,18128E+19;0;1;10;1;20;5;410,88;51,49;51,49;50,58;52,83;46,1;46,1;42,7;0;48,86;45,94;10;3;5;2;2010;3;28,80952381;1;21;17;4;8;7;1;2;23,56;3;25;16;9;10;7;3;2;27,875;2;24;18;6;8;6;2;2;26,77272727;2;22;17;5;9;7;2;2;23,33333333;1;18;9;9;7;4;3;2;41;0;2;2;0;1;1;0;1;33;0;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;30;2;4;45;1;3;40;1;1;40;1;2;50;1;1;30;1;3;30;1;3;30;1;3;35;1;1;39;2;3;43;2;3;31;2;3;40;1;2;45;1;1;43;1;3;30;2;3;43;2;3;31;1;3;34;1;3;42;1;3;40;1;2;33;1;2;36;1;3;31;2;3;40;1;2;30;2;2;34;1;3;0;0;3;44;1;3;33;1;2;20;3;3;42;1;2;0;0;2;39;1;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;41;1;2;0;0;2;33;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;9;44;33;11;13;20,43505844
436;3,18128E+19;1;2;16;1;20;5;444,13;70,11;70,11;55,86;54,3;48,26;48,26;52,77;0;44,51;65,1;16;2;10;3;2010;3;33;1;20;17;3;8;7;1;1;34;0;16;16;0;7;7;0;1;30,71428571;1;21;18;3;7;6;1;1;36,05882353;0;17;17;0;7;7;0;1;28,88235294;1;17;14;3;7;6;1;2;29,04545455;2;22;17;5;9;7;2;2;28,2;2;20;15;5;8;6;2;2;36,83333333;0;12;12;0;6;6;0;1;39,66666667;0;9;9;0;5;5;0;1;50;0;2;2;0;1;1;0;1;15;8;40;1;4;35;1;3;40;1;1;40;1;2;50;1;1;40;2;3;35;1;3;30;1;3;35;1;1;38;1;3;30;1;3;30;1;3;40;1;2;45;1;1;31;1;3;37;2;3;30;1;3;40;1;3;38;1;3;39;1;3;39;1;2;33;1;2;36;1;3;38;1;3;32;1;2;30;1;2;41;1;3;0;0;3;34;1;3;37;1;2;35;2;3;38;1;2;34;1;2;33;1;2;36;2;2;41;1;3;40;1;2;38;2;3;36;1;3;36;1;2;35;1;2;44;1;2;0;0;3;40;1;2;36;2;2;40;1;3;30;2;3;38;1;3;0;0;3;45;1;2;33;1;2;35;1;1;43;1;2;33;1;3;33;1;2;0;0;3;42;1;2;0;0;2;0;0;3;45;1;1;40;1;2;32;1;2;42;1;2;0;0;2;0;0;3;0;0;3;50;1;2;7;65;65;7;15;34,64009167
437;3,18128E+19;0;2;20;1;120;15;454,58;58,94;58,94;57,99;49,37;58,8;58,8;63,98;0;51,14;67,51;8;3;10;3;2010;3;19,11764706;0;17;1;16;7;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;15;1;4;15;1;3;15;1;1;25;1;2;50;1;1;15;1;3;20;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;7;1;6;7;1,911764706
438;3,18128E+19;0;2;2;3;20;5;443,95;68,11;68,11;51,21;50,44;56,52;56,52;51,5;0;51,15;44,92;10;3;10;3;2010;3;15,71428571;4;28;7;21;11;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;20;2;4;30;1;3;40;2;1;30;1;2;50;1;1;20;2;3;20;2;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;4;11;4;7;12;1,571428571
