NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_DEM;VECES_DEM;CREDITOS_DEM;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_CIR_UNO;VECES_CIR_UNO;CREDITOS_CIR_UNO;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_HCI;VECES_HCI;CREDITOS_HCI;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_CIR_DOS;VECES_CIR_DOS;CREDITOS_CIR_DOS;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_EL_UNO;VECES_EL_UNO;CREDITOS_EL_UNO;NOTA_TERMO;VECES_TERMO;CREDITOS_TERMO;NOTA_MPI;VECES_MPI;CREDITOS_MPI;NOTA_PYE;VECES_PYE;CREDITOS_PYE;NOTA_ELD;VECES_ELD;CREDITOS_ELD;NOTA_EL_DOS;VECES_EL_DOS;CREDITOS_EL_DOS;NOTA_CIR_TRES;VECES_CIR_TRES;CREDITOS_CIR_TRES;NOTA_GEE;VECES_GEE;CREDITOS_GEE;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_IYM;VECES_IYM;CREDITO_IYM;NOTA_ASD;VECE_ASD;CREDITOS_ASD;NOTA_CEM;VECES_CEM;CREDITOS_CEM;NOTA_INSE;VECES_INSE;CREDITOS_INSE;NOTA_GENH;VECES_GENH;CREDITOS_GENH;NOTA_IO_UNO;VECES_IO_UNO;CREDITOS_IO_UNO;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_DDP;VECES_DDP;CREDITOS_DDP;NOTA_IO_DOS;VECES_IO_DOS;CREDITOS_IO_DOS;NOTA_CONEM;VECES_CONEM;CREDITOS_CONEM;NOTA_TDE;VECES_TDE;CREDITOS_TDE;NOTAS_RDC;VECES_RDC;CREDITOS_RDC;NOTA_CTRL;VECES_CTRL;CREDITOS_CTRL;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_ECO;VECES_ECO;CREDITOS_ECO;NOTA_AUTO;VECES_AUTO;CREDITOS_AUTO;NOTA_MAQEL;VECES_MAQEL;CREDITOS_MAQEL;NOTA_ELECPOT;VECES_ELECPOT;CREDITOS_ELECPOT;NOTA_ASP;VECES_ASP;CREDITOS_ASP;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_SUBEL;VECES_SUBEL;CREDITOS_SUBEL;NOTA_AIELEC;VECES_AIELEC;CREDITOS_AIELEC;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_ADMIN;VECES_ADMIN;CREDITOS_ADMIN;NOTA_PROTELEC;VECES_PROTELEC;CREDITOS_PROTELEC;NOTA_TGUNO;VECES_TGUNO;CREDITOS_TGUNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_TGDOS;VECES_TGDOS;CREDITOS_TGDOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
988;3,18602E+19;0;1;6;1;20;5;392,38;66,56;66,56;59,37;54,03;62,45;62,45;59,89;0;36,24;71,53;5;6;10;2;2013;3;6,580645161;6;31;3;28;13;1;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;2;2;4;12;2;3;10;2;1;0;2;2;21;2;1;31;1;3;12;2;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;6;13;1;12;12;0,658064516
989;3,18602E+19;1;0;20;0;0;0;390;61;61;66;50;63;63;52;0;50;52;20;6;10;2;2013;3;23,11111111;3;27;17;10;10;7;3;2;28,875;0;16;10;6;7;5;2;2;27;0;3;0;3;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;30;2;4;47;2;3;38;1;1;40;1;2;47;1;1;35;1;3;31;2;3;30;1;3;42;1;1;35;1;3;27;1;3;7;1;3;38;1;2;47;1;1;0;0;3;0;0;3;27;1;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;44;1;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;3;19;13;6;14;12,29861111
990;3,18602E+19;0;0;10;0;0;0;412;58;58;55;54;74;74;54;0;56;60;10;3;10;2;2013;3;33,89473684;1;19;17;2;9;7;2;1;20,25;3;28;16;12;11;7;4;2;22,88888889;2;27;18;9;9;6;3;2;26,36363636;2;22;17;5;9;7;2;2;35,78571429;0;14;14;0;6;6;0;1;28,16666667;3;24;17;7;10;7;3;2;26,11111111;1;18;15;3;7;6;1;2;29,66666667;0;12;9;3;6;5;1;2;38,33333333;0;3;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;11;2;35;1;4;39;1;3;35;3;1;44;1;2;42;1;1;43;1;3;31;1;3;35;2;3;40;1;1;35;1;3;36;3;3;31;2;3;33;1;2;50;1;1;30;1;3;30;1;3;36;3;3;36;2;3;34;1;3;40;1;3;37;2;2;30;1;2;32;1;3;40;1;3;30;1;2;31;1;2;36;2;3;0;0;3;37;1;3;35;1;2;36;1;3;30;1;2;36;1;2;40;1;2;35;2;2;47;1;3;34;1;2;41;2;3;40;1;3;45;1;2;32;2;2;33;1;2;0;0;3;30;1;2;31;1;2;30;2;3;33;1;3;31;1;3;0;0;3;42;1;2;33;1;2;47;1;1;30;1;2;11;1;3;33;1;2;0;0;3;41;1;2;0;0;2;0;0;3;33;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;12;69;53;16;11;26,14607542
991;3,18602E+19;0;2;7;1;20;5;401;68;68;54;58;58;58;56;0;45;77;7;5;10;2;2013;3;39;0;17;17;0;7;7;0;1;40,5;0;16;16;0;7;7;0;1;33,42857143;1;21;18;3;7;6;1;1;40,64705882;0;17;17;0;7;7;0;1;35,42857143;0;14;14;0;6;6;0;1;41,94117647;0;17;17;0;7;7;0;1;37,33333333;0;15;15;0;6;6;0;1;42,5;0;12;12;0;6;6;0;1;45;0;9;9;0;5;5;0;1;50;0;2;2;0;1;1;0;1;14;8;34;1;4;40;1;3;39;1;1;47;1;2;46;1;1;40;1;3;36;1;3;32;1;3;48;1;1;44;1;3;38;1;3;38;1;3;47;1;2;50;1;1;41;1;3;37;2;3;38;1;3;38;1;3;35;1;3;45;1;3;46;1;2;41;1;2;42;1;3;38;1;3;41;1;2;30;1;2;45;1;3;0;0;3;32;1;3;31;1;2;32;1;3;30;1;2;42;1;2;49;1;2;44;1;2;47;1;3;39;1;2;42;1;3;42;1;3;46;1;2;31;1;2;43;1;2;0;0;3;38;1;2;34;1;2;38;1;3;30;1;3;42;1;3;0;0;3;49;1;2;43;1;2;47;1;1;45;1;2;33;1;3;45;1;2;0;0;3;45;1;2;0;0;2;0;0;3;43;1;1;48;1;2;41;1;2;47;1;2;0;0;2;0;0;3;0;0;3;50;1;2;1;59;59;1;14;40,57787115
992;3,18602E+19;0;1;8;1;20;5;417;74;74;46;54;57;57;64;0;56;83;8;3;10;2;2013;3;29,33333333;1;21;17;4;8;7;1;2;38,0625;0;16;16;0;7;7;0;1;23;3;27;18;9;9;6;3;2;26,63636364;2;22;17;5;9;7;2;2;24,64285714;1;14;9;5;6;4;2;2;39,6;0;5;5;0;2;2;0;1;23,5;0;4;2;2;2;1;1;2;44,4;0;5;5;0;3;3;0;1;42,8;0;5;5;0;3;3;0;1;0;0;0;0;0;0;0;0;0;2;2;31;2;4;33;1;3;37;1;1;43;1;2;42;1;1;43;1;3;33;1;3;32;1;3;47;1;1;43;1;3;31;1;3;33;1;3;48;1;2;49;1;1;32;2;3;32;2;3;31;1;3;38;1;3;39;1;3;35;2;3;33;1;2;38;1;2;30;1;3;42;1;3;31;2;2;35;1;2;32;2;3;0;0;3;32;1;3;34;1;2;19;1;3;30;1;2;32;2;2;0;0;2;30;1;2;46;1;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;47;1;2;0;0;3;0;1;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;43;1;2;44;1;2;48;1;1;0;0;2;0;0;3;0;0;2;0;0;3;41;1;2;0;0;2;0;0;3;44;1;1;0;0;2;0;0;2;44;1;2;0;0;2;0;0;3;0;0;3;0;0;2;7;49;40;9;2;29,19750541
993;3,18602E+19;0;0;10;0;0;0;399;61;61;60;65;57;57;47;0;56;54;10;3;10;3;2013;3;40,64705882;0;17;17;0;7;7;0;1;35,26315789;1;19;16;3;8;7;1;1;32,42857143;1;21;18;3;7;6;1;1;37,26666667;0;15;15;0;6;6;0;1;24,53333333;2;15;11;4;7;5;2;2;42;0;4;4;0;2;2;0;1;43;0;2;2;0;1;1;0;1;43,5;0;4;4;0;2;2;0;1;40;0;3;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;6;5;39;1;4;44;1;3;38;1;1;47;1;2;46;1;1;41;1;3;34;1;3;32;1;3;48;1;1;45;1;3;44;2;3;39;1;3;46;1;2;50;1;1;36;1;3;32;1;3;44;2;3;40;1;3;35;1;3;40;1;3;0;0;2;38;1;2;45;1;3;40;1;3;30;1;2;36;1;2;32;1;3;0;0;3;30;1;3;40;2;2;0;0;3;33;2;2;34;1;2;32;1;2;47;1;2;0;0;3;37;1;2;0;0;3;0;0;3;0;0;2;0;0;2;43;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;40;1;2;47;1;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;38;1;2;0;0;2;0;0;3;44;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;4;42;38;4;6;33,86387881
994;3,18602E+19;0;1;5;1;20;5;406;64;64;53;54;61;61;57;0;46;57;5;6;10;1;2013;3;24,74074074;2;27;17;10;10;7;3;2;28,9375;0;16;7;9;7;4;3;2;20;0;3;0;3;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;2;2;0;1;1;0;1;25,71428571;1;7;3;4;4;2;2;2;24;0;1;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;3;7;37;2;4;46;3;3;35;1;1;42;1;2;47;1;1;41;1;3;31;1;3;27;1;3;34;1;1;41;1;3;20;1;3;13;1;3;39;1;2;48;1;1;0;0;3;0;0;3;20;1;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;38;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;44;1;2;24;2;2;44;1;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;24;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;3;24;14;10;3;16,13925265
995;3,18602E+19;0;1;18;1;20;5;411;64;64;54;60;57;57;58;0;58;53;4;4;10;1;2013;3;13,59259259;3;27;7;20;10;4;6;2;8,4;0;5;0;5;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;2;4;15;2;3;32;1;1;32;1;2;33;1;1;40;1;3;19;2;3;0;0;3;16;1;1;7;1;3;0;0;3;0;0;3;0;0;2;5;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;3;13;4;9;3;2,199259259
996;3,18602E+19;0;2;9;1;20;5;401;70;70;51;61;57;57;59;0;43;60;9;4;10;3;2013;3;21,58064516;2;31;17;14;11;7;4;2;33,15789474;1;19;16;3;8;7;1;1;35;0;18;18;0;6;6;0;1;25,85;2;20;15;5;8;6;2;2;24,85;1;20;14;6;8;6;2;2;31,05263158;1;19;15;4;8;6;2;2;35,5;0;10;10;0;4;4;0;1;39,2;0;5;5;0;3;3;0;1;36,33333333;0;3;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;4;2;37;3;4;46;3;3;33;1;1;41;1;2;43;1;1;42;1;3;33;1;3;30;1;3;42;1;1;42;1;3;44;1;3;36;2;3;42;1;2;48;1;1;37;1;3;32;1;3;44;1;3;31;1;3;30;1;3;36;1;3;0;0;2;33;1;2;42;2;3;34;1;3;31;2;2;31;1;2;33;1;3;0;0;3;33;1;3;36;1;2;36;3;3;40;1;2;35;1;2;34;1;2;46;3;2;50;1;3;0;0;2;42;1;3;32;1;3;31;1;2;32;1;2;42;1;2;0;0;3;35;1;2;0;0;2;35;1;3;0;0;3;32;1;3;0;0;3;41;1;2;0;0;2;48;1;1;33;1;2;0;0;3;0;0;2;0;0;3;35;1;2;0;0;2;0;0;3;39;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;7;58;47;11;4;28,25245048
997;3,18602E+19;0;1;20;1;178;15;404;59;59;60;53;62;62;63;0;53;47;20;6;10;2;2013;3;37,29411765;0;17;17;0;7;7;0;1;21,96;3;25;16;9;10;7;3;2;29,28571429;1;21;18;3;7;6;1;2;24,56521739;2;23;17;6;9;7;2;2;21,29166667;2;24;14;10;10;6;4;2;29,4;2;20;15;5;8;6;2;2;36;0;7;7;0;3;3;0;1;40,8;0;5;5;0;3;3;0;1;39,33333333;0;3;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;15;2;33;1;4;34;1;3;39;1;1;47;1;2;42;1;1;42;1;3;33;1;3;30;2;3;44;1;1;32;2;3;30;1;3;34;2;3;41;1;2;45;1;1;40;2;3;39;1;3;30;1;3;33;1;3;30;1;3;33;1;3;37;1;2;34;1;2;30;2;3;34;1;3;30;1;2;30;1;2;37;2;3;0;0;3;42;1;3;36;3;2;37;3;3;37;1;2;30;1;2;34;1;2;35;2;2;50;1;3;38;1;2;42;2;3;32;1;3;35;1;2;0;0;2;41;1;2;0;0;3;34;1;2;0;0;2;34;1;3;0;0;3;0;0;3;0;0;3;36;1;2;42;1;2;48;1;1;0;0;2;0;0;3;0;0;2;0;0;3;41;1;2;0;0;2;0;0;3;36;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;10;59;47;12;15;27,99300493
998;3,18602E+19;0;0;8;0;0;0;420;58;58;55;75;57;57;65;0;56;61;5;6;10;1;2013;3;39;0;17;17;0;7;7;0;1;29,59090909;2;22;16;6;9;7;2;2;20,4;4;30;18;12;10;6;4;2;35,64705882;0;17;17;0;7;7;0;1;33,14285714;0;14;14;0;6;6;0;1;34,52631579;1;19;17;2;8;7;1;1;35,06666667;0;15;15;0;6;6;0;1;27,66666667;1;15;9;6;7;5;2;2;41,8;0;5;5;0;3;3;0;1;0;0;0;0;0;0;0;0;0;14;2;35;1;4;42;1;3;40;1;1;46;1;2;46;1;1;42;1;3;31;1;3;41;2;3;48;1;1;47;1;3;34;2;3;32;1;3;46;1;2;49;1;1;34;2;3;32;2;3;34;2;3;37;2;3;31;1;3;36;1;3;32;1;2;40;1;2;40;1;3;37;1;3;30;1;2;33;1;2;35;1;3;0;0;3;32;1;3;33;1;2;34;1;3;30;1;2;30;1;2;40;1;2;35;1;2;50;1;3;36;2;2;31;1;3;39;1;3;43;1;2;34;1;2;45;1;2;0;0;3;38;1;2;30;1;2;38;1;3;32;1;3;30;1;3;0;0;3;43;1;2;39;1;2;39;1;1;45;1;2;18;2;3;34;1;2;0;0;3;42;1;2;0;0;2;0;0;3;41;1;1;42;1;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;8;63;54;9;14;29,68404742
999;3,18602E+19;0;2;10;1;20;5;402,85;70,78;70,78;44,37;71,9;67,34;67,34;55,21;0;39,78;73,24;10;3;10;2;2013;3;38,64705882;0;17;17;0;7;7;0;1;35;0;13;13;0;6;6;0;1;3,727272727;5;33;3;30;11;1;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;36;1;4;43;1;3;36;1;1;41;1;2;44;1;1;40;1;3;34;1;3;31;1;3;35;1;1;0;0;3;30;1;3;34;1;3;44;1;2;47;1;1;0;2;3;0;2;3;30;1;3;1;2;3;7;2;3;3;2;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;5;24;14;10;15;7,737433155
1000;3,18602E+19;0;0;20;0;0;0;397;65;65;52;60;67;67;56;0;41;54;20;6;10;2;2013;3;26,30434783;2;23;17;6;9;7;2;2;19,82142857;3;28;13;15;11;6;5;2;34,5;0;6;6;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;2;2;0;1;1;0;1;41;0;2;2;0;1;1;0;1;43;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;7;30;1;4;35;1;3;37;1;1;41;1;2;45;1;1;40;2;3;32;2;3;26;3;3;40;1;1;42;2;3;34;1;3;30;2;3;39;1;2;41;1;1;0;0;3;0;0;3;34;1;3;0;0;3;0;0;3;35;1;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;44;1;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;41;1;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;43;1;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;5;25;18;7;1;20,86257764
1001;3,18602E+19;0;0;20;0;0;0;397;55;55;59;51;72;72;56;0;47;61;19;5;10;2;2013;3;5,764705882;0;17;0;17;7;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;6;1;4;2;1;3;2;1;1;19;1;2;4;1;1;0;1;3;8;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;2;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;2;0;0;3;0;0;1;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;7;0;7;1;0,576470588
1002;3,18602E+19;0;2;11;1;20;5;404;61;61;55;59;59;59;59;0;50;52;11;5;10;2;2013;3;22,37037037;3;27;17;10;10;7;3;2;36,75;0;16;16;0;7;7;0;1;31,85714286;1;21;18;3;7;6;1;2;38,11764706;0;17;17;0;7;7;0;1;36,85714286;0;14;14;0;6;6;0;1;31,71428571;2;21;17;4;9;7;2;2;29,77777778;1;18;15;3;7;6;1;2;35,25;0;12;9;3;6;5;1;1;38,42857143;0;7;7;0;4;4;0;1;0;0;0;0;0;0;0;0;0;3;2;32;2;4;37;2;3;32;1;1;46;1;2;40;1;1;32;1;3;35;2;3;32;1;3;41;1;1;37;1;3;32;1;3;38;1;3;41;1;2;48;1;1;37;1;3;33;1;3;32;1;3;41;1;3;39;1;3;41;2;3;32;1;2;36;1;2;38;1;3;38;1;3;40;1;2;39;1;2;42;1;3;0;0;3;40;1;3;35;1;2;38;1;3;37;1;2;39;1;2;30;1;2;41;1;2;50;1;3;37;2;2;30;1;3;34;1;3;42;1;2;42;2;2;41;1;2;0;0;3;35;1;2;39;1;2;35;1;3;31;1;3;36;2;3;0;0;3;35;1;2;43;1;2;48;1;1;36;1;2;27;1;3;33;1;2;0;0;3;39;1;2;0;0;2;0;0;3;39;1;1;33;1;2;0;0;2;43;1;2;0;0;2;0;0;3;0;0;3;0;0;2;7;63;55;8;3;30,11229381
