NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;RENDIMIENTO_1;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;RENDIMIENTO_2;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;RENDIMIENTO_3;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;RENDIMIENTO_4;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;RENDIMIENTO_5;PROMEDIO_SIES;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;RENDIMIENTO_6;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;RENDIMIENTO_7;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;RENDIMIENTO_8;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_9;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;RENDIMIENTO_10;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;CREDITOS_DIFERENCIAL;NOTA_PROG_BASICA;VECES_PROG_BASICA;CREDITOS_PROG_BASICA;NOTA_CATEDRA_FJC;VECES_CATEDRA_FJC;CREDITOS_CATEDRA_FJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_CATEDRA_DEM;VECES_CATEDRA_DEM;CREDITOS_CATEDRA_DEM;NOTA_CATEDRA_CON;VECES_CATEDRA_CON;CREDITOS_CATEDRA_CON;NOTA_LOGICA;VECES_LOGICA;CREDITOS_LOGICA;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_SEGUNDA_LENGUA_UNO;VECES_SEGUNDA_LENGUA_UNO;CREDITOS_SEGUNDA_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_PROG_ORIENTADA;VECES_PROG_ORIENTADA;CREDITOS_PROG_ORIENTADA;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_GT_UNO;VECES_GT_UNO;CREDITOS_GT_UNO;NOTA_SEGUNDA_LENGUA_DOS;VECES_SEGUNDA_LENGUA_DOS;CREDITOS_SEGUNDA_LENGUA_DOS;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_PROG_AVANZADA;VECES_PROG_AVANZADA;CREDITOS_PROG_AVANZADA;NOTA_SEGUNDA_LENGUA_TRES;VECES_SEGUNDA_LENGUA_TRES;CREDITOS_SEGUNDA_LENGUA_TRES;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_GT_DOS;VECES_GT_DOS;CREDITOS_GT_DOS;NOTA_MAT_ESP;VECES_MAT_ESP;CREDITOS_MAT_ESP;NOTA_MOD_PROG_UNO;VECES_MOD_PROG_UNO;CREDITOS_MOD_PROG_UNO;NOTA_A_SISTEMAS;VECES_A_SISTEMAS;CREDITOS_A_SISTEMAS;NOTA_METODOS_NUM;VECES_METODOS_NUM;CREDITOS_METODOS_NUM;NOTA_FUND_BASES;VECES_FUND_BASES;CREDITOS_FUND_BASES;NOTA_MAT_DIS;VECES_MAT_DIS;CREDITOS_MAT_DIS;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_ARQ_COMP;VECES_ARQ_COMP;CREDITOS_ARQ_COMP;NOTA_MOD_PROG_DOS;VECES_MOD_PROG_DOS;CREDITOS_MOD_PROG_DOS;NOTA_CIENCIAS_COMP_UNO;VECES_CIENCIAS_COMP_UNO;CREDITOS_CIENCIAS_COMP_UNO;NOTA_INV_OP_UNO;VECES_INV_OP_UNO;CREDITOS_INV_OP_UNO;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_HISTORIA_COL;VECES_HISTORIA_COL;CREDITOS_HISTORIA_COL;NOTA_GI_UNO;VECES_GI_UNO;CREDITOS_GI_UNO;NOTA_CIBERNETICA_UNO;VECES_CIBERNETICA_UNO;CREDITOS_CIBERNETICA_UNO;NOTA_REDES_COM_UNO;VECES_REDES_COM_UNO;CREDITOS_REDES_COM_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_CIENCIAS_COMP_DOS;CREDITOS_CIENCIAS_COMP_DOS;NOTA_INV_OP_DOS;VECES_INV_OP_DOS;CREDITOS_INV_OP_DOS;NOTA_ESTADISTICA;VECES_ESTADISTICA;CREDITOS_ESTADISTICA;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_ECONOMIA;VECES_ECONOMIA;CREDITOS_ECONOMIA;NOTA_GT_TRES;VECES_GT_TRES;CREDITOS_GT_TRES;NOTA_CIBERNETICA_UDOS;VECES_CIBERNETICA_DOS;CREDITOS_CIBERNETICA_DOS;NOTA_REDES_COM_DOS;VECES_REDES_COM_DOS;CREDITOS_REDES_COM_DOS;NOTA_INV_OP_TRES;VECES_INV_OP_TRES;CREDITOS_INV_OP_TRES;NOTA_F_ING_SOF;VECES_F_ING_SOF;CREDITOS_F_ING_SOF;NOTA_GI_DOS;VECES_GI_DOS;CREDITOS_GI_DOS;NOTA_FUND_IA;VECES_FUND_IA;CREDITOS_FUND_IA;NOTA_EI_OP_AI;VECES_EI_OP_AI;CREDITOS_EI_OP_AI;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;NOTA_EI_OP_BI;VECES_EI_OP_BI;CREDITOS_EI_OP_BI;NOTA_ING_ECONOMICA;VECES_ING_ECONOMICA;CREDITOS_ING_ECONOMICA;NOTA_CIBERNETICA_TRES;VECES_CIBERNETICA_TRES;CREDITOS_CIBERNETICA_TRES;NOTA_REDES_COM_TRES;VECES_REDES_COM_TRES;CREDITOS_REDES_COM_TRES;NOTA_DIS_ARQ_SOFT;VECES_DIS_ARQ_SOFT;CRADITOS_DIS_ARQ_SOFT;NOTA_EI_OP_AII;VECES_EI_OP_AII;CREDITOS_EI_OP_AII;NOTA_EI_OP_BII;VECES_EI_OP_BII;CREDITOS_EI_OP_BII;NOTA_EI_OP_CI;VECES_EI_OP_CI;CREDITOS_EI_OP_CI;NOTA_GES_CAL_VAL_SOFT;VECES_GES_CAL_VAL_SOFT;CREDITOS_GES_CAL_VAL_SOFT;NOTA_SIS_OP;VECES_SIS_OP;CREDITOS_SIS_OP;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_EI_OP_AIII;VECES_EI_OP_AIII;CREDITOS_EI_OP_AIII;NOTA_EI_OP_BIII;VECES_EI_OP_BIII;CREDITOS_EI_OP_BIII;NOTA_EI_OP_CII;VECES_EI_OP_CII;CREDITOS_EI_OP_CII;NOTA_EI_OP_DI;VECES_EI_OP_DI;CREDITOS_EI_OP_DI;NOTA_FOGEP;VECES_FOGEP;CREDITOS_FOGEP;NOTA_GRADO_DOS;VECES_GRADO_DOS;CREDITOS_GRADO DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL;ESTADO_FINAL;PG_ICFES_APROX;PROMEDIO_APROX;PROMEDIO_CATEGORIAS;RENDIMIENTO_CREDITOS;RENDIMIENTO_FINAL
11;31811196362150500000;0;1;16;1;19;5;438,81;64,24;64,24;55,56;54,59;54,6;54,6;55,09;0;44,29;45,94;16;2;10;3;2010;1;25,9;2;25;14;11;11;8;3;2;1;20;4;31;10;21;12;5;7;2;1;36,66666667;0;18;18;0;7;7;0;1;2;38,5;0;18;18;0;9;9;0;1;2;38,31578947;0;19;19;0;7;7;0;1;2;43,27777778;0;18;18;0;7;7;0;1;3;44,05263158;0;19;17;2;9;8;1;1;3;42,375;0;16;16;0;6;6;0;1;3;34,875;1;16;13;3;6;5;1;1;2;40;1;14;14;0;5;4;1;1;3;25;2;4;35;1;3;45;1;1;45;1;2;40;1;1;45;1;1;42;1;1;33;2;3;42;1;2;30;1;2;46;1;2;25;2;3;23;2;3;25;3;3;40;1;3;40;1;2;50;1;1;37;1;2;43;1;2;40;1;3;30;1;3;34;1;3;34;1;2;40;1;3;44;1;2;44;1;1;50;1;1;33;1;3;45;1;3;38;1;2;34;1;1;31;1;2;35;1;3;50;1;2;36;1;3;38;1;2;39;1;3;42;1;3;35;1;3;32;1;3;37;1;2;50;1;3;46;1;2;44;1;2;41;1;3;48;1;3;36;1;3;27;1;2;50;1;2;50;1;1;43;1;2;44;1;3;50;1;2;41;1;3;50;1;3;42;1;1;45;1;3;0;0;0;39;1;3;41;1;2;42;1;2;40;1;2;45;1;4;0;0;0;46;2;3;40;1;3;49;1;3;39;1;3;36;1;1;0;0;0;46;2;3;40;1;3;38;1;3;40;1;2;36;1;3;8;79;66;13;12;34,84536082;5;450;35;40;4;2
12;31811196363733100000;0;1;7;1;19;5;372,93;49;49;47,95;45,83;56,64;56,64;44,9;0;36,95;42,76;7;5;5;2;2010;1;9,4;8;44;5;39;16;4;12;2;1;5;6;34;4;30;12;2;10;2;1;9,333333333;2;10;2;8;5;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;1;2;1;0;0;2;0;2;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;4;25;3;3;40;1;1;35;1;2;45;1;1;50;1;1;0;0;0;20;4;3;0;1;2;30;1;2;0;0;0;5;3;3;3;3;3;8;2;3;3;2;3;34;1;2;0;0;0;0;1;2;35;1;2;0;0;0;0;0;0;0;0;0;12;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;35;7;28;6;7,447132616;9;350;7;10;0;1
13;31811196365315600000;0;2;1;1;19;5;431;58,94;58,94;60,67;49,12;56,64;56,64;46,76;0;44,51;47,17;1;5;10;3;2010;1;5,4;13;48;4;44;20;2;18;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;4;8;4;3;20;3;1;13;3;2;40;1;1;13;3;1;0;0;0;30;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;20;2;18;3;5,375;10;450;5;10;0;1
14;31811196366898200000;0;2;16;1;19;5;459,06;73,57;73,57;55,86;62;50,37;50,37;50,78;0;55,96;65,1;8;3;10;2;2010;1;16,9;3;28;8;20;11;5;6;2;1;10;4;27;5;22;10;2;8;2;1;5;2;10;0;10;4;0;4;2;1;23,83333333;1;6;4;2;3;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;4;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;4;30;1;3;40;1;1;30;1;2;50;1;1;35;1;1;0;0;0;25;2;3;15;1;2;0;0;0;0;0;0;13;3;3;13;2;3;9;2;3;34;1;3;35;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;2;9;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;2;0;0;0;32;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;30;9;21;5;12,61111111;9;450;13;10;0;1
15;31811196368480800000;1;0;20;0;0;0;446,86;66,94;66,94;49,33;53,85;57,87;57,87;52,56;0;59,65;44,34;19;5;10;2;2010;1;25,6;2;26;14;12;11;8;3;2;1;24;3;28;13;15;11;6;5;2;1;24,57692308;3;26;13;13;10;5;5;2;1;40,66666667;0;18;18;0;9;9;0;1;3;36,28571429;1;21;19;2;8;7;1;1;2;42,72222222;0;18;18;0;7;7;0;1;3;41,42105263;0;19;19;0;9;9;0;1;3;33,94736842;1;19;13;6;7;5;2;1;2;36,78125;1;16;13;3;6;5;1;1;2;43,21428571;1;14;14;0;5;4;1;1;3;23;3;4;40;1;3;45;1;1;40;1;2;50;1;1;50;1;1;43;1;1;35;1;3;39;1;2;38;1;2;46;1;2;28;3;3;31;1;3;23;2;3;40;1;3;40;1;2;50;1;1;38;1;2;44;1;2;30;2;3;40;1;3;29;2;3;28;2;2;41;1;3;41;1;2;44;1;1;50;1;1;37;1;3;42;1;3;39;1;2;39;1;1;44;1;2;38;1;3;50;1;2;30;1;3;37;2;2;47;1;3;45;1;3;42;1;3;32;1;3;47;1;2;44;1;3;37;1;2;41;1;2;41;1;3;50;1;3;38;1;3;45;1;2;39;1;2;50;1;1;32;1;2;40;1;3;41;1;2;37;1;3;50;1;3;42;1;1;23;2;3;0;0;0;38;1;3;48;1;2;42;1;2;45;1;2;48;1;4;0;0;0;45,5;2;3;45;1;3;43;1;3;46;1;3;50;1;1;0;0;0;42;2;3;45;1;3;38;1;3;40;1;2;50;1;3;12;83;65;18;13;33,43577236;5;450;33;30;4;2
16;31811196370063300000;0;1;7;1;19;5;431,06;67,13;67,13;53,11;70,81;48,26;48,26;59,3;0;36,95;45,94;8;3;10;2;2010;1;24,2;2;26;14;12;11;8;3;2;1;24;3;28;13;15;11;6;5;2;1;23,30769231;3;26;10;16;10;4;6;2;1;38,72222222;0;18;18;0;9;9;0;1;2;25,14814815;3;27;16;11;10;6;4;2;1;40,88888889;0;18;18;0;7;7;0;1;3;41,68421053;0;19;19;0;9;9;0;1;3;33;1;19;13;6;7;5;2;1;2;37,34375;1;16;13;3;6;5;1;1;2;41,71428571;1;14;14;0;5;4;1;1;3;22;3;4;40;1;3;40;1;1;40;1;2;45;1;1;50;1;1;39;1;1;30;1;3;39;1;2;34;1;2;44;1;2;27;3;3;40;1;3;25;2;3;40;1;3;35;1;2;50;1;1;36;1;2;40;1;2;29;2;3;34;1;3;28;2;3;28;2;2;43;1;3;39;1;2;44;1;1;50;1;1;35;1;3;40;1;3;37;1;2;41;1;1;37;1;2;37;1;3;44;1;2;29;2;3;38;2;2;47;1;3;35;2;3;32;1;3;30;1;3;43;1;2;44;1;3;32;1;2;41;1;2;40;1;3;48;1;3;36;1;3;44;1;2;38;1;2;50;1;1;35;1;2;41;1;3;41;1;2;37;1;3;50;1;3;42;1;1;23;2;3;0;0;0;38;1;3;40;1;2;43;1;2;45;1;2;47;1;4;0;0;0;45,5;2;3;45;1;3;46;1;3;46;1;3;50;1;1;0;0;0;42;2;3;45;1;3;35;1;3;34;1;2;50;1;3;14;85;63;22;13;31,3657188;5;450;31;30;4;2
17;31811196371645900000;0;2;8;1;19;5;438,3;62,52;62,52;56,39;38,67;71,82;71,82;49,8;0;50,84;43,4;3;1;10;2;2010;1;16,3;0;15;1;14;7;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;4;15;1;3;15;1;1;15;1;2;35;1;1;15;1;1;0;0;0;15;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;6;1;16,33333333;10;450;16;20;0;1
18;31811196373228500000;1;1;10;1;19;5;431,15;70,26;70,26;42,13;51,1;58,84;58,84;51,06;0;39,52;44,71;10;3;4;2;2010;1;32,3;0;15;8;7;7;5;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;4;40;1;3;45;1;1;45;1;2;50;1;1;45;1;1;0;0;0;25;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;1;32,33333333;13;450;32;30;0;2
19;31811196374811000000;0;2;18;1;19;5;434,39;67,13;67,13;55,56;56,4;50,37;50,37;53,07;0;48,86;44,71;18;3;10;1;2010;1;22,6;2;26;14;12;11;8;3;2;1;27;2;25;19;6;10;8;2;2;1;31,30952381;1;21;18;3;8;7;1;2;2;40;0;18;18;0;9;9;0;1;3;37,63157895;0;19;19;0;7;7;0;1;2;39,72222222;0;18;18;0;7;7;0;1;2;42,05263158;0;19;19;0;9;9;0;1;3;41,38888889;0;18;18;0;7;7;0;1;3;29,23684211;2;19;13;6;7;5;2;2;1;39,32142857;1;14;14;0;5;5;0;1;2;22;3;4;30;1;3;40;1;1;30;1;2;45;1;1;45;1;1;41;1;1;30;1;3;45;1;2;34;1;2;46;1;2;30;1;3;30;1;3;31;3;3;35;1;3;40;1;2;47;1;1;33;1;2;46;1;2;32;2;3;36;1;3;39;1;3;30;1;2;40;1;3;34;1;2;42;1;1;50;1;1;38;1;3;49;1;3;38;1;2;41;1;1;34;1;2;38;1;3;46;1;2;32;1;3;37;1;2;45;1;3;42;1;3;32;1;3;32;1;3;30;1;2;43;1;3;50;1;2;30;1;2;41;1;3;45;1;3;36;1;3;34;1;2;42;1;2;50;1;1;45;1;2;41;1;3;40;1;2;38;1;3;50;1;3;40;1;1;43;1;3;47;1;2;32;1;3;32;1;2;46;1;2;43;1;2;46;1;4;0;0;0;39,5;3;3;45;1;3;38;1;3;46;1;3;50;1;1;0;0;0;43,5;2;3;40;1;3;30;1;3;36;1;2;46;1;3;8;80;72;8;12;34,06683587;5;450;34;30;4;2
20;31811196376393600000;0;1;15;1;19;5;439,03;67,13;67,13;53,11;52,83;56,64;56,64;49,05;0;41,95;56,48;16;2;10;3;2010;1;17,0;0;15;2;13;7;2;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;3;3;0;1;1;0;1;4;0;0;0;0;0;0;0;0;0;0;15;1;4;15;1;3;30;1;1;15;1;2;15;1;1;30;1;1;0;0;0;15;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;5;1;21,83333333;9;450;22;20;0;1
21;31811196377976200000;0;1;20;1;40;15;463,92;62,82;62,82;61,41;47,22;61,76;61,76;53,95;0;53,1;64,23;20;6;10;2;2010;1;28,9;1;22;14;8;10;8;2;2;1;30;1;22;16;6;9;7;2;2;2;31,11904762;1;21;15;6;8;6;2;2;2;27,875;2;24;15;9;11;8;3;2;1;22,75;3;28;13;15;10;5;5;2;1;38,38888889;0;18;18;0;7;7;0;1;2;39,10526316;0;19;19;0;9;9;0;1;2;41,5;0;16;16;0;6;6;0;1;3;37,84615385;0;13;13;0;5;5;0;1;2;40,94117647;0;17;17;0;6;5;1;1;3;28;2;4;35;1;3;40;1;1;40;1;2;40;1;1;45;1;1;44;1;1;35;1;3;33;1;2;45;1;2;40;1;2;30;1;3;35;1;3;35;1;3;25;2;3;45;1;2;35;1;1;44;1;2;40;1;2;30;2;3;40;1;3;30;1;3;35;1;2;39;1;3;37;1;2;47;1;1;50;1;1;30;3;3;32;1;3;41;1;2;35;1;1;44;1;2;36;1;3;41;1;2;24;3;3;39;1;2;43;1;3;31;1;3;35;1;3;26;2;3;37;1;2;50;1;3;31;1;2;39;1;2;32;1;3;40;1;3;37;1;3;32;1;2;30;1;2;45;1;1;39;1;2;42;1;3;45;1;2;32;1;3;50;1;3;34;1;1;44;1;3;0;0;0;38;1;3;37;1;2;44;1;2;44;1;2;42;1;4;0;0;0;41;1;3;35;1;3;33;1;3;41;1;3;42;1;1;44;1;3;44;1;3;44;1;3;36;1;3;33;1;2;42;1;3;8;81;66;15;13;32,7525;5;450;33;30;4;2
22;31811196379558700000;0;2;11;1;19;5;446,07;62,82;62,82;61,41;50,66;55,25;55,25;58,09;0;46,04;50,87;11;5;10;3;2010;1;15,0;0;17;0;17;8;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;3;3;0;1;1;0;1;4;0;0;0;0;0;0;0;0;0;0;15;1;4;15;1;3;15;1;1;15;1;2;15;1;1;15;1;1;0;0;0;15;1;3;15;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;8;2;19,65;10;450;20;20;0;1
