CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,PROMEDIO_SIETE,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_EE_TRES,VECES_EE_TRES,CREDITOS_EE_TRES,NOTA_COMANA,VECES_COMANA,CREDITOS_COMANA,NOTA_MOYGE,VECES_COYGE,CREDITOS_COYGE,NOTA_DDM,VECES_DDM,CREDITOS_DDM,NOTAS_SYS,VECES_SYS,CREDITOS_SYS,NOTA_CCON,VECES_CCON,CREDITOS_CCON
0,16,16,0,7,7,0,1,3.85714E+14,42,1,2,45,1,2,39,1,3,46,1,3,31,1,3,50,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.77857E+14,47,1,2,44,1,2,32,1,3,31,1,3,30,1,3,50,1,2,50,1,1
2,16,16,0,7,5,2,1,3.17857E+14,36,1,2,41,1,2,33,1,3,32.5,2,3,36,1,3,32,2,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.30714E+14,35,1,2,42,1,2,33,1,3,44,1,3,31,1,3,47,1,2,43,1,1
0,16,0,16,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,10,1,1
0,16,3,13,2,2,0,2,0,0,0,2,50,1,2,0,0,3,0,0,3,0,0,3,0,0,2,42,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
3,16,6,10,7,4,3,2,3.23214E+14,41,1,2,26,1,2,18,3,3,30,1,3,23.33333333,3,3,29,2,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,16,0,7,6,1,1,34,38,1,2,43,1,2,30,1,3,31.5,2,3,36,1,3,40,1,2,50,1,1
2,16,13,3,7,5,2,1,3.45714E+14,42,1,2,45,1,2,30.5,2,3,38,1,3,27.5,2,3,32,1,2,48,1,1
0,16,1,15,1,1,0,2,6.2,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,50,1,1
1,16,16,0,7,6,1,1,40,40,1,2,45,1,2,31,2,3,32,1,3,38,1,3,45,1,2,50,1,1
0,16,12,4,5,5,0,1,19.4,0,0,2,0,1,2,30,1,3,41,1,3,30,1,3,46,1,2,50,1,1
0,16,0,16,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,15,1,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,41,1,1
0,16,16,0,7,7,0,1,3.64286E+14,41,1,2,39,1,2,30,1,3,46,1,3,46,1,3,45,1,2,50,1,1
1,16,14,2,6,5,1,1,3.50714E+14,39,1,2,0,1,2,35,1,3,32,2,3,32,1,3,47,1,2,39,1,1
1,16,13,3,7,6,1,1,3.74286E+14,42,1,2,41,1,2,39,1,3,27.5,2,3,42,1,3,32,1,2,42,1,1
2,16,5,11,6,4,2,2,13.8,30,1,2,50,1,2,15,1,3,13.33333333,3,3,21,2,3,0,0,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,3,13,2,2,0,2,7.2,38,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,45,1,1
1,16,1,15,3,2,1,2,7.4,0,0,2,0,1,2,14,1,3,21,2,3,0,0,3,0,0,2,41,1,1
0,16,16,0,7,7,0,1,3.31429E+14,30,1,2,43,1,2,32,1,3,35,1,3,42,1,3,35,1,2,50,1,1
0,16,16,0,7,7,0,1,3.57857E+14,44,1,2,44,1,2,31,1,3,45,1,3,35,1,3,49,1,2,50,1,1
0,16,16,0,7,7,0,1,3.88571E+14,47,1,2,47,1,2,39,1,3,45,1,3,33,1,3,48,1,2,40,1,1
1,16,14,2,7,6,1,1,3.17143E+14,33,1,2,32,1,2,31,1,3,30,1,3,35,1,3,27,2,2,39,1,1
0,16,0,16,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,15,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
3,16,5,11,6,3,3,2,25.3,32,1,2,0,1,2,26.5,2,3,27.5,2,3,21.66666667,3,3,48,1,2,39,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,6,10,4,3,1,2,2.54667E+14,0,0,2,0,1,2,38,1,3,26,2,3,0,0,3,47,1,2,45,1,1
2,16,8,8,7,5,2,1,2.32143E+14,43,1,2,3,1,2,16.5,2,3,30,1,3,22.33333333,3,3,47,1,2,50,1,1
1,16,0,16,1,0,1,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,8.5,2,1
0,16,16,0,7,7,0,1,3.42857E+14,41,1,2,47,1,2,32,1,3,45,1,3,34,1,3,46,1,2,44,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,43,36,1,2,41,1,2,41,1,3,39,1,3,47,1,3,34,1,2,49,1,1
0,16,16,0,7,7,0,1,44,43,1,2,43,1,2,39,1,3,32,1,3,46,1,3,44,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
3,16,8,8,7,4,3,2,3.65714E+14,48,1,2,39,1,2,25,2,3,27,3,3,31,1,3,29,2,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,14,2,6,6,0,1,3.82857E+14,48,1,2,0,1,2,32,1,3,41,1,3,44,1,3,45,1,2,41,1,1
2,16,13,3,7,5,2,1,36,39,1,2,42,1,2,22.33333333,3,3,33,1,3,36,1,3,30.5,2,2,42,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.85714E+14,37,1,2,50,1,2,35,1,3,31,1,3,31,1,3,47,1,2,44,1,1
0,16,16,0,7,7,0,1,3.49286E+14,32,1,2,42,1,2,30,1,3,33,1,3,33,1,3,35,1,2,45,1,1
0,16,16,0,7,7,0,1,3.82857E+14,38,1,2,39,1,2,33,1,3,37,1,3,31,1,3,30,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,43,43,1,2,47,1,2,39,1,3,42,1,3,48,1,3,50,1,2,44,1,1
0,16,16,0,7,7,0,1,3.42143E+14,35,1,2,40,1,2,35,1,3,49,1,3,46,1,3,50,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.95714E+14,46,1,2,48,1,2,42,1,3,31,1,3,50,1,3,50,1,2,50,1,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,38,1,1
1,16,12,4,6,5,1,2,31.3,28,2,2,0,1,2,31,1,3,35,1,3,33,1,3,43,1,2,36,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.71429E+14,40,1,2,48,1,2,30,1,3,43,1,3,46,1,3,43,1,2,50,1,1
0,16,1,15,2,2,0,2,7.1,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,26,1,2,38,1,1
1,16,13,3,7,6,1,1,3.42857E+14,39,1,2,38,1,2,32,1,3,30,1,3,26,2,3,45,1,2,42,1,1
0,16,16,0,7,7,0,1,4.07143E+14,47,1,2,44,1,2,35,1,3,33,1,3,46,1,3,44,1,2,44,1,1
0,16,16,0,7,7,0,1,40,47,1,2,43,1,2,35,1,3,40,1,3,46,1,3,46,1,2,50,1,1
1,16,14,2,7,6,1,1,3.11429E+14,40,1,2,40,1,2,30,1,3,34,1,3,42,1,3,22.5,2,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,38.5,44,1,2,40,1,2,41,1,3,40,1,3,38,1,3,50,1,2,49,1,1
3,16,8,8,7,4,3,2,3.33571E+14,43,1,2,40,1,2,26,2,3,46,1,3,27.5,2,3,27.66666667,3,2,44,1,1
0,16,16,0,7,7,0,1,4.25714E+14,48,1,2,41,1,2,41,1,3,46,1,3,36,1,3,50,1,2,50,1,1
2,16,16,0,7,5,2,1,3.26429E+14,35,2,2,45,1,2,30,2,3,32,1,3,33,1,3,47,1,2,41,1,1
0,0,0,0,0,0,0,0,1.6,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,13,3,7,5,2,1,3.22857E+14,44,1,2,40,1,2,29,2,3,35,2,3,31,1,3,30,1,2,44,1,1
2,16,10,6,7,5,2,1,3.54286E+14,32,1,2,47,1,2,23,2,3,41,1,3,27,2,3,33,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,4,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.42857E+14,45,1,2,40,1,2,33,1,3,34,1,3,29.5,2,3,43,1,2,49,1,1
0,16,16,0,7,7,0,1,3.67143E+14,44,1,2,49,1,2,36,1,3,41,1,3,36,1,3,46,1,2,44,1,1
1,16,13,3,7,6,1,1,36.5,43,1,2,38,1,2,30,1,3,27,2,3,46,1,3,47,1,2,38,1,1
0,16,16,0,7,7,0,1,3.71429E+14,44,1,2,50,1,2,37,1,3,36,1,3,36,1,3,32,1,2,40,1,1
0,16,16,0,7,7,0,1,3.96429E+14,42,1,2,50,1,2,36,1,3,31,1,3,48,1,3,30,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
4,16,4,12,7,3,4,2,32,19.5,2,2,20.5,1,2,23.66666667,3,3,31,1,3,17,3,3,24.33333333,3,2,50,1,1
1,16,16,0,7,6,1,1,36.5,46,1,2,46,1,2,35,1,3,37,1,3,30,2,3,44,1,2,50,1,1
0,16,8,8,4,4,0,1,18.8,0,0,2,50,1,2,0,0,3,36,1,3,0,0,3,46,1,2,50,1,1
1,16,11,5,7,6,1,1,3.85714E+14,43,1,2,4,1,2,33,1,3,29,2,3,42,1,3,34,1,2,44,1,1
1,16,16,0,7,6,1,1,3.68571E+14,30,1,2,40,1,2,30,1,3,35,2,3,36,1,3,46,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,4.07143E+14,41,1,2,40,1,2,37,1,3,43,1,3,49,1,3,30,1,2,50,1,1
0,16,3,13,2,2,0,2,6.4,33,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,50,1,1
0,16,16,0,7,7,0,1,4.21429E+14,43,1,2,44,1,2,42,1,3,38,1,3,49,1,3,46,1,2,50,1,1
0,16,9,7,4,4,0,2,0,0,0,2,0,1,2,0,0,3,37,1,3,33,1,3,46,1,2,44,1,1
2,16,10,6,7,5,2,1,3.47143E+14,41,1,2,40,1,2,26.5,2,3,36,1,3,27,2,3,44,1,2,37,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,10,6,7,5,2,1,33.6,43,1,2,33,1,2,29.33333333,3,3,31,1,3,27,2,3,42,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,10,6,7,5,2,1,3.77857E+14,41,1,2,41,1,2,27,2,3,35,1,3,27,2,3,46,1,2,50,1,1
0,16,16,0,7,7,0,1,3.35714E+14,38,1,2,38,1,2,35,1,3,38,1,3,33,1,3,40,1,2,35,1,1
1,16,14,2,7,6,1,1,4.01429E+14,43,1,2,40,1,2,32,1,3,43,1,3,44,1,3,29.5,2,2,49,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,4.34286E+14,47,1,2,40,1,2,42,1,3,43,1,3,49,1,3,50,1,2,50,1,1
0,16,16,0,7,7,0,1,38,44,1,2,47,1,2,31,1,3,31,1,3,33,1,3,50,1,2,50,1,1
0,16,14,2,6,6,0,1,44,42,1,2,0,1,2,40,1,3,42,1,3,48,1,3,37,1,2,50,1,1
1,16,9,7,4,3,1,2,7.2,21.5,2,2,0,1,2,35,1,3,35,1,3,31,1,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,32.9,39,1,2,42,1,2,29,2,3,36,1,3,37,1,3,36,1,2,50,1,1
0,0,0,0,1,1,0,0,0,7,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,11,5,7,5,2,1,3.40714E+14,43,1,2,38,1,2,37,1,3,27.5,2,3,36,1,3,26,3,2,42,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
3,16,11,5,7,4,3,2,32.2,38,1,2,50,1,2,24.66666667,3,3,32,2,3,33,1,3,22.33333333,3,2,43,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,0,16,2,2,0,2,0,0,0,2,0,1,2,8,1,3,0,0,3,20,1,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,4.32857E+14,40,1,2,43,1,2,43,1,3,44,1,3,50,1,3,50,1,2,50,1,1
0,16,16,0,7,7,0,1,3.86429E+14,41,1,2,44,1,2,37,1,3,41,1,3,35,1,3,46,1,2,38,1,1
1,16,14,2,7,6,1,1,31.5,38,1,2,45,1,2,34,1,3,37,1,3,37,1,3,27,2,2,44,1,1
0,16,16,0,7,7,0,1,3.91429E+14,41,1,2,42,1,2,36,1,3,43,1,3,34,1,3,50,1,2,50,1,1
2,16,15,1,7,5,2,1,3.78571E+14,40,1,2,41,1,2,38,1,3,33,2,3,39,1,3,47,1,2,24.5,2,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,3,13,3,2,1,2,12.4,21,1,2,0,1,2,0,0,3,35.5,2,3,18,1,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.78571E+14,43,1,2,43,1,2,32,1,3,41,1,3,32,1,3,47,1,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,40,44,1,2,45,1,2,32,1,3,34,1,3,28.5,2,3,44,1,2,42,1,1
0,0,0,0,0,0,0,0,7,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,4.31429E+14,42,1,2,44,1,2,41,1,3,42,1,3,46,1,3,50,1,2,50,1,1
2,16,14,2,7,5,2,1,36,49,1,2,32,1,2,31,1,3,31,2,3,44,1,3,17.5,2,2,42,1,1
0,16,16,0,7,7,0,1,4.15714E+14,48,1,2,43,1,2,41,1,3,44,1,3,50,1,3,50,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.87143E+14,40,1,2,36,1,2,37,1,3,33,1,3,33,1,3,34,1,2,43,1,1
0,16,16,0,7,7,0,1,3.91429E+14,46,1,2,47,1,2,30,1,3,35,1,3,46,1,3,47,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,13,3,7,5,2,1,3.47857E+14,41,1,2,41,1,2,34,2,3,34,1,3,25.5,2,3,31,1,2,50,1,1
0,16,16,0,7,7,0,1,41,43,1,2,49,1,2,39,1,3,38,1,3,41,1,3,47,1,2,43,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,8,8,4,3,1,2,23.1,39,1,2,0,1,2,30,1,3,26.5,2,3,31,1,3,0,0,2,0,1,1
2,16,11,5,7,5,2,1,3.43571E+14,40,1,2,41,1,2,33,1,3,27,2,3,36,1,3,25,3,2,46,1,1
0,16,16,0,7,7,0,1,4.04286E+14,46,1,2,49,1,2,32,1,3,40,1,3,37,1,3,46,1,2,50,1,1
0,16,16,0,7,7,0,1,3.89286E+14,46,1,2,46,1,2,30,1,3,42,1,3,46,1,3,47,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,0,2,-2,1,0,1,0,6.8,42,2,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.42143E+14,39,1,2,45,1,2,37,1,3,36,1,3,33,1,3,31,1,2,49,1,1
1,16,16,0,7,6,1,1,3.45714E+14,38,1,2,39,1,2,37,1,3,31,1,3,40,1,3,29.66666667,3,2,45,1,1
0,16,14,2,6,6,0,2,3.52857E+14,32,1,2,0,1,2,30,1,3,31,1,3,35,1,3,30,1,2,42,1,1
0,16,16,0,7,7,0,1,34.5,36,1,2,40,1,2,30,1,3,41,1,3,35,1,3,37,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,11,5,7,5,2,1,3.02857E+14,39,1,2,48,1,2,35,1,3,46,1,3,24,2,3,29,2,2,30,1,1
0,16,3,13,2,2,0,2,0,33,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.24048E+14,35,1,2,39,1,2,37,1,3,30,1,3,29,2,3,30,1,2,40,1,1
0,16,7,9,3,3,0,2,13.2,0,0,2,0,1,2,0,0,3,45,1,3,39,1,3,0,0,2,46,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,1,15,3,3,0,2,11.3,0,0,2,0,1,2,0,0,3,22,1,3,25,1,3,0,0,2,37,1,1
0,16,16,0,7,7,0,1,3.52143E+14,40,1,2,41,1,2,32,1,3,30,1,3,33,1,3,30,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.4119E+14,42,1,2,32,1,2,30,1,3,32,1,3,17,2,3,30,1,2,42,1,1
1,16,14,2,7,6,1,1,3.16429E+14,36,1,2,40,1,2,35,1,3,34,1,3,30,1,3,28.33333333,3,2,33,1,1
0,16,16,0,7,7,0,1,4.22857E+14,44,1,2,36,1,2,35,1,3,42,1,3,35,1,3,39,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,2,14,2,1,1,2,0,37,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,23,2,1
0,16,16,0,7,7,0,1,3.28095E+14,36,1,2,45,1,2,31,1,3,40,1,3,31,1,3,30,1,2,30,1,1
2,16,11,5,7,5,2,1,3.45714E+14,39,1,2,46,1,2,39,1,3,35,1,3,26.33333333,3,3,28.5,2,2,48,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.64286E+14,31,1,2,50,1,2,31,1,3,38,1,3,30,1,3,36,1,2,35,1,1
0,16,3,13,2,2,0,2,0,44,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,47,1,1
1,16,10,6,5,4,1,2,1.12667E+14,37,1,2,0,1,2,23.33333333,3,3,33,1,3,31,1,3,47,1,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
3,16,8,8,7,4,3,2,3.36429E+14,41,1,2,50,1,2,28.5,2,3,28,2,3,39,1,3,23.66666667,3,2,33,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,6,10,4,2,2,2,6.3,37,1,2,0,1,2,23.5,2,3,33.5,2,3,0,0,3,0,0,2,42,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,16,0,7,6,1,1,3.82857E+14,32,1,2,50,1,2,34,2,3,38,1,3,32,1,3,31,1,2,43,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.49286E+14,36,1,2,50,1,2,31,1,3,35,1,3,27,2,3,40,1,2,46,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.92857E+14,42,1,2,50,1,2,35,1,3,39,1,3,40,1,3,40,1,2,42,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,13,3,7,5,2,1,3.41667E+14,40,1,2,50,1,2,37,1,3,35,2,3,29.5,2,3,40,1,2,40,1,1
1,16,9,7,5,4,1,2,28.5,0,0,2,0,1,2,38,1,3,45,1,3,8.5,2,3,40,1,2,48,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,5,11,4,4,0,2,12.9,44,1,2,35,1,2,17,1,3,0,0,3,0,0,3,0,0,2,42,1,1
1,16,9,7,5,4,1,2,17.9,0,0,2,0,1,2,35,1,3,31,1,3,37,1,3,16.66666667,3,2,16,1,1
2,16,13,3,7,5,2,1,3.00333E+14,47,2,2,44,1,2,32,1,3,26.5,2,3,40,1,3,31,1,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.97143E+14,46,1,2,38,1,2,28.5,2,3,36,1,3,42,1,3,39,1,2,45,1,1
3,16,14,2,7,4,3,2,3.29286E+14,27,2,2,38,1,2,30.5,2,3,30,2,3,33,1,3,46,1,2,41,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
