CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,PROMEDIO_SIETE,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_EE_TRES,VECES_EE_TRES,CREDITOS_EE_TRES,NOTA_COMANA,VECES_COMANA,CREDITOS_COMANA,NOTA_MOYGE,VECES_COYGE,CREDITOS_COYGE,NOTA_DDM,VECES_DDM,CREDITOS_DDM,NOTAS_SYS,VECES_SYS,CREDITOS_SYS,NOTA_CCON,VECES_CCON,CREDITOS_CCON
1,16,14,2,6,5,1,1,31.3,0,0,2,45,1,2,34,1,3,35,1,3,33,1,3,30.5,2,2,45,1,1
0,16,14,2,6,6,0,1,34.6,0,0,2,40,1,2,30,1,3,30,1,3,45,1,3,30,1,2,50,1,1
4,16,6,10,6,2,4,2,2.87333E+14,0,0,2,31,1,2,30.5,2,3,24.5,2,3,25,2,3,27,2,2,40,1,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,38,1,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,40,1,1
0,16,12,4,5,5,0,1,38.6,0,0,2,0,1,2,30,1,3,45,1,3,45,1,3,40,1,2,45,1,1
0,16,14,2,6,6,0,1,32.9,0,0,2,50,1,2,30,1,3,41,1,3,45,1,3,35,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,12,4,5,5,0,1,36.7,0,0,2,0,1,2,40,1,3,46,1,3,34,1,3,45,1,2,45,1,1
0,16,1,15,1,1,0,2,4,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,35,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,2,14,1,1,0,2,0,0,0,2,30,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,12,4,6,5,1,1,3.38667E+14,0,0,2,48,1,2,31,1,3,36,1,3,32,1,3,16.33333333,3,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,3,13,2,2,0,2,2.2,0,0,2,45,1,2,0,0,3,0,0,3,0,0,3,0,0,2,45,1,1
1,16,11,5,6,5,1,1,17.2,0,0,2,30,1,2,24.5,2,3,42,1,3,34,1,3,40,1,2,40,1,1
1,16,12,4,5,4,1,2,30.5,0,0,2,0,1,2,31.5,2,3,31,1,3,30,1,3,35,1,2,35,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,2,14,3,2,1,2,6.6,0,0,2,0,1,2,16.5,2,3,28,1,3,0,0,3,32,1,2,0,0,1
1,16,6,10,5,4,1,2,22.4,0,0,2,50,1,2,24,2,3,0,0,3,35,1,3,21,1,2,40,1,1
0,16,12,4,5,5,0,1,36,0,0,2,0,1,2,30,1,3,30,1,3,43,1,3,35,1,2,45,1,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,40,1,1
1,16,9,7,5,4,1,2,35.2,0,0,2,0,1,2,31,1,3,33,1,3,29,2,3,39,1,2,30,1,1
0,16,12,4,5,5,0,1,35.2,0,0,2,0,1,2,35,1,3,30,1,3,39,1,3,45,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,35,1,1
0,16,14,2,6,6,0,1,32.4,0,0,2,40,1,2,38,1,3,41,1,3,43,1,3,46,1,2,40,1,1
0,16,14,2,6,6,0,1,31.8,0,0,2,45,1,2,34,1,3,32,1,3,32,1,3,30,1,2,45,1,1
2,16,4,12,4,2,2,2,19.2,0,0,2,0,1,2,14.66666667,3,3,42,1,3,0,0,3,27,2,2,35,1,1
1,16,9,7,5,4,1,2,35.4,0,0,2,0,1,2,37,1,3,36,1,3,16.66666667,6,3,35,1,2,40,1,1
1,16,11,5,6,5,1,1,27.5,0,0,2,48,1,2,26.5,2,3,41,1,3,35,1,3,35,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,7,9,3,3,0,2,12,0,0,2,0,1,2,0,0,3,42,1,3,42,1,3,0,0,2,38,1,1
0,16,2,14,1,1,0,2,0,0,0,2,45,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,11,5,6,5,1,1,33.5,0,0,2,50,1,2,24,2,3,39,1,3,35,1,3,36,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,12,4,5,5,0,1,36.2,0,0,2,0,1,2,40,1,3,36,1,3,39,1,3,33,1,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,12,4,6,5,1,1,3.08667E+14,0,0,2,47,1,2,36,1,3,44,1,3,32,1,3,27.5,2,2,45,1,1
2,16,6,10,5,3,2,2,35.1,0,0,2,0,1,2,26.33333333,3,3,28,2,3,30,1,3,44,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,14,2,6,5,1,1,33.2,0,0,2,50,1,2,35,1,3,42,1,3,40,1,3,31,2,2,45,1,1
1,16,14,2,6,5,1,1,36.4,0,0,2,50,1,2,41,1,3,37,2,3,48,1,3,36,1,2,45,1,1
1,16,9,7,5,4,1,2,17.9,0,0,2,0,1,2,30,1,3,18.66666667,3,3,33,1,3,35,1,2,45,1,1
0,16,12,4,5,5,0,1,42,0,0,2,0,1,2,37,1,3,39,1,3,39,1,3,36,1,2,45,1,1
0,16,12,4,5,5,0,1,42.4,0,0,2,0,1,2,38,1,3,41,1,3,48,1,3,50,1,2,45,1,1
0,16,14,2,6,6,0,1,36.4,0,0,2,47,1,2,34,1,3,45,1,3,47,1,3,47,1,2,40,1,1
0,16,12,4,5,5,0,1,42.4,0,0,2,0,1,2,40,1,3,41,1,3,48,1,3,50,1,2,45,1,1
3,16,9,7,5,2,3,2,31.6,0,0,2,0,1,2,32,2,3,31,1,3,29.5,2,3,31.5,2,2,41,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,12,4,5,5,0,1,40,0,0,2,0,1,2,41,1,3,46,1,3,48,1,3,49,1,2,45,1,1
2,16,6,10,5,3,2,2,31.6,0,0,2,0,1,2,26.66666667,3,3,21,3,3,31,1,3,50,1,2,32,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,8,8,6,4,2,1,24.2,0,0,2,44,1,2,24,2,3,30,1,3,20,2,3,36,1,2,45,1,1
0,16,3,13,3,3,0,2,10.6,0,0,2,45,1,2,0,0,3,0,0,3,3,1,3,0,0,2,35,1,1
0,16,14,2,6,6,0,1,35,0,0,2,50,1,2,39,1,3,37,1,3,38,1,3,49,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,12,4,5,5,0,1,37.1,0,0,2,0,1,2,36,1,3,31,1,3,46,1,3,50,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,11,5,6,5,1,1,32.8,0,0,2,43,1,2,28,2,3,43,1,3,31,1,3,30,1,2,45,1,1
4,16,3,13,5,1,4,2,31.5,0,0,2,0,1,2,24.5,2,3,28,2,3,28.5,2,3,37,2,2,45,1,1
2,16,11,5,6,4,2,1,3.27667E+14,0,0,2,40,1,2,29.5,2,3,35,1,3,33,1,3,39,2,2,40,1,1
1,16,9,7,5,4,1,2,3.19333E+14,0,0,2,0,1,2,30,1,3,25,3,3,39,1,3,33,1,2,40,1,1
2,16,6,10,5,3,2,2,34,0,0,2,0,1,2,25,3,3,26.33333333,3,3,33,1,3,50,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,12,4,5,4,1,1,30.3,0,0,2,0,1,2,31,2,3,39,1,3,36,1,3,36,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.43571E+14,49,1,2,43,1,2,26,2,3,35,1,3,33,1,3,46,1,2,40,1,1
1,16,11,5,6,5,1,1,35.6,0,0,2,50,1,2,19,3,3,31,1,3,46,1,3,47,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,12,4,5,4,1,1,31.6,0,0,2,0,1,2,30.5,2,3,34,1,3,49,1,3,42,1,2,45,1,1
0,16,4,12,2,2,0,2,11.9,0,0,2,0,1,2,0,0,3,0,0,3,33,1,3,0,0,2,45,1,1
0,16,12,4,5,5,0,1,34,0,0,2,0,1,2,36,1,3,30,1,3,45,1,3,42,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,12,4,5,4,1,1,34.8,0,0,2,0,1,2,42,1,3,35.5,2,3,47,1,3,50,1,2,50,1,1
3,16,3,13,4,1,3,2,2.87333E+14,0,0,2,0,1,2,23,3,3,32,1,3,18,3,3,15.33333333,3,2,0,0,1
2,16,8,8,6,4,2,2,29.65,0,0,2,39,1,2,18.5,2,3,30,1,3,20.66666667,3,3,40,1,2,31,1,1
3,16,4,12,5,2,3,2,18.3,0,0,2,0,1,2,24.66666667,3,3,6.666666667,3,3,48,1,3,26.5,2,2,40,1,1
1,16,11,5,6,5,1,1,26.6,0,0,2,50,1,2,31,1,3,17.5,2,3,43,1,3,41,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,14,2,6,6,0,1,37.3,0,0,2,50,1,2,32,1,3,38,1,3,47,1,3,32,1,2,40,1,1
2,16,9,7,6,4,2,1,28.4,0,0,2,50,1,2,30,1,3,31,1,3,18,2,3,27.5,2,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,14,2,6,6,0,1,38.8,0,0,2,50,1,2,33,1,3,33,1,3,37,1,3,31,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,1,15,1,1,0,2,6.93333E+14,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,45,1,1
2,16,4,12,4,2,2,2,7.7,0,0,2,0,1,2,0,1,3,30,1,3,11.66666667,3,3,19.5,2,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,6,10,5,3,2,2,19,0,0,2,0,1,2,21.33333333,3,3,35,1,3,19.33333333,3,3,40,1,2,45,1,1
2,16,10,6,6,4,2,1,27.7,0,0,2,48,1,2,26,3,3,30,1,3,30,1,3,35,1,2,18,2,1
0,16,12,4,5,5,0,2,32,0,0,2,0,1,2,32,1,3,35,1,3,37,1,3,30,1,2,40,1,1
0,16,14,2,6,6,0,1,42.4,0,0,2,50,1,2,42,1,3,33,1,3,47,1,3,50,1,2,45,1,1
0,16,1,15,1,1,0,2,9.6,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,35,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,16,0,7,6,1,1,34.2,41,1,2,35,1,2,31,2,3,31,1,3,36,1,3,30,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,3,13,3,2,1,2,17.2,0,0,2,0,1,2,0,0,3,0,0,3,14.33333333,3,3,31,1,2,40,1,1
0,16,1,15,1,1,0,2,4,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,40,1,1
1,16,6,10,4,3,1,2,18.2,0,0,2,0,1,2,23,2,3,0,0,3,32,1,3,43,1,2,35,1,1
0,16,12,4,5,5,0,1,38.6,0,0,2,0,1,2,34,1,3,33,1,3,48,1,3,50,1,2,40,1,1
0,16,14,2,6,6,0,1,38.6,0,0,2,50,1,2,34,1,3,38,1,3,43,1,3,45,1,2,40,1,1
0,16,3,13,2,2,0,2,0,0,0,2,50,1,2,0,0,3,0,0,3,0,0,3,0,0,2,40,1,1
0,16,0,16,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,14,1,1
0,16,12,4,5,5,0,1,36.8,0,0,2,0,1,2,39,1,3,46,1,3,47,1,3,31,1,2,50,1,1
1,16,11,5,6,5,1,1,39.2,0,0,2,47,1,2,22,2,3,43,1,3,43,1,3,48,1,2,40,1,1
0,16,12,4,5,5,0,1,38.8,0,0,2,0,1,2,39,1,3,39,1,3,46,1,3,47,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,12,4,5,4,1,1,3.49333E+14,0,0,2,0,1,2,35,1,3,35,1,3,43,1,3,38.5,2,2,40,1,1
0,16,12,4,5,5,0,1,44.6,0,0,2,0,1,2,41,1,3,35,1,3,45,1,3,50,1,2,45,1,1
1,16,14,2,6,5,1,1,27.8,0,0,2,50,1,2,30,1,3,35,1,3,32,1,3,31.5,2,2,40,1,1
0,16,12,4,5,5,0,1,41.8,0,0,2,0,1,2,41,1,3,46,1,3,36,1,3,50,1,2,50,1,1
0,16,12,4,5,5,0,1,43.6,0,0,2,0,1,2,44,1,3,34,1,3,46,1,3,50,1,2,40,1,1
1,16,9,7,5,4,1,1,3.36667E+14,0,0,2,0,1,2,29.5,2,3,38,1,3,34,1,3,46,1,2,35,1,1
2,16,12,4,5,3,2,2,31.8,0,0,2,0,1,2,42,1,3,35,2,3,31,1,3,30,2,2,35,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,14,2,6,6,0,1,41.8,0,0,2,50,1,2,37,1,3,43,1,3,42,1,3,40,1,2,40,1,1
3,16,6,10,6,3,3,2,27.3,0,0,2,37,1,2,21.5,2,3,33,1,3,28,2,3,25.66666667,3,2,35,1,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,40,1,1
3,16,5,11,6,3,3,2,5,0,0,2,45,1,2,13,2,3,19.5,2,3,28.5,2,3,37,1,2,45,1,1
0,0,0,0,0,0,0,0,2.8,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,14,2,6,6,0,1,42.4,0,0,2,50,1,2,39,1,3,42,1,3,48,1,3,50,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,14,2,6,6,0,1,35.1,0,0,2,50,1,2,36,1,3,46,1,3,37,1,3,41,1,2,40,1,1
1,16,9,7,5,4,1,1,13.6,0,0,2,0,1,2,22,2,3,40,1,3,34,1,3,45,1,2,40,1,1
2,16,6,10,5,3,2,2,2.33167E+14,0,0,2,0,1,2,33,1,3,17,3,3,26,2,3,30,1,2,40,1,1
1,16,12,4,5,4,1,1,40.8,0,0,2,0,1,2,41,1,3,34,1,3,45,1,3,40,1,2,35,2,1
1,16,9,7,5,4,1,1,22.6,0,0,2,0,1,2,28.33333333,3,3,35,1,3,34,1,3,45,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,0,16,1,0,1,2,12,0,0,2,0,1,2,0,0,3,21.66666667,3,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,3,13,3,1,2,2,9.4,0,0,2,0,1,2,0,0,3,31,1,3,14.33333333,3,3,28.5,2,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,12,4,5,5,0,1,40.2,0,0,2,0,1,2,35,1,3,40,1,3,49,1,3,50,1,2,40,1,1
0,16,12,4,5,5,0,2,31.4,0,0,2,0,1,2,34,1,3,34,1,3,31,1,3,30,1,2,41,1,1
1,16,11,5,6,5,1,1,2.68333E+14,0,0,2,46,1,2,21.66666667,3,3,35,1,3,31,1,3,48,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,9,7,5,4,1,2,32.4,0,0,2,0,1,2,32,1,3,29.5,2,3,30,1,3,30,1,2,43,1,1
0,16,16,0,7,7,0,1,3.54524E+14,40,1,2,40,1,2,32,1,3,44,1,3,34,1,3,46,1,2,49,1,1
0,16,16,0,7,7,0,1,3.88571E+14,49,1,2,42,1,2,36,1,3,33,1,3,30,1,3,43,1,2,50,1,1
0,16,16,0,7,7,0,1,3.67143E+14,39,1,2,45,1,2,32,1,3,47,1,3,36,1,3,48,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,3,13,2,2,0,2,16,28,1,2,0,1,2,31,1,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.82857E+14,42,1,2,49,1,2,30,1,3,46,1,3,40,1,3,34,1,2,41,1,1
0,16,4,12,2,2,0,2,8.6,0,1,2,0,1,2,0,0,3,0,0,3,33,1,3,0,0,2,50,1,1
2,16,8,8,6,4,2,1,1,36,1,2,0,1,2,23.33333333,3,3,34,1,3,28,2,3,47,1,2,48,1,1
0,16,16,0,7,7,0,1,4.31429E+14,46,1,2,42,1,2,33,1,3,45,1,3,42,1,3,41,1,2,50,1,1
0,16,10,6,4,4,0,2,26.5,0,0,2,0,1,2,33,1,3,34,1,3,34,1,3,0,0,2,49,1,1
1,16,13,3,7,6,1,1,3.31429E+14,31,1,2,38,1,2,31,1,3,31,1,3,28,2,3,46,1,2,47,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.48571E+14,38,1,2,42,1,2,30,1,3,45,1,3,31,1,3,50,1,2,45,1,1
3,16,7,9,7,4,3,2,3.29286E+14,43,1,2,44,1,2,20.5,2,3,29,2,3,23.66666667,3,3,47,1,2,42,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,16,0,7,5,2,1,2.86429E+14,44,1,2,47,1,2,30,2,3,33,1,3,31,1,3,32,3,2,36,1,1
2,16,14,2,6,4,2,2,3.72857E+14,46,2,2,0,1,2,35,1,3,30,2,3,33,1,3,35,1,2,38,1,1
0,16,16,0,7,7,0,1,35,32,1,2,42,1,2,35,1,3,38,1,3,32,1,3,44,1,2,33,1,1
0,16,16,0,7,7,0,1,3.49762E+14,47,1,2,45,1,2,30,1,3,36,1,3,30,1,3,46,1,2,50,1,1
0,0,2,-2,1,1,0,0,0,37,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
2,16,13,3,7,5,2,1,3.30714E+14,40,1,2,45,1,2,25.66666667,3,3,32,2,3,33,1,3,42,1,2,48,1,1
2,16,13,3,7,5,2,1,3.37143E+14,42,1,2,43,1,2,31,1,3,34,1,3,23.5,2,3,30,2,2,37,1,1
0,16,16,0,7,7,0,1,3.22024E+14,37,1,2,37,1,2,36,1,3,36,1,3,32,1,3,37,1,2,50,1,1
0,16,16,0,7,7,0,1,3.67143E+14,31,1,2,39,1,2,30,1,3,39,1,3,38,1,3,35,1,2,43,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,2.99524E+13,40,1,2,48,1,2,30,1,3,24,2,3,33,1,3,47,1,2,50,1,1
2,16,14,2,7,5,2,1,3.31905E+14,40,1,2,37,1,2,30,2,3,32,1,3,30,1,3,25,2,2,42,1,1
2,16,10,6,7,5,2,1,3.34762E+14,43,1,2,41,1,2,28.5,2,3,29.5,2,3,31,1,3,31,1,2,36,1,1
1,16,16,0,7,6,1,1,3.88571E+14,40,1,2,50,1,2,30,2,3,46,1,3,42,1,3,33,1,2,42,1,1
2,16,11,5,7,5,2,1,3.47381E+14,21,2,2,41,1,2,36,1,3,43,1,3,24.66666667,3,3,45,1,2,42,1,1
0,16,16,0,7,7,0,1,3.64286E+14,42,1,2,49,1,2,32,1,3,44,1,3,46,1,3,50,1,2,43,1,1
1,16,16,0,7,6,1,1,33.5,50,1,2,47,1,2,30,2,3,34,1,3,42,1,3,45,1,2,43,1,1
0,16,16,0,7,7,0,1,3.74286E+14,49,1,2,45,1,2,33,1,3,35,1,3,30,1,3,46,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,16,0,7,7,0,1,3.27857E+14,43,1,2,47,1,2,32,1,3,44,1,3,41,1,3,31,1,2,33,1,1
1,16,15,1,7,6,1,1,3.39286E+14,37,1,2,48,1,2,31,1,3,43,1,3,42,1,3,48,1,2,27.5,2,1
0,16,16,0,7,7,0,1,4.15714E+14,34,1,2,43,1,2,31,1,3,46,1,3,46,1,3,45,1,2,40,1,1
1,16,13,3,7,6,1,1,3.06429E+14,33,1,2,41,1,2,25.5,2,3,43,1,3,31,1,3,47,1,2,37,1,1
1,16,14,2,6,5,1,1,3.37857E+14,39,1,2,0,1,2,32,1,3,30,1,3,34,2,3,37,1,2,47,1,1
3,16,7,9,7,4,3,2,3.01429E+14,35,1,2,44,1,2,22.5,2,3,22.5,2,3,20,2,3,30,1,2,44,1,1
3,16,8,8,7,4,3,2,3.17143E+14,15.33333333,3,2,31,1,2,23.5,2,3,44,1,3,21,2,3,35,1,2,40,1,1
0,16,3,13,2,2,0,2,0,45,1,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,13,3,7,6,1,1,3.23571E+14,39,1,2,34,1,2,36,1,3,27,2,3,33,1,3,32,1,2,40,1,1
0,16,16,0,7,7,0,1,4.08571E+14,46,1,2,47,1,2,42,1,3,46,1,3,40,1,3,48,1,2,50,1,1
1,16,16,0,7,6,1,1,3.61429E+14,33.5,2,2,49,1,2,31,1,3,34,1,3,35,1,3,50,1,2,49,1,1
0,16,0,16,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,22,1,1
2,16,10,6,7,5,2,1,3.49286E+14,42,1,2,41,1,2,28.5,2,3,35,1,3,26.5,2,3,30,1,2,41,1,1
1,16,16,0,7,6,1,1,3.17381E+14,34,1,2,34,1,2,32,1,3,33,2,3,32,1,3,46,1,2,40,1,1
2,16,11,5,7,5,2,1,3.05714E+14,37,1,2,43,1,2,29,3,3,30,1,3,35,1,3,25.5,2,2,50,1,1
0,16,16,0,7,7,0,1,3.60714E+14,39,1,2,47,1,2,31,1,3,35,1,3,35,1,3,47,1,2,36,1,1
2,16,9,7,5,3,2,2,18.1,34,1,2,0,1,2,12,3,3,30,1,3,33.5,2,3,0,0,2,50,1,1
0,16,16,0,7,7,0,1,40,41,1,2,47,1,2,39,1,3,46,1,3,36,1,3,50,1,2,50,1,1
1,16,16,0,7,6,1,1,3.71429E+14,44,1,2,48,1,2,36.5,2,3,39,1,3,34,1,3,39,1,2,39,1,1
0,0,0,0,0,0,0,0,6,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
0,16,1,15,1,1,0,2,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,37,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1
1,16,16,0,7,6,1,1,3.33095E+14,40,1,2,50,1,2,30,1,3,40,1,3,42,1,3,31,2,2,50,1,1
