NOTA_MPI,VECES_MPI,CREDITOS_MPI,NOTA_PYE,VECES_PYE,CREDITOS_PYE,NOTA_ELD,VECES_ELD,CREDITOS_ELD,NOTA_EL_DOS,VECES_EL_DOS,CREDITOS_EL_DOS,NOTA_CIR_TRES,VECES_CIR_TRES,CREDITOS_CIR_TRES,NOTA_GEE,VECES_GEE,CREDITOS_GEE,NOTA_ME,VECES_ME,CREDITOS_ME,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO
42,1,2,36,1,2,37,1,3,37,2,3,32,2,2,30,1,2,32,1,3,2,22,17,5,9,7,2,2,36.78571429
39,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
45,1,2,38,1,2,44,1,3,40,1,3,50,1,2,37,1,2,44,1,3,0,17,17,0,7,7,0,1,44
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
43,1,2,32,2,2,40,1,3,34,1,3,35,1,2,39,1,2,40,2,3,2,22,17,5,9,7,2,2,29.70588235
41,1,2,24,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
43,1,2,38,2,2,42,1,3,39,2,3,30,2,2,30,1,2,35,1,3,3,24,17,7,10,7,3,2,26.68421053
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,40,2,2,34,1,3,40,1,3,32,1,2,35,1,2,30,1,3,1,19,17,2,8,7,1,1,32.05882353
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,38,2,2,39,1,3,37,2,3,30,2,2,32,1,2,36,1,3,3,24,17,7,10,7,3,2,26.85714286
43,1,2,33,1,2,37,1,3,30,1,3,25,1,2,43,1,2,33,1,3,0,17,15,2,7,6,1,1,20.61111111
37,1,2,17,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,2,0
42,1,2,21,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,2,0
41,1,2,32,2,2,45,1,3,36,1,3,31,2,2,34,1,2,0,0,3,2,18,14,4,8,6,2,2,35.58333333
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,32,1,2,40,1,3,0,0,3,0,0,2,0,0,2,31,1,3,0,10,10,0,4,4,0,1,0
39,1,2,33,1,2,42,1,3,42,1,3,42,1,2,30,1,2,32,1,3,0,17,17,0,7,7,0,1,27.41176471
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,34,1,2,38,1,3,36,1,3,40,1,2,33,2,2,31,1,3,1,19,17,2,8,7,1,2,20.86363636
38,1,2,30,1,2,37,1,3,42,1,3,44,1,2,36,2,2,32,1,3,1,19,17,2,8,7,1,1,39.21428571
32,1,2,32,2,2,35,1,3,37,1,3,25,2,2,30,2,2,30,1,3,3,23,15,8,10,6,4,2,24.6
35,1,2,37,1,2,46,1,3,34,1,3,25,1,2,38,1,2,41,1,3,0,17,15,2,7,6,1,1,20.58823529
40,1,2,40,2,2,47,1,3,39,1,3,36,1,2,31,1,2,38,1,3,1,19,17,2,8,7,1,1,27.45
34,1,2,32,2,2,36,1,3,32,1,3,44,1,2,37,1,2,41,1,3,1,19,17,2,8,7,1,1,33.42857143
40,1,2,43,1,2,44,1,3,34,1,3,42,1,2,33,1,2,39,1,3,0,17,17,0,7,7,0,1,31
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,37,1,2,0,0,3,0,0,3,0,0,2,0,0,2,37,1,3,0,7,7,0,3,3,0,1,0
32,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,30,2,2,41,1,3,36,1,3,30,1,2,0,0,2,31,1,3,1,15,13,2,6,5,1,2,33.33333333
36,2,2,31,2,2,38,1,3,38,2,3,36,2,2,38,1,2,33,1,3,4,26,17,9,11,7,4,2,28.23529412
41,1,2,41,1,2,43,1,3,40,1,3,43,2,2,37,1,2,30,1,3,1,19,17,2,8,7,1,1,33.41176471
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,30,1,2,33,3,3,39,1,3,30,2,2,31,1,2,30,3,3,3,31,17,14,12,7,5,2,17.54166667
27,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,2,0
40,1,2,40,1,2,47,1,3,40,1,3,37,1,2,33,1,2,35,1,3,0,17,17,0,7,7,0,1,38.07142857
40,1,2,37,1,2,45,1,3,39,1,3,42,1,2,34,1,2,35,1,3,0,17,17,0,7,7,0,1,34.47058824
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,36,1,2,40,1,3,40,1,3,46,1,2,38,1,2,36,1,3,0,17,17,0,7,7,0,1,31.88235294
39,1,2,31,2,2,39,1,3,40,2,3,34,2,2,32,1,2,35,1,3,3,24,17,7,10,7,3,2,22.09090909
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
36,1,2,38,1,2,45,1,3,39,1,3,30,1,2,33,1,2,34,1,3,0,17,17,0,7,7,0,1,31.58823529
30,1,2,33,1,2,38,1,3,32,1,3,31,2,2,36,1,2,34,1,3,1,19,17,2,8,7,1,2,25.15789474
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,40,1,2,46,1,3,39,1,3,42,1,2,33,1,2,44,1,3,0,17,17,0,7,7,0,1,27.10526316
34,1,2,33,1,2,30,2,3,41,1,3,0,0,2,0,0,2,37,1,3,1,16,13,3,6,5,1,2,45
30,2,2,38,1,2,45,1,3,39,1,3,49,1,2,43,1,2,35,1,3,1,19,17,2,8,7,1,1,30.47058824
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
36,1,2,30,1,2,40,1,3,33,1,3,30,1,2,43,1,2,37,1,3,0,17,17,0,7,7,0,1,34.71428571
35,2,2,30,1,2,30,1,3,36,1,3,32,1,2,30,1,2,33,1,3,1,19,17,2,8,7,1,2,29.29411765
40,1,2,30,1,2,36,1,3,32,1,3,30,1,2,41,1,2,34,1,3,0,17,17,0,7,7,0,1,25.52631579
30,1,2,35,3,2,34,1,3,32,1,3,31,2,2,31,1,2,35,2,3,3,26,17,9,11,7,4,2,29.0625
40,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,39,1,2,42,1,3,41,1,3,30,1,2,33,1,2,38,2,3,1,20,17,3,8,7,1,1,34.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
36,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
30,1,2,30,1,2,31,1,3,33,1,3,30,3,2,38,1,2,34,1,3,1,21,17,4,9,7,2,2,30.17647059
35,3,2,30,2,2,39,1,3,36,1,3,30,1,2,37,1,2,36,1,3,2,23,17,6,10,7,3,2,21.8
30,2,2,30,2,2,44,3,3,33,1,3,38,2,2,35,1,2,31,1,3,4,29,17,12,12,7,5,2,20.29166667
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,32,2,2,35,1,3,32,1,3,37,2,2,43,1,2,42,1,3,2,21,17,4,9,7,2,2,19.58333333
0,0,2,30,1,2,0,0,3,0,0,3,0,0,2,0,0,2,32,1,3,0,5,5,0,2,2,0,2,14
41,1,2,37,1,2,40,1,3,39,1,3,50,1,2,31,1,2,40,1,3,0,17,17,0,7,7,0,1,36.21428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
33,1,2,36,1,2,39,1,3,37,1,3,36,2,2,33,1,2,34,2,3,2,22,17,5,9,7,2,2,29.58823529
32,1,2,30,1,2,31,1,3,36,1,3,34,3,2,43,1,2,32,1,3,1,21,17,4,9,7,2,2,23.45
35,1,2,30,1,2,37,2,3,41,1,3,30,2,2,32,1,2,32,1,3,2,22,17,5,9,7,2,2,20.72727273
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,37,1,2,39,1,3,32,1,3,44,1,2,31,1,2,36,1,3,0,17,17,0,7,7,0,1,26.2
33,1,2,38,1,2,39,1,3,47,2,3,30,2,2,32,2,2,30,1,3,3,24,17,7,10,7,3,2,36.5
39,1,2,31,1,2,8,2,3,31,2,3,30,2,2,30,1,2,40,2,3,4,28,14,14,11,6,5,2,32.5
37,1,2,40,1,2,36,2,3,39,1,3,33,2,2,33,2,2,43,1,3,3,24,17,7,10,7,3,2,28.9375
36,1,2,21,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,2,0
36,2,2,32,2,2,40,1,3,39,1,3,30,2,2,30,1,2,37,1,3,3,23,17,6,10,7,3,2,38.42857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
36,1,2,25,2,2,21,2,3,42,2,3,0,0,2,0,0,2,0,0,3,3,18,5,13,7,2,5,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
36,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,20,1,3,0,5,2,3,2,1,1,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,33,2,2,42,1,3,41,2,3,30,2,2,30,1,2,36,1,3,3,24,17,7,10,7,3,2,29.3125
0,0,2,20,3,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,6,0,6,3,0,3,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,31,2,2,34,1,3,37,1,3,32,2,2,30,1,2,33,2,3,3,24,17,7,10,7,3,2,26.1
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
32,1,2,32,1,2,42,1,3,31,1,3,37,3,2,32,1,2,32,2,3,2,24,17,7,10,7,3,2,32.05882353
31,1,2,30,1,2,44,1,3,40,1,3,41,1,2,30,1,2,41,1,3,0,17,17,0,7,7,0,1,36.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,38,1,2,43,1,3,41,2,3,50,1,2,34,1,2,36,1,3,1,20,17,3,8,7,1,1,36
31,1,2,36,1,2,44,1,3,37,1,3,34,2,2,31,1,2,33,1,3,1,19,17,2,8,7,1,2,36.78571429
42,2,2,40,1,2,36,1,3,40,2,3,37,1,2,32,1,2,39,1,3,2,22,17,5,9,7,2,2,35.14285714
42,1,2,33,1,2,45,1,3,41,2,3,47,1,2,33,1,2,37,1,3,1,20,17,3,8,7,1,1,26.95
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,34,1,2,37,1,3,35,1,3,34,1,2,36,1,2,30,1,3,0,17,17,0,7,7,0,1,23.95454545
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
47,2,2,32,2,2,37,2,3,30,1,3,30,1,2,39,1,2,35,1,3,3,24,17,7,10,7,3,2,21.39130435
35,1,2,32,2,2,41,1,3,35,1,3,30,1,2,30,1,2,30,1,3,1,19,17,2,8,7,1,2,40
32,1,2,35,2,2,30,3,3,36,1,3,30,2,2,32,1,2,36,1,3,3,27,17,10,11,7,4,2,28
33,2,2,35,1,2,33,1,3,41,2,3,30,2,2,37,2,2,38,1,3,4,26,17,9,11,7,4,2,24.95454545
38,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,43,1,2,37,1,3,47,2,3,33,3,2,35,1,2,39,1,3,2,24,17,7,10,7,3,2,28.88235294
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,0,0
32,1,2,34,2,2,36,2,3,39,1,3,31,1,2,35,1,2,31,1,3,2,22,17,5,9,7,2,2,37.66666667
35,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
17,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,33,1,2,39,1,3,42,2,3,31,2,2,30,1,2,40,1,3,2,22,17,5,9,7,2,2,33.58823529
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
34,1,2,43,1,2,39,1,3,40,1,3,48,1,2,38,1,2,37,1,3,0,17,17,0,7,7,0,1,32.52941176
35,1,2,30,1,2,42,1,3,40,1,3,30,2,2,32,1,2,39,1,3,1,19,17,2,8,7,1,1,22.59090909
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,33,2,2,36,1,3,40,1,3,32,2,2,48,1,2,39,1,3,2,21,17,4,9,7,2,2,26.05
35,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
33,1,2,35,1,2,30,1,3,30,1,3,0,0,2,0,0,2,30,1,3,0,13,13,0,5,5,0,2,43.8
32,1,2,39,1,2,41,1,3,39,1,3,37,1,2,38,2,2,37,1,3,1,19,17,2,8,7,1,1,38.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,30,3,2,44,1,3,47,2,3,30,1,2,30,1,2,36,2,3,3,27,17,10,11,7,4,2,24.04545455
35,1,2,42,1,2,41,1,3,33,1,3,30,1,2,33,1,2,42,1,3,0,17,17,0,7,7,0,1,34.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
31,1,2,38,1,2,42,1,3,35,1,3,30,1,2,30,2,2,32,1,3,1,19,17,2,8,7,1,2,31.58823529
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,42,2,2,48,1,3,37,1,3,30,2,2,36,1,2,30,1,3,2,19,15,4,8,6,2,2,31.375
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
33,2,2,37,1,2,41,1,3,36,1,3,30,2,2,30,1,2,35,1,3,2,21,17,4,9,7,2,2,30.5
12,1,2,30,3,2,33,1,3,39,1,3,0,0,2,0,0,2,38,1,3,1,17,11,6,7,4,3,2,26.5
40,1,2,32,1,2,48,1,3,42,1,3,47,1,2,40,1,2,37,1,3,0,17,17,0,7,7,0,1,38.14285714
43,1,2,42,1,2,45,1,3,38,1,3,36,1,2,41,1,2,46,1,3,0,17,17,0,7,7,0,1,41.57142857
35,1,2,38,2,2,45,1,3,37,1,3,42,1,2,36,1,2,37,1,3,1,19,17,2,8,7,1,1,35.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,37,2,2,30,1,3,34,1,3,44,2,2,37,1,2,41,2,3,3,24,17,7,10,7,3,2,38.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,38,2,2,28,3,3,35,1,3,7,1,2,39,1,2,31,1,3,2,25,12,13,10,5,5,2,29.4
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,30,3,2,32,1,3,35,2,3,31,1,2,33,1,2,37,1,3,2,24,17,7,10,7,3,2,19.73913043
31,2,2,31,2,2,40,2,3,33,1,3,30,1,2,38,1,2,32,2,3,4,27,17,10,11,7,4,2,28.05263158
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,26,2,2,9,1,3,40,1,3,0,0,2,0,0,2,0,0,3,1,10,3,7,4,1,3,2,28.4
0,0,2,3,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,2,0
37,1,2,30,1,2,31,1,3,38,1,3,30,1,2,42,1,2,36,1,3,0,17,17,0,7,7,0,1,36.21428571
33,2,2,31,1,2,46,1,3,37,1,3,33,2,2,34,1,2,37,1,3,2,21,17,4,9,7,2,2,29.35294118
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,39,2,2,48,1,3,47,1,3,31,1,2,33,1,2,33,2,3,2,22,17,5,9,7,2,2,26.84210526
30,1,2,32,2,2,47,1,3,31,1,3,34,2,2,42,1,2,38,2,3,3,24,17,7,10,7,3,2,39.64285714
0,0,2,25,3,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,6,0,6,3,0,3,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
32,1,2,33,1,2,38,3,3,30,1,3,30,1,2,42,1,2,34,1,3,1,23,17,6,9,7,2,2,36.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
33,1,2,39,1,2,37,1,3,39,1,3,34,2,2,40,1,2,35,1,3,1,19,17,2,8,7,1,1,29.76470588
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
34,1,2,35,1,2,30,1,3,40,1,3,30,1,2,42,1,2,41,1,3,0,17,17,0,7,7,0,1,34.15789474
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,33,1,2,41,1,3,43,1,3,38,1,2,31,1,2,33,1,3,0,17,17,0,7,7,0,1,29
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,40,1,2,41,1,3,41,2,3,41,1,2,36,1,2,36,1,3,1,20,17,3,8,7,1,1,36.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
45,1,2,43,1,2,48,1,3,39,1,3,36,1,2,35,1,2,32,1,3,0,17,17,0,7,7,0,1,43.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
2,2,2,15,3,2,43,1,3,30,1,3,0,0,2,0,0,2,5,2,3,3,22,6,16,9,2,7,2,0
32,1,2,33,1,2,39,1,3,36,1,3,35,1,2,39,1,2,42,1,3,0,17,17,0,7,7,0,1,37.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,38,3,2,23,1,3,35,2,3,31,2,2,31,1,2,30,1,3,3,24,12,12,10,5,5,2,22.84210526
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,42,1,2,45,1,3,39,1,3,36,1,2,30,1,2,44,1,3,0,17,17,0,7,7,0,1,31.9375
