NOTA_MPI,VECES_MPI,CREDITOS_MPI,NOTA_PYE,VECES_PYE,CREDITOS_PYE,NOTA_ELD,VECES_ELD,CREDITOS_ELD,NOTA_EL_DOS,VECES_EL_DOS,CREDITOS_EL_DOS,NOTA_CIR_TRES,VECES_CIR_TRES,CREDITOS_CIR_TRES,NOTA_GEE,VECES_GEE,CREDITOS_GEE,NOTA_ME,VECES_ME,CREDITOS_ME,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO
41,1,2,36,1,2,35,1,3,33,1,3,30,1,2,32,1,2,37,1,3,0,17,17,0,7,7,0,1,27.05882353
31,1,2,33,1,2,33,1,3,39,3,3,12,2,2,30,2,2,36,1,3,3,27,15,12,11,6,5,2,19.85
40,1,2,36,1,2,30,1,3,36,1,3,32,1,2,37,1,2,39,1,3,0,17,17,0,7,7,0,1,32.47058824
37,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,19
39,1,2,34,1,2,0,0,3,36,1,3,0,0,2,14,1,2,39,1,3,0,12,10,2,5,4,1,1,27.06666667
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
30,1,2,0,0,2,5,2,3,11,2,3,0,0,2,18,2,2,0,0,3,3,18,2,16,7,1,6,2,3
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,34,1,2,37,1,3,36,1,3,44,2,2,35,1,2,42,1,3,1,19,17,2,8,7,1,1,25
11,1,2,38,2,2,0,0,3,0,0,3,0,0,2,0,0,2,21,1,3,1,9,2,7,4,1,3,2,9.3
35,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
38,1,2,32,1,2,39,1,3,32,1,3,47,1,2,34,1,2,38,1,3,0,17,17,0,7,7,0,1,31
35,1,2,37,1,2,36,1,3,41,1,3,31,2,2,31,1,2,38,1,3,1,19,17,2,8,7,1,1,35.22222222
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
32,1,2,37,1,2,30,1,3,33,1,3,41,1,2,38,1,2,33,1,3,0,17,17,0,7,7,0,1,28.1875
35,1,2,33,1,2,45,1,3,28,1,3,37,1,2,0,0,2,35,1,3,0,15,12,3,6,5,1,1,33.55555556
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,39,1,2,48,1,3,35,1,3,42,1,2,30,1,2,30,1,3,0,17,17,0,7,7,0,1,35.14285714
38,1,2,32,3,2,31,1,3,33,1,3,32,3,2,35,3,2,33,2,3,4,32,17,15,14,7,7,2,21.17647059
35,1,2,32,1,2,38,2,3,33,2,3,43,1,2,35,1,2,33,1,3,2,23,17,6,9,7,2,2,29.64705882
35,1,2,30,1,2,46,1,3,36,1,3,41,1,2,39,2,2,38,1,3,1,19,17,2,8,7,1,1,32.23529412
11,2,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,4,0,4,2,0,2,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,6,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,2,30
30,1,2,32,1,2,32,1,3,30,1,3,32,1,2,41,1,2,31,1,3,0,17,17,0,7,7,0,1,33.14285714
40,1,2,36,1,2,34,1,3,34,1,3,50,3,2,31,1,2,38,1,3,1,21,17,4,9,7,2,1,37.42857143
40,1,2,33,1,2,37,1,3,37,1,3,34,1,2,31,1,2,43,1,3,0,17,17,0,7,7,0,1,38.42857143
35,1,2,30,1,2,42,1,3,31,1,3,50,3,2,30,1,2,42,2,3,2,24,17,7,10,7,3,2,36.78571429
36,1,2,39,1,2,46,1,3,36,1,3,30,1,2,30,1,2,41,1,3,0,17,17,0,7,7,0,1,23.6
30,1,2,35,1,2,35,1,3,37,1,3,44,3,2,30,2,2,42,1,3,2,23,17,6,10,7,3,2,22.95652174
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
34,3,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,6,2,4,3,1,2,2,0
35,1,2,34,2,2,48,2,3,39,3,3,36,1,2,30,1,2,31,1,3,3,28,17,11,11,7,4,2,23.75
35,1,2,30,1,2,30,1,3,32,1,3,44,3,2,31,1,2,38,1,3,1,21,17,4,9,7,2,2,30.47058824
36,1,2,35,1,2,35,1,3,41,1,3,46,1,2,37,3,2,31,1,3,1,21,17,4,9,7,2,2,37.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
44,1,2,34,1,2,33,1,3,31,1,3,31,1,2,34,1,2,34,1,3,0,17,17,0,7,7,0,1,21.63636364
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,0,0,2,24,2,3,22,1,3,0,0,2,0,0,2,34,2,3,2,17,5,12,6,2,4,2,10.36363636
42,1,2,36,1,2,48,1,3,39,1,3,48,1,2,31,1,2,37,1,3,0,17,17,0,7,7,0,1,21.91304348
40,1,2,36,1,2,33,1,3,39,3,3,49,1,2,37,3,2,35,1,3,2,27,17,10,11,7,4,2,24.15
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,34,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,4,0,2,2,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,37,1,2,44,1,3,39,1,3,41,1,2,40,1,2,47,1,3,0,17,17,0,7,7,0,1,38.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,33,1,2,31,1,3,31,1,3,33,1,2,30,1,2,32,1,3,0,17,17,0,7,7,0,1,25.7
37,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,35.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
30,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,33,1,3,0,5,5,0,2,2,0,1,0
0,0,2,30,2,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,4,2,2,2,1,1,2,0
41,1,2,31,2,2,43,1,3,30,1,3,0,0,2,20,1,2,34,1,3,1,17,13,4,7,5,2,2,23.16666667
0,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,0,0
40,1,2,30,1,2,33,1,3,33,2,3,47,2,2,31,1,2,37,1,3,2,22,17,5,9,7,2,2,23.04545455
38,1,2,33,1,2,34,1,3,36,1,3,41,2,2,38,1,2,33,1,3,1,19,17,2,8,7,1,1,34.85714286
39,1,2,43,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,4,0,2,2,0,1,0
42,1,2,37,1,2,44,1,3,38,1,3,45,1,2,35,1,2,37,1,3,0,17,17,0,7,7,0,1,37.5
42,1,2,38,1,2,44,2,3,38,1,3,48,1,2,30,1,2,32,1,3,1,20,17,3,8,7,1,1,29.17647059
44,1,2,37,1,2,33,1,3,32,1,3,50,1,2,30,1,2,40,1,3,0,17,17,0,7,7,0,1,31.9375
38,1,2,30,1,2,34,1,3,32,2,3,45,1,2,33,1,2,36,1,3,1,20,17,3,8,7,1,2,28.29411765
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,37,1,2,44,1,3,33,1,3,34,1,2,35,1,2,46,1,3,0,17,17,0,7,7,0,1,41.14285714
39,1,2,41,1,2,33,2,3,35,1,3,0,0,2,0,0,2,33,2,3,2,19,13,6,7,5,2,2,25.38461538
38,1,2,40,2,2,43,1,3,31,1,3,37,2,2,36,1,2,41,1,3,2,21,17,4,9,7,2,1,34.57142857
38,1,2,34,1,2,37,1,3,31,1,3,49,1,2,34,2,2,38,2,3,2,22,17,5,9,7,2,2,30.52941176
36,1,2,0,2,2,39,1,3,30,1,3,30,1,2,34,1,2,33,1,3,1,19,15,4,8,6,2,2,7.53125
39,1,2,28,2,2,0,0,3,36,1,3,0,0,2,0,0,2,32,1,3,1,12,8,4,5,3,2,2,25.3
43,1,2,32,1,2,31,1,3,37,1,3,47,1,2,31,2,2,41,1,3,1,19,17,2,8,7,1,1,31
42,1,2,26,1,2,36,1,3,31,1,3,37,1,2,33,1,2,33,1,3,0,17,15,2,7,6,1,1,24.8125
40,1,2,34,1,2,40,1,3,37,1,3,30,1,2,37,1,2,40,1,3,0,17,17,0,7,7,0,1,36.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,34,1,2,38,1,3,31,1,3,45,2,2,36,1,2,41,1,3,1,19,17,2,8,7,1,1,32.17647059
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,34,1,2,39,1,3,35,3,3,43,1,2,33,1,2,31,1,3,1,23,17,6,9,7,2,2,26.78947368
41,1,2,30,3,2,30,1,3,34,1,3,0,0,2,0,0,2,32,1,3,1,17,13,4,7,5,2,2,10
40,1,2,33,1,2,36,1,3,31,2,3,40,1,2,30,2,2,34,1,3,2,22,17,5,9,7,2,2,23.33333333
39,1,2,33,1,2,36,1,3,38,1,3,32,1,2,30,1,2,41,1,3,0,17,17,0,7,7,0,1,28.88235294
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
35,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
40,1,2,31,1,2,30,1,3,39,2,3,41,1,2,30,1,2,33,1,3,1,20,17,3,8,7,1,2,26.42857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,35,1,2,38,1,3,38,1,3,36,1,2,36,1,2,43,1,3,0,17,17,0,7,7,0,1,30.94117647
40,1,2,32,1,2,35,1,3,33,1,3,30,1,2,36,1,2,38,2,3,1,20,17,3,8,7,1,2,26.45
32,1,2,30,2,2,37,1,3,38,2,3,33,1,2,30,2,2,31,1,3,3,24,17,7,10,7,3,2,24
41,1,2,30,1,2,34,1,3,35,1,3,30,1,2,30,1,2,39,1,3,0,17,17,0,7,7,0,1,26.17647059
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
42,1,2,37,2,2,35,1,3,34,2,3,32,1,2,31,1,2,38,1,3,2,22,17,5,9,7,2,2,29.11764706
36,1,2,33,1,2,41,1,3,40,1,3,39,1,2,35,1,2,43,1,3,0,17,17,0,7,7,0,1,30.11764706
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,37,1,2,43,1,3,35,1,3,46,1,2,30,1,2,41,1,3,0,17,17,0,7,7,0,1,30.52941176
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,39,1,3,0,0,2,0,0,2,0,0,3,0,3,3,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,33,1,2,26,2,3,0,0,3,0,0,2,0,0,2,35,1,3,1,11,5,6,4,2,2,2,11.66666667
36,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
35,1,2,34,1,2,30,1,3,30,1,3,48,1,2,32,2,2,35,1,3,1,19,17,2,8,7,1,1,25
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
42,1,2,34,1,2,40,1,3,34,1,3,44,2,2,30,1,2,33,1,3,1,19,17,2,8,7,1,1,26.94117647
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
33,1,2,36,3,2,34,1,3,34,1,3,0,0,2,0,0,2,31,1,3,1,17,13,4,7,5,2,2,10.6
39,1,2,33,2,2,31,2,3,35,1,3,31,2,2,32,1,2,38,1,3,3,24,17,7,10,7,3,2,33.35714286
0,0,2,14,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,35,1,3,38,3,3,0,0,2,0,0,2,33,1,3,1,15,9,6,5,3,2,2,16.1
37,1,2,33,1,2,38,2,3,37,2,3,0,1,2,36,1,2,30,1,3,2,23,15,8,9,6,3,2,35.6
41,1,2,30,2,2,34,1,3,38,1,3,36,3,2,30,1,2,35,1,3,2,23,17,6,10,7,3,2,15.25
39,1,2,41,2,2,39,1,3,40,1,3,42,1,2,30,1,2,35,1,3,1,19,17,2,8,7,1,1,29.11764706
43,1,2,37,1,2,42,1,3,45,1,3,49,1,2,31,1,2,30,1,3,0,17,17,0,7,7,0,1,27.21052632
39,1,2,30,2,2,30,1,3,37,1,3,31,2,2,30,1,2,30,1,3,2,21,17,4,9,7,2,2,35.21428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,24,1,3,40,1,3,0,0,2,0,0,2,21,1,3,0,9,3,6,3,1,2,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,39,1,2,45,1,3,39,1,3,41,1,2,38,1,2,47,1,3,0,17,17,0,7,7,0,1,41.64285714
33,1,2,15,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,2,0
40,1,2,34,3,2,30,1,3,38,1,3,0,0,2,0,0,2,30,1,3,1,17,13,4,7,5,2,2,29.125
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
36,1,2,36,1,2,36,1,3,31,2,3,45,2,2,30,1,2,34,1,3,2,22,17,5,9,7,2,2,29.11764706
35,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
46,1,2,33,1,2,22,2,3,37,1,3,0,0,2,0,0,2,31,1,3,1,16,10,6,6,4,2,2,17.91666667
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
15,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,30,1,2,35,1,3,40,1,3,46,1,2,36,1,2,44,1,3,0,17,17,0,7,7,0,1,38.85714286
42,1,2,41,1,2,37,1,3,31,1,3,36,1,2,31,1,2,41,1,3,0,17,17,0,7,7,0,1,24.47368421
24,2,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,4,0,4,2,0,2,2,0
0,0,2,10,2,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,4,0,4,2,0,2,2,0
40,1,2,37,1,2,35,1,3,40,1,3,45,2,2,35,1,2,39,1,3,1,19,17,2,8,7,1,1,32.29411765
39,1,2,35,1,2,43,1,3,41,1,3,36,1,2,33,1,2,40,1,3,0,17,17,0,7,7,0,1,39.71428571
41,1,2,30,1,2,37,1,3,36,2,3,37,1,2,36,2,2,32,2,3,3,25,17,8,10,7,3,2,24.73333333
40,1,2,31,1,2,35,1,3,37,1,3,36,1,2,34,2,2,33,1,3,1,19,17,2,8,7,1,2,35.71428571
40,1,2,44,2,2,31,1,3,34,1,3,37,1,2,30,1,2,39,1,3,1,19,17,2,8,7,1,1,31.29411765
40,1,2,32,1,2,42,1,3,39,1,3,46,2,2,36,1,2,30,1,3,1,19,17,2,8,7,1,1,32.17647059
38,1,2,30,1,2,39,1,3,36,2,3,39,1,2,34,1,2,42,1,3,1,20,17,3,8,7,1,2,36.57142857
41,1,2,34,1,2,36,1,3,38,1,3,38,1,2,38,1,2,30,1,3,0,17,17,0,7,7,0,1,32.41176471
43,1,2,38,1,2,44,1,3,41,1,3,45,1,2,37,1,2,44,1,3,0,17,17,0,7,7,0,1,42.14285714
36,1,2,32,1,2,35,1,3,33,1,3,31,1,2,30,1,2,34,1,3,0,17,17,0,7,7,0,1,25.59090909
40,1,2,31,1,2,36,1,3,35,1,3,45,2,2,31,1,2,37,1,3,1,19,17,2,8,7,1,1,32
38,1,2,39,2,2,30,1,3,30,1,3,42,1,2,32,1,2,39,1,3,1,19,17,2,8,7,1,2,35.57142857
43,1,2,34,1,2,43,1,3,36,2,3,39,1,2,35,1,2,48,1,3,1,20,17,3,8,7,1,1,36.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,30,2,2,4,1,3,0,0,3,0,0,2,0,0,2,30,2,3,2,15,7,8,6,3,3,2,12.81818182
33,1,2,38,2,2,38,1,3,39,2,3,30,2,2,31,1,2,30,1,3,3,24,17,7,10,7,3,2,23.16666667
34,1,2,0,0,2,37,1,3,0,0,3,0,0,2,0,0,2,0,0,3,0,5,5,0,2,2,0,1,0
41,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
37,1,2,0,0,2,32,1,3,38,1,3,0,0,2,0,0,2,0,0,3,0,8,8,0,3,3,0,1,0
32,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
42,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,36,2,2,35,1,3,37,1,3,45,1,2,30,1,2,30,1,3,1,19,17,2,8,7,1,1,37.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
30,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,2,0
39,1,2,38,2,2,30,1,3,33,1,3,33,1,2,35,2,2,43,1,3,2,21,17,4,9,7,2,2,22
42,1,2,31,1,2,39,1,3,39,2,3,34,2,2,34,1,2,37,2,3,3,25,17,8,10,7,3,2,26.4
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
38,1,2,42,1,2,40,1,3,39,1,3,30,1,2,37,1,2,44,2,3,1,20,17,3,8,7,1,1,36.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,34,1,2,35,1,3,30,1,3,40,1,2,31,1,2,39,1,3,0,17,17,0,7,7,0,1,31.05882353
0,0,2,0,0,2,42,2,3,38,1,3,0,0,2,0,0,2,0,0,3,1,9,6,3,3,2,1,2,0
41,1,2,32,2,2,14,2,3,34,3,3,0,0,2,0,0,2,39,1,3,3,24,10,14,9,4,5,2,5
36,1,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,2,3,1,3,0,8,5,3,3,2,1,2,1
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
32,1,2,23,1,2,37,1,3,22,2,3,0,0,2,0,0,2,31,1,3,1,16,8,8,6,3,3,2,37
36,1,2,35,1,2,36,1,3,35,1,3,39,1,2,30,1,2,33,1,3,0,17,17,0,7,7,0,1,31.23529412
39,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,30,1,2,32,1,3,38,1,3,8,2,2,30,1,2,38,1,3,1,19,15,4,8,6,2,2,17.81818182
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
43,1,2,38,1,2,41,1,3,38,1,3,37,1,2,33,1,2,35,1,3,0,17,17,0,7,7,0,1,36.28571429
37,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,1,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,0,0,2,31,1,3,41,2,3,0,0,2,26,1,2,0,0,3,1,13,8,5,5,3,2,2,16.14285714
42,1,2,36,1,2,39,1,3,38,1,3,30,1,2,31,1,2,32,1,3,0,17,17,0,7,7,0,1,36.14285714
45,1,2,37,1,2,42,1,3,48,1,3,49,1,2,37,1,2,37,1,3,0,17,17,0,7,7,0,1,40.21428571
34,1,2,30,1,2,35,1,3,31,2,3,30,2,2,35,1,2,37,1,3,2,22,17,5,9,7,2,2,22.45
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,31,1,2,35,1,3,43,1,3,49,1,2,32,1,2,41,1,3,0,17,17,0,7,7,0,1,37.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,34,1,2,40,1,3,46,1,3,42,1,2,36,1,2,37,1,3,0,17,17,0,7,7,0,1,38.14285714
0,0,2,31,3,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,1,6,2,4,3,1,2,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,36,1,2,44,1,3,43,1,3,31,2,2,42,1,2,30,1,3,1,19,17,2,8,7,1,1,38.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
32,2,2,34,2,2,40,2,3,36,1,3,30,1,2,32,2,2,34,1,3,4,26,17,9,11,7,4,2,17.77272727
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
40,1,2,35,1,2,41,1,3,37,1,3,47,1,2,36,2,2,36,1,3,1,19,17,2,8,7,1,1,37.71428571
41,1,2,0,0,2,37,1,3,34,1,3,0,0,2,0,0,2,0,0,3,0,8,8,0,3,3,0,1,0
40,1,2,35,1,2,47,1,3,43,1,3,32,1,2,34,1,2,34,1,3,0,17,17,0,7,7,0,1,41.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
41,1,2,43,1,2,45,1,3,43,1,3,48,1,2,38,1,2,37,1,3,0,17,17,0,7,7,0,1,43.14285714
0,0,2,13,1,2,0,1,3,11,1,3,0,0,2,0,0,2,6,1,3,0,11,0,11,4,0,4,2,0
38,1,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,2,0,0,3,0,5,2,3,2,1,1,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
44,1,2,40,2,2,39,1,3,31,1,3,44,1,2,33,1,2,37,1,3,1,19,17,2,8,7,1,1,37.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
42,1,2,31,1,2,31,1,3,41,1,3,41,1,2,35,1,2,33,1,3,0,17,17,0,7,7,0,1,32.35294118
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,12,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,0,2,1,0,1,2,0
43,1,2,40,1,2,40,1,3,44,1,3,42,1,2,30,1,2,48,1,3,0,17,17,0,7,7,0,1,39.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
44,1,2,35,1,2,47,1,3,44,1,3,45,1,2,30,1,2,40,1,3,0,17,17,0,7,7,0,1,40.35714286
40,1,2,30,1,2,42,1,3,40,1,3,47,1,2,32,1,2,40,1,3,0,17,17,0,7,7,0,1,42.14285714
36,1,2,33,1,2,46,1,3,39,1,3,38,1,2,38,1,2,39,1,3,0,17,17,0,7,7,0,1,35.57142857
40,1,2,40,1,2,44,1,3,39,1,3,30,1,2,31,1,2,41,1,3,0,17,17,0,7,7,0,1,39
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
37,1,2,0,0,2,0,1,3,1,1,3,0,0,2,0,0,2,0,0,3,0,8,2,6,3,1,2,2,0
31,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,2,2,0,1,1,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
39,1,2,20,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,4,2,2,2,1,1,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
43,1,2,40,2,2,34,1,3,48,1,3,30,3,2,35,1,2,32,1,3,2,23,17,6,10,7,3,2,28.35294118
