NOTA_EI_OP_AII,VECES_EI_OP_AII,CREDITOS_EI_OP_AII,NOTA_EI_OP_BII,VECES_EI_OP_BII,CREDITOS_EI_OP_BII,NOTA_EI_OP_CI,VECES_EI_OP_CI,CREDITOS_EI_OP_CI,NOTA_GES_CAL_VAL_SOFT,VECES_GES_CAL_VAL_SOFT,CREDITOS_GES_CAL_VAL_SOFT,NOTA_SIS_OP,VECES_SIS_OP,CREDITOS_SIS_OP,NOTA_GRADO_UNO,VECES_GRADO_UNO,CREDITOS_GRADO_UNO,CAR_NUEVE,NCC_NUEVE,NCA_NUEVE,NCP_NUEVE,NAC_NUEVE,NAA_NUEVE,NAP_NUEVE,EPA_NUEVE,PROMEDIO_DIEZ
42,1,3,0,0,0,34,1,3,39,1,3,25.5,2,3,0,0,0,1,15,9,6,5,3,2,2,39.54545455
0,0,0,0,0,0,45,1,3,47,1,3,36,1,3,0,0,0,0,9,9,0,3,3,0,1,40.90909091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
48,1,3,0,0,0,44,1,3,47,1,3,44,1,3,0,0,0,0,12,12,0,4,4,0,1,38.90909091
0,0,0,0,0,0,46,1,3,47,1,3,48,1,3,50,1,1,0,10,10,0,4,4,0,1,47.71428571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,46,1,3,47,1,3,40,1,3,0,0,0,0,9,9,0,3,3,0,1,42.72727273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49,1,3,45,1,3,40,1,3,45,1,3,45,1,1,0,13,13,0,5,5,0,1,45.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
41,1,3,0,0,0,46,1,3,39,1,3,47,1,3,47,1,1,0,13,13,0,5,5,0,1,46.5
0,0,0,38,1,3,45,1,3,49,1,3,41,1,3,0,0,0,0,12,12,0,4,4,0,1,44.09090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,41,1,3,37,1,3,43,1,3,40,1,3,0,0,0,0,12,12,0,4,4,0,1,38.45454545
0,0,0,49,1,3,44,1,3,45,1,3,45,1,3,42,1,1,0,13,13,0,5,5,0,1,43.14285714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,44,1,3,48,1,3,50,1,3,48,1,1,0,10,10,0,4,4,0,1,47.57142857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42.5,2,3,45,1,3,38,1,3,35,1,3,0,0,0,1,15,12,3,5,4,1,1,43.40909091
48,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,46,1,3,37,1,3,48,1,3,50,1,1,0,10,10,0,4,4,0,1,46.85714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,44,2,3,41,1,3,45,1,3,50,1,1,1,13,10,3,5,4,1,1,43.85714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,50,1,3,47,1,3,50,1,3,48,1,1,0,10,10,0,4,4,0,1,47.85714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37,2,3,43,1,3,37,1,3,47,1,3,0,0,0,1,15,12,3,5,4,1,1,41.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,2,3,50,1,3,40,1,3,24.5,2,3,0,0,0,2,18,9,9,6,3,3,2,41.36363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
44,1,3,0,0,0,44,1,3,36,1,3,40,1,3,47,1,1,0,13,13,0,5,5,0,1,41.5
0,0,0,0,0,0,43,1,3,42,1,3,42,1,3,0,0,0,0,9,9,0,3,3,0,1,42.18181818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
0,0,0,0,0,0,44,1,3,47,1,3,41,1,3,0,0,0,0,9,9,0,3,3,0,1,44.36363636
0,0,0,38,1,3,45,1,3,35,1,3,37,1,3,0,0,0,0,12,12,0,4,4,0,1,37.42857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
42,1,3,0,0,0,42,1,3,36,1,3,43,1,3,44,1,1,0,13,13,0,5,5,0,1,40.14285714
0,0,0,46,1,3,42,1,3,37,1,3,41,1,3,0,0,0,0,12,12,0,4,4,0,1,41.90909091
42,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
47,1,3,38,1,3,45,1,3,40,1,3,41,1,3,0,0,0,0,15,15,0,5,5,0,1,43.64285714
0,0,0,38,1,3,40,1,3,31,1,3,38,1,3,48,1,1,0,13,13,0,5,5,0,1,41
0,0,0,49,1,3,50,1,3,40,1,3,42,1,3,0,0,0,0,12,12,0,4,4,0,1,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,36,1,3,45,1,3,40,1,3,41,1,3,0,0,0,0,12,12,0,4,4,0,1,43.42857143
32,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
30,1,3,0,0,0,38,1,3,0,0,0,33,1,3,0,0,0,0,9,9,0,3,3,0,1,36.36363636
30,1,3,0,0,0,46,1,3,0,0,0,35,1,3,0,0,0,0,9,9,0,3,3,0,1,41.18181818
37,1,3,0,0,0,40,1,3,30,1,3,31,1,3,0,0,0,0,12,12,0,4,4,0,1,40.54545455
49,1,3,29,1,3,40,1,3,46,1,3,34,1,3,0,0,0,0,15,12,3,5,4,1,1,33.40909091
0,0,0,0,0,0,46,1,3,37,1,3,45,1,3,0,0,0,0,9,9,0,3,3,0,1,42.63636364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,1,3,44,1,3,36,1,3,37,1,3,0,0,0,0,12,12,0,4,4,0,1,42.68181818
32,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
42,1,3,0,0,0,44,1,3,35,1,3,42,1,3,0,0,0,0,12,12,0,4,4,0,1,40
0,0,0,40,1,3,44,1,3,37,1,3,46,1,3,0,0,0,0,12,12,0,4,4,0,1,43.85714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
0,0,0,0,0,0,50,1,3,44,1,3,40,1,3,47,1,1,0,10,10,0,4,4,0,1,45.57142857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,46,1,3,40,1,3,45,1,3,0,0,0,0,9,9,0,3,3,0,1,43.09090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,42,1,3,47,1,3,22,3,3,0,0,0,2,15,6,9,5,2,3,2,39.27272727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
44,1,3,37,1,3,45,1,3,46,1,3,38,1,3,0,0,0,0,15,15,0,5,5,0,1,43.54545455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
0,0,0,0,0,0,32,2,3,0,0,0,15,1,3,0,0,0,1,9,3,6,3,1,2,2,40.75
44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
49,1,3,34,1,3,46,1,3,40,1,3,33,1,3,0,0,0,0,15,15,0,5,5,0,1,45.78571429
0,0,0,0,0,0,42,1,3,44,1,3,42,1,3,0,0,0,0,9,9,0,3,3,0,1,44
44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,50,1,3,34,1,3,33,1,3,0,0,0,0,9,9,0,3,3,0,1,39.18181818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,2,3,50,1,3,43,1,3,45,1,3,48,1,1,1,16,13,3,6,5,1,1,46.10714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,44,1,3,50,1,3,38,1,3,40,1,3,44,1,1,0,13,13,0,5,5,0,1,44.07142857
0,0,0,45.5,2,3,42,1,3,44,1,3,45,1,3,0,0,0,1,15,12,3,5,4,1,1,43.72727273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,44,1,3,44,1,3,45,1,3,43,1,1,0,10,10,0,4,4,0,1,41.07142857
50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
44,1,3,24,1,3,50,1,3,0,0,0,50,1,3,0,0,0,0,12,9,3,4,3,1,1,40
44,1,3,37,1,3,46,1,3,39,1,3,36,1,3,0,0,0,0,15,15,0,5,5,0,1,45.85714286
0,0,0,40,1,3,50,1,3,44,1,3,44,1,3,0,0,0,0,12,12,0,4,4,0,1,46.25
0,0,0,44,1,3,42,1,3,38,1,3,26,2,3,0,0,0,1,15,9,6,5,3,2,2,36.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46.5,2,3,44,1,3,50,1,3,44,1,3,0,0,0,1,15,12,3,5,4,1,1,46.86363636
0,0,0,0,0,0,41,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,46.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.66666667,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,9,3,0,3,2,0
41,1,3,0,0,0,22,1,3,37,1,3,35,1,3,0,0,0,0,12,9,3,4,3,1,1,38.66666667
0,0,0,0,0,0,41,1,3,39,1,3,30,1,3,0,0,0,0,9,9,0,3,3,0,1,38.45454545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,45,1,3,44,1,3,44,1,3,0,0,0,0,9,9,0,3,3,0,1,43.45454545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42,1,3,0,0,0,0,0,0,35,1,3,0,0,0,0,6,6,0,2,2,0,1,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,36,1,3,0,0,0,0,3,3,0,1,1,0,1,42.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,40,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,38,2,3,42,1,3,0,0,0,34,1,3,0,0,0,1,12,9,3,4,3,1,2,42.40909091
0,0,0,43,1,3,40,1,3,39,1,3,39,1,3,0,0,0,0,12,12,0,4,4,0,1,38.40909091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
34,2,3,38,1,3,45,1,3,38,1,3,43,1,3,0,0,0,1,18,15,3,6,5,1,1,36.875
0,0,0,0,0,0,45,1,3,35,1,3,33,1,3,0,0,0,0,9,9,0,3,3,0,1,42.33333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
30,1,3,0,0,0,45,1,3,38,1,3,42,1,3,44,1,1,0,13,13,0,5,5,0,1,44.92857143
0,0,0,36,1,3,45,1,3,37,1,3,48,1,3,0,0,0,0,12,12,0,4,4,0,1,43.85714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
0,0,0,28,1,3,43,1,3,22,1,3,38,1,3,0,0,0,0,12,6,6,4,2,2,1,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
0,0,0,34,1,3,40,1,3,36,1,3,37,1,3,0,0,0,0,12,12,0,4,4,0,1,37.28571429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
37,1,3,26,1,3,45,1,3,0,0,0,30,1,3,0,0,0,0,12,9,3,4,3,1,1,39.36363636
0,0,0,0,0,0,44,1,3,47,1,3,48,1,3,0,0,0,0,9,9,0,3,3,0,1,44.14285714
31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,0
0,0,0,34,1,3,45,1,3,40,1,3,43,1,3,0,0,0,0,12,12,0,4,4,0,1,43.42857143
30,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
0,0,0,0,0,0,41,1,3,15,1,3,36,1,3,0,0,0,0,9,6,3,3,2,1,2,42.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
46,1,3,0,0,0,45,1,3,35,1,3,40,1,3,0,0,0,0,12,12,0,4,4,0,1,43.5
37,1,3,0,0,0,44,1,3,0,0,0,48,1,3,0,0,0,0,9,9,0,3,3,0,1,42.18181818
0,0,0,15,2,3,46,1,3,23,1,3,40,1,3,0,0,0,1,15,6,9,5,2,3,2,39.875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,22.66666667,3,3,0,0,0,2,9,0,9,3,0,3,2,17.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9.5,2,3,0,0,0,45,1,3,0,0,0,1,9,3,6,3,1,2,2,37.875
47,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,47,1,3,45,1,3,0,0,0,0,6,6,0,2,2,0,1,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
0,0,0,0,0,0,38,1,3,21,1,3,0,0,0,0,0,0,0,6,3,3,2,1,1,2,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
0,0,0,0,0,0,42,1,3,0,0,0,43,1,3,0,0,0,0,6,6,0,2,2,0,1,40.45454545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,2,1,1,2,0
44,1,3,0,0,0,30,1,3,0,0,0,39,1,3,0,0,0,0,9,9,0,3,3,0,1,36.09090909
48,1,3,0,0,0,50,1,3,38,1,3,34,1,3,0,0,0,0,12,12,0,4,4,0,1,44.81818182
39,1,3,43,1,3,46,1,3,45,1,3,45,1,3,50,1,1,0,16,16,0,6,6,0,1,44.70588235
46,1,3,0,0,0,43,1,3,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,0,1,38.875
45,1,3,0,0,0,50,1,3,45,1,3,42,1,3,0,0,0,0,12,12,0,4,4,0,1,45.36363636
0,0,0,45,1,3,47,1,3,46,1,3,44,1,3,50,1,1,0,13,13,0,5,5,0,1,45.94117647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
48,1,3,0,0,0,0,0,0,36,1,3,0,0,0,0,0,0,0,6,6,0,2,2,0,1,32.4
0,0,0,44,1,3,46,1,3,43,1,3,45,1,3,50,1,1,0,13,13,0,5,5,0,1,44.05882353
0,0,0,0,0,0,0,0,0,36,1,3,33,1,3,0,0,0,0,6,6,0,2,2,0,1,43.18181818
41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,1,0
32,1,3,0,0,0,41,1,3,40,1,3,45,1,3,0,0,0,0,12,12,0,4,4,0,1,41.54545455
0,0,0,0,0,0,0,0,0,37,1,3,34,1,3,0,0,0,0,6,6,0,2,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,1,3,0,0,0,33,1,3,0,0,0,0,0,0,0,6,6,0,2,2,0,1,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30,1,3,47,1,3,0,0,0,0,6,6,0,2,2,0,1,0
0,0,0,47,1,3,44,1,3,0,0,0,37,1,3,0,0,0,0,9,9,0,3,3,0,1,0
31,2,3,41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6,3,3,2,1,2,42
48,1,3,0,0,0,40,1,3,34,1,3,36,1,3,0,0,0,0,12,12,0,4,4,0,1,34.8
44,1,3,0,0,0,45,1,3,35,1,3,35,1,3,0,0,0,0,12,12,0,4,4,0,1,47
