NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOS Q;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
1698;36.46666666666667;47.0;38.14705882352941;33.0;31.5;32.0;49.0;38.861111111111114;7;32.5;31.0;38.0;44.0;50.0;30.323529411764707;1;19;16;3;6;4;2;1;39.0;1;2;30.0;1;3;28.5;2;3;18.0;1;3;32.0;1;2;48.0;1;3;0;0;2;3;40.0
1700;30.1;19.0;34.23529411764706;36.0;33.0;30.0;38.0;31.705882352941178;6;30.0;30.0;40.0;38.0;0.0;31.08823529411765;2;23;16;7;6;4;2;1;33.0;1;2;30.0;1;3;27.5;2;3;36.0;1;3;28.0;3;2;42.0;1;3;0;0;2;2;35.705882352941174
1702;38.266666666666666;46.0;40.705882352941174;43.0;34.0;34.0;43.0;39.1764705882353;6;40.0;43.0;41.0;43.0;0.0;33.76470588235294;0;16;16;0;6;6;0;1;39.0;1;2;30.0;1;3;31.0;1;3;41.0;1;3;32.0;1;2;42.0;1;3;0;0;2;3;41.11764705882353
1704;38.06666666666667;45.0;41.06666666666667;40.0;45.0;31.0;0.0;39.35294117647059;6;39.0;41.0;41.0;44.0;0.0;34.294117647058826;0;16;16;0;6;6;0;1;41.0;1;2;34.0;1;3;30.0;1;3;42.0;1;3;36.0;1;2;37.0;1;3;0;0;2;2;36.733333333333334
1705;35.13333333333333;46.0;37.76470588235294;34.0;31.0;31.0;43.0;43.22222222222222;7;42.0;42.0;40.0;42.0;44.0;36.0;0;16;16;0;6;6;0;1;50.0;1;2;34.0;1;3;30.0;1;3;38.0;1;3;34.0;1;2;46.0;1;3;0;0;2;2;39.76470588235294
1706;34.333333333333336;21.0;29.566666666666666;36.0;23.5;11.0;0.0;20.0;1;0.0;0.0;0.0;18.0;0.0;27.333333333333332;0;2;2;0;1;1;0;2;41.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
1707;35.13333333333333;44.0;40.64705882352941;35.0;44.0;34.0;45.0;42.388888888888886;7;37.0;44.0;42.0;43.0;44.0;34.23529411764706;0;16;16;0;6;6;0;1;41.0;1;2;32.0;1;3;34.0;1;3;36.0;1;3;34.0;1;2;42.0;1;3;0;0;2;3;40.411764705882355
1708;38.53333333333333;45.0;42.76470588235294;42.0;45.0;35.0;46.0;42.05555555555556;7;35.0;41.0;40.0;44.0;48.0;36.588235294117645;0;16;16;0;6;6;0;1;50.0;1;2;34.0;1;3;30.0;1;3;44.0;1;3;33.0;1;2;44.0;1;3;0;0;2;3;41.88235294117647
1710;33.03333333333333;44.0;40.411764705882355;46.0;33.0;38.0;39.0;40.0;7;36.0;37.0;44.0;34.0;40.0;37.166666666666664;0;18;18;0;7;7;0;1;40.0;1;2;37.0;1;3;30.0;1;3;40.0;1;3;30.0;1;2;42.0;1;3;41;1;2;3;41.411764705882355
1713;35.5;43.0;34.13333333333333;30.0;32.0;36.0;0.0;34.588235294117645;5;35.0;37.0;42.0;28.5;0.0;31.5;3;24;16;8;6;6;0;1;37.0;1;2;30.0;1;3;30.0;2;3;32.5;2;3;32.0;2;2;40.0;1;3;0;0;2;2;38.588235294117645
1714;34.56666666666667;39.0;37.0;42.0;30.0;34.0;44.0;39.111111111111114;7;33.0;32.0;42.0;43.0;49.0;29.3921568627451;2;26;16;10;6;5;1;2;32.0;1;2;31.0;3;3;32.0;1;3;31.0;1;3;27.333333333333332;3;2;33.0;1;3;0;0;2;2;34.3125
1715;36.03333333333333;45.0;36.35294117647059;30.0;29.0;38.0;48.0;37.77777777777778;6;27.0;47.0;37.0;38.0;43.0;35.22222222222222;1;24;18;6;7;6;1;1;38.0;1;2;27.333333333333332;3;3;31.0;1;3;39.0;1;3;30.0;1;2;38.0;1;3;46;1;2;2;38.8
1716;34.6;45.0;35.8235294117647;41.0;26.0;34.0;40.0;35.88235294117647;6;39.0;47.0;36.0;40.0;0.0;34.35294117647059;1;18;16;2;6;6;0;1;42.0;1;2;32.0;1;3;32.0;1;3;39.0;1;3;31.0;2;2;43.0;1;3;0;0;2;2;35.2
1717;38.53846153846154;0.0;37.92857142857143;37.0;32.0;33.0;0.0;37.86666666666667;5;35.0;38.0;42.0;41.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
1719;36.266666666666666;44.0;36.088235294117645;28.333333333333332;31.5;31.0;45.0;43.44444444444444;7;38.0;38.0;46.0;41.0;44.0;33.285714285714285;0;13;13;0;5;5;0;1;40.0;1;2;31.0;1;3;34.0;1;3;0.0;0;3;31.0;1;2;43.0;1;3;0;0;2;2;36.8
1720;35.28888888888889;42.0;35.411764705882355;35.0;30.333333333333332;32.0;46.0;37.388888888888886;7;34.0;31.0;40.0;37.0;46.0;32.11764705882353;0;16;16;0;6;6;0;1;35.0;1;2;30.0;1;3;30.0;1;3;42.0;1;3;31.0;1;2;36.0;1;3;0;0;2;3;40.8
1721;29.0;0.0;32.166666666666664;33.5;16.333333333333332;36.0;0.0;24.0;2;0.0;0.0;0.0;6.0;0.0;8.0;0;4;4;0;1;0;1;2;12.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;2;0.0;0;3;0;0;2;1;4.5
1722;37.4;37.0;37.8235294117647;30.0;41.0;35.0;41.0;39.35294117647059;6;39.0;42.0;42.0;44.0;0.0;34.64705882352941;0;16;16;0;6;6;0;1;38.0;1;2;31.0;1;3;31.0;1;3;41.0;1;3;33.0;1;2;46.0;1;3;0;0;2;2;39.05882352941177
1725;34.266666666666666;44.0;37.46666666666667;34.0;30.0;34.0;0.0;37.294117647058826;6;35.0;47.0;41.0;38.0;0.0;34.76470588235294;0;16;16;0;6;6;0;1;42.0;1;2;37.0;1;3;34.0;1;3;38.0;1;3;30.0;1;2;40.0;1;3;0;0;2;2;37.94117647058823
1727;36.1;49.0;35.88235294117647;36.0;33.0;34.0;45.0;40.111111111111114;7;39.0;35.0;42.0;45.0;49.0;33.088235294117645;1;19;16;3;6;5;1;1;35.0;1;2;32.0;1;3;29.5;2;3;43.0;1;3;34.0;1;2;37.0;1;3;0;0;2;2;37.0
1728;32.53846153846154;0.0;24.73076923076923;0.0;20.0;30.0;0.0;21.9375;1;0.0;0.0;0.0;34.0;0.0;24.0;0;2;2;0;1;1;0;2;36.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
1730;41.266666666666666;49.0;39.88235294117647;39.0;43.0;32.0;45.0;40.0;6;45.0;40.0;41.0;44.0;0.0;35.94117647058823;0;16;16;0;6;6;0;1;44.0;1;2;39.0;1;3;36.0;1;3;37.0;1;3;35.0;1;2;39.0;1;3;0;0;2;3;41.23529411764706
1731;34.388888888888886;48.0;34.64705882352941;33.0;34.0;33.0;44.0;33.470588235294116;6;35.0;33.0;37.0;40.0;0.0;30.88235294117647;1;18;16;2;6;5;1;1;35.0;1;2;30.0;1;3;30.0;1;3;30.0;1;3;28.0;2;2;43.0;1;3;0;0;2;2;33.8235294117647
1733;37.46666666666667;47.0;38.76470588235294;37.0;30.0;32.0;48.0;43.77777777777778;7;45.0;45.0;40.0;43.0;46.0;40.8;0;15;15;0;6;6;0;1;43.0;1;2;37.0;1;3;36.0;1;3;0.0;0;3;38.0;1;2;45.0;1;3;48;1;2;3;42.05882352941177
1734;26.6;14.0;31.533333333333335;33.0;28.666666666666668;37.0;0.0;30.735294117647058;5;30.5;28.0;35.0;41.0;0.0;29.285714285714285;1;15;13;2;5;4;1;2;30.0;1;2;30.0;1;3;0.0;0;3;36.0;1;3;28.0;2;2;32.0;1;3;0;0;2;2;35.8235294117647
1738;34.0;0.0;35.333333333333336;30.0;30.0;34.0;0.0;36.529411764705884;6;37.0;34.0;42.0;38.0;0.0;31.11764705882353;2;22;16;6;6;5;1;1;39.0;1;2;27.0;2;3;32.0;1;3;30.0;2;3;32.0;1;2;40.0;1;3;0;0;2;2;31.5
1740;33.93333333333333;46.0;37.705882352941174;39.0;37.0;34.0;43.0;41.666666666666664;7;36.0;37.0;45.0;41.0;49.0;35.88235294117647;0;16;16;0;6;6;0;1;44.0;1;2;36.0;1;3;32.0;1;3;43.0;1;3;30.0;1;2;43.0;1;3;0;0;2;2;35.05882352941177
1741;32.53846153846154;0.0;35.733333333333334;46.0;30.0;31.0;0.0;18.0;0;0.0;0.0;0.0;0.0;0.0;25.333333333333332;0;2;2;0;1;1;0;2;38.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;21.0
1742;33.6;46.0;39.05882352941177;36.0;30.0;37.0;48.0;43.388888888888886;7;47.0;37.0;39.0;42.0;47.0;37.72222222222222;0;18;18;0;7;7;0;1;40.0;1;2;30.0;1;3;33.0;1;3;40.0;1;3;40.0;1;2;42.0;1;3;42;1;2;2;39.705882352941174
1743;31.923076923076923;0.0;39.25;43.0;0.0;33.0;0.0;33.0;3;0.0;0.0;0.0;39.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;2;0.0;0;3;0;0;2;1;15.666666666666666
1744;35.6;48.0;33.9;30.0;28.5;33.5;0.0;37.411764705882355;6;41.0;30.0;40.0;43.0;0.0;32.88235294117647;1;20;16;4;6;5;1;1;32.0;1;2;39.0;1;3;33.0;1;3;32.0;1;3;27.0;3;2;43.0;1;3;0;0;2;2;37.029411764705884
1745;30.7;39.0;36.529411764705884;30.0;30.0;34.0;46.0;37.529411764705884;6;46.0;32.0;36.0;39.0;0.0;29.285714285714285;0;13;13;0;5;5;0;2;38.0;1;2;30.0;1;3;30.0;1;3;0.0;0;3;32.0;1;2;30.0;1;3;0;0;2;2;36.35294117647059
1747;38.733333333333334;47.0;42.588235294117645;44.0;35.0;35.0;49.0;42.77777777777778;7;39.0;39.0;44.0;40.0;50.0;33.11764705882353;2;21;16;5;6;5;1;1;40.0;1;2;37.0;1;3;29.0;2;3;34.0;1;3;30.0;2;2;41.0;1;3;0;0;2;2;36.970588235294116
1748;34.0;41.0;36.96666666666667;27.5;40.0;38.0;0.0;37.1764705882353;6;42.0;30.0;37.0;43.0;0.0;32.23529411764706;2;21;16;5;6;5;1;1;35.0;1;2;32.0;1;3;28.0;2;3;35.0;1;3;30.5;2;2;44.0;1;3;0;0;2;2;37.733333333333334
1749;32.63333333333333;42.0;35.53333333333333;39.0;30.0;33.0;0.0;36.294117647058826;6;42.0;34.0;39.0;41.0;0.0;28.764705882352942;2;21;16;5;6;3;3;2;36.0;1;2;28.0;2;3;16.0;1;3;33.0;1;3;28.5;2;2;43.0;1;3;0;0;2;1;29.9
1752;27.576923076923077;0.0;36.0;41.0;33.0;32.0;0.0;37.76470588235294;6;37.0;42.0;40.0;36.0;0.0;31.36274509803922;3;27;16;11;6;3;3;1;24.666666666666668;3;2;38.0;1;3;28.5;2;3;33.0;1;3;26.666666666666668;3;2;44.0;1;3;0;0;2;1;27.642857142857142
1753;31.211111111111112;45.0;33.233333333333334;27.0;32.5;34.0;0.0;28.41176470588235;5;9.666666666666666;31.0;39.0;32.0;0.0;28.818181818181817;2;16;10;6;4;2;2;2;23.0;3;2;0.0;0;3;0.0;0;3;31.0;1;3;24.5;2;2;43.0;1;3;0;0;2;2;32.583333333333336
1756;29.910256410256412;0.0;30.866666666666667;43.0;6.0;32.0;0.0;21.333333333333332;1;0.0;0.0;0.0;32.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;22.666666666666668
1759;36.7;45.0;38.294117647058826;34.0;32.0;41.0;49.0;36.470588235294116;6;33.0;39.0;40.0;40.0;0.0;34.529411764705884;1;18;16;2;6;6;0;1;41.0;1;2;37.0;1;3;30.0;1;3;36.0;1;3;33.5;2;2;43.0;1;3;0;0;2;2;39.05882352941177
1762;35.15384615384615;0.0;34.96666666666667;35.0;27.5;33.0;0.0;36.411764705882355;6;36.0;34.0;36.0;36.0;0.0;29.980392156862745;3;29;16;13;6;4;2;1;36.0;1;2;30.0;3;3;27.0;2;3;33.0;1;3;22.333333333333332;3;2;41.0;1;3;0;0;2;2;36.266666666666666
1763;35.666666666666664;43.0;39.05882352941177;42.0;34.0;33.0;46.0;36.05882352941177;6;35.0;37.0;38.0;37.0;0.0;33.76470588235294;1;18;16;2;6;6;0;1;36.0;1;2;35.0;1;3;38.0;1;3;37.0;1;3;30.5;2;2;37.0;1;3;0;0;2;2;37.1764705882353
1764;35.833333333333336;47.0;31.266666666666666;33.0;25.0;38.0;0.0;29.941176470588236;3;23.5;29.5;37.0;39.0;0.0;30.205882352941178;2;22;16;6;6;5;1;1;38.0;1;2;31.0;1;3;22.0;2;3;30.5;2;3;35.0;1;2;39.0;1;3;0;0;2;2;37.26470588235294
1765;27.217948717948723;0.0;26.733333333333334;43.0;26.0;17.0;0.0;25.333333333333332;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;11.625
1766;34.7;45.0;33.333333333333336;33.0;24.333333333333332;35.0;0.0;33.05882352941177;6;31.0;30.0;37.0;38.0;0.0;28.773809523809522;2;20;13;7;5;3;2;2;40.0;1;2;30.0;1;3;28.5;2;3;0.0;0;3;22.666666666666668;3;2;34.0;1;3;0;0;2;2;34.4
1770;32.53333333333333;42.0;33.11764705882353;24.0;34.0;33.0;45.0;33.76470588235294;5;38.0;28.0;35.0;39.0;0.0;31.11764705882353;0;16;16;0;6;5;1;1;35.0;1;2;33.0;1;3;28.0;1;3;34.0;1;3;36.0;1;2;34.0;1;3;0;0;2;2;35.05882352941177
1771;34.6;50.0;37.8;37.0;36.0;39.0;0.0;37.88235294117647;6;39.0;33.0;42.0;45.0;0.0;32.94117647058823;1;19;16;3;6;5;1;1;40.0;1;2;35.0;1;3;27.0;2;3;43.0;1;3;30.0;1;2;35.0;1;3;0;0;2;2;34.94117647058823
1774;26.76923076923077;0.0;34.766666666666666;45.0;27.0;31.0;0.0;34.470588235294116;5;38.0;27.0;32.0;36.0;0.0;31.539215686274513;2;23;16;7;6;4;2;1;30.0;1;2;39.0;1;3;34.0;1;3;29.5;2;3;24.333333333333332;3;2;40.0;1;3;0;0;2;2;30.428571428571427
1776;34.8;37.0;40.23529411764706;46.0;35.0;34.0;40.0;38.02777777777778;6;41.0;29.5;37.0;38.0;39.0;36.333333333333336;1;20;18;2;7;6;1;1;30.0;1;2;41.0;1;3;34.0;1;3;32.0;1;3;27.0;2;2;41.0;1;3;48;1;2;2;34.970588235294116
1777;34.266666666666666;49.0;38.26470588235294;32.0;31.5;34.0;46.0;36.35294117647059;5;39.0;27.666666666666668;37.0;41.0;0.0;34.529411764705884;0;16;16;0;6;6;0;1;38.0;1;2;35.0;1;3;33.0;1;3;34.0;1;3;32.0;1;2;47.0;1;3;0;0;2;2;33.857142857142854
1778;31.692307692307693;0.0;37.13333333333333;36.0;39.0;30.0;0.0;35.0;6;36.0;31.0;35.0;42.0;0.0;30.857142857142858;1;15;13;2;5;4;1;1;36.0;1;2;25.0;1;3;30.0;1;3;0.0;0;3;31.5;2;2;44.0;1;3;0;0;2;2;35.2
1780;34.96666666666667;50.0;32.03333333333333;39.0;21.5;30.5;0.0;37.88235294117647;6;43.0;50.0;37.0;41.0;0.0;32.09803921568628;2;23;16;7;6;5;1;1;30.0;1;2;37.0;2;3;30.0;1;3;32.0;1;3;28.333333333333332;3;2;44.0;1;3;0;0;2;2;37.23529411764706
1781;35.733333333333334;49.0;36.8235294117647;30.0;35.0;36.0;48.0;39.05555555555556;7;39.0;34.0;40.0;41.0;39.0;35.72222222222222;0;18;18;0;7;7;0;1;38.0;1;2;35.0;1;3;30.0;1;3;37.0;1;3;30.0;1;2;37.0;1;3;45;1;2;3;40.470588235294116
1782;27.910256410256412;0.0;34.4;40.0;25.0;30.0;0.0;31.58823529411765;4;32.0;23.0;40.0;24.5;0.0;26.06060606060606;2;20;10;10;4;2;2;2;36.0;1;2;27.0;3;3;0.0;0;3;0.0;0;3;20.333333333333332;3;2;31.0;1;3;0;0;2;1;27.0
1785;30.423076923076923;0.0;33.03333333333333;42.0;23.5;33.0;0.0;34.35294117647059;5;41.0;29.0;38.0;40.0;0.0;31.647058823529413;1;18;16;2;6;5;1;1;30.0;1;2;36.0;1;3;30.0;1;3;37.0;1;3;27.5;2;2;38.0;1;3;0;0;2;2;32.55882352941177
1787;34.86666666666667;48.0;34.26470588235294;33.5;25.0;37.0;41.0;35.1764705882353;6;39.0;30.0;37.0;39.0;0.0;33.8235294117647;0;16;16;0;6;6;0;1;39.0;1;2;37.0;1;3;30.0;1;3;34.0;1;3;31.0;1;2;44.0;1;3;0;0;2;2;36.64705882352941
1789;33.96666666666667;46.0;37.76470588235294;34.0;35.0;32.0;40.0;41.111111111111114;7;34.0;36.0;41.0;45.0;49.0;34.0;0;16;16;0;6;6;0;1;38.0;1;2;38.0;1;3;32.0;1;3;41.0;1;3;32.0;1;2;35.0;1;3;0;0;2;2;39.55882352941177
1792;31.9;43.0;37.411764705882355;40.0;26.0;40.0;45.0;37.72222222222222;7;42.0;33.0;34.0;35.0;39.0;34.77777777777778;0;18;18;0;7;7;0;1;35.0;1;2;32.0;1;3;31.0;1;3;36.0;1;3;30.0;1;2;35.0;1;3;47;1;2;2;36.8125
1793;28.377777777777776;40.0;31.733333333333334;29.5;21.666666666666668;33.0;0.0;35.0;6;38.0;31.0;36.0;30.0;0.0;27.444444444444443;1;11;8;3;3;2;1;2;0.0;0;2;20.0;2;3;0.0;0;3;0.0;0;3;32.0;1;2;41.0;1;3;0;0;2;2;34.5
1794;36.6;48.0;39.529411764705884;47.0;33.0;31.0;46.0;37.294117647058826;6;37.0;37.0;38.0;41.0;0.0;32.35294117647059;0;16;16;0;6;6;0;1;41.0;1;2;31.0;1;3;32.0;1;3;36.0;1;3;30.0;1;2;37.0;1;3;0;0;2;2;37.266666666666666
1796;33.53333333333333;35.0;37.35294117647059;32.0;39.0;31.0;43.0;39.77777777777778;7;31.0;33.0;41.0;42.0;50.0;31.941176470588236;1;18;16;2;6;6;0;1;32.0;1;2;35.0;1;3;30.0;1;3;37.0;1;3;34.0;2;2;35.0;1;3;0;0;2;2;36.411764705882355
1797;28.2;14.0;35.03333333333333;37.0;27.5;33.0;0.0;30.08823529411765;4;34.0;27.0;27.5;38.0;0.0;25.61904761904762;2;20;13;7;5;3;2;2;34.0;1;2;21.0;2;3;31.0;1;3;0.0;0;3;22.333333333333332;3;2;30.0;1;3;0;0;2;2;30.764705882352942
1799;28.03846153846154;0.0;32.4;33.5;25.5;32.0;0.0;33.0;3;0.0;0.0;0.0;40.0;0.0;21.6;1;6;4;2;2;1;1;2;30.0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;24.0;1;2;0.0;0;3;0;0;2;2;30.125
1800;31.076923076923077;0.0;34.56666666666667;42.0;31.0;31.0;0.0;33.529411764705884;6;35.0;32.0;37.0;39.0;0.0;30.705882352941178;0;16;16;0;6;6;0;1;33.0;1;2;31.0;1;3;30.0;1;3;33.0;1;3;30.0;1;2;38.0;1;3;0;0;2;2;31.766666666666666
1801;32.56410256410257;0.0;32.96666666666667;31.0;30.0;36.0;0.0;32.3235294117647;5;30.0;29.0;33.0;34.0;0.0;29.428571428571427;3;21;13;8;5;2;3;1;29.5;2;2;29.5;2;3;26.5;2;3;0.0;0;3;31.0;1;2;41.0;1;3;0;0;2;2;36.46666666666667
1803;31.602564102564102;0.0;31.5;32.0;20.5;34.0;0.0;29.0;2;0.0;0.0;0.0;39.0;0.0;16.8;0;4;4;0;2;1;1;2;36.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;6.0;1;2;0.0;0;3;0;0;2;1;16.22222222222222
1804;35.42307692307692;0.0;35.833333333333336;35.0;21.5;38.0;0.0;37.5;2;0.0;0.0;0.0;0.0;0.0;20.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
1806;35.03846153846154;0.0;32.733333333333334;32.0;40.0;33.0;0.0;29.794117647058822;3;20.0;36.0;42.0;36.0;0.0;26.09090909090909;2;14;10;4;4;2;2;2;12.5;2;2;34.0;1;3;0.0;0;3;0.0;0;3;15.5;2;2;43.0;1;3;0;0;2;1;22.916666666666668
1809;31.384615384615383;0.0;41.6;39.0;40.0;37.0;0.0;38.94117647058823;6;41.0;39.0;38.0;44.0;0.0;33.35294117647059;1;18;16;2;6;5;1;1;38.0;1;2;35.0;1;3;38.0;1;3;36.0;1;3;22.0;2;2;40.0;1;3;0;0;2;2;35.86666666666667
1810;35.733333333333334;50.0;39.23529411764706;41.0;35.0;36.0;44.0;45.166666666666664;7;40.0;45.0;46.0;46.0;48.0;41.77777777777778;0;18;18;0;7;7;0;1;41.0;1;2;37.0;1;3;43.0;1;3;38.0;1;3;36.0;1;2;48.0;1;3;50;1;2;3;41.23529411764706
1813;42.93333333333333;46.0;45.705882352941174;43.0;48.0;47.0;48.0;46.5;7;44.0;45.0;46.0;48.0;49.0;39.88235294117647;0;16;16;0;6;6;0;1;44.0;1;2;43.0;1;3;40.0;1;3;43.0;1;3;40.0;1;2;44.0;1;3;0;0;2;3;44.529411764705884
1814;33.86666666666667;43.0;33.38235294117647;36.0;29.5;33.0;35.0;39.77777777777778;7;42.0;36.0;46.0;41.0;44.0;33.705882352941174;0;16;16;0;6;6;0;1;36.0;1;2;35.0;1;3;32.0;1;3;36.0;1;3;33.0;1;2;42.0;1;3;0;0;2;2;37.35294117647059
1815;34.4;48.0;35.766666666666666;37.0;27.5;32.0;0.0;33.5;6;30.5;30.0;33.0;39.0;0.0;32.35294117647059;1;19;16;3;6;5;1;1;37.0;1;2;33.0;1;3;27.0;2;3;34.0;1;3;34.0;1;2;42.0;1;3;0;0;2;2;35.86666666666667
1817;34.06666666666667;46.0;32.86666666666667;32.5;31.0;34.0;0.0;32.35294117647059;6;30.0;33.0;42.0;31.0;0.0;31.892857142857142;2;18;13;5;5;5;0;1;36.0;1;2;31.5;2;3;32.0;1;3;0.0;0;3;32.0;2;2;40.0;1;3;0;0;2;3;40.857142857142854
1818;35.06666666666667;43.0;41.23529411764706;48.0;39.0;37.0;45.0;37.77777777777778;7;38.0;35.0;36.0;40.0;37.0;28.50980392156863;2;22;16;6;6;4;2;2;28.5;2;2;31.0;1;3;30.0;1;3;30.0;1;3;20.333333333333332;3;2;38.0;1;3;0;0;2;2;37.03333333333333
1819;39.233333333333334;45.0;45.0;45.0;46.0;34.0;47.0;47.5;7;45.0;48.0;46.0;45.0;49.0;39.5;0;18;18;0;7;7;0;1;40.0;1;2;41.0;1;3;34.0;1;3;42.0;1;3;36.0;1;2;40.0;1;3;44;1;2;3;43.411764705882355
1820;34.6;43.0;36.529411764705884;30.0;33.0;34.0;48.0;33.94117647058823;6;33.0;31.0;36.0;34.0;0.0;31.764705882352942;0;16;16;0;6;6;0;1;33.0;1;2;31.0;1;3;30.0;1;3;37.0;1;3;36.0;1;2;36.0;1;3;0;0;2;2;36.794117647058826
1822;31.9;38.0;34.88235294117647;45.0;25.0;34.0;42.0;32.11764705882353;6;32.0;31.0;40.0;37.0;0.0;28.352941176470587;1;18;16;2;6;5;1;2;31.0;1;2;32.0;1;3;30.0;1;3;33.0;1;3;22.5;2;2;30.0;1;3;0;0;2;2;31.8125
1826;31.4;38.0;33.333333333333336;30.0;30.0;30.0;0.0;34.411764705882355;6;30.0;39.0;39.0;39.0;0.0;29.823529411764707;2;24;16;8;6;4;2;2;34.0;1;2;36.0;1;3;26.0;3;3;33.0;1;3;18.5;2;2;39.0;1;3;0;0;2;1;29.642857142857142
1831;36.266666666666666;44.0;40.88235294117647;45.0;34.0;38.0;44.0;41.44444444444444;7;33.0;50.0;41.0;42.0;49.0;35.35294117647059;0;16;16;0;6;6;0;1;45.0;1;2;35.0;1;3;30.0;1;3;37.0;1;3;35.0;1;2;45.0;1;3;0;0;2;2;37.285714285714285
1833;32.8;44.0;35.294117647058826;33.0;30.0;23.5;48.0;36.888888888888886;6;23.0;30.0;38.0;41.0;41.0;32.94117647058823;0;16;16;0;6;6;0;1;33.0;1;2;33.0;1;3;30.0;1;3;35.0;1;3;37.0;1;2;42.0;1;3;0;0;2;2;36.8235294117647
1834;35.2;49.0;37.1764705882353;34.0;35.0;38.0;45.0;41.27777777777778;7;40.0;50.0;40.0;33.0;47.0;37.333333333333336;0;18;18;0;7;7;0;1;35.0;1;2;36.0;1;3;30.0;1;3;36.0;1;3;33.0;1;2;44.0;1;3;49;1;2;2;35.642857142857146
1836;31.566666666666666;44.0;33.470588235294116;37.0;22.0;30.0;42.0;34.416666666666664;6;38.0;21.5;30.0;43.0;42.0;29.857142857142858;1;16;13;3;5;4;1;2;38.0;1;2;24.0;2;3;0.0;0;3;37.0;1;3;33.0;1;2;31.0;1;3;0;0;2;2;32.0
1837;35.8;44.0;42.05882352941177;47.0;41.0;34.0;48.0;42.333333333333336;7;37.0;41.0;41.0;42.0;47.0;37.411764705882355;0;16;16;0;6;6;0;1;37.0;1;2;49.0;1;3;32.0;1;3;35.0;1;3;35.0;1;2;48.0;1;3;0;0;2;3;40.13333333333333
1838;30.0;0.0;38.53333333333333;38.0;31.0;37.0;0.0;36.35294117647059;5;39.0;24.0;38.0;42.0;0.0;29.863636363636363;1;16;13;3;4;3;1;2;33.0;1;2;25.5;2;3;0.0;1;3;0.0;0;3;30.0;1;2;42.0;1;3;0;0;2;2;37.6
1839;35.46666666666667;46.0;42.94117647058823;47.0;35.0;39.0;48.0;41.72222222222222;7;32.0;35.0;44.0;46.0;44.0;32.11764705882353;1;19;16;3;6;5;1;1;33.0;1;2;32.0;1;3;28.0;2;3;37.0;1;3;30.0;1;2;43.0;1;3;0;0;2;2;38.4375
1841;34.13333333333333;44.0;36.53333333333333;48.0;26.0;33.0;0.0;39.23529411764706;6;44.0;34.0;41.0;42.0;0.0;32.911764705882355;2;21;16;5;6;5;1;1;50.0;1;2;37.0;1;3;30.5;2;3;31.0;1;3;25.0;2;2;38.0;1;3;0;0;2;2;37.8
1842;27.866666666666667;32.0;28.38235294117647;46.0;25.5;16.5;20.0;35.0;5;34.0;0.0;30.0;30.0;50.0;17.666666666666668;1;8;6;2;3;1;2;2;14.0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;31.0;1;2;0.0;0;3;8;1;2;1;26.4
