NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOS Q;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
2;31.8;36.0;31.65625;22.5;30.0;30.0;32.0;37.93333333333333;6;35.0;40.0;0.0;35.0;39.0;30.13888888888889;2;23;18;5;7;5;2;1;22.5;2;2;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;27.5;2;3;30;1;2;2;34.0625
3;30.833333333333332;40.0;26.53846153846154;25.0;20.0;0.0;0.0;31.666666666666668;4;35.0;35.0;0.0;40.0;0.0;15.0625;2;22;11;11;4;1;3;2;30.0;2;2;15.0;1;3;4.0;1;3;0.0;0;3;0.0;0;2;21.25;4;3;0;0;2;1;27.916666666666668
5;36.333333333333336;45.0;34.78125;35.0;32.5;35.0;37.0;37.0;5;35.0;45.0;0.0;40.0;25.0;38.05555555555556;0;18;18;0;7;7;0;1;30.0;1;2;40.0;1;3;35.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;45;1;2;2;30.416666666666668
6;35.333333333333336;40.0;35.0;30.0;30.0;35.0;35.0;40.733333333333334;6;35.0;40.0;0.0;40.0;50.0;36.55555555555556;0;18;18;0;7;7;0;1;35.0;1;2;40.0;1;3;35.0;1;3;30.0;1;3;40.0;1;2;35.0;1;3;44;1;2;2;38.333333333333336
8;38.07692307692308;0.0;36.25;30.0;35.0;0.0;0.0;34.5;3;30.0;40.0;0.0;0.0;0.0;23.333333333333332;0;2;2;0;1;1;0;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;26.25
9;38.666666666666664;50.0;34.3125;35.0;30.0;35.0;37.0;40.733333333333334;6;35.0;45.0;0.0;45.0;45.0;36.388888888888886;0;18;18;0;7;7;0;1;35.0;1;2;35.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;40.0;1;3;40;1;2;2;32.857142857142854
10;33.666666666666664;40.0;34.5625;35.0;30.0;28.5;38.0;37.53333333333333;6;35.0;30.0;0.0;40.0;40.0;35.888888888888886;1;21;18;3;7;7;0;1;40.0;1;2;30.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;2;3;43;1;2;2;30.625
11;32.53333333333333;39.0;30.833333333333332;22.5;27.5;28.666666666666668;38.0;28.142857142857142;4;25.0;30.0;0.0;30.0;0.0;31.63888888888889;1;21;18;3;7;6;1;1;30.0;1;2;28.5;2;3;35.0;1;3;30.0;1;3;30.0;1;2;35.0;1;3;32;1;2;2;32.2
12;34.2;39.0;33.09375;27.5;35.0;30.0;36.0;36.733333333333334;6;30.0;35.0;0.0;33.0;45.0;33.5;1;21;18;3;7;6;1;1;30.0;1;2;40.0;1;3;30.0;1;3;30.0;1;3;40.0;1;2;25.0;2;3;44;1;2;2;31.642857142857142
14;36.15384615384615;45.0;37.5;40.0;30.0;0.0;0.0;23.571428571428573;1;15.0;0.0;0.0;0.0;0.0;10.0;0;2;2;0;1;0;1;2;15.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;15.0
15;37.93333333333333;32.0;39.0625;40.0;30.0;45.0;50.0;40.333333333333336;6;40.0;40.0;0.0;45.0;42.0;43.611111111111114;0;18;18;0;7;7;0;1;35.0;1;2;50.0;1;3;50.0;1;3;40.0;1;3;35.0;1;2;45.0;1;3;45;1;2;3;40.42857142857143
16;35.4;33.0;33.3125;30.0;30.0;30.0;34.0;39.06666666666667;6;30.0;35.0;0.0;45.0;40.0;35.27777777777778;1;21;18;3;7;7;0;1;30.0;1;2;30.0;1;3;30.0;2;3;35.0;1;3;40.0;1;2;40.0;1;3;45;1;2;2;38.05882352941177
17;26.818181818181817;45.0;17.666666666666668;0.0;0.0;0.0;30.5;50.0;1;0.0;0.0;0.0;0.0;50.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
18;32.733333333333334;33.0;32.03125;32.5;25.0;30.0;35.0;33.766666666666666;5;27.5;30.0;0.0;40.0;30.0;30.694444444444443;3;26;18;8;7;5;2;1;40.0;1;2;30.0;1;3;25.0;2;3;30.0;1;3;32.5;2;2;27.5;2;3;35;1;2;2;32.4
19;31.153846153846153;0.0;28.125;30.0;27.5;0.0;0.0;24.25;3;7.0;40.0;0.0;30.0;0.0;22.083333333333332;1;17;11;6;4;3;1;2;40.0;1;2;1.6666666666666667;3;3;30.0;1;3;0.0;0;3;0.0;0;2;30.0;1;3;0;0;2;1;10.285714285714286
20;37.2;39.0;36.375;30.0;30.0;35.0;46.0;42.2;6;35.0;45.0;0.0;45.0;42.0;41.666666666666664;0;18;18;0;7;7;0;1;40.0;1;2;40.0;1;3;50.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;45;1;2;2;34.0
21;33.4;38.0;36.34375;32.5;40.0;30.0;47.0;37.06666666666667;6;30.0;35.0;0.0;45.0;41.0;36.388888888888886;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;31.785714285714285
22;41.666666666666664;45.0;40.892857142857146;45.0;40.0;0.0;50.0;38.333333333333336;3;40.0;45.0;0.0;45.0;0.0;35.357142857142854;0;13;13;0;5;5;0;1;35.0;1;2;35.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;40.0;1;3;0;0;2;2;31.428571428571427
23;34.666666666666664;30.0;33.1875;35.0;30.0;30.0;18.0;36.6;6;30.0;40.0;0.0;40.0;38.0;37.833333333333336;0;18;18;0;7;7;0;1;30.0;1;2;50.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;40.0;1;3;33;1;2;2;34.583333333333336
24;35.333333333333336;35.0;32.3125;30.0;22.5;38.0;33.0;33.15384615384615;3;25.0;35.0;0.0;30.0;28.0;27.176470588235293;1;22;16;6;6;5;1;2;30.0;1;2;20.666666666666668;3;3;30.0;1;3;30.0;1;3;35.0;1;2;30.0;1;3;0;0;2;2;30.208333333333332
26;33.833333333333336;40.0;30.3125;22.5;22.5;40.0;45.0;34.93333333333333;6;30.0;35.0;0.0;31.0;41.0;30.27777777777778;4;29;18;11;7;4;3;2;35.0;1;2;25.0;2;3;30.0;1;3;25.0;2;3;27.5;2;2;30.0;2;3;45;1;2;2;30.416666666666668
27;38.333333333333336;35.0;36.625;40.0;30.0;30.0;38.0;38.06666666666667;6;30.0;45.0;0.0;35.0;50.0;35.27777777777778;0;18;18;0;7;7;0;1;30.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;32.5
28;37.0;45.0;38.0;40.0;35.0;40.0;39.0;37.53333333333333;6;30.0;35.0;0.0;40.0;46.0;38.77777777777778;1;20;18;2;7;7;0;1;35.0;2;2;40.0;1;3;35.0;1;3;45.0;1;3;30.0;1;2;40.0;1;3;44;1;2;2;33.642857142857146
30;35.06666666666667;43.0;36.5625;30.0;35.0;27.5;40.0;37.6;6;30.0;40.0;0.0;40.0;35.0;35.27777777777778;0;18;18;0;7;7;0;1;40.0;1;2;45.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;37.07142857142857
31;33.13333333333333;41.0;30.46875;30.0;27.5;30.0;45.0;37.733333333333334;6;40.0;40.0;0.0;35.0;43.0;40.388888888888886;0;18;18;0;7;7;0;1;40.0;1;2;45.0;1;3;45.0;1;3;30.0;1;3;35.0;1;2;45.0;1;3;41;1;2;2;37.714285714285715
32;37.666666666666664;40.0;34.25;35.0;25.0;42.0;37.0;37.666666666666664;6;30.0;40.0;0.0;40.0;45.0;31.351851851851848;3;27;18;9;7;6;1;1;32.5;2;2;30.0;1;3;30.0;2;3;30.0;1;3;26.666666666666668;3;2;30.0;1;3;43;1;2;2;31.714285714285715
33;35.0;0.0;30.0;30.0;25.0;0.0;0.0;23.475;2;13.25;30.0;0.0;0.0;0.0;30.555555555555557;1;11;8;3;3;3;0;1;40.0;1;2;0.0;0;3;35.0;1;3;0.0;0;3;0.0;0;2;30.0;2;3;0;0;2;1;12.0
34;30.144444444444446;34.0;27.53125;22.5;25.0;13.5;38.0;33.11538461538461;4;30.0;27.5;0.0;31.0;38.0;32.513888888888886;3;32;18;14;7;4;3;1;35.0;1;2;40.0;1;3;41.0;1;3;20.75;4;3;27.5;2;2;25.0;2;3;40;1;2;1;26.5
35;35.4;38.0;33.1875;30.0;30.0;36.0;42.0;33.46666666666667;5;30.0;35.0;0.0;26.0;38.0;36.94444444444444;0;18;18;0;7;7;0;1;30.0;1;2;45.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;30.813333333333333
36;31.53846153846154;0.0;29.375;35.0;20.0;0.0;0.0;24.583333333333332;3;15.0;30.0;0.0;35.0;0.0;23.333333333333332;2;13;5;8;2;1;1;2;30.0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;26.666666666666668;3;3;0;0;2;1;16.5
38;35.13333333333333;41.0;36.875;30.0;45.0;30.0;40.0;37.06666666666667;6;30.0;40.0;0.0;35.0;36.0;35.0;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;50;1;2;2;31.25
39;37.0;45.0;35.46875;35.0;27.5;40.0;45.0;36.1;5;22.5;45.0;0.0;35.0;41.0;36.22222222222222;0;18;18;0;7;7;0;1;50.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;36;1;2;2;36.285714285714285
40;33.6;32.0;33.125;32.5;27.5;35.0;35.0;41.13333333333333;6;40.0;45.0;0.0;45.0;41.0;38.05555555555556;1;20;18;2;7;7;0;1;35.0;2;2;45.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;34.8125
41;36.333333333333336;35.0;30.25;30.0;27.5;30.0;32.0;34.666666666666664;6;30.0;40.0;0.0;35.0;37.0;34.388888888888886;1;20;18;2;7;7;0;1;45.0;1;2;30.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;32;2;2;2;32.8
44;33.46666666666667;36.0;30.15625;30.0;22.5;35.0;30.0;32.0;5;21.666666666666668;30.0;0.0;35.0;35.0;29.833333333333332;3;28;18;10;7;4;3;1;30.0;1;2;22.5;2;3;35.0;1;3;30.0;1;3;28.0;3;2;27.5;2;3;38;1;2;2;36.166666666666664
45;38.0;50.0;32.90625;30.0;27.5;35.0;37.0;40.4;6;35.0;40.0;0.0;50.0;45.0;38.611111111111114;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;45.0;1;3;45;1;2;2;31.071428571428573
46;36.333333333333336;45.0;40.625;35.0;45.0;45.0;40.0;41.46666666666667;6;35.0;45.0;0.0;45.0;45.0;37.77777777777778;0;18;18;0;7;7;0;1;40.0;1;2;45.0;1;3;35.0;1;3;40.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;35.5
52;34.666666666666664;40.0;32.40625;25.0;27.5;35.0;43.0;35.2;6;30.0;30.0;0.0;35.0;40.0;34.05555555555556;1;21;18;3;7;7;0;1;35.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;40.0;1;2;30.0;2;3;44;1;2;2;32.59375
53;38.0;45.0;35.40625;35.0;27.5;35.0;42.0;39.4;6;40.0;30.0;0.0;45.0;50.0;39.166666666666664;0;18;18;0;7;7;0;1;45.0;1;2;40.0;1;3;45.0;1;3;40.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;32.5
54;29.733333333333334;40.0;33.125;20.0;30.0;39.0;31.0;28.5;4;26.0;22.5;0.0;30.0;32.0;30.72222222222222;2;30;18;12;7;5;2;1;35.0;1;2;30.0;1;3;21.666666666666668;3;3;33.0;1;3;35.0;1;2;21.666666666666668;3;3;47;1;2;1;28.928571428571427
55;35.333333333333336;40.0;38.375;40.0;35.0;35.0;32.0;39.0;6;35.0;40.0;0.0;35.0;43.0;36.666666666666664;0;18;18;0;7;7;0;1;40.0;1;2;45.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;30;1;2;2;33.857142857142854
56;34.2;39.0;32.09375;30.0;32.5;30.0;43.0;35.8;6;35.0;40.0;0.0;34.0;40.0;35.72222222222222;1;21;18;3;7;7;0;1;35.0;1;2;40.0;1;3;35.0;1;3;40.0;1;3;30.0;1;2;30.0;2;3;39;1;2;2;32.57142857142857
57;39.666666666666664;45.0;40.3125;30.0;45.0;30.0;45.0;40.2;6;30.0;40.0;0.0;45.0;43.0;40.55555555555556;0;18;18;0;7;7;0;1;40.0;1;2;45.0;1;3;45.0;1;3;35.0;1;3;40.0;1;2;35.0;1;3;45;1;2;2;34.42857142857143
58;36.06666666666667;33.0;37.1875;35.0;30.0;35.0;45.0;37.4;6;30.0;35.0;0.0;40.0;43.0;37.77777777777778;0;18;18;0;7;7;0;1;40.0;1;2;40.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;45;1;2;2;32.642857142857146
59;33.0;35.0;30.0;30.0;25.0;0.0;0.0;23.4;1;15.5;35.0;0.0;0.0;0.0;23.861111111111114;1;17;13;4;4;2;2;2;21.666666666666668;3;2;0.0;0;3;45.0;1;3;1.0;1;3;0.0;1;2;35.0;1;3;0;0;2;1;17.5
60;37.666666666666664;45.0;35.75;35.0;32.5;40.0;36.0;39.2;6;35.0;40.0;0.0;40.0;40.0;33.611111111111114;2;23;18;5;7;6;1;1;40.0;1;2;30.0;1;3;40.0;1;3;30.0;2;3;27.5;2;2;30.0;1;3;40;1;2;2;35.42857142857143
61;36.333333333333336;40.0;34.71875;27.5;30.0;30.0;34.0;38.93333333333333;6;30.0;50.0;0.0;35.0;35.0;34.583333333333336;1;21;18;3;7;7;0;1;50.0;1;2;35.0;1;3;32.5;2;3;30.0;1;3;30.0;1;2;30.0;1;3;40;1;2;2;33.625
62;38.0;40.0;36.1875;35.0;40.0;30.0;42.0;40.86666666666667;6;35.0;45.0;0.0;45.0;45.0;39.72222222222222;0;18;18;0;7;7;0;1;45.0;1;2;35.0;1;3;45.0;1;3;40.0;1;3;35.0;1;2;35.0;1;3;45;1;2;2;33.642857142857146
63;31.37777777777778;32.0;32.78125;32.5;25.0;41.0;45.0;31.533333333333335;5;35.0;30.0;0.0;40.0;14.0;33.083333333333336;1;21;18;3;7;6;1;1;30.0;1;2;24.5;2;3;45.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;36;1;2;2;31.428571428571427
64;38.0;40.0;33.4375;30.0;30.0;30.0;35.0;40.333333333333336;6;35.0;40.0;0.0;45.0;44.0;38.611111111111114;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;40;1;2;2;33.357142857142854
65;38.0;45.0;35.5;32.5;32.5;35.0;39.0;39.86666666666667;6;30.0;45.0;0.0;35.0;42.0;35.05555555555556;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;43;1;2;2;33.785714285714285
66;33.666666666666664;45.0;35.15625;27.5;40.0;30.0;45.0;40.93333333333333;6;35.0;45.0;0.0;45.0;40.0;37.666666666666664;0;18;18;0;7;7;0;1;45.0;1;2;45.0;1;3;45.0;1;3;30.0;1;3;30.0;1;2;30.0;1;3;39;1;2;2;37.57142857142857
70;32.111111111111114;40.0;33.6875;30.0;35.0;35.0;32.0;35.4;5;25.0;30.0;0.0;40.0;40.0;32.75;1;21;18;3;7;6;1;1;40.0;1;2;40.0;1;3;22.5;2;3;30.0;1;3;35.0;1;2;30.0;1;3;36;1;2;1;28.785714285714285
72;27.0;15.0;30.0;30.0;15.0;0.0;0.0;24.642857142857142;1;0.0;22.5;0.0;0.0;0.0;18.61111111111111;1;11;8;3;3;1;2;2;35.0;1;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;17.5;2;3;0;0;2;1;12.857142857142858
73;28.653846153846153;0.0;28.61111111111111;23.333333333333332;0.0;0.0;0.0;32.142857142857146;2;0.0;40.0;0.0;0.0;0.0;17.77777777777778;1;11;8;3;3;1;2;2;35.0;1;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;15.0;2;3;0;0;2;1;21.11111111111111
74;30.42222222222222;39.0;29.53125;22.5;33.333333333333336;25.0;30.0;36.0;6;30.0;35.0;0.0;35.0;43.0;29.833333333333332;3;26;18;8;7;5;2;1;30.0;2;2;30.0;1;3;25.0;2;3;35.0;1;3;30.0;1;2;25.0;2;3;36;1;2;1;29.6875
75;29.066666666666666;28.0;36.3125;35.0;35.0;42.0;46.0;34.4;6;30.0;40.0;0.0;31.5;32.0;27.305555555555557;4;36;18;18;7;3;4;1;30.0;1;2;27.0;2;3;22.5;2;3;27.333333333333332;3;3;35.0;1;2;21.666666666666668;3;3;33;1;2;1;26.75
78;35.666666666666664;40.0;35.78125;35.0;27.5;30.0;35.0;39.8;6;30.0;45.0;0.0;45.0;40.0;32.94444444444444;0;18;18;0;7;7;0;1;40.0;1;2;30.0;1;3;35.0;1;3;30.0;1;3;30.0;1;2;30.0;1;3;39;1;2;2;37.023809523809526
79;33.24444444444445;41.0;36.09375;27.5;40.0;35.0;40.0;39.4;6;45.0;30.0;0.0;45.0;40.0;36.388888888888886;0;18;18;0;7;7;0;1;40.0;1;2;40.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;40;1;2;2;31.714285714285715
81;30.266666666666666;37.0;34.375;30.0;35.0;40.0;40.0;33.1;4;27.5;40.0;0.0;35.0;38.0;30.27777777777778;3;26;18;8;7;4;3;1;35.0;1;2;30.0;1;3;27.5;2;3;35.0;1;3;27.5;2;2;27.5;2;3;30;1;2;2;33.25
82;39.93333333333333;37.0;40.3125;40.0;35.0;30.0;45.0;42.0;6;50.0;40.0;0.0;45.0;35.0;37.94444444444444;0;18;18;0;7;7;0;1;40.0;1;2;40.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;40.0;1;3;39;1;2;2;38.208333333333336
84;37.333333333333336;40.0;31.607142857142858;35.0;22.5;0.0;30.0;31.0;2;23.333333333333332;40.0;0.0;0.0;0.0;31.764705882352942;0;16;16;0;6;6;0;1;40.0;1;2;30.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;30.0;1;3;0;0;2;1;29.72222222222222
86;32.08888888888889;34.0;32.75;26.666666666666668;25.0;32.0;40.0;33.2;6;30.0;30.0;0.0;30.0;43.0;33.72222222222222;1;21;18;3;7;6;1;1;35.0;1;2;35.0;1;3;35.0;1;3;30.0;1;3;35.0;1;2;25.0;2;3;46;1;2;1;28.857142857142858
87;36.53333333333333;44.0;33.6875;35.0;30.0;32.0;35.0;37.4;6;35.0;40.0;0.0;40.0;40.0;35.833333333333336;0;18;18;0;7;7;0;1;35.0;1;2;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;40.0;1;3;50;1;2;2;33.4375
88;35.55555555555555;45.0;31.964285714285715;21.666666666666668;22.5;0.0;45.0;22.5;1;15.0;35.0;0.0;0.0;0.0;21.11111111111111;2;20;8;12;3;1;2;2;30.0;1;2;0.0;0;3;20.0;3;3;0.0;0;3;0.0;0;2;23.333333333333332;3;3;0;0;2;1;22.285714285714285
89;36.666666666666664;40.0;33.6875;30.0;30.0;30.0;37.0;38.53333333333333;6;40.0;40.0;0.0;45.0;40.0;39.94444444444444;0;18;18;0;7;7;0;1;40.0;1;2;45.0;1;3;45.0;1;3;40.0;1;3;35.0;1;2;35.0;1;3;37;1;2;2;38.666666666666664
90;32.8;36.0;33.78125;22.5;30.0;37.0;42.0;43.46666666666667;6;45.0;50.0;0.0;34.0;40.0;32.72222222222222;0;18;18;0;7;7;0;1;40.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;37;1;2;2;35.1
91;37.46666666666667;36.0;39.375;40.0;35.0;40.0;50.0;38.46666666666667;6;30.0;40.0;0.0;45.0;45.0;40.333333333333336;0;18;18;0;7;7;0;1;30.0;1;2;45.0;1;3;40.0;1;3;40.0;1;3;35.0;1;2;45.0;1;3;43;1;2;2;36.07142857142857
92;34.0;30.0;34.5625;30.0;40.0;29.0;30.0;34.166666666666664;5;22.5;30.0;0.0;35.0;35.0;32.888888888888886;2;23;18;5;7;6;1;1;40.0;1;2;30.0;2;3;35.0;1;3;30.0;1;3;27.5;2;2;30.0;1;3;41;1;2;2;32.5
94;33.55555555555556;40.0;27.678571428571427;22.5;15.0;0.0;40.0;22.5;1;0.0;0.0;0.0;0.0;0.0;17.5;1;8;5;3;2;1;1;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;15.0;2;3;0;0;2;1;0.0
95;30.4;38.0;32.78125;25.0;27.5;41.0;45.0;36.4;6;35.0;35.0;0.0;45.0;40.0;35.166666666666664;1;24;18;6;7;6;1;1;30.0;1;2;30.0;1;3;43.0;1;3;35.0;1;3;45.0;1;2;28.333333333333332;3;3;37;1;2;2;34.88235294117647
98;33.0;40.0;34.375;30.0;30.0;35.0;45.0;33.233333333333334;5;25.0;32.5;0.0;30.0;45.0;36.083333333333336;1;21;18;3;7;7;0;1;40.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;32.5;2;3;41;1;2;2;33.57142857142857
100;36.2;44.0;30.09375;27.5;25.0;28.5;36.0;34.2;6;30.0;30.0;0.0;45.0;30.0;35.388888888888886;0;18;18;0;7;7;0;1;30.0;1;2;30.0;1;3;45.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;41;1;2;1;27.916666666666668
102;34.0;40.0;33.5625;25.0;25.0;41.0;40.0;35.06666666666667;5;25.0;35.0;0.0;35.0;40.0;31.916666666666668;3;27;18;9;7;6;1;1;35.0;1;2;27.5;2;3;30.0;2;3;30.0;1;3;40.0;1;2;30.0;2;3;36;1;2;2;31.25
105;33.02222222222222;46.0;32.53125;35.0;35.0;30.0;39.0;35.733333333333334;5;40.0;35.0;0.0;28.5;40.0;32.77777777777778;1;20;18;2;7;7;0;1;35.0;2;2;35.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;35;1;2;2;31.071428571428573
107;37.333333333333336;50.0;34.6875;28.333333333333332;35.0;45.0;40.0;33.93333333333333;6;30.0;35.0;0.0;30.0;40.0;33.333333333333336;2;26;18;8;7;5;2;1;35.0;1;2;26.666666666666668;3;3;45.0;1;3;35.0;1;3;25.0;2;2;30.0;1;3;35;1;2;1;28.333333333333332
108;31.333333333333332;40.0;33.1875;30.0;35.0;32.0;31.0;36.666666666666664;6;30.0;40.0;0.0;30.0;40.0;34.638888888888886;1;21;18;3;7;6;1;1;45.0;1;2;35.0;1;3;30.0;1;3;30.0;1;3;40.0;1;2;27.5;2;3;43;1;2;1;28.541666666666668
110;35.0;35.0;31.71875;27.5;27.5;30.0;40.0;34.6;6;30.0;35.0;0.0;35.0;30.0;35.666666666666664;1;20;18;2;7;7;0;1;30.0;2;2;35.0;1;3;35.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;31;1;2;2;33.6875
112;31.833333333333332;35.0;34.15625;32.5;20.0;38.0;44.0;35.333333333333336;5;20.0;40.0;0.0;33.0;40.0;28.38888888888889;5;35;18;17;7;3;4;1;45.0;1;2;18.0;2;3;27.5;2;3;20.0;3;3;27.5;2;2;32.5;2;3;36;1;2;2;30.535714285714285
113;34.0;40.0;32.875;30.0;30.0;30.0;38.0;34.4;6;40.0;30.0;0.0;30.0;35.0;32.72222222222222;1;21;18;3;7;7;0;1;45.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;30.0;2;3;32;1;2;2;34.5
115;32.333333333333336;40.0;26.875;22.5;22.5;0.0;0.0;27.75;2;30.0;27.5;0.0;0.0;0.0;18.041666666666668;2;29;11;18;4;2;2;2;35.0;1;2;30.0;1;3;3.5;2;3;0.0;0;3;0.0;0;2;15.333333333333334;6;3;0;0;2;1;21.09090909090909
120;34.733333333333334;43.0;37.05882352941177;35.0;30.0;30.0;45.0;37.86666666666667;6;35.0;40.0;0.0;30.0;40.0;38.77777777777778;0;18;18;0;7;7;0;1;45.0;1;2;40.0;1;3;40.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;44;1;2;2;30.833333333333332
121;31.244444444444447;36.0;27.65625;25.0;25.0;30.0;30.0;29.1;4;24.0;30.0;0.0;30.0;30.0;33.68518518518518;2;28;18;10;7;5;2;1;35.0;1;2;27.666666666666668;3;3;30.0;1;3;40.0;1;3;23.666666666666668;3;2;32.0;1;3;50;1;2;1;28.857142857142858
123;32.93333333333333;42.0;32.65625;30.0;25.0;35.0;35.0;38.2;6;35.0;35.0;0.0;40.0;35.0;34.05555555555556;1;21;18;3;7;7;0;1;40.0;1;2;30.0;1;3;30.0;2;3;30.0;1;3;30.0;1;2;35.0;1;3;49;1;2;2;32.5
126;34.46666666666667;41.0;35.0625;35.0;30.0;26.5;44.0;40.13333333333333;6;35.0;45.0;0.0;34.0;44.0;35.0;0;18;18;0;7;7;0;1;35.0;1;2;35.0;1;3;40.0;1;3;30.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;32.285714285714285
127;35.06666666666667;38.0;38.529411764705884;35.0;35.0;30.0;45.0;40.46666666666667;6;40.0;40.0;0.0;40.0;40.0;35.666666666666664;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;30.0;1;3;41;1;2;2;30.833333333333332
129;24.1;10.0;26.833333333333332;20.0;27.0;0.0;0.0;26.178571428571427;3;22.5;30.0;0.0;32.0;0.0;26.3921568627451;3;35;16;19;6;3;3;1;22.5;4;2;37.0;1;3;21.0;4;3;31.0;1;3;11.333333333333334;3;2;38.0;1;3;0;0;2;1;26.430555555555554
130;29.77777777777778;45.0;27.61764705882353;21.666666666666668;27.5;31.0;30.0;32.266666666666666;5;30.0;25.0;0.0;40.0;32.0;31.764705882352942;0;16;16;0;6;6;0;1;30.0;1;2;38.0;1;3;33.0;1;3;37.0;1;3;30.0;1;2;32.0;1;3;0;0;2;1;29.1
131;35.46666666666667;41.0;33.125;30.0;30.0;29.0;41.0;41.13333333333333;6;40.0;45.0;0.0;32.0;44.0;38.22222222222222;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;45.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;44;1;2;2;35.714285714285715
