CAR_NUEVE,NCC_NUEVE,NCA_NUEVE,NCP_NUEVE,NAC_NUEVE,NAA_NUEVE,NAP_NUEVE,EPA_NUEVE,PROMEDIO_DIEZ,NOTA_EI_IA,VECES_EI_IA,CREDITOS_EI_IA,NOTA_EI_IIA,VECES_EI_IIA,CREDITOS_EI_IIA,NOTA_EI_IIIA,VECES_EI_IIIA,CREDITOS_EI_IIIA,NOTA_TRABGRAD,VECES_TRABGRAD,CREDITOS_TRABGRAD,NOTA_TV,VECES_TV,CREDITOS_TV,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,37.5,38,2,3,46,2,3,43,0,3,31.5,1,3,36,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,17,5,12,2,2,0,2,7.16667E+14,0,0,3,0,0,3,0,0,3,41,1,3,0,0,3,36,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.08571E+14,38,1,3,44,2,3,44,1,3,44,1,3,34,0,3,33.5,1,2
0,0,0,0,0,0,0,0,7.33333E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,4.27143E+14,45,2,3,44,2,3,43,1,3,45,1,3,34,0,3,41,2,2
1,17,17,0,6,5,1,1,36.5,46,1,3,44,2,3,41,0,3,50,1,3,36,0,3,44,1,2
1,17,17,0,6,5,1,1,36,46,1,3,47,2,3,49,0,3,50,1,3,32,0,3,48,1,2
1,17,17,0,6,5,1,1,3.26667E+14,42,1,3,42,1,3,33.5,2,3,43,1,3,30,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.79524E+13,31,0,3,47,2,3,46,2,3,46,1,3,37,0,3,48,0,2
2,17,17,0,6,4,2,1,31.75,44,1,3,43,3,3,46,2,3,44,1,3,40,0,3,44,1,2
0,17,17,0,6,6,0,1,3.71667E+14,47,1,3,43,1,3,40,1,3,48,1,3,36,0,3,48,1,2
1,17,14,3,6,5,1,1,3.80714E+14,45,1,3,40,2,3,43,0,3,27.5,1,3,35,0,3,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.43333E+14,41,3,3,45,1,3,39,0,3,43,1,3,42,0,3,44,2,2
1,17,17,0,6,5,1,1,3.51667E+14,41,2,3,44,1,3,44,0,3,43,1,3,43,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,3.5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.97857E+14,45,2,3,32,3,3,45,0,3,50,1,3,33,0,3,45,1,2
1,17,17,0,6,5,1,1,3.90714E+14,47,1,3,46,4,3,39,0,3,48,1,3,42,0,3,45,1,2
3,17,17,0,6,3,3,2,3.26667E+14,45,2,3,44,2,3,43,0,3,44,1,3,32,0,3,45,2,2
3,17,17,0,6,3,3,2,4.51667E+14,45,2,3,42,2,3,42,0,3,42,1,3,35,0,3,36,2,2
1,17,17,0,6,5,1,1,4.15714E+14,47,0,3,35,2,3,43,1,3,50,1,3,34,0,3,44,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.24286E+14,44,1,3,43,3,3,45,1,3,49,1,3,35,0,3,43,1,2
2,17,17,0,6,4,2,1,4.41429E+14,41,2,3,47,2,3,43,0,3,31.5,1,3,35,0,3,44,1,2
0,17,6,11,2,2,0,2,0,32,0,3,0,1,3,0,0,3,32,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.63333E+14,43,1,3,41,2,3,39,1,3,47,1,3,38,0,3,48,1,2
1,17,17,0,6,5,1,1,3.58333E+14,45,0,3,46,3,3,42,0,3,44,1,3,41,0,3,44,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.68333E+14,42,1,3,44,2,3,33,1,3,50,1,3,37,0,3,50,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,17,17,0,6,6,0,1,3.96667E+14,46,1,3,42,1,3,38,1,3,50,1,3,35,0,3,50,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.33333E+14,42,1,3,40,3,3,47,0,3,48,1,3,38,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,33,41,1,3,40,2,3,39,1,3,42,1,3,41,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.63333E+14,44,2,3,44,3,3,42,0,3,32,1,3,40,0,3,48,1,2
1,17,17,0,6,5,1,1,3.31667E+14,43,1,3,42,3,3,41,0,3,44,1,3,35,0,3,43,1,2
3,17,17,0,6,3,3,2,3.38333E+14,43,2,3,46,3,3,42,0,3,40,1,3,43,0,3,43,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.51667E+14,42,2,3,42,2,3,40,1,3,50,1,3,41,0,3,50,1,2
2,17,17,0,6,4,2,1,4.28571E+14,33,3,3,32,3,3,38,0,3,43,1,3,36,0,3,45,1,2
0,17,17,0,6,6,0,1,3.83333E+14,48,1,3,44,1,3,38,1,3,50,1,3,35,0,3,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.48333E+14,42,1,3,36,2,3,41,1,3,42,1,3,39,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,5.5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.53333E+14,44,2,3,46,3,3,40,0,3,39,1,3,37,0,3,44,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.73571E+14,44,1,3,39,3,3,35,0,3,47,1,3,41,0,3,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.73333E+14,33,2,3,46,2,3,43,0,3,48,1,3,35,0,3,48,1,2
2,17,17,0,6,4,2,1,3.43333E+14,37,1,3,44,2,3,42,2,3,44,1,3,35,0,3,35,1,2
3,17,11,6,6,3,3,2,3.28333E+14,43,4,3,21.5,3,3,29,0,3,44,1,3,33,0,3,45,4,2
2,17,17,0,6,4,2,1,3.58333E+14,42,2,3,46,2,3,41,0,3,43,1,3,35,0,3,47,1,2
2,17,17,0,6,4,2,1,33.5,43,2,3,48,1,3,45,1,3,50,1,3,40,0,3,37,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,37,32,2,3,44,2,3,44,0,3,47,1,3,43,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,42,45,1,3,37,1,3,42,2,3,44,1,3,34,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.55833E+14,35.5,3,3,49,1,3,38,2,3,40,1,3,35,0,3,47,1,2
1,17,17,0,6,5,1,1,3.48333E+14,44,1,3,42,3,3,42,0,3,45,1,3,36,0,3,45,1,2
2,17,17,0,6,4,2,1,3.96667E+14,34,2,3,45,2,3,43,0,3,50,1,3,37,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,33,38,1,3,39,1,3,41,2,3,43,1,3,38,0,3,47,1,2
2,17,17,0,6,4,2,1,3.84286E+14,47,2,3,33,2,3,41,0,3,45,1,3,35,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.99286E+14,42,2,3,36,3,3,38,0,3,42,1,3,32,0,3,31,2,2
1,17,17,0,6,5,1,1,4.47143E+14,46,1,3,48,2,3,45,1,3,50,1,3,43,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,17,2,15,1,1,0,2,0,0,0,3,0,0,3,0,0,3,0,1,3,0,0,3,48,0,2
1,17,17,0,6,5,1,1,3.46667E+14,44,1,3,40,2,3,38,0,3,45,1,3,35,0,3,48,1,2
3,17,17,0,6,3,3,2,4.49286E+14,46,2,3,44,2,3,43,0,3,50,1,3,34,0,3,50,2,2
2,17,17,0,6,4,2,1,3.74286E+14,47,2,3,31,2,3,41,0,3,45,1,3,34,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,4.21429E+14,34,2,3,40,1,3,40,1,3,45,1,3,34,0,3,39,2,2
3,17,17,0,6,3,3,2,4.11429E+14,44,2,3,39,2,3,38,0,3,46,1,3,39,0,3,45,2,2
2,17,17,0,6,4,2,1,3.51667E+14,34,1,3,39,2,3,33,2,3,45,1,3,37,1,3,43,1,2
2,17,17,0,6,4,2,1,3.23333E+14,47,2,3,47,2,3,46,0,3,44,1,3,41,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,14,3,6,3,3,2,4.18571E+14,43,2,3,34,2,3,35,1,3,25,1,3,38,0,3,45,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,14,3,6,4,2,1,3.06667E+14,37,0,3,43,2,3,27.5,3,3,40,1,3,39,0,3,36,0,2
0,0,0,0,0,0,0,0,6.66667E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,7.5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.16667E+14,43,0,3,35,2,3,41,2,3,43,1,3,36,0,3,45,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.87222E+14,43,3,3,43,2,3,43,0,3,45,1,3,31,0,3,47,2,2
2,17,17,0,6,4,2,1,3.31667E+14,44,0,3,34,2,3,39,2,3,45,1,3,35,0,3,33,0,2
2,17,17,0,6,4,2,1,3.91667E+14,44,2,3,44,2,3,44,0,3,43,1,3,41,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,33.5,44,1,3,36,3,3,41,1,3,50,1,3,39,0,3,35,1,2
3,17,17,0,6,3,3,2,40,44,2,3,34,2,3,42,0,3,50,1,3,39,0,3,45,3,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,42.5,45,1,3,42,3,3,40,1,3,47,1,3,38,0,3,40,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,6.5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.08333E+14,45,1,3,35,2,3,41,2,3,35,1,3,41,0,3,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.78333E+14,43,2,3,44,2,3,44,0,3,37,1,3,36,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.14286E+14,45,1,3,37,2,3,46,1,3,47,1,3,31,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.87857E+14,43,2,3,42,2,3,42,0,3,39,1,3,40,0,3,50,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,43.5,47,2,3,41,3,3,39,0,3,41,1,3,35,0,3,50,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,1,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,17,0,17,2,2,0,2,0,23,1,3,0,0,3,0,0,3,15,1,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.10476E+13,46,0,3,39,2,3,40,1,3,45,1,3,40,0,3,50,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,17,17,0,6,6,0,1,3.28333E+14,42,1,3,41,1,3,34,1,3,47,1,3,38,0,3,48,1,2
4,17,17,0,6,2,4,2,2.86667E+14,44,2,3,34,3,3,42,0,3,31,2,3,36,0,3,43,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.17857E+14,42,1,3,41,2,3,30,1,3,45,1,3,37,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,37.5,37,1,3,48,2,3,43,1,3,48,1,3,40,0,3,48,1,2
2,17,17,0,6,4,2,1,3.95714E+14,45,1,3,42,3,3,44,0,3,48,2,3,35,0,3,50,1,2
2,17,11,6,5,3,2,2,3.16667E+14,40,1,3,38,2,3,29,2,3,0,1,3,35,0,3,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,4.12143E+14,45,2,3,42,3,3,41,0,3,48,1,3,39,0,3,47,2,2
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.37143E+14,44,1,3,40,3,3,43,0,3,36,1,3,38,0,3,46,1,2
0,17,3,14,1,1,0,2,6.33333E+14,47,0,3,0,1,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,45,47,2,3,42,2,3,41,1,3,50,1,3,37,0,3,50,2,2
0,0,0,0,0,0,0,0,5.16667E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,4.34286E+14,47,2,3,41,3,3,42,0,3,45,1,3,43,0,3,48,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.87857E+14,41,0,3,31,4,3,47,1,3,50,1,3,40,0,3,31,0,2
2,17,17,0,6,4,2,1,4.41429E+14,44,0,3,33,2,3,31,2,3,48,1,3,42,0,3,50,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,7.5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,4.06429E+14,43,1,3,41,2,3,30,2,3,39,1,3,38,0,3,50,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.28333E+14,47,0,3,42,3,3,39,1,3,48,1,3,32,0,3,39,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
4,17,14,3,6,2,4,2,3.31667E+14,45,2,3,28,2,3,41,2,3,47,1,3,38,0,3,45,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.57143E+14,47,1,3,40,3,3,40,0,3,35,1,3,38,0,3,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,3.16667E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.12222E+14,45,2,3,43,1,3,30,1,3,41,1,3,47,0,3,50,1,2
2,17,17,0,6,4,2,1,4.37222E+14,44,2,3,32,4,3,44,0,3,34,1,3,43,0,3,47,1,2
1,17,17,0,6,5,1,1,4.51111E+14,47,1,3,45,2,3,32,1,3,47,1,3,43,0,3,50,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.99444E+14,46,3,3,32,2,3,45,0,3,46,1,3,45,0,3,44,2,2
1,17,17,0,6,5,1,1,42.5,44,1,3,44,4,3,43,0,3,42,1,3,38,0,3,36,1,2
2,17,17,0,6,4,2,1,4.12778E+14,45,0,3,41,4,3,29.5,2,3,47,1,3,40,0,3,44,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,47,46,1,3,46,2,3,46,1,3,48,1,3,48,0,3,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,1.77778E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,4.22778E+14,47,2,3,46,2,3,38,0,3,50,1,3,42,0,3,47,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,38.5,45,3,3,44,1,3,42,0,3,50,1,3,40,0,3,45,2,2
2,17,17,0,6,4,2,1,3.94444E+14,41,3,3,43,1,3,43,0,3,31,1,3,31,0,3,36,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,14,3,6,4,2,1,2.73056E+14,35,2,3,44,2,3,36,1,3,4.5,1,3,35.5,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,4.36111E+14,42,2,3,49,1,3,32,1,3,50,1,3,41,0,3,43,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,4.32778E+14,46,2,3,40,3,3,35,0,3,48,1,3,34,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,43.5,40,2,3,48,2,3,42,1,3,45,1,3,42,0,3,48,1,2
2,17,17,0,6,4,2,1,4.38333E+14,36,3,3,44,1,3,42,1,3,45,1,3,42,0,3,48,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
