CAR_CINCO,NCC_CINCO,NCA_CINCO,NCP_CINCO,NAC_CINCO,NAA_CINCO,NAP_CINCO,EPA_CINCO,PROMEDIO_SEIS,NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,NOTA_IYM,VECES_IYM,CREDITO_IYM,NOTA_ASD,VECE_ASD,CREDITOS_ASD,NOTA_CEM,VECES_CEM,CREDITOS_CEM,NOTA_INSE,VECES_INSE,CREDITOS_INSE,NOTA_GENH,VECES_GENH,CREDITOS_GENH,NOTA_IO_UNO,VECES_IO_UNO,CREDITOS_IO_UNO
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,30.18181818,0,0,3,31,2,3,39,1,2,30,1,3,41,1,2,38,1,2,43,1,2
0,0,0,0,0,0,0,0,7.666666667,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,19,14,5,8,6,2,2,38.29411765,0,0,3,45,1,3,38,2,2,30,2,3,38,1,2,33,1,2,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,37,0,0,3,47,1,3,38,1,2,40,2,3,33,1,2,37,1,2,34,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,11,3,6,5,1,2,27.09090909,0,0,3,32,1,3,31,1,2,2,1,3,38,1,2,37,1,2,31,1,2
1,18,8,10,7,3,4,2,25.54545455,0,0,3,30,1,3,19,1,2,43,3,3,26,1,2,0,0,2,31,1,2
0,0,0,0,0,0,0,0,6.5,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,12,12,0,5,5,0,1,26.35294118,0,0,3,35,1,3,35,1,2,36,1,3,38,1,2,34,1,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,32.6,0,0,3,34,2,3,33,1,2,30,1,3,34,1,2,35,1,2,35,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,22,14,8,9,6,3,2,37.41176471,0,0,3,43,1,3,30,2,2,30,3,3,30,1,2,30,1,2,30,1,2
0,14,14,0,6,6,0,1,34.73684211,0,0,3,42,1,3,43,1,2,37,1,3,32,1,2,33,1,2,48,1,2
1,10,5,5,4,2,2,2,28.71428571,0,0,3,42,2,3,26,1,2,0,0,3,0,0,2,0,0,2,34,1,2
1,17,7,10,7,3,4,2,36.4,0,0,3,11,1,3,13,1,2,37,2,3,30,1,2,21,1,2,39,1,2
2,20,14,6,8,6,2,2,40.70588235,0,0,3,39,2,3,30,1,2,48,2,3,33,1,2,41,1,2,40,1,2
0,14,14,0,6,6,0,1,34.75,0,0,3,30,1,3,30,1,2,32,1,3,36,1,2,39,1,2,36,1,2
1,17,14,3,7,6,1,2,41.35294118,0,0,3,33,1,3,37,1,2,46,2,3,31,1,2,34,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,12,12,0,5,5,0,1,41.4,0,0,3,30,1,3,34,1,2,38,1,3,33,1,2,0,0,2,31,1,2
1,17,14,3,7,6,1,2,22.74074074,0,0,3,31,1,3,34,1,2,45,2,3,30,1,2,31,1,2,31,1,2
1,17,14,3,7,6,1,1,40,0,0,3,46,1,3,34,1,2,50,2,3,39,1,2,30,1,2,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
3,24,12,12,10,5,5,2,11.1,0,0,3,32,1,3,17,2,2,37,3,3,30,1,2,30,1,2,30,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,42.58823529,0,0,3,42,1,3,39,1,2,33,1,3,39,1,2,36,1,2,40,1,2
1,17,14,3,7,6,1,1,40.17647059,0,0,3,48,1,3,44,1,2,40,2,3,36,1,2,35,1,2,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,39.70588235,0,0,3,37,1,3,44,1,2,43,2,3,32,1,2,38,1,2,37,1,2
3,22,14,8,9,6,3,2,40.35294118,0,0,3,37,2,3,31,2,2,35,2,3,39,1,2,32,1,2,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,38.64705882,0,0,3,35,1,3,41,1,2,42,2,3,35,1,2,36,1,2,41,1,2
2,19,14,5,8,6,2,2,32.9,0,0,3,32,2,3,35,2,2,30,1,3,30,1,2,39,1,2,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,19,14,5,8,6,2,2,26.375,0,0,3,47,1,3,36,1,2,32,2,3,35,1,2,30,2,2,38,1,2
0,2,2,0,1,1,0,1,21,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,45,1,2
1,17,14,3,7,6,1,2,41.70588235,0,0,3,33,1,3,39,1,2,47,2,3,31,1,2,37,1,2,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,28.08,0,0,3,30,1,3,30,1,2,40,1,3,30,1,2,33,1,2,45,1,2
1,17,14,3,7,6,1,2,34.63157895,0,0,3,37,1,3,39,1,2,31,2,3,33,1,2,32,1,2,43,1,2
2,19,14,5,8,6,2,2,30.85,0,0,3,41,1,3,37,1,2,30,2,3,35,2,2,30,1,2,34,1,2
1,16,14,2,7,6,1,2,37.13333333,0,0,3,36,1,3,30,1,2,31,1,3,36,2,2,32,1,2,34,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,33.84210526,0,0,3,33,1,3,34,1,2,36,1,3,39,1,2,33,1,2,35,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,31.7,0,0,3,42,1,3,31,1,2,37,2,3,30,1,2,34,1,2,43,1,2
1,20,14,6,8,6,2,2,24.15384615,0,0,3,34,1,3,31,1,2,30,3,3,30,1,2,31,1,2,30,1,2
3,24,14,10,10,6,4,2,16.30769231,0,0,3,34,1,3,34,2,2,39,3,3,31,2,2,32,1,2,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
3,24,14,10,10,6,4,2,29.73684211,0,0,3,33,1,3,34,2,2,37,3,3,30,1,2,36,2,2,30,1,2
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,0,0,2,14,1,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,39.47058824,0,0,3,32,1,3,44,1,2,35,1,3,32,1,2,31,1,2,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,43.23529412,0,0,3,34,1,3,36,1,2,31,2,3,40,1,2,40,1,2,38,1,2
1,20,14,6,8,6,2,2,33.63157895,0,0,3,39,1,3,32,1,2,32,3,3,30,1,2,32,1,2,34,1,2
2,22,14,8,9,6,3,2,35.21052632,0,0,3,33,1,3,36,1,2,31,3,3,33,1,2,30,1,2,33,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,20,14,6,8,6,2,2,40.82352941,0,0,3,32,1,3,31,1,2,44,3,3,36,1,2,39,1,2,42,1,2
0,14,14,0,6,6,0,1,43.23529412,0,0,3,39,1,3,35,1,2,30,1,3,40,1,2,39,1,2,38,1,2
0,4,4,0,2,2,0,1,3,0,0,3,0,0,3,0,0,2,0,0,3,33,1,2,0,0,2,32,1,2
1,16,14,2,7,6,1,2,19.1,0,0,3,34,1,3,34,1,2,33,1,3,32,1,2,30,2,2,35,1,2
0,0,0,0,0,0,0,0,13,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,35.89473684,0,0,3,43,1,3,42,1,2,41,1,3,40,1,2,31,1,2,30,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,15,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,16,14,2,7,6,1,2,27.44,0,0,3,35,1,3,31,1,2,32,1,3,35,1,2,37,2,2,31,1,2
0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,20,14,6,8,6,2,2,33.94736842,0,0,3,37,2,3,34,1,2,41,2,3,33,1,2,41,1,2,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,29.13636364,0,0,3,40,1,3,37,1,2,43,2,3,32,1,2,42,1,2,37,1,2
0,14,14,0,6,6,0,1,29.95454545,0,0,3,36,1,3,38,1,2,30,1,3,44,1,2,39,1,2,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,38.17647059,0,0,3,34,1,3,41,1,2,30,1,3,39,1,2,41,1,2,35,1,2
0,14,14,0,6,6,0,1,29.42857143,0,0,3,37,1,3,33,1,2,40,1,3,34,1,2,36,1,2,39,1,2
0,14,14,0,6,6,0,1,34.15789474,0,0,3,32,1,3,39,1,2,34,1,3,39,1,2,36,1,2,33,1,2
2,20,14,6,8,6,2,2,27.91666667,0,0,3,31,2,3,36,1,2,50,2,3,47,1,2,35,1,2,30,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
3,22,14,8,9,6,3,2,21.625,0,0,3,35,2,3,39,1,2,42,2,3,35,1,2,30,1,2,44,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
3,23,14,9,10,6,4,2,23.57142857,0,0,3,42,1,3,33,3,2,30,2,3,35,2,2,36,1,2,34,1,2
0,14,14,0,6,6,0,1,28.28571429,0,0,3,42,1,3,33,1,2,48,1,3,32,1,2,36,1,2,44,1,2
2,19,14,5,8,6,2,2,29.38095238,0,0,3,34,1,3,35,2,2,46,2,3,30,1,2,37,1,2,44,1,2
2,22,14,8,9,6,3,2,40.17647059,0,0,3,39,1,3,40,2,2,38,3,3,39,1,2,32,1,2,48,1,2
0,0,0,0,0,0,0,0,35,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,32.38095238,0,0,3,41,1,3,31,1,2,30,2,3,39,1,2,32,1,2,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,12,9,3,5,4,1,1,30.4,0,0,3,28,1,3,36,1,2,46,1,3,35,1,2,0,0,2,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,36.76470588,0,0,3,42,1,3,42,1,2,43,2,3,34,1,2,33,1,2,49,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,38.70588235,0,0,3,36,1,3,48,1,2,33,2,3,44,1,2,36,1,2,45,1,2
3,22,14,8,9,6,3,2,24.69230769,0,0,3,37,2,3,45,2,2,30,2,3,38,1,2,32,1,2,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,20,14,6,8,6,2,2,32.73684211,0,0,3,30,1,3,42,1,2,47,3,3,30,1,2,35,1,2,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,5,5,0,2,2,0,1,27.42857143,0,0,3,0,0,3,0,0,2,45,1,3,0,0,2,0,0,2,42,1,2
0,14,14,0,6,6,0,1,32.95,0,0,3,47,1,3,33,1,2,32,1,3,39,1,2,38,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,22,14,8,9,6,3,2,42.64705882,0,0,3,36,1,3,42,2,2,43,3,3,38,1,2,35,1,2,31,1,2
0,14,14,0,6,6,0,1,27.04,0,0,3,32,1,3,35,1,2,35,1,3,38,1,2,38,1,2,30,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,29.13043478,0,0,3,39,1,3,36,1,2,34,2,3,36,1,2,39,1,2,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,16,14,2,7,6,1,2,31,0,0,3,32,1,3,36,2,2,36,1,3,37,1,2,30,1,2,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,16,14,2,7,6,1,2,35.05263158,0,0,3,30,1,3,37,2,2,36,1,3,35,1,2,30,1,2,43,1,2
0,8,5,3,3,2,1,2,40,0,0,3,43,1,3,0,0,2,3,1,3,0,0,2,0,0,2,37,1,2
0,14,14,0,6,6,0,1,41.82352941,0,0,3,36,1,3,33,1,2,38,1,3,41,1,2,37,1,2,45,1,2
0,14,14,0,6,6,0,1,42.35294118,0,0,3,39,1,3,48,1,2,41,1,3,41,1,2,39,1,2,43,1,2
0,14,14,0,6,6,0,1,37.47058824,0,0,3,34,1,3,37,1,2,32,1,3,37,1,2,34,1,2,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,31.95,0,0,3,40,1,3,34,1,2,37,1,3,35,1,2,32,1,2,50,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,10,5,5,4,2,2,2,24.6,0,0,3,23,1,3,0,0,2,45,1,3,0,1,2,0,0,2,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,23,14,9,9,6,3,2,24.08,0,0,3,30,2,3,36,1,2,30,3,3,33,1,2,34,1,2,34,1,2
2,19,14,5,8,6,2,2,25.17391304,0,0,3,42,1,3,34,1,2,35,2,3,37,2,2,31,1,2,49,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,5,2,3,2,1,1,2,0,0,0,3,26,1,3,0,0,2,0,0,3,32,1,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,37.88235294,0,0,3,31,1,3,31,1,2,44,1,3,30,1,2,43,1,2,37,1,2
1,17,14,3,7,6,1,2,29.95454545,0,0,3,31,1,3,30,1,2,44,2,3,30,1,2,34,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,19,14,5,8,6,2,2,34.94736842,0,0,3,46,1,3,30,2,2,40,2,3,32,1,2,32,1,2,32,1,2
0,14,14,0,6,6,0,1,35.78947368,0,0,3,45,1,3,32,1,2,42,1,3,35,1,2,43,1,2,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,32.94736842,0,0,3,41,1,3,36,1,2,39,1,3,30,1,2,37,1,2,30,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,34.05263158,0,0,3,37,1,3,30,1,2,45,2,3,30,1,2,31,1,2,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,19,17,2,8,7,1,1,33.5,40,1,3,37,1,3,35,2,2,40,1,3,30,1,2,41,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,39.70588235,0,0,3,34,1,3,34,1,2,41,2,3,33,1,2,34,1,2,33,1,2
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,39.29411765,0,0,3,37,1,3,35,1,2,34,1,3,35,1,2,42,1,2,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,40.11764706,0,0,3,46,1,3,37,1,2,47,1,3,37,1,2,42,1,2,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,41.23529412,0,0,3,41,1,3,31,1,2,36,1,3,30,1,2,41,1,2,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,19,11,8,8,5,3,2,34.5,0,0,3,30,1,3,33,2,2,26,2,3,32,1,2,33,1,2,35,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,16,14,2,7,6,1,2,34.45,0,0,3,37,1,3,37,1,2,32,1,3,36,2,2,32,1,2,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
