CAR_CINCO,NCC_CINCO,NCA_CINCO,NCP_CINCO,NAC_CINCO,NAA_CINCO,NAP_CINCO,EPA_CINCO,PROMEDIO_SEIS,NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,NOTA_IYM,VECES_IYM,CREDITO_IYM,NOTA_ASD,VECE_ASD,CREDITOS_ASD,NOTA_CEM,VECES_CEM,CREDITOS_CEM,NOTA_INSE,VECES_INSE,CREDITOS_INSE,NOTA_GENH,VECES_GENH,CREDITOS_GENH,NOTA_IO_UNO,VECES_IO_UNO,CREDITOS_IO_UNO
0,2,0,2,1,0,1,2,0,0,0,3,0,0,3,0,0,2,0,0,3,3,1,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,20,14,6,8,6,2,2,38.58823529,0,0,3,36,1,3,38,1,2,30,3,3,41,1,2,35,1,2,37,1,2
2,10,0,10,4,0,4,2,0,0,0,3,0,0,3,9,2,2,25,2,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,28,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,38.29411765,0,0,3,45,1,3,40,1,2,32,2,3,40,1,2,33,1,2,35,1,2
0,9,7,2,4,3,1,1,30.5,0,0,3,0,0,3,0,0,2,35,1,3,37,1,2,26,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,16,14,2,7,6,1,2,30.6,0,0,3,34,1,3,36,2,2,31,1,3,30,1,2,31,1,2,31,1,2
0,9,9,0,4,4,0,1,0,0,0,3,0,0,3,31,1,2,34,1,3,34,1,2,0,0,2,35,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,35,0,0,3,44,1,3,31,1,2,30,1,3,35,1,2,38,1,2,31,1,2
1,17,11,6,7,5,2,2,18.88235294,0,0,3,0,0,3,33,1,2,32,3,3,31,1,2,33,1,2,35,1,2
1,17,14,3,7,6,1,2,31.52631579,0,0,3,40,1,3,35,1,2,34,2,3,40,1,2,33,1,2,33,1,2
1,17,14,3,7,6,1,1,38.58823529,0,0,3,48,1,3,38,1,2,32,2,3,37,1,2,35,1,2,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,0,0,2,30,1,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,29.35,0,0,3,34,1,3,30,1,2,34,1,3,30,1,2,35,1,2,35,1,2
0,14,14,0,6,6,0,1,30.72727273,0,0,3,42,1,3,39,1,2,34,1,3,35,1,2,37,1,2,37,1,2
0,14,14,0,6,6,0,1,37.11764706,0,0,3,40,1,3,36,1,2,32,1,3,42,1,2,37,1,2,46,1,2
0,14,14,0,6,6,0,1,32,0,0,3,43,1,3,41,1,2,32,1,3,34,1,2,31,1,2,39,1,2
1,20,14,6,8,6,2,2,26.56521739,0,0,3,31,1,3,31,1,2,35,3,3,33,1,2,30,1,2,43,1,2
2,23,14,9,9,6,3,2,37.58823529,0,0,3,41,2,3,36,1,2,35,3,3,38,1,2,32,1,2,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,20,14,6,8,6,2,2,24.5,0,0,3,34,1,3,34,1,2,31,3,3,36,1,2,32,1,2,38,1,2
1,17,14,3,7,6,1,1,33.84210526,0,0,3,44,1,3,36,1,2,32,2,3,38,1,2,32,1,2,39,1,2
0,14,14,0,6,6,0,1,31.04545455,0,0,3,49,1,3,32,1,2,31,1,3,35,1,2,34,1,2,40,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,22,11,11,9,5,4,2,37.63636364,0,0,3,39,1,3,31,1,2,27,3,3,35,1,2,30,2,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,11,0,11,4,0,4,2,0,0,0,3,0,0,3,0,0,2,22,3,3,0,0,2,0,0,2,24,1,2
1,23,14,9,9,6,3,2,26.22727273,0,0,3,40,1,3,35,1,2,30,4,3,42,1,2,31,1,2,39,1,2
1,20,11,9,8,5,3,2,35.66666667,0,0,3,35,1,3,35,1,2,26,3,3,45,1,2,31,1,2,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,45.82352941,0,0,3,37,1,3,45,1,2,34,1,3,39,1,2,41,1,2,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,20,14,6,8,6,2,2,35.11764706,0,0,3,42,1,3,35,1,2,30,3,3,40,1,2,31,1,2,43,1,2
0,4,4,0,2,2,0,1,0,0,0,3,0,0,3,31,1,2,0,0,3,40,1,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,19,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,12,6,6,5,3,2,2,41,0,0,3,0,0,3,35,1,2,20,2,3,41,1,2,0,0,2,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,22,14,8,9,6,3,2,36,0,0,3,30,1,3,42,1,2,35,3,3,34,1,2,37,2,2,43,1,2
0,14,14,0,6,6,0,1,36.23529412,0,0,3,30,1,3,35,1,2,34,1,3,34,1,2,37,1,2,42,1,2
0,0,0,0,0,0,0,0,22,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,38,0,0,3,33,1,3,35,1,2,38,1,3,43,1,2,33,1,2,45,1,2
1,17,14,3,7,6,1,2,32.6,0,0,3,34,1,3,40,1,2,30,2,3,42,1,2,31,1,2,39,1,2
1,16,14,2,7,6,1,1,37.70588235,0,0,3,31,1,3,37,1,2,40,1,3,45,2,2,32,1,2,35,1,2
1,17,14,3,7,6,1,2,29.42857143,0,0,3,42,1,3,35,1,2,31,2,3,34,1,2,30,1,2,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,46.52941176,0,0,3,44,1,3,43,1,2,36,1,3,40,1,2,41,1,2,44,1,2
1,13,7,6,5,3,2,2,15,0,0,3,40,1,3,34,1,2,24,2,3,0,0,2,0,0,2,35,1,2
0,14,14,0,6,6,0,1,38.41176471,0,0,3,30,1,3,40,1,2,30,1,3,37,1,2,34,1,2,41,1,2
1,17,14,3,7,6,1,1,25.60869565,0,0,3,45,1,3,35,1,2,34,2,3,39,1,2,30,1,2,37,1,2
4,32,4,28,13,2,11,2,6.5,0,0,3,1,2,3,9,3,2,24,4,3,37,1,2,5,2,2,32,1,2
0,10,4,6,4,2,2,2,0,0,0,3,22,1,3,35,1,2,19,1,3,0,0,2,0,0,2,30,1,2
1,17,14,3,7,6,1,1,39.41176471,0,0,3,40,1,3,37,1,2,33,2,3,37,1,2,38,1,2,42,1,2
2,16,11,5,7,5,2,2,0,0,0,3,41,2,3,35,1,2,0,0,3,41,1,2,30,2,2,31,1,2
0,14,14,0,6,6,0,1,39.47058824,0,0,3,30,1,3,37,1,2,35,1,3,39,1,2,32,1,2,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,37.47058824,0,0,3,40,1,3,41,1,2,35,2,3,40,1,2,34,1,2,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,19,14,5,8,6,2,2,27.04545455,0,0,3,42,1,3,38,1,2,31,2,3,34,1,2,30,2,2,43,1,2
0,5,0,5,2,0,2,2,19,0,0,3,0,0,3,0,0,2,8,1,3,0,0,2,0,0,2,13,1,2
1,18,9,9,7,4,3,2,41,0,0,3,44,1,3,33,1,2,20,3,3,42,1,2,0,0,2,39,1,2
1,17,14,3,7,6,1,2,29.04545455,0,0,3,34,1,3,37,1,2,35,2,3,38,1,2,34,1,2,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,14,8,6,6,4,2,2,23,0,0,3,0,0,3,37,1,2,28,2,3,36,1,2,38,1,2,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,40.11764706,0,0,3,38,1,3,36,1,2,36,2,3,32,1,2,39,1,2,45,1,2
2,20,14,6,8,6,2,2,36.29411765,0,0,3,43,2,3,37,1,2,34,2,3,40,1,2,30,1,2,42,1,2
2,19,14,5,8,6,2,2,20.42857143,0,0,3,32,1,3,41,1,2,30,2,3,30,1,2,34,1,2,30,2,2
1,17,14,3,7,6,1,2,33.15789474,0,0,3,31,1,3,36,1,2,30,2,3,34,1,2,31,1,2,30,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,22.80769231,0,0,3,31,1,3,44,1,2,30,2,3,41,1,2,30,1,2,41,1,2
1,17,14,3,7,6,1,1,39.23529412,0,0,3,39,1,3,37,1,2,33,2,3,35,1,2,37,1,2,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,38.82352941,0,0,3,37,1,3,39,1,2,36,2,3,35,1,2,33,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,20,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,6,0,6,3,0,3,2,12.5,0,0,3,0,0,3,9,2,2,0,0,3,0,0,2,0,0,2,26,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,20,14,6,8,6,2,2,22.96428571,0,0,3,39,1,3,35,1,2,35,3,3,39,1,2,33,1,2,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,31.09090909,0,0,3,30,1,3,35,1,2,30,2,3,33,1,2,30,1,2,41,1,2
0,0,0,0,0,0,0,0,9.5,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,5,0,5,2,0,2,2,16.5,0,0,3,0,0,3,0,0,2,7,1,3,0,0,2,0,0,2,16,1,2
0,14,14,0,6,6,0,1,28.68181818,0,0,3,37,1,3,31,1,2,30,1,3,35,1,2,32,1,2,35,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,10,2,8,4,1,3,2,28.6,0,0,3,0,0,3,0,0,2,29,2,3,0,0,2,0,0,2,37,2,2
0,5,5,0,2,2,0,1,0,0,0,3,0,0,3,0,0,2,38,1,3,32,1,2,0,0,2,0,0,2
3,24,9,15,10,4,6,2,28.71428571,0,0,3,33,1,3,33,2,2,13,3,3,5,1,2,38,1,2,38,2,2
1,17,14,3,7,6,1,2,34.75,0,0,3,34,1,3,35,1,2,35,2,3,38,1,2,30,1,2,41,1,2
2,19,14,5,8,6,2,2,39.88235294,0,0,3,37,1,3,40,1,2,32,2,3,41,1,2,34,2,2,40,1,2
0,14,14,0,6,6,0,1,37.41176471,0,0,3,41,1,3,35,1,2,30,1,3,33,1,2,38,1,2,34,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,43.05882353,0,0,3,49,1,3,48,1,2,36,1,3,42,1,2,33,1,2,41,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,8,5,3,3,2,1,2,37,0,0,3,40,1,3,0,0,2,15,1,3,0,0,2,0,0,2,34,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,36.82352941,0,0,3,39,1,3,37,1,2,34,2,3,35,1,2,30,1,2,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,12,4,8,5,2,3,2,17,0,0,3,23,1,3,37,1,2,4,1,3,0,0,2,0,0,2,30,2,2
0,0,0,0,0,0,0,0,21,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,40.82352941,0,0,3,46,1,3,42,1,2,30,1,3,41,1,2,32,1,2,43,1,2
2,19,14,5,8,6,2,2,34.57894737,0,0,3,33,2,3,35,1,2,32,1,3,39,1,2,31,1,2,30,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,6.5,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,37.82352941,0,0,3,46,1,3,41,1,2,39,2,3,35,1,2,30,1,2,41,1,2
0,14,14,0,6,6,0,1,42.41176471,0,0,3,46,1,3,41,1,2,36,1,3,39,1,2,36,1,2,39,1,2
1,15,9,6,6,4,2,2,28.58333333,0,0,3,34,1,3,34,1,2,19,2,3,42,1,2,30,1,2,0,0,2
0,14,14,0,6,6,0,1,28.77272727,0,0,3,46,1,3,36,1,2,30,1,3,33,1,2,30,1,2,37,1,2
1,17,14,3,7,6,1,2,38.70588235,0,0,3,47,1,3,30,1,2,33,2,3,39,1,2,34,1,2,43,1,2
1,17,14,3,7,6,1,1,30.81818182,0,0,3,46,1,3,42,1,2,37,2,3,38,1,2,32,1,2,37,1,2
0,14,14,0,6,6,0,1,35.15,0,0,3,30,1,3,42,1,2,36,1,3,42,1,2,33,1,2,40,1,2
1,17,14,3,7,6,1,1,33,0,0,3,36,1,3,44,1,2,39,2,3,40,1,2,33,1,2,46,1,2
0,14,14,0,6,6,0,1,39.23529412,0,0,3,41,1,3,49,1,2,43,1,3,43,1,2,40,1,2,37,1,2
2,22,14,8,9,6,3,2,33.94117647,0,0,3,45,1,3,39,1,2,38,3,3,40,1,2,34,2,2,44,1,2
1,17,14,3,7,6,1,1,32.55,0,0,3,46,1,3,41,1,2,36,2,3,42,1,2,35,1,2,31,1,2
0,14,14,0,6,6,0,1,37.64705882,0,0,3,39,1,3,41,1,2,31,1,3,33,1,2,31,1,2,39,1,2
0,14,14,0,6,6,0,1,33.21052632,0,0,3,37,1,3,33,1,2,30,1,3,42,1,2,38,1,2,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,11,2,9,4,1,3,2,13,0,0,3,0,0,3,0,0,2,27,3,3,0,0,2,0,0,2,30,1,2
2,18,11,7,8,5,3,2,38.63636364,0,0,3,30,1,3,37,2,2,17,1,3,35,2,2,34,1,2,32,1,2
0,0,0,0,0,0,0,0,28,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,15,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,9.5,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,37.11764706,0,0,3,43,1,3,41,1,2,34,1,3,32,1,2,34,1,2,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,18,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
2,22,14,8,9,6,3,2,30.6,0,0,3,34,1,3,33,1,2,32,3,3,36,2,2,31,1,2,43,1,2
1,20,14,6,8,6,2,2,40.35294118,0,0,3,45,1,3,32,1,2,33,3,3,40,1,2,37,1,2,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,31.59090909,0,0,3,34,1,3,35,1,2,35,1,3,41,1,2,38,1,2,41,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,35,0,0,3,38,1,3,32,1,2,38,2,3,38,1,2,36,1,2,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,2,0,2,1,0,1,2,11,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,5,1,2
0,3,0,3,1,0,1,2,18,0,0,3,0,0,3,0,0,2,1,1,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,2,2,0,1,1,0,1,21.77777778,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,37,1,2
1,17,14,3,7,6,1,2,38.76470588,0,0,3,38,1,3,42,1,2,35,2,3,44,1,2,30,1,2,40,1,2
0,0,0,0,0,0,0,0,17.5,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,11,4,7,5,2,3,2,19,0,0,3,0,0,3,21,2,2,0,1,3,40,1,2,0,0,2,37,1,2
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,21,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,32.4,0,0,3,36,1,3,38,1,2,32,1,3,35,1,2,34,1,2,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,7,2,5,3,1,2,2,0,0,0,3,0,0,3,9,1,2,5,1,3,40,1,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,30.31818182,0,0,3,35,1,3,36,1,2,33,1,3,41,1,2,35,1,2,39,1,2
0,14,14,0,6,6,0,1,41.41176471,0,0,3,47,1,3,35,1,2,32,1,3,43,1,2,36,1,2,49,1,2
2,20,11,9,8,5,3,2,26,0,0,3,45,2,3,33,1,2,18,2,3,30,1,2,31,1,2,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,40.29411765,0,0,3,46,1,3,38,1,2,32,1,3,43,1,2,34,1,2,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,36.35294118,0,0,3,34,1,3,43,1,2,34,1,3,40,1,2,42,1,2,40,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,31.8,0,0,3,33,1,3,37,1,2,42,1,3,41,1,2,35,1,2,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
3,22,9,13,9,4,5,2,22.76923077,0,0,3,30,2,3,32,1,2,17,2,3,33,1,2,24,2,2,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,39.70588235,0,0,3,39,1,3,36,1,2,37,1,3,36,1,2,33,1,2,45,1,2
0,0,0,0,0,0,0,0,35,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,36.94117647,0,0,3,42,1,3,47,1,2,40,1,3,41,1,2,38,1,2,40,1,2
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,42.17647059,0,0,3,45,1,3,47,1,2,43,1,3,40,1,2,35,1,2,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,32.65,0,0,3,42,1,3,41,1,2,33,1,3,41,1,2,32,1,2,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,1,32.1,0,0,3,46,1,3,39,1,2,32,2,3,42,1,2,35,1,2,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,38.88235294,0,0,3,38,1,3,43,1,2,36,1,3,40,1,2,33,1,2,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,38.88235294,0,0,3,44,1,3,44,1,2,37,1,3,36,1,2,38,1,2,43,1,2
0,14,14,0,6,6,0,1,38.52941176,0,0,3,49,1,3,46,1,2,39,1,3,37,1,2,38,1,2,42,1,2
0,14,11,3,6,5,1,1,28.45454545,0,0,3,43,1,3,41,1,2,25,1,3,36,1,2,38,1,2,32,1,2
0,14,14,0,6,6,0,1,40.82352941,0,0,3,39,1,3,39,1,2,39,1,3,40,1,2,35,1,2,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,14,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,20,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,15,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
1,17,14,3,7,6,1,2,33.10526316,0,0,3,32,1,3,44,1,2,30,2,3,39,1,2,31,1,2,34,1,2
0,14,14,0,6,6,0,1,31.94736842,0,0,3,45,1,3,34,1,2,36,1,3,32,1,2,37,1,2,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,41.70588235,0,0,3,45,1,3,48,1,2,39,1,3,46,1,2,40,1,2,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2
