NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
2363;0;348.0;69.0;0.0;64.0;73.0;20;32.46153846153846;1;16;3;5;1;11;30.0;36.0;26.0;38.0;39.0;36.0;0.0;19.115384615384617;3;22;13;9;5;1;4;1;7.5;2;3;16.0;2;3;20.0;2;3;0.0;0;2;13.0;1;1;35.0;1;3;0.0;0;2;1;0.0
2364;0;335.0;74.0;0.0;74.0;55.0;18;28.076923076923077;4;27;14;2;4;11;29.5;26.0;21.333333333333332;37.0;26.5;41.0;0.0;31.5625;1;8;7;1;3;2;1;1;0.0;0;3;0.0;0;3;34.0;1;3;0.0;0;2;27.5;2;1;41.0;1;3;0.0;0;2;2;32.666666666666664
2365;0;398.0;63.0;72.0;54.0;48.0;10;37.13333333333333;2;22;7;6;1;2;33.5;38.0;29.0;42.0;45.0;40.0;44.0;37.294117647058826;0;17;17;0;7;7;0;1;40.0;1;3;30.0;1;3;37.0;1;3;30.0;1;2;34.0;1;1;49.0;1;3;36.0;1;2;2;32.333333333333336
2366;0;339.0;69.0;0.0;67.0;72.0;20;29.73076923076923;3;22;9;3;3;4;26.0;28.0;20.5;40.0;42.0;41.0;0.0;30.857142857142858;0;6;6;0;2;2;0;1;0.0;0;3;0.0;0;3;34.0;1;3;0.0;0;2;0.0;0;1;38.0;1;3;0.0;0;2;1;0.0
2367;0;330.0;68.0;0.0;69.0;75.0;10;32.23076923076923;1;19;6;6;0;11;31.0;34.0;30.333333333333332;33.0;35.0;33.0;0.0;27.5;2;15;9;6;3;1;2;2;20.5;2;3;0.0;0;3;21.0;2;3;0.0;0;2;0.0;0;1;41.0;1;3;0.0;0;2;2;34.166666666666664
2368;0;339.0;70.0;0.0;67.0;74.0;16;20.53846153846154;0;13;0;1;5;1;11.0;29.0;18.0;43.0;22.0;24.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
2369;0;340.0;68.0;0.0;71.0;72.0;11;30.807692307692307;2;20;7;4;2;13;25.0;30.0;24.5;44.0;42.0;39.0;0.0;32.8;0;10;10;0;4;3;1;1;12.0;1;3;0.0;0;3;33.0;1;3;0.0;0;2;46.0;1;1;49.0;1;3;0.0;0;2;1;0.0
2370;0;338.0;68.0;0.0;68.0;71.0;14;35.15384615384615;2;20;7;5;1;2;34.5;32.0;28.0;43.0;44.0;40.0;0.0;37.0;0;12;12;0;5;5;0;1;31.0;1;3;0.0;0;3;39.0;1;3;35.0;1;2;41.0;1;1;41.0;1;3;0.0;0;2;2;31.166666666666668
2371;0;341.0;74.0;0.0;70.0;79.0;8;33.53333333333333;1;18;3;6;1;2;30.0;32.0;25.0;34.0;43.0;40.0;42.0;34.06666666666667;1;18;15;3;6;5;1;1;34.0;1;3;24.0;2;3;34.0;1;3;33.0;1;2;31.0;1;1;46.0;1;3;0.0;0;2;2;37.125
2372;0;359.0;65.0;0.0;70.0;72.0;11;31.333333333333332;3;27;12;6;1;11;30.0;31.0;22.333333333333332;42.0;31.0;41.0;38.0;32.6;0;10;10;0;4;3;1;1;28.0;1;3;0.0;0;3;32.0;1;3;0.0;0;2;35.0;1;1;37.0;1;3;0.0;0;2;1;23.333333333333332
2373;0;364.0;73.0;0.0;73.0;75.0;10;29.923076923076923;2;23;10;4;2;11;28.5;30.0;22.333333333333332;37.0;35.0;41.0;0.0;33.0;0;13;13;0;5;4;1;1;30.0;1;3;25.0;1;3;35.0;1;3;0.0;0;2;30.0;1;1;43.0;1;3;0.0;0;2;2;33.666666666666664
2374;0;380.0;84.0;0.0;76.0;66.0;9;32.23076923076923;0;13;0;5;1;3;30.0;34.0;30.0;28.0;37.0;39.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
2375;0;349.0;75.0;0.0;62.0;84.0;6;33.06666666666667;2;20;5;6;1;2;30.0;30.0;27.0;37.0;39.0;38.0;41.0;32.53846153846154;1;15;12;3;5;4;1;1;0.0;0;3;25.0;2;3;36.0;1;3;36.0;1;2;36.0;1;1;44.0;1;3;0.0;0;2;2;30.4
2376;0;335.0;73.0;0.0;72.0;65.0;5;31.076923076923077;2;21;8;4;2;11;33.0;32.0;27.0;35.0;25.5;41.0;0.0;36.61538461538461;0;13;13;0;5;5;0;1;41.0;1;3;30.0;1;3;34.0;1;3;0.0;0;2;32.0;1;1;43.0;1;3;0.0;0;2;2;31.714285714285715
2377;0;335.0;72.0;0.0;67.0;68.0;10;31.423076923076923;2;20;7;4;2;2;26.5;32.0;28.5;38.0;37.0;41.0;0.0;32.333333333333336;1;15;12;3;5;4;1;1;31.0;1;3;0.0;0;3;22.0;2;3;32.0;1;2;33.0;1;1;44.0;1;3;0.0;0;2;2;34.25
2378;0;344.0;74.0;0.0;66.0;76.0;10;24.0;3;22;9;3;3;13;18.0;30.0;22.0;32.0;21.0;40.0;0.0;21.333333333333332;0;9;9;0;3;2;1;2;3.0;1;3;0.0;0;3;31.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;0.0
2379;0;342.0;68.0;0.0;67.0;72.0;6;32.0;2;22;7;5;2;2;27.5;34.0;23.0;37.0;32.0;34.0;49.0;35.666666666666664;0;15;15;0;6;6;0;1;37.0;1;3;30.0;1;3;35.0;1;3;32.0;1;2;33.0;1;1;44.0;1;3;0.0;0;2;2;35.333333333333336
2381;0;335.0;70.0;0.0;67.0;75.0;20;34.69230769230769;0;13;0;6;0;11;34.0;31.0;38.0;39.0;32.0;36.0;0.0;32.13333333333333;1;18;15;3;6;5;1;1;31.0;1;3;18.0;2;3;35.0;1;3;31.0;1;2;33.0;1;1;45.0;1;3;0.0;0;2;2;36.375
2382;0;344.0;72.0;0.0;69.0;76.0;10;34.63333333333333;1;18;3;6;1;2;30.0;31.0;29.5;36.0;45.0;39.0;42.0;36.0;0;12;12;0;5;5;0;1;0.0;0;3;35.0;1;3;39.0;1;3;32.0;1;2;47.0;1;1;45.0;1;3;0.0;0;2;2;33.75
2383;0;337.0;69.0;0.0;71.0;59.0;8;30.102564102564102;2;24;11;4;2;11;24.333333333333332;36.0;25.0;35.0;35.0;42.0;0.0;37.916666666666664;0;12;12;0;5;5;0;1;44.0;1;3;0.0;0;3;34.0;1;3;31.0;1;2;30.0;1;1;43.0;1;3;0.0;0;2;2;34.375
2384;0;350.0;72.0;0.0;72.0;58.0;4;31.96153846153846;2;20;7;4;2;13;26.0;33.0;24.5;34.0;50.0;38.0;0.0;26.142857142857142;0;6;6;0;2;1;1;2;0.0;0;3;0.0;0;3;22.0;1;3;0.0;0;2;0.0;0;1;39.0;1;3;0.0;0;2;1;27.6
2385;0;346.0;67.0;0.0;65.0;62.0;6;36.5;2;22;7;6;1;2;32.5;31.0;27.5;41.0;50.0;48.0;42.0;37.25;0;12;12;0;5;5;0;1;37.0;1;3;0.0;0;3;34.0;1;3;37.0;1;2;46.0;1;1;38.0;1;3;0.0;0;2;2;34.333333333333336
2386;0;346.0;75.0;0.0;70.0;68.0;20;27.846153846153847;2;27;14;4;2;11;17.0;31.0;19.666666666666668;36.0;50.0;37.0;0.0;22.1;1;7;4;3;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;31.0;1;1;26.5;2;3;0.0;0;2;1;20.0
2387;0;339.0;72.0;0.0;68.0;68.0;18;34.0;1;16;3;5;1;12;33.0;37.0;22.0;34.0;47.0;42.0;0.0;17.0;0;9;9;0;3;1;2;2;14.0;1;3;6.0;1;3;0.0;0;3;0.0;0;2;0.0;0;1;31.0;1;3;0.0;0;2;1;0.0
2388;0;355.0;78.0;0.0;67.0;71.0;8;26.076923076923077;0;13;0;2;4;1;33.0;34.0;15.0;23.0;28.0;15.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
2389;0;331.0;77.0;0.0;64.0;62.0;20;34.30769230769231;2;20;7;5;1;2;30.5;30.0;26.0;42.0;50.0;44.0;0.0;35.266666666666666;1;18;15;3;6;5;1;1;25.0;2;3;32.0;1;3;39.0;1;3;33.0;1;2;40.0;1;1;45.0;1;3;0.0;0;2;2;34.8
2390;0;339.0;70.0;0.0;67.0;69.0;16;32.76923076923077;2;23;10;4;2;11;29.0;30.0;28.333333333333332;34.0;43.0;45.0;0.0;40.46153846153846;0;13;13;0;5;5;0;1;31.0;1;3;48.0;1;3;35.0;1;3;0.0;0;2;37.0;1;1;49.0;1;3;0.0;0;2;2;34.375
2391;0;329.0;72.0;0.0;72.0;63.0;20;33.30769230769231;2;20;7;4;2;2;25.0;36.0;24.0;40.0;50.0;49.0;0.0;34.65;1;13;10;3;4;3;1;1;24.5;2;3;0.0;0;3;36.0;1;3;0.0;0;2;30.0;1;1;45.0;1;3;0.0;0;2;1;29.25
2392;0;344.0;72.0;0.0;68.0;75.0;4;35.0;1;17;4;6;0;2;30.0;30.0;30.0;39.0;50.0;46.0;0.0;33.13333333333333;1;18;15;3;6;6;0;1;30.0;2;3;31.0;1;3;37.0;1;3;31.0;1;2;30.0;1;1;37.0;1;3;0.0;0;2;2;31.375
2393;0;305.0;65.0;0.0;65.0;61.0;7;33.733333333333334;3;24;9;5;2;2;27.0;30.5;23.0;42.0;50.0;34.0;46.0;26.9375;1;8;7;1;3;2;1;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;29.5;2;1;32.0;1;3;0.0;0;2;1;29.0
2394;0;318.0;62.0;0.0;62.0;67.0;19;29.153846153846153;3;25;12;3;3;11;24.0;28.5;24.333333333333332;31.0;40.0;42.0;0.0;23.884615384615383;1;16;13;3;5;2;3;2;17.5;2;3;21.0;1;3;18.0;1;3;0.0;0;2;30.0;1;1;37.0;1;3;0.0;0;2;1;26.666666666666668
2397;0;346.0;72.0;0.0;67.0;57.0;11;24.307692307692307;4;23;10;2;4;3;18.0;26.5;16.0;39.0;43.0;18.0;0.0;24.2;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;31.0;1;1;0.0;0;3;0.0;0;2;1;0.0
2398;0;353.0;75.0;0.0;75.0;74.0;7;34.61538461538461;2;20;7;5;1;2;32.0;39.0;28.0;37.0;43.0;37.0;0.0;37.6;0;15;15;0;6;6;0;1;32.0;1;3;46.0;1;3;30.0;1;3;35.0;1;2;47.0;1;1;41.0;1;3;0.0;0;2;2;33.2
2399;0;343.0;72.0;0.0;66.0;71.0;16;38.2;0;15;0;7;0;2;35.0;39.0;30.0;36.0;50.0;45.0;42.0;39.666666666666664;0;15;15;0;6;6;0;1;42.0;1;3;32.0;1;3;39.0;1;3;37.0;1;2;41.0;1;1;47.0;1;3;0.0;0;2;2;38.470588235294116
2400;0;333.0;76.0;0.0;67.0;53.0;10;34.03846153846154;2;20;7;4;2;2;29.5;32.0;25.5;40.0;50.0;44.0;0.0;32.375;2;18;12;6;5;4;1;1;26.5;2;3;0.0;0;3;39.0;1;3;33.0;1;2;30.0;1;1;32.0;2;3;0.0;0;2;1;27.333333333333332
2401;0;351.0;67.0;0.0;70.0;76.0;12;34.7;1;18;3;6;1;2;30.0;30.0;25.5;37.0;50.0;41.0;43.0;33.625;1;15;12;3;4;3;1;1;28.5;2;3;30.0;1;3;36.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1;16.5
2402;0;360.0;73.0;0.0;75.0;66.0;20;32.38461538461539;3;22;9;3;3;11;25.0;29.0;27.0;32.0;50.0;50.0;0.0;21.214285714285715;2;12;6;6;2;0;2;2;0.0;0;3;0.0;0;3;22.0;2;3;0.0;0;2;0.0;0;1;27.5;2;3;0.0;0;2;1;20.666666666666668
2403;0;344.0;71.0;0.0;74.0;55.0;10;34.84615384615385;2;20;7;5;1;2;31.0;33.0;26.0;40.0;50.0;45.0;0.0;33.041666666666664;1;15;12;3;5;4;1;1;24.5;2;3;0.0;0;3;35.0;1;3;31.0;1;2;45.0;1;1;37.0;1;3;0.0;0;2;2;36.875
2404;0;345.0;72.0;0.0;67.0;71.0;5;37.06666666666667;0;15;0;7;0;2;30.0;37.0;30.0;40.0;50.0;46.0;43.0;38.06666666666667;0;15;15;0;6;6;0;1;41.0;1;3;30.0;1;3;37.0;1;3;37.0;1;2;32.0;1;1;47.0;1;3;0.0;0;2;2;38.529411764705884
2405;0;338.0;70.0;0.0;70.0;73.0;8;29.576923076923077;3;22;9;4;2;12;19.5;31.0;24.5;32.0;47.0;45.0;0.0;23.5;0;6;6;0;2;1;1;2;13.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;34.0;1;3;0.0;0;2;1;0.0
2406;0;344.0;73.0;0.0;73.0;73.0;11;17.846153846153847;0;13;0;2;4;1;16.0;16.0;10.0;37.0;30.0;9.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
2407;0;332.0;69.0;0.0;73.0;43.0;11;39.61538461538461;1;16;3;5;1;2;45.0;38.0;28.0;36.0;50.0;39.0;0.0;34.833333333333336;1;18;15;3;6;6;0;1;34.5;2;3;30.0;1;3;33.0;1;3;33.0;1;2;38.0;1;1;42.0;1;3;0.0;0;2;2;31.625
2408;0;344.0;70.0;0.0;66.0;72.0;10;29.17948717948718;3;29;16;4;2;11;19.333333333333332;32.0;25.0;38.0;40.0;45.0;0.0;34.642857142857146;1;10;7;3;3;2;1;1;27.5;2;3;0.0;0;3;0.0;0;3;0.0;0;2;34.0;1;1;42.0;1;3;0.0;0;2;2;34.5
2409;0;281.0;60.0;0.0;60.0;44.0;6;26.0;0;13;0;3;3;13;16.0;23.0;18.0;37.0;50.0;37.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
2410;0;348.0;82.0;0.0;67.0;55.0;11;28.76923076923077;2;21;8;4;2;11;30.0;34.0;22.0;37.0;25.0;33.0;0.0;21.09090909090909;2;19;13;6;4;2;2;2;0.0;1;3;12.0;2;3;22.0;2;3;0.0;0;2;34.0;1;1;32.0;1;3;0.0;0;2;1;0.0
2411;0;343.0;70.0;0.0;74.0;76.0;13;33.794871794871796;2;23;10;4;2;11;40.0;26.666666666666668;22.333333333333332;38.0;40.0;41.0;0.0;19.125;1;15;12;3;4;2;2;2;11.5;2;3;4.0;1;3;31.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;0.0
2412;0;337.0;75.0;0.0;66.0;58.0;20;17.384615384615387;6;35;22;0;6;11;21.5;16.666666666666668;14.333333333333334;9.333333333333334;13.0;28.333333333333332;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
2413;0;339.0;72.0;0.0;67.0;75.0;2;33.38461538461539;2;23;10;4;2;11;26.5;31.0;28.0;38.0;50.0;44.0;0.0;30.26923076923077;1;16;13;3;5;2;3;1;27.5;2;3;29.0;1;3;21.0;1;3;0.0;0;2;35.0;1;1;42.0;1;3;0.0;0;2;2;34.333333333333336
2414;0;366.0;78.0;0.0;71.0;74.0;18;34.06666666666667;1;18;3;6;1;13;30.0;31.0;21.0;41.0;50.0;43.0;41.0;12.076923076923077;0;13;13;0;5;0;5;2;23.0;1;3;7.0;1;3;6.0;1;3;0.0;0;2;10.0;1;1;13.0;1;3;0.0;0;2;1;0.0
2415;0;340.0;71.0;0.0;69.0;71.0;7;32.30769230769231;2;20;7;4;2;2;29.5;31.0;26.0;38.0;42.0;40.0;0.0;29.0;0;12;12;0;5;3;2;2;20.0;1;3;0.0;0;3;26.0;1;3;31.0;1;2;40.0;1;1;36.0;1;3;0.0;0;2;2;31.25
2417;0;356.0;76.0;0.0;73.0;74.0;20;28.807692307692307;3;20;7;3;3;11;27.0;27.0;30.0;35.0;30.0;27.5;0.0;26.366666666666667;2;21;15;6;6;4;2;2;19.0;2;3;30.0;1;3;12.5;2;3;30.0;1;2;34.0;1;1;39.0;1;3;0.0;0;2;1;26.833333333333332
2418;0;361.0;73.0;0.0;68.0;74.0;8;29.692307692307693;0;13;0;5;1;11;32.0;20.0;30.0;35.0;31.0;31.0;0.0;31.0;0;10;10;0;4;3;1;1;23.0;1;3;0.0;0;3;31.0;1;3;0.0;0;2;37.0;1;1;37.0;1;3;0.0;0;2;1;0.0
2419;0;339.0;72.0;0.0;65.0;69.0;11;27.346153846153847;5;22;9;1;5;13;33.0;27.0;25.5;19.0;23.0;28.0;0.0;30.428571428571427;0;6;6;0;2;2;0;1;0.0;0;3;0.0;0;3;31.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1;6.666666666666667
2420;0;349.0;72.0;0.0;71.0;78.0;7;35.93333333333333;0;15;0;7;0;2;34.0;45.0;33.0;35.0;34.0;35.0;38.0;33.205882352941174;1;20;17;3;7;6;1;1;34.0;1;3;18.5;2;3;30.0;1;3;35.0;1;2;40.0;1;1;43.0;1;3;39.0;1;2;1;28.181818181818183
2421;0;359.0;75.0;0.0;68.0;71.0;1;31.76923076923077;1;17;4;6;0;11;31.0;30.0;30.0;33.0;38.0;30.0;0.0;23.25;3;21;12;9;5;1;4;1;26.0;2;3;0.0;0;3;16.0;2;3;18.0;1;2;33.0;1;1;28.0;2;3;0.0;0;2;1;28.666666666666668
2422;0;350.0;70.0;0.0;72.0;74.0;5;34.333333333333336;0;15;0;7;0;11;30.0;32.0;38.0;36.0;34.0;43.0;35.0;33.166666666666664;0;15;15;0;5;5;0;1;31.0;1;3;0.0;1;3;33.0;1;3;33.0;1;2;38.0;1;1;34.0;1;3;0.0;0;2;2;34.0
2423;0;341.0;74.0;0.0;70.0;74.0;19;31.615384615384617;0;13;0;6;0;2;30.0;35.0;30.0;38.0;31.0;31.0;0.0;31.545454545454547;0;11;11;0;4;3;1;1;16.0;1;3;0.0;0;3;31.0;1;3;31.0;1;2;0.0;0;1;48.0;1;3;0.0;0;2;2;30.0
2424;0;293.0;64.0;0.0;63.0;49.0;20;31.76923076923077;1;17;4;5;1;11;26.5;36.0;30.0;35.0;37.0;36.0;0.0;27.333333333333332;0;12;12;0;5;4;1;2;3.0;1;3;0.0;0;3;30.0;1;3;30.0;1;2;37.0;1;1;44.0;1;3;0.0;0;2;2;35.0
2425;0;344.0;70.0;0.0;68.0;70.0;20;34.0;0;13;0;6;0;11;33.0;31.0;33.0;37.0;36.0;40.0;0.0;33.833333333333336;0;15;15;0;5;5;0;1;35.0;1;3;0.0;1;3;30.0;1;3;33.0;1;2;40.0;1;1;35.0;1;3;0.0;0;2;2;33.125
2426;0;336.0;75.0;0.0;68.0;68.0;20;31.923076923076923;0;13;0;6;0;11;30.0;30.0;31.0;38.0;32.0;40.0;0.0;23.928571428571427;5;28;14;14;5;1;4;1;20.5;2;3;15.0;2;3;26.5;2;3;29.5;2;2;0.0;0;1;30.0;2;3;0.0;0;2;1;18.333333333333332
2427;0;338.0;70.0;0.0;69.0;66.0;10;29.46153846153846;2;18;5;4;2;2;30.0;30.0;26.0;35.0;29.5;31.0;0.0;34.583333333333336;1;15;12;3;5;4;1;1;23.0;2;3;0.0;0;3;32.0;1;3;30.0;1;2;46.0;1;1;48.0;1;3;0.0;0;2;1;29.6
2428;0;350.0;72.0;0.0;68.0;70.0;20;22.26923076923077;5;36;23;1;5;11;16.666666666666668;25.666666666666668;25.0;15.5;25.0;31.0;0.0;25.5;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;34.0;1;3;0.0;0;2;1;0.0
2429;0;368.0;82.0;0.0;65.0;80.0;20;32.15384615384615;0;13;0;6;0;11;33.0;30.0;31.0;34.0;33.0;33.0;0.0;8.041666666666666;5;24;12;12;5;0;5;1;8.0;2;3;4.5;2;3;0.0;0;3;3.0;2;2;18.5;2;1;11.5;2;3;0.0;0;2;1;9.333333333333334
2430;0;358.0;78.0;0.0;76.0;77.0;7;36.38461538461539;0;13;0;6;0;2;35.0;36.0;37.0;36.0;37.0;40.0;0.0;28.466666666666665;0;15;15;0;6;5;1;2;34.0;1;3;2.0;1;3;37.0;1;3;31.0;1;2;32.0;1;1;38.0;1;3;0.0;0;2;2;32.25
2431;0;343.0;69.0;0.0;69.0;61.0;20;34.333333333333336;0;15;0;7;0;11;30.0;32.0;30.0;39.0;34.0;40.0;47.0;36.07142857142857;0;17;17;0;6;6;0;1;30.0;1;3;0.0;1;3;30.0;1;3;36.0;1;2;38.0;1;1;39.0;1;3;49.0;1;2;2;34.625
2432;0;387.0;86.0;0.0;75.0;80.0;1;36.86666666666667;0;15;0;7;0;2;33.0;32.0;40.0;38.0;36.0;37.0;45.0;32.166666666666664;2;21;15;6;6;5;1;1;32.0;1;3;22.5;2;3;30.0;2;3;34.0;1;2;35.0;1;1;42.0;1;3;0.0;0;2;2;33.5
2433;0;330.0;75.0;0.0;71.0;63.0;4;36.8;0;15;0;7;0;11;32.0;31.0;41.0;37.0;37.0;42.0;43.0;31.533333333333335;1;18;15;3;6;5;1;1;32.0;1;3;17.0;2;3;30.0;1;3;34.0;1;2;39.0;1;1;43.0;1;3;0.0;0;2;2;34.875
2434;0;358.0;77.0;0.0;71.0;74.0;19;34.38461538461539;2;16;3;4;2;12;44.0;14.0;43.0;12.0;32.0;38.0;0.0;7.25;0;12;12;0;4;0;4;2;10.0;1;3;4.0;1;3;9.0;1;3;0.0;0;2;0.0;0;1;6.0;1;3;0.0;0;2;1;0.0
2435;0;337.0;72.0;0.0;68.0;60.0;1;19.48717948717949;4;28;15;2;4;11;7.666666666666667;7.666666666666667;35.0;17.0;30.0;25.333333333333332;0.0;13.25;1;9;6;3;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;0.0;1;1;6.5;2;3;0.0;0;2;1;0.0
2436;0;327.0;74.0;0.0;66.0;51.0;20;35.07692307692308;0;13;0;6;0;3;31.0;33.0;41.0;39.0;32.0;40.0;0.0;21.5;0;15;15;0;5;2;3;2;6.0;1;3;0.0;1;3;26.0;1;3;30.0;1;2;33.0;1;1;23.0;1;3;0.0;0;2;1;0.0
2437;0;343.0;74.0;0.0;64.0;70.0;12;22.717948717948715;4;27;14;2;4;11;28.5;14.333333333333334;33.0;10.666666666666666;3.0;37.0;0.0;3.5;1;6;3;3;1;0;1;2;3.5;2;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;19.6
2438;0;341.0;67.0;0.0;67.0;68.0;10;41.333333333333336;0;15;0;7;0;2;45.0;32.0;44.0;39.0;38.0;39.0;45.0;41.88235294117647;0;17;17;0;7;7;0;1;46.0;1;3;31.0;1;3;44.0;1;3;37.0;1;2;39.0;1;1;50.0;1;3;43.0;1;2;3;41.05882352941177
2439;0;362.0;77.0;0.0;79.0;68.0;7;36.38461538461539;1;15;2;5;1;12;46.0;13.0;44.0;33.0;30.0;38.0;0.0;21.357142857142858;0;14;14;0;5;1;4;2;40.0;1;3;22.0;1;3;21.0;1;3;4.0;1;2;0.0;0;1;14.0;1;3;0.0;0;2;1;14.666666666666666
2440;0;295.0;63.0;0.0;58.0;54.0;7;31.153846153846153;1;17;4;5;1;12;18.5;31.0;39.0;33.0;39.0;41.0;0.0;12.818181818181818;0;11;11;0;4;1;3;2;7.0;1;3;0.0;0;3;5.0;1;3;30.0;1;2;0.0;0;1;15.0;1;3;0.0;0;2;1;12.0
2441;0;336.0;71.0;0.0;69.0;70.0;10;34.794871794871796;1;21;8;5;1;11;26.333333333333332;35.0;41.0;38.0;37.0;42.0;0.0;27.0;2;17;12;5;5;3;2;2;15.0;2;3;0.0;0;3;30.0;1;3;29.0;2;2;35.0;1;1;32.0;1;3;0.0;0;2;2;30.4
2442;0;517.0;87.0;93.0;74.0;46.0;20;24.03846153846154;3;18;5;3;3;11;35.0;3.5;33.0;4.5;12.0;38.0;0.0;9.25;0;4;4;0;2;0;2;2;7.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;16.0;1;1;0.0;0;3;0.0;0;2;1;0.0
2443;0;336.0;68.0;0.0;72.0;64.0;10;32.03846153846154;3;20;7;4;2;2;24.0;29.0;44.0;32.5;30.0;38.0;0.0;27.333333333333332;0;8;8;0;3;3;0;2;0.0;0;3;0.0;0;3;31.0;1;3;30.0;1;2;0.0;0;1;31.0;1;3;0.0;0;2;1;28.4
2444;0;331.0;67.0;0.0;68.0;67.0;11;30.923076923076923;1;21;8;5;1;11;24.0;31.0;37.0;38.0;30.0;35.0;0.0;27.05;1;13;10;3;4;3;1;2;6.0;1;3;0.0;0;3;31.5;2;3;0.0;0;2;35.0;1;1;41.0;1;3;0.0;0;2;1;22.0
2445;0;334.0;76.0;0.0;62.0;80.0;9;36.6;0;15;0;7;0;2;35.0;32.0;37.0;38.0;34.0;38.0;45.0;30.88235294117647;0;17;17;0;7;6;1;1;20.0;1;3;30.0;1;3;31.0;1;3;35.0;1;2;40.0;1;1;30.0;1;3;41.0;1;2;2;33.0
2446;0;436.0;75.0;62.0;59.0;74.0;10;33.86666666666667;1;17;2;7;0;11;36.0;31.0;30.0;40.0;30.0;34.0;39.0;26.333333333333332;2;24;15;9;6;3;3;2;5.0;1;3;23.666666666666668;3;3;28.0;2;3;30.0;1;2;39.0;1;1;42.0;1;3;0.0;0;2;2;34.18181818181818
2447;0;414.0;62.0;80.0;57.0;47.0;11;35.53846153846154;0;13;0;6;0;3;32.0;34.0;40.0;34.0;36.0;40.0;0.0;28.285714285714285;0;14;14;0;5;4;1;2;30.0;1;3;1.0;1;3;36.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;0.0;0;2;1;25.333333333333332
2448;0;327.0;66.0;0.0;72.0;53.0;7;37.30769230769231;1;17;4;5;1;11;43.0;23.0;42.0;42.0;30.0;39.0;0.0;30.166666666666668;3;23;15;8;6;3;3;1;18.0;2;3;22.5;2;3;35.0;1;3;28.5;2;2;40.0;1;1;43.0;1;3;0.0;0;2;1;0.0
2449;0;326.0;72.0;0.0;69.0;59.0;8;30.76923076923077;2;19;6;4;2;11;19.5;28.5;41.0;39.0;31.0;41.0;0.0;21.40909090909091;1;14;11;3;4;2;2;2;3.0;1;3;0.0;0;3;24.0;1;3;30.0;1;2;0.0;0;1;31.5;2;3;0.0;0;2;1;21.333333333333332
