NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
530;20;479.09;63.78;51.86;54.46;47.79;10;35.38461538461539;2;20;7;5;1;3;27.5;40.0;30.0;45.0;45.0;45.0;0.0;33.0;3;23;15;8;6;5;1;1;30.0;1;3;28.0;2;3;30.0;2;3;33.0;2;2;45.0;1;1;40.0;1;3;0.0;0;2;1;23.214285714285715
531;20;451.3;48.67;60.98;62.46;43.4;17;34.233333333333334;2;22;7;5;2;16;25.0;40.0;27.5;45.0;42.0;40.0;41.0;34.529411764705884;2;22;17;5;7;6;1;1;30.0;1;3;30.0;1;3;29.0;2;3;31.5;2;2;40.0;1;1;45.0;1;3;41.0;1;2;2;36.19444444444444
532;10;456.05;77.58;65.6;56.82;54.9;10;35.266666666666666;0;15;0;7;0;10;30.0;40.0;30.0;45.0;37.0;40.0;40.0;35.88235294117647;2;23;17;6;7;6;1;1;35.0;1;3;25.0;2;3;35.0;1;3;30.0;1;2;40.0;1;1;45.0;2;3;45.0;1;2;2;33.916666666666664
533;20;496.38;77.58;60.67;58.93;72.32;20;35.45454545454545;0;11;0;5;0;1;35.0;35.0;30.0;45.0;0.0;45.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;2;30.0
534;2;461.57;73.57;60.67;56.82;72.32;12;17.424242424242426;4;29;18;1;4;1;16.666666666666668;15.0;15.0;35.0;0.0;15.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;20.0
535;11;486.59;67.54;64.0;65.0;71.53;11;16.818181818181817;0;11;0;1;4;1;15.0;15.0;15.0;35.0;0.0;15.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;10.0
536;15;483.71;77.58;60.67;54.77;48.4;8;35.666666666666664;0;15;0;7;0;5;30.0;40.0;35.0;35.0;38.0;35.0;42.0;34.88235294117647;1;20;17;3;7;6;1;1;30.0;1;3;25.0;2;3;35.0;1;3;30.0;1;2;40.0;1;1;45.0;1;3;44.0;1;2;2;31.25
537;10;481.55;73.57;53.43;58.93;72.32;7;35.8;0;15;0;7;0;5;30.0;40.0;40.0;40.0;31.0;35.0;40.0;34.529411764705884;1;20;17;3;7;7;0;1;30.0;1;3;30.0;2;3;35.0;1;3;30.0;1;2;40.0;1;1;40.0;1;3;41.0;1;2;2;33.22222222222222
538;16;453.13;70.11;55.86;56.82;67.51;16;29.848484848484848;1;19;8;4;1;1;18.333333333333332;40.0;35.0;35.0;0.0;35.0;0.0;26.75;2;16;10;6;4;2;2;2;15.0;2;3;0.0;0;3;17.5;2;3;0.0;0;2;35.0;1;1;45.0;1;3;0.0;0;2;1;20.0
539;20;487.83;53.45;75.93;69.14;59.92;20;37.4;1;19;4;7;0;5;30.0;40.0;40.0;40.0;40.0;35.0;43.0;35.294117647058826;2;25;17;8;7;5;2;1;30.0;1;3;25.666666666666668;3;3;35.0;1;3;28.5;2;2;35.0;1;1;50.0;1;3;43.0;1;2;2;33.083333333333336
540;16;452.77;59.16;61.12;61.64;45.87;11;21.59090909090909;5;25;14;0;5;1;22.5;22.5;18.333333333333332;22.5;0.0;25.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;16.666666666666668
541;13;462.2;56.43;57.99;53.07;79.55;13;30.866666666666667;0;15;0;6;1;1;30.0;40.0;30.0;40.0;45.0;35.0;4.0;29.21333333333333;2;36;15;21;6;4;2;2;24.0;4;3;15.4;5;3;30.0;1;3;35.0;1;2;40.0;1;1;40.0;1;3;0.0;0;2;2;32.5
542;3;427.55;53.95;53.11;61.56;69.92;11;36.51111111111111;1;23;8;6;1;5;26.666666666666668;40.0;40.0;40.0;40.0;35.0;43.0;37.1764705882353;1;20;17;3;7;7;0;1;35.0;1;3;35.0;1;3;30.0;2;3;35.0;1;2;39.0;1;1;45.0;1;3;44.0;1;2;2;33.138888888888886
543;20;467.26;70.62;53.57;52.41;51.23;7;37.46666666666667;0;15;0;7;0;1;35.0;40.0;35.0;40.0;35.0;35.0;46.0;29.470588235294116;3;24;17;7;7;4;3;1;30.0;1;3;27.0;2;3;22.5;2;3;35.0;1;2;25.5;2;1;35.0;1;3;31.0;1;2;2;30.91176470588235
544;15;466.9;62.84;51.55;61.19;53.56;19;33.733333333333334;1;19;4;6;1;10;27.5;45.0;30.0;40.0;33.0;30.0;40.0;34.88235294117647;1;23;17;6;7;6;1;1;30.0;1;3;30.0;1;3;28.666666666666668;3;3;30.0;1;2;40.0;1;1;45.0;1;3;46.0;1;2;1;29.694444444444443
545;13;468.06;65.16;56.51;55.99;64.23;16;37.13333333333333;0;15;0;7;0;5;30.0;40.0;40.0;45.0;40.0;40.0;36.0;33.55882352941177;1;20;17;3;7;6;1;1;30.0;1;3;27.5;2;3;30.0;1;3;35.0;1;2;40.0;1;1;40.0;1;3;39.0;1;2;2;37.77777777777778
546;6;434.73;73.57;55.86;52.77;42.76;10;24.977777777777774;2;37;22;4;3;1;14.166666666666666;30.0;30.0;35.0;28.0;30.0;23.5;19.770833333333332;2;30;12;18;5;2;3;2;17.75;4;3;0.0;0;3;12.0;4;3;4.0;1;2;35.0;1;1;35.0;1;3;0.0;0;2;1;20.0
547;10;472.35;61.53;55.56;63.98;58.06;10;29.23076923076923;4;22;9;2;4;1;22.5;40.0;25.0;27.5;40.0;27.5;0.0;29.3;4;37;15;22;6;3;3;1;27.5;2;3;30.0;1;3;25.0;4;3;26.0;3;2;35.0;1;1;35.0;3;3;0.0;0;2;1;20.08823529411765
548;7;472.33;58.94;58.27;56.82;50.86;7;36.266666666666666;1;19;4;6;1;5;25.0;40.0;40.0;40.0;45.0;40.0;37.0;33.588235294117645;1;20;17;3;7;7;0;1;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;40.0;1;1;34.0;2;3;37.0;1;2;2;34.27777777777778
549;7;432.91;70.26;57.99;40.39;67.51;7;32.733333333333334;1;19;4;6;1;1;22.5;45.0;35.0;45.0;30.0;35.0;33.0;28.4;4;39;15;24;6;3;3;1;22.5;2;3;16.666666666666668;3;3;26.5;4;3;35.0;1;2;39.0;1;1;40.0;3;3;0.0;0;2;1;23.75
550;9;444.17;77.58;48.33;48.79;79.55;9;38.4;0;15;0;7;0;5;35.0;45.0;35.0;40.0;40.0;35.0;43.0;37.05882352941177;0;17;17;0;7;7;0;1;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;40.0;1;1;45.0;1;3;50.0;1;2;2;36.166666666666664
551;20;419.04;61.49;45.57;52.77;48.4;20;37.333333333333336;0;15;0;7;0;1;30.0;45.0;40.0;35.0;44.0;35.0;36.0;33.166666666666664;2;21;15;6;6;6;0;1;30.0;1;3;32.5;2;3;35.0;1;3;30.0;1;2;40.0;1;1;35.0;2;3;0.0;0;2;1;29.88235294117647
552;16;459.92;70.11;50.94;50.78;49.63;8;37.2;0;15;0;7;0;5;35.0;45.0;40.0;35.0;35.0;35.0;34.0;33.6764705882353;4;31;17;14;7;5;2;2;30.0;2;3;32.5;2;3;26.666666666666668;3;3;27.5;2;2;40.0;1;1;40.0;1;3;45.0;1;2;2;34.75
553;19;455.28;64.24;55.56;57.16;49.63;19;33.18181818181818;1;15;4;4;1;1;25.0;45.0;35.0;35.0;0.0;35.0;0.0;25.833333333333332;0;12;12;0;5;2;3;2;20.0;1;3;0.0;0;3;25.0;1;3;30.0;1;2;40.0;1;1;25.0;1;3;0.0;0;2;1;23.333333333333332
554;18;451.64;64.09;53.57;54.55;45.2;18;32.27272727272727;1;15;4;4;1;1;15.0;45.0;40.0;45.0;0.0;40.0;0.0;18.636363636363637;0;11;11;0;4;0;4;2;15.0;1;3;0.0;0;3;15.0;1;3;20.0;1;2;0.0;0;1;25.0;1;3;0.0;0;2;1;23.333333333333332
555;9;446.34;77.8;47.95;47.0;61.22;9;38.333333333333336;0;15;0;7;0;5;35.0;45.0;40.0;40.0;40.0;35.0;35.0;32.76470588235294;2;23;17;6;7;5;2;1;27.5;2;3;27.5;2;3;30.0;1;3;35.0;1;2;40.0;1;1;40.0;1;3;36.0;1;2;2;34.361111111111114
556;10;445.34;56.43;62.86;42.7;83.41;10;34.51111111111111;1;23;8;6;1;5;26.666666666666668;40.0;35.0;40.0;30.0;40.0;43.0;33.64705882352941;1;23;17;6;7;6;1;1;30.0;1;3;30.0;1;3;26.333333333333332;3;3;38.0;1;2;45.0;1;1;40.0;1;3;36.0;1;2;2;31.22222222222222
557;20;457.44;67.01;55.86;58.93;47.17;20;35.777777777777786;1;23;8;6;1;1;26.666666666666668;40.0;40.0;40.0;35.0;30.0;45.0;30.725490196078425;4;33;17;16;7;4;3;2;22.5;2;3;25.666666666666668;3;3;27.5;2;3;30.666666666666668;3;2;40.0;1;1;40.0;1;3;37.0;1;2;1;28.529411764705884
558;10;447.45;58.94;60.67;56.82;56.48;8;31.423076923076923;1;19;6;5;1;1;30.0;35.0;35.0;40.0;16.75;40.0;0.0;32.48888888888889;2;22;15;7;6;5;1;1;30.0;1;3;35.0;1;3;30.0;1;3;28.666666666666668;3;2;40.0;1;1;35.0;2;3;0.0;0;2;1;19.852941176470587
559;7;448.55;70.26;53.11;53.07;47.17;7;32.733333333333334;1;23;8;6;1;5;25.0;40.0;35.0;35.0;35.0;35.0;33.0;34.294117647058826;0;17;17;0;7;7;0;1;30.0;1;3;30.0;1;3;30.0;1;3;40.0;1;2;39.0;1;1;40.0;1;3;37.0;1;2;2;32.72222222222222
560;13;456.94;70.62;48.49;59.08;79.55;10;23.181818181818183;2;17;6;3;2;1;15.0;20.0;30.0;30.0;0.0;35.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;20.0
561;10;454.66;64.16;55.86;48.79;62.69;11;33.93333333333333;1;19;4;6;1;5;25.0;40.0;35.0;45.0;30.0;35.0;42.0;31.205882352941178;3;26;17;9;7;4;3;1;22.5;2;3;22.5;2;3;27.5;2;3;35.0;1;2;39.0;1;1;40.0;1;3;42.0;1;2;2;32.30555555555556
562;20;452.45;64.16;55.86;52.77;47.17;20;32.13333333333333;1;19;4;6;1;5;22.5;35.0;35.0;35.0;30.0;30.0;46.0;32.38235294117647;5;34;17;17;7;5;2;2;30.5;2;3;25.333333333333332;3;3;30.0;2;3;28.0;2;2;35.0;1;1;40.0;2;3;41.0;1;2;2;34.22222222222222
563;1;454.17;73.76;50.58;55.09;67.51;10;33.4;1;19;4;6;1;5;25.0;45.0;35.0;40.0;30.0;40.0;33.0;34.35294117647059;1;20;17;3;7;7;0;1;30.0;1;3;30.0;2;3;30.0;1;3;30.0;1;2;40.0;1;1;40.0;1;3;47.0;1;2;2;34.111111111111114
564;14;455.89;63.76;57.57;62.31;47.79;14;25.454545454545453;0;11;0;3;2;1;15.0;40.0;25.0;30.0;0.0;35.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;13.333333333333334
565;11;447.05;64.24;53.11;49.05;53.32;11;35.266666666666666;0;15;0;7;0;5;30.0;35.0;35.0;45.0;35.0;35.0;42.0;38.11764705882353;0;17;17;0;7;7;0;1;35.0;1;3;30.0;1;3;38.0;1;3;40.0;1;2;40.0;1;1;45.0;1;3;42.0;1;2;2;34.588235294117645
566;10;491.69;60.48;71.22;55.53;69.4;10;35.666666666666664;0;15;0;7;0;1;35.0;35.0;35.0;40.0;40.0;40.0;30.0;33.588235294117645;2;23;17;6;7;7;0;1;30.0;1;3;35.0;1;3;30.5;2;3;32.0;1;2;35.0;1;1;36.5;2;3;38.0;1;2;2;32.861111111111114
567;20;465.94;59.86;58.08;57.69;55.95;7;37.333333333333336;0;15;0;7;0;5;30.0;30.0;35.0;45.0;45.0;40.0;50.0;37.3235294117647;1;20;17;3;7;7;0;1;35.0;1;3;35.0;1;3;31.5;2;3;35.0;1;2;40.0;1;1;46.0;1;3;41.0;1;2;2;39.44444444444444
568;14;447.49;68.11;66.75;49.56;74.73;10;34.733333333333334;0;15;0;7;0;10;30.0;40.0;35.0;40.0;30.0;30.0;43.0;35.64705882352941;1;83;17;66;7;7;0;1;30.0;1;3;30.0;1;3;41.0;1;3;30.0;1;2;40.0;1;1;45.0;1;3;34.0;34;2;1;27.925925925925927
569;10;452.9;65.19;55.56;53.65;44.92;11;35.266666666666666;0;15;0;7;0;5;35.0;30.0;30.0;40.0;37.0;35.0;45.0;37.3235294117647;1;20;17;3;7;6;1;1;45.0;1;3;27.5;2;3;35.0;1;3;30.0;1;2;40.0;1;1;46.0;1;3;37.0;1;2;2;36.05555555555556
570;20;493.03;74.38;56.25;53.46;67.51;20;38.2;0;15;0;7;0;5;35.0;35.0;40.0;40.0;35.0;35.0;49.0;38.294117647058826;1;19;17;2;7;7;0;1;30.0;1;3;35.0;1;3;42.0;1;3;31.5;2;2;40.0;1;1;45.0;1;3;46.0;1;2;2;39.0
571;6;471.31;65.27;58.78;55.46;49.22;18;32.53846153846154;0;13;0;6;0;1;30.0;35.0;30.0;40.0;34.0;35.0;0.0;31.666666666666668;2;21;15;6;6;4;2;1;35.0;1;3;25.0;2;3;25.0;2;3;30.0;1;2;40.0;1;1;40.0;1;3;0.0;0;2;2;31.964285714285715
572;3;468.92;71.12;56.25;57.54;72.32;9;33.93333333333333;2;21;6;6;1;5;27.5;30.0;35.0;45.0;47.0;35.0;30.0;36.8235294117647;1;20;17;3;7;7;0;1;35.0;1;3;38.0;1;3;30.0;2;3;30.0;1;2;41.0;1;1;44.0;1;3;42.0;1;2;2;36.611111111111114
573;20;418.96;54.33;47.54;51.96;40.89;21;27.25;2;36;21;5;2;1;23.0;30.0;22.25;35.0;30.0;35.0;30.0;24.466666666666665;5;38;15;23;6;2;4;1;14.666666666666666;3;3;30.0;2;3;26.666666666666668;3;3;26.5;2;2;30.0;1;1;23.333333333333332;3;3;0.0;0;2;2;32.0
574;20;464.79;54.74;63.26;51.72;49.22;20;36.4;1;19;4;7;0;5;32.5;35.0;35.0;45.0;40.0;30.0;43.0;34.411764705882355;0;17;17;0;7;7;0;1;30.0;1;3;32.0;1;3;35.0;1;3;34.0;1;2;40.0;1;1;40.0;1;3;33.0;1;2;2;35.861111111111114
575;10;460.46;77.58;58.27;50.78;58.06;10;38.266666666666666;0;15;0;7;0;5;30.0;40.0;40.0;45.0;40.0;35.0;47.0;33.705882352941174;2;22;17;5;7;6;1;1;30.0;1;3;35.0;2;3;30.0;1;3;27.5;2;2;40.0;1;1;35.0;1;3;44.0;1;2;2;30.77777777777778
576;1;458.52;65.19;58.08;64.77;77.14;11;28.846153846153847;1;17;4;5;1;1;22.5;30.0;30.0;45.0;30.0;30.0;0.0;25.0;0;6;6;0;2;1;1;2;30.0;1;3;0.0;0;3;20.0;1;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;23.333333333333332
577;1;454.51;61.49;63.1;56.82;56.48;1;24.545454545454547;0;11;0;3;2;1;15.0;30.0;25.0;40.0;0.0;35.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;26.666666666666668
578;10;457.08;77.98;53.06;51.72;55.95;10;37.0;0;15;0;7;0;5;35.0;40.0;35.0;40.0;39.0;30.0;41.0;39.05882352941177;0;17;17;0;7;7;0;1;40.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;40.0;1;1;45.0;1;3;42.0;1;2;2;39.166666666666664
579;7;454.99;67.13;50.58;51.06;67.51;16;23.134615384615383;2;38;25;4;2;1;9.0;30.0;21.25;30.0;38.0;35.0;0.0;20.05;2;15;9;6;4;1;3;2;0.0;0;3;0.0;0;3;21.0;2;3;16.0;1;2;35.0;1;1;23.5;2;3;0.0;0;2;1;28.0
580;20;446.07;65.27;58.78;55.46;47.79;20;36.53333333333333;1;19;4;7;0;2;32.5;35.0;35.0;40.0;40.0;35.0;44.0;38.705882352941174;0;17;17;0;7;7;0;1;45.0;1;3;33.0;1;3;35.0;1;3;31.0;1;2;40.0;1;1;45.0;1;3;41.0;1;2;2;35.22222222222222
581;10;451.11;59.86;60.63;47.86;49.22;10;28.057692307692307;2;34;21;4;2;1;21.0;30.0;25.25;45.0;35.0;30.0;0.0;31.022222222222222;3;28;15;13;6;3;3;1;35.0;1;3;23.666666666666668;3;3;29.0;2;3;23.666666666666668;3;2;35.0;1;1;40.0;1;3;0.0;0;2;2;31.0
582;20;429.46;65.16;58.93;53.95;61.22;20;29.5;3;26;13;4;2;1;25.0;30.0;27.5;45.0;33.0;30.0;0.0;20.333333333333332;3;25;15;10;6;2;4;1;30.0;1;3;5.0;2;3;12.0;3;3;13.0;1;2;18.0;2;1;40.0;1;3;0.0;0;2;1;29.5
583;20;452.32;62.82;69.69;55.99;58.45;20;38.0;1;19;4;7;0;5;32.5;40.0;40.0;45.0;40.0;35.0;40.0;39.88235294117647;0;17;17;0;7;7;0;1;45.0;1;3;38.0;1;3;40.0;1;3;34.0;1;2;40.0;1;1;43.0;1;3;36.0;1;2;2;34.888888888888886
584;20;463.73;58.94;65.6;63.55;59.64;8;34.13333333333333;1;19;4;6;1;5;27.5;35.0;40.0;45.0;35.0;35.0;31.0;40.588235294117645;0;17;17;0;7;7;0;1;45.0;1;3;37.0;1;3;35.0;1;3;35.0;1;2;40.0;1;1;45.0;1;3;47.0;1;2;2;39.27777777777778
585;20;447.33;65.27;56.25;51.5;54.64;20;36.666666666666664;1;19;4;7;0;5;30.0;40.0;35.0;40.0;40.0;35.0;45.0;36.529411764705884;1;19;17;2;7;7;0;1;30.0;1;3;36.0;1;3;30.0;1;3;31.5;2;2;40.0;1;1;46.0;1;3;46.0;1;2;2;36.69444444444444
586;11;455.42;65.27;58.78;57.54;54.64;16;30.0;1;17;4;5;1;1;17.5;40.0;30.0;45.0;35.0;35.0;0.0;29.5;0;10;10;0;4;1;3;2;25.0;1;3;0.0;0;3;25.0;1;3;0.0;0;2;25.0;1;1;40.0;1;3;0.0;0;2;1;26.666666666666668
587;10;464.15;62.48;55.56;53.65;57.27;11;35.56666666666667;2;22;7;5;2;5;27.5;45.0;27.5;50.0;35.0;35.0;48.0;36.64705882352941;1;19;17;2;7;7;0;1;30.0;1;3;33.0;1;3;30.0;1;3;36.0;2;2;39.0;1;1;45.0;1;3;49.0;1;2;2;38.888888888888886
588;20;461.37;65.16;56.51;58.09;62.69;20;33.53333333333333;1;17;2;6;1;5;30.0;45.0;30.0;50.0;15.0;35.0;44.0;36.38235294117647;1;20;17;3;7;7;0;1;35.0;1;3;30.0;1;3;31.5;2;3;35.0;1;2;45.0;1;1;46.0;1;3;38.0;1;2;2;38.611111111111114
589;11;446.06;65.27;58.78;53.46;52.09;11;32.7;2;22;7;5;2;5;27.5;40.0;27.5;45.0;35.0;35.0;34.0;34.05882352941177;0;17;17;0;7;7;0;1;30.0;1;3;37.0;1;3;30.0;1;3;34.0;1;2;40.0;1;1;40.0;1;3;30.0;1;2;2;34.888888888888886
590;10;453.08;64.24;53.11;55.09;67.51;10;35.2;1;19;4;6;1;5;25.0;35.0;30.0;40.0;50.0;40.0;44.0;36.05882352941177;1;20;17;3;7;7;0;1;35.0;1;3;32.0;1;3;35.0;1;3;35.0;1;2;40.0;1;1;39.0;2;3;40.0;1;2;2;34.294117647058826
591;4;445.51;67.13;47.95;49.05;61.22;19;31.266666666666666;1;19;4;6;1;5;25.0;40.0;30.0;40.0;30.0;35.0;32.0;33.794117647058826;2;23;17;6;7;5;2;1;31.0;1;3;22.5;2;3;28.0;2;3;40.0;1;2;40.0;1;1;40.0;1;3;45.0;1;2;2;31.805555555555557
592;3;370.8;51.49;45.15;44.9;42.76;3;25.646666666666665;3;42;27;4;3;1;20.8;30.0;22.5;45.0;2.5;40.0;42.0;12.545454545454545;2;23;11;12;4;0;4;2;8.666666666666666;3;3;7.0;1;3;25.666666666666668;3;3;0.0;0;2;0.0;0;1;0.0;0;3;7.0;1;2;1;28.0
593;20;463.71;74.33;50.54;49.79;52.09;20;35.53333333333333;1;19;4;6;1;5;27.5;45.0;35.0;40.0;43.0;30.0;36.0;33.76470588235294;0;17;17;0;7;7;0;1;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;36.0;1;1;35.0;1;3;39.0;1;2;2;36.611111111111114
594;20;444.42;56.46;60.67;63.55;74.73;20;35.45454545454545;0;11;0;5;0;1;30.0;45.0;35.0;45.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;26.666666666666668
595;17;433.48;77.8;47.95;53.07;58.06;4;28.933333333333334;2;31;16;5;2;1;25.0;40.0;10.0;40.0;35.0;30.0;42.0;32.5;1;18;15;3;6;5;1;1;32.0;1;3;32.0;1;3;23.5;2;3;0.0;0;2;30.0;1;1;43.0;1;3;33.0;1;2;2;35.75
596;8;393.81;44.0;45.57;52.77;45.94;19;34.8;1;19;4;6;1;5;27.5;30.0;30.0;45.0;44.0;35.0;47.0;32.8235294117647;2;26;17;9;7;5;2;1;30.0;1;3;27.0;3;3;24.0;2;3;39.0;1;2;39.0;1;1;40.0;1;3;39.0;1;2;2;31.11111111111111
597;8;463.64;61.53;53.11;59.3;65.1;8;25.77777777777778;2;25;10;4;3;1;21.666666666666668;30.0;35.0;45.0;17.5;35.0;10.0;22.0;4;38;15;23;5;1;4;1;21.0;4;3;9.0;3;3;21.666666666666668;3;3;24.0;2;2;0.0;1;1;35.0;1;3;0.0;0;2;1;24.2
598;6;477.88;70.11;60.67;46.76;77.14;19;35.86666666666667;0;15;0;7;0;5;30.0;35.0;35.0;40.0;40.0;35.0;44.0;35.73529411764706;1;20;17;3;7;6;1;1;35.0;1;3;30.0;1;3;28.5;2;3;41.0;1;2;30.0;1;1;45.0;1;3;40.0;1;2;2;37.72222222222222
599;18;482.51;54.74;60.63;55.63;52.09;18;31.666666666666668;2;25;10;5;2;1;22.5;35.0;25.0;45.0;38.0;35.0;42.0;28.355555555555554;4;34;15;19;6;2;4;1;25.0;2;3;19.333333333333332;3;3;24.666666666666668;3;3;28.666666666666668;3;2;41.0;1;1;40.0;1;3;0.0;0;2;2;32.875
600;20;443.45;73.76;53.11;53.07;52.09;8;28.272727272727273;1;19;8;4;1;1;24.0;30.0;30.0;35.0;0.0;30.0;0.0;20.333333333333332;5;36;15;21;6;0;6;1;18.0;4;3;9.0;1;3;23.666666666666668;3;3;28.5;2;2;16.5;2;1;26.5;2;3;0.0;0;2;1;26.0
601;17;482.93;61.4;50.98;64.99;42.2;8;29.692307692307693;1;17;4;5;1;10;22.5;30.0;35.0;35.0;33.0;30.0;0.0;35.46666666666667;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;30.0;1;3;37.0;1;2;35.0;1;1;46.0;1;3;0.0;0;2;2;32.294117647058826
602;10;513.64;60.24;75.93;62.46;43.4;19;33.96666666666667;1;18;3;6;1;5;30.0;35.0;27.5;40.0;40.0;35.0;41.0;35.23529411764706;0;17;17;0;7;7;0;1;35.0;1;3;35.0;1;3;30.0;1;3;31.0;1;2;35.0;1;1;40.0;1;3;41.0;1;2;2;34.833333333333336
603;4;452.81;67.01;50.94;54.77;61.22;4;34.266666666666666;1;19;4;7;0;5;32.5;35.0;30.0;40.0;33.0;30.0;44.0;36.44117647058823;2;23;17;6;7;7;0;1;35.0;1;3;33.0;1;3;32.5;2;3;30.0;1;2;41.0;1;1;41.0;2;3;47.0;1;2;2;34.72222222222222
604;1;452.24;68.03;55.56;55.63;57.27;1;35.90909090909091;0;11;0;5;0;1;35.0;35.0;35.0;45.0;0.0;35.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;26.666666666666668
605;11;482.12;62.56;56.25;51.5;53.32;11;33.733333333333334;0;15;0;7;0;5;30.0;35.0;30.0;40.0;36.0;30.0;42.0;31.352941176470587;4;31;17;14;7;4;3;2;25.5;2;3;23.333333333333332;3;3;22.5;2;3;32.5;2;2;40.0;1;1;40.0;1;3;47.0;1;2;2;30.97222222222222
606;20;464.32;61.49;50.94;50.78;67.51;20;35.06666666666667;1;19;4;6;1;5;25.0;40.0;35.0;40.0;39.0;35.0;44.0;35.23529411764706;0;17;17;0;7;7;0;1;30.0;1;3;32.0;1;3;35.0;1;3;35.0;1;2;39.0;1;1;45.0;1;3;32.0;1;2;2;36.27777777777778
607;13;448.11;66.96;51.08;52.41;54.64;8;35.266666666666666;1;19;4;6;1;5;27.5;35.0;35.0;45.0;39.0;35.0;43.0;34.73529411764706;1;20;17;3;7;7;0;1;33.5;2;3;33.0;1;3;30.0;1;3;30.0;1;2;40.0;1;1;43.0;1;3;36.0;1;2;2;38.05555555555556
608;7;429.68;68.11;58.78;43.61;52.09;7;33.93333333333333;1;23;8;6;1;5;25.0;35.0;30.0;40.0;42.0;35.0;45.0;32.76470588235294;3;26;17;9;7;5;2;1;25.0;2;3;37.0;1;3;27.0;2;3;30.0;1;2;36.0;1;1;42.0;2;3;34.0;1;2;2;38.77777777777778
609;16;409.19;54.74;53.06;45.9;59.9;8;34.666666666666664;0;15;0;7;0;5;30.0;35.0;30.0;40.0;35.0;30.0;50.0;35.1764705882353;2;22;17;5;7;6;1;1;30.0;2;3;35.0;1;3;30.0;1;3;29.5;2;2;40.0;1;1;42.0;1;3;44.0;1;2;2;34.416666666666664
610;14;435.62;64.88;65.58;60.55;48.92;9;36.833333333333336;1;16;1;6;1;2;35.0;35.0;40.0;35.0;34.0;29.5;45.0;34.794117647058826;1;18;17;1;7;6;1;1;35.0;1;3;35.0;1;3;30.0;1;3;30.0;1;2;22.5;2;1;37.0;1;3;49.0;1;2;2;35.638888888888886
611;20;447.92;64.16;50.94;50.78;88.94;8;33.63636363636363;0;11;0;5;0;1;30.0;35.0;35.0;40.0;0.0;35.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;2;30.0
