CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,ESTADO OCHO,PROMEDIO_NUEVE,NOTA_L_TRES,VECES_L_TRES,CREDITOS_L_TRES,NOTA_EI_TRES,VECES_EI_TRES,CREDITOS_EI_TRES,NOTA_EI_CUATRO,VECES_EI_CUATRO,CREDITOS_EI_CUATRO,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP,NOTA_FOTOD,VECES_FOTOD,CREDITOS_FOTOD,NOTA_AVAM,VECES_AVAM,CREDITOS_AVAM
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.76923077,39,1,2,31,1,3,42,1,3,35,1,2,35,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.5,34,1,2,34,1,3,32,1,3,30,1,2,33,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,12,2,6,5,1,1,1,39.5,0,0,2,41,1,3,39,1,3,32,1,2,31,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,42.1,39,1,2,36,1,3,36,1,3,37,1,2,35,2,2,43,1,2
0,14,14,0,6,6,0,1,1,44.3,42,1,2,41,1,3,39,1,3,42,1,2,41,1,2,36,1,2
0,14,14,0,6,6,0,1,1,38.54545455,37,1,2,32,1,3,39,1,3,33,1,2,39,1,2,42,1,2
0,14,14,0,6,6,0,1,1,38.25,41,1,2,38,1,3,35,1,3,33,1,2,38,1,2,33,1,2
0,14,14,0,6,6,0,1,1,39.76923077,46,1,2,31,1,3,33,1,3,39,1,2,31,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.4,41,1,2,31,1,3,38,1,3,36,1,2,40,1,2,40,1,2
0,14,14,0,6,6,0,1,1,44.7,43,1,2,46,1,3,40,1,3,50,1,2,47,1,2,43,1,2
0,14,14,0,6,6,0,1,1,38.84615385,44,1,2,42,1,3,36,1,3,41,1,2,40,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,2,12,1,1,5,2,3,0,31,2,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
2,14,14,0,6,6,0,1,1,37.375,37,2,2,41,1,3,37,1,3,32,1,2,36,2,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.46153846,39,1,2,34,1,3,30,1,3,36,1,2,34,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.46153846,39,1,2,42,1,3,37,1,3,36,1,2,41,1,2,41,1,2
0,14,14,0,6,6,0,1,1,40.69230769,39,1,2,36,1,3,36,1,3,37,1,2,30,1,2,41,1,2
0,14,14,0,6,6,0,1,1,42.4,33,1,2,33,1,3,36,1,3,40,1,2,36,1,2,35,1,2
0,14,14,0,6,6,0,1,1,43.3,34,1,2,37,1,3,40,1,3,34,1,2,45,1,2,41,1,2
0,14,14,0,6,6,0,1,1,42.1,42,1,2,43,1,3,38,1,3,33,1,2,45,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.7,47,1,2,38,1,3,37,1,3,34,1,2,36,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.92307692,49,1,2,40,1,3,41,1,3,39,1,2,40,1,2,36,1,2
0,14,14,0,6,6,0,1,1,38.875,37,1,2,38,1,3,33,1,3,36,1,2,36,1,2,33,1,2
0,14,14,0,6,6,0,1,1,43,43,1,2,43,1,3,34,1,3,36,1,2,41,1,2,42,1,2
0,14,14,0,6,6,0,1,1,41.3,37,1,2,36,1,3,40,1,3,47,1,2,42,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.9,43,1,2,39,1,3,41,1,3,36,1,2,41,1,2,40,1,2
1,14,14,0,6,6,0,1,1,39.81818182,30,1,2,30,1,3,42,1,3,40,1,2,43,1,2,35,2,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.76923077,40,1,2,42,1,3,32,1,3,36,1,2,38,1,2,48,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.53846154,38,1,2,31,1,3,35,1,3,42,1,2,38,1,2,42,1,2
0,14,14,0,6,6,0,1,1,41.7,40,1,2,37,1,3,39,1,3,43,1,2,33,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.2,41,1,2,33,1,3,43,1,3,38,1,2,37,1,2,42,1,2
1,14,14,0,6,6,0,1,1,38.3,35,1,2,37,1,3,39,1,3,33,1,2,40,2,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.90909091,37,1,2,37,1,3,41,1,3,34,1,2,34,1,2,41,1,2
1,14,14,0,6,6,0,1,1,38.2,42,1,2,30,1,3,38,1,3,39,2,2,30,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.3,41,1,2,30,1,3,37,1,3,39,1,2,36,1,2,41,1,2
1,14,14,0,6,6,0,1,1,40,41,1,2,30,1,3,37,1,3,30,1,2,32,2,2,41,1,2
0,14,14,0,6,6,0,1,1,45.1,42,1,2,43,1,3,43,1,3,40,1,2,37,1,2,41,1,2
0,0,0,0,0,0,0,0,2,12,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.3,43,1,2,38,1,3,36,1,3,36,1,2,34,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,40.23076923,35,2,2,40,1,3,32,1,3,45,1,2,32,1,2,38,1,2
1,14,14,0,6,6,0,1,1,40.23076923,31,1,2,32,1,3,36,1,3,45,2,2,38,1,2,36,1,2
0,14,14,0,6,6,0,1,1,38.84615385,36,1,2,30,1,3,38,1,3,36,1,2,32,1,2,40,1,2
0,14,14,0,6,6,0,1,1,43.4,39,1,2,36,1,3,40,1,3,40,1,2,36,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,11,3,6,5,1,1,1,37,35,1,2,31,1,3,25,1,3,33,2,2,30,1,2,34,1,2
0,14,2,12,1,1,5,2,3,0,38,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,40,43,1,2,39,1,3,30,2,3,40,1,2,30,1,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,34,30,1,2,30,1,3,32,1,3,41,1,2,34,1,2,44,1,2
0,14,14,0,6,6,0,1,1,35.6,30,1,2,30,1,3,35,1,3,38,1,2,32,1,2,34,1,2
0,14,14,0,6,6,0,1,1,42.6,40,1,2,37,1,3,41,1,3,44,1,2,35,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40,40,1,2,39,1,3,32,1,3,41,1,2,34,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.375,42,1,2,33,1,3,39,1,3,34,1,2,30,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.15384615,40,1,2,43,1,3,31,1,3,40,1,2,35,1,2,40,1,2
0,14,14,0,6,6,0,1,1,43,35,1,2,37,1,3,33,1,3,32,1,2,33,1,2,36,1,2
0,14,14,0,6,6,0,1,1,38.3,43,1,2,42,1,3,32,1,3,39,1,2,30,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.1,37,1,2,38,1,3,32,1,3,35,1,2,34,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.61538462,44,1,2,42,1,3,41,1,3,38,1,2,45,1,2,48,1,2
0,14,14,0,6,6,0,1,1,42.3,40,1,2,32,1,3,35,1,3,41,1,2,40,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.8,40,1,2,43,1,3,36,1,3,36,1,2,35,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.2,39,1,2,46,1,3,37,1,3,45,1,2,40,1,2,41,1,2
0,14,14,0,6,6,0,1,1,39.8,37,1,2,36,1,3,37,1,3,38,1,2,42,1,2,37,1,2
0,14,14,0,6,6,0,1,1,42,47,1,2,37,1,3,33,1,3,43,1,2,39,1,2,36,1,2
0,14,14,0,6,6,0,1,1,39.23076923,41,1,2,34,1,3,36,1,3,38,1,2,36,1,2,36,1,2
0,14,14,0,6,6,0,1,1,46.3,32,1,2,33,1,3,37,1,3,36,1,2,41,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,5,9,3,2,4,2,3,0,0,0,2,31,1,3,0,0,3,32,2,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,46.4,48,1,2,41,1,3,43,1,3,48,1,2,39,1,2,42,1,2
1,14,14,0,6,6,0,1,1,35,34,1,2,32,1,3,47,2,3,34,1,2,35,1,2,30,1,2
0,14,14,0,6,6,0,1,1,39.7,41,1,2,42,1,3,37,1,3,40,1,2,31,1,2,45,1,2
1,14,14,0,6,6,0,1,1,38.23076923,34,2,2,30,1,3,37,1,3,34,1,2,35,1,2,35,1,2
0,14,14,0,6,6,0,1,1,37.54545455,44,1,2,41,1,3,38,1,3,34,1,2,31,1,2,35,1,2
0,0,0,0,0,0,0,0,2,30,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,2,3,39.1,44,1,2,33,1,3,38,1,3,32,1,2,40,3,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,38.2,43,2,2,32,1,3,38,1,3,41,1,2,31,1,2,37,1,2
0,14,2,12,2,1,5,2,3,38.2,0,0,2,0,0,3,0,0,3,34,1,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.61538462,42,1,2,40,1,3,36,1,3,42,1,2,45,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,46.4,45,1,2,39,1,3,44,1,3,38,1,2,43,1,2,34,1,2
0,14,14,0,6,6,0,1,1,46.3,48,1,2,47,1,3,46,1,3,48,1,2,49,1,2,45,1,2
1,14,14,0,6,6,0,1,1,40.3,45,1,2,38,1,3,35,1,3,46,1,2,36,2,2,38,1,2
0,14,14,0,6,6,0,1,1,39.15384615,43,1,2,47,1,3,45,1,3,50,1,2,41,1,2,47,1,2
0,14,14,0,6,6,0,1,1,45.3,44,1,2,45,1,3,49,1,3,46,1,2,46,1,2,50,1,2
0,14,14,0,6,6,0,1,1,43.92307692,42,1,2,32,1,3,38,1,3,42,1,2,45,1,2,45,1,2
0,14,14,0,6,6,0,1,1,41.46153846,40,1,2,36,1,3,31,1,3,46,1,2,42,1,2,45,1,2
0,14,14,0,6,6,0,1,1,39,45,1,2,38,1,3,39,1,3,39,1,2,33,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,37.18181818,43,1,2,40,1,3,46,1,3,39,1,2,41,2,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,34.875,40,1,2,30,1,3,36,1,3,31,1,2,30,1,2,39,1,2
0,14,14,0,6,6,0,1,1,41.6,31,1,2,34,1,3,36,1,3,45,1,2,36,1,2,35,1,2
0,14,14,0,6,6,0,1,1,41.9,37,1,2,42,1,3,35,1,3,46,1,2,36,1,2,38,1,2
0,14,14,0,6,6,0,1,1,38.5,40,1,2,35,1,3,33,1,3,43,1,2,42,1,2,40,1,2
0,14,14,0,6,6,0,1,1,42.6,34,1,2,42,1,3,32,1,3,36,1,2,40,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.3,47,1,2,32,1,3,42,1,3,34,1,2,34,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.81818182,32,1,2,39,1,3,41,1,3,42,1,2,40,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,43.9,40,1,2,44,1,3,42,1,3,48,2,2,42,1,2,38,1,2
0,14,14,0,6,6,0,1,1,36.375,39,1,2,30,1,3,37,1,3,38,1,2,36,1,2,44,1,2
0,14,14,0,6,6,0,1,1,40.5,39,1,2,39,1,3,40,1,3,41,1,2,42,1,2,36,1,2
0,14,14,0,6,6,0,1,1,43.3,47,1,2,39,1,3,40,1,3,35,1,2,46,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.9,38,1,2,43,1,3,39,1,3,43,1,2,42,1,2,38,1,2
0,14,14,0,6,6,0,1,1,44.15384615,45,1,2,50,1,3,48,1,3,49,1,2,46,1,2,40,1,2
0,14,14,0,6,6,0,1,1,41.9,40,1,2,34,1,3,43,1,3,35,1,2,36,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.6,44,1,2,41,1,3,38,1,3,40,1,2,34,1,2,36,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.8,34,1,2,44,1,3,39,1,3,38,1,2,39,1,2,38,1,2
0,14,14,0,6,6,0,1,1,43.8,44,1,2,50,1,3,44,1,3,41,1,2,42,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.7,38,1,2,38,1,3,38,1,3,46,1,2,32,1,2,42,1,2
0,14,14,0,6,6,0,1,1,40.4,39,1,2,38,1,3,38,1,3,30,1,2,38,1,2,38,1,2
0,14,14,0,6,6,0,1,1,39.92307692,36,1,2,34,1,3,30,1,3,37,1,2,34,1,2,32,1,2
1,14,14,0,6,6,0,1,1,45.1,44,2,2,30,1,3,37,1,3,32,1,2,39,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.76923077,43,1,2,39,1,3,37,1,3,36,1,2,38,1,2,31,1,2
0,14,14,0,6,6,0,1,1,39.46153846,40,1,2,30,1,3,37,1,3,43,1,2,34,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.07692308,41,1,2,48,1,3,43,1,3,41,1,2,50,1,2,41,1,2
1,14,14,0,6,6,0,1,1,42.8,35,1,2,31,1,3,31,1,3,36,1,2,32,2,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.30769231,43,1,2,41,1,3,39,1,3,40,1,2,36,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.61538462,38,1,2,36,1,3,33,1,3,44,1,2,37,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.07692308,41,1,2,41,1,3,34,1,3,49,1,2,43,1,2,40,1,2
1,14,14,0,6,6,0,1,1,42.5,30,1,2,36,1,3,37,1,3,49,2,2,44,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41,36,1,2,41,1,3,35,1,3,40,1,2,36,1,2,35,1,2
0,14,14,0,6,6,0,1,1,39.2,39,1,2,35,1,3,40,1,3,32,1,2,30,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.6,39,1,2,44,1,3,38,1,3,40,1,2,38,1,2,33,1,2
0,14,14,0,6,6,0,1,1,40.25,33,1,2,35,1,3,41,1,3,31,1,2,42,1,2,44,1,2
0,14,14,0,6,6,0,1,1,40.1,36,1,2,30,1,3,37,1,3,36,1,2,38,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.5,42,1,2,39,1,3,37,1,3,38,1,2,40,1,2,33,1,2
0,14,14,0,6,6,0,1,1,44.38461538,48,1,2,36,1,3,44,1,3,46,1,2,45,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.6,38,1,2,33,1,3,36,1,3,46,1,2,38,1,2,37,1,2
1,14,14,0,6,6,0,1,1,40.9,36,1,2,35,1,3,33,1,3,41,1,2,36,2,2,32,1,2
0,14,14,0,6,6,0,1,1,38.5,40,1,2,38,1,3,39,1,3,33,1,2,30,1,2,36,1,2
0,14,14,0,6,6,0,1,1,39.3,37,1,2,39,1,3,31,1,3,38,1,2,34,1,2,33,1,2
0,14,14,0,6,6,0,1,1,40.6,43,1,2,38,1,3,35,1,3,35,1,2,44,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.2,38,1,2,37,1,3,39,1,3,33,1,2,40,1,2,48,1,2
0,14,14,0,6,6,0,1,1,45.2,48,1,2,47,1,3,43,1,3,49,1,2,39,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.6,41,1,2,37,1,3,40,1,3,40,1,2,34,1,2,32,1,2
0,14,14,0,6,6,0,1,1,36.76923077,45,1,2,35,1,3,40,1,3,42,1,2,41,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.1,44,1,2,30,1,3,32,1,3,33,1,2,38,1,2,34,1,2
0,14,14,0,6,6,0,1,1,38.5,46,1,2,45,1,3,35,1,3,37,1,2,31,1,2,36,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
