NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_DEM,VECES_DEM,CREDITOS_DEM,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_HCI,VECES_HCI,CREDITOS_HCI,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES
27,1,3,43,1,1,48,1,3,32,1,3,31,1,3,49,1,2,47,1,1,0,16,13,3,7,6,1,1,34.5
0,0,3,0,0,1,0,2,3,0,0,3,0,0,3,0,0,2,20,2,1,2,8,0,8,4,0,4,2,0
30,1,3,40,1,1,0,0,3,36,1,3,0,0,3,46,1,2,48,1,1,0,10,10,0,5,5,0,1,36
0,0,3,0,2,1,0,0,3,0,0,3,0,0,3,12,2,2,2,2,1,3,8,0,8,6,0,6,2,0
0,0,3,38,1,1,44,1,3,0,0,3,0,0,3,45,1,2,48,1,1,0,7,7,0,4,4,0,1,0
30,1,3,44,1,1,43,1,3,33,1,3,35,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,31.85714286
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,2,3,48,1,1,39,1,3,30,1,3,30,2,3,46,1,2,50,1,1,2,22,16,6,9,7,2,2,15.72727273
33,1,3,35,1,1,43,1,3,32,3,3,34,2,3,37,1,2,49,1,1,2,25,16,9,10,7,3,2,18.85714286
0,0,3,0,0,1,47,1,3,0,0,3,0,0,3,20,1,2,45,1,1,0,6,4,2,3,2,1,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,44,1,1,42,1,3,35,1,3,30,2,3,47,1,2,49,1,1,1,19,16,3,8,7,1,1,26.25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
34,2,3,39,2,1,36,2,3,32,2,3,19,2,3,31,2,2,31,1,1,6,31,13,18,13,6,7,2,14.5
30,3,3,44,1,1,39,1,3,30,1,3,45,3,3,33,1,2,49,1,1,2,28,16,12,11,7,4,2,25
36,2,3,49,1,1,40,1,3,36,1,3,32,2,3,41,1,2,48,1,1,2,22,16,6,9,7,2,2,21.55555556
30,2,3,39,1,1,35,1,3,33,3,3,35,2,3,45,1,2,50,1,1,3,28,16,12,11,7,4,2,23
30,2,3,49,1,1,34,1,3,30,1,3,34,2,3,44,1,2,50,1,1,2,22,16,6,9,7,2,2,28.71428571
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,42,1,1,45,2,3,32,1,3,45,2,3,46,1,2,50,1,1,2,22,16,6,9,7,2,2,25.5
33,1,3,42,1,1,43,1,3,40,1,3,42,1,3,46,1,2,49,1,1,0,16,16,0,7,7,0,1,39.5
36,2,3,42,1,1,37,1,3,34,1,3,33,2,3,39,1,2,42,1,1,2,22,16,6,9,7,2,2,27.14285714
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,34,1,1,44,1,3,0,0,3,0,0,3,38,1,2,50,1,1,0,7,7,0,4,4,0,1,0
31,1,3,48,1,1,36,1,3,30,1,3,32,1,3,44,1,2,48,1,1,0,16,16,0,7,7,0,1,33.28571429
0,0,3,45,1,1,0,0,3,0,0,3,0,0,3,11,1,2,30,1,1,0,4,2,2,3,2,1,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,1,3,49,1,1,41,1,3,31,1,3,31,1,3,36,1,2,50,1,1,0,16,16,0,7,7,0,1,30.14285714
0,0,3,0,1,1,0,1,3,0,0,3,0,0,3,0,0,2,0,0,1,0,4,0,4,2,0,2,0,0
3,1,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,3,0,3,1,0,1,2,0
37,2,3,49,1,1,44,1,3,37,1,3,28,3,3,43,1,2,46,1,1,2,25,13,12,10,6,4,2,33
0,0,3,0,0,1,22,2,3,0,0,3,0,0,3,10,1,2,2,2,1,2,10,0,10,5,0,5,2,0
0,0,3,0,0,1,30,2,3,0,0,3,0,0,3,10,1,2,2,2,1,2,10,3,7,5,1,4,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,1,3,39,1,1,36,2,3,30,1,3,35,2,3,48,1,2,38,1,1,2,22,16,6,9,7,2,2,23.44444444
34,2,3,38,1,1,34,1,3,40,2,3,34,2,3,43,1,2,50,1,1,3,25,16,9,10,7,3,2,28.71428571
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,27,1,2,0,0,1,0,2,0,2,1,0,1,2,0
30,1,3,45,1,1,46,1,3,37,1,3,34,1,3,46,1,2,50,1,1,0,16,16,0,7,7,0,1,26.5
35,2,3,45,1,1,43,1,3,37,1,3,39,1,3,44,1,2,50,1,1,1,19,16,3,8,7,1,1,39
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,3,3,41,1,1,32,1,3,31,1,3,33,1,3,31,1,2,46,1,1,1,22,16,6,9,7,2,2,19.3
45,2,3,38,1,1,30,1,3,30,1,3,33,2,3,47,1,2,50,1,1,2,22,16,6,9,7,2,2,37
0,0,3,17,1,1,0,0,3,0,0,3,0,0,3,0,1,2,0,0,1,0,3,0,3,2,0,2,2,0
34,2,3,47,1,1,30,1,3,30,1,3,30,1,3,46,1,2,45,1,1,1,19,16,3,8,7,1,2,23.22222222
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,3,3,42,1,1,38,1,3,38,3,3,30,2,3,38,1,2,46,1,1,3,31,16,15,12,7,5,2,25.5
39,2,3,47,1,1,30,1,3,39,2,3,34,2,3,46,1,2,50,1,1,3,25,16,9,10,7,3,2,17.72727273
0,0,3,42,1,1,0,0,3,0,0,3,0,0,3,42,1,2,0,0,1,0,3,3,0,2,2,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
17,2,3,0,0,1,39,1,3,0,0,3,7,2,3,35,1,2,43,1,1,2,18,6,12,7,3,4,2,0
30,1,3,42,1,1,9,1,3,30,1,3,33,1,3,42,1,2,50,1,1,0,16,13,3,7,6,1,1,27.57142857
0,0,3,26,1,1,10,1,3,0,0,3,0,0,3,21,1,2,18,1,1,0,7,0,7,4,0,4,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,11,1,2,0,0,1,0,2,0,2,1,0,1,2,0
38,1,3,37,1,1,40,1,3,42,1,3,34,2,3,38,1,2,49,1,1,1,19,16,3,8,7,1,1,34.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,39,1,1,42,1,3,32,1,3,33,1,3,42,1,2,50,1,1,0,16,16,0,7,7,0,1,34.16666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
37,1,3,42,1,1,38,1,3,32,1,3,31,1,3,38,1,2,49,1,1,0,16,16,0,7,7,0,1,18.09090909
30,1,3,43,1,1,42,1,3,38,2,3,35,1,3,38,1,2,47,1,1,1,19,16,3,8,7,1,1,27
39,1,3,42,1,1,47,1,3,40,1,3,33,1,3,39,1,2,50,1,1,0,16,16,0,7,7,0,1,38
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
35,1,3,34,1,1,36,1,3,31,1,3,30,2,3,44,1,2,45,1,1,1,19,16,3,8,7,1,2,25.375
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
38,1,3,47,1,1,45,1,3,33,1,3,34,1,3,44,1,2,50,1,1,0,16,16,0,7,7,0,1,31.42857143
0,0,3,6,1,1,34,1,3,0,0,3,0,0,3,9,1,2,18,1,1,0,7,3,4,4,1,3,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
39,1,3,47,1,1,37,1,3,37,1,3,36,1,3,35,1,2,50,1,1,0,16,16,0,7,7,0,1,10
5,2,3,41,2,1,31,1,3,3,2,3,12,2,3,37,1,2,47,1,1,4,26,7,19,11,4,7,2,1.5
0,0,3,38,1,1,0,0,3,0,0,3,0,0,3,37,1,2,33,1,1,0,4,4,0,3,3,0,1,0
12,3,3,32,1,1,6,1,3,11,3,3,4,1,3,35,1,2,45,1,1,2,28,4,24,11,3,8,2,3.666666667
36,1,3,43,1,1,40,1,3,31,2,3,30,1,3,32,1,2,50,1,1,1,19,16,3,8,7,1,2,24
30,2,3,42,1,1,35,1,3,31,1,3,31,1,3,42,1,2,50,1,1,1,19,16,3,8,7,1,2,33.16666667
30,1,3,32,1,1,32,1,3,25,2,3,20,1,3,37,2,2,45,1,1,2,21,10,11,9,5,4,2,20
2,1,3,36,2,1,38,2,3,0,0,3,4,1,3,37,2,2,39,1,1,3,19,7,12,9,4,5,2,0
30,2,3,44,2,1,41,1,3,36,2,3,30,2,3,31,1,2,50,1,1,4,26,16,10,11,7,4,2,32.71428571
41,1,3,42,1,1,46,1,3,39,2,3,31,1,3,40,1,2,49,1,1,1,19,16,3,8,7,1,1,28.25
30,1,3,30,1,1,30,1,3,25,2,3,28,2,3,30,1,2,50,1,1,2,22,10,12,9,5,4,2,21.25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
38,1,3,47,1,1,44,1,3,30,1,3,37,1,3,43,1,2,50,1,1,0,16,16,0,7,7,0,1,35.16666667
35,1,3,47,1,1,45,1,3,30,1,3,32,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,19.3
38,1,3,47,1,1,36,1,3,30,1,3,40,1,3,45,1,2,50,1,1,0,16,16,0,7,7,0,1,35.66666667
0,0,3,36,1,1,34,1,3,0,0,3,0,0,3,41,1,2,50,1,1,0,7,7,0,4,4,0,1,0
37,1,3,47,1,1,47,1,3,30,1,3,34,1,3,45,1,2,50,1,1,0,16,16,0,7,7,0,1,36.5
20,2,3,36,1,1,30,1,3,27,2,3,25,2,3,38,1,2,43,1,1,3,25,7,18,10,4,6,2,13.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,35,1,1,38,1,3,31,2,3,30,1,3,44,1,2,50,1,1,1,19,16,3,8,7,1,2,23
32,1,3,39,1,1,45,1,3,30,1,3,30,2,3,44,1,2,49,1,1,1,19,16,3,8,7,1,1,31.83333333
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,40,1,1,39,1,3,29,2,3,10,2,3,40,1,2,49,1,1,2,22,10,12,9,5,4,2,7.833333333
3,1,3,0,1,1,0,1,3,0,1,3,0,0,3,6,1,2,0,1,1,0,13,0,13,6,0,6,2,0
40,1,3,40,1,1,33,1,3,30,1,3,30,1,3,45,1,2,46,1,1,0,16,16,0,7,7,0,1,32.42857143
40,1,3,38,1,1,31,1,3,30,1,3,32,1,3,37,1,2,50,1,1,0,16,16,0,7,7,0,1,30
31,2,3,32,1,1,37,1,3,34,3,3,30,2,3,39,1,2,50,1,1,3,28,16,12,11,7,4,2,26.875
0,0,3,28,1,1,30,1,3,0,0,3,0,0,3,37,1,2,37,1,1,0,7,6,1,4,3,1,1,0
32,1,3,41,1,1,8,2,3,31,1,3,31,1,3,31,1,2,50,1,1,1,19,13,6,8,6,2,2,31
0,0,3,41,1,1,31,1,3,0,0,3,0,0,3,29,1,2,50,1,1,0,7,5,2,4,3,1,1,0
30,2,3,42,1,1,41,1,3,37,2,3,32,2,3,45,1,2,49,1,1,3,25,16,9,10,7,3,2,20.3
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,46,1,1,30,1,3,33,1,3,35,1,3,35,1,2,48,1,1,0,16,16,0,7,7,0,1,23
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
37,3,3,36,1,1,36,1,3,31,1,3,34,2,3,32,2,2,43,1,1,3,27,16,11,11,7,4,2,31.83333333
30,2,3,44,1,1,35,1,3,33,2,3,30,1,3,38,1,2,45,1,1,2,22,16,6,9,7,2,2,23
11,1,3,0,0,1,29,3,3,7,1,3,12,1,3,38,1,2,43,1,1,1,21,3,18,8,2,6,2,7
14,2,3,40,1,1,39,1,3,11,2,3,26,2,3,42,1,2,46,1,1,3,25,7,18,10,4,6,2,5.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
38,1,3,43,1,1,31,1,3,30,1,3,30,2,3,35,1,2,50,1,1,1,19,16,3,8,7,1,2,25.11111111
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
34,2,3,43,1,1,42,1,3,42,1,3,30,1,3,45,1,2,47,1,1,1,19,16,3,8,7,1,1,32.85714286
31,1,3,0,0,1,29,2,3,20,1,3,0,0,3,0,0,2,48,1,1,1,13,4,9,5,2,3,2,17.66666667
30,2,3,42,1,1,43,1,3,37,2,3,30,2,3,43,1,2,48,1,1,3,25,16,9,10,7,3,2,18.44444444
30,1,3,36,1,1,45,1,3,35,2,3,30,2,3,44,1,2,50,1,1,2,22,16,6,9,7,2,2,21.75
30,1,3,47,1,1,41,1,3,32,1,3,32,1,3,46,1,2,50,1,1,0,16,16,0,7,7,0,1,24.77777778
32,2,3,44,1,1,35,1,3,34,2,3,30,2,3,33,1,2,49,1,1,3,25,16,9,10,7,3,2,19.8
41,1,3,46,1,1,50,1,3,30,1,3,34,1,3,37,1,2,48,1,1,0,16,16,0,7,7,0,1,32
25,3,3,42,1,1,47,2,3,34,1,3,17,1,3,33,1,2,45,1,1,2,25,10,15,10,5,5,2,34
42,2,3,48,1,1,40,1,3,30,2,3,30,3,3,38,1,2,46,1,1,3,28,16,12,11,7,4,2,22.88888889
32,2,3,49,1,1,42,1,3,31,2,3,30,1,3,31,1,2,49,1,1,2,22,16,6,9,7,2,2,29.28571429
0,0,3,18,1,1,0,1,3,0,0,3,0,0,3,0,0,2,21,1,1,0,5,0,5,3,0,3,2,0
31,2,3,37,1,1,33,1,3,33,2,3,33,2,3,41,1,2,49,1,1,3,25,16,9,10,7,3,2,25.75
11,1,3,42,1,1,36,1,3,0,1,3,8,1,3,41,1,2,50,1,1,0,16,7,9,7,4,3,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
37,1,3,39,1,1,35,1,3,37,2,3,30,2,3,33,1,2,50,1,1,2,22,16,6,9,7,2,2,29.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,42,1,1,30,1,3,30,2,3,19,2,3,41,1,2,49,1,1,2,22,13,9,9,6,3,2,24.75
0,0,3,34,1,1,34,1,3,0,0,3,0,0,3,34,1,2,48,1,1,0,7,7,0,4,4,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
9,2,3,39,1,1,11,2,3,0,0,3,9,2,3,30,1,2,48,1,1,3,22,4,18,9,3,6,2,0
23,1,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,3,0,3,1,0,1,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,10,1,1,0,0,3,0,0,3,0,0,3,14,1,2,0,0,1,0,3,0,3,2,0,2,2,0
31,1,3,44,1,1,40,1,3,31,1,3,37,1,3,47,1,2,50,1,1,0,16,16,0,7,7,0,1,25.5
43,2,3,42,1,1,45,1,3,30,1,3,38,2,3,30,1,2,48,1,1,2,22,16,6,9,7,2,2,38.33333333
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
18,1,3,33,1,1,0,0,3,19,1,3,0,0,3,33,1,2,0,0,1,0,9,3,6,4,2,2,2,19
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,2,3,12,2,1,12,2,3,0,2,3,0,0,3,41,1,2,50,1,1,4,23,3,20,10,2,8,2,0
32,1,3,45,1,1,36,1,3,35,1,3,34,2,3,39,1,2,50,1,1,1,19,16,3,8,7,1,1,37.33333333
34,2,3,47,1,1,38,1,3,38,1,3,35,2,3,37,1,2,49,1,1,2,22,16,6,9,7,2,2,25.75
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,3,3,38,1,1,38,3,3,33,2,3,32,1,3,44,1,2,50,1,1,3,31,16,15,12,7,5,2,24.22222222
27,2,3,41,1,1,30,1,3,17,2,3,16,2,3,43,1,2,50,1,1,3,25,7,18,10,4,6,2,8.5
0,0,3,30,1,1,32,1,3,0,0,3,0,0,3,0,0,2,0,0,1,0,4,4,0,2,2,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,2,3,42,1,1,35,1,3,30,2,3,36,3,3,35,1,2,45,1,1,3,28,16,12,11,7,4,2,12.5
33,2,3,45,1,1,36,1,3,33,2,3,33,2,3,38,1,2,48,1,1,3,25,16,9,10,7,3,2,26.375
20,3,3,34,1,1,42,1,3,14,3,3,16,2,3,15,2,2,45,1,1,4,33,5,28,13,3,10,2,4.666666667
30,2,3,44,1,1,32,2,3,30,2,3,37,3,3,47,1,2,47,1,1,4,31,16,15,12,7,5,2,24.375
32,2,3,0,0,1,30,1,3,24,2,3,0,0,3,19,1,2,48,1,1,2,18,7,11,7,3,4,2,12
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,38,1,1,11,1,3,0,0,3,0,0,3,30,1,2,46,1,1,0,7,4,3,4,3,1,2,0
37,2,3,36,1,1,44,1,3,32,1,3,41,3,3,48,1,2,47,1,1,2,25,16,9,10,7,3,2,22.55555556
31,1,3,45,1,1,35,1,3,40,2,3,33,2,3,36,1,2,44,1,1,2,22,16,6,9,7,2,2,21
0,0,3,30,1,1,37,1,3,0,0,3,0,0,3,28,1,2,45,1,1,0,7,5,2,4,3,1,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,2,3,43,1,1,32,1,3,30,2,3,36,2,3,36,1,2,49,1,1,3,25,16,9,10,7,3,2,21
2,2,3,13,2,1,7,1,3,9,1,3,0,0,3,2,2,2,17,1,1,3,19,0,19,9,0,9,2,9
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,3,3,44,1,1,39,1,3,36,3,3,32,2,3,34,1,2,45,1,1,3,31,16,15,12,7,5,2,20.8
25,3,3,34,1,1,31,1,3,26,3,3,2,1,3,34,1,2,40,1,1,2,28,7,21,11,4,7,2,8.666666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,1,3,46,1,1,36,1,3,30,1,3,35,3,3,39,1,2,50,1,1,1,22,16,6,9,7,2,2,25
38,2,3,37,1,1,34,1,3,32,1,3,40,2,3,43,1,2,47,1,1,2,22,16,6,9,7,2,2,20
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,2,3,41,1,1,34,1,3,30,4,3,30,3,3,39,1,2,46,1,1,3,34,16,18,13,7,6,2,21.1
2,2,3,20,2,1,0,0,3,0,0,3,5,2,3,7,2,2,16,1,1,4,19,0,19,9,0,9,2,0
0,0,3,39,1,1,0,0,3,0,0,3,0,0,3,39,1,2,50,1,1,0,4,4,0,3,3,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,41,1,1,41,2,3,39,1,3,30,2,3,42,1,2,45,1,1,2,22,16,6,9,7,2,2,30.57142857
35,2,3,34,1,1,35,1,3,37,1,3,34,2,3,39,1,2,50,1,1,2,22,16,6,9,7,2,2,34.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,44,1,1,32,1,3,27,3,3,30,1,3,46,1,2,49,1,1,1,22,13,9,9,6,3,2,13
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,30,1,3,0,0,3,0,0,3,0,0,2,22,1,1,0,4,3,1,2,1,1,2,0
43,1,3,45,1,1,36,1,3,33,1,3,40,2,3,43,1,2,49,1,1,1,19,16,3,8,7,1,1,29.57142857
40,1,3,49,1,1,32,1,3,43,1,3,43,1,3,35,1,2,50,1,1,0,16,16,0,7,7,0,1,41.83333333
35,1,3,0,0,1,0,0,3,7,1,3,4,1,3,0,0,2,0,1,1,0,10,3,7,4,1,3,2,7
30,1,3,42,1,1,30,3,3,36,3,3,30,2,3,36,1,2,46,1,1,3,31,16,15,12,7,5,2,17.90909091
3,1,3,0,1,1,3,1,3,0,1,3,0,0,3,0,0,2,5,1,1,0,11,0,11,5,0,5,2,0
41,1,3,46,1,1,36,1,3,35,1,3,38,1,3,50,1,2,49,1,1,0,16,16,0,7,7,0,1,37.5
33,1,3,38,1,1,32,1,3,32,1,3,40,1,3,40,1,2,37,1,1,0,16,16,0,7,7,0,1,36.16666667
0,0,3,0,1,1,0,0,3,0,1,3,0,0,3,0,0,2,0,0,1,0,4,0,4,2,0,2,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
25,1,3,43,1,1,0,0,3,26,1,3,33,1,3,30,1,2,41,1,1,0,13,7,6,6,4,2,1,26
38,1,3,36,1,1,40,1,3,32,1,3,32,1,3,35,1,2,49,1,1,0,16,16,0,7,7,0,1,33.83333333
35,1,3,30,1,1,32,1,3,30,1,3,38,1,3,43,1,2,50,1,1,0,16,16,0,7,7,0,1,28.14285714
0,0,3,30,1,1,0,0,3,0,0,3,0,0,3,13,1,2,0,0,1,0,3,1,2,2,1,1,2,0
40,1,3,30,1,1,38,2,3,32,1,3,34,2,3,42,1,2,40,1,1,2,22,16,6,9,7,2,2,29.71428571
30,1,3,37,2,1,32,1,3,33,2,3,31,1,3,41,1,2,43,1,1,2,20,16,4,9,7,2,2,22.33333333
0,0,3,10,1,1,12,1,3,0,0,3,0,0,3,22,1,2,13,1,1,0,7,0,7,4,0,4,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,39,1,1,32,1,3,0,0,3,0,0,3,42,1,2,50,1,1,0,7,7,0,4,4,0,1,0
39,1,3,44,1,1,48,1,3,34,1,3,37,1,3,34,1,2,50,1,1,0,16,16,0,7,7,0,1,29.71428571
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,34,1,1,30,2,3,30,2,3,34,3,3,37,1,2,36,1,1,3,28,16,12,11,7,4,2,20.6
6,1,3,19,1,1,33,1,3,19,1,3,0,0,3,31,1,2,10,1,1,0,13,5,8,6,2,4,2,19
35,1,3,33,1,1,30,1,3,30,1,3,33,2,3,33,1,2,50,1,1,1,19,16,3,8,7,1,2,25.625
1,3,3,43,1,1,31,1,3,0,2,3,18,3,3,30,1,2,48,1,1,3,31,7,24,12,4,8,2,0
32,1,3,41,1,1,31,1,3,38,1,3,41,1,3,45,1,2,50,1,1,0,16,16,0,7,7,0,1,34
0,0,3,33,1,1,0,0,3,0,0,3,0,0,3,0,0,2,14,1,1,0,2,1,1,2,1,1,2,0
36,1,3,37,1,1,45,1,3,32,1,3,32,1,3,44,1,2,50,1,1,0,16,16,0,7,7,0,1,36
0,0,3,17,1,1,6,1,3,0,0,3,0,0,3,0,1,2,0,1,1,0,7,0,7,4,0,4,2,0
0,0,3,33,1,1,6,1,3,0,0,3,0,0,3,23,1,2,0,0,1,0,6,1,5,3,1,2,2,0
0,0,3,40,1,1,45,1,3,0,0,3,0,0,3,48,1,2,50,1,1,0,7,7,0,4,4,0,1,0
0,0,3,33,1,1,28,1,3,0,0,3,0,0,3,32,1,2,35,1,1,0,7,4,3,4,3,1,1,0
41,2,3,33,1,1,33,1,3,33,2,3,30,2,3,39,1,2,40,1,1,3,25,16,9,10,7,3,2,21
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
35,2,3,43,1,1,35,1,3,22,1,3,34,1,3,39,1,2,50,1,1,1,19,13,6,8,6,2,2,22
43,2,3,42,1,1,45,1,3,31,1,3,33,1,3,41,1,2,45,1,1,1,19,16,3,8,7,1,1,34
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,3,3,36,1,1,41,1,3,32,1,3,35,3,3,35,1,2,35,1,1,2,28,16,12,11,7,4,2,21.33333333
30,1,3,47,1,1,46,1,3,31,2,3,31,1,3,37,1,2,40,1,1,1,19,16,3,8,7,1,1,30.14285714
30,2,3,44,1,1,40,1,3,31,1,3,36,2,3,32,1,2,39,1,1,2,22,16,6,9,7,2,2,28.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
