NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;ESTADO_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;ESTADO DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;ESTADO TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;ESTADO CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;ESTADO CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;ESTADO SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;ESTADO SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;ESTADO OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;ESTADO NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_CD&C;VECES_CD&C;CREDITOS_CD&C;NOTA_DITO;VECES_DITO;CREDITOS_DITO;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ASES;VECES_ASES;CREDITOS_ASES;NOTA_TOP;VECES_TOP;CREDITOS_TOP;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_FOTO;VECES_FOTO;CREDITOS_FOTO;NOTA_SUELOS;VECES_SUELOS;CREDITOS_SUELOS;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_GEOGEO;VECES_GEOGEO;CREDITOS_GEOGEO;NOTA_PRII;VECES_PRII;CREDITOS_PRII;NOTA_GH&F;VECES_GH&F;CREDITOS_GH&F;NOTA_ECO_UNO;VECES_ECO_UNO;CREDITOS_ECO_UNO;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EST;VECES_EST;CREDITOS_EST;NOTA_AGEO;VECES_AGEO;CREDITOS_AGEO;NOTA_BD;VECES_BD;CREDITOS_BD;NOTA_CARTO;VECES_CARTO;CREDITOS_CARTO;NOTAS_SISC;VECES_SISC;CREDITOS_SISC;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_GEO_FIS;VECES GEO_FIS;CREDITOS_GEO_FIS;NOTA_SIG;VECES_SIG;CREDITOS_SIG;NOTA_LEGIC;VECES_LEGIC;CREDITOS_LEGIC;NOTA_ECO_DOS;VECES_ECO_DOS;CREDITO_ECO_DOS;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_GEO_SAL;VECES_GEO_SAL;CREDITOS_GEO_SAL;NOTA_PDI;VECES_PDI;CREDITOS_PDI;NOTA_PROCC;VECES_PROCC;CREDITOS_PROCC;NOTA_AVAP;VECES_AVAP;CREDITOS_AVAP;NOTA_ECONOMET;VECES_ECONOMET;CREDITOS_ECONOMET;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_FOTOD;VECES_FOTOD;CREDITOS_FOTOD;NOTA_AVAM;VECES_AVAM;CREDITOS_AVAM;NOTAS_MINV;VECES_MINV;CREDITOS_MINV;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_ORD_TER;VECES_ORD_TER;CREDITOS_ORD_TER;NOTA_TG_UNO;VECES_TG_UNO;CREDITOS_TG_UNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_VAL;VECES_VAL;CREDITOS_VAL;NOTA_PLADES;VECES_PLADES;CREDITOS_PLADES;NOTA_TG_DOS;VECES_TG_DOS;CREDITOS_TG_DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
11;3,1797E+19;0;0;20;0;0;0;430,43;55,7;55,7;48,49;48,33;57,65;57,65;50,31;0;54,45;46,06;10;3;10;2;2009;3;34,66666667;2;15;15;0;7;7;0;2;3;34,94117647;3;17;17;0;6;6;0;2;3;25,4;0;18;12;6;7;5;2;2;3;33;1;17;12;5;7;5;2;1;1;28,75;1;18;6;12;7;2;5;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;5;30;2;4;40;1;2;50;1;1;40;1;2;30;3;3;30;1;1;35;1;2;50;1;3;30;1;3;31;3;3;30;1;2;37;2;3;30;2;3;39;1;1;31;1;3;30;1;3;3;1;3;0;0;3;30;1;2;30;1;3;0;0;2;30;2;3;36;1;1;30;1;2;0;0;3;35;1;3;35;1;3;25;3;2;0;0;2;0;0;2;0;0;3;30;1;3;30;1;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;7;34;25;9;5;15,67578431
12;3,1797E+19;0;0;18;0;0;0;409,96;58,3;58,3;56;53,36;53,24;53,24;54,55;0;54,45;41,6;18;6;10;3;2009;3;38;0;15;15;0;7;7;0;1;1;32,35294118;1;17;17;0;6;6;0;1;1;36,38888889;0;18;18;0;7;7;0;1;1;34,94117647;1;17;17;0;7;7;0;1;1;35,88888889;1;18;18;0;7;7;0;1;1;38,52941176;0;17;17;0;8;8;0;1;1;39,0625;1;16;16;0;7;7;0;1;1;38,21428571;0;14;14;0;6;6;0;1;1;40;0;13;10;3;5;4;1;1;1;42,375;0;11;8;3;4;3;1;1;10;8;30;1;4;40;1;2;45;1;1;40;1;2;45;1;3;30;1;1;40;1;2;30;1;3;30;1;3;35;2;3;35;1;2;30;1;3;35;1;3;50;1;1;35;1;3;35;1;3;35;1;3;35;1;3;40;1;2;35;1;3;35;1;2;33;1;3;40;1;1;35;1;2;35;2;3;30;1;3;40;1;3;32;1;2;32;1;2;46;1;2;35;2;3;39;1;3;33;1;3;35;1;3;49;1;2;41;1;2;39;1;1;31;1;2;45;1;3;33;1;3;37;1;2;33;1;2;42;1;2;38;1;2;48;1;3;33;1;3;41;1;2;30;1;2;40;2;2;45;1;2;37;1;3;36;1;3;33;1;2;42;1;2;38;1;2;;;;32;1;3;50;1;2;0;0;3;40;1;3;42;1;2;0;0;3;30;1;2;46;1;3;47;1;3;4;64;62;2;10;37,57530929
13;3,1797E+19;1;2;17;1;20;5;426,3;47,41;47,41;41,92;57,92;58,52;58,52;60;0;44,33;65,86;16;5;10;3;2009;3;36;0;15;15;0;7;7;0;1;1;31,17647059;2;17;14;3;6;5;1;2;3;33,33333333;0;18;9;9;7;4;3;2;3;30,625;0;17;5;12;7;2;5;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;5;30;1;4;40;1;2;40;1;1;40;1;2;40;1;3;30;1;1;35;1;2;35;2;3;30;1;3;15;3;3;40;1;2;30;1;3;40;1;3;45;1;1;0;0;3;0;0;3;0;0;3;35;1;3;30;1;2;30;1;3;40;1;2;0;0;3;0;0;1;0;0;2;0;0;3;25;1;3;30;1;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;27;18;9;4;13,11348039
14;3,1797E+19;0;1;5;1;20;5;466,06;61,26;61,26;50,09;54,29;62,71;62,71;50,09;0;53,92;54,57;5;2;10;2;2009;3;36,33333333;6;15;15;0;7;7;0;2;3;34,11764706;0;17;17;0;6;6;0;1;1;32,11111111;1;18;18;0;7;7;0;1;1;34,64705882;0;17;17;0;7;7;0;1;1;37,05555556;2;18;18;0;7;7;0;2;3;37,47058824;1;17;17;0;8;8;0;1;1;39,375;0;16;16;0;7;7;0;1;1;37,28571429;0;14;14;0;6;6;0;1;1;40,9;0;13;10;3;5;4;1;1;1;39,63636364;0;11;11;0;4;4;0;1;10;8;35;3;4;30;2;2;35;2;1;40;1;2;35;3;3;45;2;1;40;2;2;43;1;3;30;1;3;32;1;3;35;1;2;35;1;3;30;1;3;30;1;1;30;1;3;32;1;3;31;1;3;30;1;3;37;1;2;35;2;3;40;1;2;32;1;3;38;1;1;30;1;2;36;1;3;38;1;3;31;1;3;34;3;2;32;1;2;35;1;2;37;2;3;46;1;3;39;1;3;33;1;3;40;1;2;37;1;2;43;1;1;38;1;2;38;2;3;34;1;3;39;1;2;35;1;2;36;1;2;42;1;2;42;1;3;36;1;3;46;1;2;37;1;2;37;1;2;37;1;2;37;1;3;37;1;3;38;1;2;33;1;2;42;1;2;;;;38;1;3;30;1;2;0;0;3;47;1;3;47;1;2;39;1;3;32;1;2;37;1;3;48;1;3;10;64;63;1;10;36,8932372
15;3,1797E+19;0;0;10;0;0;0;384,31;50,18;50,18;49,23;49;57,57;57,57;51,64;0;40,89;43,48;10;3;10;3;2009;3;32,46666667;6;15;11;4;7;6;1;2;3;31;2;17;6;11;6;2;4;2;3;38;1;18;5;13;7;2;5;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;39;0;17;2;15;8;1;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;5;23;7;4;40;4;2;35;1;1;36;3;2;30;5;3;40;3;1;39;5;2;0;0;3;24;5;3;0;0;3;19;3;2;38;1;3;39;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;41;1;2;36;2;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;39;1;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;9;28;11;17;4;14,04666667
16;3,1797E+19;0;1;6;1;20;5;405,55;56,59;56,59;44,84;52,59;50,87;50,87;53,85;0;42,25;47,21;6;3;10;3;2009;3;36,33333333;1;15;15;0;7;7;0;1;1;34,11764706;2;17;17;0;6;6;0;1;1;32,55555556;2;18;18;0;7;7;0;1;1;38;0;17;17;0;7;7;0;1;1;36,77777778;0;18;18;0;7;7;0;1;1;38,52941176;1;17;17;0;8;8;0;1;1;37,75;0;16;16;0;7;7;0;1;1;34,92857143;0;14;14;0;6;6;0;1;1;34,7;0;13;10;3;5;4;1;1;1;47,27272727;1;11;11;0;4;4;0;1;10;8;35;2;4;40;1;2;45;1;1;45;1;2;30;1;3;30;1;1;35;1;2;50;1;3;30;1;3;30;2;3;35;1;2;30;1;3;30;2;3;45;1;1;35;1;3;30;1;3;30;2;3;32;2;3;35;1;2;30;1;3;45;1;2;30;1;3;40;1;1;30;1;2;36;1;3;41;1;3;45;1;3;30;1;2;37;1;2;45;1;2;31;1;3;33;1;3;41;1;3;41;1;3;38;1;2;40;1;2;43;1;1;36;1;2;36;2;3;40;1;3;37;1;2;41;1;2;38;1;2;35;1;2;47;1;3;35;1;3;35;1;2;39;1;2;32;1;2;31;1;2;37;1;3;36;1;3;30;1;2;36;1;2;38;1;2;;;;34;1;3;30;1;2;0;0;3;37;1;3;37;1;2;50;1;3;41;2;2;46;1;3;50;1;3;7;64;63;1;10;37,09650242
17;3,1797E+19;1;1;20;1;172;20;418,38;50,97;50,97;53,97;49,26;55,21;55,21;55,53;0;65,26;51,56;11;4;4;3;2009;3;37,33333333;0;15;15;0;7;7;0;1;1;33,52941176;2;17;17;0;6;6;0;1;1;34,72222222;0;18;18;0;7;7;0;1;1;38,82352941;0;17;17;0;7;7;0;1;1;35,83333333;1;18;18;0;7;7;0;1;1;40,76470588;0;17;17;0;8;8;0;1;1;38,375;0;16;16;0;7;7;0;1;1;37,64285714;0;14;14;0;6;6;0;1;1;42,18181818;0;13;11;2;5;4;1;1;1;40,625;0;11;8;3;4;3;1;1;10;8;30;1;4;50;1;2;45;1;1;50;1;2;35;1;3;30;1;1;30;1;2;30;1;3;30;2;3;30;2;3;45;1;2;30;1;3;40;1;3;45;1;1;35;1;3;30;1;3;30;1;3;40;1;3;35;1;2;35;1;3;45;1;2;34;1;3;43;1;1;40;1;2;30;1;3;40;1;3;45;1;3;30;1;2;30;1;2;42;1;2;32;1;3;37;2;3;35;1;3;43;1;3;50;1;2;41;1;2;45;1;1;42;1;2;30;1;3;38;1;3;43;1;2;46;1;2;46;1;2;46;1;2;32;1;3;36;1;3;40;1;2;37;1;2;36;1;2;41;1;2;33;1;3;32;1;3;45;1;2;39;1;2;41;1;2;;;;39;1;3;0;0;2;38;1;3;47;1;3;46;1;2;0;0;3;35;1;2;42;1;3;43;1;3;3;64;62;2;10;37,98312113
18;3,1797E+19;0;2;20;3;41;15;404,66;49,62;49,62;53,55;40,66;54,31;54,31;44,69;0;43,87;48,32;20;6;10;3;2009;3;15;0;15;0;15;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;15;1;4;15;1;2;15;1;1;15;1;2;15;1;3;15;1;1;15;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;1,5
19;3,1797E+19;0;0;20;0;0;0;425,33;58,18;58,18;61,82;50,66;53,24;53,24;49,7;0;49,11;52,09;20;6;10;99;2009;3;35;2;15;15;0;7;7;0;1;1;34,70588235;2;17;17;0;6;6;0;1;1;33,05555556;1;18;18;0;7;7;0;1;1;38;2;17;17;0;7;7;0;1;1;34,61111111;3;18;18;0;7;7;0;1;1;38,05882353;0;17;17;0;8;8;0;1;1;36,5625;0;16;16;0;7;7;0;1;1;37,57142857;0;14;14;0;6;6;0;1;1;41,4;0;13;10;3;5;4;1;1;1;46,09090909;0;11;11;0;4;4;0;1;10;8;35;2;4;30;1;2;45;1;1;40;1;2;30;1;3;40;2;1;35;1;2;45;2;3;30;1;3;30;2;3;40;1;2;30;1;3;35;1;3;40;1;1;30;1;3;30;1;3;30;2;3;30;1;3;45;1;2;35;1;3;43;1;2;30;1;3;30;1;1;37;1;2;38;2;3;44;1;3;40;2;3;33;2;2;31;2;2;45;1;2;32;1;3;31;1;3;32;1;3;40;2;3;38;1;2;41;1;2;35;1;1;35;1;2;40;1;3;42;1;3;38;1;2;31;1;2;33;1;2;42;1;2;36;1;3;43;1;3;34;1;2;33;1;2;32;1;2;44;1;2;30;1;3;36;1;3;40;1;2;35;1;2;45;1;2;;;;36;1;3;48;1;2;0;0;3;44;1;3;39;1;2;50;1;3;39;1;2;45;1;3;48;1;3;10;64;63;1;10;37,50562102
20;3,1797E+19;1;0;12;0;0;0;442,45;53,35;53,35;56;55,14;60,02;60,02;50,31;0;52,13;75,34;15;5;10;3;2009;3;39;1;15;15;0;7;7;0;1;1;36,47058824;1;17;17;0;6;6;0;1;1;40;0;18;15;3;7;6;1;1;1;37;0;17;7;10;7;3;4;2;3;30;0;18;3;15;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;7;30;2;4;45;1;2;45;1;1;45;1;2;40;1;3;30;1;1;45;1;2;35;1;3;35;2;3;40;1;3;40;1;2;30;1;3;40;1;3;45;1;1;45;1;3;30;1;3;0;0;3;40;1;3;45;1;2;40;1;3;0;0;2;35;1;3;40;1;1;0;0;2;0;0;3;38;1;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;30;1;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;34;23;11;5;18,24705882
21;3,1797E+19;1;0;10;0;0;0;392,06;54,33;54,33;47,54;54,29;52,77;52,77;48,23;0;47,08;57,13;10;3;10;3;2009;3;35;0;15;15;0;7;7;0;1;1;35,58823529;3;17;17;0;6;6;0;2;3;35,94444444;0;18;18;0;7;7;0;1;1;36,76470588;0;17;17;0;7;7;0;1;1;36,38888889;1;18;18;0;7;7;0;1;1;37,11764706;0;17;17;0;8;8;0;1;1;35,25;0;16;16;0;7;7;0;1;1;36,14285714;0;14;14;0;6;6;0;1;1;38,6;0;13;10;3;5;4;1;1;1;43,63636364;1;11;11;0;4;4;0;1;10;8;30;1;4;40;1;2;45;1;1;40;1;2;30;1;3;30;1;1;40;1;2;45;2;3;35;3;3;30;3;3;40;1;2;30;1;3;35;1;3;45;1;1;50;1;3;36;1;3;30;1;3;34;1;3;31;1;2;30;1;3;40;1;2;39;1;3;34;1;1;38;1;2;30;1;3;41;1;3;35;1;3;37;2;2;42;1;2;37;1;2;37;1;3;35;1;3;39;1;3;30;1;3;44;1;2;35;1;2;45;1;1;40;1;2;31;1;3;37;1;3;35;1;2;37;1;2;40;1;2;40;1;2;37;1;3;33;1;3;33;1;2;34;1;2;30;1;2;37;1;2;38;1;3;38;1;3;30;1;2;35;1;2;37;1;2;;;;40;1;3;40;1;2;0;0;3;36;1;3;39;1;2;50;1;3;36;2;2;45;1;3;41;1;3;5;64;63;1;10;37,04331423
22;3,1797E+19;1;2;4;1;20;5;412,32;56,59;56,59;50,09;54,29;48,95;48,95;57,84;0;36,44;49,65;7;3;10;2;2009;3;37,33333333;0;15;15;0;7;7;0;1;1;32,94117647;0;17;17;0;6;6;0;1;1;37,22222222;0;18;18;0;7;7;0;1;1;40,35294118;0;17;17;0;7;7;0;1;1;37,33333333;1;18;18;0;7;7;0;1;1;39,52941176;0;17;17;0;8;8;0;1;1;36,5;0;16;16;0;7;7;0;1;1;40,07142857;0;14;14;0;6;6;0;1;1;39,7;0;13;10;3;5;4;1;1;1;40,72727273;1;11;11;0;4;4;0;1;10;8;30;1;4;40;1;2;45;1;1;40;1;2;45;1;3;30;1;1;35;1;2;30;1;3;35;1;3;30;1;3;40;1;2;30;1;3;35;1;3;45;1;1;45;1;3;30;1;3;35;1;3;45;1;3;35;1;2;30;1;3;45;1;2;39;1;3;45;1;1;40;1;2;33;1;3;40;1;3;45;1;3;42;1;2;38;2;2;46;1;2;35;1;3;30;1;3;37;1;3;38;1;3;42;1;2;43;1;2;45;1;1;37;1;2;30;1;3;43;1;3;42;1;2;40;1;2;46;1;2;32;1;2;37;1;3;33;1;3;38;1;2;40;1;2;31;1;2;41;1;2;38;1;3;41;1;3;42;1;2;41;1;2;38;1;2;;;;38;1;3;42;1;2;0;0;3;43;1;3;35;1;2;49;1;3;35;2;2;37;1;3;40;1;3;2;64;63;1;10;38,17111196
23;3,1797E+19;0;0;20;0;0;0;423,94;60,92;60,92;44,88;53,59;55,65;55,65;68,14;0;52,48;45,2;8;3;10;2;2009;3;35,33333333;1;15;15;0;7;7;0;1;1;34,70588235;1;17;17;0;6;6;0;1;1;33,33333333;0;18;18;0;7;7;0;1;1;33,88235294;0;17;17;0;7;7;0;1;1;39,22222222;3;18;18;0;7;7;0;1;1;38,64705882;1;17;17;0;8;8;0;1;1;35,8125;1;16;16;0;7;7;0;1;1;35,85714286;1;14;14;0;6;6;0;1;1;36,3;0;13;10;3;5;4;1;1;1;41,63636364;0;11;11;0;4;4;0;1;10;8;30;2;4;35;1;2;45;1;1;45;1;2;30;1;3;35;1;1;40;1;2;30;2;3;40;1;3;35;1;3;40;1;2;30;1;3;35;1;3;45;1;1;30;1;3;30;1;3;30;1;3;30;1;3;45;1;2;35;1;3;41;1;2;41;1;3;35;1;1;30;1;2;30;1;3;30;1;3;32;1;3;35;2;2;36;2;2;45;1;2;40;1;3;38;2;3;41;1;3;39;1;3;42;1;2;42;1;2;43;1;1;34;1;2;36;2;3;40;1;3;39;1;2;36;1;2;45;1;2;30;1;2;37;1;3;30;1;3;41;1;2;32;1;2;38;2;2;40;1;2;36;1;3;34;1;3;33;1;2;32;2;2;41;1;2;;;;35;1;3;39;1;2;0;0;3;36;1;3;36;1;2;42;1;3;31;1;2;42;1;3;48;1;3;8;64;63;1;10;36,47301895
24;3,1797E+19;1;2;10;1;20;5;445,69;52,06;52,06;44,84;57,92;60,56;60,56;62,35;0;55,82;57,13;10;3;10;2;2009;3;39,33333333;0;15;15;0;7;7;0;1;1;34,41176471;0;17;17;0;6;6;0;1;1;37,5;1;18;18;0;7;7;0;1;1;38,88235294;1;17;17;0;7;7;0;1;1;37,94444444;1;18;18;0;7;7;0;1;1;38,17647059;0;17;17;0;8;8;0;1;1;37,0625;0;16;16;0;7;7;0;1;1;39,14285714;0;14;14;0;6;6;0;1;1;42,4;0;13;10;3;5;4;1;1;1;42,27272727;0;11;11;0;4;4;0;1;10;8;30;1;4;45;1;2;45;1;1;50;1;2;40;1;3;35;1;1;40;1;2;30;1;3;35;1;3;35;1;3;45;1;2;30;1;3;35;1;3;45;1;1;45;1;3;35;1;3;35;2;3;30;1;3;45;1;2;35;1;3;48;1;2;36;2;3;40;1;1;30;1;2;40;1;3;39;1;3;40;1;3;32;1;2;37;1;2;40;1;2;37;2;3;41;1;3;40;1;3;37;1;3;43;1;2;46;1;2;32;1;1;35;1;2;30;1;3;41;1;3;38;1;2;40;1;2;39;1;2;37;1;2;34;1;3;33;1;3;45;1;2;41;1;2;34;1;2;41;1;2;33;1;3;39;1;3;47;1;2;33;1;2;45;1;2;;;;40;1;3;46;1;2;0;0;3;42;1;3;43;1;2;46;1;3;30;1;2;43;1;3;46;1;3;3;64;63;1;10;38,71264504
