NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIAS;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS
1946;37.86666666666667;49.0;32.8;33.0;30.333333333333332;31.0;0.0;31.11764705882353;6;37.0;35.0;30.0;31.0;0.0;31.0;30.0;42.0;0;31.0;0;9;9;0;4;4;0;1;0.0;0;1;30.0;1;3;30.0;1;2;0.0;0;3;43.0;1;2;0.0;0;2;37.0;1;2;0.0;0;2;1
1948;39.38461538461539;0.0;39.53333333333333;37.0;37.0;37.0;0.0;38.05882352941177;6;41.0;48.0;34.0;37.0;36.0;0.0;41.0;38.0;0;35.214285714285715;0;14;14;0;6;6;0;1;0.0;0;1;31.0;1;3;35.0;1;2;34.0;1;3;32.0;1;2;0.0;0;2;38.0;1;2;44.0;1;2;2
1949;34.84615384615385;0.0;31.833333333333332;33.0;30.0;32.0;0.0;31.323529411764707;4;27.5;45.0;38.0;36.0;30.0;0.0;0.0;43.0;0;24.6;0;4;4;0;2;2;0;2;33.0;1;1;30.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
1950;34.80769230769231;0.0;32.43333333333333;31.5;20.5;35.0;0.0;39.411764705882355;6;43.0;43.0;37.0;37.0;30.0;33.0;30.0;50.0;0;35.07142857142857;0;13;13;0;6;6;0;1;45.0;1;1;36.0;1;3;32.0;1;2;36.0;1;3;37.0;1;2;0.0;0;2;46.0;1;2;0.0;0;2;1
1951;37.06666666666667;47.0;34.13333333333333;31.0;29.0;33.0;0.0;32.94117647058823;6;31.0;42.0;34.0;34.0;33.0;30.0;30.0;41.0;0;36.61764705882353;1;20;17;3;8;8;0;1;37.0;1;1;31.5;2;3;36.0;1;2;35.0;1;3;42.0;1;2;41.0;1;2;38.0;1;2;36.0;1;2;2
1952;37.2;44.0;33.5;33.5;30.0;38.0;0.0;33.57142857142857;5;30.0;44.0;30.0;31.0;37.0;34.0;33.0;33.0;0;32.84615384615385;0;12;12;0;5;5;0;1;0.0;0;1;33.0;1;3;31.0;1;2;30.0;1;3;44.0;1;2;0.0;0;2;44.0;1;2;0.0;0;2;1
1953;38.84615384615385;0.0;38.8;34.0;38.0;34.0;0.0;38.35294117647059;6;42.0;48.0;37.0;37.0;32.0;0.0;31.0;35.0;0;37.166666666666664;0;12;12;0;5;5;0;1;0.0;0;1;38.0;1;3;33.0;1;2;42.0;1;3;0.0;0;2;0.0;0;2;38.0;1;2;32.0;1;2;2
1954;41.733333333333334;43.0;38.53333333333333;37.0;33.0;38.0;0.0;39.23529411764706;6;42.0;42.0;43.0;48.0;30.0;39.0;36.0;49.0;0;39.13333333333333;0;15;15;0;7;7;0;1;36.0;1;1;37.0;1;3;41.0;1;2;36.0;1;3;42.0;1;2;0.0;0;2;38.0;1;2;45.0;1;2;2
1957;34.11538461538461;0.0;36.6;30.0;32.0;34.0;0.0;37.64705882352941;6;39.0;42.0;33.0;32.0;33.0;44.0;30.0;40.0;0;30.75;0;11;11;0;5;5;0;1;39.0;1;1;31.0;1;3;31.0;1;2;37.0;1;3;32.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
1958;35.333333333333336;38.0;33.86666666666667;29.0;34.0;32.0;0.0;34.88235294117647;6;31.0;46.0;34.0;30.0;0.0;0.0;31.0;42.0;0;30.192307692307693;1;15;12;3;5;4;1;1;0.0;0;1;28.5;2;3;32.0;1;2;37.0;1;3;34.0;1;2;0.0;0;2;32.0;1;2;0.0;0;2;1
1959;41.76923076923077;0.0;32.36666666666667;24.333333333333332;31.0;30.5;0.0;29.92156862745098;5;33.0;30.0;32.0;0.0;0.0;0.0;29.0;48.0;0;32.18181818181818;0;10;10;0;5;5;0;1;40.0;1;1;30.0;1;3;30.0;1;2;0.0;0;3;40.0;1;2;42.0;1;2;0.0;0;2;0.0;0;2;1
1960;40.266666666666666;47.0;34.588235294117645;25.0;30.5;39.0;49.0;38.705882352941174;6;46.0;42.0;0.0;36.0;34.0;34.0;37.0;48.0;0;38.166666666666664;0;12;12;0;6;6;0;1;38.0;1;1;32.0;1;3;36.0;1;2;0.0;0;3;39.0;1;2;0.0;0;2;44.0;1;2;43.0;1;2;2
1962;37.84615384615385;0.0;32.36666666666667;27.5;24.0;30.0;0.0;33.411764705882355;6;33.0;36.0;35.0;36.0;32.0;0.0;30.0;37.0;0;37.0;0;11;11;0;5;5;0;1;0.0;0;1;33.0;1;3;34.0;1;2;0.0;0;3;35.0;1;2;0.0;0;2;43.0;1;2;42.0;1;2;1
1963;40.733333333333334;50.0;33.36666666666667;33.0;25.5;33.0;0.0;31.91176470588235;5;37.0;38.0;35.0;37.0;33.0;0.0;30.0;36.0;0;31.285714285714285;1;15;13;2;6;6;0;1;36.0;1;1;34.0;1;3;33.0;2;2;34.0;1;3;32.0;1;2;34.0;1;2;0.0;0;2;0.0;0;2;1
1964;37.666666666666664;44.0;38.8235294117647;35.0;33.0;35.0;41.0;41.05882352941177;6;44.0;44.0;42.0;31.0;35.0;40.0;29.0;35.0;0;39.266666666666666;0;15;15;0;7;7;0;1;40.0;1;1;45.0;1;3;36.0;1;2;36.0;1;3;32.0;1;2;0.0;0;2;45.0;1;2;40.0;1;2;3
1965;37.13333333333333;43.0;32.93333333333333;39.0;30.0;24.5;0.0;38.111111111111114;3;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;35.888888888888886;0;9;9;0;4;4;0;1;0.0;0;1;37.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;35.0;1;2;32.0;1;2;39.0;1;2;1
1967;36.13333333333333;47.0;33.1;31.5;30.0;33.0;0.0;33.94117647058823;6;30.0;41.0;30.0;31.0;32.0;0.0;32.0;41.0;0;37.0625;0;15;15;0;7;7;0;1;45.0;1;1;37.0;1;3;36.0;1;2;35.0;1;3;40.0;1;2;50.0;1;2;40.0;1;2;0.0;0;2;2
1970;36.233333333333334;50.0;31.066666666666666;30.0;29.0;30.0;0.0;33.11764705882353;6;33.0;38.0;32.0;33.0;0.0;33.0;30.0;43.0;0;33.416666666666664;0;12;12;0;6;6;0;1;45.0;1;1;34.0;1;3;33.0;1;2;0.0;0;3;32.0;1;2;0.0;0;2;31.0;1;2;31.0;1;2;2
1975;38.96666666666667;38.0;35.333333333333336;31.0;29.0;30.5;0.0;34.294117647058826;6;39.0;38.0;33.0;30.0;31.0;36.0;29.5;36.0;0;34.642857142857146;0;14;14;0;7;7;0;1;47.0;1;1;30.0;1;3;31.0;1;2;0.0;0;3;30.0;1;2;46.0;1;2;31.0;1;2;36.0;1;2;2
1976;33.63333333333333;40.0;34.06666666666667;30.0;30.0;30.0;0.0;30.029411764705884;4;36.0;30.0;36.0;33.0;0.0;0.0;30.0;31.0;0;29.454545454545453;1;16;10;6;4;3;1;2;0.0;0;1;28.333333333333332;3;3;32.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
1977;40.63333333333333;49.0;32.333333333333336;32.0;31.0;31.0;0.0;39.529411764705884;6;45.0;44.0;41.0;37.0;31.0;39.0;30.0;49.0;0;35.857142857142854;0;13;13;0;6;6;0;1;47.0;1;1;40.0;1;3;32.0;1;2;35.0;1;3;42.0;1;2;0.0;0;2;41.0;1;2;0.0;0;2;2
1987;41.0;50.0;40.35294117647059;45.0;32.0;38.0;42.0;42.111111111111114;7;44.0;46.0;32.0;48.0;30.5;36.0;37.0;48.0;0;37.0;0;15;15;0;7;7;0;1;50.0;1;1;38.0;1;3;35.0;1;2;34.0;1;3;37.0;1;2;50.0;1;2;41.0;1;2;0.0;0;2;2
1991;35.733333333333334;45.0;33.6;31.0;20.0;32.0;0.0;35.90909090909091;4;0.0;37.0;0.0;0.0;0.0;0.0;30.0;0.0;0;29.857142857142858;1;8;6;2;3;2;1;2;0.0;0;1;0.0;0;3;27.5;2;2;0.0;0;3;40.0;1;2;37.0;1;2;0.0;0;2;0.0;0;2;1
1993;35.73076923076923;0.0;37.36666666666667;45.0;30.0;30.5;0.0;35.94117647058823;6;39.0;37.0;33.0;36.0;30.0;34.0;0.0;44.0;0;32.791666666666664;2;17;12;5;6;5;1;1;35.0;1;1;29.5;2;3;31.0;2;2;0.0;0;3;40.0;1;2;0.0;0;2;30.0;1;2;34.0;1;2;1
1996;32.1;43.0;28.6;26.0;23.333333333333332;27.5;0.0;33.714285714285715;5;0.0;37.0;0.0;0.0;0.0;0.0;32.0;0.0;0;31.5;1;13;11;2;5;4;1;1;0.0;0;1;33.0;1;3;29.5;2;2;0.0;0;3;40.0;1;2;36.0;1;2;34.0;1;2;0.0;0;2;1
1997;39.56666666666667;44.0;34.93333333333333;30.0;27.5;35.0;0.0;36.26470588235294;6;37.0;42.0;37.0;35.0;33.0;37.0;31.0;39.0;0;35.57142857142857;0;13;13;0;6;6;0;1;45.0;1;1;33.0;1;3;38.0;1;2;38.0;1;3;42.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;1
1998;40.4;44.0;37.23529411764706;33.0;31.0;33.0;50.0;35.8235294117647;6;36.0;44.0;39.0;38.0;31.0;35.0;30.0;36.0;0;38.0;0;15;15;0;7;7;0;1;45.0;1;1;35.0;1;3;31.0;1;2;38.0;1;3;41.0;1;2;0.0;0;2;35.0;1;2;46.0;1;2;3
1999;35.4;41.0;31.366666666666667;30.5;24.333333333333332;28.0;0.0;32.61764705882353;5;28.5;42.0;32.0;0.0;0.0;33.0;0.0;42.0;0;36.0;0;14;14;0;7;7;0;1;44.0;1;1;30.0;1;3;33.0;1;2;0.0;0;3;38.0;1;2;42.0;1;2;33.0;1;2;39.0;1;2;1
2001;38.6;48.0;37.35294117647059;32.0;33.0;35.0;48.0;37.64705882352941;6;43.0;43.0;40.0;44.0;35.0;37.0;35.0;45.0;0;43.35294117647059;0;17;17;0;8;8;0;1;47.0;1;1;43.0;1;3;50.0;1;2;41.0;1;3;41.0;1;2;45.0;1;2;45.0;1;2;38.0;1;2;2
2004;32.07692307692308;0.0;33.32142857142857;27.5;31.0;30.0;0.0;30.625;3;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34.72727272727273;0;11;11;0;5;5;0;1;0.0;0;1;32.0;1;3;30.0;1;2;0.0;0;3;0.0;0;2;40.0;1;2;34.0;1;2;39.0;1;2;1
2005;33.86666666666667;48.0;30.633333333333333;31.0;32.0;28.0;0.0;28.529411764705884;4;33.0;37.0;0.0;30.0;0.0;0.0;30.0;0.0;0;25.984848484848488;3;19;10;9;5;3;2;1;36.0;1;1;31.0;2;3;25.666666666666668;3;2;0.0;0;3;38.0;1;2;14.75;2;2;0.0;0;2;0.0;0;2;1
2006;30.615384615384617;0.0;29.166666666666668;21.0;27.5;30.0;0.0;30.176470588235293;5;31.0;43.0;0.0;23.0;0.0;0.0;0.0;41.0;0;30.0;1;15;12;3;6;4;2;1;48.0;1;1;14.0;2;3;31.0;1;2;0.0;0;3;23.0;1;2;0.0;0;2;48.0;1;2;33.0;1;2;2
2007;39.46666666666667;44.0;41.411764705882355;47.0;39.0;36.0;45.0;36.94117647058823;6;42.0;38.0;37.0;39.0;31.0;35.0;31.0;44.0;0;35.92857142857143;0;13;13;0;6;6;0;1;46.0;1;1;42.0;1;3;30.0;1;2;37.0;1;3;39.0;1;2;0.0;0;2;41.0;1;2;0.0;0;2;2
2008;37.53333333333333;45.0;38.088235294117645;35.0;26.5;38.0;41.0;38.529411764705884;6;38.0;42.0;34.0;31.0;30.0;36.0;31.5;40.0;0;36.53333333333333;1;18;15;3;7;7;0;1;47.0;1;1;32.0;2;3;35.0;1;2;37.0;1;3;33.0;1;2;0.0;0;2;42.0;1;2;37.0;1;2;2
2009;37.333333333333336;50.0;35.029411764705884;31.0;25.5;33.0;48.0;40.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;21.333333333333332;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;32.0;1;2;0.0;0;2;1
2010;39.266666666666666;49.0;40.470588235294116;35.0;36.0;35.0;47.0;41.77777777777778;7;42.0;46.0;40.0;43.0;31.0;41.0;31.0;43.0;0;34.733333333333334;0;14;14;0;6;6;0;1;0.0;0;1;42.0;1;3;33.0;1;2;31.0;1;3;34.0;1;2;48.0;1;2;36.0;1;2;0.0;0;2;2
2011;36.43333333333333;44.0;31.4;37.0;23.0;30.0;0.0;27.08823529411765;4;26.5;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0;25.6;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;3;30.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;34.0;1;2;0.0;0;2;1
2013;34.73076923076923;0.0;35.6;32.0;33.0;32.0;0.0;33.17857142857143;5;30.5;39.0;32.0;21.0;33.0;36.0;31.0;43.0;0;28.384615384615383;1;14;12;2;5;3;2;2;0.0;0;1;34.0;1;3;32.0;1;2;31.0;1;3;28.0;2;2;0.0;0;2;27.0;1;2;0.0;0;2;2
2015;37.46153846153846;0.0;32.03333333333333;27.0;26.5;31.5;0.0;31.11764705882353;5;31.0;39.0;37.0;31.0;21.0;37.0;25.666666666666668;35.5;0;33.54545454545455;0;10;10;0;5;5;0;1;43.0;1;1;36.0;1;3;30.0;1;2;0.0;0;3;40.0;1;2;0.0;0;2;39.0;1;2;0.0;0;2;1
2016;34.5;0.0;32.06666666666667;30.333333333333332;28.666666666666668;31.0;0.0;27.352941176470587;4;19.0;33.0;0.0;0.0;0.0;0.0;0.0;41.0;0;22.714285714285715;2;9;6;3;3;1;2;2;22.0;2;1;30.0;1;3;23.5;2;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
2019;40.8;43.0;39.1764705882353;36.0;36.0;36.0;37.0;39.1764705882353;6;43.0;43.0;38.0;43.0;34.0;41.0;39.0;48.0;0;39.333333333333336;0;15;15;0;7;7;0;1;47.0;1;1;41.0;1;3;36.0;1;2;38.0;1;3;37.0;1;2;0.0;0;2;38.0;1;2;42.0;1;2;2
2020;38.333333333333336;45.0;33.6;31.0;23.0;38.0;0.0;33.23529411764706;6;35.0;39.0;33.0;38.0;30.0;34.0;33.0;39.0;0;36.94117647058823;0;17;17;0;8;8;0;1;47.0;1;1;36.0;1;3;37.0;1;2;35.0;1;3;30.0;1;2;42.0;1;2;33.0;1;2;42.0;1;2;1
2022;38.53333333333333;45.0;35.36666666666667;33.0;30.5;38.0;0.0;36.05882352941177;6;40.0;39.0;44.0;35.0;33.0;0.0;35.0;44.0;0;36.875;0;15;15;0;7;7;0;1;31.0;1;1;32.0;1;3;39.0;1;2;41.0;1;3;43.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2
2024;34.23076923076923;0.0;39.2;46.0;38.0;32.0;0.0;38.470588235294116;6;39.0;43.0;35.0;35.0;34.0;39.0;30.0;41.0;0;38.266666666666666;0;15;15;0;7;7;0;1;46.0;1;1;35.0;1;3;43.0;1;2;31.0;1;3;44.0;1;2;0.0;0;2;38.0;1;2;40.0;1;2;2
2025;37.2;48.0;35.76470588235294;31.0;38.0;30.0;47.0;37.0;6;39.0;45.0;44.0;35.0;29.0;35.0;30.0;37.0;0;33.285714285714285;0;13;13;0;6;6;0;1;40.0;1;1;32.0;1;3;37.0;1;2;34.0;1;3;34.0;1;2;0.0;0;2;43.0;1;2;0.0;0;2;1
2026;41.2;47.0;35.0;30.0;28.0;32.0;0.0;34.1764705882353;5;28.0;43.0;33.0;35.0;0.0;28.0;33.0;42.0;0;39.166666666666664;0;12;12;0;6;6;0;1;37.0;1;1;31.0;1;3;50.0;1;2;0.0;0;3;42.0;1;2;0.0;0;2;38.0;1;2;40.0;1;2;2
2029;38.733333333333334;32.0;30.41176470588235;30.0;18.333333333333332;31.0;35.0;24.0;2;16.0;19.0;29.0;0.0;0.0;0.0;21.0;0.0;0;26.875;1;9;7;2;4;3;1;2;44.0;1;1;0.0;0;3;23.5;2;2;0.0;0;3;30.0;1;2;0.0;0;2;32.0;1;2;0.0;0;2;1
2030;36.96666666666667;37.0;30.2;22.666666666666668;22.333333333333332;33.0;0.0;31.264705882352942;4;28.5;34.0;0.0;0.0;0.0;0.0;28.0;0.0;0;30.863636363636363;3;18;11;7;5;3;2;1;0.0;0;1;23.5;2;3;28.0;2;2;0.0;0;3;32.5;2;2;0.0;0;2;30.0;1;2;44.0;1;2;2
2032;38.13333333333333;47.0;36.88235294117647;42.0;27.0;33.0;49.0;36.11764705882353;6;33.0;41.0;30.0;18.5;30.0;35.0;30.0;40.0;0;35.411764705882355;0;17;17;0;8;8;0;1;34.0;1;1;36.0;1;3;30.0;1;2;34.0;1;3;44.0;1;2;34.0;1;2;37.0;1;2;34.0;1;2;1
2034;40.333333333333336;43.0;38.029411764705884;39.0;33.0;35.0;41.0;45.833333333333336;7;48.0;49.0;38.0;39.0;33.0;39.0;35.0;45.0;0;39.35294117647059;0;17;17;0;8;8;0;1;50.0;1;1;42.0;1;3;36.0;1;2;37.0;1;3;33.0;1;2;41.0;1;2;37.0;1;2;44.0;1;2;2
2036;32.56666666666667;43.0;30.735294117647058;23.0;22.0;23.5;50.0;32.375;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;28.0;0;8;8;0;4;3;1;2;0.0;0;1;0.0;0;3;36.0;1;2;0.0;0;3;22.0;1;2;34.0;1;2;34.0;1;2;0.0;0;2;1
2039;37.93333333333333;42.0;33.94117647058823;32.0;32.0;33.0;38.0;37.72222222222222;6;41.0;35.0;35.0;31.0;33.0;0.0;24.0;36.0;41;29.285714285714285;0;13;13;0;6;5;1;2;35.0;1;1;31.0;1;3;33.0;1;2;20.0;1;3;37.0;1;2;0.0;0;2;41.0;1;2;0.0;0;2;1
2040;38.666666666666664;38.0;36.8235294117647;38.0;28.0;37.0;45.0;34.411764705882355;6;37.0;44.0;33.0;37.0;31.0;39.0;39.0;47.0;0;39.470588235294116;0;17;17;0;8;8;0;1;47.0;1;1;37.0;1;3;40.0;1;2;37.0;1;3;43.0;1;2;43.0;1;2;35.0;1;2;40.0;1;2;2
2042;40.166666666666664;46.0;32.94117647058823;31.0;32.0;21.5;39.0;34.142857142857146;5;35.0;41.0;31.0;26.0;37.0;31.0;31.5;41.0;0;33.5;0;15;15;0;7;7;0;1;44.0;1;1;32.0;1;3;30.0;1;2;34.0;1;3;33.0;1;2;39.0;1;2;45.0;1;2;0.0;0;2;1
2043;38.46666666666667;43.0;33.529411764705884;24.0;30.0;28.0;47.0;36.11764705882353;5;29.0;47.0;31.0;31.0;24.5;0.0;30.0;43.0;0;32.75;2;20;15;5;7;5;2;1;44.0;1;1;29.0;2;3;36.0;1;2;26.0;1;3;43.0;1;2;47.0;1;2;31.5;2;2;0.0;0;2;1
2044;38.46666666666667;37.0;34.46666666666667;30.0;33.0;31.0;0.0;35.588235294117645;5;37.0;43.0;32.0;38.0;31.0;0.0;30.0;43.0;0;33.06666666666667;0;15;15;0;7;7;0;1;45.0;1;1;33.0;1;3;30.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;33.0;1;2;33.0;1;2;2
2045;37.46666666666667;42.0;35.3;30.0;25.5;37.0;0.0;37.1764705882353;6;35.0;48.0;37.0;34.0;32.0;0.0;31.0;42.0;0;39.46666666666667;0;15;15;0;7;7;0;1;47.0;1;1;35.0;1;3;40.0;1;2;30.0;1;3;49.0;1;2;0.0;0;2;41.0;1;2;45.0;1;2;2
2048;38.69230769230769;0.0;35.666666666666664;32.0;34.0;37.0;0.0;35.88235294117647;6;32.0;48.0;0.0;0.0;0.0;0.0;34.0;0.0;0;25.333333333333332;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;38.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
2049;37.13333333333333;42.0;36.470588235294116;31.0;32.0;31.0;49.0;34.294117647058826;6;34.0;47.0;32.0;32.0;31.0;0.0;24.0;44.0;0;32.666666666666664;0;11;11;0;5;5;0;1;0.0;0;1;30.0;1;3;36.0;1;2;0.0;0;3;35.0;1;2;42.0;1;2;38.0;1;2;0.0;0;2;1
2051;35.23076923076923;0.0;26.111111111111107;18.0;20.333333333333332;20.333333333333332;0.0;30.11764705882353;5;31.0;37.0;0.0;0.0;0.0;0.0;26.0;0.0;0;32.0;0;7;7;0;4;4;0;1;30.0;1;1;0.0;0;3;31.0;1;2;0.0;0;3;40.0;1;2;42.0;1;2;0.0;0;2;0.0;0;2;1
2054;37.2;46.0;33.88235294117647;34.0;32.0;30.0;35.0;38.0;7;37.0;43.0;33.0;33.0;35.0;0.0;33.0;43.0;0;34.09090909090909;0;11;11;0;5;5;0;1;0.0;0;1;33.0;1;3;32.0;1;2;0.0;0;3;36.0;1;2;0.0;0;2;30.0;1;2;40.0;1;2;2
2055;33.46153846153846;0.0;30.066666666666666;22.0;21.333333333333332;30.0;0.0;37.625;3;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0;30.9;1;13;10;3;5;4;1;1;38.0;1;1;21.0;2;3;34.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;32.0;1;2;38.0;1;2;1
2056;36.53333333333333;33.0;28.11764705882353;22.333333333333332;21.0;27.0;31.0;27.75;2;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0;25.444444444444443;1;11;9;2;4;2;2;2;0.0;0;1;18.0;1;3;18.5;2;2;0.0;0;3;0.0;0;2;0.0;0;2;39.0;1;2;30.0;1;2;1
2057;35.23076923076923;0.0;31.933333333333334;19.0;31.0;30.0;0.0;35.588235294117645;6;38.0;36.0;33.0;44.0;32.0;39.0;33.0;41.0;0;33.92857142857143;0;13;13;0;6;6;0;1;47.0;1;1;34.0;1;3;35.0;1;2;34.0;1;3;32.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
2058;36.7;50.0;34.55882352941177;30.0;32.0;30.0;36.0;35.294117647058826;6;45.0;36.0;37.0;37.0;30.0;33.0;29.5;44.0;0;33.42857142857143;0;14;14;0;6;6;0;1;0.0;0;1;35.0;1;3;30.0;1;2;31.0;1;3;41.0;1;2;0.0;0;2;31.0;1;2;33.0;1;2;2
2060;33.84444444444445;43.0;30.266666666666666;23.0;23.333333333333332;31.0;0.0;36.06666666666667;5;34.0;42.0;0.0;39.0;34.0;0.0;36.0;43.0;0;35.888888888888886;0;9;9;0;5;5;0;1;41.0;1;1;0.0;0;3;36.0;1;2;0.0;0;3;38.0;1;2;0.0;0;2;30.0;1;2;37.0;1;2;2
2064;39.93333333333333;38.0;33.94117647058823;30.0;30.0;29.0;44.0;34.05882352941177;6;39.0;36.0;36.0;39.0;30.0;40.0;30.0;44.0;0;37.1764705882353;0;17;17;0;8;8;0;1;47.0;1;1;35.0;1;3;30.0;1;2;30.0;1;3;45.0;1;2;45.0;1;2;35.0;1;2;40.0;1;2;1
2065;39.86666666666667;44.0;38.26470588235294;38.0;28.5;36.0;48.0;42.333333333333336;7;39.0;46.0;44.0;39.0;30.0;34.0;32.0;45.0;0;37.53333333333333;1;18;15;3;7;7;0;1;47.0;1;1;32.0;2;3;37.0;1;2;36.0;1;3;40.0;1;2;0.0;0;2;45.0;1;2;34.0;1;2;2
2067;36.03846153846154;0.0;33.3;30.0;27.5;34.0;0.0;33.8235294117647;6;32.0;47.0;34.0;32.0;31.0;31.0;29.5;44.0;0;34.541666666666664;1;15;12;3;6;5;1;1;46.0;1;1;29.5;2;3;34.0;1;2;0.0;0;3;32.0;1;2;0.0;0;2;34.0;1;2;40.0;1;2;1
2071;35.6;44.0;35.8;31.0;32.0;36.0;0.0;37.411764705882355;6;39.0;44.0;34.0;33.0;30.0;37.0;29.5;38.0;0;33.54545454545455;0;10;10;0;5;5;0;1;46.0;1;1;33.0;1;3;30.0;1;2;0.0;0;3;34.0;1;2;48.0;1;2;0.0;0;2;0.0;0;2;1
2073;32.76923076923077;0.0;35.766666666666666;33.0;34.5;31.0;0.0;29.41176470588235;4;26.0;30.0;0.0;0.0;0.0;0.0;28.5;0.0;0;29.384615384615383;0;12;12;0;6;6;0;2;34.0;1;1;30.0;1;3;36.0;1;2;0.0;0;3;30.0;1;2;33.0;1;2;30.0;1;2;0.0;0;2;1
2075;32.43333333333333;48.0;37.4;30.0;36.0;34.0;0.0;34.64705882352941;6;34.0;37.0;36.0;35.0;28.0;35.0;25.0;42.0;0;29.166666666666668;0;5;5;0;2;2;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;2;0.0;0;2;1
2076;34.13333333333333;37.0;35.166666666666664;33.5;32.0;31.0;0.0;32.588235294117645;6;34.0;40.0;0.0;31.0;0.0;0.0;31.0;48.0;0;33.05;1;12;9;3;4;4;0;1;0.0;0;1;31.5;2;3;30.0;1;2;0.0;0;3;40.0;1;2;48.0;1;2;0.0;0;2;0.0;0;2;1
2079;35.5;42.0;35.470588235294116;31.0;30.333333333333332;34.0;46.0;32.833333333333336;6;27.0;30.0;0.0;0.0;0.0;0.0;24.0;0.0;0;30.2;0;9;9;0;4;4;0;1;0.0;0;1;30.0;1;3;30.0;1;2;0.0;0;3;32.0;1;2;44.0;1;2;0.0;0;2;0.0;0;2;1
2080;34.86666666666667;45.0;35.53333333333333;30.0;30.0;35.0;0.0;34.23529411764706;6;35.0;41.0;32.0;24.0;28.0;0.0;25.5;31.0;0;35.0;0;9;9;0;4;4;0;1;0.0;0;1;30.0;1;3;41.0;1;2;0.0;0;3;39.0;1;2;50.0;1;2;0.0;0;2;0.0;0;2;1
2081;35.03333333333333;43.0;32.833333333333336;23.5;30.0;33.0;0.0;29.470588235294116;4;28.0;27.0;0.0;0.0;0.0;28.0;31.0;0.0;0;28.0;0;6;6;0;3;3;0;2;42.0;1;1;30.0;1;3;0.0;0;2;0.0;0;3;32.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
2082;32.57692307692308;0.0;31.933333333333334;23.5;33.0;34.0;0.0;30.941176470588236;5;27.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0;17.0;1;2;1;1;1;1;0;2;34.0;2;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
