NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIAS;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS
2;31.8;36.0;31.65625;22.5;30.0;30.0;32.0;37.93333333333333;6;35.0;0.0;22.5;35.0;30.0;30.0;35.0;27.5;30;34.0625;3;25;15;10;7;6;1;1;35.0;1;1;30.0;3;3;35.0;1;2;40.0;1;3;27.5;2;2;42.5;2;2;45.0;1;2;0.0;0;2;2
3;30.833333333333332;40.0;26.53846153846154;25.0;20.0;0.0;0.0;31.666666666666668;4;35.0;0.0;30.0;15.0;4.0;0.0;0.0;21.25;0;27.916666666666668;1;6;5;1;3;2;1;2;27.5;2;1;0.0;0;3;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;1
5;36.333333333333336;45.0;34.78125;35.0;32.5;35.0;37.0;37.0;5;35.0;0.0;30.0;40.0;35.0;40.0;35.0;40.0;45;30.416666666666668;0;11;11;0;5;5;0;1;30.0;1;1;35.0;1;3;35.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
6;35.333333333333336;40.0;35.0;30.0;30.0;35.0;35.0;40.733333333333334;6;35.0;0.0;35.0;40.0;35.0;30.0;40.0;35.0;44;38.333333333333336;0;11;11;0;5;5;0;1;35.0;1;1;40.0;1;3;45.0;1;2;45.0;1;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
8;38.07692307692308;0.0;36.25;30.0;35.0;0.0;0.0;34.5;3;30.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0;26.25;0;3;3;0;1;1;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
9;38.666666666666664;50.0;34.3125;35.0;30.0;35.0;37.0;40.733333333333334;6;35.0;0.0;35.0;35.0;35.0;35.0;35.0;40.0;40;32.857142857142854;1;15;13;2;6;6;0;1;40.0;1;1;35.0;1;3;40.0;1;2;30.0;1;3;30.0;1;2;42.5;2;2;0.0;0;2;0.0;0;2;2
10;33.666666666666664;40.0;34.5625;35.0;30.0;28.5;38.0;37.53333333333333;6;35.0;0.0;40.0;30.0;45.0;35.0;30.0;30.0;43;30.625;1;14;11;3;5;4;1;1;35.0;1;1;27.5;2;3;30.0;1;2;40.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
11;32.53333333333333;39.0;30.833333333333332;22.5;27.5;28.666666666666668;38.0;28.142857142857142;4;25.0;0.0;30.0;28.5;35.0;30.0;30.0;35.0;32;32.2;1;17;15;2;7;7;0;1;35.0;1;1;30.0;1;3;32.5;2;2;31.0;1;3;35.0;1;2;0.0;0;2;35.0;1;2;30.0;1;2;2
12;34.2;39.0;33.09375;27.5;35.0;30.0;36.0;36.733333333333334;6;30.0;0.0;30.0;40.0;30.0;30.0;40.0;25.0;44;31.642857142857142;1;14;13;1;6;5;1;1;25.0;2;1;35.0;1;3;30.0;1;2;33.0;1;3;35.0;1;2;42.0;1;2;0.0;0;2;0.0;0;2;2
14;36.15384615384615;45.0;37.5;40.0;30.0;0.0;0.0;23.571428571428573;1;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0;15.0;0;3;3;0;1;0;1;2;0.0;0;1;20.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
15;37.93333333333333;32.0;39.0625;40.0;30.0;45.0;50.0;40.333333333333336;6;40.0;0.0;35.0;50.0;50.0;40.0;35.0;45.0;45;40.42857142857143;1;15;13;2;6;6;0;1;40.0;1;1;40.0;1;3;45.0;1;2;45.0;1;3;45.0;1;2;45.5;2;2;0.0;0;2;0.0;0;2;2
16;35.4;33.0;33.3125;30.0;30.0;30.0;34.0;39.06666666666667;6;30.0;0.0;30.0;30.0;30.0;35.0;40.0;40.0;45;38.05882352941177;1;19;17;2;8;8;0;1;30.0;1;1;35.0;1;3;35.0;1;2;40.0;1;3;40.0;1;2;40.0;2;2;45.0;1;2;36.0;1;2;2
18;32.733333333333334;33.0;32.03125;32.5;25.0;30.0;35.0;33.766666666666666;5;27.5;0.0;40.0;30.0;25.0;30.0;32.5;27.5;35;32.4;1;21;15;6;7;6;1;1;35.0;1;1;25.0;3;3;30.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;40.0;1;2;38.0;1;2;2
19;31.153846153846153;0.0;28.125;30.0;27.5;0.0;0.0;24.25;3;7.0;0.0;40.0;1.6666666666666667;30.0;0.0;0.0;30.0;0;10.285714285714286;4;32;9;23;3;0;3;1;19.0;4;1;10.0;6;3;0.0;0;2;0.0;2;3;11.5;2;2;0.0;0;2;0.0;0;2;0.0;0;2;1
20;37.2;39.0;36.375;30.0;30.0;35.0;46.0;42.2;6;35.0;0.0;40.0;40.0;50.0;40.0;35.0;40.0;45;34.0;0;13;13;0;6;6;0;1;35.0;1;1;30.0;1;3;40.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;48.0;1;2;0.0;0;2;2
21;33.4;38.0;36.34375;32.5;40.0;30.0;47.0;37.06666666666667;6;30.0;0.0;40.0;35.0;40.0;35.0;30.0;35.0;40;31.785714285714285;0;13;13;0;6;6;0;1;40.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;2
22;41.666666666666664;45.0;40.892857142857146;45.0;40.0;0.0;50.0;38.333333333333336;3;40.0;0.0;35.0;35.0;40.0;0.0;40.0;40.0;0;31.428571428571427;0;6;6;0;3;3;0;1;40.0;1;1;40.0;1;3;30.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
23;34.666666666666664;30.0;33.1875;35.0;30.0;30.0;18.0;36.6;6;30.0;0.0;30.0;50.0;40.0;35.0;30.0;40.0;33;34.583333333333336;0;11;11;0;5;5;0;1;40.0;1;1;40.0;1;3;40.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
24;35.333333333333336;35.0;32.3125;30.0;22.5;38.0;33.0;33.15384615384615;3;25.0;0.0;30.0;20.666666666666668;30.0;30.0;35.0;30.0;0;30.208333333333332;3;21;13;8;5;3;2;1;22.5;2;1;25.0;2;3;40.0;1;2;35.0;1;3;40.0;1;2;0.0;0;2;0.0;3;2;0.0;0;2;1
26;33.833333333333336;40.0;30.3125;22.5;22.5;40.0;45.0;34.93333333333333;6;30.0;0.0;35.0;25.0;30.0;25.0;27.5;30.0;45;30.416666666666668;1;12;11;1;5;4;1;1;25.0;2;1;30.0;1;3;44.0;1;2;34.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
27;38.333333333333336;35.0;36.625;40.0;30.0;30.0;38.0;38.06666666666667;6;30.0;0.0;30.0;40.0;35.0;35.0;30.0;35.0;40;32.5;0;11;11;0;5;5;0;1;30.0;1;1;40.0;1;3;35.0;1;2;30.0;1;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
28;37.0;45.0;38.0;40.0;35.0;40.0;39.0;37.53333333333333;6;30.0;0.0;35.0;40.0;35.0;45.0;30.0;40.0;44;33.642857142857146;0;13;13;0;6;6;0;1;30.0;1;1;30.0;1;3;45.0;1;2;35.0;1;3;40.0;1;2;0.0;0;2;38.0;1;2;0.0;0;2;2
30;35.06666666666667;43.0;36.5625;30.0;35.0;27.5;40.0;37.6;6;30.0;0.0;40.0;45.0;30.0;30.0;30.0;30.0;45;37.07142857142857;0;13;13;0;6;6;0;1;30.0;1;1;40.0;1;3;45.0;1;2;35.0;1;3;45.0;1;2;0.0;0;2;42.0;1;2;0.0;0;2;2
31;33.13333333333333;41.0;30.46875;30.0;27.5;30.0;45.0;37.733333333333334;6;40.0;0.0;40.0;45.0;45.0;30.0;35.0;45.0;41;37.714285714285715;1;15;13;2;6;6;0;1;40.0;1;1;35.0;1;3;45.0;1;2;40.0;1;3;40.0;1;2;46.5;2;2;0.0;0;2;0.0;0;2;2
32;37.666666666666664;40.0;34.25;35.0;25.0;42.0;37.0;37.666666666666664;6;30.0;0.0;32.5;30.0;30.0;30.0;26.666666666666668;30.0;43;31.714285714285715;1;15;13;2;6;6;0;1;30.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;44.5;2;2;0.0;0;2;0.0;0;2;2
33;35.0;0.0;30.0;30.0;25.0;0.0;0.0;23.475;2;13.25;0.0;40.0;0.0;35.0;0.0;0.0;30.0;0;12.0;2;17;5;12;2;0;2;2;0.0;0;1;12.333333333333334;3;3;0.0;0;2;0.0;0;3;17.5;4;2;0.0;0;2;0.0;0;2;0.0;0;2;1
34;30.144444444444446;34.0;27.53125;22.5;25.0;13.5;38.0;33.11538461538461;4;30.0;0.0;35.0;40.0;41.0;20.75;27.5;25.0;40;26.5;2;18;11;7;5;4;1;2;30.0;2;1;20.0;3;3;30.0;1;2;30.0;1;3;39.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
35;35.4;38.0;33.1875;30.0;30.0;36.0;42.0;33.46666666666667;5;30.0;0.0;30.0;45.0;40.0;35.0;30.0;35.0;40;30.813333333333333;1;27;15;12;7;6;1;1;35.0;1;1;30.0;1;3;35.0;1;2;16.4;5;3;35.0;1;2;0.0;0;2;39.0;1;2;35.0;1;2;1
36;31.53846153846154;0.0;29.375;35.0;20.0;0.0;0.0;24.583333333333332;3;15.0;0.0;30.0;0.0;0.0;0.0;0.0;26.666666666666668;0;16.5;2;14;4;10;2;0;2;2;22.5;2;1;20.0;4;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
38;35.13333333333333;41.0;36.875;30.0;45.0;30.0;40.0;37.06666666666667;6;30.0;0.0;40.0;35.0;30.0;35.0;30.0;30.0;50;31.25;0;11;11;0;5;5;0;1;35.0;1;1;35.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
39;37.0;45.0;35.46875;35.0;27.5;40.0;45.0;36.1;5;22.5;0.0;50.0;40.0;35.0;35.0;30.0;30.0;36;36.285714285714285;0;13;13;0;6;6;0;1;40.0;1;1;35.0;1;3;45.0;1;2;35.0;1;3;40.0;1;2;0.0;0;2;44.0;1;2;0.0;0;2;2
40;33.6;32.0;33.125;32.5;27.5;35.0;35.0;41.13333333333333;6;40.0;0.0;35.0;45.0;45.0;35.0;30.0;30.0;45;34.8125;1;17;15;2;7;7;0;1;35.0;1;1;30.0;1;3;40.0;1;2;35.0;1;3;40.0;1;2;43.5;2;2;40.0;1;2;0.0;0;2;2
41;36.333333333333336;35.0;30.25;30.0;27.5;30.0;32.0;34.666666666666664;6;30.0;0.0;45.0;30.0;35.0;35.0;30.0;35.0;32;32.8;1;17;15;2;7;7;0;1;30.0;1;1;30.0;1;3;30.0;2;2;30.0;1;3;35.0;1;2;0.0;0;2;45.0;1;2;31.0;1;2;2
44;33.46666666666667;36.0;30.15625;30.0;22.5;35.0;30.0;32.0;5;21.666666666666668;0.0;30.0;22.5;35.0;30.0;28.0;27.5;38;36.166666666666664;1;18;15;3;7;6;1;1;35.0;1;1;27.5;2;3;30.0;1;2;35.0;1;3;45.0;1;2;0.0;0;2;45.0;1;2;40.0;1;2;2
45;38.0;50.0;32.90625;30.0;27.5;35.0;37.0;40.4;6;35.0;0.0;40.0;35.0;40.0;35.0;30.0;45.0;45;31.071428571428573;1;15;13;2;6;6;0;1;45.0;1;1;30.0;1;3;35.0;1;2;30.0;1;3;30.0;1;2;40.0;2;2;0.0;0;2;0.0;0;2;2
46;36.333333333333336;45.0;40.625;35.0;45.0;45.0;40.0;41.46666666666667;6;35.0;0.0;40.0;45.0;35.0;40.0;30.0;30.0;45;35.5;0;13;13;0;6;6;0;1;35.0;1;1;40.0;1;3;45.0;1;2;30.0;1;3;40.0;1;2;0.0;0;2;41.0;1;2;0.0;0;2;2
52;34.666666666666664;40.0;32.40625;25.0;27.5;35.0;43.0;35.2;6;30.0;0.0;35.0;30.0;30.0;35.0;40.0;30.0;44;32.59375;2;20;15;5;7;6;1;1;35.0;1;1;27.5;2;3;35.0;1;2;32.0;1;3;35.0;1;2;44.0;2;2;40.0;1;2;0.0;0;2;2
53;38.0;45.0;35.40625;35.0;27.5;35.0;42.0;39.4;6;40.0;0.0;45.0;40.0;45.0;40.0;30.0;30.0;45;32.5;0;11;11;0;5;5;0;1;40.0;1;1;35.0;1;3;35.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
54;29.733333333333334;40.0;33.125;20.0;30.0;39.0;31.0;28.5;4;26.0;0.0;35.0;30.0;21.666666666666668;33.0;35.0;21.666666666666668;47;28.928571428571427;1;19;13;6;6;5;1;2;30.0;1;1;21.666666666666668;3;3;35.0;1;2;30.0;1;3;40.0;1;2;35.0;1;2;0.0;0;2;0.0;0;2;2
55;35.333333333333336;40.0;38.375;40.0;35.0;35.0;32.0;39.0;6;35.0;0.0;40.0;45.0;35.0;35.0;35.0;35.0;30;33.857142857142854;0;13;13;0;6;6;0;1;35.0;1;1;30.0;1;3;35.0;1;2;35.0;1;3;40.0;1;2;0.0;0;2;47.0;1;2;0.0;0;2;2
56;34.2;39.0;32.09375;30.0;32.5;30.0;43.0;35.8;6;35.0;0.0;35.0;40.0;35.0;40.0;30.0;30.0;39;32.57142857142857;0;13;13;0;6;6;0;1;35.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;48.0;1;2;0.0;0;2;2
57;39.666666666666664;45.0;40.3125;30.0;45.0;30.0;45.0;40.2;6;30.0;0.0;40.0;45.0;45.0;35.0;40.0;35.0;45;34.42857142857143;0;13;13;0;6;6;0;1;40.0;1;1;35.0;1;3;35.0;1;2;35.0;1;3;40.0;1;2;41.0;1;2;0.0;0;2;0.0;0;2;2
58;36.06666666666667;33.0;37.1875;35.0;30.0;35.0;45.0;37.4;6;30.0;0.0;40.0;40.0;45.0;35.0;30.0;30.0;45;32.642857142857146;1;15;13;2;6;6;0;1;40.0;1;1;35.0;1;3;30.0;1;2;30.0;1;3;35.0;1;2;46.0;2;2;0.0;0;2;0.0;0;2;2
59;33.0;35.0;30.0;30.0;25.0;0.0;0.0;23.4;1;15.5;0.0;21.666666666666668;0.0;45.0;1.0;0.0;35.0;0;17.5;2;9;4;5;2;0;2;2;20.0;3;1;22.5;2;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
60;37.666666666666664;45.0;35.75;35.0;32.5;40.0;36.0;39.2;6;35.0;0.0;40.0;30.0;40.0;30.0;27.5;30.0;40;35.42857142857143;1;15;13;2;6;6;0;1;40.0;1;1;30.0;1;3;45.0;1;2;35.0;1;3;40.0;1;2;45.5;2;2;0.0;0;2;0.0;0;2;2
61;36.333333333333336;40.0;34.71875;27.5;30.0;30.0;34.0;38.93333333333333;6;30.0;0.0;50.0;35.0;32.5;30.0;30.0;30.0;40;33.625;0;15;15;0;7;7;0;1;35.0;1;1;30.0;1;3;35.0;1;2;35.0;1;3;40.0;1;2;35.0;1;2;44.0;1;2;0.0;0;2;2
62;38.0;40.0;36.1875;35.0;40.0;30.0;42.0;40.86666666666667;6;35.0;0.0;45.0;35.0;45.0;40.0;35.0;35.0;45;33.642857142857146;0;13;13;0;6;6;0;1;40.0;1;1;35.0;1;3;35.0;1;2;30.0;1;3;40.0;1;2;0.0;0;2;43.0;1;2;0.0;0;2;2
63;31.37777777777778;32.0;32.78125;32.5;25.0;41.0;45.0;31.533333333333335;5;35.0;0.0;30.0;24.5;45.0;35.0;30.0;30.0;36;31.428571428571427;0;13;13;0;6;6;0;1;35.0;1;1;30.0;1;3;35.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;35.0;1;2;0.0;0;2;2
64;38.0;40.0;33.4375;30.0;30.0;30.0;35.0;40.333333333333336;6;35.0;0.0;40.0;35.0;40.0;40.0;35.0;40.0;40;33.357142857142854;1;15;13;2;6;6;0;1;30.0;1;1;30.0;1;3;40.0;1;2;35.0;1;3;40.0;1;2;41.0;2;2;0.0;0;2;0.0;0;2;2
65;38.0;45.0;35.5;32.5;32.5;35.0;39.0;39.86666666666667;6;30.0;0.0;40.0;35.0;35.0;35.0;30.0;30.0;43;33.785714285714285;0;13;13;0;6;6;0;1;40.0;1;1;30.0;1;3;40.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;44.0;1;2;0.0;0;2;2
66;33.666666666666664;45.0;35.15625;27.5;40.0;30.0;45.0;40.93333333333333;6;35.0;0.0;45.0;45.0;45.0;30.0;30.0;30.0;39;37.57142857142857;1;15;13;2;6;6;0;1;35.0;1;1;40.0;1;3;40.0;1;2;40.0;1;3;40.0;1;2;45.5;2;2;0.0;0;2;0.0;0;2;2
70;32.111111111111114;40.0;33.6875;30.0;35.0;35.0;32.0;35.4;5;25.0;0.0;40.0;40.0;22.5;30.0;35.0;30.0;36;28.785714285714285;1;19;13;6;6;5;1;2;40.0;1;1;21.666666666666668;3;3;30.0;1;2;30.0;1;3;30.0;1;2;44.0;1;2;0.0;0;2;0.0;0;2;1
72;27.0;15.0;30.0;30.0;15.0;0.0;0.0;24.642857142857142;1;0.0;0.0;35.0;0.0;15.0;0.0;0.0;17.5;0;12.857142857142858;1;12;6;6;3;0;3;2;15.0;1;1;15.0;3;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;15.0;1;2;0.0;0;2;1
73;28.653846153846153;0.0;28.61111111111111;23.333333333333332;0.0;0.0;0.0;32.142857142857146;2;0.0;0.0;35.0;0.0;15.0;0.0;0.0;15.0;0;21.11111111111111;0;8;8;0;4;2;2;2;35.0;1;1;15.0;1;3;25.0;1;2;0.0;0;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
74;30.42222222222222;39.0;29.53125;22.5;33.333333333333336;25.0;30.0;36.0;6;30.0;0.0;30.0;30.0;25.0;35.0;30.0;25.0;36;29.6875;1;17;15;2;7;6;1;2;30.0;1;1;30.0;1;3;26.5;2;2;30.0;1;3;30.0;1;2;43.0;1;2;33.0;1;2;0.0;0;2;2
75;29.066666666666666;28.0;36.3125;35.0;35.0;42.0;46.0;34.4;6;30.0;0.0;30.0;27.0;22.5;27.333333333333332;35.0;21.666666666666668;33;26.75;2;17;13;4;6;4;2;2;25.0;2;1;22.5;2;3;30.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;31.0;1;2;0.0;0;2;2
78;35.666666666666664;40.0;35.78125;35.0;27.5;30.0;35.0;39.8;6;30.0;0.0;40.0;30.0;35.0;30.0;30.0;30.0;39;37.023809523809526;1;17;13;4;6;6;0;1;40.0;1;1;40.0;1;3;40.0;1;2;35.0;1;3;40.0;1;2;46.666666666666664;3;2;0.0;0;2;0.0;0;2;1
79;33.24444444444445;41.0;36.09375;27.5;40.0;35.0;40.0;39.4;6;45.0;0.0;40.0;40.0;40.0;35.0;30.0;30.0;40;31.714285714285715;1;15;13;2;6;6;0;1;35.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;42.0;2;2;0.0;0;2;0.0;0;2;1
81;30.266666666666666;37.0;34.375;30.0;35.0;40.0;40.0;33.1;4;27.5;0.0;35.0;30.0;27.5;35.0;27.5;27.5;30;33.25;2;19;15;4;7;5;2;1;27.5;2;1;30.0;1;3;45.0;1;2;27.5;2;3;40.0;1;2;40.0;1;2;41.0;1;2;0.0;0;2;2
82;39.93333333333333;37.0;40.3125;40.0;35.0;30.0;45.0;42.0;6;50.0;0.0;40.0;40.0;40.0;35.0;30.0;40.0;39;38.208333333333336;1;19;15;4;7;7;0;1;35.0;1;1;40.0;1;3;45.0;1;2;35.0;1;3;40.0;1;2;45.666666666666664;3;2;45.0;1;2;0.0;0;2;2
84;37.333333333333336;40.0;31.607142857142858;35.0;22.5;0.0;30.0;31.0;2;23.333333333333332;0.0;40.0;30.0;35.0;35.0;35.0;30.0;0;29.72222222222222;1;11;8;3;4;3;1;2;35.0;1;1;27.5;2;3;35.0;1;2;0.0;0;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
86;32.08888888888889;34.0;32.75;26.666666666666668;25.0;32.0;40.0;33.2;6;30.0;0.0;35.0;35.0;35.0;30.0;35.0;25.0;46;28.857142857142858;2;17;13;4;6;5;1;2;30.0;2;1;25.0;2;3;30.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;32.0;1;2;0.0;0;2;2
87;36.53333333333333;44.0;33.6875;35.0;30.0;32.0;35.0;37.4;6;35.0;0.0;35.0;35.0;30.0;30.0;35.0;40.0;50;33.4375;1;17;15;2;7;7;0;1;40.0;1;1;40.0;1;3;35.0;1;2;30.0;1;3;30.0;1;2;39.5;2;2;38.0;1;2;0.0;0;2;2
88;35.55555555555555;45.0;31.964285714285715;21.666666666666668;22.5;0.0;45.0;22.5;1;15.0;0.0;30.0;0.0;20.0;0.0;0.0;23.333333333333332;0;22.285714285714285;2;11;6;5;3;2;1;2;40.0;1;1;30.0;2;3;0.0;0;2;0.0;0;3;0.0;0;2;13.0;2;2;0.0;0;2;0.0;0;2;1
89;36.666666666666664;40.0;33.6875;30.0;30.0;30.0;37.0;38.53333333333333;6;40.0;0.0;40.0;45.0;45.0;40.0;35.0;35.0;37;38.666666666666664;0;15;15;0;7;7;0;1;45.0;1;1;35.0;1;3;45.0;1;2;30.0;1;3;40.0;1;2;0.0;0;2;43.0;1;2;42.0;1;2;2
90;32.8;36.0;33.78125;22.5;30.0;37.0;42.0;43.46666666666667;6;45.0;0.0;40.0;30.0;30.0;35.0;30.0;30.0;37;35.1;1;18;15;3;7;6;1;1;40.0;1;1;22.5;2;3;35.0;1;2;45.0;1;3;35.0;1;2;0.0;0;2;37.0;1;2;35.0;1;2;2
91;37.46666666666667;36.0;39.375;40.0;35.0;40.0;50.0;38.46666666666667;6;30.0;0.0;30.0;45.0;40.0;40.0;35.0;45.0;43;36.07142857142857;1;15;13;2;6;6;0;1;40.0;1;1;35.0;1;3;50.0;1;2;30.0;1;3;40.0;1;2;45.0;2;2;0.0;0;2;0.0;0;2;2
92;34.0;30.0;34.5625;30.0;40.0;29.0;30.0;34.166666666666664;5;22.5;0.0;40.0;30.0;35.0;30.0;27.5;30.0;41;32.5;1;15;13;2;6;6;0;1;35.0;1;1;35.0;1;3;35.0;1;2;35.0;1;3;30.0;2;2;0.0;0;2;40.0;1;2;0.0;0;2;2
94;33.55555555555556;40.0;27.678571428571427;22.5;15.0;0.0;40.0;22.5;1;0.0;0.0;30.0;0.0;0.0;0.0;0.0;15.0;0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
95;30.4;38.0;32.78125;25.0;27.5;41.0;45.0;36.4;6;35.0;0.0;30.0;30.0;43.0;35.0;45.0;28.333333333333332;37;34.88235294117647;1;20;17;3;8;7;1;1;30.0;1;1;25.0;2;3;32.0;1;2;40.0;1;3;38.0;1;2;45.0;1;2;35.0;1;2;34.0;1;2;1
98;33.0;40.0;34.375;30.0;30.0;35.0;45.0;33.233333333333334;5;25.0;0.0;40.0;40.0;35.0;35.0;30.0;32.5;41;33.57142857142857;2;21;13;8;6;5;1;1;40.0;1;1;25.0;3;3;35.0;1;2;35.0;1;3;40.0;1;2;50.0;2;2;0.0;0;2;0.0;0;2;2
100;36.2;44.0;30.09375;27.5;25.0;28.5;36.0;34.2;6;30.0;0.0;30.0;30.0;45.0;35.0;30.0;35.0;41;27.916666666666668;2;19;11;8;5;3;2;2;40.0;1;1;26.666666666666668;3;3;27.5;2;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
102;34.0;40.0;33.5625;25.0;25.0;41.0;40.0;35.06666666666667;5;25.0;0.0;35.0;27.5;30.0;30.0;40.0;30.0;36;31.25;2;18;13;5;6;5;1;1;30.0;1;1;32.5;2;3;30.0;1;2;35.0;1;3;27.5;2;2;0.0;0;2;45.0;1;2;0.0;0;2;2
105;33.02222222222222;46.0;32.53125;35.0;35.0;30.0;39.0;35.733333333333334;5;40.0;0.0;35.0;35.0;30.0;35.0;30.0;30.0;35;31.071428571428573;0;13;13;0;6;6;0;1;30.0;1;1;30.0;1;3;30.0;1;2;35.0;1;3;35.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;2
107;37.333333333333336;50.0;34.6875;28.333333333333332;35.0;45.0;40.0;33.93333333333333;6;30.0;0.0;35.0;26.666666666666668;45.0;35.0;25.0;30.0;35;28.333333333333332;2;14;11;3;5;4;1;2;30.0;2;1;30.0;1;3;27.5;2;2;35.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
108;31.333333333333332;40.0;33.1875;30.0;35.0;32.0;31.0;36.666666666666664;6;30.0;0.0;45.0;35.0;30.0;30.0;40.0;27.5;43;28.541666666666668;1;12;11;1;5;4;1;2;27.5;2;1;30.0;1;3;30.0;1;2;35.0;1;3;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
110;35.0;35.0;31.71875;27.5;27.5;30.0;40.0;34.6;6;30.0;0.0;30.0;35.0;35.0;40.0;35.0;40.0;31;33.6875;1;17;15;2;7;7;0;1;40.0;1;1;30.0;1;3;35.0;1;2;35.0;1;3;35.0;1;2;42.0;2;2;40.0;1;2;0.0;0;2;2
112;31.833333333333332;35.0;34.15625;32.5;20.0;38.0;44.0;35.333333333333336;5;20.0;0.0;45.0;18.0;27.5;20.0;27.5;32.5;36;30.535714285714285;1;16;13;3;6;5;1;1;35.0;1;1;27.5;2;3;35.0;1;2;30.0;1;3;30.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2
113;34.0;40.0;32.875;30.0;30.0;30.0;38.0;34.4;6;40.0;0.0;45.0;30.0;30.0;35.0;30.0;30.0;32;34.5;0;13;13;0;6;6;0;1;40.0;1;1;30.0;1;3;40.0;1;2;35.0;1;3;40.0;1;2;0.0;0;2;44.0;1;2;0.0;0;2;2
115;32.333333333333336;40.0;26.875;22.5;22.5;0.0;0.0;27.75;2;30.0;0.0;35.0;30.0;3.5;0.0;0.0;15.333333333333334;0;21.09090909090909;1;13;10;3;5;4;1;2;30.0;1;1;4.0;2;3;30.0;1;2;0.0;0;3;35.0;1;2;0.0;0;2;30.0;1;2;0.0;0;2;1
