NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ
1432;39.470588235294116;39.294117647058826;47.0;41.4;45.0;41.07142857142857;14;44.0;39.0;37.0;36.4;0;15;15;0;7;7;0;1;0.0;0;1;31.0;1;2;33.0;1;2;32.0;1;3;42.0;1;2;37.0;1;2;40.0;1;2;42.0;1;2;2
1436;37.05882352941177;39.411764705882355;36.0;37.333333333333336;43.0;32.09090909090909;10;43.0;36.0;30.0;34.266666666666666;2;19;15;4;7;5;2;1;0.0;0;1;42.0;1;2;22.0;2;2;32.0;1;3;28.0;2;2;35.0;1;2;41.0;1;2;41.0;1;2;2
1438;40.529411764705884;39.35294117647059;32.0;42.46666666666667;45.0;41.285714285714285;14;42.0;44.0;43.0;39.333333333333336;0;12;12;0;6;6;0;1;0.0;0;1;36.0;1;2;31.0;1;2;0.0;0;3;42.0;1;2;36.0;1;2;43.0;1;2;48.0;1;2;2
1439;36.11764705882353;32.30769230769231;35.0;33.625;39.0;28.636363636363637;10;35.0;37.0;34.0;37.5;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;2;37.0;1;2;1
1440;35.88235294117647;31.125;32.0;34.25;37.0;33.72727272727273;10;33.0;43.0;47.0;37.75;0;8;8;0;4;4;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;39.0;1;2;38.0;1;2;36.0;1;2;38.0;1;2;1
1441;30.558823529411764;34.64705882352941;28.0;40.266666666666666;45.0;29.77777777777778;8;32.0;34.0;0.0;32.266666666666666;4;26;15;11;7;3;4;2;0.0;0;1;29.0;2;2;26.5;2;2;29.0;2;3;25.0;3;2;33.0;1;2;44.0;1;2;41.0;1;2;1
1442;41.05882352941177;41.411764705882355;50.0;41.06666666666667;45.0;34.54545454545455;10;38.0;41.0;44.0;32.46666666666667;0;15;15;0;7;6;1;1;0.0;0;1;35.0;1;2;30.0;1;2;19.0;1;3;30.0;1;2;38.0;1;2;42.0;1;2;40.0;1;2;1
1444;36.714285714285715;37.125;43.0;36.833333333333336;42.0;38.63636363636363;10;43.0;49.0;38.0;37.46666666666667;0;15;15;0;7;7;0;1;0.0;0;1;37.0;1;2;30.0;1;2;38.0;1;3;30.0;1;2;39.0;1;2;41.0;1;2;47.0;1;2;2
1445;32.029411764705884;33.35294117647059;34.0;39.0;31.0;32.76923076923077;13;26.0;34.0;30.0;40.0;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;36.0;1;2;0.0;0;2;44.0;1;2;2
1446;36.588235294117645;33.05882352941177;23.0;36.46666666666667;34.0;32.90909090909091;13;43.0;43.0;32.0;32.266666666666666;2;19;15;4;7;4;3;1;0.0;0;1;30.0;1;2;23.0;2;2;27.0;1;3;29.5;2;2;42.0;1;2;37.0;1;2;40.0;1;2;1
1448;35.294117647058826;34.88235294117647;35.0;31.555555555555557;34.0;32.90909090909091;10;30.0;35.0;47.0;39.333333333333336;0;6;6;0;3;3;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;40.0;1;2;0.0;0;2;35.0;1;2;43.0;1;2;1
1449;39.88235294117647;41.64705882352941;50.0;43.86666666666667;47.0;40.0;14;38.0;44.0;41.0;37.5;0;12;12;0;6;6;0;1;0.0;0;1;37.0;1;2;30.0;1;2;0.0;0;3;30.0;1;2;40.0;1;2;41.0;1;2;47.0;1;2;3
1450;35.0;35.5;31.0;39.0;48.0;32.333333333333336;8;40.0;43.0;0.0;34.76923076923077;2;18;13;5;6;5;1;1;0.0;0;1;31.0;1;2;31.5;2;2;29.0;2;3;0.0;0;2;40.0;1;2;38.0;1;2;42.0;1;2;1
1451;37.75;32.2;25.0;31.0;0.0;32.166666666666664;5;0.0;37.0;39.0;41.5;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;36.0;1;2;47.0;1;2;1
1455;38.94117647058823;38.8235294117647;32.0;41.4;43.0;40.666666666666664;12;39.0;45.0;0.0;35.333333333333336;0;15;15;0;7;7;0;1;0.0;0;1;36.0;1;2;30.0;1;2;36.0;1;3;30.0;1;2;40.0;1;2;40.0;1;2;35.0;1;2;2
1456;37.3235294117647;37.411764705882355;28.5;35.0;31.0;34.54545454545455;10;37.0;46.0;45.0;38.53333333333333;0;15;15;0;7;7;0;1;0.0;0;1;33.0;1;2;33.0;1;2;34.0;1;3;48.0;1;2;40.0;1;2;39.0;1;2;45.0;1;2;2
1457;39.05882352941177;35.8235294117647;33.0;38.53333333333333;42.0;40.857142857142854;14;42.0;42.0;37.0;35.0;1;16;13;3;6;6;0;1;0.0;0;1;36.0;1;2;31.0;1;2;31.0;2;3;40.0;1;2;37.0;1;2;0.0;0;2;37.0;1;2;1
1459;40.294117647058826;38.470588235294116;38.0;39.76923076923077;42.0;36.357142857142854;17;34.0;43.0;40.0;40.0;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;43.0;1;2;37.0;1;2;1
1462;36.411764705882355;35.0;30.0;38.18181818181818;44.0;34.36363636363637;16;38.0;42.0;38.0;36.0;1;12;10;2;5;4;1;1;0.0;0;1;0.0;0;2;28.0;2;2;0.0;0;3;30.0;1;2;41.0;1;2;41.0;1;2;40.0;1;2;1
1466;37.588235294117645;35.1764705882353;35.0;37.86666666666667;34.0;31.5;17;29.0;41.0;46.0;33.6;0;10;10;0;5;5;0;1;0.0;0;1;0.0;0;2;31.0;1;2;0.0;0;3;30.0;1;2;37.0;1;2;32.0;1;2;38.0;1;2;2
1467;36.35294117647059;35.0;27.5;35.84615384615385;42.0;35.55555555555556;8;39.0;0.0;37.0;24.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;36.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2
1468;38.11764705882353;35.94117647058823;33.0;39.86666666666667;45.0;37.57142857142857;17;37.0;44.0;48.0;34.93333333333333;1;17;15;2;7;7;0;1;0.0;0;1;35.0;1;2;34.0;1;2;30.0;1;3;31.0;2;2;37.0;1;2;45.0;1;2;35.0;1;2;2
1469;34.94117647058823;33.03125;30.0;35.166666666666664;38.0;29.681818181818183;15;25.5;44.0;42.0;28.571428571428573;1;10;6;4;3;2;1;2;0.0;0;1;0.0;0;2;35.0;1;2;0.0;0;3;27.0;3;2;38.0;1;2;0.0;0;2;0.0;0;2;2
1470;36.94117647058823;36.05882352941177;43.0;37.93333333333333;45.0;32.22727272727273;13;35.0;41.0;38.0;33.13333333333333;1;17;15;2;7;6;1;1;0.0;0;1;34.0;1;2;34.0;1;2;27.0;1;3;30.0;2;2;37.0;1;2;38.0;1;2;35.0;1;2;2
1471;43.0;38.64705882352941;36.0;40.0;39.0;40.214285714285715;14;45.0;45.0;42.0;37.06666666666667;0;15;15;0;7;7;0;1;0.0;0;1;34.0;1;2;36.0;1;2;42.0;1;3;32.0;1;2;39.0;1;2;37.0;1;2;37.0;1;2;2
1472;32.285714285714285;31.9375;36.0;30.0;29.0;30.875;7;27.0;36.0;36.0;35.333333333333336;0;6;6;0;3;3;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;39.0;1;2;35.0;1;2;32.0;1;2;1
1473;35.2;36.25;26.5;36.375;0.0;30.5;3;0.0;38.0;0.0;40.0;0;2;2;0;1;1;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;2;1
1474;37.529411764705884;35.8235294117647;33.5;39.333333333333336;41.0;36.30769230769231;15;42.0;41.0;44.0;32.44444444444444;0;8;8;0;4;4;0;1;0.0;0;1;0.0;0;2;30.0;1;2;0.0;0;3;41.0;1;2;38.0;1;2;37.0;1;2;0.0;0;2;2
1475;38.05882352941177;35.0;37.0;36.214285714285715;45.0;29.40909090909091;13;41.0;36.0;37.0;31.272727272727273;0;10;10;0;5;5;0;1;0.0;0;1;34.0;1;2;30.0;1;2;0.0;0;3;33.0;1;2;38.0;1;2;37.0;1;2;0.0;0;2;1
1477;36.8235294117647;34.529411764705884;32.0;35.75;44.0;33.90909090909091;10;38.0;42.0;40.0;33.2;1;17;15;2;7;6;1;1;0.0;0;1;30.0;1;2;30.0;1;2;28.0;1;3;31.0;2;2;37.0;1;2;43.0;1;2;36.0;1;2;2
1478;41.294117647058826;38.411764705882355;31.0;43.4;47.0;41.857142857142854;14;44.0;44.0;40.0;37.733333333333334;0;15;15;0;7;7;0;1;0.0;0;1;35.0;1;2;30.0;1;2;32.0;1;3;40.0;1;2;43.0;1;2;41.0;1;2;46.0;1;2;2
1481;38.94117647058823;40.0;35.0;42.69230769230769;47.0;36.03846153846154;15;45.0;39.0;47.0;36.266666666666666;2;19;15;4;7;7;0;1;0.0;0;1;39.0;1;2;32.0;2;2;31.0;1;3;36.5;2;2;39.0;1;2;41.0;1;2;38.0;1;2;2
1483;38.0;36.88235294117647;34.0;42.30769230769231;39.0;38.357142857142854;14;30.0;42.0;42.0;38.0;1;10;8;2;4;3;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;27.0;2;2;44.0;1;2;41.0;1;2;40.0;1;2;2
1484;39.94117647058823;33.911764705882355;24.0;38.07142857142857;40.0;33.90909090909091;10;30.0;47.0;40.0;37.166666666666664;0;12;12;0;6;6;0;1;0.0;0;1;30.0;1;2;31.0;1;2;0.0;0;3;30.0;1;2;38.0;1;2;46.0;1;2;48.0;1;2;2
1485;41.88235294117647;38.88235294117647;32.5;41.266666666666666;37.0;37.42857142857143;14;40.0;43.0;36.0;37.4;1;18;15;3;7;7;0;1;0.0;0;1;36.0;1;2;30.0;1;2;31.0;2;3;48.0;1;2;40.0;1;2;40.0;1;2;40.0;1;2;3
1488;36.35294117647059;30.725490196078432;26.666666666666668;36.0;45.0;29.77777777777778;10;24.5;0.0;43.0;22.714285714285715;2;12;7;5;3;1;2;2;0.0;0;1;0.0;0;2;12.0;2;2;25.0;2;3;0.0;0;2;0.0;0;2;0.0;0;2;30.0;1;2;2
1491;32.64705882352941;32.1764705882353;22.5;38.53333333333333;46.0;31.40909090909091;13;32.0;41.0;34.0;31.1;1;12;10;2;5;3;2;1;0.0;0;1;35.0;1;2;23.5;2;2;0.0;0;3;27.0;1;2;31.0;1;2;0.0;0;2;39.0;1;2;1
1492;39.11764705882353;38.76470588235294;41.0;42.2;47.0;38.357142857142854;14;43.0;38.0;45.0;34.666666666666664;0;15;15;0;7;7;0;1;0.0;0;1;36.0;1;2;30.0;1;2;30.0;1;3;31.0;1;2;38.0;1;2;39.0;1;2;41.0;1;2;2
1493;35.1764705882353;33.529411764705884;24.0;34.142857142857146;40.0;25.444444444444443;8;12.0;0.0;40.0;36.0;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;2;0.0;0;2;42.0;1;2;1
1495;38.911764705882355;34.25;36.0;37.07692307692308;45.0;34.8;9;37.0;42.0;32.0;28.0;2;17;13;4;6;3;3;2;0.0;0;1;24.0;2;2;0.0;0;2;22.0;1;3;25.0;2;2;36.0;1;2;31.0;1;2;33.0;1;2;1
1496;38.8235294117647;36.705882352941174;33.0;42.38461538461539;44.0;40.642857142857146;17;44.0;41.0;46.0;34.96666666666667;1;18;15;3;7;6;1;1;0.0;0;1;33.0;1;2;30.0;1;2;25.5;2;3;42.0;1;2;38.0;1;2;39.0;1;2;42.0;1;2;2
1498;38.705882352941174;37.23529411764706;33.5;42.53333333333333;45.0;39.214285714285715;17;37.0;45.0;43.0;32.233333333333334;1;18;15;3;7;6;1;1;0.0;0;1;32.0;1;2;30.0;1;2;24.5;2;3;31.0;1;2;38.0;1;2;36.0;1;2;38.0;1;2;2
1499;40.05882352941177;35.23529411764706;27.5;39.93333333333333;31.5;32.59090909090909;13;40.0;44.0;46.0;36.166666666666664;0;12;12;0;6;6;0;1;0.0;0;1;35.0;1;2;30.0;1;2;0.0;0;3;31.0;1;2;38.0;1;2;37.0;1;2;46.0;1;2;2
1501;37.470588235294116;33.3235294117647;25.5;38.266666666666666;40.0;35.285714285714285;16;23.0;35.0;35.0;33.84615384615385;1;15;13;2;6;5;1;1;0.0;0;1;0.0;0;2;23.0;2;2;34.0;1;3;34.0;1;2;37.0;1;2;37.0;1;2;38.0;1;2;2
1502;39.588235294117645;38.588235294117645;31.0;42.46666666666667;44.0;40.57142857142857;14;42.0;46.0;46.0;37.5625;2;21;16;5;8;8;0;1;45.0;1;1;44.0;1;2;33.0;2;2;32.0;2;3;30.0;1;2;42.0;1;2;33.0;1;2;48.0;1;2;3
1504;39.8235294117647;36.23529411764706;30.0;41.13333333333333;45.0;41.0;14;34.0;45.0;45.0;35.166666666666664;1;18;15;3;7;6;1;1;0.0;0;1;35.0;1;2;30.0;1;2;28.5;2;3;32.0;1;2;41.0;1;2;41.0;1;2;42.0;1;2;2
1507;38.05882352941177;36.0;46.0;40.13333333333333;44.0;39.214285714285715;14;38.0;46.0;45.0;36.2;0;15;15;0;7;7;0;1;0.0;0;1;37.0;1;2;30.0;1;2;31.0;1;3;30.0;1;2;37.0;1;2;49.0;1;2;42.0;1;2;2
1508;40.64705882352941;40.23529411764706;42.0;40.0;45.0;38.55555555555556;8;45.0;44.0;0.0;36.2;1;17;15;2;7;7;0;1;0.0;0;1;32.0;1;2;30.0;1;2;33.0;1;3;31.0;2;2;39.0;1;2;46.0;1;2;44.0;1;2;2
1509;40.411764705882355;39.23529411764706;27.5;41.266666666666666;47.0;42.285714285714285;14;36.0;45.0;46.0;35.31111111111111;1;19;15;4;7;6;1;1;0.0;0;1;31.0;1;2;26.333333333333332;3;2;31.0;1;3;37.0;1;2;37.0;1;2;42.0;1;2;45.0;1;2;2
1510;36.64705882352941;34.34375;30.0;34.36363636363637;39.0;33.7;11;36.5;45.0;42.0;33.45454545454545;0;11;11;0;5;5;0;1;0.0;0;1;0.0;0;2;32.0;1;2;32.0;1;3;30.0;1;2;38.0;1;2;0.0;0;2;36.0;1;2;2
1511;36.05882352941177;33.705882352941174;36.0;38.416666666666664;48.0;34.0;15;38.0;43.0;43.0;30.0;0;8;8;0;4;2;2;1;0.0;0;1;0.0;0;2;27.0;1;2;0.0;0;3;24.0;1;2;36.0;1;2;0.0;0;2;33.0;1;2;1
1512;39.35294117647059;34.8125;31.0;37.3;45.0;35.18181818181818;12;30.5;38.0;46.0;34.09090909090909;2;16;11;5;5;4;1;1;0.0;0;1;0.0;0;2;25.5;2;2;30.0;2;3;0.0;0;2;42.0;1;2;37.0;1;2;38.0;1;2;1
1515;39.94117647058823;40.35294117647059;33.0;43.06666666666667;46.0;42.42857142857143;14;38.0;40.0;47.0;42.8;2;19;15;4;7;6;1;1;0.0;0;1;35.0;2;2;28.0;2;2;50.0;1;3;50.0;1;2;39.0;1;2;50.0;1;2;44.0;1;2;2
1519;36.23529411764706;31.625;30.0;36.5;48.0;32.59090909090909;13;35.0;42.0;42.0;36.75;0;8;8;0;4;3;1;1;0.0;0;1;0.0;0;2;26.0;1;2;0.0;0;3;0.0;0;2;39.0;1;2;40.0;1;2;42.0;1;2;1
1522;39.470588235294116;41.470588235294116;37.0;42.13333333333333;47.0;34.27272727272727;10;42.0;0.0;36.0;38.6;0;15;15;0;7;7;0;1;0.0;0;1;45.0;1;2;30.0;1;2;31.0;1;3;47.0;1;2;43.0;1;2;32.0;1;2;46.0;1;2;2
1523;39.05882352941177;34.64705882352941;35.0;39.0;43.0;37.55555555555556;8;39.0;42.0;0.0;32.46666666666667;3;22;15;7;7;6;1;1;0.0;0;1;30.0;2;2;30.0;1;2;29.0;2;3;32.0;2;2;33.0;1;2;40.0;1;2;35.0;1;2;1
1525;33.529411764705884;34.05882352941177;25.0;35.5;39.0;31.0;5;29.0;44.0;0.0;39.5;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;38.0;1;2;41.0;1;2;1
1526;35.1764705882353;32.42857142857143;25.5;38.5;43.0;33.0;10;30.0;45.0;37.0;30.818181818181817;1;12;10;2;5;3;2;1;0.0;0;1;30.0;1;2;29.0;1;2;0.0;0;3;27.5;2;2;40.0;1;2;43.0;1;2;0.0;0;2;1
1527;37.1764705882353;39.8235294117647;50.0;41.266666666666666;31.5;38.42857142857143;14;42.0;44.0;44.0;34.7;2;20;15;5;7;5;2;1;0.0;0;1;31.0;1;2;28.0;2;2;29.5;2;3;30.0;1;2;41.0;1;2;40.0;1;2;46.0;1;2;2
1528;37.05882352941177;33.588235294117645;23.0;36.1;40.0;22.666666666666668;10;22.0;32.0;0.0;21.11111111111111;0;8;8;0;4;2;2;2;0.0;0;1;0.0;0;2;24.0;1;2;0.0;0;3;3.0;1;2;37.0;1;2;31.0;1;2;0.0;0;2;1
1529;29.545454545454547;21.833333333333332;42.0;29.625;0.0;0.0;0;0.0;0.0;0.0;36.0;0;2;2;0;1;1;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;36.0;1;2;1
1530;37.76470588235294;35.94117647058823;28.5;37.583333333333336;40.0;33.0;13;30.0;38.0;43.0;29.285714285714285;1;8;6;2;3;2;1;2;0.0;0;1;35.0;1;2;29.5;2;2;0.0;0;3;0.0;0;2;0.0;0;2;38.0;1;2;0.0;0;2;1
1533;38.11764705882353;36.588235294117645;32.0;39.083333333333336;45.0;34.81818181818182;10;39.0;45.0;37.0;35.266666666666666;3;21;15;6;7;5;2;1;0.0;0;1;37.0;2;2;28.5;2;2;30.0;1;3;29.0;2;2;38.0;1;2;43.0;1;2;44.0;1;2;1
1534;35.294117647058826;36.588235294117645;34.0;34.23076923076923;27.5;34.18181818181818;12;44.0;23.0;45.0;29.2;3;16;10;6;5;2;3;1;0.0;0;1;20.5;2;2;0.0;0;2;0.0;0;3;36.0;1;2;19.0;2;2;25.5;2;2;45.0;1;2;1
1536;33.733333333333334;41.5625;49.0;39.76923076923077;43.0;37.833333333333336;12;41.0;39.0;0.0;32.733333333333334;2;23;15;8;7;5;2;1;0.0;0;1;42.0;1;2;30.0;1;2;25.0;3;3;27.0;2;2;40.0;1;2;31.0;1;2;38.0;1;2;2
1538;30.4375;26.8125;22.0;36.75;0.0;32.0;3;0.0;0.0;44.0;27.5;0;4;4;0;2;1;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;19.0;1;2;0.0;0;2;0.0;0;2;36.0;1;2;1
1544;39.05882352941177;39.94117647058823;41.0;41.76923076923077;45.0;41.357142857142854;14;41.0;45.0;46.0;38.13333333333333;0;15;15;0;7;7;0;1;0.0;0;1;31.0;1;2;30.0;1;2;36.0;1;3;46.0;1;2;38.0;1;2;42.0;1;2;45.0;1;2;1
1546;38.1764705882353;37.529411764705884;25.5;43.13333333333333;45.0;37.84615384615385;12;45.0;49.0;45.0;33.53333333333333;2;19;15;4;7;5;2;1;0.0;0;1;31.0;1;2;28.0;2;2;17.0;1;3;33.0;2;2;44.0;1;2;44.0;1;2;46.0;1;2;1
1550;37.0;39.588235294117645;46.0;43.30769230769231;44.0;31.857142857142858;6;44.0;0.0;0.0;37.31818181818182;2;16;11;5;5;4;1;1;0.0;0;1;32.5;2;2;38.0;1;2;28.5;2;3;0.0;0;2;0.0;0;2;48.0;1;2;44.0;1;2;1
1551;31.0;29.2;11.0;31.916666666666668;36.0;17.59090909090909;17;9.0;31.0;35.0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
1554;39.64705882352941;34.64705882352941;31.0;41.8;42.0;35.07142857142857;14;36.0;41.0;43.0;40.5;0;8;8;0;4;4;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;42.0;1;2;37.0;1;2;39.0;1;2;44.0;1;2;2
1556;38.470588235294116;34.6;37.0;37.666666666666664;46.0;36.63636363636363;10;41.0;46.0;45.0;33.666666666666664;1;17;15;2;7;5;2;1;0.0;0;1;36.0;1;2;30.0;1;2;27.0;1;3;28.0;2;2;36.0;1;2;36.0;1;2;46.0;1;2;1
1571;35.4;40.42857142857143;45.0;44.06666666666667;46.0;32.55555555555556;11;42.0;43.0;0.0;36.25;0;8;8;0;4;3;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;25.0;1;2;39.0;1;2;41.0;1;2;40.0;1;2;1
1572;35.0;38.64705882352941;47.0;39.53333333333333;44.0;34.54545454545455;16;42.0;45.0;0.0;35.6;0;10;10;0;5;4;1;1;0.0;0;1;0.0;0;2;28.0;1;2;0.0;0;3;30.0;1;2;38.0;1;2;38.0;1;2;44.0;1;2;1
1576;37.6;37.11764705882353;37.0;40.8;47.0;32.22222222222222;14;42.0;42.0;0.0;35.333333333333336;1;14;10;4;5;4;1;1;0.0;0;1;0.0;0;2;30.0;1;2;0.0;0;3;26.666666666666668;3;2;39.0;1;2;36.0;1;2;45.0;1;2;1
1577;39.05882352941177;34.94117647058823;36.0;43.92307692307692;46.0;36.92307692307692;12;39.0;46.0;41.0;40.0;0;6;6;0;3;3;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;36.0;1;2;37.0;1;2;47.0;1;2;1
1578;37.88235294117647;37.88235294117647;31.0;42.2;46.0;35.0;12;30.5;45.0;46.0;38.25;0;8;8;0;4;3;1;1;0.0;0;1;0.0;0;2;25.0;1;2;0.0;0;3;0.0;0;2;40.0;1;2;41.0;1;2;47.0;1;2;1
1579;33.464285714285715;29.7;35.0;29.375;0.0;29.0;3;0.0;0.0;40.0;34.0;0;2;2;0;1;1;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;34.0;1;2;1
1580;34.86666666666667;31.785714285714285;28.0;35.0;34.0;20.0;5;25.0;0.0;0.0;23.6;0;4;4;0;2;1;1;2;0.0;0;1;0.0;0;2;22.0;1;2;0.0;0;3;0.0;0;2;37.0;1;2;0.0;0;2;0.0;0;2;1
1585;35.214285714285715;32.142857142857146;40.0;37.1;42.0;36.90909090909091;10;38.0;43.0;44.0;38.0;0;8;8;0;4;3;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;21.0;1;2;43.0;1;2;44.0;1;2;44.0;1;2;1
1586;32.0;21.833333333333332;31.0;0.0;0.0;0.0;0;0.0;0.0;0.0;41.0;0;2;2;0;1;1;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;41.0;1;2;1
1587;34.2;37.13333333333333;35.0;37.09090909090909;47.0;34.09090909090909;10;46.0;45.0;0.0;30.6;0;10;10;0;5;3;2;1;0.0;0;1;9.0;1;2;0.0;0;2;0.0;0;3;24.0;1;2;37.0;1;2;37.0;1;2;46.0;1;2;1
1588;34.294117647058826;34.11764705882353;36.0;33.416666666666664;39.0;29.09090909090909;15;30.0;36.0;39.0;38.75;0;8;8;0;4;3;1;1;0.0;0;1;0.0;0;2;28.0;1;2;0.0;0;3;0.0;0;2;38.0;1;2;42.0;1;2;47.0;1;2;1
1589;32.3;37.857142857142854;38.0;36.1;42.0;30.22222222222222;8;30.0;43.0;0.0;42.0;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;37.0;1;2;0.0;0;2;47.0;1;2;1
1590;35.5;34.7;39.0;36.0;44.0;31.333333333333332;2;0.0;0.0;47.0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
1591;35.25;36.0625;47.0;34.3;37.0;26.0;9;43.0;0.0;0.0;29.142857142857142;0;6;6;0;3;2;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;26.0;1;2;36.0;1;2;40.0;1;2;0.0;0;2;1
1595;40.294117647058826;36.294117647058826;38.0;37.392857142857146;46.0;31.681818181818183;13;30.0;43.0;45.0;35.7;1;12;10;2;5;4;1;1;0.0;0;1;0.0;0;2;33.0;1;2;0.0;0;3;29.5;2;2;36.0;1;2;45.0;1;2;35.0;1;2;1
1596;37.35294117647059;39.8235294117647;43.0;40.666666666666664;44.0;35.18181818181818;10;42.0;43.0;44.0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
1597;39.0;37.14705882352941;30.0;39.5;43.0;34.714285714285715;8;35.0;0.0;0.0;36.0;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;41.0;1;2;0.0;0;2;0.0;0;2;31.0;1;2;2
1600;32.8;39.86666666666667;46.0;38.30769230769231;46.0;32.22222222222222;13;33.5;40.0;0.0;30.285714285714285;1;8;6;2;3;2;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;26.0;2;2;40.0;1;2;40.0;1;2;0.0;0;2;1
1603;37.88235294117647;34.333333333333336;29.5;39.1;0.0;36.5;5;0.0;46.0;41.0;40.5;0;8;8;0;4;4;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;30.0;1;2;39.0;1;2;49.0;1;2;44.0;1;2;2
1606;36.2;32.857142857142854;30.0;35.583333333333336;46.0;29.444444444444443;10;28.0;41.0;0.0;29.75;0;8;8;0;4;2;2;2;0.0;0;1;0.0;0;2;28.0;1;2;0.0;0;3;18.0;1;2;35.0;1;2;0.0;0;2;38.0;1;2;1
1608;34.1;34.794117647058826;33.0;35.0;0.0;18.5;1;0.0;0.0;0.0;37.333333333333336;0;6;6;0;3;3;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;32.0;1;2;37.0;1;2;43.0;1;2;1
1609;42.266666666666666;38.2;0.0;36.875;41.0;35.888888888888886;8;44.0;0.0;42.0;29.333333333333332;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;44.0;1;2;0.0;0;2;0.0;0;2;1
1611;40.05882352941177;41.0;48.0;43.733333333333334;46.0;36.69230769230769;12;36.0;45.0;40.0;29.3;1;12;9;3;4;3;1;2;0.0;0;1;33.0;1;2;33.0;1;2;23.0;2;3;46.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;1
