NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
618;29.756410256410255;4;23.333333333333332;45.0;38.0;0.0;20.466666666666665;30;15;2;23.333333333333332;3.0;35.0;25.5;0.0;0;7;7;0;3;1;2;2;0.0;0;3;0.0;0;3;0.0;0;3;15.0;1;2;40.0;1;2;0.0;1;3;0.0;0;2;1;28.666666666666668
619;38.0;7;35.0;40.0;39.0;41.0;35.64705882352941;17;17;7;35.0;35.0;30.0;45.0;38.0;0;18;18;0;7;7;0;1;30.0;1;3;35.0;1;3;30.0;1;3;35.0;1;2;40.0;1;2;40.0;1;3;48.0;1;2;2;35.583333333333336
620;26.923076923076923;4;15.0;35.0;0.0;45.0;15.0;7;7;0;15.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
621;31.363636363636363;5;30.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
622;35.53333333333333;6;25.0;35.0;40.0;44.0;36.0;17;17;7;30.0;30.0;35.0;45.0;41.0;0;18;18;0;7;7;0;1;33.0;1;3;31.0;1;3;35.0;1;3;32.0;1;2;40.0;1;2;41.0;1;3;42.0;1;2;3;41.166666666666664
623;32.46153846153846;6;30.0;35.0;41.0;0.0;22.816666666666666;41;15;2;21.0;12.0;30.5;28.5;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;43.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
624;35.733333333333334;7;30.0;35.0;34.0;49.0;38.26470588235294;20;17;7;40.0;30.5;40.0;45.0;47.0;0;18;18;0;7;7;0;1;32.0;1;3;45.0;1;3;33.0;1;3;35.0;1;2;45.0;1;2;40.0;1;3;46.0;1;2;2;39.5
625;30.77777777777778;5;21.666666666666668;30.0;38.0;46.0;28.91176470588235;35;17;5;23.5;22.333333333333332;35.0;31.0;33.0;0;18;18;0;7;7;0;1;33.0;1;3;44.0;1;3;37.0;1;3;36.0;1;2;40.0;1;2;31.0;1;3;30.0;1;2;2;32.74074074074074
626;34.2;6;27.5;30.0;43.0;46.0;36.529411764705884;19;17;7;35.0;31.0;32.0;45.0;41.0;0;18;18;0;7;7;0;1;38.0;1;3;40.0;1;3;32.0;1;3;33.0;1;2;45.0;1;2;45.0;1;3;50.0;1;2;2;39.333333333333336
627;33.8;6;22.5;35.0;40.0;46.0;37.94117647058823;17;17;7;30.0;35.0;32.0;47.0;50.0;1;21;18;3;8;6;2;1;41.0;1;3;32.0;1;3;25.0;2;3;37.0;1;2;45.0;1;2;47.0;1;3;50.0;1;2;2;30.91176470588235
628;35.333333333333336;7;30.0;40.0;40.0;40.0;35.666666666666664;18;15;6;35.0;30.0;40.0;40.0;0.0;1;10;7;3;4;2;2;2;0.0;0;3;0.0;0;3;0.0;0;3;32.0;1;2;40.0;1;2;16.0;2;3;0.0;0;2;1;0.0
630;25.96923076923077;4;15.4;35.0;30.0;0.0;20.833333333333332;24;12;2;30.0;0.0;8.0;19.5;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
631;22.5;3;15.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
632;33.666666666666664;6;22.5;40.0;42.0;43.0;35.35294117647059;17;17;7;30.0;32.0;30.0;45.0;40.0;0;18;18;0;7;7;0;1;36.0;1;3;32.0;1;3;35.0;1;3;36.0;1;2;45.0;1;2;42.0;1;3;48.0;1;2;3;40.72222222222222
633;30.27777777777778;5;22.666666666666668;35.0;35.0;33.0;31.733333333333334;18;15;4;29.0;22.0;36.0;38.0;0.0;0;7;7;0;3;2;1;1;0.0;0;3;0.0;0;3;0.0;0;3;28.0;1;2;45.0;1;2;38.0;1;3;0.0;0;2;1;0.0
634;22.606060606060606;3;14.666666666666666;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
635;35.2;7;30.0;35.0;38.0;46.0;30.41176470588235;26;17;5;30.0;23.0;35.0;35.0;35.0;1;19;16;3;7;5;2;1;30.0;1;3;35.0;1;3;36.0;1;3;33.0;1;2;40.0;1;2;24.0;2;3;0.0;0;2;2;31.12745098039216
636;31.61111111111111;5;21.666666666666668;35.0;39.0;41.0;30.133333333333333;26;15;3;26.5;21.5;29.0;40.0;0.0;3;24;16;8;9;4;5;1;30.0;1;3;31.0;2;3;33.0;1;3;25.0;2;2;40.0;1;2;24.0;2;3;0.0;0;2;2;32.785714285714285
637;38.2;7;35.0;40.0;40.0;44.0;36.23529411764706;17;17;7;35.0;30.0;40.0;45.0;38.0;1;21;18;3;8;6;2;1;30.0;1;3;30.0;1;3;26.5;2;3;34.0;1;2;40.0;1;2;44.0;1;3;42.0;1;2;2;36.80555555555556
639;33.53333333333333;6;27.5;35.0;30.0;44.0;35.3235294117647;22;17;6;30.0;33.0;32.5;46.0;45.0;0;18;18;0;7;7;0;1;33.0;1;3;30.0;1;3;34.0;1;3;34.0;1;2;45.0;1;2;46.0;1;3;47.0;1;2;2;35.0
640;30.4;4;25.0;30.0;36.0;37.0;30.133333333333333;21;15;4;31.0;28.0;3.0;44.0;0.0;1;14;11;3;5;1;4;2;5.0;1;3;0.0;0;3;1.0;1;3;0.0;0;2;35.0;1;2;12.0;2;3;0.0;0;2;1;22.0
641;37.0;7;30.0;40.0;39.0;46.0;38.588235294117645;17;17;7;40.0;30.0;40.0;45.0;43.0;0;18;18;0;7;7;0;1;40.0;1;3;36.0;1;3;30.0;1;3;40.0;1;2;45.0;1;2;44.0;1;3;49.0;1;2;2;38.529411764705884
642;33.666666666666664;6;22.5;40.0;40.0;45.0;36.0;17;17;7;30.0;34.0;33.0;46.0;43.0;0;18;18;0;7;7;0;1;38.0;1;3;43.0;1;3;30.0;1;3;36.0;1;2;45.0;1;2;46.0;1;3;48.0;1;2;2;39.388888888888886
643;34.0;6;25.0;40.0;41.0;39.0;33.6764705882353;26;17;5;30.0;25.0;30.0;45.0;48.0;2;24;18;6;9;5;4;1;26.5;2;3;30.0;1;3;28.5;2;3;36.0;1;2;40.0;1;2;45.0;1;3;50.0;1;2;2;38.333333333333336
644;31.53846153846154;6;30.0;30.0;35.0;0.0;33.38666666666667;23;15;5;30.0;40.0;25.4;35.0;0.0;2;28;13;15;10;3;7;2;16.0;4;3;30.0;1;3;20.666666666666668;3;3;41.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;1;20.0
645;35.12222222222222;6;22.333333333333332;45.0;37.0;43.0;33.64705882352941;23;17;6;33.0;29.0;35.0;35.0;33.0;0;18;18;0;7;7;0;1;36.0;1;3;34.0;1;3;39.0;1;3;34.0;1;2;40.0;1;2;35.0;1;3;43.0;1;2;2;36.44444444444444
646;36.6;7;35.0;35.0;45.0;37.0;36.35294117647059;17;17;7;35.0;30.0;30.0;40.0;49.0;0;18;18;0;7;7;0;1;40.0;1;3;35.0;1;3;36.0;1;3;37.0;1;2;40.0;1;2;40.0;1;3;41.0;1;2;2;35.166666666666664
647;33.333333333333336;6;22.5;35.0;40.0;40.0;33.088235294117645;26;17;6;33.0;26.666666666666668;30.0;40.0;36.0;2;27;18;9;10;6;4;1;22.333333333333332;3;3;30.0;1;3;30.5;2;3;40.0;1;2;40.0;1;2;37.0;1;3;41.0;1;2;1;29.38888888888889
648;36.2;7;30.0;35.0;42.0;47.0;36.294117647058826;20;17;7;33.0;35.0;35.0;36.0;45.0;1;21;18;3;8;6;2;1;33.0;1;3;36.0;1;3;28.5;2;3;40.0;1;2;40.0;1;2;36.0;1;3;48.0;1;2;3;40.72222222222222
649;30.90909090909091;4;20.0;35.0;0.0;0.0;26.666666666666668;9;9;1;20.0;0.0;0.0;45.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
650;34.677777777777784;6;23.666666666666668;35.0;36.0;43.0;33.85294117647059;20;17;6;33.0;27.5;35.0;34.0;46.0;0;18;18;0;7;7;0;1;44.0;1;3;41.0;1;3;39.0;1;3;37.0;1;2;40.0;1;2;34.0;1;3;40.0;1;2;3;41.333333333333336
651;32.8;6;27.5;35.0;30.0;31.0;35.3235294117647;23;17;5;29.0;40.0;31.0;45.0;40.0;1;24;18;6;9;6;3;2;23.666666666666668;3;3;31.0;1;3;30.0;1;3;30.0;1;2;35.0;1;2;30.0;1;3;32.0;1;2;2;36.19444444444444
652;35.86666666666667;6;25.0;45.0;44.0;45.0;35.3235294117647;26;17;5;27.5;31.0;40.0;44.0;46.0;1;24;18;6;9;6;3;1;26.333333333333332;3;3;33.0;1;3;33.0;1;3;36.0;1;2;40.0;1;2;44.0;1;3;50.0;1;2;2;39.05555555555556
653;32.95454545454545;3;25.0;40.0;0.0;0.0;16.73076923076923;22;13;1;17.0;13.0;0.0;12.5;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
654;23.64102564102564;3;16.0;40.0;7.5;0.0;8.571428571428571;12;6;0;0.0;0.0;0.0;12.5;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
655;34.31818181818182;3;22.5;50.0;0.0;0.0;22.0;10;10;1;20.0;0.0;0.0;25.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
656;27.272727272727273;3;30.0;15.0;0.0;0.0;15.0;9;9;0;15.0;15.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
657;37.27272727272727;5;30.0;50.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;2;0.0;0;3;0.0;0;2;1;0.0
658;31.666666666666664;3;22.5;45.0;0.0;0.0;16.227272727272727;20;11;1;12.5;0.0;30.0;15.5;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
660;31.9;5;30.0;35.0;31.0;27.0;28.058823529411764;23;17;5;30.0;24.333333333333332;30.0;38.0;10.0;2;22;16;6;8;3;5;2;29.5;2;3;7.0;1;3;29.5;2;3;37.0;1;2;40.0;1;2;38.0;1;3;0.0;0;2;1;22.166666666666668
661;39.43333333333333;6;40.0;50.0;42.0;40.0;33.94117647058823;17;17;7;30.0;30.0;30.0;43.0;40.0;0;18;18;0;7;7;0;1;30.0;1;3;34.0;1;3;33.0;1;3;31.0;1;2;35.0;1;2;43.0;1;3;41.0;1;2;2;35.05555555555556
662;32.46666666666667;6;20.0;40.0;39.0;42.0;30.176470588235293;28;17;3;25.0;22.5;28.5;27.5;48.0;4;32;18;14;12;3;9;2;28.0;2;3;20.666666666666668;3;3;38.0;1;3;28.0;2;2;35.0;1;2;24.5;2;3;46.0;1;2;2;32.11764705882353
664;35.8;7;30.0;35.0;40.0;46.0;41.76470588235294;17;17;7;30.0;50.0;35.0;45.0;45.0;0;18;18;0;7;7;0;1;37.0;1;3;32.0;1;3;40.0;1;3;39.0;1;2;40.0;1;2;45.0;1;3;49.0;1;2;2;39.35294117647059
666;38.0;7;30.0;45.0;45.0;50.0;36.94117647058823;17;17;7;30.0;30.0;30.0;45.0;46.0;0;18;18;0;7;7;0;1;31.0;1;3;40.0;1;3;35.0;1;3;38.0;1;2;45.0;1;2;44.0;1;3;43.0;1;2;2;33.833333333333336
667;37.13333333333333;7;40.0;40.0;33.0;33.0;36.705882352941174;17;17;7;31.0;40.0;30.0;40.0;43.0;1;21;18;3;8;6;2;1;34.0;1;3;29.5;2;3;35.0;1;3;35.0;1;2;45.0;1;2;30.0;1;3;48.0;1;2;2;37.5
668;34.43333333333333;6;35.0;35.0;40.0;37.0;34.607843137254896;24;17;5;35.0;35.0;27.666666666666668;40.0;40.0;1;21;18;3;8;6;2;1;36.0;1;3;30.0;1;3;28.0;2;3;39.0;1;2;35.0;1;2;36.0;1;3;41.0;1;2;2;35.55555555555556
670;35.6;7;35.0;35.0;35.0;42.0;35.23529411764706;20;17;7;30.0;33.0;35.0;39.0;44.0;0;18;18;0;7;7;0;1;39.0;1;3;37.0;1;3;33.0;1;3;39.0;1;2;40.0;1;2;39.0;1;3;41.0;1;2;2;37.22222222222222
671;32.666666666666664;6;24.0;35.0;37.0;40.0;27.1;32;15;2;22.666666666666668;23.5;29.0;31.0;0.0;0;16;16;0;6;6;0;1;30.0;1;3;47.0;1;3;31.0;1;3;30.0;1;2;40.0;1;2;30.0;1;3;0.0;0;2;1;28.647058823529413
672;32.4;7;30.0;30.0;32.0;41.0;33.48039215686275;22;17;6;30.0;30.0;27.333333333333332;39.0;47.0;3;29;18;11;11;6;5;1;26.666666666666668;3;3;37.0;1;3;30.0;2;3;31.5;2;2;30.0;1;2;39.0;1;3;43.0;1;2;2;33.333333333333336
673;31.363636363636363;4;27.5;30.0;0.0;0.0;27.916666666666668;12;12;2;25.0;0.0;25.0;35.0;0.0;0;2;2;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;2;0.0;0;3;0.0;0;2;1;0.0
674;31.533333333333335;5;22.5;30.0;45.0;19.0;25.566666666666666;30;15;3;26.5;22.0;35.0;30.0;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;36.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;1;26.0
675;28.384615384615383;3;25.0;30.0;0.0;10.0;25.296875;34;16;3;35.0;7.75;20.25;30.0;37.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;20.0
676;28.97435897435897;5;11.666666666666666;45.0;35.0;0.0;8.416666666666666;24;12;0;9.5;0.0;7.5;7.5;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
677;34.8;6;25.0;35.0;50.0;41.0;35.73529411764706;20;17;6;26.5;30.0;35.0;46.0;35.0;0;18;18;0;7;7;0;1;31.0;1;3;38.0;1;3;37.0;1;3;32.0;1;2;40.0;1;2;30.0;1;3;49.0;1;2;2;37.44444444444444
678;34.333333333333336;6;27.5;35.0;37.0;43.0;31.970588235294116;22;17;6;30.0;30.0;33.0;39.0;39.0;1;21;18;3;8;6;2;1;26.5;2;3;37.0;1;3;30.0;1;3;34.0;1;2;35.0;1;2;39.0;1;3;50.0;1;2;1;24.764705882352942
679;30.666666666666664;5;14.666666666666666;45.0;35.0;0.0;9.291666666666666;24;12;0;10.5;0.0;7.5;7.5;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
680;36.8;6;25.0;40.0;40.0;46.0;35.73529411764706;23;17;6;35.5;36.0;30.0;46.0;38.0;0;18;18;0;7;7;0;1;30.0;1;3;34.0;1;3;45.0;1;3;34.0;1;2;45.0;1;2;46.0;1;3;38.0;1;2;2;35.94444444444444
681;30.0;4;27.5;30.0;35.0;0.0;20.630952380952383;45;14;0;14.75;16.75;17.666666666666668;25.0;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;1;21.25
682;16.923076923076923;3;10.0;30.0;0.0;10.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
683;35.13333333333333;7;38.0;37.0;35.0;33.0;36.88235294117647;17;17;7;30.0;35.0;35.0;40.0;41.0;0;18;18;0;7;7;0;1;30.0;1;3;32.0;1;3;30.0;1;3;30.0;1;2;35.0;1;2;30.0;1;3;34.0;1;2;2;32.333333333333336
684;37.6;7;30.0;39.0;44.0;33.0;39.875;16;16;6;35.0;38.0;44.0;40.0;35.0;0;15;15;0;6;6;0;1;38.0;1;3;40.0;1;3;0.0;0;3;36.0;1;2;37.0;1;2;40.0;1;3;40.0;1;2;2;33.94444444444444
685;35.666666666666664;6;22.5;40.0;43.0;47.0;35.8235294117647;17;17;7;36.0;33.0;33.0;34.0;45.0;2;24;18;6;9;5;4;1;30.0;1;3;25.5;2;3;28.5;2;3;30.0;1;2;45.0;1;2;34.0;1;3;45.0;1;2;2;32.705882352941174
686;37.46666666666667;7;40.0;30.0;42.0;49.0;35.588235294117645;17;17;7;35.0;32.0;31.0;42.0;43.0;2;26;18;8;10;5;5;1;26.0;3;3;34.0;1;3;32.0;1;3;29.0;2;2;40.0;1;2;38.0;1;3;47.0;1;2;2;39.5
687;28.923076923076923;4;20.0;30.0;0.0;44.0;36.03333333333333;18;15;5;29.5;34.0;30.0;37.0;0.0;0;16;16;0;6;6;0;1;31.0;1;3;30.0;1;3;30.0;1;3;34.0;1;2;40.0;1;2;37.0;1;3;0.0;0;2;1;28.714285714285715
688;24.717948717948715;3;26.0;35.0;1.6666666666666667;0.0;21.285714285714285;34;14;1;21.666666666666668;23.0;14.0;32.0;0.0;1;11;5;6;4;1;3;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;2;13.0;3;3;0.0;0;2;1;23.25
689;36.8;7;40.0;35.0;38.0;43.0;36.11764705882353;19;17;7;33.0;33.0;32.5;43.0;40.0;0;16;16;0;6;6;0;1;30.0;1;3;38.0;1;3;38.0;1;3;34.0;1;2;40.0;1;2;43.0;1;3;0.0;0;2;2;37.0
690;23.897435897435894;2;15.666666666666666;30.0;18.5;0.0;22.125;27;12;2;20.5;0.0;30.0;24.666666666666668;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;38.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
691;33.2;6;28.5;30.0;40.0;42.0;40.1764705882353;17;17;7;39.0;40.0;39.0;42.0;44.0;0;18;18;0;7;7;0;1;35.0;1;3;39.0;1;3;30.0;1;3;43.0;1;2;40.0;1;2;42.0;1;3;47.0;1;2;2;39.833333333333336
692;28.942307692307693;4;22.5;35.0;45.0;0.0;32.84615384615385;23;13;3;31.5;26.5;0.0;45.0;0.0;0;11;11;0;4;1;3;2;9.0;1;3;0.0;0;3;8.0;1;3;0.0;0;2;45.0;1;2;9.0;1;3;0.0;0;2;1;0.0
693;33.8;6;25.0;35.0;42.0;44.0;40.529411764705884;17;17;7;38.0;38.0;30.0;46.0;45.0;1;21;18;3;8;6;2;1;32.0;1;3;42.0;1;3;29.0;2;3;30.0;1;2;40.0;1;2;35.0;1;3;39.0;1;2;3;40.94444444444444
694;33.63333333333333;6;30.0;30.0;48.0;41.0;35.5;20;17;6;32.0;28.5;36.0;39.0;44.0;0;18;18;0;7;7;0;1;30.0;1;3;30.0;1;3;39.0;1;3;37.0;1;2;40.0;1;2;38.0;1;3;43.0;1;2;2;39.94444444444444
695;16.0;2;12.0;30.0;14.0;0.0;4.0;6;6;0;4.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
696;31.016666666666666;4;22.5;35.0;40.0;44.0;33.35294117647059;28;17;5;30.0;24.0;28.5;43.0;48.0;3;26;18;8;10;6;4;1;31.0;1;3;33.0;1;3;33.0;2;3;33.5;2;2;45.0;1;2;29.0;2;3;32.0;1;2;2;32.411764705882355
697;35.2;7;35.0;30.0;39.0;45.0;37.0;17;17;7;30.0;32.0;33.0;47.0;47.0;0;18;18;0;7;7;0;1;36.0;1;3;36.0;1;3;45.0;1;3;31.0;1;2;40.0;1;2;42.0;1;3;44.0;1;2;3;41.94444444444444
698;33.166666666666664;5;29.0;40.0;40.0;43.0;37.1764705882353;19;17;7;34.0;30.0;31.0;39.0;42.0;1;21;18;3;8;7;1;1;32.0;1;3;36.0;1;3;31.5;2;3;44.0;1;2;40.0;1;2;39.0;1;3;43.0;1;2;3;40.388888888888886
699;36.733333333333334;7;40.0;35.0;36.0;42.0;35.0;19;17;7;31.0;30.0;31.5;40.0;41.0;1;21;18;3;8;7;1;1;30.0;2;3;39.0;1;3;41.0;1;3;35.0;1;2;45.0;1;2;32.0;1;3;50.0;1;2;3;41.55555555555556
700;36.333333333333336;7;35.0;35.0;41.0;44.0;37.5;20;17;7;32.0;31.5;39.0;37.0;39.0;0;18;18;0;7;7;0;1;38.0;1;3;35.0;1;3;39.0;1;3;33.0;1;2;40.0;1;2;36.0;1;3;48.0;1;2;2;35.76470588235294
701;35.06666666666667;6;35.0;35.0;47.0;36.0;38.529411764705884;17;17;7;37.0;43.0;36.0;41.0;39.0;0;18;18;0;7;7;0;1;39.0;1;3;42.0;1;3;40.0;1;3;34.0;1;2;40.0;1;2;36.0;1;3;50.0;1;2;2;39.888888888888886
702;23.977272727272727;3;16.0;30.0;0.0;0.0;31.95;16;10;3;25.5;0.0;0.0;38.0;0.0;0;7;7;0;3;2;1;2;0.0;0;3;0.0;0;3;0.0;0;3;44.0;1;2;40.0;1;2;5.0;1;3;0.0;0;2;1;0.0
703;36.46666666666667;7;35.0;35.0;37.0;44.0;34.94117647058823;19;17;7;31.0;35.0;30.5;40.0;34.0;2;27;18;9;10;6;4;1;27.5;2;3;30.0;1;3;32.666666666666664;3;3;33.0;1;2;45.0;1;2;40.0;1;3;41.0;1;2;2;38.166666666666664
704;36.06666666666667;7;30.0;35.0;39.0;44.0;39.529411764705884;17;17;7;39.0;40.0;35.0;45.0;43.0;0;18;18;0;7;7;0;1;35.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;40.0;1;2;45.0;1;3;38.0;1;2;2;37.333333333333336
706;34.111111111111114;6;28.666666666666668;35.0;41.0;40.0;35.37254901960784;25;17;6;31.0;31.0;30.666666666666668;36.0;45.0;1;21;18;3;8;6;2;1;31.0;1;3;43.0;1;3;30.0;1;3;36.0;1;2;40.0;1;2;16.5;2;3;43.0;1;2;2;36.333333333333336
707;33.46666666666667;6;27.0;30.0;40.0;42.0;31.147058823529413;31;17;5;32.0;16.333333333333332;31.5;35.0;47.0;2;23;18;5;9;5;4;1;32.0;1;3;43.0;1;3;36.0;1;3;29.0;2;2;40.0;1;2;17.0;2;3;37.0;1;2;2;36.638888888888886
708;34.53333333333333;7;35.0;35.0;35.0;39.0;35.55882352941177;23;17;7;35.5;34.0;31.0;36.0;36.0;2;23;18;5;9;7;2;1;32.0;1;3;32.0;2;3;42.0;1;3;30.0;2;2;40.0;1;2;30.0;1;3;48.0;1;2;2;33.35294117647059
709;26.8;4;16.5;35.0;25.0;28.0;23.0;4;4;0;25.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
710;38.93333333333333;7;35.0;40.0;40.0;47.0;42.529411764705884;17;17;7;45.0;41.0;38.0;47.0;47.0;0;18;18;0;7;7;0;1;40.0;1;3;41.0;1;3;45.0;1;3;34.0;1;2;45.0;1;2;44.0;1;3;43.0;1;2;4;45.55555555555556
711;35.333333333333336;7;33.5;35.0;41.0;42.0;32.19607843137254;27;17;4;28.5;25.5;28.666666666666668;30.0;50.0;1;21;18;3;8;7;1;1;43.0;1;3;31.0;1;3;32.0;2;3;43.0;1;2;40.0;1;2;30.0;1;3;30.0;1;2;2;31.916666666666668
714;28.488888888888887;5;20.333333333333332;30.0;31.0;42.0;31.294117647058822;32;17;5;22.333333333333332;31.0;35.0;32.0;40.0;2;24;18;6;9;5;4;1;32.0;1;3;26.5;2;3;30.0;1;3;30.0;1;2;40.0;1;2;29.5;2;3;37.0;1;2;2;35.111111111111114
715;34.1;5;25.0;35.0;41.0;46.0;36.1764705882353;17;17;7;31.0;36.0;36.0;45.0;36.0;0;18;18;0;7;7;0;1;31.0;1;3;41.0;1;3;32.0;1;3;35.0;1;2;45.0;1;2;38.0;1;3;44.0;1;2;2;38.77777777777778
716;36.9;6;30.0;40.0;50.0;43.0;35.733333333333334;18;15;5;29.0;35.0;41.0;43.0;0.0;0;5;5;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;2;40.0;1;3;0.0;0;2;1;26.4
717;34.06666666666667;7;30.0;35.0;40.0;38.0;34.8235294117647;20;17;7;31.0;30.0;30.0;42.0;39.0;1;21;18;3;8;6;2;1;32.0;1;3;33.0;1;3;30.0;1;3;36.0;1;2;45.0;1;2;24.5;2;3;39.0;1;2;2;37.388888888888886
718;40.266666666666666;7;40.0;40.0;45.0;42.0;44.11764705882353;17;17;7;47.0;40.0;43.0;47.0;45.0;0;18;18;0;7;7;0;1;38.0;1;3;40.0;1;3;34.0;1;3;33.0;1;2;45.0;1;2;47.0;1;3;49.0;1;2;2;38.888888888888886
719;35.93333333333333;7;30.0;35.0;42.0;50.0;32.294117647058826;23;17;5;27.5;30.0;31.0;41.0;37.0;0;9;9;0;4;4;0;1;0.0;0;3;0.0;0;3;0.0;0;3;31.0;1;2;45.0;1;2;30.0;1;3;37.0;1;2;3;42.0
720;33.30769230769231;5;40.0;35.0;0.0;31.0;29.966666666666665;30;15;4;34.0;24.5;23.0;33.0;0.0;1;10;7;3;4;2;2;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;40.0;1;2;27.5;2;3;0.0;0;2;1;14.333333333333334
