CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,PROMEDIO_OCHO,NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_ECO,VECES_ECO,CREDITOS_ECO,NOTA_AUTO,VECES_AUTO,CREDITOS_AUTO,NOTA_MAQEL,VECES_MAQEL,CREDITOS_MAQEL,NOTA_ELECPOT,VECES_ELECPOT,CREDITOS_ELECPOT,NOTA_ASP,VECES_ASP,CREDITOS_ASP
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,30.06666667,41,1,2,0,0,3,40,1,2,39,2,2,40,1,3,30,2,3,41,1,3
1,6,2,4,3,1,2,2,41,34,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,31.73333333,50,1,2,0,0,3,38,1,2,35,1,2,38,1,3,42,1,3,37,1,3
0,0,0,0,0,0,0,0,37,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,19,15,4,8,6,2,1,29.46666667,39,1,2,0,0,3,50,2,2,30,2,2,50,1,3,37,1,3,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,27.42857143,43,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,40.85714286,37,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,45,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,2,0,30,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,40,44,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,39.33333333,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,30.13333333,44,1,2,0,0,3,43,1,2,30,2,2,43,1,3,30,1,3,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,33,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,27,37,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,31.06666667,39,1,2,0,0,3,45,1,2,30,2,2,45,1,3,47,1,3,33,1,3
1,17,15,2,7,6,1,1,40.25,41,1,2,0,0,3,39,1,2,35,2,2,39,1,3,41,1,3,30,1,3
0,0,0,0,0,0,0,0,41.66666667,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,42.4,38,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,26.44444444,40,2,2,0,0,3,37,1,2,30,1,2,37,1,3,41,1,3,40,1,3
1,17,15,2,7,6,1,1,26.76470588,40,1,2,0,0,3,44,1,2,42,2,2,44,1,3,31,1,3,36,1,3
0,15,15,0,6,6,0,1,31.46666667,44,1,2,0,0,3,49,1,2,34,1,2,49,1,3,33,1,3,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,35,38,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,44.66666667,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,34.08333333,40,1,2,0,0,3,34,1,2,30,1,2,34,1,3,31,2,3,30,1,3
0,15,15,0,6,6,0,1,39.58333333,37,1,2,0,0,3,43,1,2,37,1,2,43,1,3,36,1,3,33,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,37,48,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,30,45,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,38.91666667,45,1,2,0,0,3,47,1,2,43,1,2,47,1,3,48,1,3,30,1,3
0,15,15,0,6,6,0,1,28,44,1,2,0,0,3,46,1,2,36,1,2,46,1,3,33,1,3,37,1,3
0,2,0,2,1,0,1,0,0,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,32.33333333,48,1,2,0,0,3,45,2,2,34,1,2,45,1,3,36,1,3,34,1,3
1,18,15,3,7,6,1,2,30.93333333,45,1,2,0,0,3,35,1,2,30,1,2,35,1,3,30,1,3,30,2,3
0,2,0,2,1,0,1,0,0,0,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,31.86666667,42,1,2,0,0,3,46,1,2,36,1,2,46,1,3,33,1,3,41,1,3
2,20,15,5,8,6,2,2,36.83333333,36,1,2,0,0,3,34,2,2,37,1,2,34,1,3,30,2,3,37,1,3
0,0,0,0,0,0,0,0,45,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,34,15,19,13,6,7,2,37.66666667,39,1,2,0,0,3,31,1,2,30,3,2,31,1,3,42,3,3,33,4,3
0,4,2,2,2,1,1,2,35.8,36,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,38.41666667,40,1,2,0,0,3,38,1,2,37,1,2,38,1,3,43,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,22,15,7,9,6,3,2,29.26666667,45,1,2,0,0,3,30,1,2,31,3,2,30,1,3,35,2,3,35,1,3
2,19,15,4,8,6,2,2,32.92857143,32,2,2,0,0,3,30,1,2,39,2,2,30,1,3,33,1,3,30,1,3
2,20,15,5,8,6,2,2,34.08333333,41,1,2,0,0,3,30,1,2,35,2,2,30,1,3,31,2,3,32,1,3
0,6,2,4,3,1,2,2,44.8,42,1,2,0,0,3,0,1,2,14,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,26,15,11,10,6,4,2,22.8,39,1,2,0,0,3,35,2,2,38,1,2,35,1,3,32,2,3,41,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,25.53333333,35,1,2,0,0,3,31,1,2,35,2,2,31,2,3,35,1,3,34,1,3
2,20,15,5,8,6,2,2,27.46666667,30,1,2,0,0,3,32,1,2,30,2,2,32,1,3,32,2,3,36,1,3
0,4,0,4,2,0,2,0,39.66666667,0,0,2,0,0,3,0,1,2,0,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,28,13,15,11,5,6,2,25.81818182,30,1,2,0,0,3,31,1,2,25,3,2,31,1,3,33,2,3,39,3,3
1,4,2,2,2,1,1,2,13,38,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,2,36.33333333,40,2,2,0,0,3,32,1,2,35,1,2,32,1,3,30,1,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,22,15,7,9,6,3,2,38.75,45,2,2,0,0,3,44,2,2,34,1,2,44,1,3,35,2,3,41,1,3
2,21,15,6,8,6,2,2,36.83333333,30,1,2,0,0,3,35,1,2,35,1,2,35,2,3,32,2,3,31,1,3
1,17,15,2,7,6,1,2,30.64285714,44,1,2,0,0,3,37,1,2,30,2,2,37,1,3,32,1,3,38,1,3
0,0,0,0,0,0,0,0,18,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,39.83333333,45,1,2,0,0,3,40,1,2,30,1,2,40,1,3,35,1,3,35,1,3
1,18,15,3,7,6,1,1,37.08333333,45,1,2,0,0,3,44,1,2,35,1,2,44,1,3,35,2,3,41,1,3
0,2,2,0,1,1,0,1,30,38,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,22,15,7,9,6,3,2,42,42,1,2,0,0,3,36,1,2,34,3,2,36,2,3,35,1,3,36,1,3
1,6,2,4,3,1,2,2,0,47,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,38.16666667,32,1,2,0,0,3,41,1,2,34,1,2,41,1,3,34,1,3,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,40.14285714,38,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,43,38,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,2,40,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,35.58333333,37,1,2,0,0,3,34,2,2,32,1,2,34,1,3,36,1,3,36,2,3
1,4,0,4,2,0,2,0,0,0,0,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,21,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,13,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,31.53333333,36,1,2,0,0,3,40,1,2,36,1,2,40,1,3,39,1,3,37,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,22,15,7,9,6,3,2,29,39,1,2,0,0,3,32,2,2,36,2,2,32,1,3,32,2,3,30,1,3
2,22,15,7,9,6,3,2,31.71428571,39,1,2,0,0,3,33,1,2,41,3,2,33,1,3,40,1,3,34,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,33.4,39,1,2,0,0,3,30,1,2,37,1,2,30,1,3,39,1,3,41,2,3
1,17,15,2,7,6,1,2,36.83333333,31,1,2,0,0,3,33,2,2,31,1,2,33,1,3,42,1,3,30,1,3
0,15,15,0,6,6,0,1,39.16666667,48,1,2,0,0,3,41,1,2,30,1,2,41,1,3,31,1,3,37,1,3
3,22,15,7,9,6,3,2,30.73333333,46,1,2,0,0,3,39,2,2,38,2,2,39,1,3,30,2,3,41,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,38.57142857,32,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,36,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,37.88888889,39,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,29.6,40,1,2,0,0,3,37,1,2,30,1,2,37,1,3,30,2,3,31,1,3
2,22,15,7,9,6,3,2,30.2,46,1,2,0,0,3,42,1,2,30,3,2,42,1,3,30,2,3,30,1,3
3,24,15,9,10,6,4,2,20.66666667,34,3,2,0,0,3,34,2,2,37,1,2,34,1,3,31,2,3,36,1,3
1,6,2,4,3,1,2,2,0,44,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,30.06666667,36,1,2,0,0,3,43,1,2,30,2,2,43,1,3,32,2,3,43,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,26,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,36,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,30,35,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,22,35,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,42,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,40.08333333,48,1,2,0,0,3,42,2,2,33,1,2,42,1,3,31,1,3,33,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,35,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,41.58333333,44,1,2,0,0,3,30,1,2,37,1,2,30,1,3,39,1,3,32,1,3
1,17,15,2,7,6,1,1,36.33333333,39,1,2,0,0,3,36,2,2,30,1,2,36,1,3,38,1,3,38,1,3
0,2,2,0,1,1,0,1,0,36,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,2,38.25,33,1,2,0,0,3,35,1,2,33,2,2,35,1,3,35,1,3,32,1,3
0,2,2,0,1,1,0,1,0,44,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,4,0,4,2,0,2,2,0,23,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,47,34,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,38.75,37,1,2,0,0,3,43,2,2,42,1,2,43,1,3,41,1,3,41,1,3
1,4,0,4,2,0,2,2,0,15,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,19,15,4,8,6,2,2,29.13333333,37,1,2,0,0,3,34,2,2,36,2,2,34,1,3,39,1,3,30,1,3
0,15,15,0,6,6,0,1,30.6,47,1,2,0,0,3,38,1,2,30,1,2,38,1,3,39,1,3,33,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,26,15,11,11,6,5,2,21.36842105,41,3,2,0,0,3,41,3,2,30,1,2,41,1,3,34,1,3,43,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,42.33333333,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,31,15,16,12,6,6,2,29.86666667,41,1,2,0,0,3,37,1,2,35,3,2,37,1,3,32,4,3,42,2,3
0,2,2,0,1,1,0,1,42.5,36,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,41.41666667,43,1,2,0,0,3,40,1,2,39,2,2,40,1,3,39,1,3,45,2,3
1,18,15,3,7,6,1,1,41,38,1,2,0,0,3,43,1,2,43,1,2,43,1,3,35,1,3,45,2,3
0,15,15,0,6,6,0,1,40.41666667,37,1,2,0,0,3,37,1,2,36,1,2,37,1,3,39,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,9,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,29.93333333,39,1,2,0,0,3,30,1,2,32,1,2,30,1,3,39,1,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,40.66666667,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,37,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,12,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,45,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,6,4,2,3,2,1,2,39.22222222,40,1,2,0,0,3,0,1,2,31,1,2,0,0,3,0,0,3,0,0,3
0,9,5,4,4,2,2,2,43.42857143,46,1,2,0,0,3,0,1,2,23,1,2,0,0,3,39,1,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,0,4,2,0,2,2,44.33333333,15,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,38.58333333,41,1,2,0,0,3,37,1,2,43,2,2,37,1,3,32,2,3,35,1,3
0,15,15,0,6,6,0,1,34.25,42,1,2,0,0,3,37,1,2,34,1,2,37,1,3,31,1,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,39,41,1,2,0,0,3,38,1,2,37,2,2,38,1,3,43,1,3,43,1,3
1,17,15,2,7,6,1,2,39,46,1,2,0,0,3,35,1,2,31,2,2,35,1,3,32,1,3,31,1,3
0,2,2,0,1,1,0,1,27.33333333,36,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,23,12,11,9,5,4,2,27.30769231,42,1,2,0,0,3,38,1,2,30,2,2,38,1,3,24,2,3,32,2,3
0,2,2,0,1,1,0,1,0,41,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,38.66666667,45,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,39,36,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,37.58333333,39,1,2,0,0,3,35,1,2,32,1,2,35,1,3,36,2,3,30,1,3
0,2,0,2,1,0,1,2,0,20,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,1,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,13,13,0,5,5,0,1,34.83333333,35,1,2,36,1,3,31,1,2,0,0,2,31,1,3,0,0,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,21,15,6,8,6,2,2,39.16666667,41,1,2,0,0,3,37,1,2,39,1,2,37,1,3,31,1,3,42,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,37,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,41.5,37,1,2,0,0,3,37,1,2,42,1,2,37,1,3,40,1,3,42,1,3
0,4,2,2,2,1,1,2,28.5,43,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,32.73333333,50,1,2,0,0,3,45,1,2,33,1,2,45,1,3,47,1,3,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,41.6,40,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,12,3,6,5,1,1,35.4,45,1,2,0,0,3,42,1,2,30,1,2,42,1,3,33,1,3,21,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,0,0,0,2,0,0,3,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,33,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,41,44,1,2,0,0,3,36,1,2,33,1,2,36,1,3,32,1,3,41,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,0,38,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
