CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,PROMEDIO_OCHO,NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_ECO,VECES_ECO,CREDITOS_ECO,NOTA_AUTO,VECES_AUTO,CREDITOS_AUTO,NOTA_MAQEL,VECES_MAQEL,CREDITOS_MAQEL,NOTA_ELECPOT,VECES_ELECPOT,CREDITOS_ELECPOT,NOTA_ASP,VECES_ASP,CREDITOS_ASP
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,4,2,2,2,1,1,2,0,40,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,37.08333333,50,1,2,0,0,3,34,1,2,30,1,2,34,1,3,36,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,30,50,3,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,37.08333333,42,1,2,0,0,3,31,1,2,30,1,2,31,2,3,30,1,3,33,1,3
0,2,2,0,1,1,0,1,0,39,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,26.76470588,40,1,2,0,0,3,30,2,2,34,1,2,30,1,3,36,2,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
1,15,4,11,6,2,4,2,37.66666667,31,1,2,0,0,3,16,1,2,35,1,2,16,2,3,0,0,3,21,1,3
2,21,15,6,8,6,2,2,38.5,40,1,2,0,0,3,30,1,2,36,1,2,30,1,3,37,2,3,38,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,28.8125,35,1,2,0,0,3,36,1,2,31,1,2,36,1,3,31,2,3,31,1,3
1,19,15,4,8,6,2,2,26.8,47,1,2,0,0,3,35,1,2,47,3,2,35,1,3,30,1,3,30,1,3
2,21,15,6,8,6,2,2,31.8,47,1,2,0,0,3,30,1,2,30,1,2,30,2,3,36,2,3,32,1,3
2,21,15,6,8,6,2,2,40.83333333,44,1,2,0,0,3,30,1,2,30,1,2,30,2,3,30,1,3,40,2,3
2,25,15,10,10,6,4,2,32.72727273,46,1,2,0,0,3,32,1,2,30,3,2,32,1,3,30,1,3,32,3,3
0,15,15,0,6,6,0,1,40.08333333,37,1,2,0,0,3,30,1,2,34,1,2,30,1,3,30,1,3,31,1,3
1,4,2,2,2,1,1,2,0,45,2,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,2,0,15,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
5,37,9,28,15,4,11,2,41.42857143,50,3,2,0,0,3,33,4,2,34,1,2,33,2,3,27,2,3,17,3,3
2,23,15,8,9,6,3,2,23.88888889,35,1,2,0,0,3,36,1,2,36,2,2,36,3,3,34,1,3,30,1,3
2,24,15,9,9,6,3,2,28,43,1,2,0,0,3,30,1,2,33,1,2,30,2,3,30,1,3,37,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,4,0,4,2,0,2,0,36,0,0,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,32,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,25,12,13,10,5,5,2,31.36363636,46,1,2,0,0,3,40,1,2,34,3,2,40,1,3,30,2,3,20,2,3
0,6,2,4,3,1,2,2,36,36,1,2,0,0,3,0,1,2,20,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,42,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,32.13333333,45,1,2,0,0,3,37,1,2,32,1,2,37,1,3,45,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,34.66666667,38,1,2,0,0,3,31,1,2,33,2,2,31,1,3,37,1,3,37,1,3
0,2,0,2,1,0,1,0,0,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,19,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,1,39.41666667,49,1,2,0,0,3,48,1,2,33,1,2,48,2,3,39,1,3,34,1,3
2,21,15,6,8,6,2,2,37.8,43,1,2,0,0,3,41,1,2,30,1,2,41,2,3,37,1,3,39,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,7,13,8,3,5,2,32.2,44,1,2,0,0,3,33,1,2,12,2,2,33,1,3,0,0,3,13,3,3
2,20,15,5,8,6,2,2,31.33333333,41,1,2,0,0,3,35,1,2,30,2,2,35,2,3,36,1,3,36,1,3
1,17,15,2,7,6,1,1,30.26666667,42,1,2,0,0,3,32,1,2,41,2,2,32,1,3,35,1,3,35,1,3
3,22,15,7,9,6,3,2,29.86666667,38,1,2,0,0,3,30,2,2,37,2,2,30,2,3,38,1,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,38.66666667,48,1,2,0,0,3,31,1,2,30,1,2,31,1,3,50,1,3,30,1,3
0,0,0,0,0,0,0,0,45,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,23,15,8,9,6,3,2,27.05882353,37,1,2,0,0,3,34,1,2,39,2,2,34,2,3,37,1,3,30,2,3
1,19,15,4,8,6,2,2,39.5,35,1,2,0,0,3,30,1,2,33,3,2,30,1,3,36,1,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,37.16666667,39,1,2,0,0,3,37,1,2,31,2,2,37,1,3,37,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,28.8,32,1,2,0,0,3,30,1,2,34,1,2,30,1,3,31,1,3,30,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,33.26666667,43,1,2,0,0,3,36,1,2,36,2,2,36,1,3,32,1,3,33,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,21,15,6,8,6,2,2,30.26666667,43,1,2,0,0,3,32,1,2,31,1,2,32,1,3,38,1,3,37,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,0,33,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,36.83333333,44,1,2,0,0,3,40,1,2,36,2,2,40,1,3,30,2,3,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,45,0,0,2,0,0,3,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,21,15,6,8,6,2,2,31.28571429,40,1,2,0,0,3,37,1,2,31,1,2,37,2,3,30,2,3,30,1,3
2,20,15,5,8,6,2,2,28.94117647,37,1,2,0,0,3,37,2,2,31,1,2,37,1,3,30,1,3,50,2,3
2,19,15,4,8,6,2,2,23.27777778,34,2,2,0,0,3,32,1,2,32,2,2,32,1,3,36,1,3,30,1,3
1,21,15,6,8,6,2,2,24.75,38,1,2,0,0,3,39,1,2,35,1,2,39,3,3,34,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,24,15,9,9,6,3,2,24.75,50,1,2,0,0,3,43,1,2,30,1,2,43,2,3,35,1,3,34,3,3
3,23,15,8,9,6,3,2,33.57142857,40,1,2,0,0,3,37,1,2,36,2,2,37,2,3,34,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,31.8,31,1,2,0,0,3,31,1,2,33,1,2,31,1,3,40,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,14.66666667,41,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,23,15,8,9,6,3,2,27.23529412,45,1,2,0,0,3,38,1,2,37,2,2,38,2,3,32,1,3,37,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,21,15,6,8,6,2,2,37.75,43,1,2,0,0,3,34,1,2,31,1,2,34,2,3,38,1,3,39,2,3
0,2,2,0,1,1,0,1,0,45,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,0,0,0,2,0,0,3,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3
3,23,15,8,9,6,3,2,34.83333333,41,1,2,0,0,3,38,1,2,36,2,2,38,2,3,34,1,3,30,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,42,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,38.6,40,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,48,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,1,37.41666667,43,1,2,0,0,3,45,1,2,34,1,2,45,1,3,40,2,3,46,1,3
0,15,15,0,6,6,0,1,27.5,44,1,2,0,0,3,35,1,2,32,1,2,35,1,3,36,1,3,33,1,3
1,17,15,2,7,6,1,1,30.06666667,35,1,2,0,0,3,44,1,2,30,2,2,44,1,3,40,1,3,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.75,48,1,2,0,0,3,46,1,2,35,1,2,46,1,3,47,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,0,4,2,0,2,2,0,22,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,32.66666667,43,1,2,0,0,3,38,1,2,32,1,2,38,1,3,38,1,3,35,1,3
0,0,0,0,0,0,0,0,13.5,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,8,2,6,4,1,3,2,41.6,33,2,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,0,15,2,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,39.08333333,48,1,2,0,0,3,42,1,2,40,1,2,42,1,3,30,1,3,43,1,3
3,22,15,7,9,6,3,2,23.61111111,41,1,2,0,0,3,30,2,2,30,2,2,30,1,3,31,1,3,33,2,3
0,2,2,0,1,1,0,1,2.666666667,37,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,7,6,1,1,41.16666667,49,1,2,0,0,3,39,2,2,30,1,2,39,1,3,39,1,3,34,1,3
0,15,15,0,6,6,0,1,42.41666667,46,1,2,0,0,3,36,1,2,34,1,2,36,1,3,45,1,3,34,1,3
0,6,2,4,3,1,2,2,39.42857143,38,1,2,0,0,3,0,1,2,27,1,2,0,0,3,0,0,3,0,0,3
3,24,15,9,10,6,4,2,27.52941176,45,1,2,0,0,3,38,3,2,41,2,2,38,2,3,34,1,3,34,1,3
2,20,15,5,8,6,2,2,27.33333333,44,1,2,0,0,3,33,2,2,30,1,2,33,1,3,39,1,3,30,2,3
2,20,15,5,8,6,2,2,40.4,39,1,2,0,0,3,30,1,2,31,2,2,30,1,3,30,1,3,36,2,3
1,18,15,3,7,6,1,2,29,43,1,2,0,0,3,35,1,2,33,1,2,35,2,3,37,1,3,36,1,3
1,21,15,6,8,6,2,2,27.53333333,35,1,2,0,0,3,37,1,2,31,1,2,37,1,3,32,1,3,32,3,3
0,15,15,0,6,6,0,1,38.91666667,50,1,2,0,0,3,32,1,2,34,1,2,32,1,3,31,1,3,31,1,3
1,17,15,2,7,6,1,1,29.6,36,1,2,0,0,3,37,1,2,39,2,2,37,1,3,35,1,3,35,1,3
1,18,15,3,7,6,1,2,33.13333333,35,1,2,0,0,3,31,1,2,30,1,2,31,1,3,30,1,3,39,2,3
1,17,15,2,7,6,1,2,40.91666667,50,1,2,0,0,3,31,1,2,40,2,2,31,1,3,30,1,3,34,1,3
2,24,15,9,9,6,3,2,30.2,47,1,2,0,0,3,31,1,2,30,1,2,31,1,3,34,2,3,40,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,38,31,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,6,2,4,3,1,2,2,37.14285714,38,1,2,0,0,3,0,1,2,21,1,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,30,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,41.2,39,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,4,2,2,2,1,1,2,32,34,1,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,47,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,30,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,41.16666667,40,1,2,0,0,3,36,1,2,32,1,2,36,1,3,41,1,3,33,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,0,39,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
3,22,15,7,9,6,3,2,30.46666667,41,2,2,0,0,3,40,1,2,41,2,2,40,1,3,42,2,3,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,30.8,44,1,2,0,0,3,33,1,2,32,1,2,33,1,3,39,1,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,35.33333333,31,1,2,0,0,3,47,1,2,36,2,2,47,1,3,38,1,3,32,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,1,37,32,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,2,4,3,1,2,2,41,31,1,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,48,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,35.5,45,1,2,0,0,3,39,1,2,34,1,2,39,1,3,30,1,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,41,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,6,0,6,3,0,3,2,38,0,0,2,0,0,3,0,3,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,39.75,45,1,2,0,0,3,49,1,2,33,1,2,49,1,3,36,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,2,15,30,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.08333333,50,1,2,0,0,3,43,1,2,34,1,2,43,1,3,36,1,3,37,1,3
1,17,15,2,7,6,1,1,40.5,40,1,2,0,0,3,43,1,2,39,2,2,43,1,3,31,1,3,33,1,3
0,6,2,4,3,1,2,2,40.5,47,1,2,0,0,3,0,1,2,17,1,2,0,0,3,0,0,3,0,0,3
0,2,2,0,1,1,0,2,0,30,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,40.41666667,50,1,2,0,0,3,36,1,2,37,1,2,36,1,3,34,2,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,32,48,1,2,0,0,3,45,1,2,33,1,2,45,1,3,45,1,3,34,1,3
0,2,0,2,1,0,1,0,22,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,39.25,44,1,2,0,0,3,43,2,2,40,1,2,43,1,3,41,1,3,31,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,43.66666667,0,0,2,0,0,3,0,1,2,0,0,2,0,0,3,0,0,3,0,0,3
0,2,0,2,1,0,1,0,0,0,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
2,20,15,5,8,6,2,2,28.73333333,49,1,2,0,0,3,35,1,2,39,2,2,35,1,3,36,1,3,32,2,3
0,2,0,2,1,0,1,2,19.5,27,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,30.4,41,1,2,0,0,3,42,1,2,32,1,2,42,1,3,37,2,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.33333333,44,1,2,0,0,3,48,1,2,40,1,2,48,1,3,48,1,3,37,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,4,0,4,2,0,2,0,45,0,0,2,0,0,3,0,2,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,1,38.16666667,50,1,2,0,0,3,45,1,2,30,1,2,45,1,3,31,1,3,40,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,1,37.83333333,47,1,2,0,0,3,49,1,2,37,1,2,49,1,3,31,1,3,40,2,3
0,2,2,0,1,1,0,1,0,34,1,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,39,42,1,2,0,0,3,48,1,2,38,1,2,48,1,3,48,1,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.16666667,50,1,2,0,0,3,45,1,2,43,1,2,45,1,3,48,1,3,41,1,3
2,24,15,9,9,6,3,2,39,49,1,2,0,0,3,40,1,2,32,1,2,40,1,3,40,2,3,38,3,3
0,4,0,4,2,0,2,2,42,0,0,2,0,0,3,0,1,2,5,1,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,32.42857143,41,1,2,0,0,3,43,1,2,30,1,2,43,1,3,40,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
3,23,15,8,9,6,3,2,30.85714286,39,1,2,0,0,3,41,1,2,30,2,2,41,1,3,42,2,3,34,2,3
3,22,15,7,9,6,3,2,37.5,42,1,2,0,0,3,48,2,2,39,2,2,48,1,3,30,2,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,15,15,0,6,6,0,1,40.91666667,43,1,2,0,0,3,47,1,2,32,1,2,47,1,3,48,1,3,41,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3
