NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_CD&C,VECES_CD&C,CREDITOS_CD&C,NOTA_DITO,VECES_DITO,CREDITOS_DITO,CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,ESTADO_UNO,PROMEDIO_DOS
30,2,4,40,1,2,40,1,1,45,1,2,35,1,3,35,1,1,35,1,2,1,15,15,0,7,7,0,1,1,36.17647059
30,2,4,45,1,2,45,1,1,45,1,2,30,2,3,35,1,1,35,1,2,2,15,15,0,7,7,0,1,1,35.17647059
30,3,4,30,1,2,45,1,1,45,1,2,30,3,3,39,3,1,33,3,2,4,15,15,0,7,7,0,2,3,29.64285714
30,1,4,45,1,2,45,1,1,45,1,2,40,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.94117647
30,1,4,45,1,2,40,1,1,45,1,2,30,2,3,30,1,1,30,1,2,1,15,15,0,7,7,0,1,1,32.35294118
15,1,4,15,1,2,35,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,1,14,7,1,6,2,3,0
15,4,4,35,1,2,50,1,1,35,1,2,15,4,3,45,2,1,15,4,2,4,15,6,9,7,4,3,2,3,15
30,1,4,45,1,2,45,1,1,45,1,2,30,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,33.52941176
15,2,4,15,1,2,15,1,1,15,2,2,15,2,3,15,1,1,15,2,2,4,15,0,15,7,0,7,2,3,0
15,1,4,25,1,2,45,1,1,40,1,2,20,1,3,15,1,1,15,1,2,0,15,3,12,7,2,5,2,3,0
30,2,4,40,1,2,50,1,1,40,1,2,30,3,3,30,1,1,35,1,2,2,15,15,0,7,7,0,2,3,34.94117647
30,1,4,40,1,2,45,1,1,40,1,2,45,1,3,30,1,1,40,1,2,0,15,15,0,7,7,0,1,1,32.35294118
30,1,4,40,1,2,40,1,1,40,1,2,40,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,31.17647059
35,3,4,30,2,2,35,2,1,40,1,2,35,3,3,45,2,1,40,2,2,6,15,15,0,7,7,0,2,3,34.11764706
23,7,4,40,4,2,35,1,1,36,3,2,30,5,3,40,3,1,39,5,2,6,15,11,4,7,6,1,2,3,31
35,2,4,40,1,2,45,1,1,45,1,2,30,1,3,30,1,1,35,1,2,1,15,15,0,7,7,0,1,1,34.11764706
30,1,4,50,1,2,45,1,1,50,1,2,35,1,3,30,1,1,30,1,2,0,15,15,0,7,7,0,1,1,33.52941176
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
35,2,4,30,1,2,45,1,1,40,1,2,30,1,3,40,2,1,35,1,2,2,15,15,0,7,7,0,1,1,34.70588235
30,2,4,45,1,2,45,1,1,45,1,2,40,1,3,30,1,1,45,1,2,1,15,15,0,7,7,0,1,1,36.47058824
30,1,4,40,1,2,45,1,1,40,1,2,30,1,3,30,1,1,40,1,2,0,15,15,0,7,7,0,1,1,35.58823529
30,1,4,40,1,2,45,1,1,40,1,2,45,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.94117647
30,2,4,35,1,2,45,1,1,45,1,2,30,1,3,35,1,1,40,1,2,1,15,15,0,7,7,0,1,1,34.70588235
30,1,4,45,1,2,45,1,1,50,1,2,40,1,3,35,1,1,40,1,2,0,15,15,0,7,7,0,1,1,34.41176471
30,2,4,45,1,2,40,1,1,45,1,2,40,1,3,35,1,1,40,1,2,1,15,15,0,7,7,0,1,1,34.11764706
15,2,4,15,1,2,30,1,1,15,1,2,15,2,3,15,1,1,15,2,2,3,15,1,14,7,1,6,2,3,0
40,1,4,40,1,2,45,1,1,45,1,2,50,1,3,35,1,1,40,1,2,0,15,15,0,7,7,0,1,1,36.17647059
30,1,4,40,1,2,45,1,1,45,1,2,30,1,3,35,1,1,35,1,2,0,15,15,0,7,7,0,1,1,35.58823529
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
15,3,4,30,1,2,30,1,1,15,1,2,15,3,3,15,2,1,15,2,2,4,15,3,12,7,2,5,2,3,15
15,2,4,45,1,2,45,1,1,35,1,2,15,2,3,20,1,1,15,2,2,3,15,5,10,7,3,4,2,3,0
30,1,4,40,1,2,40,1,1,45,1,2,40,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,31.17647059
35,2,4,40,1,2,45,1,1,45,1,2,30,1,3,30,1,1,40,1,2,1,15,15,0,7,7,0,1,1,32.94117647
30,1,4,35,1,2,45,1,1,45,1,2,30,3,3,35,2,1,35,1,2,2,15,15,0,7,7,0,2,3,30.58823529
35,1,4,40,1,2,45,1,1,45,1,2,40,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,33.82352941
30,3,4,45,1,2,45,1,1,35,1,2,30,1,3,30,1,1,30,2,2,2,15,15,0,7,7,0,2,3,32.85714286
35,2,4,45,1,2,40,1,1,40,1,2,30,1,3,30,1,1,35,1,2,1,15,15,0,7,7,0,1,1,32.35294118
35,1,4,45,1,2,45,1,1,40,1,2,40,1,3,30,1,1,40,1,2,0,15,15,0,7,7,0,1,1,20
35,1,4,45,1,2,45,1,1,45,1,2,45,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,36.17647059
30,3,4,30,1,2,45,1,1,45,1,2,30,4,3,30,1,1,30,3,2,3,15,15,0,7,7,0,2,3,30.47058824
30,2,4,30,1,2,40,1,1,35,1,2,30,2,3,30,1,1,35,1,2,2,15,15,0,7,7,0,1,1,34.94117647
40,1,4,30,1,2,45,1,1,45,1,2,35,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,33.82352941
30,2,4,35,1,2,45,1,1,40,1,2,30,1,3,40,1,1,30,1,2,1,15,15,0,7,7,0,1,1,35.29411765
35,2,4,30,1,2,40,1,1,45,1,2,40,2,3,35,1,1,40,2,2,3,15,15,0,7,7,0,1,1,37.35294118
30,1,4,35,1,2,35,1,1,45,1,2,35,1,3,45,1,1,30,1,2,0,15,15,0,7,7,0,1,1,34.41176471
30,2,4,30,1,2,40,1,1,40,1,2,30,1,3,30,1,1,35,2,2,2,15,15,0,7,7,0,1,1,33.23529412
15,2,4,40,1,2,40,1,1,20,3,2,15,3,3,40,1,1,20,1,2,3,15,4,11,7,3,4,2,3,15
40,1,4,30,1,2,40,1,1,40,1,2,40,1,3,40,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.35294118
30,1,4,30,1,2,40,1,1,40,1,2,35,1,3,40,1,1,35,1,2,0,15,15,0,7,7,0,1,1,34.70588235
30,2,4,30,1,2,30,1,1,40,1,2,20,3,3,45,2,1,30,2,2,4,15,12,3,7,6,1,2,3,40
35,1,4,30,1,2,40,1,1,40,1,2,35,1,3,45,1,1,30,1,2,0,15,15,0,7,7,0,1,1,31.47058824
30,3,4,30,1,2,40,1,1,35,1,2,30,1,3,40,1,1,30,1,2,1,15,15,0,7,7,0,2,3,31.29411765
30,2,4,35,4,2,40,1,1,40,1,2,30,2,3,35,3,1,30,1,2,4,15,15,0,7,7,0,2,3,30.58823529
30,1,4,30,2,2,45,1,1,40,1,2,30,1,3,35,1,1,35,1,2,1,15,15,0,7,7,0,1,1,35
30,1,4,35,1,2,40,1,1,40,1,2,30,1,3,40,1,1,30,1,2,0,15,15,0,7,7,0,1,1,32.05882353
30,2,4,40,1,2,40,1,1,45,1,2,35,1,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,32.94117647
25,7,4,30,1,2,40,1,1,35,1,2,30,1,3,35,1,1,30,1,2,1,15,11,4,7,6,1,2,3,33.18181818
30,4,4,38,2,2,31,3,1,30,1,2,39,3,3,30,3,1,31,2,2,6,15,15,0,7,7,0,2,3,37.17647059
30,1,4,45,1,2,40,1,1,40,1,2,30,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,32.94117647
15,5,4,40,1,2,35,1,1,40,1,2,25,5,3,40,1,1,30,1,2,2,15,8,7,7,5,2,2,3,31
30,1,4,30,2,2,40,1,1,40,1,2,30,1,3,35,1,1,35,1,2,1,15,15,0,7,7,0,1,1,32.35294118
30,5,4,30,1,2,30,1,1,35,1,2,30,4,3,40,1,1,30,1,2,2,15,15,0,7,7,0,2,3,33.41176471
30,2,4,35,1,2,45,1,1,40,1,2,30,1,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,31.17647059
30,1,4,45,1,2,45,1,1,40,1,2,35,1,3,40,1,1,35,1,2,0,15,15,0,7,7,0,1,1,31.17647059
20,4,4,35,2,2,40,1,1,40,1,2,20,4,3,30,1,1,30,2,2,4,15,8,7,7,5,2,2,3,15
30,2,4,35,3,2,35,1,1,35,1,2,30,2,3,35,3,1,35,2,2,5,15,15,0,7,7,0,2,3,34.29411765
20,2,4,30,2,2,35,1,1,35,1,2,20,2,3,30,1,1,35,1,2,3,15,8,7,7,5,2,2,3,25
30,2,4,35,1,2,45,1,1,45,1,2,30,2,3,40,1,1,35,1,2,2,15,15,0,7,7,0,1,1,37.82352941
30,2,4,35,2,2,35,1,1,45,1,2,30,2,3,35,2,1,40,2,2,5,15,15,0,7,7,0,1,1,37.64705882
30,1,4,45,1,2,40,1,1,45,1,2,35,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,33.23529412
15,2,4,25,2,2,40,1,1,40,1,2,20,2,3,35,1,1,20,2,2,4,15,4,11,7,3,4,2,3,40
15,2,4,15,2,2,15,3,1,15,1,2,15,3,3,15,1,1,15,3,2,5,15,0,15,7,0,7,2,3,15
15,2,4,15,2,2,15,2,1,15,2,2,15,2,3,15,1,1,15,2,2,6,15,0,15,7,0,7,2,3,0
30,2,4,30,1,2,30,1,1,40,1,2,30,3,3,35,1,1,35,1,2,2,15,15,0,7,7,0,2,3,33.92857143
30,3,4,35,3,2,40,1,1,40,1,2,30,1,3,45,1,1,30,1,2,2,15,15,0,7,7,0,2,3,37
30,2,4,30,1,2,45,1,1,45,1,2,35,1,3,45,1,1,40,1,2,1,15,15,0,7,7,0,1,1,35.76470588
30,4,4,30,2,2,30,1,1,35,1,2,30,4,3,30,1,1,30,1,2,3,15,15,0,7,7,0,2,3,33.82352941
15,2,4,20,2,2,15,2,1,35,1,2,15,2,3,15,2,1,15,2,2,6,15,2,13,7,1,6,2,3,0
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
15,3,4,45,1,2,30,1,1,50,1,2,35,1,3,45,1,1,40,1,2,1,15,11,4,7,6,1,2,3,16.63636364
30,2,4,40,1,2,40,1,1,40,1,2,30,3,3,40,1,1,30,1,2,2,15,15,0,7,7,0,2,3,30.29411765
30,1,4,35,1,2,30,1,1,35,1,2,30,1,3,35,1,1,40,1,2,0,15,15,0,7,7,0,1,1,36.47058824
35,1,4,35,1,2,40,1,1,40,1,2,30,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,37.94117647
35,2,4,35,1,2,35,1,1,35,1,2,30,2,3,40,1,1,35,1,2,2,15,15,0,7,7,0,1,1,33.23529412
30,3,4,35,1,2,35,1,1,30,4,2,40,3,3,30,2,1,30,1,2,4,15,15,0,7,7,0,2,3,31.14285714
30,2,4,40,1,2,40,1,1,40,1,2,30,2,3,40,1,1,25,2,2,3,15,13,2,7,6,1,1,1,40
15,1,4,35,1,2,25,2,1,40,1,2,15,2,3,35,1,1,15,1,2,2,15,5,10,7,3,4,2,3,16.36363636
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
20,3,4,35,1,2,35,1,1,40,1,2,20,3,3,35,1,1,35,1,2,2,15,8,7,7,5,2,2,3,30.90909091
35,1,4,40,1,2,45,1,1,40,1,2,30,2,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,33.23529412
30,2,4,35,1,2,40,1,1,40,1,2,40,3,3,40,1,1,30,1,2,2,15,15,0,7,7,0,2,3,26.85714286
30,3,4,40,1,2,45,1,1,45,1,2,30,2,3,45,1,1,35,1,2,2,15,15,0,7,7,0,2,3,32.17647059
15,1,4,20,1,2,25,1,1,35,1,2,15,1,3,35,1,1,15,1,2,0,15,3,12,7,2,5,2,3,0
30,1,4,40,1,2,40,1,1,40,1,2,35,2,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,30.58823529
35,1,4,40,1,2,40,1,1,45,1,2,30,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,35.58823529
25,5,4,40,1,2,35,1,1,40,1,2,15,5,3,40,1,1,30,1,2,2,15,8,7,7,5,2,2,3,40
15,1,4,25,1,2,25,1,1,30,1,2,15,1,3,30,1,1,15,1,2,0,15,3,12,7,2,5,2,3,0
25,4,4,35,1,2,40,1,1,45,1,2,20,4,3,40,1,1,40,1,2,2,15,8,7,7,5,2,2,3,29.54545455
30,1,4,40,1,2,40,1,1,40,1,2,30,2,3,40,1,1,30,1,2,1,15,15,0,7,7,0,1,1,34.2
30,3,4,40,1,2,40,1,1,45,1,2,30,3,3,40,1,1,40,1,2,2,15,15,0,7,7,0,2,3,32.94117647
30,2,4,40,1,2,45,1,1,40,1,2,35,2,3,45,1,1,40,1,2,2,15,15,0,7,7,0,1,1,35.88235294
30,2,4,35,1,2,35,1,1,45,1,2,30,3,3,45,1,1,40,1,2,2,15,15,0,7,7,0,2,3,33.70588235
30,3,4,30,1,2,35,1,1,40,1,2,35,2,3,45,1,1,30,1,2,2,15,15,0,7,7,0,2,3,33.82352941
30,1,4,40,1,2,40,1,1,45,1,2,30,3,3,40,1,1,40,1,2,1,15,15,0,7,7,0,2,3,32.05882353
30,2,4,35,1,2,35,1,1,40,1,2,30,2,3,40,1,1,40,1,2,2,15,15,0,7,7,0,1,1,33.35294118
30,2,4,40,1,2,40,1,1,40,1,2,30,2,3,35,1,1,40,1,2,2,15,15,0,7,7,0,1,1,33.23529412
30,3,4,40,1,2,40,1,1,35,1,2,31,7,3,40,1,1,30,1,2,2,15,15,0,7,7,0,2,3,34.58823529
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
25,6,4,35,1,2,40,1,1,40,1,2,30,6,3,35,1,1,35,1,2,2,15,11,4,7,6,1,2,3,25.25
24,7,4,35,1,2,40,1,1,45,1,2,23,7,3,40,1,1,30,1,2,2,15,8,7,7,5,2,2,3,32
15,5,4,30,2,2,45,1,1,45,1,2,15,5,3,35,2,1,33,4,2,5,15,8,7,7,5,2,2,3,34
40,1,4,40,1,2,45,1,1,45,1,2,35,1,3,45,1,1,45,1,2,0,15,15,0,7,7,0,1,1,36.47058824
20,2,4,35,1,2,30,1,1,40,1,2,20,2,3,35,1,1,30,1,2,2,15,8,7,7,5,2,2,3,25
15,3,4,35,1,2,40,1,1,40,1,2,15,3,3,35,1,1,30,1,2,2,15,8,7,7,5,2,2,3,0
35,1,4,40,1,2,40,1,1,40,1,2,30,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,32.58823529
30,2,4,40,1,2,40,1,1,40,1,2,35,2,3,40,1,1,35,1,2,2,15,15,0,7,7,0,1,1,33.82352941
30,1,4,40,1,2,45,1,1,45,1,2,35,2,3,40,1,1,40,1,2,1,15,15,0,7,7,0,1,1,35
30,2,4,35,1,2,30,1,1,45,1,2,30,2,3,40,1,1,35,1,2,2,15,15,0,7,7,0,1,1,32.05882353
20,2,4,35,1,2,40,1,1,40,1,2,20,2,3,35,1,1,30,1,2,2,15,8,7,7,5,2,2,3,16.66666667
30,2,4,45,1,2,45,1,1,40,1,2,40,3,3,45,1,1,40,1,2,2,15,15,0,7,7,0,2,3,35
15,1,4,35,1,2,15,1,1,20,1,2,15,1,3,25,1,1,15,1,2,0,15,2,13,7,1,6,2,3,0
35,2,4,40,1,2,40,1,1,40,1,2,30,1,3,40,1,1,40,1,2,1,15,15,0,7,7,0,1,1,39.11764706
40,3,4,35,1,2,40,1,1,45,1,2,35,2,3,35,1,1,30,1,2,2,15,15,0,7,7,0,2,3,31.58823529
30,1,4,40,1,2,40,1,1,40,1,2,35,1,3,35,1,1,35,1,2,0,15,15,0,7,7,0,1,1,33.23529412
45,1,4,40,1,2,40,1,1,40,1,2,35,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,34.41176471
35,2,4,40,1,2,40,1,1,40,1,2,45,3,3,30,1,1,30,1,2,2,15,15,0,7,7,0,2,3,36.11764706
30,2,4,40,1,2,40,1,1,35,1,2,35,2,3,35,1,1,30,2,2,3,15,15,0,7,7,0,1,1,25.41176471
20,1,4,45,1,2,45,1,1,45,1,2,30,1,3,35,1,1,20,1,2,0,15,9,6,7,5,2,1,1,0
40,1,4,40,1,2,45,1,1,40,1,2,35,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,35
30,2,4,35,1,2,40,1,1,40,1,2,45,1,3,30,2,1,30,2,2,3,15,15,0,7,7,0,1,1,33.05882353
40,1,4,40,1,2,45,1,1,40,1,2,45,1,3,50,1,1,40,1,2,0,15,15,0,7,7,0,1,1,38.23529412
30,1,4,40,1,2,40,1,1,40,1,2,30,1,3,50,1,1,45,1,2,0,15,15,0,7,7,0,1,1,35
30,2,4,40,1,2,40,2,1,30,1,2,40,2,3,40,2,1,45,2,2,5,15,15,0,7,7,0,1,1,36.23529412
15,1,4,40,1,2,40,1,1,45,1,2,20,1,3,40,1,1,15,1,2,0,15,6,9,7,4,3,2,3,0
30,2,4,35,1,2,30,1,1,40,1,2,30,2,3,40,1,1,40,2,2,3,15,15,0,7,7,0,1,1,21.52941176
35,1,4,50,1,2,45,1,1,45,1,2,30,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,33.82352941
15,1,4,40,1,2,20,1,1,35,1,2,15,1,3,25,1,1,15,1,2,0,15,4,11,7,2,5,2,3,0
30,2,4,45,1,2,40,1,1,40,1,2,30,1,3,50,1,1,40,1,2,1,15,15,0,7,7,0,1,1,40.29411765
30,1,4,40,1,2,40,1,1,45,1,2,30,1,3,45,1,1,30,1,2,0,15,15,0,7,7,0,1,1,35.88235294
35,2,4,35,1,2,40,1,1,40,1,2,30,3,3,35,1,1,35,1,2,2,15,15,0,7,7,0,2,3,34.17647059
35,1,4,40,1,2,40,1,1,45,1,2,30,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,34.11764706
30,3,4,40,1,2,40,1,1,40,1,2,25,3,3,35,1,1,35,1,2,2,15,12,3,7,6,1,2,3,30
34,5,4,35,1,2,40,1,1,40,1,2,33,5,3,35,1,1,35,1,2,2,15,15,0,7,7,0,2,3,20.14285714
30,1,4,35,1,2,40,1,1,40,1,2,30,3,3,45,1,1,40,1,2,1,15,15,0,7,7,0,2,3,32.88235294
30,2,4,40,1,2,45,1,1,45,1,2,30,2,3,50,1,1,40,1,2,2,15,15,0,7,7,0,1,1,32.05882353
30,2,4,35,1,2,40,1,1,40,1,2,35,2,3,35,1,1,30,1,2,2,15,15,0,7,7,0,1,1,32
30,5,4,40,1,2,45,1,1,35,1,2,30,5,3,30,1,1,30,1,2,2,15,15,0,7,7,0,2,3,34.76470588
30,1,4,40,1,2,45,1,1,45,1,2,30,1,3,50,1,1,40,1,2,0,15,15,0,7,7,0,1,1,33.23529412
30,1,4,45,1,2,45,1,1,40,1,2,30,2,3,45,1,1,40,1,2,1,15,15,0,7,7,0,1,1,31.70588235
30,3,4,45,1,2,45,1,1,45,1,2,40,3,3,40,1,1,30,1,2,2,15,15,0,7,7,0,2,3,31.82352941
30,1,4,45,1,2,45,1,1,40,1,2,30,1,3,50,1,1,40,1,2,0,15,15,0,7,7,0,1,1,35.58823529
30,2,4,40,1,2,45,1,1,35,1,2,20,4,3,35,1,1,35,1,2,2,15,12,3,7,6,1,2,3,0
30,2,4,40,1,2,50,1,1,40,1,2,35,2,3,45,1,1,35,1,2,2,15,15,0,7,7,0,1,1,36.17647059
30,2,4,45,1,2,40,1,1,35,1,2,30,2,3,30,1,1,40,1,2,2,15,15,0,7,7,0,1,1,32.70588235
30,1,4,50,1,2,50,1,1,50,1,2,30,1,3,40,1,1,45,1,2,0,15,15,0,7,7,0,1,1,32.94117647
30,2,4,35,1,2,50,1,1,40,1,2,30,1,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,31.47058824
30,2,4,45,1,2,45,1,1,35,1,2,30,1,3,45,1,1,40,1,2,1,15,15,0,7,7,0,1,1,35.35294118
30,1,4,40,1,2,45,1,1,40,1,2,30,1,3,35,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.94117647
25,2,4,40,1,2,50,1,1,45,1,2,15,2,3,50,1,1,30,1,2,2,15,8,7,7,5,2,1,1,22.72727273
40,2,4,40,1,2,45,1,1,35,1,2,30,1,3,30,1,1,40,2,2,2,15,15,0,7,7,0,1,1,35
30,1,4,45,1,2,50,1,1,40,1,2,40,1,3,40,1,1,35,1,2,0,15,15,0,7,7,0,1,1,34.70588235
15,2,4,35,1,2,40,1,1,40,1,2,15,2,3,30,1,1,25,2,2,3,15,6,9,7,4,3,2,3,0
30,2,4,45,1,2,40,1,1,40,1,2,45,3,3,45,1,1,40,1,2,2,15,15,0,7,7,0,2,3,31.88235294
35,1,4,40,1,2,45,1,1,40,1,2,30,1,3,35,1,1,30,1,2,0,15,15,0,7,7,0,1,1,27.94117647
30,1,4,45,1,2,45,1,1,40,1,2,30,1,3,40,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.35294118
35,1,4,40,1,2,50,1,1,40,1,2,30,1,3,45,1,1,35,1,2,0,15,15,0,7,7,0,1,1,33.23529412
30,4,4,35,1,2,45,1,1,40,1,2,30,4,3,45,1,1,30,1,2,2,15,15,0,7,7,0,2,3,22.47058824
30,1,4,45,1,2,45,1,1,45,1,2,35,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,34.70588235
35,3,4,40,1,2,50,1,1,40,1,2,30,2,3,35,1,1,35,1,2,2,15,15,0,7,7,0,2,3,35.52941176
30,2,4,45,1,2,50,1,1,45,1,2,30,1,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,37.70588235
30,2,4,45,1,2,45,1,1,40,1,2,35,3,3,35,1,1,40,1,2,2,15,15,0,7,7,0,2,3,31.64705882
35,1,4,50,1,2,50,1,1,45,1,2,35,1,3,50,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.64705882
35,2,4,45,1,2,45,1,1,40,1,2,35,1,3,50,1,1,35,1,2,1,15,15,0,7,7,0,1,1,35.58823529
22,6,4,40,1,2,45,1,1,40,1,2,15,6,3,35,1,1,30,3,2,3,15,8,7,7,5,2,2,3,22.5
30,1,4,45,1,2,45,1,1,45,1,2,40,1,3,50,1,1,35,1,2,0,15,15,0,7,7,0,1,1,32.94117647
30,2,4,45,1,2,50,1,1,40,1,2,30,1,3,35,1,1,30,1,2,1,15,15,0,7,7,0,1,1,35.05882353
35,1,4,40,1,2,40,1,1,30,1,2,30,1,3,45,1,1,45,1,2,0,15,15,0,7,7,0,1,1,34.41176471
25,2,4,30,2,2,40,1,1,25,1,2,30,1,3,20,2,1,15,2,2,4,15,6,9,7,3,4,2,3,0
35,1,4,40,1,2,40,1,1,35,1,2,30,1,3,50,1,1,40,1,2,0,15,15,0,7,7,0,1,1,0
30,2,4,40,1,2,35,1,1,35,1,2,40,2,3,40,1,1,35,1,2,2,15,15,0,7,7,0,1,1,34.41176471
30,3,4,40,1,2,40,1,1,35,1,2,30,2,3,35,1,1,35,1,2,2,15,15,0,7,7,0,2,3,32.05882353
15,2,4,15,2,2,15,2,1,15,2,2,15,2,3,15,2,1,15,2,2,7,15,0,15,7,0,7,2,3,0
35,1,4,15,2,2,15,2,1,15,2,2,20,2,3,15,2,1,15,2,2,6,15,4,11,7,1,6,2,3,0
30,1,4,40,1,2,40,1,1,35,1,2,30,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,35.58823529
35,1,4,35,1,2,40,1,1,35,1,2,35,1,3,50,1,1,45,1,2,0,15,15,0,7,7,0,1,1,34.70588235
35,3,4,40,1,2,40,1,1,35,1,2,30,2,3,30,1,1,35,2,2,3,15,15,0,7,7,0,2,3,32.94117647
15,2,4,20,2,2,15,1,1,15,1,2,20,2,3,15,1,1,15,2,2,4,15,0,15,7,0,7,2,3,0
30,1,4,40,1,2,40,1,1,35,1,2,30,1,3,40,1,1,40,1,2,0,15,15,0,7,7,0,1,1,31.47058824
30,1,4,30,1,2,40,1,1,30,2,2,30,1,3,40,1,1,30,1,2,1,15,15,0,7,7,0,1,1,34.70588235
35,1,4,40,1,2,40,1,1,35,1,2,35,1,3,50,1,1,45,1,2,0,15,15,0,7,7,0,1,1,40
15,1,4,20,1,2,15,1,1,15,1,2,20,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
30,1,4,35,1,2,40,1,1,35,1,2,30,1,3,45,1,1,45,1,2,0,15,15,0,7,7,0,1,1,35.29411765
30,2,4,30,1,2,35,1,1,30,2,2,30,2,3,40,1,1,30,1,2,3,15,15,0,7,7,0,1,1,31.52941176
20,3,4,30,1,2,40,1,1,30,1,2,25,2,3,40,1,1,30,2,2,3,15,8,7,7,5,2,2,3,0
40,1,4,35,1,2,40,1,1,30,1,2,40,1,3,40,1,1,35,1,2,0,15,15,0,7,7,0,1,1,36.76470588
35,1,4,35,1,2,35,1,1,30,1,2,30,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,32.52941176
30,1,4,35,1,2,40,1,1,35,1,2,30,2,3,45,1,1,35,1,2,1,15,15,0,7,7,0,1,1,34.82352941
15,2,4,20,2,2,35,1,1,15,2,2,15,2,3,35,1,1,15,2,2,5,15,2,13,7,2,5,2,3,0
40,1,4,35,1,2,40,1,1,30,1,2,45,1,3,50,1,1,35,1,2,0,15,15,0,7,7,0,1,1,37.35294118
35,3,4,25,4,2,35,1,1,35,4,2,30,2,3,25,4,1,30,2,2,6,15,12,3,7,5,2,2,3,34.8
30,1,4,40,1,2,40,1,1,30,1,2,35,2,3,40,1,1,35,1,2,1,15,15,0,7,7,0,1,1,33.23529412
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,15,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
30,1,4,40,1,2,40,1,1,35,1,2,30,2,3,45,1,1,35,1,2,1,15,15,0,7,7,0,1,1,32.94117647
15,2,4,30,1,2,40,1,1,15,1,2,20,2,3,35,1,1,15,2,2,3,15,4,11,7,3,4,2,3,0
30,2,4,40,1,2,35,1,1,35,1,2,30,1,3,50,1,1,35,2,2,2,15,15,0,7,7,0,1,1,37.35294118
35,2,4,40,1,2,40,1,1,35,1,2,30,1,3,40,1,1,40,1,2,1,15,15,0,7,7,0,1,1,35.58823529
30,1,4,35,1,2,35,1,1,35,1,2,30,1,3,35,1,1,35,1,2,0,15,15,0,7,7,0,1,1,31.47058824
15,1,4,15,1,2,15,1,1,15,1,2,15,1,3,20,1,1,15,1,2,0,15,0,15,7,0,7,2,3,0
30,1,4,35,1,2,40,1,1,40,1,2,30,1,3,45,1,1,40,1,2,0,15,15,0,7,7,0,1,1,32.35294118
30,1,4,35,1,2,40,1,1,40,1,2,30,1,3,35,1,1,30,1,2,0,15,15,0,7,7,0,1,1,35
35,3,4,35,1,2,45,1,1,45,1,2,30,2,3,50,1,1,45,1,2,2,15,15,0,7,7,0,2,3,35.70588235
