NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_CD&C,VECES_CD&C,CREDITOS_CD&C,NOTA_DITO,VECES_DITO,CREDITOS_DITO,CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,ESTADO_UNO,PROMEDIO_DOS
33,3,4,31,2,2,34,1,1,41,1,2,30,3,3,35,1,1,31,1,2,3,15,15,0,7,7,0,2,3,34.05882353
35,1,4,41,1,2,36,1,1,40,1,2,33,2,3,42,1,1,35,1,2,1,15,15,0,7,7,0,1,1,36.64705882
30,2,4,41,1,2,30,1,1,39,1,2,30,2,3,41,1,1,38,1,2,2,15,15,0,7,7,0,1,1,35.17647059
32,2,4,40,2,2,36,2,1,44,3,2,30,2,3,39,2,1,36,2,2,7,15,15,0,7,7,0,2,3,35.82352941
30,3,4,37,1,2,31,1,1,36,1,2,30,2,3,38,1,1,31,1,2,2,15,15,0,7,7,0,2,3,31.5
27,3,4,37,1,2,30,1,1,40,1,2,31,3,3,38,1,1,35,1,2,2,15,11,4,7,6,1,2,3,28.09090909
31,1,4,36,1,2,32,1,1,42,1,2,42,2,3,40,1,1,38,1,2,1,15,15,0,7,7,0,1,1,33.88235294
0,1,4,0,1,2,0,0,1,0,1,2,0,1,3,2,1,1,10,1,2,0,15,0,15,6,0,7,2,3,0
20,1,4,11,1,2,6,1,1,12,1,2,16,1,3,12,1,1,18,1,2,0,15,0,15,7,0,7,2,3,0
21,3,4,35,1,2,34,1,1,31,1,2,0,1,3,36,1,1,34,1,2,1,15,8,7,7,5,2,2,3,10
26,3,4,40,1,2,30,1,1,44,1,2,24,2,3,39,1,1,38,1,2,2,15,8,7,7,5,2,2,3,32.27272727
26,3,4,40,1,2,31,1,1,39,1,2,0,2,3,31,1,1,34,1,2,2,15,8,7,7,5,2,2,3,18.625
12,1,4,12,1,2,8,1,1,30,1,2,9,1,3,15,1,1,16,1,2,0,15,2,13,7,1,6,2,3,0
32,1,4,40,1,2,32,1,1,42,1,2,33,3,3,40,1,1,42,1,2,1,15,15,0,7,7,0,2,3,31.8
0,1,4,0,1,2,0,1,1,0,1,2,0,1,3,0,1,1,12,1,2,0,15,0,15,7,0,7,2,3,0
35,1,4,38,1,2,30,1,1,42,1,2,30,2,3,38,1,1,41,1,2,1,15,15,0,7,7,0,1,1,33.29411765
36,1,4,43,1,2,42,1,1,43,1,2,33,1,3,42,1,1,38,1,2,0,15,15,0,7,7,0,1,1,35.76470588
32,3,4,31,1,2,34,1,1,37,1,2,31,1,3,30,1,1,32,1,2,1,15,15,0,7,7,0,2,3,34.76470588
30,2,4,38,1,2,34,1,1,35,1,2,31,2,3,40,1,1,34,1,2,2,15,15,0,7,7,0,1,1,32.23529412
31,1,4,38,1,2,37,1,1,41,1,2,32,2,3,42,1,1,34,1,2,1,15,15,0,7,7,0,1,1,33.23529412
30,3,4,38,1,2,34,1,1,38,1,2,34,2,3,32,1,1,35,1,2,2,15,15,0,7,7,0,2,3,34.76470588
30,3,4,39,1,2,33,1,1,36,1,2,30,1,3,34,1,1,35,1,2,1,15,15,0,7,7,0,2,3,31.88235294
31,1,4,35,1,2,39,1,1,35,1,2,26,2,3,37,1,1,32,1,2,1,15,12,3,7,6,1,1,1,15.75
30,2,4,33,1,2,31,1,1,31,1,2,31,1,3,37,1,1,41,1,2,1,15,15,0,7,7,0,1,1,35.17647059
12,1,4,15,1,2,12,1,1,9,1,2,13,1,3,16,1,1,0,1,2,0,15,0,15,7,0,7,2,3,0
9,2,4,32,1,2,25,2,1,40,1,2,18,2,3,39,1,1,21,2,2,4,15,5,10,7,3,4,2,3,0
42,1,4,50,1,2,49,1,1,41,1,2,44,1,3,50,1,1,46,1,2,0,15,15,0,7,7,0,1,1,46
24,1,4,31,1,2,23,1,1,37,1,2,23,1,3,22,1,1,24,1,2,0,15,4,11,7,2,5,2,3,0
30,1,4,32,2,2,37,1,1,31,1,2,30,3,3,32,1,1,34,1,2,2,15,15,0,7,7,0,2,3,30.23529412
42,1,4,46,1,2,41,1,1,37,1,2,34,1,3,44,1,1,40,1,2,0,15,15,0,7,7,0,1,1,26.88235294
30,1,4,43,2,2,36,1,1,35,1,2,30,1,3,40,2,1,31,1,2,2,15,15,0,7,7,0,1,1,26.05882353
30,1,4,40,1,2,39,1,1,41,1,2,32,1,3,46,1,1,41,1,2,0,15,15,0,7,7,0,1,1,36.64705882
31,1,4,38,2,2,38,1,1,39,1,2,31,1,3,30,1,1,33,1,2,1,15,15,0,7,7,0,1,1,31.05882353
2,1,4,0,1,2,13,1,1,4,1,2,0,1,3,0,1,1,0,1,2,0,15,0,15,7,0,7,2,3,0
38,2,4,33,1,2,36,1,1,37,1,2,32,1,3,30,1,1,36,1,2,1,15,15,0,7,7,0,1,1,44
30,1,4,41,1,2,35,1,1,37,1,2,41,1,3,42,1,1,39,1,2,0,15,15,0,7,7,0,1,1,10.82352941
35,1,4,42,1,2,41,1,1,44,1,2,30,1,3,35,1,1,42,1,2,0,15,15,0,7,7,0,1,1,37.11764706
38,1,4,42,1,2,31,1,1,42,1,2,35,1,3,39,1,1,36,1,2,0,15,15,0,7,7,0,1,1,42.05882353
31,3,4,31,1,2,38,1,1,37,1,2,33,1,3,31,1,1,34,1,2,1,15,15,0,7,7,0,2,3,37.17647059
33,1,4,30,1,2,34,1,1,39,1,2,30,1,3,35,1,1,41,1,2,0,15,15,0,7,7,0,1,1,36.35294118
34,1,4,45,1,2,40,1,1,37,1,2,34,1,3,42,1,1,44,1,2,0,15,15,0,7,7,0,1,1,36.35294118
36,1,4,41,1,2,38,1,1,40,1,2,30,1,3,41,1,1,40,1,2,0,15,15,0,7,7,0,1,1,37.17647059
36,1,4,43,1,2,37,1,1,39,1,2,30,1,3,43,1,1,39,1,2,0,15,15,0,7,7,0,1,1,35.35294118
33,1,4,35,1,2,40,1,1,35,1,2,38,1,3,39,1,1,42,1,2,0,15,15,0,7,7,0,1,1,39.29411765
13,1,4,9,1,2,18,1,1,10,1,2,12,1,3,15,1,1,3,1,2,0,15,0,15,7,0,7,2,3,0
32,3,4,33,1,2,33,1,1,43,1,2,33,3,3,34,1,1,30,1,2,2,15,15,0,7,7,0,2,3,33.11764706
33,1,4,34,1,2,38,1,1,42,1,2,25,2,3,34,1,1,3,2,2,2,15,10,5,7,5,2,1,1,0
33,1,4,31,1,2,33,1,1,39,1,2,30,2,3,32,1,1,30,1,2,1,15,15,0,7,7,0,1,1,31.64705882
30,1,4,37,1,2,39,1,1,36,1,2,30,1,3,36,1,1,42,1,2,0,15,15,0,7,7,0,1,1,33.52941176
30,2,4,40,1,2,35,1,1,38,1,2,32,1,3,41,1,1,36,1,2,1,15,15,0,7,7,0,1,1,34.17647059
31,1,4,37,1,2,38,1,1,37,1,2,31,3,3,41,1,1,35,1,2,1,15,15,0,7,7,0,2,3,34.70588235
30,3,4,37,1,2,38,1,1,39,1,2,30,2,3,38,1,1,36,1,2,2,15,15,0,7,7,0,2,3,33.29411765
28,3,4,40,1,2,31,1,1,39,1,2,30,1,3,35,1,1,36,1,2,1,15,11,4,7,6,1,2,3,27
35,1,4,34,2,2,31,2,1,33,1,2,30,1,3,31,1,1,33,1,2,2,15,15,0,7,7,0,1,1,32.52941176
38,1,4,35,1,2,41,1,1,44,1,2,41,1,3,37,1,1,46,1,2,0,15,15,0,7,7,0,1,1,34.17647059
24,1,4,39,1,2,29,1,1,26,1,2,24,1,3,24,1,1,13,1,2,0,15,2,13,7,1,6,2,3,0
0,1,4,6,1,2,9,1,1,0,1,2,0,1,3,4,1,1,2,1,2,0,15,0,15,7,0,7,2,3,0
36,2,4,43,1,2,42,1,1,41,1,2,30,1,3,41,1,1,36,1,2,1,15,15,0,7,7,0,1,1,32.88235294
2,1,4,23,1,2,17,1,1,3,1,2,5,1,3,12,1,1,9,1,2,0,15,0,15,7,0,7,2,3,0
25,3,4,38,1,2,38,1,1,38,1,2,24,3,3,36,1,1,39,1,2,2,15,8,7,7,5,2,2,3,17.625
40,2,4,41,1,2,41,1,1,41,1,2,30,1,3,41,1,1,38,1,2,1,15,15,0,7,7,0,1,1,39.11764706
30,3,4,42,1,2,35,1,1,41,1,2,35,2,3,37,1,1,30,1,2,2,15,15,0,7,7,0,2,3,34.11764706
31,2,4,41,1,2,37,2,1,34,1,2,30,2,3,41,1,1,39,2,2,4,15,15,0,7,7,0,1,1,32.23529412
32,1,4,40,1,2,41,1,1,41,1,2,45,2,3,44,1,1,40,1,2,1,15,15,0,7,7,0,1,1,35.94117647
11,1,4,27,1,2,26,1,1,11,1,2,13,1,3,19,1,1,16,1,2,0,15,0,15,7,0,7,2,3,0
32,2,4,43,1,2,37,1,1,43,1,2,37,2,3,42,1,1,36,1,2,2,15,15,0,7,7,0,1,1,36.23529412
40,1,4,43,1,2,38,1,1,40,1,2,35,1,3,43,1,1,41,1,2,0,15,15,0,7,7,0,1,1,44.11764706
31,3,4,41,1,2,36,1,1,37,1,2,30,1,3,40,1,1,35,2,2,2,15,15,0,7,7,0,2,3,35.52941176
24,3,4,32,1,2,19,3,1,39,1,2,28,3,3,37,1,1,34,2,2,4,15,7,8,7,4,3,2,3,23.33333333
36,2,4,34,1,2,36,1,1,37,1,2,35,2,3,35,1,1,32,1,2,2,15,15,0,7,7,0,1,1,36.23529412
23,3,4,40,1,2,34,1,1,34,1,2,23,3,3,37,1,1,35,2,2,3,15,8,7,7,5,2,2,3,22.5
23,2,4,40,1,2,30,1,1,31,1,2,21,2,3,39,1,1,34,2,2,3,15,8,7,7,5,2,2,3,34.4
30,3,4,41,1,2,33,1,1,38,1,2,36,2,3,39,1,1,39,2,2,3,15,15,0,7,7,0,2,3,29.88235294
34,2,4,40,1,2,42,1,1,42,1,2,40,2,3,38,1,1,42,1,2,2,15,15,0,7,7,0,1,1,36.70588235
46,1,4,43,1,2,44,1,1,43,1,2,47,1,3,41,1,1,45,1,2,0,15,15,0,7,7,0,1,1,42.47058824
5,2,4,18,3,2,25,3,1,35,3,2,13,3,3,23,3,1,9,2,2,7,15,2,13,7,1,6,2,3,0
6,1,4,14,1,2,10,1,1,0,1,2,9,1,3,3,1,1,14,1,2,0,15,0,15,7,0,7,2,3,0
30,1,4,39,1,2,40,1,1,37,1,2,42,2,3,39,1,1,44,1,2,1,15,15,0,7,7,0,1,1,34.58823529
31,1,4,40,1,2,35,1,1,37,1,2,31,1,3,43,1,1,36,1,2,0,15,15,0,7,7,0,1,1,34.88235294
33,3,4,37,1,2,31,1,1,41,2,2,34,2,3,41,1,1,30,1,2,3,15,15,0,7,7,0,2,3,35.82352941
47,1,4,41,1,2,38,1,1,45,1,2,35,1,3,42,1,1,44,1,2,0,15,15,0,7,7,0,1,1,38.88235294
31,2,4,42,1,2,40,1,1,43,1,2,37,2,3,45,1,1,47,1,2,2,15,15,0,7,7,0,1,1,36.52941176
32,1,4,35,1,2,41,1,1,40,1,2,30,1,3,36,1,1,39,1,2,0,15,15,0,7,7,0,1,1,30.76470588
15,2,4,39,1,2,33,1,1,36,1,2,17,2,3,39,1,1,40,1,2,2,15,8,7,7,5,2,2,3,17.27272727
17,2,4,38,1,2,37,1,1,38,1,2,11,2,3,34,1,1,30,1,2,2,15,8,7,7,5,2,2,3,19.6
40,1,4,42,1,2,40,1,1,43,1,2,33,1,3,42,1,1,45,1,2,0,15,15,0,7,7,0,1,1,38.29411765
32,3,4,42,1,2,37,1,1,44,1,2,37,2,3,44,1,1,44,1,2,2,15,15,0,7,7,0,2,3,34.64705882
19,3,4,39,1,2,30,1,1,41,2,2,36,2,3,32,1,1,36,1,2,3,15,11,4,7,6,1,2,3,19.09090909
30,2,4,43,1,2,36,1,1,39,1,2,34,2,3,41,1,1,35,1,2,2,15,15,0,7,7,0,1,1,34.41176471
19,1,4,40,1,2,35,1,1,36,1,2,23,1,3,44,1,1,40,1,2,0,15,8,7,7,5,2,1,1,0
25,3,4,41,1,2,31,1,1,41,1,2,34,3,3,37,1,1,42,1,2,2,15,11,4,7,6,1,2,3,35.75
0,2,4,33,2,2,37,2,1,41,2,2,20,2,3,38,2,1,31,3,2,7,15,8,7,7,5,2,2,3,42
20,2,4,41,1,2,37,1,1,38,1,2,21,2,3,36,1,1,40,1,2,2,15,8,7,7,5,2,1,1,27
30,1,4,40,1,2,35,1,1,39,1,2,33,2,3,36,1,1,39,1,2,1,15,15,0,7,7,0,1,1,34.35294118
27,2,4,38,1,2,38,1,1,43,1,2,16,2,3,32,1,1,34,1,2,2,15,8,7,7,5,2,1,1,7
38,1,4,41,1,2,39,1,1,43,1,2,33,1,3,38,1,1,41,1,2,0,15,15,0,7,7,0,1,1,38.47058824
38,1,4,40,1,2,40,1,1,42,1,2,33,1,3,38,1,1,42,1,2,0,15,15,0,7,7,0,1,1,36.94117647
31,3,4,38,1,2,34,1,1,40,1,2,34,2,3,32,1,1,37,1,2,2,15,15,0,7,7,0,2,3,21.6
30,1,4,36,1,2,37,1,1,38,1,2,37,3,3,34,1,1,40,1,2,1,15,15,0,7,7,0,2,3,32.11764706
30,2,4,34,1,2,33,1,1,38,1,2,30,3,3,34,1,1,36,1,2,2,15,15,0,7,7,0,2,3,35.88235294
35,1,4,36,1,2,34,1,1,35,1,2,16,2,3,31,1,1,38,1,2,1,15,12,3,7,6,1,1,1,24.54545455
35,2,4,35,1,2,38,1,1,40,1,2,38,2,3,35,1,1,33,1,2,2,15,15,0,7,7,0,1,1,34.70588235
30,1,4,41,1,2,40,1,1,43,1,2,30,1,3,36,1,1,40,1,2,0,15,15,0,7,7,0,1,1,35
31,2,4,43,1,2,35,1,1,42,1,2,31,2,3,34,1,1,39,1,2,2,15,15,0,7,7,0,1,1,34.05882353
30,1,4,43,1,2,36,1,1,42,1,2,30,2,3,32,1,1,41,1,2,1,15,15,0,7,7,0,1,1,34
37,1,4,42,1,2,40,1,1,45,1,2,30,1,3,39,1,1,41,1,2,0,15,15,0,7,7,0,1,1,35
12,2,4,30,1,2,33,1,1,35,1,2,17,2,3,36,1,1,34,1,2,2,15,8,7,7,5,2,2,3,33.8
30,3,4,41,1,2,38,1,1,43,1,2,35,3,3,31,1,1,38,1,2,2,15,15,0,7,7,0,2,3,33.35294118
34,3,4,42,1,2,37,2,1,37,1,2,34,2,3,34,1,1,38,1,2,3,15,15,0,7,7,0,2,3,33.47058824
30,1,4,42,1,2,37,2,1,41,1,2,36,3,3,35,1,1,34,1,2,2,15,15,0,7,7,0,2,3,32.76470588
31,1,4,38,1,2,38,1,1,39,1,2,34,3,3,33,1,1,33,1,2,1,15,15,0,7,7,0,2,3,34.82352941
37,1,4,34,1,2,38,1,1,34,1,2,30,2,3,35,1,1,38,1,2,1,15,15,0,7,7,0,1,1,34.64705882
22,3,4,38,1,2,25,3,1,32,1,2,31,2,3,35,1,1,20,3,2,4,15,8,7,7,4,3,2,3,0
30,2,4,35,1,2,36,1,1,35,1,2,31,2,3,36,1,1,33,1,2,2,15,15,0,7,7,0,1,1,32.70588235
30,1,4,40,1,2,37,1,1,37,1,2,30,3,3,35,1,1,38,1,2,1,15,15,0,7,7,0,2,3,33.64705882
32,1,4,45,1,2,42,1,1,45,1,2,39,1,3,37,1,1,47,1,2,0,15,15,0,7,7,0,1,1,42.52941176
20,2,4,32,1,2,13,3,1,36,1,2,13,2,3,30,1,1,6,3,2,4,15,5,10,7,3,4,2,3,0
31,1,4,40,1,2,37,2,1,37,1,2,30,2,3,32,1,1,36,1,2,2,15,15,0,7,7,0,1,1,34.70588235
40,1,4,32,1,2,34,1,1,39,1,2,30,2,3,31,1,1,30,1,2,1,15,15,0,7,7,0,1,1,35.23529412
5,2,4,6,3,2,25,3,1,38,3,2,5,2,3,14,3,1,3,2,2,7,15,2,13,7,1,6,2,3,0
11,1,4,3,1,2,7,1,1,0,1,2,3,1,3,0,1,1,0,1,2,0,15,0,15,7,0,7,2,3,0
31,1,4,38,1,2,39,1,1,35,1,2,30,1,3,34,1,1,32,1,2,0,15,15,0,7,7,0,1,1,38
32,3,4,39,1,2,39,1,1,33,1,2,30,3,3,34,1,1,41,1,2,2,15,15,0,7,7,0,2,3,33.11764706
26,2,4,45,1,2,39,1,1,41,1,2,26,2,3,38,1,1,30,1,2,2,15,8,7,7,5,2,1,1,25.875
26,3,4,45,1,2,38,1,1,40,1,2,28,3,3,36,1,1,31,1,2,2,15,8,7,7,5,2,2,3,30.90909091
46,2,4,43,1,2,37,2,1,41,1,2,19,3,3,35,1,1,33,1,2,3,15,12,3,7,6,1,2,3,2
27,2,4,36,1,2,32,1,1,40,1,2,22,2,3,35,1,1,31,1,2,2,15,8,7,7,5,2,1,1,25.25
3,1,4,0,1,2,0,1,1,0,1,2,1,1,3,0,1,1,0,1,2,0,15,0,15,7,0,7,2,3,0
0,1,4,0,1,2,0,1,1,0,1,2,0,1,3,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0
38,1,4,48,1,2,43,1,1,37,1,2,40,1,3,43,1,1,38,1,2,0,15,15,0,7,7,0,1,1,37.17647059
33,3,4,46,1,2,40,1,1,37,1,2,31,1,3,44,1,1,36,1,2,1,15,15,0,7,7,0,2,3,34.41176471
32,2,4,37,1,2,39,1,1,34,1,2,33,1,3,40,1,1,32,1,2,1,15,15,0,7,7,0,1,1,33.64705882
34,2,4,41,1,2,37,1,1,38,1,2,32,1,3,43,1,1,37,1,2,1,15,15,0,7,7,0,1,1,34.58823529
30,1,4,40,1,2,41,1,1,34,1,2,39,1,3,42,1,1,38,1,2,0,15,15,0,7,7,0,1,1,34.52941176
30,3,4,43,1,2,43,1,1,36,1,2,30,1,3,44,1,1,35,1,2,1,15,15,0,7,7,0,2,3,34.88235294
36,3,4,39,1,2,36,1,1,34,1,2,31,2,3,41,1,1,30,1,2,2,15,15,0,7,7,0,2,3,34.64705882
33,1,4,41,1,2,42,1,1,37,1,2,39,1,3,42,1,1,37,1,2,0,15,15,0,7,7,0,1,1,11.85714286
6,2,4,38,1,2,26,2,1,40,2,2,16,2,3,30,1,1,30,1,2,4,15,7,8,7,4,3,2,3,2
31,1,4,38,1,2,40,1,1,30,1,2,31,1,3,42,1,1,35,1,2,0,15,15,0,7,7,0,1,1,12.21428571
30,2,4,41,1,2,39,1,1,35,1,2,40,2,3,43,1,1,43,1,2,2,15,15,0,7,7,0,1,1,35.88235294
20,2,4,48,1,2,35,1,1,36,1,2,33,1,3,44,1,1,34,1,2,1,15,11,4,7,6,1,1,1,9.545454545
42,1,4,43,1,2,35,1,1,34,1,2,28,1,3,39,1,1,36,1,2,0,15,12,3,7,6,1,1,1,0
30,2,4,40,1,2,37,1,1,33,1,2,37,1,3,40,1,1,34,1,2,1,15,15,0,7,7,0,1,1,29
37,3,4,35,1,2,34,1,1,34,1,2,31,1,3,40,1,1,31,3,2,2,15,15,0,7,7,0,2,3,33
30,3,4,37,1,2,34,1,1,35,1,2,31,2,3,41,1,1,30,1,2,2,15,15,0,7,7,0,2,3,33.47058824
5,1,4,10,1,2,13,1,1,9,1,2,11,1,3,0,1,1,0,1,2,0,15,0,15,7,0,7,2,3,0
30,1,4,43,1,2,38,1,1,37,1,2,42,1,3,42,1,1,38,1,2,0,15,15,0,7,7,0,1,1,34.29411765
30,3,4,35,1,2,30,1,1,31,1,2,31,1,3,39,1,1,35,1,2,1,15,15,0,7,7,0,2,3,30.71428571
31,2,4,39,1,2,36,1,1,37,1,2,35,1,3,42,1,1,32,1,2,1,15,15,0,7,7,0,1,1,32.17647059
6,2,4,36,1,2,18,2,1,31,1,2,20,2,3,42,1,1,32,2,2,4,15,7,8,7,4,3,2,3,0
31,2,4,44,1,2,40,1,1,33,1,2,36,1,3,42,1,1,32,1,2,1,15,15,0,7,7,0,1,1,34.17647059
25,2,4,39,1,2,36,1,1,38,1,2,35,1,3,39,1,1,33,1,2,1,15,11,4,7,6,1,1,1,17.36363636
30,1,4,44,1,2,39,1,1,34,1,2,30,1,3,43,1,1,42,1,2,0,15,15,0,7,7,0,1,1,32.94117647
14,2,4,43,1,2,34,1,1,33,1,2,16,2,3,42,1,1,30,1,2,2,15,8,7,7,5,2,2,3,22.4
11,2,4,39,1,2,32,1,1,33,1,2,16,2,3,39,1,1,30,1,2,2,15,8,7,7,5,2,2,3,4
30,2,4,46,1,2,43,1,1,36,1,2,30,1,3,42,1,1,41,1,2,1,15,15,0,7,7,0,1,1,35.70588235
41,3,4,32,1,2,37,1,1,32,1,2,37,1,3,42,1,1,38,1,2,1,15,15,0,7,7,0,2,3,32.64705882
32,3,4,35,1,2,36,1,1,35,1,2,43,1,3,43,1,1,35,1,2,1,15,15,0,7,7,0,2,3,33.47058824
18,2,4,31,1,2,24,2,1,32,1,2,29,2,3,38,1,1,30,1,2,3,15,7,8,7,4,3,2,3,0
30,3,4,41,1,2,33,1,1,34,1,2,30,1,3,41,1,1,37,1,2,1,15,15,0,7,7,0,2,3,34.64705882
30,2,4,46,1,2,42,1,1,34,1,2,33,1,3,44,1,1,35,1,2,1,15,15,0,7,7,0,1,1,38.05882353
34,3,4,37,1,2,32,1,1,36,1,2,31,1,3,40,1,1,38,1,2,1,15,15,0,7,7,0,2,3,32.81818182
36,3,4,38,1,2,41,1,1,37,1,2,39,1,3,41,1,1,34,1,2,1,15,15,0,7,7,0,2,3,34
31,2,4,44,1,2,40,1,1,34,1,2,31,1,3,42,1,1,39,1,2,1,15,15,0,7,7,0,1,1,33.82352941
30,3,4,35,1,2,35,1,1,36,1,2,35,2,3,39,1,1,32,1,2,2,15,15,0,7,7,0,2,3,32.17647059
35,2,4,41,1,2,42,1,1,37,1,2,39,2,3,36,1,1,32,1,2,2,15,15,0,7,7,0,1,1,34.05882353
31,1,4,40,1,2,34,1,1,40,1,2,30,1,3,36,1,1,30,1,2,0,15,15,0,7,7,0,1,1,32.11764706
13,2,4,32,1,2,30,1,1,38,1,2,20,2,3,35,1,1,34,2,2,3,15,8,7,7,5,2,2,3,28
30,1,4,37,1,2,38,1,1,39,1,2,33,1,3,30,1,1,35,1,2,0,15,15,0,7,7,0,1,1,35.41176471
41,1,4,41,1,2,30,1,1,39,1,2,37,1,3,33,1,1,37,1,2,0,15,15,0,7,7,0,1,1,38.05882353
10,1,4,14,1,2,11,1,1,6,1,2,7,1,3,29,1,1,5,1,2,0,15,0,15,7,0,7,2,3,0
30,2,4,40,1,2,41,1,1,44,1,2,33,2,3,39,1,1,30,1,2,2,15,15,0,7,7,0,1,1,36.47058824
33,3,4,39,1,2,37,1,1,40,1,2,32,2,3,37,1,1,38,2,2,3,15,15,0,7,7,0,2,3,34.94117647
11,2,4,36,1,2,39,1,1,40,1,2,24,2,3,39,1,1,30,1,2,2,15,8,7,7,5,2,2,3,7
32,3,4,34,3,2,32,1,1,34,2,2,32,3,3,33,1,1,31,3,2,5,15,15,0,7,7,0,2,3,36.23529412
35,3,4,36,1,2,33,1,1,34,2,2,30,2,3,30,1,1,32,2,2,4,15,15,0,7,7,0,2,3,34.82352941
26,3,4,38,1,2,35,1,1,38,1,2,32,2,3,33,1,1,33,2,2,3,15,11,4,7,6,1,2,3,16.81818182
31,1,4,40,1,2,44,1,1,41,1,2,39,1,3,43,1,1,33,1,2,0,15,15,0,7,7,0,1,1,35.05882353
30,2,4,42,1,2,40,1,1,33,1,2,37,2,3,38,1,1,30,1,2,2,15,15,0,7,7,0,1,1,34.52941176
31,1,4,39,1,2,39,1,1,42,1,2,39,1,3,37,1,1,33,1,2,0,15,15,0,7,7,0,1,1,34.29411765
32,3,4,41,1,2,37,1,1,44,1,2,38,1,3,43,1,1,30,1,2,1,15,15,0,7,7,0,2,3,35.70588235
30,2,4,37,1,2,39,1,1,40,1,2,34,1,3,36,1,1,40,2,2,2,15,15,0,7,7,0,1,1,35.05882353
34,2,4,39,1,2,38,1,1,43,1,2,36,2,3,35,1,1,32,1,2,2,15,15,0,7,7,0,1,1,34.82352941
4,3,4,39,3,2,33,2,1,38,2,2,0,2,3,41,2,1,34,2,2,7,15,8,7,7,5,2,2,3,22.25
25,2,4,10,2,2,30,1,1,34,2,2,20,2,3,30,1,1,35,2,2,5,15,6,9,7,4,3,2,3,0
31,1,4,42,1,2,40,1,1,39,1,2,25,2,3,39,1,1,37,1,2,1,15,12,3,7,6,1,1,1,33.2
30,1,4,38,1,2,32,1,1,37,1,2,38,2,3,37,1,1,39,1,2,1,15,15,0,7,7,0,1,1,35.82352941
21,2,4,35,1,2,30,1,1,38,1,2,28,2,3,34,1,1,35,1,2,2,15,8,7,7,5,2,1,1,28.75
25,2,4,40,1,2,37,1,1,37,1,2,32,2,3,35,1,1,37,1,2,2,15,11,4,7,6,1,1,1,29
30,3,4,36,1,2,31,1,1,36,1,2,35,3,3,38,1,1,31,2,2,3,15,15,0,7,7,0,2,3,28.35714286
34,2,4,41,1,2,36,1,1,44,1,2,30,1,3,34,1,1,36,1,2,1,15,15,0,7,7,0,1,1,37.17647059
11,3,4,30,1,2,33,1,1,36,1,2,12,3,3,32,1,1,25,3,2,3,15,6,9,7,4,3,2,3,12
31,2,4,35,1,2,38,1,1,43,1,2,40,2,3,31,1,1,34,1,2,2,15,15,0,7,7,0,1,1,34.88235294
32,2,4,41,1,2,33,1,1,38,1,2,33,3,3,37,1,1,35,2,2,3,15,15,0,7,7,0,2,3,37.05882353
30,2,4,38,1,2,42,1,1,43,1,2,41,1,3,37,1,1,41,1,2,1,15,15,0,7,7,0,1,1,35.35294118
21,3,4,31,1,2,30,1,1,38,1,2,17,3,3,31,1,1,30,1,2,2,15,8,7,7,5,2,2,3,12.625
21,2,4,40,1,2,43,1,1,37,1,2,25,2,3,41,1,1,34,1,2,2,15,8,7,7,5,2,1,1,5
42,1,4,43,1,2,40,1,1,40,1,2,43,1,3,35,1,1,43,1,2,0,15,15,0,7,7,0,1,1,37.11764706
30,3,4,40,1,2,32,1,1,30,1,2,30,3,3,33,1,1,36,1,2,2,15,15,0,7,7,0,2,3,33.88235294
30,2,4,40,1,2,39,1,1,37,1,2,31,2,3,36,1,1,38,1,2,2,15,15,0,7,7,0,1,1,35.70588235
31,3,4,42,1,2,37,1,1,43,1,2,33,1,3,37,1,1,41,1,2,1,15,15,0,7,7,0,2,3,35.88235294
32,2,4,41,1,2,37,1,1,37,1,2,30,2,3,36,1,1,42,1,2,2,15,15,0,7,7,0,1,1,35.29411765
30,2,4,40,1,2,32,1,1,39,1,2,31,2,3,35,1,1,36,2,2,3,15,15,0,7,7,0,1,1,29.82352941
28,3,4,20,3,2,37,1,1,40,2,2,30,3,3,36,1,1,26,3,2,5,15,7,8,7,4,3,2,3,33
30,3,4,47,1,2,38,1,1,40,1,2,34,2,3,37,1,1,31,1,2,2,15,15,0,7,7,0,2,3,31.88235294
33,1,4,30,1,2,32,3,1,36,1,2,30,3,3,30,1,1,30,3,2,3,15,15,0,7,7,0,2,3,17.63636364
30,3,4,36,1,2,39,1,1,35,1,2,31,3,3,31,1,1,33,1,2,2,15,15,0,7,7,0,2,3,32.52941176
18,3,4,14,3,2,27,3,1,30,1,2,7,3,3,30,1,1,17,3,2,5,15,3,12,7,2,5,2,3,10
30,1,4,36,1,2,30,1,1,33,1,2,30,2,3,30,1,1,37,1,2,1,15,15,0,7,7,0,1,1,33.88235294
30,3,4,35,1,2,34,1,1,38,1,2,30,3,3,32,1,1,30,2,2,3,15,15,0,7,7,0,2,3,33.35294118
18,1,4,27,1,2,7,1,1,18,1,2,5,1,3,24,1,1,16,1,2,0,15,0,15,7,0,7,2,3,0
