NOTA_DIFERENCIAL,VECES_DIFERENCIAL,CREDITOS_DIFERENCIAL,NOTA_PROG_BASICA,VECES_PROG_BASICA,CREDITOS_PROG_BASICA,NOTA_CATEDRA_FJC,VECES_CATEDRA_FJC,CREDITOS_CATEDRA_FJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEMINARIO,VECES_SEMINARIO,CREDITOS_SEMINARIO,NOTA_CATEDRA_DEM,VECES_CATEDRA_DEM,CREDITOS_CATEDRA_DEM,NOTA_CATEDRA_CON,VECES_CATEDRA_CON,CREDITOS_CATEDRA_CON,NOTA_LOGICA,VECES_LOGICA,CREDITOS_LOGICA,NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,PROMEDIO_UNO,CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,RENDIMIENTO_1
25.5,2,4,36.5,2,3,24.5,2,1,31,1,2,41,1,1,21,2,1,30,2,1,32,1,3,0,0,0,18.69230769,5,26,10,16,13,5,8,2,1
8,1,4,18,1,3,8,1,1,4,1,2,0,1,1,10,1,1,4,1,1,4,1,3,0,0,0,8,0,16,0,16,8,0,8,2,1
8,2,4,30,1,3,39,1,1,26,2,2,44,1,1,30,1,1,43,1,1,21.5,2,3,0,0,0,15.78,3,25,7,18,11,5,6,2,1
23,3,4,35,2,3,38,1,1,31,1,2,42,1,1,41,1,1,45,1,1,37,1,3,0,0,0,19.85185185,3,27,12,15,11,7,4,2,1
1,1,4,18,1,3,26,1,1,16,1,2,14,1,1,0,1,1,0,1,1,5,1,3,0,0,0,9.0625,0,16,0,16,8,0,8,2,1
24,2,4,37,1,3,37,1,1,33.5,2,2,46,1,1,30,1,1,30,1,1,27.5,2,3,0,0,0,19.98,3,25,9,16,11,6,5,2,1
19,2,4,44,1,3,40,1,1,31,1,2,44,1,1,32,1,1,46,1,1,30,1,3,35,1,2,26.90909091,1,22,14,8,10,8,2,2,1
16.5,2,4,40,1,3,30,1,1,33,1,2,44,1,1,33,1,1,39,1,1,36,1,3,0,0,0,25.3,1,20,12,8,9,7,2,2,1
9,2,4,24,2,3,10,1,1,33.5,2,2,45,1,1,29,2,1,18,2,1,37,1,3,0,0,0,14.37037037,5,27,6,21,13,3,10,2,1
4,2,4,36,1,3,33,1,1,32,1,2,43,1,1,14.5,2,1,41,1,1,18.5,2,3,0,0,0,15.625,3,24,8,16,11,5,6,2,1
4.5,2,4,37,1,3,35,1,1,30,1,2,17.5,2,1,32,1,1,40,1,1,8.5,2,3,0,0,0,14.125,3,24,8,16,11,5,6,2,1
22,2,4,50,1,3,34,1,1,25.5,2,2,41,1,1,31,1,1,38,1,1,30.5,2,3,0,0,0,20.98,3,25,10,15,11,6,5,2,1
14.66666667,3,4,30,1,3,8,3,1,30,2,2,38,1,1,22.66666667,3,1,17.5,2,1,19,2,3,0,0,0,10.34803922,9,34,6,28,17,3,14,2,1
1,1,4,19,1,3,24,1,1,31,1,2,38,1,1,32,1,1,40,1,1,5,1,3,0,0,0,17,0,16,5,11,8,4,4,2,1
25.66666667,3,4,50,1,3,31,1,1,31,1,2,38,1,1,17.5,2,1,40,1,1,33,1,3,0,0,0,21.60666667,3,25,11,14,11,6,5,2,1
25,2,4,44,1,3,42,1,1,33,1,2,44,1,1,32,1,1,45,1,1,31,1,3,45,1,2,29.27272727,1,22,14,8,10,8,2,2,1
33,1,4,50,1,3,41,1,1,32,1,2,45,1,1,42,1,1,44,1,1,49,1,3,21,1,2,39.27777778,0,18,16,2,9,8,1,1,2
4,1,4,17,1,3,15,1,1,12,1,2,23,1,1,11,1,1,7,1,1,5,1,3,0,0,0,10.125,0,16,0,16,8,0,8,2,1
2,1,4,14,1,3,8,1,1,9,1,2,23,1,1,8,1,1,9,1,1,6,1,3,0,0,0,8.375,0,16,0,16,8,0,8,2,1
3,1,4,11,1,3,0,0,0,6,1,2,41,1,1,0,0,0,29,1,1,19,1,3,0,0,0,13.14285714,0,14,1,13,6,1,5,2,1
0,1,4,3,1,3,2,1,1,0,1,2,0,1,1,0,1,1,0,1,1,0,1,3,0,0,0,0.6875,0,16,0,16,8,0,8,2,1
13,2,4,30,1,3,46,1,1,33,1,2,41,1,1,32,1,1,46,1,1,22.5,2,3,0,0,0,19.15217391,2,23,9,14,10,6,4,2,1
38,1,4,42,1,3,41,1,1,30,1,2,44,1,1,34,1,1,43,1,1,49,1,3,46,1,2,41.05555556,0,18,18,0,9,9,0,1,3
32,2,4,47,1,3,37,1,1,33,1,2,37,1,1,31,1,1,46,1,1,35,1,3,47,1,2,31.13636364,1,22,18,4,10,9,1,2,2
11.5,2,4,44,1,3,32,1,1,33,1,2,41,1,1,31,1,1,41,1,1,33,1,3,0,0,0,24.4,1,20,12,8,9,7,2,2,1
23,2,4,50,1,3,41,1,1,31,1,2,47,1,1,40,1,1,45,1,1,35,1,3,0,0,0,29.1,1,20,12,8,9,7,2,2,1
29,2,4,45,1,3,32,1,1,35,1,2,39,1,1,33,1,1,37,1,1,31,1,3,0,0,0,27.75,1,20,12,8,9,7,2,2,1
17,1,4,41,1,3,38,1,1,38,1,2,44,1,1,32,1,1,37,1,1,30,1,3,0,0,0,31.75,0,16,12,4,8,7,1,2,2
31,2,4,39,1,3,37,1,1,40,1,2,42,1,1,31,1,1,40,1,1,33,1,3,44,1,2,29.90909091,1,22,18,4,10,9,1,2,1
6,1,4,2,1,3,37,1,1,27,1,2,43,1,1,28,1,1,33,1,1,21,1,3,0,0,0,18,0,16,3,13,8,3,5,2,1
11,2,4,36,1,3,38,1,1,41,1,2,30,1,1,30,1,1,42,1,1,30,1,3,0,0,0,23.2,1,20,12,8,9,7,2,2,1
26.66666667,3,4,42,1,3,44,1,1,41,1,2,44,1,1,39,1,1,40,1,1,38,1,3,46,1,2,26.44871795,2,26,14,12,11,8,3,2,1
39,1,4,39,1,3,45,1,1,40,1,2,40,1,1,42,1,1,42,1,1,41,1,3,19,1,2,37.94444444,0,18,16,2,9,8,1,1,2
26.33333333,3,4,38,1,3,40,1,1,36,1,2,41,1,1,44,1,1,40,1,1,32,1,3,50,1,2,25.08974359,2,26,14,12,11,8,3,2,1
20.66666667,3,4,35,1,3,36,1,1,40,1,2,41,1,1,30,1,1,40,1,1,31,2,3,0,0,0,18.80246914,3,27,12,15,11,7,4,2,1
43,1,4,40,1,3,47,1,1,43,1,2,39,1,1,35,1,1,42,1,1,37,1,3,0,0,0,40.75,0,16,16,0,8,8,0,1,3
28,2,4,39,1,3,39,1,1,38,1,2,30,1,1,32,1,1,37,1,1,37,1,3,39,1,2,28.72727273,1,22,14,8,10,8,2,2,1
6,1,4,16,1,3,30,1,1,27,1,2,22,1,1,9,1,1,33,1,1,9,1,3,0,0,0,15.4375,0,16,2,14,8,2,6,2,1
7,1,4,9,1,3,33,1,1,33,1,2,30,1,1,30,1,1,37,1,1,30,1,3,0,0,0,21.3125,0,16,9,7,8,6,2,2,1
35,1,4,42,1,3,31,1,1,39,1,2,42,1,1,30,1,1,38,1,1,41,1,3,0,0,0,38,0,16,16,0,8,8,0,1,2
4,1,4,2,1,3,20,1,1,14,1,2,7,1,1,0,1,1,0,1,1,0,1,3,0,0,0,4.8125,0,16,0,16,8,0,8,2,1
20.5,2,4,14.5,2,3,35,1,1,30,1,2,34,1,1,32,1,1,25,2,1,13,2,3,0,0,0,12.98148148,4,27,5,22,12,4,8,2,1
38,1,4,20,2,3,27,2,1,40,1,2,24.5,2,1,15,2,1,13.5,2,1,36,1,3,36,1,2,22.08,5,25,11,14,14,4,10,2,1
45,1,4,50,1,3,43,1,1,42,1,2,47,1,1,45,1,1,48,1,1,47,1,3,0,0,0,46.125,0,16,16,0,8,8,0,1,4
0,1,4,0,1,3,9,1,1,0,0,0,0,1,1,10,1,1,0,1,1,10,1,3,0,0,0,3.5,0,14,0,14,7,0,7,2,1
13.5,2,4,38,1,3,36,1,1,42,1,2,33,1,1,34,1,1,44,1,1,20,2,3,0,0,0,19.95652174,2,23,9,14,10,6,4,2,1
2,1,4,0,1,3,7,1,1,9,1,2,4,1,1,0,1,1,6,1,1,0,1,3,0,0,0,2.6875,0,16,0,16,8,0,8,2,1
27.33333333,3,4,37,1,3,35,1,1,37,1,2,40,1,1,31,1,1,37,1,1,35,1,3,44,1,2,24.24358974,2,26,14,12,11,8,3,2,1
7,2,4,6.5,2,3,12,2,1,18,2,2,9,2,1,4.5,2,1,46,1,1,13.5,2,3,0,0,0,6.306451613,7,31,1,30,15,1,14,2,1
35.5,2,4,41,1,3,44,1,1,39,1,2,44,1,1,43,1,1,47,1,1,38,1,3,0,0,0,31.75,1,20,16,4,9,8,1,2,2
33.5,2,4,45,1,3,41,1,1,40,1,2,37,1,1,30,1,1,38,1,1,35,1,3,30,1,2,30,1,22,18,4,10,9,1,2,2
2,1,4,34,1,3,29,1,1,33,1,2,41,1,1,8,1,1,26,1,1,25,1,3,0,0,0,22.1875,0,16,6,10,8,3,5,2,1
8.666666667,3,4,50,1,3,30,2,1,34,1,2,35,1,1,8,3,1,34,1,1,12.66666667,3,3,0,0,0,12.05050505,7,33,8,25,15,5,10,2,1
32,1,4,42,1,3,34,1,1,39,1,2,38,1,1,30,1,1,36,1,1,31,1,3,0,0,0,35.1875,0,16,16,0,8,8,0,1,2
28.66666667,3,4,42,1,3,38,1,1,40,1,2,44,1,1,35,1,1,45,1,1,41,1,3,0,0,0,25.23611111,2,24,12,12,10,7,3,2,1
25,2,4,42,1,3,41,1,1,40,1,2,41,1,1,37,1,1,46,1,1,32,1,3,0,0,0,28.35,1,20,12,8,9,7,2,2,1
24.66666667,3,4,26,2,3,36,2,1,36,1,2,37,1,1,30,1,1,39,1,1,26.5,2,3,0,0,0,15.16666667,5,31,6,25,13,5,8,2,1
35,1,4,36,1,3,34,2,1,43,1,2,39,1,1,40,1,1,38,1,1,31,1,3,27,1,2,33.26315789,1,19,16,3,10,8,2,1,2
18.5,2,4,42,1,3,30,1,1,34,1,2,41,1,1,30,1,1,37,1,1,37,1,3,39,1,2,27.04545455,1,22,14,8,10,8,2,2,1
25.33333333,3,4,42,1,3,27.5,2,1,36,1,2,36,1,1,40,1,1,37,1,1,36,1,3,38,1,2,23.10493827,3,27,13,14,12,7,5,2,1
10,1,4,34,1,3,31,1,1,39,1,2,44,1,1,33,1,1,42,1,1,22,1,3,0,0,0,27.25,0,16,9,7,8,6,2,2,1
7.333333333,3,4,39,1,3,33,1,1,33,1,2,40,1,1,29,2,1,39,1,1,30,1,3,0,0,0,17.73333333,3,25,11,14,11,6,5,2,1
9,1,4,12,1,3,30,1,1,38,1,2,30,1,1,27,1,1,40,1,1,14,1,3,0,0,0,19.8125,0,16,5,11,8,4,4,2,1
22.5,2,4,50,1,3,42,1,1,41,1,2,47,1,1,49,1,1,47,1,1,38,1,3,49,1,2,32.68181818,1,22,14,8,10,8,2,1,2
19,2,4,33,1,3,34,1,1,40,1,2,38,1,1,30,1,1,39,1,1,32,1,3,0,0,0,24.6,1,20,12,8,9,7,2,2,1
22.5,2,4,44,1,3,42,1,1,36,1,2,34,1,1,37,1,1,38,1,1,32,1,3,41,1,2,28.31818182,1,22,14,8,10,8,2,2,1
33,1,4,43,1,3,36,1,1,39,1,2,44,1,1,39,1,1,42,1,1,37,1,3,44,1,2,38.83333333,0,18,18,0,9,9,0,1,2
2,2,4,7.5,2,3,26,2,1,36,1,2,33,1,1,16.5,2,1,36,1,1,12.5,2,3,0,0,0,8.982142857,5,28,4,24,13,3,10,2,1
3,2,4,1.5,2,3,31,1,1,40,1,2,30,1,1,31,1,1,38,1,1,0,2,3,0,0,0,8.711538462,3,26,6,20,11,5,6,2,1
41,1,4,42,1,3,39,1,1,33,1,2,39,1,1,31,1,1,46,1,1,40,1,3,40,1,2,39.5,0,18,18,0,9,9,0,1,2
30,1,4,41,1,3,30,1,1,35,1,2,39,1,1,30,1,1,44,1,1,39,1,3,36,1,2,35.83333333,0,18,18,0,9,9,0,1,2
31,1,4,44,1,3,42,1,1,39,1,2,40,1,1,32,1,1,44,1,1,41,1,3,49,1,2,39.61111111,0,18,18,0,9,9,0,1,2
30,2,4,30.5,2,3,24.5,2,1,35,1,2,35,1,1,30,1,1,31,1,1,23,2,3,0,0,0,17.44444444,4,27,12,15,12,6,6,2,1
18.5,2,4,25.5,2,3,32.5,2,1,33,2,2,32,1,1,28.5,2,1,32,1,1,15,2,3,0,0,0,12.88333333,6,30,5,25,14,4,10,2,1
11,2,4,18,2,3,25,2,1,32,1,2,34,1,1,30,1,1,35,1,1,36,1,3,0,0,0,16.41666667,3,24,8,16,11,5,6,2,1
38,1,4,40,1,3,38,1,1,34,1,2,33,1,1,31,1,1,41,1,1,40,1,3,31,1,2,36.94444444,0,18,18,0,9,9,0,1,2
11.33333333,3,4,12.33333333,3,3,8.666666667,3,1,32,1,2,32,1,1,1.333333333,3,1,1.333333333,3,1,34,1,3,0,0,0,8.101851852,10,36,6,30,18,3,15,2,1
39,1,4,38,1,3,31,1,1,33,1,2,33,1,1,30,1,1,35,1,1,35,1,3,30,1,2,35,0,18,18,0,9,9,0,1,2
28.66666667,3,4,34,1,3,34,1,1,30,1,2,33,1,1,30,1,1,41,1,1,39,1,3,0,0,0,22.15277778,2,24,12,12,10,7,3,2,1
24.33333333,3,4,41,1,3,27.5,2,1,30,1,2,32,1,1,30,1,1,36,1,1,40,1,3,0,0,0,21.03333333,3,25,11,14,11,6,5,2,1
11,3,4,37,1,3,31,1,1,32,1,2,33,1,1,30,1,1,42,1,1,40,1,3,0,0,0,19.79166667,2,24,12,12,10,7,3,2,1
43,1,4,47,1,3,42,1,1,37,1,2,39,1,1,30,1,1,46,1,1,41,1,3,49,1,2,42.5,0,18,18,0,9,9,0,1,3
43,1,4,48,1,3,35,1,1,42,1,2,41,1,1,39,1,1,37,1,1,40,1,3,34,1,2,41.11111111,0,18,18,0,9,9,0,1,3
32,1,4,38,1,3,35,1,1,31,1,2,38,1,1,47,1,1,33,1,1,38,1,3,34,1,2,35.5,0,18,18,0,9,9,0,1,2
24.5,2,4,41,1,3,37,1,1,38,1,2,40,1,1,30,1,1,37,1,1,36,1,3,27,1,2,27.40909091,1,22,12,10,10,7,3,2,1
18,1,4,33,1,3,23,1,1,36,1,2,33,1,1,23,1,1,34,1,1,39,1,3,0,0,0,29.5625,0,16,10,6,8,5,3,2,1
18,2,4,37,1,3,36,1,1,32,1,2,40,1,1,30,1,1,45,1,1,39,1,3,0,0,0,25.75,1,20,12,8,9,7,2,2,1
25.5,2,4,42,1,3,31,1,1,37,1,2,37,1,1,31.5,2,1,35,1,1,37,1,3,0,0,0,26.07142857,2,21,12,9,10,7,3,2,1
22.5,2,4,34,1,3,35,1,1,33,1,2,33,1,1,30,1,1,43,1,1,36,1,3,0,0,0,25.35,1,20,12,8,9,7,2,2,1
25.5,2,4,21.5,2,3,33,1,1,28,2,2,33,1,1,31,1,1,33,1,1,30,1,3,0,0,0,17.7,3,25,7,18,11,5,6,2,1
39,1,4,47,1,3,41,1,1,46,1,2,42,1,1,49,1,1,47,1,1,42,1,3,0,0,0,43.375,0,16,16,0,8,8,0,1,3
23.5,2,4,32,1,3,39,1,1,36,1,2,14.33333333,3,1,42,1,1,44,1,1,43,1,3,0,0,0,24.10606061,3,22,11,11,11,6,5,2,1
32,1,4,50,1,3,38,1,1,43,1,2,40,1,1,36,1,1,45,1,1,40,1,3,37,1,2,39.83333333,0,18,18,0,9,9,0,1,2
36,1,4,47,1,3,35,1,1,37,1,2,39,1,1,32,1,1,44,1,1,40,1,3,41,1,2,39.5,0,18,18,0,9,9,0,1,2
2,1,4,0,1,3,8,1,1,11,1,2,14,1,1,0,1,1,10,1,1,30,1,3,0,0,0,9.5,0,16,3,13,8,1,7,2,1
30,1,4,48,1,3,35,1,1,38,1,2,35,1,1,31,1,1,39,1,1,39,1,3,0,0,0,37.3125,0,16,16,0,8,8,0,1,2
8.5,2,4,3.5,2,3,20,2,1,27.5,2,2,32,1,1,19.5,2,1,30,1,1,34,1,3,0,0,0,11.22222222,5,27,5,22,13,3,10,2,1
32,1,4,42,1,3,42,1,1,41,1,2,41,1,1,33,1,1,45,1,1,42,1,3,45,1,2,39.61111111,0,18,18,0,9,9,0,1,2
1,1,4,0,1,3,2,1,1,4,1,2,0,1,1,0,1,1,0,1,1,0,1,3,0,0,0,0.875,0,16,0,16,8,0,8,2,1
39,1,4,48,1,3,44,1,1,46,1,2,41,1,1,40,1,1,47,1,1,41,1,3,0,0,0,42.9375,0,16,16,0,8,8,0,1,3
30,1,4,37,1,3,35,1,1,36,1,2,40,1,1,33,1,1,35,1,1,39,1,3,8,1,2,32.16666667,0,18,16,2,9,8,1,1,2
34,1,4,47,1,3,39,1,1,39,1,2,40,1,1,30,1,1,44,1,1,40,1,3,0,0,0,39.25,0,16,16,0,8,8,0,1,2
11.5,2,4,32,1,3,14,2,1,30,1,2,40,1,1,21,2,1,34,1,1,36,1,3,0,0,0,19.04545455,3,22,10,12,11,5,6,2,1
24,2,4,45,1,3,31,1,1,31,1,2,39,1,1,30,1,1,41,1,1,39,1,3,0,0,0,27.55,1,20,12,8,9,7,2,2,1
30,1,4,47,1,3,41,1,1,38,1,2,41,1,1,32,1,1,42,1,1,42,1,3,35,1,2,38.27777778,0,18,18,0,9,9,0,1,2
25,2,4,42,1,3,36,1,1,39,1,2,40,1,1,36,1,1,42,1,1,35,1,3,40,1,2,29.22727273,1,22,14,8,10,8,2,2,1
40,1,4,48,1,3,38,1,1,41,1,2,39,1,1,32,1,1,43,1,1,39,1,3,0,0,0,40.9375,0,16,16,0,8,8,0,1,3
3.5,2,4,3,2,3,31,1,1,8.5,2,2,14.5,2,1,14,2,1,44,1,1,33,1,3,0,0,0,8.981481481,5,27,5,22,13,3,10,2,1
22.5,2,4,45,1,3,41,1,1,37,1,2,39,1,1,37,1,1,45,1,1,40,1,3,0,0,0,29.05,1,20,12,8,9,7,2,2,1
30,1,4,49,1,3,24,3,1,28.33333333,3,2,39,1,1,30,1,1,39,1,1,31,1,3,0,0,0,24.93939394,4,22,13,9,12,6,6,2,1
30,1,4,32,1,3,36,1,1,35,1,2,39,1,1,30,1,1,44,1,1,41,1,3,24,1,2,33.66666667,0,18,16,2,9,8,1,1,2
24,2,4,37,1,3,37,1,1,30,1,2,39,1,1,30,1,1,45,1,1,39,1,3,0,0,0,26.75,1,20,12,8,9,7,2,2,1
26.5,2,4,47,1,3,42,1,1,41,1,2,40,1,1,31,1,1,44,1,1,42,1,3,43,1,2,31.72727273,1,22,14,8,10,8,2,2,2
29,2,4,40,1,3,35,1,1,35,1,2,43,1,1,30,1,1,36,1,1,26.5,2,3,0,0,0,23.02173913,2,23,9,14,10,6,4,2,1
25,1,4,24,1,3,23,1,1,30,1,2,45,1,1,25,1,1,25,1,1,12,1,3,0,0,0,24.125,0,16,3,13,8,2,6,2,1
0,1,4,0,1,3,3,1,1,4,1,2,0,1,1,0,1,1,0,1,1,0,1,3,0,0,0,0.6875,0,16,0,16,8,0,8,2,1
28,2,4,42,1,3,33,1,1,31,1,2,42,1,1,30,1,1,36,1,1,37,1,3,36,1,2,28.36363636,1,22,14,8,10,8,2,2,1
22.5,2,4,35,1,3,33,1,1,34,1,2,45,1,1,32,1,1,36,1,1,26,2,3,0,0,0,21.17391304,2,23,9,14,10,6,4,2,1
34,1,4,45,1,3,41,1,1,39,1,2,47,1,1,35,1,1,41,1,1,44,1,3,36,1,2,39.83333333,0,18,18,0,9,9,0,1,2
0,1,4,12,1,3,9,1,1,16,1,2,15,1,1,5,1,1,0,1,1,0,1,3,0,0,0,6.0625,0,16,0,16,8,0,8,2,1
19,2,4,48,1,3,40,1,1,33,1,2,41,1,1,37,1,1,46,1,1,40,1,3,47,1,2,30.18181818,1,22,14,8,10,8,2,2,2
32,1,4,44,1,3,36,1,1,30,1,2,46,1,1,33,1,1,40,1,1,47,1,3,0,0,0,38.5,0,16,16,0,8,8,0,1,2
31,2,4,46,1,3,32,1,1,34,1,2,43,1,1,32,1,1,35,1,1,32,1,3,30,1,2,28.54545455,1,22,18,4,10,9,1,2,1
34.5,2,4,42,1,3,36,1,1,32,1,2,46,1,1,32,1,1,42,1,1,39,1,3,48,1,2,31.68181818,1,22,18,4,10,9,1,2,2
7.5,2,4,11.5,2,3,12.5,2,1,32,1,2,30,1,1,30,1,1,30,1,1,8,2,3,0,0,0,9.444444444,4,27,5,22,12,4,8,2,1
31.5,2,4,42,1,3,41,1,1,40,1,2,45,1,1,41,1,1,45,1,1,42,1,3,46,1,2,32.81818182,1,22,18,4,10,9,1,1,2
19,2,4,42,1,3,34,1,1,34,1,2,43,1,1,30,1,1,42,1,1,35,1,3,0,0,0,26.2,1,20,12,8,9,7,2,2,1
15,1,4,31,1,3,20,1,1,25,1,2,42,1,1,25,1,1,30,1,1,17,1,3,0,0,0,23.1875,0,16,5,11,8,3,5,2,1
33,2,4,46,1,3,31,1,1,34,1,2,46,1,1,30,1,1,34,1,1,32,1,3,38,1,2,29.59090909,1,22,18,4,10,9,1,2,1
25.5,2,4,38,1,3,31,1,1,32,1,2,42,1,1,30,1,1,36,1,1,35,1,3,0,0,0,26.2,1,20,12,8,9,7,2,2,1
28.5,2,4,41,1,3,31,1,1,36,1,2,43,1,1,32,1,1,36,1,1,35,1,3,48,1,2,29.63636364,1,22,14,8,10,8,2,2,1
24.5,2,4,37,1,3,35,1,1,32,2,2,46,1,1,32,1,1,40,1,1,20.5,2,3,0,0,0,19.5,3,25,9,16,11,6,5,2,1
29,2,4,43,1,3,40,1,1,32,1,2,46,1,1,32,1,1,39,1,1,22.5,2,3,0,0,0,23.19565217,2,23,9,14,10,6,4,2,1
31,1,4,44,1,3,40,1,1,36,1,2,46,1,1,34,1,1,46,1,1,41,1,3,41,1,2,38.83333333,0,18,18,0,9,9,0,1,2
27,2,4,42,1,3,34,1,1,32,1,2,47,1,1,32,1,1,39,1,1,26.5,2,3,39,1,2,24.3,2,25,11,14,11,7,4,2,1
25.5,2,4,30,1,3,38,1,1,30,1,2,42,1,1,32,1,1,40,1,1,32,1,3,0,0,0,25,1,20,12,8,9,7,2,2,1
14,2,4,14.5,2,3,35,1,1,37,2,2,17.5,2,1,30,1,1,30,1,1,16.5,2,3,0,0,0,11.56896552,5,29,5,24,13,4,9,2,1
32,2,4,41,1,3,36,1,1,36,1,2,42,1,1,34,1,1,45,1,1,44,1,3,0,0,0,30.6,1,20,16,4,9,8,1,2,2
22,2,4,40,1,3,40,1,1,36,1,2,39,1,1,41,1,1,48,1,1,30,1,3,0,0,0,26.9,1,20,12,8,9,7,2,2,1
10,1,4,25,1,3,4,1,1,11,1,2,12,1,1,8,1,1,0,1,1,5,1,3,0,0,0,11,0,16,0,16,8,0,8,2,1
10,3,4,13,3,3,31,1,1,34,1,2,39,1,1,31,1,1,39,1,1,29,2,3,0,0,0,11.33333333,5,33,6,27,13,5,8,2,1
18.33333333,3,4,40,1,3,34,1,1,25,2,2,45,1,1,30,1,1,33,1,1,24.5,2,3,0,0,0,15.82183908,4,29,7,22,12,5,7,2,1
33,2,4,47,1,3,43,1,1,39,1,2,49,1,1,47,1,1,49,1,1,50,1,3,50,1,2,35.86363636,1,22,18,4,10,9,1,1,2
29.5,2,4,40,1,3,33,1,1,39,1,2,45,1,1,30,1,1,46,1,1,43,1,3,0,0,0,29.95,1,20,12,8,9,7,2,2,1
15.5,2,4,32.5,2,3,35,1,1,36.5,2,2,40,1,1,37,1,1,34,1,1,20,2,3,0,0,0,15.66071429,4,28,9,19,12,6,6,2,1
0,1,4,0,1,3,0,1,1,0,1,2,5,1,1,0,1,1,0,1,1,0,1,3,0,0,0,0.3125,0,16,0,16,8,0,8,2,1
17,3,4,24,2,3,30,2,1,34,2,2,34,1,1,27.5,2,1,33,1,1,19.5,2,3,0,0,0,11.5,7,34,5,29,15,4,11,2,1
28.5,2,4,44,1,3,33,1,1,34,1,2,42,1,1,30,1,1,46,1,1,25.5,2,3,40,1,2,24.86,2,25,11,14,11,7,4,2,1
40,1,4,38,1,3,40,1,1,42,1,2,38,1,1,40,1,1,45,1,1,35,1,3,43,1,2,39.55555556,0,18,18,0,9,9,0,1,2
21.5,2,4,32,1,3,30,1,1,40,1,2,37,1,1,30,1,1,33,1,1,20.5,2,3,0,0,0,19.7173913,2,23,9,14,10,6,4,2,1
27.5,2,4,32,1,3,37,1,1,41,1,2,38,1,1,32,1,1,40,1,1,24.5,2,3,48,1,2,24.18,2,25,11,14,11,7,4,2,1
7,1,4,5,1,3,0,1,1,33,1,2,38,1,1,0,1,1,0,1,1,10,1,3,0,0,0,11.0625,0,16,3,13,8,2,6,2,1
34,1,4,42,1,3,42,1,1,43,1,2,36,1,1,33,1,1,43,1,1,37,1,3,38,1,2,38.27777778,0,18,18,0,9,9,0,1,2
16.66666667,3,4,14.33333333,3,3,19,3,1,35,1,2,36,1,1,30,1,1,31,1,1,20.5,2,3,0,0,0,10.2047619,7,35,5,30,15,4,11,2,1
43,1,4,44,1,3,41,1,1,40,1,2,37,1,1,39,1,1,44,1,1,37,1,3,33,1,2,40.11111111,0,18,18,0,9,9,0,1,3
16,1,4,10,1,3,26,1,1,32,1,2,18,1,1,29,1,1,31,1,1,11,1,3,0,0,0,18.4375,0,16,3,13,8,2,6,2,1
12.5,2,4,32,1,3,30,1,1,38,1,2,34,1,1,30,1,1,33,1,1,30,1,3,0,0,0,21.95,1,20,12,8,9,7,2,2,1
23.5,2,4,34,1,3,36,1,1,37,1,2,35,1,1,31,1,1,40,1,1,19.5,2,3,50,1,2,22.82,2,25,11,14,11,7,4,2,1
16.5,2,4,34,1,3,30.5,2,1,35,1,2,31,1,1,30,1,1,35,1,1,23.5,2,3,0,0,0,18.125,3,24,9,15,11,6,5,2,1
36,1,4,44,1,3,38,1,1,37,1,2,37,1,1,30,1,1,44,1,1,31,1,3,0,0,0,37,0,16,16,0,8,8,0,1,2
31,2,4,36,1,3,9,2,1,48,1,2,0,2,1,3,2,1,21,2,1,30,1,3,0,0,0,18.79166667,5,24,12,12,13,4,9,2,1
30,2,4,35,1,3,34,1,1,39,1,2,33,1,1,32,1,1,36,1,1,32,2,3,0,0,0,23.2173913,2,23,16,7,10,8,2,2,1
5,1,4,0,1,3,2,1,1,14,1,2,0,1,1,0,1,1,0,1,1,3,1,3,0,0,0,3.6875,0,16,0,16,8,0,8,2,1
50,1,4,47,1,3,39,1,1,43,1,2,34,1,1,30,1,1,45,1,1,43,1,3,38,1,2,43.33333333,0,18,18,0,9,9,0,1,3
37,1,4,41,1,3,34,1,1,42,1,2,34,1,1,34,1,1,32,1,1,37,1,3,0,0,0,37.5,0,16,16,0,8,8,0,1,2
33,1,4,43,1,3,31,1,1,37,1,2,34,1,1,31,1,1,30,1,1,34,1,3,0,0,0,35.1875,0,16,16,0,8,8,0,1,2
18.33333333,3,4,28,2,3,31,1,1,39,1,2,35,1,1,30,1,1,37,1,1,26.5,2,3,0,0,0,14.92777778,4,30,6,24,12,5,7,2,1
4,1,4,11,1,3,13,1,1,21,1,2,0,1,1,5,1,1,0,1,1,8,1,3,0,0,0,8.3125,0,16,0,16,8,0,8,2,1
36,1,4,35,1,3,34,1,1,43,1,2,37,1,1,34,1,1,44,1,1,31,1,3,44,1,2,36.94444444,0,18,18,0,9,9,0,1,2
12,1,4,17,1,3,22,1,1,21,1,2,18,1,1,20,1,1,32,1,1,7,1,3,0,0,0,15.875,0,16,1,15,8,1,7,2,1
34,1,4,30,1,3,37,1,1,37,1,2,36,1,1,31,1,1,44,1,1,28.5,2,3,0,0,0,28.07894737,1,19,13,6,9,7,2,2,1
