NOTA_DIFERENCIAL,VECES_DIFERENCIAL,CREDITOS_DIFERENCIAL,NOTA_PROG_BASICA,VECES_PROG_BASICA,CREDITOS_PROG_BASICA,NOTA_CATEDRA_FJC,VECES_CATEDRA_FJC,CREDITOS_CATEDRA_FJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEMINARIO,VECES_SEMINARIO,CREDITOS_SEMINARIO,NOTA_CATEDRA_DEM,VECES_CATEDRA_DEM,CREDITOS_CATEDRA_DEM,NOTA_CATEDRA_CON,VECES_CATEDRA_CON,CREDITOS_CATEDRA_CON,NOTA_LOGICA,VECES_LOGICA,CREDITOS_LOGICA,NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,PROMEDIO_UNO,CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,RENDIMIENTO_1
15,2,4,20,2,3,40,1,1,30,1,2,35,1,1,40,1,1,0,0,0,22.5,2,3,0,0,0,14.5,3,25,5,20,10,4,6,2,1
22.5,2,4,35,1,3,40,1,1,45,1,2,45,1,1,35,1,1,46,1,1,30,1,3,42,1,2,28.40909091,1,22,14,8,10,8,2,2,1
22.5,2,4,45,1,3,45,1,1,40,1,2,45,1,1,45,1,1,0,0,0,30,1,3,0,0,0,27.89473684,1,19,11,8,8,6,2,2,1
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
20,1,4,20,1,3,0,0,0,20,1,2,15,1,1,20,1,1,0,0,0,20,1,3,0,0,0,19.64285714,0,14,0,14,6,0,6,2,1
22.5,2,4,22.5,2,3,35,1,1,30,1,2,40,1,1,45,1,1,0,0,0,22.5,2,3,0,0,0,16.2,3,25,5,20,10,4,6,2,1
19,4,4,21.66666667,3,3,21.66666667,3,1,30,1,2,20,3,1,20,3,1,0,0,0,21.25,4,3,50,1,2,8.528333333,14,50,4,46,22,2,20,2,1
21.66666667,3,4,32.5,2,3,40,1,1,40,1,2,45,1,1,40,1,1,0,0,0,30,2,3,45,1,2,18.36021505,4,31,13,18,12,7,5,2,1
30,2,4,40,1,3,40,1,1,45,1,2,45,1,1,50,1,1,37,1,1,40,1,3,30,1,2,31,1,22,18,4,10,9,1,2,2
25,2,4,35,1,3,40,1,1,45,1,2,40,1,1,40,1,1,43,1,1,25,2,3,37,1,2,24.28,2,25,11,14,11,7,4,2,1
25,2,4,35,1,3,45,1,1,45,1,2,40,1,1,45,1,1,42,1,1,32.5,2,3,42,1,2,25.94,2,25,14,11,11,8,3,2,1
18.75,4,4,25,3,3,40,1,1,35,1,2,45,1,1,50,1,1,0,0,0,20.25,4,3,0,1,2,9.448863636,8,44,5,39,16,4,12,2,1
11,5,4,8,4,3,20,3,1,13.33333333,3,2,40,1,1,13.33333333,3,1,0,0,0,30,1,3,0,0,0,5.375,13,48,4,44,20,2,18,2,1
23.33333333,3,4,30,1,3,40,1,1,30,1,2,50,1,1,35,1,1,0,0,0,25,2,3,15,1,2,16.9047619,3,28,8,20,11,5,6,2,1
23.33333333,3,4,40,1,3,45,1,1,40,1,2,50,1,1,50,1,1,43,1,1,35,1,3,39,1,2,25.55128205,2,26,14,12,11,8,3,2,1
21.66666667,3,4,40,1,3,40,1,1,40,1,2,45,1,1,50,1,1,39,1,1,30,1,3,39,1,2,24.17948718,2,26,14,12,11,8,3,2,1
15,1,4,15,1,3,15,1,1,15,1,2,35,1,1,15,1,1,0,0,0,15,1,3,0,0,0,16.33333333,0,15,1,14,7,1,6,2,1
15,1,4,40,1,3,45,1,1,45,1,2,50,1,1,45,1,1,0,0,0,25,1,3,0,0,0,32.33333333,0,15,8,7,7,5,2,1,2
21.66666667,3,4,30,1,3,40,1,1,30,1,2,45,1,1,45,1,1,41,1,1,30,1,3,45,1,2,22.6025641,2,26,14,12,11,8,3,2,1
15,1,4,15,1,3,30,1,1,15,1,2,15,1,1,30,1,1,0,0,0,15,1,3,0,0,0,17,0,15,2,13,7,2,5,2,1
27.5,2,4,35,1,3,40,1,1,40,1,2,40,1,1,45,1,1,44,1,1,35,1,3,33,1,2,28.86363636,1,22,14,8,10,8,2,2,1
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,15,1,2,15,0,17,0,17,8,0,8,2,1
22.5,2,4,35,1,3,35,1,1,40,1,2,40,1,1,35,1,1,33,2,1,35,2,3,42,1,2,23.34615385,3,26,14,12,12,8,4,2,1
22.5,2,4,25,2,3,30,1,1,25,2,2,35,1,1,30,1,1,0,0,0,27.5,2,3,15,1,2,14.56896552,4,29,3,26,12,3,9,2,1
9,5,4,8.25,4,3,10,3,1,14,3,2,9,5,1,11.33333333,3,1,0,0,0,9,5,3,0,0,0,2.282552083,21,64,0,64,28,0,28,2,1
25,2,4,27.5,2,3,40,1,1,45,1,2,50,1,1,50,1,1,41,1,1,30,1,3,35,1,2,24.54,2,25,11,14,11,7,4,2,1
27.5,2,4,30,1,3,45,1,1,40,1,2,45,1,1,50,1,1,40,1,1,30,1,3,15,1,2,26.36363636,1,22,12,10,10,7,3,2,1
30,1,4,40,1,3,40,1,1,45,1,2,30,2,1,45,1,1,42,1,1,35,1,3,31,1,2,34.42105263,1,19,18,1,10,9,1,1,2
15,1,4,15,1,3,15,1,1,15,1,2,45,1,1,25,1,1,0,0,0,15,1,3,0,0,0,17.66666667,0,15,1,14,7,1,6,2,1
22.5,2,4,23.33333333,3,3,35,1,1,40,1,2,45,1,1,45,1,1,0,0,0,35,1,3,11,1,2,18.22222222,3,27,8,19,11,5,6,2,1
25,1,4,30,1,3,40,1,1,35,1,2,45,1,1,30,1,1,0,0,0,35,1,3,15,1,2,30,0,17,11,6,8,6,2,2,2
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
30,1,4,35,1,3,40,1,1,35,1,2,35,1,1,40,1,1,39,1,1,30,2,3,0,0,0,28.36842105,1,19,16,3,9,8,1,2,1
20.25,4,4,30,2,3,35,1,1,40,1,2,40,1,1,50,1,1,0,0,0,32.5,2,3,45,1,2,16.1,5,35,13,22,13,7,6,2,1
30,2,4,40,1,3,45,1,1,35,1,2,50,1,1,45,1,1,44,1,1,30,1,3,40,1,2,30.18181818,1,22,18,4,10,9,1,2,2
15.8,5,4,20.5,4,3,30,1,1,30,1,2,35,1,1,40,1,1,0,0,0,12,5,3,3,1,2,6.142592593,11,54,5,49,19,4,15,2,1
25,3,4,32.5,2,3,35,1,1,30,1,2,22.5,2,1,25,2,1,0,0,0,30,2,3,15,1,2,13.93939394,6,33,9,24,14,4,10,2,1
17.5,2,4,30,1,3,35,1,1,35,1,2,25,2,1,30,1,1,0,0,0,20,2,3,25,1,2,17.2,3,25,7,18,11,4,7,2,1
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
40,1,4,40,1,3,40,1,1,45,1,2,40,1,1,20,1,1,0,0,0,35,1,3,30,1,2,37.35294118,0,17,16,1,8,7,1,1,2
30,1,4,35,1,3,35,1,1,35,1,2,40,1,1,45,1,1,33,1,1,35,1,3,30,1,2,34.05555556,0,18,18,0,9,9,0,1,2
30,2,4,35,1,3,45,1,1,40,1,2,40,1,1,45,1,1,43,1,1,27.5,2,3,39,1,2,25.54,2,25,15,10,11,8,3,2,1
30,1,4,40,1,3,40,1,1,40,1,2,40,1,1,45,1,1,39,1,1,32.5,2,3,40,1,2,31.5,1,21,18,3,10,9,1,2,2
20,1,4,15,1,3,30,1,1,45,1,2,25,1,1,30,1,1,0,0,0,35,1,3,0,0,0,27,0,15,7,8,7,4,3,2,1
30,1,4,35,1,3,40,1,1,30,1,2,15,2,1,45,1,1,0,0,0,35,1,3,45,1,2,32.22222222,1,18,16,2,9,7,2,1,2
21.66666667,3,4,35,1,3,45,1,1,30,1,2,25,2,1,30,1,1,0,0,0,20,3,3,0,0,0,13.72222222,5,30,7,23,12,4,8,2,1
30,1,4,30,1,3,45,1,1,35,1,2,35,1,1,40,1,1,47,1,1,30,1,3,32,1,2,33.38888889,0,18,18,0,9,9,0,1,2
25,2,4,45,1,3,40,1,1,40,1,2,35,1,1,40,1,1,27.5,2,1,35,1,3,0,0,0,26.78571429,2,21,11,10,10,6,4,2,1
27.5,2,4,30,1,3,35,1,1,30,1,2,15,3,1,35,1,1,0,0,0,27.5,2,3,15,1,2,17.59615385,4,26,7,19,12,4,8,2,1
15,1,4,15,1,3,30,1,1,30,1,2,15,1,1,25,1,1,0,0,0,20,1,3,15,1,2,19.11764706,0,17,3,14,8,2,6,2,1
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
30,2,4,40,1,3,35,1,1,30,1,2,25,2,1,45,1,1,0,0,0,30,1,3,20,1,2,24.31818182,2,22,14,8,10,6,4,2,1
30,1,4,35,1,3,45,1,1,40,1,2,30,1,1,45,1,1,41,1,1,35,1,3,36,1,2,35.72222222,0,18,18,0,9,9,0,1,2
30,1,4,40,1,3,40,1,1,35,1,2,30,1,1,50,1,1,0,0,0,35,1,3,15,1,2,33.23529412,0,17,15,2,8,7,1,1,2
25,2,4,35,1,3,40,1,1,40,1,2,45,1,1,40,1,1,39,1,1,30,2,3,38,1,2,24.6,2,25,14,11,11,8,3,2,1
26.66666667,3,4,25,2,3,30,1,1,35,1,2,25,2,1,35,1,1,0,0,0,35,2,3,50,1,2,17.08333333,5,32,9,23,13,5,8,2,1
25,2,4,45,1,3,40,1,1,40,1,2,25,2,1,40,1,1,34,1,1,45,1,3,33,1,2,28.47826087,2,23,13,10,11,7,4,2,1
28.33333333,3,4,35,1,3,45,1,1,40,1,2,40,1,1,45,1,1,0,0,0,35,1,3,30,1,2,23.73333333,2,25,13,12,10,7,3,2,1
22.5,2,4,22.5,2,3,40,1,1,40,1,2,50,1,1,40,1,1,0,0,0,32.5,2,3,30,1,2,19.44444444,3,27,10,17,11,6,5,2,1
15,1,4,15,1,3,35,1,1,15,1,2,15,1,1,25,1,1,0,0,0,25,1,3,0,0,0,19,0,15,1,14,7,1,6,2,1
20,2,4,15,2,3,40,1,1,35,1,2,40,1,1,50,1,1,0,0,0,30,1,3,0,0,0,18.86363636,2,22,8,14,9,5,4,2,1
15,2,4,15,2,3,30,1,1,40,1,2,17.5,2,1,20,2,1,0,0,0,35,1,3,15,1,2,14.90384615,4,26,6,20,12,3,9,2,1
35,1,4,45,1,3,40,1,1,40,1,2,50,1,1,50,1,1,44,1,1,40,1,3,45,1,2,41.61111111,0,18,18,0,9,9,0,1,3
15,2,4,15,2,3,35,1,1,20,2,2,15,2,1,45,1,1,0,0,0,20,2,3,15,1,2,11,5,30,2,28,13,2,11,2,1
35,1,4,50,1,3,25,1,1,40,1,2,15,1,1,35,1,1,0,0,0,35,1,3,35,1,2,36.47058824,0,17,15,2,8,6,2,1,2
35,1,4,40,1,3,40,1,1,40,1,2,40,1,1,40,1,1,50,1,1,35,1,3,39,1,2,38.5,0,18,18,0,9,9,0,1,2
30,3,4,30,2,3,35,1,1,40,1,2,40,1,1,40,1,1,41,1,1,35,1,3,37,1,2,21.55172414,3,29,18,11,12,9,3,2,1
22.5,2,4,30,2,3,27.5,2,1,25,2,2,30,2,1,22.5,2,1,46,1,1,27.5,2,3,33,1,2,15.28787879,7,33,7,26,16,4,12,2,1
35,1,4,50,1,3,35,1,1,40,1,2,50,1,1,50,1,1,44,1,1,40,1,3,45,1,2,42.16666667,0,18,18,0,9,9,0,1,3
22.5,2,4,30,2,3,40,1,1,27.5,2,2,23.33333333,3,1,35,1,1,0,0,0,23.33333333,3,3,0,1,2,11.8627451,7,34,5,29,15,3,12,2,1
27.5,2,4,30,1,3,35,1,1,45,1,2,50,1,1,45,1,1,35,1,1,30,1,3,15,1,2,26.13636364,1,22,12,10,10,7,3,2,1
35,1,4,40,1,3,40,1,1,40,1,2,50,1,1,45,1,1,41,1,1,35,1,3,30,1,2,37.83333333,0,18,18,0,9,9,0,1,2
25,2,4,25,2,3,27.5,2,1,30,1,2,25,2,1,25,2,1,45,1,1,27.5,2,3,41,1,2,16.83870968,6,31,5,26,15,3,12,2,1
21.66666667,3,4,27.5,2,3,35,1,1,30,1,2,25,2,1,27.5,2,1,0,0,0,30,1,3,15,1,2,14.55555556,5,30,6,24,13,3,10,2,1
22.5,2,4,22.5,2,3,40,1,1,40,1,2,50,1,1,45,1,1,0,0,0,32.5,2,3,0,0,0,18.8,3,25,8,17,10,5,5,2,1
9.4,5,4,10.4,5,3,35,1,1,30,1,2,12.25,4,1,35,1,1,0,0,0,17.6,5,3,0,0,0,4.549137931,15,58,4,54,22,3,19,2,1
15,1,4,40,1,3,35,1,1,45,1,2,45,1,1,25,1,1,0,0,0,40,1,3,0,0,0,33,0,15,10,5,7,5,2,1,2
15,2,4,30,1,3,35,1,1,35,1,2,30,1,1,45,1,1,0,0,0,30,1,3,0,0,0,22.10526316,1,19,11,8,8,6,2,2,1
30,2,4,45,1,3,40,1,1,45,1,2,50,1,1,45,1,1,43,1,1,40,1,3,36,1,2,32.5,1,22,18,4,10,9,1,1,2
27.5,2,4,40,1,3,40,1,1,30,1,2,40,1,1,45,1,1,41,1,1,30,1,3,15,1,2,26.18181818,1,22,12,10,10,7,3,2,1
30,1,4,35,1,3,40,1,1,40,1,2,40,1,1,30,1,1,0,0,0,35,1,3,15,1,2,32.35294118,0,17,15,2,8,7,1,1,2
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
25,2,4,40,1,3,45,1,1,45,1,2,50,1,1,45,1,1,50,1,1,35,1,3,39,1,2,31.04545455,1,22,14,8,10,8,2,2,2
22.5,4,4,35,1,3,40,1,1,40,1,2,45,1,1,45,1,1,0,0,0,35,1,3,15,1,2,18.62068966,3,29,11,18,11,6,5,2,1
25,2,4,35,1,3,45,1,1,45,1,2,50,1,1,45,1,1,44,1,1,35,1,3,37,1,2,29.90909091,1,22,14,8,10,8,2,2,1
25,2,4,30,1,3,45,1,1,35,1,2,40,1,1,45,1,1,0,0,0,35,1,3,0,0,0,26.05263158,1,19,11,8,8,6,2,2,1
27.5,2,4,40,1,3,45,1,1,45,1,2,50,1,1,45,1,1,50,1,1,35,1,3,15,1,2,29.31818182,1,22,12,10,10,7,3,2,1
15,1,4,30,1,3,30,1,1,30,1,2,30,1,1,25,1,1,0,0,0,25,1,3,15,1,2,23.52941176,0,17,7,10,8,4,4,2,1
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
15,1,4,20,1,3,15,1,1,15,1,2,15,1,1,20,1,1,0,0,0,15,1,3,15,1,2,16.17647059,0,17,0,17,8,0,8,2,1
30,1,4,35,1,3,40,1,1,40,1,2,50,1,1,50,1,1,43,1,1,40,1,3,38,1,2,38,0,18,18,0,9,9,0,1,2
20.2,5,4,23,5,3,45,1,1,35,1,2,30,2,1,45,1,1,0,0,0,30,1,3,15,1,2,9.995652174,9,46,8,38,17,5,12,2,1
25,2,4,45,1,3,40,1,1,45,1,2,45,1,1,50,1,1,37,1,1,35,1,3,43,1,2,31.27272727,1,22,14,8,10,8,2,2,2
22.5,2,4,45,1,3,40,1,1,40,1,2,50,1,1,45,1,1,44,1,1,35,1,3,42,1,2,30.59090909,1,22,14,8,10,8,2,2,2
23.33333333,3,4,40,1,3,37.5,2,1,35,1,2,40,1,1,30,1,1,0,0,0,35,1,3,0,0,0,20.65972222,3,24,11,13,10,6,4,2,1
27.5,2,4,45,1,3,40,1,1,40,1,2,50,1,1,45,1,1,44,1,1,30,1,3,15,1,2,28.36363636,1,22,12,10,10,7,3,2,1
30,1,4,45,1,3,40,1,1,40,1,2,50,1,1,50,1,1,43,1,1,35,1,3,42,1,2,39.27777778,0,18,18,0,9,9,0,1,2
23.33333333,3,4,32.5,2,3,45,1,1,40,1,2,50,1,1,40,1,1,0,0,0,30,1,3,15,1,2,18.7797619,3,28,11,17,11,6,5,2,1
30,1,4,45,1,3,40,1,1,40,1,2,50,1,1,45,1,1,39,1,1,40,1,3,45,1,2,39.94444444,0,18,18,0,9,9,0,1,2
15,1,4,20,1,3,20,1,1,15,1,2,15,1,1,20,1,1,0,0,0,15,1,3,15,1,2,16.47058824,0,17,0,17,8,0,8,2,1
22.5,2,4,27.5,2,3,25,2,1,22.5,2,2,35,1,1,45,1,1,44,1,1,35,1,3,40,1,2,19.69642857,4,28,8,20,13,5,8,2,1
22.5,2,4,40,1,3,40,1,1,35,1,2,40,1,1,40,1,1,0,0,0,30,1,3,15,1,2,24.76190476,1,21,11,10,9,6,3,2,1
25,2,4,40,1,3,40,1,1,40,1,2,45,1,1,45,1,1,0,0,0,35,1,3,15,1,2,26.9047619,1,21,11,10,9,6,3,2,1
22.5,2,4,35,1,3,45,1,1,40,1,2,45,1,1,45,1,1,0,0,0,35,1,3,15,1,2,25.95238095,1,21,11,10,9,6,3,2,1
15,2,4,35,1,3,40,1,1,20,2,2,45,1,1,45,1,1,0,0,0,20,2,3,15,1,2,16.34615385,3,26,6,20,11,4,7,2,1
21.66666667,3,4,40,1,3,45,1,1,35,1,2,45,1,1,45,1,1,0,0,0,30,1,3,0,0,0,21.8115942,2,23,11,12,9,6,3,2,1
27.5,2,4,45,1,3,50,1,1,35,1,2,50,1,1,50,1,1,0,0,0,35,1,3,15,1,2,28.57142857,1,21,11,10,9,6,3,2,1
26.66666667,3,4,40,1,3,45,1,1,45,1,2,50,1,1,50,1,1,0,0,0,35,1,3,0,0,0,24.63768116,2,23,11,12,9,6,3,2,1
30,1,4,40,1,3,45,1,1,40,1,2,50,1,1,45,1,1,36,1,1,45,1,3,40,1,2,39.5,0,18,18,0,9,9,0,1,2
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
30,1,4,40,1,3,30,1,1,25,2,2,45,1,1,35,1,1,50,1,1,30,1,3,35,1,2,30.5,1,20,16,4,10,8,2,2,2
20,3,4,20.25,4,3,22.66666667,3,1,25.66666667,3,2,40,1,1,35,1,1,25,1,1,23.66666667,3,3,32,1,2,9.569148936,11,47,4,43,20,3,17,2,1
15,2,4,11,3,3,20,1,1,17.5,2,2,40,1,1,30,1,1,0,0,0,11,3,3,0,0,0,7.606060606,6,33,2,31,13,2,11,2,1
25.33333333,3,4,35,1,3,22.5,2,1,30,1,2,30,1,1,30,1,1,16,1,1,19.75,4,3,0,0,0,12.47303922,6,34,7,27,14,4,10,2,1
30,1,4,45,1,3,35,1,1,40,1,2,45,1,1,35,1,1,40,1,1,35,1,3,34,1,2,36.83333333,0,18,18,0,9,9,0,1,2
22.5,4,4,22,3,3,40,1,1,30,1,2,30,1,1,35,1,1,0,0,0,23.25,4,3,29,1,2,10.19886364,8,44,5,39,16,4,12,2,1
27.5,2,4,45,1,3,45,1,1,40,1,2,45,1,1,35,1,1,44,1,1,40,1,3,38,1,2,31.36363636,1,22,14,8,10,8,2,2,2
17.25,4,4,40,1,3,40,1,1,30,1,2,45,1,1,35,1,1,0,0,0,30,1,3,0,0,0,17,3,27,11,16,10,6,4,2,1
30,1,4,45,1,3,40,1,1,40,1,2,45,1,1,35,1,1,34,1,1,40,1,3,42,1,2,38.5,0,18,18,0,9,9,0,1,2
12.5,2,4,13,2,3,7.5,2,1,7.5,2,2,10,2,1,35,1,1,0,0,0,7.5,2,3,0,0,0,6.172413793,6,29,1,28,13,1,12,2,1
27.5,2,4,40,1,3,40,1,1,40,1,2,45,1,1,40,1,1,0,0,0,35,1,3,0,0,0,28.42105263,1,19,11,8,8,6,2,2,1
27.5,2,4,40,1,3,40,1,1,35,1,2,45,1,1,35,1,1,41,1,1,30,1,3,40,1,2,28.68181818,1,22,14,8,10,8,2,2,1
20,2,4,20,2,3,25,2,1,20,2,2,40,1,1,40,1,1,0,0,0,30,1,3,0,0,0,15,4,25,5,20,11,3,8,2,1
15,1,4,15,1,3,40,1,1,15,1,2,25,1,1,40,1,1,0,0,0,15,1,3,0,0,0,19,0,15,2,13,7,2,5,2,1
24.25,4,4,27.5,2,3,30,1,1,25,2,2,30,1,1,35,1,1,0,0,0,27.5,2,3,0,0,0,11.62857143,6,35,3,32,13,3,10,2,1
6.6,5,4,30,1,3,14.75,4,1,10.6,5,2,40,1,1,35,1,1,0,0,0,9,5,3,0,0,0,4.710185185,15,54,5,49,22,3,19,2,1
10,2,4,30,1,3,24.5,4,1,16.33333333,3,2,35,1,1,35,1,1,0,0,0,10,4,3,35,1,2,9.653153153,9,37,7,30,17,4,13,2,1
35,1,4,50,1,3,40,1,1,40,1,2,45,1,1,40,1,1,50,1,1,45,1,3,44,1,2,42.66666667,0,18,18,0,9,9,0,1,3
35,1,4,50,1,3,0,2,1,27.5,2,2,35,1,1,35,1,1,21,1,1,35,1,3,0,0,0,28.47368421,2,19,12,7,10,5,5,2,1
22,5,4,40,1,3,45,1,1,30,1,2,45,1,1,20.5,2,1,46,1,1,24,3,3,38,1,2,13.96341463,7,41,10,31,16,6,10,2,1
17.4,5,4,40,1,3,27.5,2,1,25,2,2,35,1,1,35,1,1,0,0,0,23.2,5,3,0,0,0,8.841304348,10,46,5,41,17,3,14,2,1
35,1,4,40,1,3,35,1,1,45,1,2,45,1,1,35,1,1,47,1,1,40,1,3,43,1,2,39.88888889,0,18,18,0,9,9,0,1,2
30,1,4,40,1,3,40,1,1,40,1,2,40,1,1,40,1,1,34.5,2,1,30,1,3,35,1,2,33.39473684,1,19,18,1,10,9,1,1,2
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
17.5,2,4,40,1,3,20,2,1,15,2,2,40,1,1,35,1,1,0,0,0,15,2,3,0,0,0,14.4,4,25,5,20,11,3,8,2,1
23,3,4,40,1,3,40,1,1,30,1,2,45,1,1,35,1,1,41,1,1,30,1,3,44,1,2,23.5,2,26,14,12,11,8,3,2,1
18,4,4,30,1,3,15,2,1,22.5,2,2,40,1,1,35,1,1,0,0,0,21.66666667,3,3,0,0,0,10.05555556,7,36,5,31,14,3,11,2,1
30,1,4,35,1,3,30,1,1,35,1,2,30,1,1,35,1,1,0,0,0,30,1,3,0,0,0,32,0,15,15,0,7,7,0,2,2
25.33333333,3,4,19.6,5,3,27.5,2,1,8.75,4,2,6,5,1,30,1,1,16,1,1,20.33333333,3,3,0,0,0,6.002515723,16,53,1,52,24,1,23,2,1
29.66666667,3,4,35,1,3,35,1,1,40,1,2,30,1,1,35,1,1,38,1,1,30,1,3,41,1,2,23.6025641,2,26,14,12,11,8,3,2,1
30,1,4,40,1,3,40,1,1,35,1,2,40,1,1,35,1,1,0,0,0,30,1,3,0,0,0,34.33333333,0,15,15,0,7,7,0,1,2
18.4,5,4,35,1,3,30,1,1,30,1,2,35,1,1,35,1,1,0,0,0,22.5,2,3,0,0,0,11.94411765,5,34,8,26,12,5,7,2,1
24,3,4,40,1,3,35,1,1,35,1,2,40,1,1,35,1,1,44,1,1,30,1,3,41,1,2,23.53846154,2,26,14,12,11,8,3,2,1
30,2,4,45,1,3,30,1,1,35,1,2,35,1,1,35,1,1,41,1,1,40,1,3,40,1,2,30.27272727,1,22,18,4,10,9,1,2,2
20,2,4,35,1,3,22.5,2,1,35,1,2,30,1,1,35,1,1,0,0,0,35,1,3,0,0,0,22.375,2,20,10,10,9,5,4,2,1
17.5,2,4,20,2,3,30,1,1,25,2,2,40,1,1,35,1,1,0,0,0,20,2,3,0,0,0,12.77777778,4,27,3,24,11,3,8,2,1
15,1,4,20,1,3,20,1,1,15,1,2,20,1,1,35,1,1,0,0,0,15,1,3,0,0,0,18,0,15,1,14,7,1,6,2,1
20,5,4,27.66666667,3,3,35,1,1,21.75,4,2,35,1,1,21.66666667,3,1,35,1,1,25.33333333,3,3,0,0,0,7.868589744,13,52,3,49,21,3,18,2,1
27.5,2,4,45,1,3,30,1,1,30,2,2,35,1,1,40,1,1,32,1,1,30,1,3,37,1,2,25.25,2,24,14,10,11,8,3,2,1
30,1,4,30,1,3,40,1,1,45,1,2,30,1,1,30,1,1,0,0,0,35,1,3,0,0,0,33.66666667,0,15,15,0,7,7,0,1,2
11.66666667,3,4,45,1,3,45,1,1,40,1,2,35,1,1,30,1,1,0,0,0,11.66666667,3,3,0,0,0,14.02298851,4,29,8,21,11,5,6,2,1
35,1,4,35,1,3,40,1,1,40,1,2,0,0,0,35,1,1,0,0,0,40,1,3,0,0,0,37.14285714,0,14,14,0,6,6,0,1,2
15,1,4,0,0,0,15,1,1,25,1,2,0,0,0,15,1,1,0,0,0,15,1,3,0,0,0,16.81818182,0,11,0,11,5,0,5,2,1
30,1,4,45,1,3,45,1,1,40,1,2,30,1,1,35,1,1,0,0,0,30,1,3,0,0,0,35.66666667,0,15,15,0,7,7,0,1,2
27.5,2,4,35,1,3,35,1,1,45,1,2,40,1,1,40,1,1,44,1,1,35,1,3,40,1,2,29.5,1,22,14,8,10,8,2,2,1
15,1,4,30,1,3,40,1,1,40,1,2,40,1,1,35,1,1,0,0,0,30,1,3,0,0,0,29,0,15,11,4,7,6,1,2,1
30,1,4,40,1,3,45,1,1,45,1,2,30,1,1,45,1,1,34,1,1,30,1,3,38,1,2,36.11111111,0,18,18,0,9,9,0,1,2
17.5,2,4,40,1,3,40,1,1,40,1,2,15,2,1,22.5,2,1,0,0,0,20,2,3,0,0,0,16.97916667,4,24,6,18,11,3,8,2,1
35,1,4,45,1,3,45,1,1,45,1,2,35,1,1,30,1,1,45,1,1,35,1,3,38,1,2,38.94444444,0,18,18,0,9,9,0,1,2
32.5,2,4,40,1,3,45,1,1,45,1,2,35,1,1,35,1,1,37,1,1,30,1,3,38,1,2,29.90909091,1,22,18,4,10,9,1,2,1
35,1,4,50,1,3,45,1,1,40,1,2,35,1,1,35,1,1,31,1,1,40,1,3,37,1,2,39.44444444,0,18,18,0,9,9,0,1,2
30,1,4,27.5,2,3,45,1,1,45,1,2,35,1,1,40,1,1,0,0,0,25,2,3,0,0,0,23.21428571,2,21,9,12,9,5,4,2,1
27.5,2,4,30,1,3,45,1,1,45,1,2,40,1,1,35,1,1,46,1,1,30,1,3,47,1,2,29.09090909,1,22,14,8,10,8,2,2,1
15,1,4,15,1,3,15,1,1,45,1,2,15,1,1,35,1,1,0,0,0,15,1,3,0,0,0,20.33333333,0,15,3,12,7,2,5,2,1
24.33333333,3,4,35,1,3,45,1,1,45,1,2,30,1,1,40,1,1,41,1,1,40,1,3,0,0,0,23.68055556,2,24,12,12,10,7,3,2,1
15,1,4,15,1,3,15,1,1,45,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,19,0,15,2,13,7,1,6,2,1
20,3,4,35,1,3,45,1,1,45,1,2,25,2,1,25,2,1,0,0,0,13.6,5,3,0,0,0,11.1027027,8,37,6,31,15,3,12,2,1
13.25,4,4,27.5,2,3,40,1,1,40,1,2,30,1,1,30,1,1,0,0,0,22,3,3,0,0,0,10.59722222,6,36,5,31,13,4,9,2,1
15,1,4,15,1,3,30,1,1,40,1,2,0,0,0,25,1,1,0,0,0,15,1,3,0,0,0,20.35714286,0,14,3,11,6,2,4,2,1
35,1,4,50,1,3,45,1,1,40,1,2,35,1,1,35,1,1,45,1,1,40,1,3,39,1,2,40.44444444,0,18,18,0,9,9,0,1,3
