NOTA_INGECO,VECES_INGECO,CREDITOS_INGECO,NOTA_DDP,VECES_DDP,CREDITOS_DDP,NOTA_IO_DOS,VECES_IO_DOS,CREDITOS_IO_DOS,NOTA_CONEM,VECES_CONEM,CREDITOS_CONEM,NOTA_TDE,VECES_TDE,CREDITOS_TDE,NOTAS_RDC,VECES_RDC,CREDITOS_RDC,NOTA_CTRL,VECES_CTRL,CREDITOS_CTRL,CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,PROMEDIO_SIETE
43,1,2,48,1,3,43,1,2,41,1,3,34,1,3,43,1,2,41,1,2,0,17,17,0,7,7,0,1,43.46666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
8,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,47,1,3,35,1,2,36,2,3,41,1,3,43,2,2,36,1,2,2,22,17,5,9,7,2,2,28.65
23,3,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,6,0,6,3,0,3,2,11.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,49,1,3,31,1,2,34,1,3,38,1,3,40,1,2,34,1,2,0,17,17,0,7,7,0,1,39.8
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
35,1,2,41,1,3,35,1,2,44,1,3,38,1,3,30,1,2,30,1,2,0,17,17,0,7,7,0,1,32.26315789
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,44,1,3,36,1,2,0,0,3,0,0,3,14,1,2,2,1,2,0,11,7,4,5,3,2,2,21.5
45,2,2,41,1,3,34,2,2,0,0,3,0,0,3,0,0,2,0,0,2,2,11,7,4,5,3,2,2,18.5
13,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,30
30,2,2,34,1,3,0,0,2,20,1,3,38,1,3,30,1,2,26,1,2,1,17,10,7,7,4,3,2,22
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,40,1,3,37,1,2,37,2,3,41,1,3,43,1,2,37,1,2,1,20,17,3,8,7,1,1,33.70588235
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,18.5
32,1,2,40,1,3,37,1,2,40,1,3,38,1,3,42,1,2,30,1,2,0,17,17,0,7,7,0,1,35.47058824
30,2,2,43,1,3,40,1,2,36,1,3,41,1,3,40,1,2,40,1,2,1,19,17,2,8,7,1,1,32.94117647
33,2,2,45,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,7,5,2,3,2,1,2,0
37,1,2,36,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,5,5,0,2,2,0,1,19
39,1,2,47,1,3,40,1,2,38,1,3,39,1,3,37,1,2,44,1,2,0,17,17,0,7,7,0,1,33.41176471
39,1,2,50,1,3,32,1,2,44,2,3,41,1,3,39,1,2,35,1,2,1,20,17,3,8,7,1,1,34.41176471
39,1,2,50,1,3,42,1,2,37,1,3,40,1,3,40,1,2,40,1,2,0,17,17,0,7,7,0,1,40.93333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,38
0,0,2,47,1,3,33,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,5,5,0,2,2,0,1,0
30,1,2,46,1,3,36,1,2,30,3,3,36,1,3,42,1,2,31,3,2,2,27,17,10,11,7,4,2,27.38888889
45,1,2,45,1,3,37,1,2,36,1,3,39,1,3,36,1,2,42,1,2,0,17,17,0,7,7,0,1,38
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
21,2,2,0,0,3,0,0,2,13,1,3,10,1,3,0,0,2,0,0,2,1,10,0,10,4,0,4,2,24
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,22.5
43,1,2,50,1,3,38,1,2,37,1,3,41,1,3,45,1,2,44,1,2,0,17,17,0,7,7,0,1,43
40,1,2,50,1,3,40,1,2,33,1,3,40,1,3,37,1,2,40,1,2,0,17,17,0,7,7,0,1,40
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
45,1,2,42,1,3,37,1,2,41,1,3,40,1,3,39,1,2,32,1,2,0,17,17,0,7,7,0,1,35.23529412
47,1,2,50,1,3,34,1,2,37,1,3,39,1,3,43,1,2,30,1,2,0,17,17,0,7,7,0,1,28.05555556
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,50,1,3,34,1,2,41,1,3,40,1,3,31,1,2,37,1,2,0,17,17,0,7,7,0,1,40.53333333
37,1,2,44,1,3,35,1,2,36,2,3,40,1,3,45,1,2,32,1,2,1,20,17,3,8,7,1,1,25.85
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
38,2,2,40,1,3,34,2,2,36,2,3,43,1,3,34,1,2,32,1,2,3,24,17,7,10,7,3,2,15.23529412
21,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,18
45,1,2,47,1,3,37,1,2,37,1,3,45,1,3,45,1,2,34,1,2,0,17,17,0,7,7,0,1,37.53333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,47,1,3,36,1,2,50,2,3,39,2,3,42,1,2,30,2,2,3,25,17,8,10,7,3,2,23.27272727
34,1,2,50,1,3,34,1,2,30,1,3,42,1,3,38,1,2,40,2,2,1,19,17,2,8,7,1,1,25.31578947
31,1,2,43,1,3,32,1,2,32,1,3,40,2,3,41,1,2,32,1,2,1,20,17,3,8,7,1,2,24.55
39,1,2,43,1,3,0,0,2,40,1,3,28,1,3,43,1,2,30,1,2,0,15,12,3,6,5,1,1,18.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,43,1,3,42,2,2,30,1,3,42,1,3,35,1,2,40,1,2,1,19,17,2,8,7,1,1,21.07692308
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,50,1,3,37,1,2,40,2,3,32,1,3,42,1,2,24,1,2,1,20,15,5,8,6,2,2,25.1
30,2,2,44,1,3,31,1,2,31,2,3,41,1,3,42,1,2,37,3,2,3,26,17,9,11,7,4,2,24.2
9,2,2,35,1,3,33,2,2,11,2,3,38,1,3,35,1,2,9,2,2,4,26,10,16,11,4,7,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,45,1,3,34,2,2,30,1,3,30,1,3,30,1,2,31,1,2,1,19,17,2,8,7,1,2,17.17857143
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,19
35,1,2,50,1,3,37,1,2,31,1,3,44,1,3,36,1,2,40,1,2,0,17,17,0,7,7,0,1,29.17647059
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,49,1,3,35,1,2,44,1,3,42,1,3,39,1,2,48,1,2,0,17,17,0,7,7,0,1,27.54545455
35,2,2,43,1,3,32,1,2,35,1,3,37,1,3,41,1,2,39,1,2,1,19,17,2,8,7,1,1,23.52380952
48,1,2,43,1,3,35,2,2,41,1,3,35,1,3,43,1,2,30,1,2,1,19,17,2,8,7,1,1,31.94117647
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,50,1,3,39,1,2,37,1,3,45,1,3,41,1,2,30,1,2,0,17,17,0,7,7,0,1,37.33333333
42,1,2,49,1,3,37,1,2,48,1,3,42,1,3,37,1,2,43,1,2,0,17,17,0,7,7,0,1,33.77777778
3,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,38
35,2,2,38,1,3,36,1,2,30,2,3,33,3,3,32,1,2,32,2,2,4,30,17,13,12,7,5,2,24.77272727
13,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,15.66666667
43,2,2,43,1,3,33,1,2,38,1,3,39,1,3,41,1,2,44,1,2,1,19,17,2,8,7,1,1,37.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,12.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,19
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,20
48,1,2,40,2,3,30,1,2,41,2,3,39,1,3,42,1,2,43,2,2,3,25,17,8,10,7,3,2,26.2
30,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,1,0,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,21
8,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,2,2,48,1,3,40,1,2,36,1,3,35,1,3,41,1,2,33,1,2,1,19,17,2,8,7,1,1,38.13333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,2,2,46,1,3,32,1,2,36,2,3,37,1,3,42,1,2,36,1,2,2,22,17,5,9,7,2,2,22.54545455
39,2,2,42,1,3,44,1,2,30,2,3,41,1,3,43,1,2,34,1,2,2,22,17,5,9,7,2,2,24.86363636
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,42,1,3,34,1,2,31,1,3,44,1,3,48,1,2,35,1,2,0,17,17,0,7,7,0,1,30.11111111
34,1,2,41,1,3,35,1,2,36,1,3,33,1,3,41,1,2,34,3,2,1,21,17,4,9,7,2,2,29.70588235
48,1,2,30,1,3,44,2,2,30,1,3,39,1,3,42,1,2,42,1,2,1,19,17,2,8,7,1,1,37.66666667
39,2,2,50,1,3,34,1,2,38,2,3,36,1,3,38,2,2,38,1,2,3,24,17,7,10,7,3,2,26.18181818
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,3,2,39,1,3,35,1,2,13,1,3,0,0,3,30,1,2,0,0,2,1,16,9,7,7,4,3,2,10.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,36
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
33,1,2,49,1,3,42,2,2,34,3,3,32,1,3,0,0,2,0,0,2,2,21,13,8,8,5,3,2,19.5
30,1,2,43,1,3,40,1,2,35,1,3,34,1,3,31,1,2,28,3,2,1,21,15,6,9,6,3,2,28.22222222
39,1,2,44,1,3,32,1,2,33,1,3,36,1,3,38,1,2,30,3,2,1,21,17,4,9,7,2,2,24.63636364
43,1,2,41,1,3,35,1,2,42,1,3,42,1,3,42,1,2,34,1,2,0,17,17,0,7,7,0,1,21.375
35,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,1,0,1,14.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
44,2,2,46,1,3,33,2,2,37,1,3,41,1,3,45,1,2,32,1,2,2,21,17,4,9,7,2,1,28.6
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,26
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,0,0,3,0,0,2,30,1,3,0,0,3,0,0,2,0,0,2,0,5,5,0,2,2,0,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,35
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,35
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,42
33,1,2,45,1,3,35,1,2,31,1,3,39,1,3,42,1,2,30,1,2,0,17,17,0,7,7,0,1,28.2
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,35
34,1,2,40,1,3,37,1,2,39,1,3,41,1,3,38,1,2,40,1,2,0,17,17,0,7,7,0,1,35
31,3,2,43,1,3,36,2,2,30,2,3,39,1,3,44,1,2,42,1,2,3,26,17,9,11,7,4,2,32.11764706
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,36
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
34,1,2,43,1,3,30,2,2,35,1,3,36,1,3,45,1,2,31,1,2,1,19,17,2,8,7,1,1,29.88235294
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,44
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,11.5
33,2,2,42,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,7,5,2,3,2,1,2,34
30,1,2,42,1,3,33,1,2,43,2,3,44,1,3,42,1,2,31,1,2,1,20,17,3,8,7,1,1,36.41176471
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,7.5
46,1,2,49,1,3,32,1,2,46,1,3,40,1,3,43,1,2,39,1,2,0,17,17,0,7,7,0,1,27.52631579
41,1,2,50,1,3,34,1,2,34,3,3,36,1,3,39,1,2,44,2,2,2,25,17,8,10,7,3,2,37.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
37,1,2,50,1,3,38,1,2,34,3,3,36,1,3,39,1,2,41,1,2,1,23,17,6,9,7,2,2,22.23076923
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,43,1,3,0,0,2,19,1,3,0,0,3,0,0,2,0,0,2,0,6,3,3,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
41,2,2,50,1,3,30,1,2,35,1,3,39,1,3,46,1,2,30,1,2,1,19,17,2,8,7,1,1,18.03225806
36,1,2,44,1,3,38,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,7,7,0,3,3,0,1,36
38,1,2,47,1,3,36,1,2,38,1,3,42,1,3,48,1,2,43,1,2,0,17,17,0,7,7,0,1,30.8
49,1,2,47,1,3,42,1,2,38,1,3,41,1,3,39,1,2,41,1,2,0,17,17,0,7,7,0,1,34.27777778
33,1,2,47,1,3,37,1,2,31,1,3,37,1,3,44,1,2,32,1,2,0,17,17,0,7,7,0,1,35.86666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,9
36,1,2,46,1,3,32,1,2,30,2,3,37,1,3,47,1,2,35,1,2,1,20,17,3,8,7,1,2,35.06666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,30,1,2,21,1,3,0,0,3,0,0,2,0,0,2,0,5,2,3,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,37
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,50,1,3,34,1,2,31,3,3,31,1,3,37,1,2,30,2,2,2,25,17,8,10,7,3,2,23.66666667
30,1,2,50,1,3,0,0,2,40,2,3,35,2,3,40,1,2,32,2,2,3,23,15,8,9,6,3,2,28.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,7.5
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
36,1,2,47,1,3,30,1,2,37,1,3,36,1,3,45,1,2,31,1,2,0,17,17,0,7,7,0,1,27.7
37,1,2,47,1,3,30,2,2,39,2,3,37,1,3,44,1,2,34,1,2,2,22,17,5,9,7,2,2,35.86666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,46,1,3,32,1,2,36,1,3,40,1,3,44,1,2,42,2,2,1,19,17,2,8,7,1,1,35.52941176
40,1,2,48,1,3,35,2,2,34,1,3,40,1,3,45,1,2,37,1,2,1,19,17,2,8,7,1,1,30.47058824
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,36
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
38,1,2,47,1,3,30,1,2,31,1,3,36,1,3,44,1,2,30,2,2,1,19,17,2,8,7,1,1,21.82608696
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,41
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,45
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,36
46,1,2,46,1,3,31,2,2,30,1,3,39,1,3,44,1,2,30,1,2,1,19,17,2,8,7,1,1,28.61111111
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,20
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
37,1,2,50,1,3,0,0,2,39,2,3,39,1,3,39,1,2,0,0,2,1,16,13,3,6,5,1,1,32.53846154
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,48,1,3,37,1,2,36,1,3,45,1,3,43,1,2,34,1,2,0,17,17,0,7,7,0,1,26.85714286
5,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,37
42,1,2,41,1,3,38,1,2,35,1,3,40,1,3,44,1,2,36,1,2,0,17,17,0,7,7,0,1,39.26666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,21.5
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
37,1,2,48,1,3,36,1,2,38,1,3,40,1,3,42,1,2,37,1,2,0,17,17,0,7,7,0,1,43.46666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,20
44,1,2,49,1,3,46,1,2,36,1,3,36,1,3,43,1,2,36,1,2,0,17,17,0,7,7,0,1,34.8
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
36,1,2,0,0,3,33,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,4,4,0,2,2,0,1,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,33
41,1,2,47,1,3,40,1,2,39,2,3,39,1,3,39,1,2,37,1,2,1,20,17,3,8,7,1,1,30.72222222
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
