NOTA_INGECO,VECES_INGECO,CREDITOS_INGECO,NOTA_DDP,VECES_DDP,CREDITOS_DDP,NOTA_IO_DOS,VECES_IO_DOS,CREDITOS_IO_DOS,NOTA_CONEM,VECES_CONEM,CREDITOS_CONEM,NOTA_TDE,VECES_TDE,CREDITOS_TDE,NOTAS_RDC,VECES_RDC,CREDITOS_RDC,NOTA_CTRL,VECES_CTRL,CREDITOS_CTRL,CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,PROMEDIO_SIETE
0,0,2,34,1,3,0,0,2,0,0,3,0,0,3,36,1,2,0,0,2,0,5,5,0,2,2,0,1,0
44,2,2,46,1,3,32,1,2,30,1,3,38,1,3,45,1,2,37,1,2,1,19,17,2,8,7,1,1,36.33333333
0,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,50,1,2,0,2,2,0,1,1,0,1,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,20
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
42,1,2,45,1,3,30,1,2,45,1,3,34,1,3,39,1,2,31,1,2,0,17,17,0,7,7,0,1,29.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
28,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,16.66666667
36,1,2,41,1,3,30,1,2,42,1,3,34,1,3,40,1,2,44,1,2,0,17,17,0,7,7,0,1,27.11111111
0,0,2,37,1,3,0,0,2,24,1,3,0,0,3,0,0,2,0,0,2,0,6,3,3,2,1,1,1,39
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
36,1,2,41,1,3,32,1,2,38,2,3,31,1,3,38,1,2,35,1,2,1,20,17,3,8,7,1,1,24.95
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
35,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,1,0,1,0
0,0,2,34,1,3,30,1,2,1,1,3,8,1,3,39,1,2,27,2,2,1,17,7,10,7,3,4,2,0
37,1,2,37,1,3,31,2,2,30,1,3,34,1,3,40,1,2,40,1,2,1,19,17,2,8,7,1,1,18.33333333
32,1,2,42,1,3,33,1,2,38,1,3,42,1,3,40,1,2,40,1,2,0,17,17,0,7,7,0,1,25.0952381
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,35,1,3,39,1,2,38,2,3,32,1,3,37,1,2,30,1,2,1,20,17,3,8,7,1,2,27.66666667
44,2,2,37,1,3,32,1,2,49,2,3,40,1,3,41,1,2,32,1,2,2,22,17,5,9,7,2,1,28.57894737
36,1,2,46,1,3,32,1,2,34,1,3,35,1,3,44,1,2,31,1,2,0,17,17,0,7,7,0,1,24.19047619
44,1,2,41,1,3,30,1,2,35,2,3,38,1,3,40,1,2,35,1,2,1,20,17,3,8,7,1,1,24.19047619
37,1,2,38,1,3,38,3,2,39,1,3,30,1,3,39,1,2,31,2,2,2,23,17,6,10,7,3,2,19.92
32,1,2,46,1,3,33,1,2,36,1,3,39,1,3,40,1,2,33,1,2,0,17,17,0,7,7,0,1,31.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,22.5
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,15
33,1,2,42,1,3,36,2,2,30,2,3,33,1,3,30,1,2,13,1,2,2,22,15,7,9,6,3,2,12.56756757
37,1,2,39,1,3,32,2,2,34,1,3,38,1,3,42,1,2,44,1,2,1,19,17,2,8,7,1,1,22.34782609
30,2,2,44,1,3,38,1,2,49,2,3,32,1,3,42,1,2,44,1,2,2,22,17,5,9,7,2,1,20.95833333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,44,1,3,30,1,2,0,0,3,0,0,3,37,1,2,31,1,2,0,11,11,0,5,5,0,1,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,32
30,2,2,39,1,3,30,1,2,30,2,3,38,1,3,37,1,2,31,1,2,2,22,17,5,9,7,2,2,20.4
34,1,2,0,0,3,35,1,2,0,0,3,0,0,3,38,1,2,0,0,2,0,6,6,0,3,3,0,1,18.66666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,42
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
50,1,2,50,1,3,43,1,2,46,1,3,41,1,3,44,1,2,47,1,2,0,17,17,0,7,7,0,1,37.6
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
38,1,2,33,1,3,31,1,2,41,1,3,33,1,3,36,1,2,33,1,2,0,17,17,0,7,7,0,1,30.52941176
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
38,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,41,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,3,3,0,1,1,0,1,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,31,1,3,32,1,2,35,1,3,36,1,3,45,1,2,37,1,2,0,17,17,0,7,7,0,1,34.61111111
43,1,2,31,1,3,34,1,2,32,1,3,37,1,3,43,1,2,38,1,2,0,17,17,0,7,7,0,1,27.57142857
22,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
41,1,2,44,1,3,39,1,2,30,1,3,30,1,3,42,1,2,45,1,2,0,17,17,0,7,7,0,1,15.8
38,1,2,39,1,3,32,1,2,42,2,3,35,1,3,44,1,2,38,1,2,1,20,17,3,8,7,1,1,26.65
36,1,2,43,1,3,41,1,2,42,1,3,32,1,3,37,1,2,31,1,2,0,17,17,0,7,7,0,1,31.52941176
44,2,2,41,1,3,30,1,2,33,1,3,36,1,3,39,1,2,31,2,2,2,21,17,4,9,7,2,2,23.04545455
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
49,1,2,50,1,3,47,1,2,46,1,3,39,1,3,48,1,2,49,1,2,0,17,17,0,7,7,0,1,36.73333333
45,3,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,6,2,4,3,1,2,2,0
41,1,2,50,1,3,37,1,2,30,1,3,39,1,3,36,1,2,34,1,2,0,17,17,0,7,7,0,1,22.73913043
32,1,2,42,1,3,32,1,2,35,3,3,32,1,3,37,1,2,30,1,2,1,23,17,6,9,7,2,2,26.42105263
0,0,2,0,0,3,13,2,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,33,1,3,44,1,2,38,1,3,37,1,3,45,1,2,40,1,2,0,17,17,0,7,7,0,1,31.82352941
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
36,1,2,39,1,3,36,1,2,40,1,3,40,1,3,41,1,2,44,1,2,0,17,17,0,7,7,0,1,25.83333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,33,1,3,38,1,2,44,1,3,40,1,3,40,1,2,33,1,2,0,17,17,0,7,7,0,1,31.35294118
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
33,1,2,41,1,3,35,1,2,30,2,3,36,1,3,39,1,2,30,2,2,2,22,17,5,9,7,2,2,25.38095238
19,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,41,1,2,0,0,2,0,2,2,0,1,1,0,1,33
36,2,2,41,1,3,40,1,2,38,2,3,36,1,3,36,1,2,35,1,2,2,22,17,5,9,7,2,2,28.2
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,31,1,2,0,0,3,0,0,3,30,2,2,31,1,2,1,8,6,2,4,3,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,42,1,3,35,1,2,45,1,3,41,1,3,41,1,2,42,1,2,0,17,17,0,7,7,0,1,24.14285714
34,1,2,43,1,3,33,1,2,34,1,3,32,1,3,38,1,2,40,1,2,0,17,17,0,7,7,0,1,28.05
37,2,2,40,1,3,33,1,2,30,2,3,30,1,3,30,2,2,36,3,2,4,28,17,11,12,7,5,2,25.78947368
40,2,2,42,1,3,35,1,2,39,1,3,33,1,3,37,1,2,32,1,2,1,19,17,2,8,7,1,1,25.38095238
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,1,2,38,2,3,37,1,2,37,2,3,32,2,3,36,1,2,31,1,2,3,26,17,9,10,7,3,2,24.25
30,1,2,43,1,3,40,1,2,45,1,3,33,1,3,40,1,2,42,1,2,0,17,17,0,7,7,0,1,23
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,42,1,3,40,1,2,31,1,3,37,1,3,45,1,2,41,1,2,0,17,17,0,7,7,0,1,27.38888889
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
40,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,41
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
25,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
37,3,2,41,1,3,40,2,2,30,1,3,42,2,3,42,1,2,33,2,2,4,28,17,11,12,7,5,2,24.39130435
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
49,2,2,43,1,3,30,1,2,46,2,3,33,1,3,38,1,2,42,1,2,2,22,17,5,9,7,2,1,26.14285714
19,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,45
33,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,0
40,1,2,33,1,3,42,1,2,41,2,3,37,1,3,33,1,2,34,2,2,2,22,17,5,9,7,2,2,23.30434783
0,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1,1,2,47,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,5,3,2,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,40
0,0,2,47,1,3,0,0,2,0,0,3,0,0,3,22,1,2,8,1,2,0,7,3,4,3,1,2,2,0
30,1,2,50,1,3,34,1,2,40,2,3,41,1,3,46,1,2,41,1,2,1,20,17,3,8,7,1,1,35.38888889
38,1,2,50,1,3,32,1,2,39,1,3,37,1,3,44,1,2,36,1,2,0,17,17,0,7,7,0,1,35.6
35,1,2,46,1,3,32,1,2,33,1,3,43,1,3,36,1,2,32,1,2,0,17,17,0,7,7,0,1,35.05882353
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
40,1,2,47,1,3,45,1,2,36,1,3,41,1,3,46,1,2,49,1,2,0,17,17,0,7,7,0,1,45.8
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
37,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,1,0,1,11
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,44,1,3,31,1,2,36,1,3,38,1,3,41,1,2,33,1,2,0,17,17,0,7,7,0,1,37.26666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
34,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,8.25
21,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,5
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
42,1,2,41,1,3,44,1,2,41,1,3,44,1,3,41,1,2,31,1,2,0,17,17,0,7,7,0,1,40.33333333
34,1,2,42,1,3,31,2,2,46,1,3,41,1,3,39,1,2,31,1,2,1,19,17,2,8,7,1,1,22
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,37
13,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,0
43,1,2,46,1,3,30,1,2,30,1,3,39,1,3,42,1,2,34,1,2,0,17,17,0,7,7,0,1,33.64705882
49,1,2,46,1,3,33,1,2,44,1,3,41,1,3,45,1,2,37,1,2,0,17,17,0,7,7,0,1,38.46666667
32,1,2,47,2,3,0,0,2,0,0,3,0,0,3,38,1,2,31,1,2,1,12,9,3,5,4,1,2,21.66666667
42,1,2,34,1,3,45,2,2,33,1,3,36,2,3,42,1,2,33,1,2,2,22,17,5,9,7,2,2,23.58333333
41,1,2,45,1,3,38,1,2,32,1,3,41,1,3,40,1,2,33,1,2,0,17,17,0,7,7,0,1,26
47,1,2,46,1,3,33,2,2,39,2,3,37,1,3,40,1,2,36,1,2,2,22,17,5,9,7,2,2,24.4
44,1,2,47,2,3,35,1,2,40,1,3,38,1,3,43,1,2,42,1,2,1,20,17,3,8,7,1,1,30.33333333
43,1,2,46,1,3,31,2,2,32,1,3,33,1,3,41,1,2,32,1,2,1,19,17,2,8,7,1,1,24.23809524
45,1,2,48,1,3,38,1,2,33,1,3,32,1,3,41,1,2,40,1,2,0,17,17,0,7,7,0,1,34.26666667
37,1,2,31,1,3,35,1,2,35,1,3,33,1,3,38,1,2,30,1,2,0,17,17,0,7,7,0,1,32.05882353
44,1,2,46,1,3,32,1,2,35,2,3,34,1,3,42,1,2,35,1,2,1,20,17,3,8,7,1,1,27.33333333
38,1,2,47,1,3,30,1,2,38,1,3,31,1,3,44,1,2,34,1,2,0,17,17,0,7,7,0,1,31
37,1,2,36,1,3,36,1,2,38,1,3,37,1,3,36,1,2,40,2,2,1,19,17,2,8,7,1,1,22.125
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
26,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,15.5
31,1,2,49,1,3,31,1,2,0,0,3,0,0,3,42,1,2,35,1,2,0,11,11,0,5,5,0,1,19.66666667
28,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
15,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
21,3,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,6,0,6,3,0,3,2,13
19,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,17
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,1,0,2,0
11,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
30,1,2,40,1,3,43,1,2,41,1,3,36,1,3,37,1,2,30,1,2,0,17,17,0,7,7,0,1,30.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
18,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,44,1,3,31,1,2,22,1,3,0,0,3,0,0,2,23,1,2,0,10,5,5,4,2,2,2,13
38,1,2,46,1,3,38,1,2,36,1,3,44,1,3,38,1,2,40,1,2,0,17,17,0,7,7,0,1,27.72727273
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
43,2,2,48,1,3,35,1,2,33,2,3,44,1,3,44,1,2,38,1,2,2,22,17,5,9,7,2,2,36.73333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
40,1,2,41,1,3,32,1,2,46,1,3,36,1,3,40,1,2,36,2,2,1,19,17,2,8,7,1,1,28.95
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
33,3,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,6,2,4,3,1,2,2,32
36,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,10.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
32,3,2,44,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,9,5,4,4,2,2,2,0
44,1,2,44,1,3,31,1,2,43,1,3,36,1,3,40,1,2,30,1,2,0,17,17,0,7,7,0,1,36.73333333
35,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
38,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,0
12,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,0
21,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,36,1,3,44,1,2,42,2,3,36,1,3,44,1,2,35,1,2,1,20,17,3,8,7,1,1,39.93333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,30
39,2,2,42,1,3,31,1,2,43,2,3,44,1,3,40,1,2,30,1,2,2,22,17,5,9,7,2,2,40.13333333
37,1,2,50,1,3,35,1,2,44,1,3,40,1,3,44,1,2,35,1,2,0,17,17,0,7,7,0,1,33.23529412
31,2,2,0,0,3,31,1,2,0,0,3,0,0,3,42,1,2,0,0,2,1,8,6,2,4,3,1,2,21.33333333
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,30
34,1,2,46,1,3,32,1,2,47,1,3,38,1,3,45,1,2,35,1,2,0,17,17,0,7,7,0,1,31.16666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
45,1,2,37,1,3,35,1,2,31,1,3,32,1,3,40,1,2,39,1,2,0,17,17,0,7,7,0,1,41.6
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,0,0
40,1,2,47,1,3,37,1,2,36,2,3,37,1,3,31,1,2,30,1,2,1,20,17,3,8,7,1,2,29.95
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,40,1,3,31,2,2,0,0,3,0,0,3,30,2,2,27,1,2,2,13,7,6,6,3,3,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
42,1,2,45,1,3,43,1,2,32,1,3,36,1,3,40,1,2,43,1,2,0,17,17,0,7,7,0,1,27.75
0,0,2,35,1,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,3,3,0,1,1,0,1,27
30,1,2,46,1,3,45,1,2,33,1,3,37,1,3,31,1,2,34,1,2,0,17,17,0,7,7,0,1,31.94444444
8,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
50,1,2,50,1,3,48,1,2,33,1,3,34,1,3,39,1,2,46,1,2,0,17,17,0,7,7,0,1,44.2
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,2,0,1,1,0,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,50,1,3,38,1,2,35,2,3,36,1,3,44,1,2,33,1,2,1,20,17,3,8,7,1,1,33.22222222
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,40,1,3,35,1,2,37,2,3,43,1,3,32,1,2,31,1,2,1,20,17,3,8,7,1,1,34.77777778
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,34
14,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,0,4,2,0,2,2,0
40,1,2,41,1,3,48,1,2,33,1,3,35,1,3,38,1,2,41,1,2,0,17,17,0,7,7,0,1,42.46666667
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
40,1,2,38,1,3,48,1,2,37,1,3,34,1,3,41,1,2,38,1,2,0,17,17,0,7,7,0,1,45.2
44,1,2,48,1,3,32,1,2,30,1,3,37,1,3,43,1,2,36,1,2,0,17,17,0,7,7,0,1,24.83333333
32,2,2,35,1,3,0,0,2,0,0,3,0,0,3,40,1,2,32,1,2,1,11,9,2,5,4,1,2,2.5
47,1,2,50,1,3,33,1,2,36,1,3,44,1,3,42,1,2,30,1,2,0,17,17,0,7,7,0,1,37.8
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
14,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
20,1,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,2,0,2,1,0,1,2,0
30,2,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,4,2,2,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
34,1,2,40,1,3,37,1,2,35,1,3,44,1,3,30,1,2,35,2,2,1,19,17,2,8,7,1,1,24.82608696
40,2,2,42,1,3,33,1,2,31,1,3,32,1,3,43,1,2,30,1,2,1,19,17,2,8,7,1,2,26.72727273
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
