CAR_CINCO,NCC_CINCO,NCA_CINCO,NCP_CINCO,NAC_CINCO,NAA_CINCO,NAP_CINCO,EPA_CINCO,ESTADO CINCO,PROMEDIO_SEIS,NOTA_ECO_UNO,VECES_ECO_UNO,CREDITOS_ECO_UNO,NOTA_ME,VECES_ME,CREDITOS_ME,NOTA_EST,VECES_EST,CREDITOS_EST,NOTA_AGEO,VECES_AGEO,CREDITOS_AGEO,NOTA_BD,VECES_BD,CREDITOS_BD,NOTA_CARTO,VECES_CARTO,CREDITOS_CARTO,NOTAS_SISC,VECES_SISC,CREDITOS_SISC
0,18,18,0,7,7,0,1,1,38.52941176,42,1,2,44,1,2,45,1,2,37,1,3,44,1,3,40,1,3,38,1,3
0,18,18,0,7,7,0,1,1,39.70588235,30,1,2,43,1,2,43,1,2,35,1,3,38,1,3,37,1,3,37,1,3
0,18,18,0,7,7,0,1,1,42,48,1,2,35,1,2,40,1,2,40,1,3,41,1,3,43,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,40,32,1,2,35,1,2,44,1,2,33,1,3,37,1,3,39,1,3,30,1,3
1,18,18,0,7,7,0,1,1,33.52941176,30,1,2,32,2,2,41,1,2,32,1,3,30,1,3,30,1,3,30,1,3
1,18,18,0,7,7,0,1,1,35.58823529,32,1,2,36,1,2,45,1,2,34,2,3,30,1,3,36,1,3,30,1,3
0,0,0,0,0,0,0,0,2,26,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37.82352941,42,1,2,45,1,2,42,1,2,41,1,3,37,1,3,37,1,3,38,1,3
1,18,18,0,7,7,0,1,1,40.52941176,30,2,2,34,1,2,46,1,2,31,1,3,32,1,3,38,1,3,30,1,3
0,18,18,0,7,7,0,1,1,42.94117647,49,1,2,42,1,2,41,1,2,41,1,3,41,1,3,44,1,3,39,1,3
2,18,18,0,7,7,0,2,3,34.35294118,35,1,2,30,3,2,30,1,2,30,1,3,30,3,3,31,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,37.52941176,38,1,2,43,1,2,48,1,2,30,1,3,37,2,3,39,1,3,30,1,3
1,18,2,16,2,1,6,2,3,13,32,1,2,0,0,2,0,0,2,0,0,3,24,3,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,18,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,33,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,48,14,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,2,3,35.05882353,30,1,2,30,3,2,30,1,2,30,1,3,31,2,3,39,1,3,37,1,3
3,18,18,0,7,7,0,1,1,37,32,2,2,32,2,2,31,1,2,30,1,3,33,2,3,39,1,3,30,1,3
0,18,18,0,7,7,0,1,1,44.05882353,38,1,2,46,1,2,43,1,2,33,1,3,43,1,3,46,1,3,38,1,3
0,0,0,0,0,0,0,0,2,40,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,39.17647059,30,1,2,32,1,2,39,2,2,30,1,3,34,1,3,41,1,3,37,1,3
0,0,0,0,0,0,0,0,2,41,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,35.76470588,40,1,2,35,1,2,40,1,2,35,1,3,30,1,3,34,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,37.11764706,37,2,2,35,1,2,49,1,2,31,2,3,32,1,3,40,1,3,33,1,3
1,18,18,0,7,7,0,2,3,34.47058824,30,3,2,33,1,2,36,1,2,30,1,3,33,1,3,31,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,36.11764706,39,2,2,41,1,2,40,1,2,35,1,3,37,2,3,43,1,3,36,1,3
0,0,0,0,0,0,0,0,2,33,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,39.41176471,41,1,2,32,1,2,42,1,2,33,1,3,40,1,3,42,1,3,38,1,3
2,18,18,0,7,7,0,1,1,38.58823529,30,2,2,38,2,2,34,1,2,33,1,3,39,1,3,38,1,3,32,1,3
2,18,18,0,7,7,0,1,1,38.94117647,33,1,2,31,1,2,43,1,2,33,2,3,42,2,3,30,1,3,36,1,3
0,18,18,0,7,7,0,1,1,40.47058824,30,1,2,36,1,2,46,1,2,32,1,3,35,1,3,41,1,3,38,1,3
4,18,18,0,7,7,0,2,3,35.05882353,36,2,2,33,3,2,44,2,2,33,2,3,31,1,3,32,1,3,38,1,3
1,18,18,0,7,7,0,1,1,40.11764706,32,1,2,31,2,2,36,1,2,33,1,3,34,1,3,40,1,3,38,1,3
4,18,18,0,7,7,0,1,1,32.64705882,31,2,2,35,2,2,42,1,2,32,2,3,36,2,3,38,1,3,30,1,3
0,0,0,0,0,0,0,0,2,47,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37.41176471,34,1,2,33,1,2,38,1,2,35,1,3,41,1,3,43,1,3,32,1,3
0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,31,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,36.5,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,30,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,2,3,35.11764706,30,1,2,32,3,2,30,1,2,40,1,3,32,1,3,34,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,38.23529412,30,1,2,37,2,2,44,1,2,30,1,3,30,1,3,42,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,37.82352941,34,1,2,30,2,2,39,1,2,38,1,3,32,1,3,36,1,3,30,1,3
0,18,18,0,7,7,0,1,1,40.35294118,30,1,2,38,1,2,36,1,2,37,1,3,37,1,3,44,1,3,35,1,3
3,18,18,0,7,7,0,1,1,36.29411765,30,2,2,31,2,2,44,1,2,31,1,3,30,2,3,41,1,3,30,1,3
3,18,18,0,7,7,0,1,1,36.70588235,40,2,2,35,1,2,34,1,2,31,2,3,30,1,3,38,2,3,30,1,3
0,18,18,0,7,7,0,1,1,38.58823529,43,1,2,33,1,2,38,1,2,33,1,3,31,1,3,39,1,3,36,1,3
0,0,0,0,0,0,0,0,2,30,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,43,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,2,3,34.17647059,37,1,2,32,3,2,43,1,2,32,1,3,41,3,3,41,1,3,37,1,3
1,18,18,0,7,7,0,1,1,40.41176471,38,1,2,45,2,2,41,1,2,36,1,3,35,1,3,44,1,3,40,1,3
1,18,18,0,7,7,0,1,1,37.47058824,34,2,2,35,1,2,37,1,2,44,1,3,31,1,3,42,1,3,38,1,3
2,18,16,2,7,6,1,2,3,33.4,43,1,2,28,3,2,47,1,2,30,1,3,33,2,3,30,1,3,30,1,3
4,18,14,4,7,5,2,2,3,31,30,3,2,7,1,2,27,2,2,33,1,3,30,3,3,45,2,3,31,1,3
2,18,18,0,7,7,0,1,1,36.70588235,41,2,2,39,2,2,42,1,2,37,1,3,38,1,3,44,1,3,37,1,3
0,18,6,12,2,2,5,2,3,43,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,41,1,3,0,0,3
0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,37.64705882,47,2,2,38,1,2,48,1,2,37,2,3,36,1,3,41,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,39.94117647,31,1,2,33,1,2,47,1,2,37,1,3,38,1,3,43,1,3,40,1,3
1,18,18,0,7,7,0,1,1,38.23529412,38,1,2,40,1,2,45,1,2,40,2,3,48,1,3,41,1,3,36,1,3
0,18,18,0,7,7,0,1,1,37,47,1,2,33,1,2,37,1,2,41,1,3,34,1,3,38,1,3,33,1,3
2,18,18,0,7,7,0,1,1,38.76470588,48,1,2,30,2,2,48,1,2,42,1,3,35,2,3,42,1,3,37,1,3
0,18,18,0,7,7,0,1,1,38.23529412,36,1,2,32,1,2,46,1,2,34,1,3,35,1,3,40,1,3,32,1,3
1,18,18,0,7,7,0,1,1,38.05882353,47,1,2,36,1,2,46,1,2,37,2,3,35,1,3,35,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,43.17647059,42,1,2,35,1,2,40,1,2,42,1,3,35,1,3,42,1,3,40,1,3
2,18,18,0,7,7,0,1,1,37.52941176,41,2,2,36,2,2,32,1,2,30,1,3,36,1,3,42,1,3,35,1,3
0,18,18,0,7,7,0,1,1,38.41176471,30,1,2,34,1,2,48,1,2,40,1,3,48,1,3,42,1,3,39,1,3
2,18,18,0,7,7,0,1,1,38.58823529,31,1,2,30,2,2,47,1,2,31,2,3,39,1,3,43,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,43.70588235,43,1,2,41,1,2,46,1,2,36,1,3,40,1,3,33,1,3,40,1,3
1,18,18,0,7,7,0,2,3,34.05882353,40,1,2,30,4,2,43,1,2,33,1,3,30,1,3,38,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,39,42,2,2,30,1,2,33,1,2,30,1,3,35,1,3,37,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,44,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,37.70588235,33,1,2,37,2,2,49,1,2,36,1,3,38,1,3,37,1,3,34,1,3
1,18,18,0,7,7,0,1,1,36.52941176,48,2,2,43,1,2,49,1,2,36,1,3,36,1,3,34,1,3,31,1,3
0,18,6,12,2,2,5,2,3,40.8,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,33,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,2,16,1,1,6,2,3,0,33,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,40.05882353,37,1,2,31,1,2,32,1,2,39,1,3,32,1,3,44,1,3,40,1,3
1,18,18,0,7,7,0,1,1,37,46,1,2,36,1,2,33,1,2,34,2,3,30,1,3,37,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37.35294118,46,1,2,42,1,2,37,1,2,34,1,3,37,1,3,43,1,3,34,1,3
1,18,18,0,7,7,0,1,1,35.23529412,40,1,2,33,1,2,43,1,2,30,2,3,32,1,3,41,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,35.23529412,49,1,2,36,1,2,43,1,2,31,2,3,38,1,3,41,1,3,39,1,3
0,18,18,0,7,7,0,1,1,35.23529412,33,1,2,32,1,2,44,1,2,32,1,3,32,1,3,39,1,3,31,1,3
0,18,18,0,7,7,0,1,1,38.05882353,48,1,2,30,1,2,32,1,2,32,1,3,39,1,3,42,1,3,36,1,3
0,0,0,0,0,0,0,0,2,30,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,35.58823529,49,1,2,30,2,2,33,1,2,37,1,3,37,1,3,42,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,35.70588235,33,2,2,34,1,2,37,2,2,35,1,3,48,1,3,41,1,3,37,1,3
1,18,18,0,7,7,0,1,1,38.94117647,37,1,2,37,2,2,49,1,2,33,1,3,31,1,3,42,1,3,31,1,3
0,18,18,0,7,7,0,1,1,36,36,1,2,33,1,2,45,1,2,30,1,3,35,1,3,40,1,3,39,1,3
0,18,18,0,7,7,0,1,1,36.94117647,36,1,2,41,1,2,33,1,2,36,1,3,37,1,3,39,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,2,3,36.05882353,40,2,2,30,3,2,34,1,2,31,1,3,35,1,3,35,1,3,37,1,3
2,18,11,7,4,4,3,2,3,36,36,2,2,0,0,2,0,0,2,0,0,3,30,2,3,35,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,0,18,1,0,7,2,3,48,22,2,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,2,3,33.05882353,36,2,2,30,3,2,32,1,2,32,1,3,38,1,3,45,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,18,0,7,7,0,2,3,36.05882353,37,2,2,37,1,2,40,3,2,30,2,3,33,1,3,43,1,3,30,1,3
1,18,18,0,7,7,0,1,1,36.41176471,34,2,2,30,1,2,35,1,2,33,1,3,31,1,3,38,1,3,36,1,3
1,18,18,0,7,7,0,1,1,36,39,1,2,30,1,2,44,1,2,35,1,3,30,2,3,43,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,38.82352941,30,1,2,32,1,2,48,1,2,36,2,3,35,1,3,39,1,3,30,1,3
0,0,0,0,0,0,0,0,2,30,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,18,0,7,7,0,2,3,34.76470588,42,2,2,38,3,2,41,1,2,31,3,3,30,1,3,30,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37,48,1,2,31,1,2,48,1,2,37,1,3,41,1,3,34,1,3,32,1,3
3,18,18,0,7,7,0,1,1,35.76470588,39,2,2,30,2,2,49,1,2,35,1,3,48,2,3,33,1,3,31,1,3
2,18,18,0,7,7,0,2,3,34,34,1,2,34,3,2,30,1,2,32,2,3,32,1,3,34,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
4,18,18,0,7,7,0,1,1,33.11764706,36,2,2,30,1,2,45,2,2,33,2,3,38,2,3,32,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,39.64705882,41,1,2,35,1,2,47,1,2,37,1,3,41,1,3,44,1,3,37,1,3
1,18,18,0,7,7,0,1,1,35.70588235,36,2,2,37,1,2,39,1,2,30,1,3,30,1,3,37,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,41.47058824,30,1,2,37,1,2,42,1,2,30,1,3,43,1,3,40,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,43.41176471,43,1,2,45,1,2,47,1,2,39,1,3,46,1,3,42,1,3,41,1,3
1,18,18,0,7,7,0,1,1,37,34,1,2,32,1,2,33,1,2,37,1,3,33,2,3,42,1,3,30,1,3
0,18,18,0,7,7,0,1,1,43.17647059,41,1,2,35,1,2,39,1,2,36,1,3,37,1,3,41,1,3,37,1,3
0,18,18,0,7,7,0,1,1,35.88235294,37,1,2,35,1,2,48,1,2,42,1,3,35,1,3,38,1,3,33,1,3
0,18,18,0,7,7,0,1,1,36.29411765,36,1,2,32,1,2,37,1,2,38,1,3,33,1,3,47,1,3,34,1,3
0,0,0,0,0,0,0,0,2,37,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,13,5,5,5,2,1,1,35.85714286,30,1,2,31,1,2,0,0,2,0,0,3,32,1,3,43,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
5,18,18,0,7,7,0,2,3,33.88235294,34,3,2,32,1,2,38,2,2,30,2,3,48,2,3,45,2,3,30,1,3
1,18,18,0,7,7,0,1,1,41.29411765,30,1,2,31,2,2,46,1,2,39,1,3,46,1,3,42,1,3,37,1,3
2,18,18,0,7,7,0,1,1,34.52941176,45,1,2,35,2,2,38,2,2,31,1,3,32,1,3,36,1,3,30,1,3
0,18,18,0,7,7,0,1,1,36.58823529,30,1,2,43,1,2,36,1,2,37,1,3,44,1,3,37,1,3,30,1,3
4,18,18,0,7,7,0,2,3,34,43,2,2,30,3,2,41,2,2,30,1,3,37,2,3,38,1,3,30,1,3
1,18,18,0,7,7,0,1,1,38.05882353,37,1,2,32,2,2,39,1,2,30,1,3,33,1,3,41,1,3,30,1,3
0,18,0,18,1,0,7,2,3,39.66666667,0,0,2,0,0,2,0,0,2,0,0,3,4,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,35.94117647,32,2,2,36,1,2,36,1,2,35,1,3,32,1,3,40,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,33.58823529,34,2,2,33,2,2,35,1,2,31,1,3,48,1,3,42,1,3,32,1,3
2,18,18,0,7,7,0,2,3,38.14285714,30,1,2,42,3,2,30,1,2,32,1,3,35,2,3,43,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,42.17647059,44,1,2,43,1,2,43,1,2,39,1,3,43,1,3,46,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37.70588235,32,1,2,34,1,2,49,1,2,30,1,3,48,1,3,42,1,3,33,1,3
0,18,18,0,7,7,0,1,1,43.11764706,40,1,2,48,1,2,46,1,2,35,1,3,39,1,3,41,1,3,39,1,3
2,18,18,0,7,7,0,1,1,37.52941176,30,1,2,30,2,2,34,1,2,42,1,3,37,2,3,37,1,3,30,1,3
0,18,18,0,7,7,0,1,1,41.64705882,44,1,2,32,1,2,47,1,2,33,1,3,43,1,3,45,1,3,39,1,3
0,18,18,0,7,7,0,1,1,42.11764706,43,1,2,40,1,2,45,1,2,34,1,3,46,1,3,47,1,3,35,1,3
1,18,18,0,7,7,0,1,1,42.41176471,36,1,2,40,1,2,49,1,2,46,2,3,36,1,3,43,1,3,33,1,3
0,18,18,0,7,7,0,1,1,38.11764706,33,1,2,33,1,2,38,1,2,31,1,3,38,1,3,38,1,3,38,1,3
0,18,18,0,7,7,0,1,1,39.29411765,30,1,2,37,1,2,46,1,2,31,1,3,41,1,3,41,1,3,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,36.11764706,46,1,2,30,1,2,36,1,2,30,1,3,36,2,3,42,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,40.41176471,41,2,2,30,1,2,30,1,2,34,1,3,31,1,3,40,1,3,36,1,3
0,18,18,0,7,7,0,1,1,38.52941176,40,1,2,32,1,2,41,1,2,31,1,3,37,1,3,38,1,3,38,1,3
2,18,18,0,7,7,0,1,1,36.88235294,32,2,2,30,1,2,31,1,2,38,2,3,37,1,3,38,1,3,34,1,3
1,18,18,0,7,7,0,1,1,36.05882353,38,1,2,37,1,2,47,1,2,35,2,3,48,1,3,41,1,3,31,1,3
2,18,18,0,7,7,0,1,1,35,34,2,2,30,1,2,41,1,2,32,1,3,30,2,3,38,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,39.47058824,41,1,2,41,1,2,46,1,2,37,1,3,33,1,3,42,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,39.52941176,35,1,2,38,1,2,49,1,2,34,1,3,38,1,3,46,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
