NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_FIS_TRES,VECES_FIS_TRES,CREDITOS_FIS_TRES,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_PROB,VECES_PROB,CREDITOS_PROB,NOTA_GEOGEO,VECES_GEOGEO,CREDITOS_GEOGEO,NOTA_PRII,VECES_PRII,CREDITOS_PRII,NOTA_GHF,VECES_GHF,CREDITOS_GHF,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,ESTADO CUATRO,PROMEDIO_CINCO
35,1,2,33,1,3,38,1,1,35,1,2,34,1,3,42,1,3,39,2,3,1,17,17,0,7,7,0,1,1,35.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,40,1,3,6,1,1,42,1,2,32,1,3,38,1,3,43,1,3,0,17,14,3,7,5,2,1,1,27.83333333
39,2,2,0,0,3,0,0,1,0,0,2,0,0,3,31,1,3,0,0,3,1,17,5,12,2,2,5,2,3,30
41,1,2,31,2,3,43,1,1,32,1,2,39,1,3,33,1,3,42,2,3,2,17,17,0,7,7,0,1,1,35.88888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,40,1,3,44,1,1,44,1,2,35,1,3,38,1,3,39,1,3,0,17,17,0,7,7,0,1,1,36.38888889
0,0,2,0,0,3,0,0,1,33,1,2,0,0,3,0,0,3,0,0,3,0,17,2,15,2,1,6,2,3,0
35,1,2,32,1,3,43,1,1,34,1,2,34,1,3,44,1,3,33,1,3,0,17,17,0,7,7,0,1,1,39.22222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,40,1,3,45,1,1,40,1,2,38,1,3,31,1,3,35,1,3,0,17,17,0,7,7,0,1,1,34.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,40,1,3,43,1,1,43,1,2,33,1,3,35,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.16666667
37,1,2,32,1,3,45,1,1,35,1,2,30,1,3,34,1,3,33,1,3,0,17,17,0,7,7,0,1,1,32.83333333
35,1,2,43,1,3,38,1,1,40,1,2,33,1,3,34,1,3,40,1,3,0,17,17,0,7,7,0,1,1,35.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,40,1,3,42,1,1,45,1,2,37,1,3,38,1,3,42,1,3,0,17,17,0,7,7,0,1,1,36.44444444
43,1,2,34,1,3,36,1,1,37,1,2,30,1,3,46,1,3,39,1,3,0,17,17,0,7,7,0,1,1,38.05555556
47,1,2,33,1,3,47,1,1,46,1,2,40,1,3,40,1,3,38,1,3,0,17,17,0,7,7,0,1,1,38.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,39,1,3,45,1,1,44,1,2,39,1,3,36,1,3,37,1,3,0,17,17,0,7,7,0,1,1,37.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,44
41,1,2,33,1,3,40,1,1,36,1,2,32,1,3,37,1,3,39,1,3,0,17,17,0,7,7,0,1,1,34.72222222
41,1,2,30,1,3,35,1,1,32,2,2,30,1,3,34,1,3,43,2,3,2,17,17,0,7,7,0,1,1,36.94444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,31,1,3,40,1,1,36,1,2,37,1,3,35,1,3,32,1,3,0,17,17,0,7,7,0,1,1,36.22222222
46,1,2,42,1,3,44,1,1,48,1,2,32,1,3,42,1,3,50,1,3,0,17,17,0,7,7,0,1,1,38.61111111
31,1,2,47,1,3,43,1,1,45,1,2,30,1,3,38,1,3,33,1,3,0,17,17,0,7,7,0,1,1,36.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,8,1,3,0,17,0,17,2,0,7,2,3,0
38,1,2,40,1,3,37,1,1,46,1,2,38,1,3,45,1,3,34,1,3,0,17,17,0,7,7,0,1,1,34.16666667
0,0,2,0,0,3,0,0,1,20,1,2,0,0,3,0,0,3,20,1,3,0,17,0,17,3,0,7,2,3,0
0,0,2,0,0,3,38,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,45
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
49,1,2,35,1,3,40,1,1,36,1,2,34,1,3,45,1,3,39,1,3,0,17,17,0,7,7,0,1,1,38.33333333
42,1,2,40,1,3,42,1,1,44,1,2,30,1,3,39,1,3,40,1,3,0,17,17,0,7,7,0,1,1,36.5
40,1,2,31,1,3,41,1,1,42,1,2,37,2,3,41,1,3,40,1,3,1,17,17,0,7,7,0,1,1,33.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,1,3,0,0,1,0,0,2,0,0,3,0,0,3,39,1,3,0,17,3,14,3,1,6,2,3,0
31,1,2,30,1,3,39,1,1,35,1,2,40,1,3,33,1,3,33,1,3,0,17,17,0,7,7,0,1,1,33.72222222
42,1,2,36,2,3,46,1,1,45,2,2,38,1,3,46,1,3,39,1,3,2,17,17,0,7,7,0,1,1,36.88888889
39,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,19
4,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
44,1,2,32,1,3,41,1,1,42,2,2,37,1,3,43,1,3,35,1,3,1,17,17,0,7,7,0,1,1,35.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,30,2,3,44,1,1,33,2,2,35,1,3,33,1,3,31,1,3,2,17,17,0,7,7,0,1,1,34.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,13
47,2,2,37,1,3,40,1,1,36,1,2,38,2,3,34,1,3,45,1,3,2,17,17,0,7,7,0,1,1,32.94444444
0,0,2,0,0,3,50,1,1,44,1,2,37,1,3,18,1,3,13,1,3,0,17,6,11,6,3,4,2,3,7
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,30,1,3,47,1,1,43,1,2,40,1,3,45,1,3,32,1,3,0,17,17,0,7,7,0,1,1,35.05555556
0,0,2,0,0,3,44,1,1,21,1,2,24,1,3,0,0,3,0,0,3,0,17,1,16,4,1,6,2,3,30
38,1,2,30,1,3,36,1,1,34,1,2,36,1,3,34,1,3,35,1,3,0,17,17,0,7,7,0,1,1,36.33333333
45,1,2,43,1,3,47,1,1,39,1,2,33,1,3,38,1,3,41,1,3,0,17,17,0,7,7,0,1,1,38
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,40,1,3,0,17,3,14,2,1,6,2,3,0
0,0,2,0,0,3,34,1,1,33,1,2,0,0,3,20,3,3,37,1,3,1,17,6,11,5,3,4,2,3,35.1
47,1,2,31,1,3,42,1,1,43,1,2,33,1,3,42,1,3,32,1,3,0,17,17,0,7,7,0,1,1,37.88888889
37,1,2,32,1,3,42,1,1,44,1,2,34,1,3,37,1,3,34,1,3,0,17,17,0,7,7,0,1,1,35.11111111
43,1,2,37,1,3,45,1,1,30,2,2,37,1,3,32,1,3,36,1,3,1,17,17,0,7,7,0,1,1,34.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
5,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,20
47,1,2,44,1,3,47,1,1,34,1,2,37,1,3,35,1,3,38,1,3,0,17,17,0,7,7,0,1,1,36.22222222
43,1,2,35,1,3,47,1,1,30,1,2,32,1,3,35,1,3,37,1,3,0,17,17,0,7,7,0,1,1,37.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,2,2,37,1,3,31,1,1,45,1,2,42,1,3,43,1,3,42,1,3,1,17,17,0,7,7,0,1,1,35.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,30,1,3,50,1,1,32,1,2,37,1,3,41,1,3,42,1,3,0,17,17,0,7,7,0,1,1,36.27777778
41,1,2,31,1,3,38,1,1,35,1,2,40,1,3,35,1,3,35,1,3,0,17,17,0,7,7,0,1,1,34.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,22
38,1,2,33,1,3,41,1,1,33,1,2,40,1,3,41,1,3,34,1,3,0,17,17,0,7,7,0,1,1,34.55555556
40,1,2,36,1,3,46,1,1,45,1,2,36,1,3,38,1,3,40,1,3,0,17,17,0,7,7,0,1,1,34.61111111
42,1,2,30,1,3,36,1,1,41,1,2,37,1,3,35,1,3,30,1,3,0,17,17,0,7,7,0,1,1,35.44444444
46,1,2,38,1,3,47,1,1,46,1,2,34,1,3,38,1,3,33,1,3,0,17,17,0,7,7,0,1,1,35.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,35,1,3,41,1,1,43,1,2,32,1,3,34,1,3,31,1,3,0,17,17,0,7,7,0,1,1,34.88888889
44,1,2,39,1,3,50,1,1,42,1,2,40,1,3,36,1,3,35,1,3,0,17,17,0,7,7,0,1,1,39.11111111
46,1,2,31,1,3,43,1,1,37,1,2,37,1,3,44,1,3,36,1,3,0,17,17,0,7,7,0,1,1,40.11111111
36,1,2,33,1,3,36,1,1,46,2,2,34,1,3,31,1,3,43,1,3,1,17,17,0,7,7,0,1,1,33.72222222
39,1,2,35,1,3,42,1,1,33,1,2,38,1,3,37,1,3,33,1,3,0,17,17,0,7,7,0,1,1,36.5
41,1,2,35,1,3,40,1,1,33,1,2,31,1,3,38,2,3,42,1,3,1,17,17,0,7,7,0,1,1,37
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
33,1,2,0,0,3,41,2,1,35,1,2,0,0,3,46,1,3,39,1,3,1,17,11,6,5,5,2,1,1,23.69230769
40,1,2,31,1,3,43,1,1,30,1,2,41,1,3,41,1,3,38,1,3,0,17,17,0,7,7,0,1,1,37.77777778
42,1,2,30,1,3,35,1,1,35,1,2,31,1,3,41,2,3,44,1,3,1,17,17,0,7,7,0,1,1,35.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,31,2,3,35,1,1,44,1,2,36,2,3,31,1,3,41,1,3,2,17,17,0,7,7,0,1,1,33.94444444
0,0,2,0,0,3,22,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
7,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
34,2,2,37,1,3,38,1,1,32,1,2,39,1,3,38,1,3,39,1,3,1,17,17,0,7,7,0,1,1,36.88888889
40,1,2,43,1,3,47,1,1,42,1,2,41,1,3,41,1,3,38,1,3,0,17,17,0,7,7,0,1,1,39
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,30,2,3,35,1,1,33,1,2,39,1,3,34,1,3,36,1,3,1,17,17,0,7,7,0,1,1,35.44444444
0,0,2,0,0,3,40,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
45,1,2,0,0,3,44,1,1,39,2,2,31,1,3,32,1,3,38,1,3,1,17,14,3,6,6,1,1,1,29.45454545
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,2
40,3,2,37,1,3,40,1,1,30,2,2,32,2,3,35,1,3,36,1,3,3,17,17,0,7,7,0,2,3,36.5
49,1,2,30,1,3,45,1,1,33,1,2,42,1,3,41,1,3,43,1,3,0,17,17,0,7,7,0,1,1,33.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,33
46,1,2,34,1,3,40,1,1,34,1,2,31,1,3,30,1,3,32,1,3,0,17,17,0,7,7,0,1,1,36.88888889
30,1,2,30,1,3,48,1,1,38,1,2,40,1,3,30,1,3,35,1,3,0,17,17,0,7,7,0,1,1,33.16666667
41,1,2,40,1,3,45,1,1,36,2,2,39,1,3,40,1,3,36,1,3,1,17,17,0,7,7,0,1,1,34.94444444
0,0,2,24,1,3,36,1,1,30,1,2,31,1,3,38,1,3,34,1,3,0,17,12,5,7,5,2,1,1,35.94444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
36,1,2,30,1,3,42,1,1,30,1,2,37,1,3,45,1,3,34,1,3,0,17,17,0,7,7,0,1,1,34.05555556
47,1,2,32,1,3,38,1,1,48,1,2,35,1,3,39,1,3,36,1,3,0,17,17,0,7,7,0,1,1,37.5
41,1,2,35,1,3,30,1,1,39,1,2,35,1,3,46,1,3,40,1,3,0,17,17,0,7,7,0,1,1,36.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,2,2,30,2,3,38,1,1,35,1,2,34,1,3,36,2,3,30,1,3,3,17,17,0,7,7,0,1,1,35.22222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,30,1,3,39,1,1,42,1,2,39,1,3,35,1,3,32,1,3,0,17,17,0,7,7,0,1,1,40
42,2,2,30,1,3,32,2,1,33,1,2,30,1,3,42,1,3,32,1,3,2,17,17,0,7,7,0,1,1,36.83333333
40,2,2,41,1,3,43,1,1,37,1,2,30,1,3,39,1,3,33,1,3,1,17,17,0,7,7,0,1,1,36.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
36,1,2,41,1,3,43,1,1,33,1,2,37,1,3,45,1,3,38,1,3,0,17,17,0,7,7,0,1,1,35.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,3
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,32,1,3,42,1,1,35,1,2,44,1,3,39,1,3,36,1,3,0,17,17,0,7,7,0,1,1,35.16666667
33,1,2,32,1,3,39,1,1,40,2,2,38,1,3,34,1,3,36,1,3,1,17,17,0,7,7,0,1,1,30.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
36,1,2,30,1,3,37,1,1,37,1,2,32,1,3,42,1,3,34,1,3,0,17,17,0,7,7,0,1,1,34.16666667
0,0,2,0,0,3,34,1,1,0,0,2,0,0,3,30,2,3,0,0,3,1,17,4,13,3,2,5,2,3,19
15,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,10
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,9
20,1,2,0,0,3,50,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,30,2,3,42,1,1,35,1,2,35,2,3,30,1,3,39,1,3,2,17,17,0,7,7,0,1,1,31.44444444
39,1,2,30,1,3,42,1,1,40,1,2,34,1,3,46,1,3,44,1,3,0,17,17,0,7,7,0,1,1,29.77777778
32,1,2,35,1,3,41,1,1,32,1,2,36,2,3,32,1,3,42,1,3,1,17,17,0,7,7,0,1,1,32.61111111
41,2,2,40,1,3,40,1,1,44,1,2,38,1,3,42,1,3,43,1,3,1,17,17,0,7,7,0,1,1,36.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,33,1,3,45,1,1,45,1,2,40,1,3,36,1,3,42,1,3,0,17,17,0,7,7,0,1,1,33.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,37,1,3,36,1,3,0,17,6,11,3,2,5,2,3,35.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,33,1,3,40,1,1,46,2,2,38,1,3,33,2,3,30,1,3,2,17,17,0,7,7,0,1,1,35
42,1,2,41,1,3,38,1,1,30,1,2,40,1,3,39,1,3,44,1,3,0,17,17,0,7,7,0,1,1,34.44444444
0,0,2,0,0,3,30,1,1,0,0,2,0,0,3,11,1,3,0,0,3,0,17,1,16,3,1,6,2,3,20
35,1,2,35,1,3,38,1,1,43,1,2,42,1,3,46,1,3,42,1,3,0,17,17,0,7,7,0,1,1,36.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,30,1,3,25,1,3,0,17,3,14,3,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,39,1,1,0,0,2,0,0,3,0,1,3,18,1,3,0,17,1,16,4,1,6,2,3,6
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
49,1,2,33,1,3,46,1,1,40,1,2,40,1,3,46,1,3,42,1,3,0,17,17,0,7,7,0,1,1,35.05555556
43,1,2,31,1,3,44,1,1,36,1,2,41,1,3,32,1,3,31,1,3,0,17,17,0,7,7,0,1,1,37.77777778
0,0,2,0,0,3,38,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,18
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,38,1,3,46,1,1,30,1,2,38,1,3,33,1,3,37,1,3,0,17,17,0,7,7,0,1,1,39
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,34,1,3,42,1,1,30,1,2,34,1,3,39,1,3,44,1,3,0,17,17,0,7,7,0,1,1,35.55555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,40,1,3,46,1,1,48,1,2,39,1,3,45,1,3,43,1,3,0,17,17,0,7,7,0,1,1,41.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
30,1,2,33,1,3,41,1,1,38,1,2,30,1,3,30,1,3,33,1,3,0,17,17,0,7,7,0,1,1,36.22222222
0,0,2,0,0,3,47,1,1,0,0,2,0,0,3,35,1,3,37,1,3,0,17,7,10,4,3,4,2,3,35.27272727
45,1,2,38,1,3,46,1,1,47,1,2,39,1,3,37,1,3,37,1,3,0,17,17,0,7,7,0,1,1,37.94444444
50,1,2,35,1,3,39,1,1,30,1,2,38,1,3,39,1,3,34,1,3,0,17,17,0,7,7,0,1,1,39.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,31,1,3,40,1,1,31,1,2,35,1,3,35,1,3,31,1,3,0,17,17,0,7,7,0,1,1,33
0,0,2,0,0,3,43,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,36,1,3,44,1,1,30,1,2,33,1,3,39,2,3,33,1,3,1,17,17,0,7,7,0,1,1,33.72222222
25,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,30
39,1,2,39,1,3,47,1,1,48,1,2,38,1,3,39,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.94444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,33,2,3,42,1,1,39,1,2,32,1,3,32,1,3,46,1,3,1,17,17,0,7,7,0,1,1,36
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
32,1,2,0,0,3,42,1,1,0,0,2,0,0,3,36,1,3,38,1,3,0,17,9,8,4,4,3,2,3,33
41,1,2,38,2,3,44,1,1,44,1,2,37,1,3,45,2,3,47,1,3,2,17,17,0,7,7,0,1,1,34.77777778
32,1,2,31,1,3,39,1,1,41,1,2,30,1,3,44,1,3,46,1,3,0,17,17,0,7,7,0,1,1,33.61111111
37,1,2,0,0,3,40,1,1,42,1,2,39,1,3,31,1,3,42,1,3,0,17,14,3,6,6,1,1,1,35.6875
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,15,2,3,0,0,1,31,1,2,30,2,3,0,0,3,0,0,3,2,17,5,12,4,2,5,2,3,17.55555556
43,1,2,35,1,3,42,1,1,44,1,2,36,1,3,35,1,3,37,1,3,0,17,17,0,7,7,0,1,1,34.66666667
32,1,2,31,1,3,44,1,1,34,1,2,38,1,3,34,1,3,30,1,3,0,17,17,0,7,7,0,1,1,33.27777778
40,1,2,40,1,3,44,1,1,46,1,2,40,1,3,44,1,3,39,1,3,0,17,17,0,7,7,0,1,1,42.22222222
45,1,2,38,1,3,48,1,1,32,1,2,38,1,3,34,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.05555556
11,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,46,1,3,0,0,3,0,17,3,14,2,1,6,2,3,49
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,35,1,3,40,1,1,30,1,2,36,1,3,34,1,3,34,1,3,0,17,17,0,7,7,0,1,1,35.77777778
34,1,2,30,1,3,32,1,1,38,1,2,36,1,3,32,1,3,43,1,3,0,17,17,0,7,7,0,1,1,32.83333333
42,1,2,38,1,3,39,1,1,30,1,2,40,1,3,43,1,3,42,1,3,0,17,17,0,7,7,0,1,1,36.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,2
45,1,2,41,1,3,43,1,1,30,1,2,34,1,3,31,1,3,39,1,3,0,17,17,0,7,7,0,1,1,37.5
41,1,2,31,1,3,30,1,1,36,2,2,30,1,3,33,1,3,31,1,3,1,17,17,0,7,7,0,1,1,35.77777778
43,1,2,31,2,3,38,1,1,36,2,2,30,1,3,35,1,3,41,1,3,2,17,17,0,7,7,0,1,1,33.61111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
37,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,30
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,31,1,3,40,1,1,31,1,2,36,1,3,36,1,3,43,1,3,0,17,17,0,7,7,0,1,1,38.55555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,35,1,3,43,1,1,43,1,2,33,1,3,34,1,3,43,1,3,0,17,17,0,7,7,0,1,1,35
40,1,2,41,1,3,46,1,1,31,1,2,40,1,3,37,1,3,33,1,3,0,17,17,0,7,7,0,1,1,39.16666667
44,1,2,41,1,3,44,1,1,41,1,2,41,1,3,31,1,3,45,1,3,0,17,17,0,7,7,0,1,1,40.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
