NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_FIS_TRES,VECES_FIS_TRES,CREDITOS_FIS_TRES,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_PROB,VECES_PROB,CREDITOS_PROB,NOTA_GEOGEO,VECES_GEOGEO,CREDITOS_GEOGEO,NOTA_PRII,VECES_PRII,CREDITOS_PRII,NOTA_GHF,VECES_GHF,CREDITOS_GHF,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,ESTADO CUATRO,PROMEDIO_CINCO
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,1,2,0,0,3,25,1,1,0,0,2,0,0,3,18,1,3,0,0,3,0,17,0,17,3,0,7,2,3,0
45,1,2,40,1,3,42,1,1,41,1,2,40,1,3,41,1,3,37,1,3,0,17,17,0,7,7,0,1,1,39.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,31,1,3,48,1,1,37,1,2,34,1,3,46,1,3,41,1,3,0,17,17,0,7,7,0,1,1,39.72222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
37,1,2,39,1,3,37,1,1,34,1,2,38,1,3,43,1,3,48,1,3,0,17,17,0,7,7,0,1,1,36.66666667
35,1,2,36,1,3,42,1,1,45,1,2,36,1,3,39,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.11111111
50,1,2,36,1,3,42,1,1,44,2,2,35,1,3,48,1,3,48,1,3,1,17,17,0,7,7,0,1,1,36.66666667
42,1,2,40,1,3,41,1,1,45,1,2,43,1,3,38,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,44,1,3,42,1,1,35,1,2,34,1,3,43,1,3,36,1,3,0,17,17,0,7,7,0,1,1,36.16666667
45,1,2,44,1,3,48,1,1,50,1,2,46,1,3,48,1,3,47,1,3,0,17,17,0,7,7,0,1,1,43.55555556
45,1,2,35,1,3,40,1,1,44,1,2,36,1,3,42,1,3,43,1,3,0,17,17,0,7,7,0,1,1,35.05555556
20,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
44,1,2,31,1,3,42,1,1,31,1,2,37,1,3,35,1,3,46,1,3,0,17,17,0,7,7,0,1,1,37.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,41,1,1,0,0,2,0,0,3,16,1,3,11,1,3,0,17,1,16,4,1,6,2,3,27
46,1,2,38,1,3,39,1,1,32,1,2,42,1,3,45,1,3,48,1,3,0,17,17,0,7,7,0,1,1,36.83333333
46,1,2,44,1,3,41,1,1,46,1,2,42,1,3,47,1,3,42,1,3,0,17,17,0,7,7,0,1,1,41.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,40,1,3,46,1,1,43,1,2,32,1,3,38,1,3,48,1,3,0,17,17,0,7,7,0,1,1,36.05555556
40,1,2,32,3,3,41,1,1,32,1,2,40,1,3,35,1,3,43,1,3,1,17,17,0,7,7,0,2,3,34.83333333
43,1,2,40,1,3,33,1,1,42,1,2,35,1,3,33,1,3,44,1,3,0,17,17,0,7,7,0,1,1,37.66666667
47,1,2,40,1,3,47,2,1,43,1,2,46,1,3,44,1,3,43,1,3,1,17,17,0,7,7,0,1,1,38
46,1,2,39,1,3,45,1,1,34,1,2,30,1,3,42,1,3,33,1,3,0,17,17,0,7,7,0,1,1,35.05555556
48,1,2,39,1,3,45,1,1,34,1,2,35,1,3,44,1,3,35,1,3,0,17,17,0,7,7,0,1,1,38
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,47,1,3,44,1,1,50,1,2,42,1,3,47,1,3,43,1,3,0,17,17,0,7,7,0,1,1,41.44444444
49,1,2,40,1,3,31,1,1,39,1,2,37,1,3,33,1,3,43,1,3,0,17,17,0,7,7,0,1,1,33.33333333
0,0,2,0,0,3,19,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
43,1,2,31,1,3,39,1,1,35,1,2,31,1,3,33,2,3,43,1,3,1,17,17,0,7,7,0,1,1,34.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,37,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,36,1,3,39,1,1,45,1,2,39,1,3,46,1,3,41,1,3,0,17,17,0,7,7,0,1,1,38.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,41,1,3,43,1,1,30,1,2,41,1,3,48,1,3,40,1,3,0,17,17,0,7,7,0,1,1,40.83333333
40,1,2,31,1,3,46,1,1,30,1,2,38,1,3,41,1,3,32,1,3,0,17,17,0,7,7,0,1,1,32.66666667
0,0,2,0,0,3,6,1,1,0,0,2,0,0,3,15,1,3,0,0,3,0,17,0,17,3,0,7,2,3,0
34,1,2,34,1,3,45,1,1,44,1,2,38,1,3,35,1,3,50,1,3,0,17,17,0,7,7,0,1,1,36.94444444
38,1,2,32,1,3,37,1,1,32,1,2,37,1,3,46,1,3,50,1,3,0,17,17,0,7,7,0,1,1,34.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,41,1,3,41,1,1,30,1,2,33,1,3,41,1,3,50,1,3,0,17,17,0,7,7,0,1,1,35.16666667
47,1,2,39,1,3,42,1,1,46,1,2,35,1,3,37,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.55555556
43,1,2,39,1,3,43,1,1,34,1,2,33,1,3,42,1,3,33,1,3,0,17,17,0,7,7,0,1,1,34.44444444
45,1,2,40,1,3,42,1,1,30,1,2,32,1,3,36,1,3,46,1,3,0,17,17,0,7,7,0,1,1,35.83333333
49,1,2,40,1,3,46,1,1,50,1,2,47,1,3,46,1,3,45,1,3,0,17,17,0,7,7,0,1,1,41.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,31,1,3,46,1,1,44,2,2,32,1,3,40,1,3,43,1,3,1,17,17,0,7,7,0,1,1,37.22222222
38,1,2,37,1,3,37,1,1,39,1,2,34,1,3,38,1,3,45,1,3,0,17,17,0,7,7,0,1,1,38.16666667
48,1,2,37,1,3,45,1,1,30,1,2,35,1,3,39,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.66666667
47,1,2,31,1,3,36,1,1,43,2,2,30,1,3,33,1,3,45,1,3,1,17,17,0,7,7,0,1,1,35.27777778
39,1,2,40,1,3,42,1,1,36,2,2,30,1,3,37,1,3,50,1,3,1,17,17,0,7,7,0,1,1,35.88888889
35,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
46,1,2,0,0,3,41,2,1,0,0,2,0,0,3,30,2,3,41,1,3,2,17,9,8,4,4,3,2,3,31.5
42,1,2,38,2,3,48,1,1,43,1,2,36,1,3,45,1,3,50,1,3,1,17,17,0,7,7,0,1,1,35
41,1,2,39,1,3,46,1,1,45,1,2,40,1,3,45,1,3,50,1,3,0,17,17,0,7,7,0,1,1,41.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,35,2,3,40,1,1,41,1,2,40,1,3,47,1,3,40,1,3,1,17,17,0,7,7,0,1,1,34.61111111
40,1,2,30,1,3,46,1,1,30,1,2,31,1,3,38,1,3,40,1,3,0,17,17,0,7,7,0,1,1,33.94444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,36,1,3,42,1,1,40,1,2,32,1,3,43,1,3,45,1,3,0,17,17,0,7,7,0,1,1,35.05555556
41,1,2,32,1,3,41,1,1,33,1,2,39,1,3,31,1,3,43,1,3,0,17,17,0,7,7,0,1,1,32.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
32,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,35,1,3,45,1,1,45,1,2,41,1,3,46,1,3,50,1,3,0,17,17,0,7,7,0,1,1,38.61111111
45,1,2,42,1,3,42,1,1,45,1,2,38,1,3,48,1,3,50,1,3,0,17,17,0,7,7,0,1,1,39.5
37,1,2,41,1,3,39,1,1,32,1,2,32,1,3,31,1,3,50,1,3,0,17,17,0,7,7,0,1,1,34.05555556
35,1,2,32,1,3,45,1,1,46,1,2,38,1,3,40,1,3,45,1,3,0,17,17,0,7,7,0,1,1,41.11111111
47,1,2,30,1,3,48,1,1,30,1,2,31,1,3,33,1,3,43,1,3,0,17,17,0,7,7,0,1,1,38.5
42,1,2,41,1,3,40,1,1,46,1,2,39,1,3,42,1,3,48,1,3,0,17,17,0,7,7,0,1,1,38
40,1,2,36,1,3,40,1,1,32,1,2,38,1,3,38,1,3,50,1,3,0,17,17,0,7,7,0,1,1,33.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,38,1,3,43,1,1,44,1,2,37,1,3,39,1,3,42,1,3,0,17,17,0,7,7,0,1,1,37.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,0,0,3,44,2,1,0,0,2,0,0,3,0,0,3,0,0,3,1,17,3,14,2,2,5,2,3,0
33,1,2,36,1,3,42,2,1,39,1,2,39,1,3,31,1,3,43,1,3,1,17,17,0,7,7,0,1,1,34.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,39,1,3,43,1,1,40,1,2,38,1,3,40,1,3,46,1,3,0,17,17,0,7,7,0,1,1,39.05555556
33,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
38,1,2,30,1,3,47,1,1,41,2,2,37,2,3,33,1,3,48,1,3,2,17,17,0,7,7,0,1,1,35.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,33,1,3,33,1,1,34,1,2,42,1,3,30,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,35,1,3,46,1,1,40,2,2,39,1,3,37,1,3,46,1,3,1,17,17,0,7,7,0,1,1,38.72222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,38,1,3,47,1,1,44,1,2,43,1,3,48,1,3,46,1,3,0,17,17,0,7,7,0,1,1,38.44444444
37,2,2,0,0,3,47,1,1,0,0,2,0,0,3,38,1,3,46,1,3,1,17,9,8,4,4,3,2,3,36.6
38,1,2,39,1,3,46,1,1,33,1,2,43,1,3,31,1,3,44,1,3,0,17,17,0,7,7,0,1,1,36.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,39,2,3,45,1,1,36,1,2,37,1,3,46,1,3,50,1,3,1,17,17,0,7,7,0,1,1,35.61111111
37,1,2,0,0,3,41,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,3,14,2,2,5,2,3,3
0,0,2,0,0,3,16,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
38,1,2,38,1,3,49,1,1,46,1,2,34,1,3,46,1,3,44,1,3,0,17,17,0,7,7,0,1,1,35.88888889
41,1,2,38,1,3,31,1,1,36,1,2,37,1,3,35,1,3,50,1,3,0,17,17,0,7,7,0,1,1,35.05555556
40,1,2,36,1,3,34,1,1,42,1,2,37,1,3,42,1,3,46,1,3,0,17,17,0,7,7,0,1,1,35.22222222
44,1,2,42,1,3,41,1,1,32,1,2,35,1,3,41,1,3,50,1,3,0,17,17,0,7,7,0,1,1,35.88888889
44,1,2,30,1,3,39,1,1,44,2,2,31,1,3,33,1,3,46,1,3,1,17,17,0,7,7,0,1,1,36.72222222
22,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
50,1,2,31,1,3,46,1,1,33,1,2,34,1,3,37,1,3,50,1,3,0,17,17,0,7,7,0,1,1,36.16666667
38,1,2,35,1,3,45,1,1,41,1,2,34,1,3,43,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,39,1,3,47,1,1,45,1,2,43,1,3,46,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.88888889
37,1,2,31,2,3,46,1,1,45,1,2,30,1,3,34,1,3,40,1,3,1,17,17,0,7,7,0,1,1,36.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,30,1,3,46,1,1,44,1,2,40,1,3,33,1,3,42,1,3,0,17,17,0,7,7,0,1,1,34.44444444
33,1,2,40,1,3,36,1,1,46,2,2,31,1,3,30,1,3,44,1,3,1,17,17,0,7,7,0,1,1,35.44444444
0,0,2,0,0,3,44,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
46,1,2,30,1,3,49,1,1,46,1,2,37,1,3,42,1,3,50,1,3,0,17,17,0,7,7,0,1,1,39.77777778
42,1,2,39,1,3,45,1,1,30,1,2,35,1,3,40,1,3,44,1,3,0,17,17,0,7,7,0,1,1,36.16666667
47,1,2,33,1,3,45,1,1,45,1,2,35,1,3,39,1,3,44,1,3,0,17,17,0,7,7,0,1,1,38.16666667
46,1,2,37,1,3,46,1,1,45,2,2,40,1,3,40,1,3,47,1,3,1,17,17,0,7,7,0,1,1,39.11111111
44,1,2,41,1,3,34,1,1,44,2,2,34,1,3,43,1,3,47,1,3,1,17,17,0,7,7,0,1,1,36
42,1,2,40,1,3,46,1,1,31,2,2,33,1,3,40,1,3,50,1,3,1,17,17,0,7,7,0,1,1,36.38888889
30,1,2,0,0,3,7,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,37,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
43,1,2,39,1,3,45,2,1,31,2,2,36,2,3,40,1,3,43,1,3,3,17,17,0,7,7,0,1,1,36.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
49,1,2,38,1,3,44,1,1,44,1,2,35,1,3,39,1,3,50,1,3,0,17,17,0,7,7,0,1,1,38.16666667
12,2,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,1,17,0,17,1,0,7,2,3,0
39,1,2,42,1,3,46,1,1,44,1,2,40,1,3,44,1,3,47,1,3,0,17,17,0,7,7,0,1,1,33.72222222
48,1,2,31,1,3,44,1,1,40,1,2,34,1,3,43,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.38888889
37,1,2,32,1,3,46,1,1,34,1,2,36,1,3,35,1,3,43,1,3,0,17,17,0,7,7,0,1,1,41.94444444
27,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,34,1,3,49,1,1,45,1,2,45,1,3,46,1,3,50,1,3,0,17,17,0,7,7,0,1,1,40.05555556
36,3,2,33,1,3,35,1,1,36,3,2,37,1,3,30,1,3,40,1,3,2,17,17,0,7,7,0,2,3,34.16666667
48,1,2,30,1,3,42,1,1,39,1,2,34,1,3,46,1,3,47,1,3,0,17,17,0,7,7,0,1,1,36.33333333
46,1,2,37,1,3,44,1,1,43,2,2,42,1,3,43,1,3,47,1,3,1,17,17,0,7,7,0,1,1,40.05555556
31,1,2,45,1,3,34,1,1,40,2,2,34,1,3,35,1,3,44,1,3,1,17,17,0,7,7,0,1,1,33.11111111
28,1,2,0,0,3,37,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,46,1,1,39,1,2,0,0,3,35,1,3,46,1,3,0,17,9,8,5,4,3,2,3,15.30769231
0,0,2,0,0,3,36,2,1,0,0,2,0,0,3,0,0,3,0,0,3,1,17,1,16,2,1,6,2,3,0
0,0,2,38,1,3,47,1,1,31,3,2,37,1,3,36,3,3,42,1,3,2,17,15,2,7,6,1,2,3,33.22222222
0,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
36,1,2,40,1,3,47,1,1,30,2,2,38,1,3,42,1,3,44,1,3,1,17,17,0,7,7,0,1,1,34.61111111
39,3,2,0,0,3,45,1,1,35,1,2,41,1,3,41,1,3,32,1,3,1,17,14,3,6,6,1,2,3,30.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
37,1,2,32,1,3,46,1,1,46,2,2,37,1,3,31,1,3,35,1,3,1,17,17,0,7,7,0,1,1,36.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,39,1,3,32,1,1,35,2,2,39,1,3,45,1,3,44,1,3,1,17,17,0,7,7,0,1,1,32.77777778
41,1,2,36,1,3,45,1,1,32,1,2,36,1,3,43,1,3,45,1,3,0,17,17,0,7,7,0,1,1,35.22222222
38,1,2,35,1,3,41,1,1,41,2,2,34,1,3,31,1,3,44,1,3,1,17,17,0,7,7,0,1,1,36.05555556
43,1,2,34,1,3,39,1,1,31,2,2,37,1,3,41,1,3,46,1,3,1,17,17,0,7,7,0,1,1,37.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,3,2,30,1,3,40,1,1,44,1,2,38,1,3,37,2,3,41,1,3,2,17,17,0,7,7,0,2,3,33.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,0,0,3,43,1,1,44,1,2,0,0,3,0,0,3,0,0,3,0,17,5,12,3,3,4,2,3,44
34,1,2,36,2,3,43,1,1,43,1,2,37,1,3,32,1,3,44,1,3,1,17,17,0,7,7,0,1,1,37.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,30,2,3,42,1,1,31,1,2,37,1,3,35,1,3,42,1,3,1,17,15,2,7,6,1,1,1,30.16666667
46,1,2,30,1,3,46,1,1,44,1,2,33,1,3,35,1,3,50,1,3,0,17,17,0,7,7,0,1,1,35.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,38,1,3,41,1,1,47,1,2,42,1,3,43,1,3,45,1,3,0,17,17,0,7,7,0,1,1,40.61111111
37,1,2,34,1,3,46,1,1,37,2,2,37,1,3,40,1,3,45,1,3,1,17,17,0,7,7,0,1,1,38.05555556
36,1,2,0,0,3,0,0,1,0,0,2,31,1,3,0,0,3,0,0,3,0,17,5,12,2,2,5,2,3,0
40,1,2,37,1,3,44,1,1,42,2,2,33,1,3,40,1,3,47,1,3,1,17,17,0,7,7,0,1,1,31.55555556
37,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
36,1,2,31,1,3,44,2,1,43,1,2,37,1,3,31,1,3,47,1,3,1,17,17,0,7,7,0,1,1,32.22222222
36,1,2,36,1,3,46,1,1,42,1,2,34,1,3,39,1,3,43,1,3,0,17,17,0,7,7,0,1,1,39.55555556
34,2,2,0,0,3,42,1,1,0,0,2,0,0,3,32,1,3,0,0,3,1,17,6,11,3,3,4,2,3,0
32,1,2,30,1,3,43,1,1,33,1,2,33,1,3,36,1,3,42,1,3,0,17,17,0,7,7,0,1,1,34.22222222
45,1,2,0,0,3,31,3,1,0,0,2,0,0,3,0,0,3,0,0,3,1,17,3,14,2,2,5,2,3,0
32,1,2,30,1,3,45,1,1,36,1,2,31,1,3,35,1,3,43,1,3,0,17,17,0,7,7,0,1,1,32.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,5,1,3,3,1,3,0,17,0,17,3,0,7,2,3,0
32,1,2,39,1,3,48,1,1,39,1,2,37,1,3,42,1,3,44,1,3,0,17,17,0,7,7,0,1,1,34.72222222
41,1,2,39,1,3,45,1,1,38,2,2,35,1,3,37,1,3,44,1,3,1,17,17,0,7,7,0,1,1,38.88888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,41,1,3,43,1,1,46,1,2,35,1,3,41,1,3,45,1,3,0,17,17,0,7,7,0,1,1,40.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,32,1,3,47,1,1,34,1,2,38,1,3,47,1,3,48,1,3,0,17,17,0,7,7,0,1,1,38.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,42,1,3,40,1,1,34,1,2,39,1,3,36,1,3,50,1,3,0,17,17,0,7,7,0,1,1,38.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,38,1,3,46,1,1,36,1,2,39,1,3,37,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
36,1,2,38,1,3,46,1,1,40,1,2,33,1,3,35,1,3,45,1,3,0,17,17,0,7,7,0,1,1,34.22222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,39,1,3,43,1,1,30,1,2,38,1,3,37,1,3,49,1,3,0,17,17,0,7,7,0,1,1,38.83333333
44,1,2,0,0,3,39,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,3,14,2,2,5,2,3,0
42,1,2,39,1,3,38,1,1,44,2,2,42,1,3,37,1,3,45,1,3,1,17,17,0,7,7,0,1,1,37.33333333
0,0,2,0,0,3,43,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
47,1,2,36,1,3,48,1,1,46,1,2,44,1,3,45,1,3,50,1,3,0,17,17,0,7,7,0,1,1,42.61111111
31,1,2,36,1,3,47,1,1,42,1,2,37,1,3,31,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.44444444
44,1,2,31,1,3,45,2,1,35,1,2,35,1,3,34,1,3,37,1,3,1,17,17,0,7,7,0,1,1,37
43,1,2,41,1,3,46,1,1,42,1,2,37,1,3,43,1,3,38,1,3,0,17,17,0,7,7,0,1,1,36.94444444
41,1,2,34,1,3,50,1,1,36,1,2,38,1,3,41,1,3,45,1,3,0,17,17,0,7,7,0,1,1,36.38888889
