NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_HSE,VECES_HSE,CREDITOS_HSE,NOTA_INGECO,VECES_INGECO,CREDITOS_INGECO,NOTA_GEO_FIS,VECES GEO_FIS,CREDITOS_GEO_FIS,NOTA_SIG,VECES_SIG,CREDITOS_SIG,NOTA_LEGIC,VECES_LEGIC,CREDITOS_LEGIC,NOTA_ECO_DOS,VECES_ECO_DOS,CREDITO_ECO_DOS,CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,ESTADO SEIS,PROMEDIO_SIETE
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,41,1,2,41,1,1,35,1,2,38,1,3,37,1,3,41,1,2,40,1,2,0,17,17,0,8,8,0,1,1,37.8125
36,1,2,38,1,2,38,1,1,33,1,2,30,2,3,31,1,3,35,1,2,31,1,2,1,17,17,0,8,8,0,1,1,36.6875
39,1,2,39,1,2,41,1,1,41,1,2,44,1,3,37,1,3,40,1,2,40,1,2,0,17,17,0,8,8,0,1,1,42.625
7,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
47,1,2,39,1,2,40,1,1,34,1,2,33,1,3,32,1,3,45,1,2,43,1,2,0,17,17,0,8,8,0,1,1,38.9375
46,1,2,38,1,2,43,1,1,33,1,2,30,1,3,36,1,3,38,1,2,43,1,2,0,17,17,0,8,8,0,1,1,39.25
45,1,2,43,1,2,35,1,1,34,1,2,30,1,3,37,1,3,41,1,2,39,1,2,0,17,17,0,8,8,0,1,1,40.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,36,1,2,0,0,3,0,0,3,0,0,2,37,1,2,0,17,4,13,3,2,6,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,44,1,2,44,1,1,32,1,2,44,2,3,38,1,3,41,1,2,41,1,2,1,17,17,0,8,8,0,1,1,43.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,41,1,2,44,1,1,33,1,2,35,1,3,36,1,3,39,1,2,37,1,2,0,17,17,0,8,8,0,1,1,37.4375
39,1,2,37,1,2,47,1,1,43,1,2,43,1,3,41,1,3,38,1,2,45,1,2,0,17,17,0,8,8,0,1,1,43.625
42,1,2,41,1,2,46,1,1,36,1,2,33,1,3,40,1,3,43,1,2,44,1,2,0,17,17,0,8,8,0,1,1,43.4375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,43,1,2,46,1,1,32,1,2,32,1,3,34,1,3,42,1,2,37,1,2,0,17,17,0,8,8,0,1,1,40.75
40,1,2,39,1,2,45,1,1,47,1,2,43,1,3,42,1,3,42,1,2,43,1,2,0,17,17,0,8,8,0,1,1,43.5625
49,1,2,38,1,2,45,1,1,37,1,2,30,1,3,39,1,3,41,1,2,38,1,2,0,17,17,0,8,8,0,1,1,39
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,39,1,2,41,1,1,33,1,2,40,1,3,38,1,3,38,1,2,38,1,2,0,17,17,0,8,8,0,1,1,42.3125
41,1,2,41,1,2,42,1,1,33,1,2,42,1,3,39,1,3,39,1,2,41,1,2,0,17,17,0,8,8,0,1,1,41.8125
46,1,2,44,1,2,43,1,1,41,1,2,42,1,3,41,1,3,37,1,2,43,1,2,0,17,17,0,8,8,0,1,1,43.6875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,47,1,2,45,1,1,30,1,2,38,1,3,37,1,3,41,1,2,40,1,2,0,17,17,0,8,8,0,1,1,38.5625
35,1,2,37,2,2,40,1,1,31,1,2,34,2,3,30,1,3,32,1,2,34,1,2,2,17,17,0,8,8,0,1,1,37.6875
44,1,2,33,1,2,45,1,1,32,1,2,30,1,3,34,1,3,41,1,2,34,1,2,0,17,17,0,8,8,0,1,1,37.625
0,0,2,26,1,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,1,0,8,2,3,0
42,1,2,41,1,2,44,1,1,30,1,2,32,1,3,39,1,3,37,1,2,43,1,2,0,17,17,0,8,8,0,1,1,41.4375
48,1,2,39,1,2,44,1,1,46,1,2,42,3,3,33,1,3,39,1,2,38,1,2,1,17,17,0,8,8,0,2,3,37.0625
47,1,2,45,1,2,46,1,1,48,1,2,42,1,3,40,1,3,36,1,2,43,1,2,0,17,17,0,8,8,0,1,1,42.875
41,1,2,34,1,2,44,1,1,33,1,2,30,2,3,30,3,3,39,1,2,33,1,2,2,17,17,0,8,8,0,2,3,34.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,41,1,2,40,1,1,38,1,2,30,1,3,36,1,3,36,1,2,36,1,2,0,17,17,0,8,8,0,1,1,37.8125
0,0,2,0,0,2,0,0,1,13,2,2,0,0,3,0,0,3,0,0,2,0,0,2,1,17,0,17,2,0,8,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
48,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
35,1,2,40,1,2,36,1,1,30,1,2,31,1,3,39,1,3,36,1,2,34,1,2,0,17,17,0,8,8,0,1,1,39.9375
48,1,2,42,1,2,38,1,1,34,1,2,35,2,3,34,1,3,38,1,2,30,1,2,1,17,17,0,8,8,0,1,1,37.0625
48,1,2,45,1,2,46,1,1,42,1,2,42,1,3,45,1,3,40,1,2,46,1,2,0,17,17,0,8,8,0,1,1,42.5625
40,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,37,1,2,41,1,1,33,1,2,35,1,3,40,1,3,43,1,2,39,1,2,0,17,17,0,8,8,0,1,1,39.375
41,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
44,1,2,30,1,2,43,1,1,40,1,2,33,1,3,34,1,3,34,1,2,34,1,2,0,17,17,0,8,8,0,1,1,36.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,41,1,2,44,1,1,33,1,2,30,1,3,37,1,3,40,1,2,38,1,2,0,17,17,0,8,8,0,1,1,39.8125
34,1,2,37,1,2,45,1,1,33,1,2,33,1,3,30,1,3,34,1,2,38,1,2,0,17,17,0,8,8,0,1,1,35.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,36,1,2,43,1,1,31,1,2,33,1,3,38,1,3,43,1,2,34,1,2,0,17,17,0,8,8,0,1,1,37.8125
33,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
49,1,2,44,1,2,46,1,1,35,1,2,33,1,3,39,1,3,39,1,2,37,1,2,0,17,17,0,8,8,0,1,1,42.125
33,1,2,47,1,2,43,1,1,30,1,2,44,1,3,39,1,3,36,1,2,36,1,2,0,17,17,0,8,8,0,1,1,37.4375
41,1,2,37,1,2,46,1,1,50,3,2,33,2,3,35,1,3,38,1,2,40,1,2,2,17,17,0,8,8,0,2,3,36.375
46,1,2,43,1,2,46,1,1,45,1,2,30,1,3,40,1,3,43,1,2,39,1,2,0,17,17,0,8,8,0,1,1,41.25
35,1,2,39,1,2,43,1,1,43,1,2,30,1,3,31,1,3,38,1,2,30,1,2,0,17,17,0,8,8,0,1,1,37.1875
41,1,2,46,1,2,47,1,1,38,1,2,36,2,3,37,1,3,40,1,2,43,1,2,1,17,17,0,8,8,0,1,1,40.8125
33,1,2,31,3,2,33,1,1,30,2,2,30,3,3,36,1,3,37,1,2,31,1,2,3,17,17,0,8,8,0,2,3,38.9375
47,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,2,39,1,2,42,1,1,37,1,2,36,1,3,36,1,3,38,1,2,38,1,2,0,17,17,0,8,8,0,1,1,41
1,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
31,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,2,36,1,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,4,13,2,2,6,2,3,0
33,1,2,27,1,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
39,1,2,37,2,2,41,1,1,31,1,2,32,1,3,30,1,3,35,1,2,43,1,2,1,17,17,0,8,8,0,1,1,34.75
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,39,1,2,48,1,1,35,1,2,43,3,3,33,1,3,36,1,2,37,1,2,1,17,17,0,8,8,0,2,3,38.375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,41,2,2,40,1,1,41,1,2,30,2,3,35,1,3,43,1,2,41,1,2,2,17,17,0,8,8,0,1,1,39.875
50,1,2,45,1,2,44,1,1,36,1,2,30,1,3,40,1,3,45,1,2,40,1,2,0,17,17,0,8,8,0,1,1,42.4375
42,1,2,40,1,2,30,1,1,36,1,2,32,4,3,39,1,3,38,1,2,31,1,2,1,17,17,0,8,8,0,2,3,34
31,1,2,49,1,2,36,1,1,35,1,2,30,2,3,34,1,3,37,1,2,46,1,2,1,17,17,0,8,8,0,1,1,35.25
45,1,2,33,1,2,43,1,1,48,2,2,34,3,3,33,1,3,40,1,2,40,1,2,2,17,17,0,8,8,0,2,3,38.375
30,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
43,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
30,1,2,31,1,2,44,1,1,32,1,2,30,2,3,37,1,3,33,1,2,42,1,2,1,17,17,0,8,8,0,1,1,37.375
37,1,2,46,1,2,41,1,1,37,1,2,39,1,3,41,1,3,43,1,2,40,1,2,0,17,17,0,8,8,0,1,1,41.75
39,1,2,50,1,2,40,1,1,34,1,2,33,1,3,32,1,3,40,1,2,38,1,2,0,17,17,0,8,8,0,1,1,39.6875
0,0,2,0,0,2,41,1,1,29,1,2,0,0,3,0,0,3,0,0,2,34,1,2,0,17,3,14,4,2,6,2,3,33.8
0,0,2,32,1,2,33,1,1,20,1,2,0,0,3,31,2,3,37,1,2,34,1,2,1,17,10,7,6,5,3,2,3,27
36,1,2,37,1,2,46,1,1,36,1,2,31,1,3,35,1,3,35,1,2,46,1,2,0,17,17,0,8,8,0,1,1,38.125
0,0,2,0,0,2,43,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,1,16,2,1,7,2,3,0
5,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,2,40,1,2,42,1,1,37,1,2,36,1,3,38,1,3,38,1,2,42,1,2,0,17,17,0,8,8,0,1,1,37.625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,37,1,2,41,1,1,39,1,2,44,1,3,40,1,3,40,1,2,31,1,2,0,17,17,0,8,8,0,1,1,42.9375
39,1,2,36,1,2,42,1,1,39,1,2,40,1,3,38,1,3,35,1,2,38,1,2,0,17,17,0,8,8,0,1,1,39.0625
43,1,2,47,1,2,42,1,1,33,1,2,31,1,3,32,1,3,34,1,2,42,1,2,0,17,17,0,8,8,0,1,1,36.6875
45,1,2,44,1,2,43,1,1,31,1,2,35,1,3,35,1,3,42,1,2,41,1,2,0,17,17,0,8,8,0,1,1,38.0625
47,1,2,41,1,2,45,1,1,34,1,2,37,1,3,34,1,3,40,1,2,34,1,2,0,17,17,0,8,8,0,1,1,39.3125
47,1,2,43,1,2,45,1,1,30,1,2,30,1,3,38,1,3,43,1,2,36,1,2,0,17,17,0,8,8,0,1,1,37.625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,48,1,2,47,1,1,36,1,2,44,1,3,39,1,3,44,1,2,44,1,2,0,17,17,0,8,8,0,1,1,43.125
44,1,2,39,1,2,43,1,1,31,1,2,32,1,3,39,1,3,36,1,2,41,1,2,0,17,17,0,8,8,0,1,1,36.5
46,1,2,46,1,2,43,1,1,34,1,2,33,2,3,33,1,3,42,1,2,38,1,2,1,17,17,0,8,8,0,1,1,41.25
48,1,2,40,1,2,44,1,1,34,1,2,30,3,3,42,1,3,40,1,2,36,1,2,1,17,17,0,8,8,0,2,3,42.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,48,1,2,45,1,1,38,1,2,43,1,3,45,1,3,44,1,2,37,1,2,0,17,17,0,8,8,0,1,1,40.5
46,1,2,37,1,2,46,1,1,35,1,2,18,1,3,31,1,3,39,1,2,36,1,2,0,17,14,3,8,7,1,1,1,38.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,39,1,2,47,1,1,36,2,2,32,1,3,38,1,3,42,1,2,39,1,2,1,17,17,0,8,8,0,1,1,39.4375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,39,1,2,42,1,1,30,1,2,39,3,3,34,1,3,39,1,2,39,1,2,1,17,17,0,8,8,0,2,3,39.1875
36,1,2,37,1,2,41,1,1,32,2,2,30,1,3,42,1,3,39,1,2,38,1,2,1,17,17,0,8,8,0,1,1,40.875
37,1,2,43,1,2,44,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,5,12,3,3,5,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,40,1,2,40,1,1,41,1,2,30,1,3,41,1,3,43,1,2,44,1,2,0,17,17,0,8,8,0,1,1,39.8125
46,1,2,33,1,2,35,1,1,35,1,2,30,1,3,40,1,3,40,1,2,38,1,2,0,17,17,0,8,8,0,1,1,36.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,41,1,2,42,1,1,35,1,2,30,1,3,37,1,3,39,1,2,38,1,2,0,17,17,0,8,8,0,1,1,40.5
35,1,2,42,1,2,46,1,1,34,1,2,30,1,3,33,2,3,40,1,2,31,1,2,1,17,17,0,8,8,0,1,1,35.8125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,2,40,1,2,39,1,1,34,1,2,33,2,3,31,1,3,39,1,2,35,1,2,1,17,17,0,8,8,0,1,1,38.5625
34,1,2,41,1,2,42,1,1,30,1,2,30,2,3,37,1,3,32,1,2,41,1,2,1,17,17,0,8,8,0,1,1,36.9375
43,1,2,43,1,2,46,1,1,35,1,2,30,1,3,39,1,3,40,1,2,36,1,2,0,17,17,0,8,8,0,1,1,41.1875
30,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,34,1,2,45,1,1,36,2,2,30,2,3,32,1,3,38,1,2,35,1,2,2,17,17,0,8,8,0,1,1,39.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,36,1,2,41,1,1,32,2,2,30,1,3,36,1,3,42,1,2,36,1,2,1,17,17,0,8,8,0,1,1,36.625
42,1,2,45,1,2,35,1,1,34,1,2,35,1,3,44,1,3,37,1,2,37,1,2,0,17,17,0,8,8,0,1,1,39.875
42,1,2,44,1,2,38,1,1,33,1,2,30,2,3,34,1,3,37,1,2,35,1,2,1,17,17,0,8,8,0,1,1,40.4375
44,1,2,40,1,2,39,1,1,33,1,2,35,1,3,38,1,3,35,1,2,33,1,2,0,17,17,0,8,8,0,1,1,41.375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,2,31,1,2,41,1,1,41,2,2,40,2,3,30,1,3,38,1,2,37,1,2,2,17,17,0,8,8,0,1,1,35.8125
0,0,2,37,1,2,50,1,1,30,1,2,0,0,3,0,0,3,0,0,2,34,1,2,0,17,7,10,4,4,4,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
2,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
48,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
32,1,2,32,1,2,40,1,1,30,2,2,30,1,3,32,1,3,37,1,2,37,1,2,1,17,17,0,8,8,0,1,1,37.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,30,1,2,46,1,1,33,1,2,31,3,3,30,2,3,43,1,2,37,1,2,2,17,17,0,8,8,0,2,3,34.3125
33,1,2,39,1,2,43,1,1,30,1,2,36,1,3,38,1,3,39,1,2,36,1,2,0,17,17,0,8,8,0,1,1,36.0625
46,1,2,40,2,2,42,1,1,35,1,2,33,2,3,31,1,3,37,1,2,31,1,2,2,17,17,0,8,8,0,1,1,36.9375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,47,1,2,44,1,1,35,1,2,32,1,3,44,1,3,42,1,2,35,1,2,0,17,17,0,8,8,0,1,1,40.875
30,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
43,1,2,34,2,2,45,2,1,31,1,2,30,1,3,30,2,3,36,1,2,39,1,2,3,17,17,0,8,8,0,1,1,34.6875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,42,1,2,43,1,1,37,2,2,30,1,3,34,1,3,40,1,2,36,1,2,1,17,17,0,8,8,0,1,1,40.375
49,1,2,31,1,2,42,1,1,33,1,2,31,1,3,33,1,3,35,1,2,39,1,2,0,17,17,0,8,8,0,1,1,40.0625
35,1,2,37,1,2,40,1,1,35,1,2,30,1,3,30,1,3,38,1,2,34,1,2,0,17,17,0,8,8,0,1,1,38.9375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,2,35,1,2,33,1,1,31,2,2,30,1,3,30,1,3,37,1,2,38,1,2,1,17,17,0,8,8,0,1,1,37.3125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,44,1,2,44,1,1,33,1,2,39,1,3,37,1,3,37,1,2,42,1,2,0,17,17,0,8,8,0,1,1,44.0625
38,1,2,36,1,2,48,1,1,33,1,2,31,2,3,38,1,3,32,1,2,37,1,2,1,17,17,0,8,8,0,1,1,36.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,46,1,2,43,1,1,40,1,2,35,1,3,39,1,3,42,1,2,43,1,2,0,17,17,0,8,8,0,1,1,42.8125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,46,1,2,44,1,1,42,1,2,38,1,3,42,1,3,45,1,2,44,1,2,0,17,17,0,8,8,0,1,1,44.375
44,1,2,40,1,2,44,1,1,34,1,2,32,1,3,35,1,3,40,1,2,34,1,2,0,17,17,0,8,8,0,1,1,37.25
44,1,2,45,1,2,44,1,1,47,1,2,44,1,3,40,1,3,44,1,2,39,1,2,0,17,17,0,8,8,0,1,1,41.4375
41,1,2,32,1,2,44,1,1,34,1,2,30,1,3,38,1,3,40,1,2,34,1,2,0,17,17,0,8,8,0,1,1,38
33,1,2,42,1,2,44,1,1,30,1,2,30,1,3,35,1,3,43,1,2,41,1,2,0,17,17,0,8,8,0,1,1,39.75
37,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,2,42,1,2,39,1,1,34,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,7,10,4,4,4,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,39,1,2,42,1,1,33,2,2,16,1,3,36,2,3,32,1,2,37,1,2,2,17,14,3,8,7,1,1,1,28.76923077
48,1,2,41,1,2,44,1,1,36,1,2,36,2,3,42,1,3,42,1,2,45,1,2,1,17,17,0,8,8,0,1,1,41.75
