NOTA_HISTORIA_COL,VECES_HISTORIA_COL,CREDITOS_HISTORIA_COL,NOTA_GI_UNO,VECES_GI_UNO,CREDITOS_GI_UNO,NOTA_CIBERNETICA_UNO,VECES_CIBERNETICA_UNO,CREDITOS_CIBERNETICA_UNO,NOTA_REDES_COM_UNO,VECES_REDES_COM_UNO,CREDITOS_REDES_COM_UNO,NOTA_CIENCIAS_COMP_DOS,VECES_CIENCIAS_COMP_DOS,CREDITOS_CIENCIAS_COMP_DOS,NOTA_INV_OP_DOS,VECES_INV_OP_DOS,CREDITOS_INV_OP_DOS,NOTA_ESTADISTICA,VECES_ESTADISTICA,CREDITOS_ESTADISTICA,CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,PROMEDIO_SIETE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,2,2,44,1,3,33,1,2,39,1,2,0,0,0,41,1,3,34,1,3,1,17,15,2,7,6,1,1,43.1875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,1,3,0,0,0,0,0,0,0,0,0,38,1,3,35,1,3,0,9,9,0,3,3,0,1,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,45,1,3,47,1,2,32,1,2,0,0,0,43,1,3,40,1,3,0,15,15,0,6,6,0,1,42
38,1,2,0,0,0,33,1,2,5,1,2,0,0,0,41,1,3,33,2,3,1,15,10,5,6,4,2,2,30.35714286
24,2,2,0,0,0,36,1,2,36,1,2,36,1,3,38,1,3,37,1,3,1,17,13,4,7,5,2,2,41.1875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,46,1,3,37,1,2,32,1,2,38,1,3,40,1,3,36,1,3,0,18,18,0,7,7,0,1,43.73684211
40,1,2,50,1,3,38,1,2,34,1,2,0,0,0,36,1,3,40,1,3,0,15,15,0,6,6,0,1,40.25
37,1,2,50,1,3,26.5,2,2,0,0,0,0,0,0,33,1,3,34,1,3,1,15,11,4,6,4,2,2,37.55555556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,2,45,1,3,42,1,2,33,1,2,42,1,3,40,1,3,37,1,3,0,18,18,0,7,7,0,1,40.53333333
34,1,2,0,0,0,41,1,2,33,1,2,37,1,3,30,1,3,35,1,3,0,15,15,0,6,6,0,1,27.84615385
33,1,2,45,1,3,42,1,2,31,1,2,43,1,3,46,1,3,37,1,3,0,18,18,0,7,7,0,1,41.2
0,0,0,0,0,0,46,1,2,29,2,2,35,1,3,46,1,3,43,1,3,1,15,11,4,6,4,2,1,38.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,50,1,3,47,1,2,32,1,2,35,1,3,46,1,3,33,1,3,0,18,18,0,7,7,0,1,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,2,49,1,3,39,1,2,34,1,2,36,1,3,44,1,3,33,1,3,0,18,18,0,7,7,0,1,38.73333333
35,1,2,0,0,0,43,1,2,37,1,2,40,1,3,40,1,3,47,1,3,0,15,15,0,6,6,0,1,38.86666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,0,0,0,37,1,2,20.66666667,3,2,42,1,3,50,1,3,38,1,3,2,19,13,6,8,5,3,2,45.16666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,50,1,3,43,1,2,44,1,2,35,1,3,45,1,3,36,1,3,0,18,18,0,7,7,0,1,44.31578947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,50,1,3,39,1,2,22.5,2,2,37,1,3,40,1,3,25,2,3,2,23,13,10,9,5,4,2,44.35294118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,2,43,1,3,0,0,0,0,0,0,37,1,3,46,1,3,42,1,3,0,14,14,0,5,5,0,1,38.33333333
38,1,2,0,0,0,46,1,2,36,1,2,34,1,3,37,1,3,37,1,3,0,15,15,0,6,6,0,1,40.125
41,1,2,50,1,3,40,1,2,36,1,2,39,1,3,45,1,3,37,1,3,0,18,18,0,7,7,0,1,44.94736842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,50,1,3,41,1,2,50,1,2,44,1,3,45,1,3,39,1,3,0,18,18,0,7,7,0,1,45.84210526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,50,1,3,35,1,2,36,1,2,21.5,2,3,40,1,3,34,1,3,1,21,15,6,8,6,2,2,45.84210526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,50,1,3,44,1,2,41,1,2,35,1,3,36,1,3,37,1,3,0,18,18,0,7,7,0,1,42.22806947
43,1,2,0,0,0,12.5,2,2,7,1,2,6,1,3,0,0,0,8.5,2,3,2,17,2,15,7,1,6,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,0,3,3,0,1,1,0,2,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,0,0,0,0,0,0,30,1,2,21,1,3,32,1,3,36,1,3,0,13,10,3,5,4,1,2,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,47,1,3,41,1,2,45,1,2,37,1,3,40,1,3,39,1,3,0,18,18,0,7,7,0,1,40.6875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,50,1,3,43,1,2,50,1,2,44,1,3,47,1,3,45,1,3,0,18,18,0,7,7,0,1,48.73684211
30,1,2,44,1,3,37,1,2,40,1,2,36,1,3,43,1,3,33,1,3,0,18,18,0,7,7,0,1,45.21052632
30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,44,1,3,40,1,2,44,1,2,40,1,3,48,1,3,35,1,3,0,18,18,0,7,7,0,1,45.73684211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,2,50,1,3,0,0,0,36,1,2,39,1,3,38,1,3,40,1,3,0,16,16,0,6,6,0,1,43.14285714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,0,0,0,47,1,2,45,1,2,40,1,3,40,1,3,49,1,3,0,15,15,0,6,6,0,1,43.0625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,0,0,0,0,0,0,32,1,2,41,1,3,0,0,0,44,1,3,0,10,10,0,4,4,0,1,40.11111111
43,1,2,0,0,0,40,1,2,20,1,2,38,1,3,44,1,3,42,1,3,0,15,13,2,6,5,1,1,36.6
30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0
30,1,2,0,0,0,35,1,2,27.5,2,2,0,0,0,44,1,3,46,1,3,1,14,10,4,6,4,2,1,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,3,0,5,5,0,2,2,0,1,32.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,3,0,5,5,0,2,2,0,1,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,45,1,3,38,1,2,44,1,2,40,1,3,41,1,3,38,1,3,0,18,18,0,7,7,0,1,44.44444444
30,1,2,0,0,0,35,1,2,38,1,2,0,0,0,30,1,3,23,3,3,2,18,9,9,7,4,3,2,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,45,1,3,33,1,2,43,1,2,39,1,3,37,1,3,36,1,3,0,18,18,0,7,7,0,1,40.89473684
36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0
44,1,2,0,0,0,39,1,2,30,1,2,38,1,3,38,1,3,35,1,3,0,15,15,0,6,6,0,1,41.14285714
33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,3,0,5,5,0,2,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,0,0,0,39,1,2,30,1,2,0,0,0,34,1,3,35,2,3,1,15,12,3,6,5,1,2,40.16666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0
43,1,2,49,1,3,40,1,2,49,1,2,34.5,2,3,40,1,3,37,1,3,1,21,18,3,8,7,1,1,39.92857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,0,0,0,0,0,0,30,1,2,0,0,0,35,1,3,40,1,3,0,10,10,0,4,4,0,1,38.44444444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,0,0,0,0,0,0,31,1,2,0,0,0,40,1,3,41,1,3,0,10,10,0,4,4,0,1,34.27272727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,2,45,1,3,40,1,2,36,1,2,34,1,3,48,1,3,49,1,3,0,18,18,0,7,7,0,1,42.46153846
30,1,2,50,1,3,38,1,2,33,1,2,39,1,3,40,1,3,32,1,3,0,18,18,0,7,7,0,1,41.10526316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,2,45,1,3,37,1,2,42,1,2,38,1,3,35,1,3,42,1,3,0,18,18,0,7,7,0,1,43.57894737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,32,1,2,0,0,0,40,1,3,24,1,3,0,8,5,3,3,2,1,2,15.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,2,45,1,3,41,1,2,28,2,2,0,0,0,40,1,3,37,1,3,1,17,13,4,7,5,2,1,33
44,1,2,45,1,3,32,1,2,41,1,2,34,2,3,36,1,3,39,1,3,1,21,18,3,8,7,1,1,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,2,0,0,0,39,1,2,0,0,0,0,0,0,46,1,3,48,1,3,0,10,10,0,4,4,0,1,36
42,1,2,50,1,3,36,1,2,35,1,2,36,1,3,41,1,3,34,1,3,0,18,18,0,7,7,0,1,40.625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,45,1,3,39,1,2,46,1,2,40,1,3,36,1,3,39,1,3,0,18,18,0,7,7,0,1,42.15789474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,0,0,0,30,1,2,35,1,2,40,1,3,40,1,3,48,1,3,0,15,15,0,6,6,0,1,40.18181818
45,1,2,45,1,3,37,1,2,41,1,2,0,0,0,42,1,3,31,1,3,0,15,15,0,6,6,0,1,42
31,1,2,45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,32,1,3,0,8,8,0,3,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,0,0,0,41,1,2,0,0,0,0,0,0,31,1,3,40,1,3,0,10,10,0,4,4,0,1,49
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0
50,1,2,50,1,3,49,1,2,35,1,2,42,1,3,49,1,3,50,1,3,0,18,18,0,7,7,0,1,45.05263158
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,3,0,3,3,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,50,1,3,46,1,2,50,1,2,45,1,3,49,1,3,50,1,3,0,18,18,0,7,7,0,1,46.52631579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,39,1,3,44,1,3,1,10,6,4,4,2,2,2,16.25
34,1,2,0,0,0,32,1,2,0,0,0,0,0,0,42,1,3,39,1,3,0,10,10,0,4,4,0,1,40.6
50,1,2,50,1,3,50,1,2,42,1,2,41,1,3,49,1,3,50,1,3,0,18,18,0,7,7,0,1,46.36842105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,50,1,3,31,1,2,40,1,2,41,1,3,40,1,3,45,1,3,0,18,18,0,7,7,0,1,35.92857143
46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,3,0,5,5,0,2,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,3,0,5,5,0,2,2,0,1,36
48,1,2,0,0,0,48,1,2,36,1,2,35,1,3,41,1,3,42,1,3,0,15,15,0,6,6,0,1,40.30769231
45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2,3,14,2,3,2,14,2,12,5,1,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,2,0,0,0,0,0,0,31,1,2,0,0,0,37,1,3,14,1,3,0,10,7,3,4,3,1,2,34
45,1,2,0,0,0,37,1,2,32,1,2,43,1,3,37,1,3,40,1,3,0,15,15,0,6,6,0,1,37.06666667
49,1,2,50,1,3,50,1,2,38,1,2,41,1,3,49,1,3,50,1,3,0,18,18,0,7,7,0,1,44.84210526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,2,0,0,0,0,0,0,39,1,2,0,0,0,30,1,3,40,1,3,1,12,10,2,5,4,1,2,31.7
34,1,2,40,1,3,0,0,0,0,0,0,0,0,0,42,1,3,34,1,3,0,11,11,0,4,4,0,1,40.2
45,1,2,47,1,3,38,1,2,0,0,0,38,1,3,50,1,3,39,1,3,0,16,16,0,6,6,0,1,29.42857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,0,0,0,38,1,2,35,1,2,39,1,3,45,1,3,50,1,3,0,15,15,0,6,6,0,1,45.57142857
38,1,2,0,0,0,35,1,2,39,1,2,41,1,3,47,1,3,43,1,3,0,15,15,0,6,6,0,1,39.90909091
45,1,2,0,0,0,42,1,2,38,1,2,44,1,3,42,1,3,40,1,3,0,15,15,0,6,6,0,1,43.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,2,0,0,0,50,1,2,43,1,2,0,0,0,49,1,3,50,1,3,0,12,12,0,5,5,0,1,47.33333333
44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,39
43,1,2,0,0,0,36,1,2,30,1,2,30,1,3,40,1,3,34,1,3,0,15,15,0,6,6,0,1,40.16666667
42,1,2,0,0,0,34,1,2,43,1,2,43,1,3,45,1,3,32,1,3,0,15,15,0,6,6,0,1,39.625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
45,1,2,50,1,3,50,1,2,48,1,2,42,1,3,48,1,3,37,1,3,0,18,18,0,7,7,0,1,46.05882353
0,0,0,0,0,0,49,1,2,0,0,0,38,1,3,50,1,3,43,1,3,0,11,11,0,4,4,0,1,43
49,1,2,50,1,3,49,1,2,35,1,2,43,1,3,49,1,3,46,1,3,0,18,18,0,7,7,0,1,45.31578947
42,1,2,0,0,0,47,1,2,42,1,2,39,1,3,48,1,3,42,1,3,0,15,15,0,6,6,0,1,43.11111111
47,1,2,0,0,0,0,0,0,40,1,2,0,0,0,47,1,3,0,0,0,0,7,7,0,3,3,0,1,42
45,1,2,0,0,0,43,1,2,0,0,0,0,0,0,35,1,3,44,1,3,0,10,10,0,4,4,0,1,42.44444444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,0,0,0,0,0,0,45,1,2,0,0,0,38,1,3,44,1,3,0,10,10,0,4,4,0,1,40.55555556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,2,45,1,3,30,1,2,43,1,2,44,1,3,39,1,3,43,1,3,0,18,18,0,7,7,0,1,42.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,45,1,3,43,1,2,49,1,2,42,1,3,41,1,3,43,1,3,0,18,18,0,7,7,0,1,43.93333333
41,1,2,0,0,0,32,1,2,44,1,2,41,1,3,40,1,3,44,1,3,0,15,15,0,6,6,0,1,43.64285714
30,1,2,0,0,0,39,1,2,0,0,0,0,0,0,35,1,3,39,1,3,0,10,10,0,4,4,0,1,46.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
