CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB
1,14,8,6,5,4,1,1,3.54167E+14,22.5,2,4,30,1,3,40,1,1,0,0,2,35,1,1,30,1,3
1,14,12,2,5,4,1,1,3.29167E+14,32.5,2,4,35,1,3,40,1,1,0,0,2,40,1,1,35,1,3
0,14,11,3,4,4,0,2,33.75,30,1,4,35,1,3,35,1,1,0,0,2,0,0,1,35,1,3
0,14,11,3,4,4,0,2,2.58333E+14,30,1,4,40,1,3,40,1,1,0,0,2,0,0,1,35,1,3
0,14,12,2,5,5,0,1,37.5,30,1,4,40,1,3,35,1,1,0,0,2,40,1,1,30,1,3
1,14,9,5,5,4,1,1,33.75,35,1,4,35,1,3,35,1,1,0,0,2,45,1,1,21.66666667,3,3
3,14,1,13,4,1,3,2,8.5,18,5,4,20.66666667,6,3,35,1,1,0,0,2,0,0,1,28.5,2,3
0,14,12,2,5,5,0,1,3.58333E+14,40,1,4,30,1,3,40,1,1,0,0,2,45,1,1,35,1,3
1,14,12,2,5,4,1,1,32.5,32.5,2,4,30,1,3,40,1,1,0,0,2,40,1,1,35,1,3
1,14,12,2,5,4,1,1,3.31944E+14,40,1,4,30,2,3,40,1,1,0,0,2,35,1,1,35,1,3
1,14,8,6,5,4,1,1,3.19444E+14,25,2,4,30,1,3,35,1,1,0,0,2,45,1,1,35,1,3
0,14,12,2,5,5,0,1,4.08333E+14,40,1,4,35,1,3,40,1,1,0,0,2,45,1,1,40,1,3
1,14,12,2,5,4,1,1,31.25,32.5,2,4,30,1,3,35,1,1,0,0,2,45,1,1,35,1,3
0,14,12,2,5,5,0,1,32.5,40,1,4,40,1,3,35,1,1,0,0,2,40,1,1,30,1,3
0,14,0,14,4,4,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,0,0,1,15,1,3
1,14,12,2,5,4,1,1,33.75,30,2,4,30,1,3,40,1,1,0,0,2,45,1,1,35,1,3
0,14,0,14,4,4,0,2,3.33333E+14,20,1,4,15,1,3,15,1,1,0,0,2,0,0,1,20,1,3
0,14,8,6,4,4,0,2,1.66667E+14,30,1,4,30,1,3,35,1,1,0,0,2,0,0,1,15,1,3
0,14,12,2,5,5,0,1,35,30,1,4,30,1,3,40,1,1,0,0,2,45,1,1,35,1,3
0,14,12,2,5,5,0,1,3.83333E+14,45,1,4,40,1,3,40,1,1,0,0,2,35,1,1,35,1,3
1,14,11,3,5,4,1,1,32.5,30,1,4,40,1,3,35,1,1,0,0,2,25,2,1,35,1,3
1,14,11,3,5,4,1,1,3.08333E+14,40,1,4,35,1,3,25,3,1,0,0,2,30,1,1,30,1,3
3,14,4,10,5,2,3,2,2.54167E+14,23.33333333,3,4,22.5,2,3,35,1,1,0,0,2,25,1,1,31.66666667,3,3
0,14,12,2,5,5,0,1,40,50,1,4,40,1,3,40,1,1,0,0,2,40,1,1,45,1,3
0,14,12,2,5,5,0,1,3.20833E+14,30,1,4,40,1,3,35,1,1,0,0,2,35,1,1,35,1,3
0,14,12,2,5,5,0,1,3.58333E+14,30,1,4,40,1,3,40,1,1,0,0,2,40,1,1,35,1,3
0,14,4,10,4,4,0,2,2.5,20,1,4,25,1,3,35,1,1,0,0,2,0,0,1,30,1,3
2,14,8,6,5,3,2,1,3.15278E+14,22.5,2,4,32.5,2,3,35,1,1,0,0,2,40,1,1,30,1,3
0,14,12,2,5,5,0,1,3.66667E+14,35,1,4,40,1,3,40,1,1,0,0,2,50,1,1,40,1,3
0,14,0,14,4,4,0,2,2.5,15,1,4,15,1,3,25,1,1,0,0,2,0,0,1,15,1,3
0,14,12,2,5,5,0,1,3.33333E+14,30,1,4,35,1,3,40,1,1,0,0,2,40,1,1,40,1,3
0,14,12,2,5,5,0,1,3.41667E+14,40,1,4,35,1,3,40,1,1,0,0,2,40,1,1,30,1,3
0,14,7,7,4,4,0,2,5,20,1,4,30,1,3,40,1,1,0,0,2,0,0,1,35,1,3
0,14,12,2,5,5,0,1,3.45833E+14,40,1,4,40,1,3,40,1,1,0,0,2,45,1,1,35,1,3
0,14,12,2,5,5,0,1,3.16667E+14,30,1,4,30,1,3,35,1,1,0,0,2,45,1,1,35,1,3
0,14,12,2,5,5,0,1,3.83333E+14,40,1,4,40,1,3,40,1,1,0,0,2,45,1,1,30,1,3
0,14,12,2,5,5,0,1,3.36111E+14,30,1,4,30,1,3,40,1,1,0,0,2,35,1,1,30,1,3
0,14,12,2,5,5,0,1,3.20833E+14,30,1,4,35,1,3,40,1,1,0,0,2,40,1,1,35,1,3
0,14,12,2,5,5,0,1,3.58333E+14,30,1,4,35,1,3,40,1,1,0,0,2,40,1,1,40,1,3
2,14,4,10,4,2,2,2,4.16667E+14,17.5,2,4,20,2,3,35,1,1,0,0,2,0,0,1,30,1,3
2,14,1,13,4,2,2,2,9.44444E+14,15,3,4,18.33333333,3,3,35,1,1,0,0,2,0,0,1,20,1,3
0,14,12,2,5,5,0,1,32.5,35,1,4,35,1,3,35,1,1,0,0,2,40,1,1,35,1,3
3,14,0,14,4,1,3,2,5,15,2,4,17.5,2,3,15,1,1,0,0,2,0,0,1,15,2,3
0,14,12,2,5,5,0,1,3.29167E+14,30,1,4,40,1,3,35,1,1,0,0,2,40,1,1,35,1,3
2,14,12,2,5,3,2,1,3.45833E+14,30,2,4,32.5,2,3,40,1,1,0,0,2,45,1,1,40,1,3
0,14,12,2,5,5,0,1,3.34722E+14,35,1,4,30,1,3,35,1,1,0,0,2,40,1,1,30,1,3
1,14,8,6,5,4,1,1,3.41667E+14,27.5,2,4,30,1,3,35,1,1,0,0,2,45,1,1,40,1,3
1,14,11,3,4,3,1,2,2.04167E+14,30,1,4,30,2,3,35,1,1,0,0,2,0,0,1,30,1,3
0,14,12,2,5,5,0,1,31.25,30,1,4,30,1,3,35,1,1,0,0,2,35,1,1,40,1,3
4,14,6,8,5,1,4,2,3.29167E+14,30,2,4,27.5,2,3,40,1,1,0,0,2,30,3,1,28.33333333,3,3
0,14,12,2,5,5,0,1,2.83333E+14,30,1,4,30,1,3,40,1,1,0,0,2,35,1,1,45,1,3
0,14,12,2,5,5,0,1,3.41667E+14,40,1,4,35,1,3,40,1,1,0,0,2,40,1,1,40,1,3
0,14,12,2,5,5,0,1,33.75,30,1,4,35,1,3,35,1,1,0,0,2,40,1,1,40,1,3
0,14,12,2,5,5,0,1,3.45833E+14,35,1,4,35,1,3,40,1,1,0,0,2,50,1,1,50,1,3
0,14,3,11,4,4,0,2,2.5,15,1,4,15,1,3,25,1,1,0,0,2,0,0,1,50,1,3
0,14,12,2,5,5,0,1,3.41667E+14,35,1,4,30,1,3,40,1,1,0,0,2,40,1,1,40,1,3
0,14,12,2,5,5,0,1,35,30,1,4,30,1,3,40,1,1,0,0,2,40,1,1,50,1,3
0,14,11,3,4,4,0,1,5.83333E+14,35,1,4,35,1,3,40,1,1,0,0,2,0,0,1,50,1,3
1,14,7,7,4,3,1,2,21.25,23.75,4,4,30,1,3,35,1,1,0,0,2,0,0,1,45,1,3
0,14,12,2,5,5,0,1,3.41667E+14,30,1,4,30,1,3,40,1,1,0,0,2,40,1,1,50,1,3
0,14,11,3,4,4,0,2,2.91667E+14,35,1,4,30,1,3,35,1,1,0,0,2,0,0,1,40,1,3
1,14,8,6,5,4,1,1,3.16667E+14,27.5,2,4,35,1,3,40,1,1,0,0,2,40,1,1,35,1,3
0,14,12,2,5,5,0,1,3.16667E+14,45,1,4,35,1,3,40,1,1,0,0,2,45,1,1,40,1,3
4,14,0,14,4,0,4,2,9.44444E+14,26.66666667,3,4,25,2,3,27.5,2,1,0,0,2,0,0,1,23.33333333,3,3
0,14,12,2,5,5,0,1,3.33333E+14,40,1,4,30,1,3,40,1,1,0,0,2,40,1,1,40,1,3
1,14,12,2,5,4,1,1,3.06667E+14,35,2,4,35,1,3,40,1,1,0,0,2,40,1,1,35,1,3
0,14,11,3,4,4,0,1,30,35,1,4,30,1,3,40,1,1,0,0,2,0,0,1,45,1,3
1,14,12,2,5,4,1,1,3.33333E+14,30,2,4,30,1,3,35,1,1,0,0,2,35,1,1,40,1,3
0,14,4,10,4,4,0,2,2.5,20,1,4,25,1,3,40,1,1,0,0,2,0,0,1,40,1,3
1,14,8,6,5,4,1,1,3.70833E+14,25,2,4,35,1,3,40,1,1,0,0,2,35,1,1,35,1,3
0,14,12,2,5,5,0,1,33.75,40,1,4,30,1,3,40,1,1,0,0,2,40,1,1,45,1,3
0,14,0,14,4,4,0,2,2.5,15,1,4,25,1,3,15,1,1,0,0,2,0,0,1,15,1,3
2,14,4,10,4,2,2,2,2.5,15,2,4,15,2,3,40,1,1,0,0,2,0,0,1,40,1,3
0,14,0,14,4,4,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,0,0,1,15,1,3
0,14,12,2,5,5,0,1,32.5,35,1,4,40,1,3,35,1,1,0,0,2,40,1,1,40,1,3
1,14,12,2,5,4,1,1,3.66667E+14,32.5,2,4,40,1,3,40,1,1,0,0,2,40,1,1,40,1,3
0,14,12,2,5,5,0,1,35,35,1,4,35,1,3,45,1,1,0,0,2,40,1,1,45,1,3
0,14,12,2,5,5,0,1,2.81944E+14,35,1,4,30,1,3,40,1,1,0,0,2,35,1,1,40,1,3
1,14,8,6,5,4,1,1,3.33333E+14,27.5,2,4,30,1,3,35,1,1,0,0,2,30,1,1,30,1,3
1,14,8,6,5,4,1,1,3.41667E+14,27.5,2,4,45,1,3,40,1,1,0,0,2,50,1,1,40,1,3
0,14,12,2,5,5,0,1,3.41667E+14,45,1,4,40,1,3,40,1,1,0,0,2,40,1,1,45,1,3
0,14,12,2,5,5,0,1,3.04167E+14,30,1,4,35,1,3,35,1,1,0,0,2,35,1,1,35,1,3
0,14,12,2,5,5,0,1,33.75,40,1,4,35,1,3,40,1,1,0,0,2,45,1,1,50,1,3
0,14,12,2,5,5,0,1,40,35,1,4,40,1,3,40,1,1,0,0,2,35,1,1,40,1,3
1,14,8,6,5,4,1,1,2.18056E+14,25,2,4,35,1,3,35,1,1,0,0,2,45,1,1,35,1,3
1,14,8,6,5,4,1,1,32.5,27.5,2,4,40,1,3,40,1,1,0,0,2,40,1,1,40,1,3
1,14,12,2,5,4,1,1,3.33333E+14,30,2,4,30,1,3,40,1,1,0,0,2,45,1,1,40,1,3
2,14,5,9,5,3,2,1,3.06667E+14,25,2,4,35,1,3,35,1,1,0,0,2,45,1,1,26.25,4,3
1,14,8,6,5,4,1,1,2.63889E+14,22.5,2,4,30,1,3,40,1,1,0,0,2,30,1,1,40,1,3
1,14,7,7,4,3,1,2,33.75,22.5,2,4,35,1,3,35,1,1,0,0,2,0,0,1,40,1,3
0,14,11,3,4,4,0,1,5.83333E+14,35,1,4,35,1,3,40,1,1,0,0,2,0,0,1,40,1,3
0,14,12,2,5,5,0,1,3.66667E+14,30,1,4,40,1,3,40,1,1,0,0,2,40,1,1,35,1,3
3,14,9,5,5,2,3,2,3.41667E+14,30,2,4,26.66666667,3,3,30,2,1,0,0,2,45,1,1,40,1,3
1,14,12,2,5,4,1,1,3.58333E+14,45,1,4,30,2,3,40,1,1,0,0,2,40,1,1,40,1,3
0,14,12,2,5,5,0,1,3.58333E+14,30,1,4,30,1,3,35,1,1,0,0,2,35,1,1,35,1,3
0,14,12,2,5,5,0,1,3.08333E+14,40,1,4,35,1,3,40,1,1,0,0,2,30,1,1,50,1,3
1,14,9,5,5,4,1,1,3.20833E+14,30,1,4,25,2,3,40,1,1,0,0,2,45,1,1,40,1,3
0,14,7,7,4,4,0,2,5,25,1,4,30,1,3,40,1,1,0,0,2,0,0,1,35,1,3
5,14,4,10,5,0,5,2,36.25,32.5,2,4,27.5,2,3,27.5,2,1,0,0,2,27.5,2,1,25,2,3
1,14,12,2,5,4,1,1,3.33333E+14,30,2,4,30,1,3,40,1,1,0,0,2,35,1,1,40,1,3
5,14,1,13,5,0,5,2,3.33333E+14,20,3,4,20,3,3,27.5,2,1,0,0,2,40,3,1,20,2,3
3,14,8,6,5,2,3,2,2.29167E+14,25,2,4,30,1,3,32.5,2,1,0,0,2,35,1,1,32.5,2,3
0,14,12,2,5,5,0,1,3.70833E+14,35,1,4,30,1,3,35,1,1,0,0,2,40,1,1,50,1,3
0,14,0,14,4,4,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,0,0,1,15,1,3
3,14,1,13,4,1,3,2,1.41667E+14,27.5,2,4,25,2,3,35,1,1,0,0,2,0,0,1,20,3,3
2,14,12,2,5,3,2,1,32.25,30,1,4,35,2,3,30,2,1,0,0,2,40,1,1,40,1,3
1,14,8,6,5,4,1,1,3.52778E+14,27.5,2,4,30,1,3,40,1,1,0,0,2,35,1,1,40,1,3
0,14,12,2,5,5,0,1,3.08333E+14,40,1,4,30,1,3,40,1,1,0,0,2,30,1,1,35,1,3
2,14,4,10,4,2,2,2,11.25,27.5,2,4,30,1,3,40,1,1,0,0,2,0,0,1,16.66666667,4,3
1,14,9,5,5,4,1,1,3.58333E+14,40,1,4,27.5,2,3,40,1,1,0,0,2,35,1,1,35,1,3
1,14,12,2,5,4,1,1,31.25,30,1,4,30,1,3,40,1,1,0,0,2,40,2,1,45,1,3
0,14,0,14,4,4,0,2,2.5,15,1,4,15,1,3,25,1,1,0,0,2,0,0,1,25,1,3
0,14,12,2,5,5,0,1,3.41667E+14,45,1,4,35,1,3,45,1,1,0,0,2,40,1,1,50,1,3
1,14,7,7,4,3,1,2,3.33333E+14,25,3,4,35,1,3,35,1,1,0,0,2,0,0,1,30,1,3
1,14,9,5,5,4,1,1,3.08333E+14,30,1,4,27.5,2,3,40,1,1,0,0,2,40,1,1,50,1,3
0,14,12,2,5,5,0,1,35,30,1,4,35,1,3,40,1,1,0,0,2,40,1,1,50,1,3
2,14,11,3,5,3,2,1,36.25,30,2,4,40,1,3,30,1,1,0,0,2,25,2,1,30,1,3
2,14,5,9,5,3,2,1,3.38889E+14,27.5,2,4,27.5,2,3,35,1,1,0,0,2,35,1,1,45,1,3
2,14,12,2,5,3,2,1,3.06944E+14,30,2,4,30,2,3,40,1,1,0,0,2,30,1,1,45,1,3
2,14,5,9,5,3,2,1,3.45833E+14,27.5,2,4,25,2,3,35,1,1,0,0,2,35,1,1,30,1,3
4,14,0,14,4,0,4,2,2.5,15,2,4,15,2,3,15,2,1,0,0,2,0,0,1,15,2,3
0,14,12,2,5,5,0,1,2.93056E+14,30,1,4,30,1,3,30,1,1,0,0,2,35,1,1,50,1,3
3,14,4,10,5,2,3,2,2.91667E+14,20,2,4,30,1,3,20,2,1,0,0,2,30,1,1,15,2,3
3,14,8,6,5,2,3,2,3.20833E+14,25,2,4,30,1,3,35,1,1,0,0,2,40,2,1,35,2,3
5,14,0,14,5,0,5,2,2.5,10,3,4,15,2,3,15,2,1,0,0,2,25,2,1,15,2,3
1,14,12,2,5,4,1,1,3.41667E+14,40,1,4,35,1,3,35,1,1,0,0,2,35,2,1,35,1,3
1,14,12,2,5,4,1,1,28.75,35,1,4,30,1,3,35,1,1,0,0,2,45,2,1,30,1,3
1,14,12,2,5,4,1,1,37.5,35,1,4,30,1,3,35,1,1,0,0,2,35,2,1,35,1,3
3,14,9,5,5,2,3,2,3.09722E+14,35,1,4,32.5,2,3,40,1,1,0,0,2,40,2,1,27.5,2,3
1,14,12,2,5,4,1,1,3.41667E+14,35,1,4,30,1,3,35,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,35,30,1,4,30,1,3,35,1,1,0,0,2,40,2,1,35,1,3
1,14,12,2,5,4,1,1,32.5,35,1,4,30,1,3,40,1,1,0,0,2,40,2,1,30,1,3
1,14,12,2,5,4,1,1,3.41667E+14,35,1,4,40,1,3,35,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,4.33333E+14,45,1,4,45,1,3,40,1,1,0,0,2,40,2,1,45,1,3
3,14,4,10,5,2,3,2,2.5,20,2,4,30,1,3,17.5,2,1,0,0,2,35,1,1,20,2,3
3,14,8,6,5,2,3,2,2.97083E+14,25,3,4,30,1,3,35,1,1,0,0,2,35,2,1,30,2,3
0,14,14,0,6,6,0,1,2.21111E+14,30,1,4,30,1,3,30,1,1,40,1,2,35,1,1,35,1,3
0,14,1,13,5,5,0,2,5,20,1,4,25,1,3,20,1,1,0,0,2,35,1,1,20,1,3
0,14,12,2,5,5,0,1,2.16667E+14,30,1,4,30,1,3,35,1,1,0,0,2,35,1,1,30,1,3
1,14,12,2,5,4,1,1,35,45,1,4,35,1,3,35,1,1,0,0,2,35,2,1,30,1,3
3,14,8,6,5,2,3,2,2.22738E+14,25,2,4,35,1,3,40,1,1,0,0,2,40,2,1,35,2,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
3,14,8,6,5,2,3,2,3.05556E+14,25,3,4,30,1,3,35,1,1,0,0,2,35,2,1,35,2,3
2,14,8,6,5,3,2,1,2.41667E+14,25,2,4,30,1,3,35,1,1,0,0,2,35,1,1,37.5,2,3
1,14,12,2,5,4,1,1,3.41667E+14,40,1,4,30,1,3,40,1,1,0,0,2,40,2,1,35,1,3
0,14,12,2,5,5,0,1,3.16667E+14,45,1,4,40,1,3,35,1,1,0,0,2,30,1,1,35,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,20,1,1,20,1,3
1,14,8,6,5,4,1,1,2.67361E+14,22.5,2,4,30,1,3,30,1,1,0,0,2,35,1,1,35,1,3
2,14,12,2,5,3,2,1,2.98611E+14,30,1,4,30,1,3,30,1,1,0,0,2,35,2,1,30,2,3
3,14,2,12,5,2,3,2,2.88333E+14,21.66666667,3,4,22.5,2,3,30,1,1,0,0,2,30,1,1,27.5,2,3
1,14,12,2,5,4,1,1,3.66667E+14,35,1,4,35,1,3,35,1,1,0,0,2,40,2,1,50,1,3
3,14,5,9,5,2,3,2,2.81667E+14,22.625,8,4,27.5,2,3,30,1,1,0,0,2,35,2,1,35,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
3,14,8,6,5,2,3,2,2.38889E+14,27.5,2,4,30,2,3,30,1,1,0,0,2,35,1,1,32.5,2,3
3,14,8,6,5,2,3,2,2.08333E+14,26.66666667,3,4,30,2,3,30,1,1,0,0,2,35,1,1,30,2,3
1,14,12,2,5,4,1,1,4.08333E+14,40,1,4,30,1,3,35,1,1,0,0,2,40,2,1,50,1,3
3,14,5,9,5,2,3,2,3.33333E+14,22.5,2,4,30,1,3,30,1,1,0,0,2,35,2,1,27.5,2,3
1,14,12,2,5,4,1,1,35,30,1,4,30,1,3,35,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,3.29167E+14,35,1,4,35,1,3,35,1,1,0,0,2,35,2,1,35,1,3
3,14,7,7,5,2,3,2,3.21167E+14,25,3,4,35,1,3,21.66666667,3,1,0,0,2,35,1,1,30,2,3
2,14,12,2,5,3,2,1,3.31944E+14,35,1,4,35,1,3,40,1,1,0,0,2,40,2,1,30,2,3
1,14,12,2,5,4,1,1,36.25,35,1,4,30,1,3,35,1,1,0,0,2,40,2,1,30,1,3
1,14,9,5,5,4,1,1,28.75,30,1,4,30,1,3,35,1,1,0,0,2,35,1,1,27.5,2,3
1,14,12,2,5,4,1,1,3.66667E+14,35,1,4,40,1,3,40,1,1,0,0,2,40,2,1,35,1,3
3,14,5,9,5,2,3,2,2.63889E+14,25,3,4,27.5,2,3,35,1,1,0,0,2,35,1,1,32.5,2,3
1,14,12,2,5,4,1,1,4.16667E+14,40,1,4,35,1,3,40,1,1,0,0,2,40,2,1,30,1,3
1,14,12,2,5,4,1,1,3.33333E+14,30,1,4,30,1,3,35,1,1,0,0,2,40,2,1,40,1,3
1,14,12,2,5,4,1,1,3.20833E+14,30,1,4,30,1,3,35,1,1,0,0,2,35,2,1,40,1,3
1,14,12,2,5,4,1,1,3.16667E+14,30,1,4,30,1,3,35,1,1,0,0,2,35,2,1,40,1,3
0,14,12,2,5,5,0,1,38.75,40,1,4,30,1,3,40,1,1,0,0,2,35,1,1,40,1,3
1,14,8,6,5,4,1,2,2.77778E+14,23.33333333,3,4,30,1,3,30,1,1,0,0,2,30,1,1,35,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
3,14,5,9,5,2,3,2,3.11111E+14,25,3,4,25,2,3,30,1,1,0,0,2,35,2,1,35,1,3
3,14,8,6,5,2,3,2,3.16667E+14,28.33333333,3,4,30,1,3,30,1,1,0,0,2,35,2,1,32.5,2,3
1,14,12,2,5,4,1,1,40,30,1,4,35,1,3,40,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,32.5,30,1,4,30,1,3,35,1,1,0,0,2,35,2,1,35,1,3
4,14,10,4,5,1,4,2,1.33333E+14,40,1,4,32.5,2,3,15,2,1,0,0,2,27.5,2,1,35,2,3
1,14,12,2,5,4,1,1,3.38889E+14,30,1,4,35,1,3,40,1,1,0,0,2,35,2,1,40,1,3
1,14,12,2,5,4,1,1,35,35,1,4,30,1,3,40,1,1,0,0,2,35,2,1,35,1,3
0,14,12,2,5,5,0,1,3.19444E+14,30,1,4,30,1,3,40,1,1,0,0,2,35,1,1,35,1,3
1,14,12,2,5,4,1,1,3.45833E+14,30,1,4,35,1,3,35,1,1,0,0,2,40,2,1,35,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
1,14,12,2,5,4,1,1,37.5,35,1,4,45,1,3,35,1,1,0,0,2,45,2,1,40,1,3
1,14,11,3,5,4,1,1,32.5,40,1,4,35,1,3,15,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,1.08333E+14,30,3,4,30,1,3,35,1,1,0,0,2,40,1,1,40,1,3
1,14,12,2,5,4,1,1,3.11111E+14,30,1,4,35,1,3,35,1,1,0,0,2,35,2,1,35,1,3
1,14,12,2,5,4,1,1,32.5,35,1,4,35,1,3,35,1,1,0,0,2,30,2,1,40,1,3
2,14,8,6,5,3,2,1,3.26389E+14,25,2,4,30,1,3,35,1,1,0,0,2,35,2,1,35,1,3
4,14,11,3,5,1,4,2,3.33333E+14,30,2,4,30,2,3,27.5,2,1,0,0,2,40,2,1,35,1,3
1,14,12,2,5,4,1,1,3.58333E+14,30,1,4,35,1,3,35,1,1,0,0,2,40,2,1,35,1,3
1,14,12,2,5,4,1,1,3.58333E+14,30,1,4,30,1,3,45,1,1,0,0,2,45,2,1,35,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
1,14,12,2,5,4,1,1,3.66667E+14,30,1,4,40,1,3,35,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,35,30,1,4,40,1,3,35,1,1,0,0,2,40,2,1,40,1,3
1,14,12,2,5,4,1,1,3.83333E+14,30,1,4,35,1,3,40,1,1,0,0,2,45,2,1,45,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
3,14,0,14,5,2,3,2,2.5,15,3,4,15,3,3,15,2,1,0,0,2,15,1,1,15,1,3
3,14,5,9,5,2,3,2,2.41667E+14,22.5,2,4,27.5,2,3,30,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,3.83333E+14,30,1,4,30,1,3,40,1,1,0,0,2,40,2,1,45,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
3,14,8,6,5,2,3,2,3.58333E+14,27.5,2,4,35,2,3,40,1,1,0,0,2,40,2,1,30,1,3
1,14,12,2,5,4,1,1,4.04167E+14,40,1,4,30,1,3,35,1,1,0,0,2,40,2,1,35,1,3
3,14,12,2,5,2,3,2,3.16667E+14,32.5,2,4,35,2,3,35,1,1,0,0,2,35,2,1,40,1,3
0,14,12,2,5,5,0,1,3.18056E+14,30,1,4,30,1,3,35,1,1,0,0,2,35,1,1,50,1,3
1,14,12,2,5,4,1,1,3.41667E+14,30,1,4,35,1,3,40,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,3.83333E+14,35,1,4,40,1,3,40,1,1,0,0,2,45,2,1,45,1,3
1,14,12,2,5,4,1,1,36.25,30,1,4,30,1,3,40,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,2.88889E+14,30,1,4,40,1,3,35,1,1,0,0,2,30,2,1,35,1,3
1,14,12,2,5,4,1,1,40,40,1,4,50,1,3,35,1,1,0,0,2,45,2,1,35,1,3
1,14,8,6,5,4,1,1,3.29861E+14,22.5,2,4,35,1,3,40,1,1,0,0,2,30,1,1,40,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
2,14,8,6,5,3,2,1,3.18056E+14,22.5,2,4,30,1,3,35,1,1,0,0,2,45,3,1,30,1,3
1,14,8,6,5,4,1,2,10,15,2,4,30,1,3,35,1,1,0,0,2,30,1,1,30,1,3
2,14,7,7,5,3,2,2,6.38889E+14,16.66666667,3,4,32.5,2,3,35,1,1,0,0,2,25,1,1,30,1,3
3,14,5,9,5,2,3,2,3.38056E+14,25,2,4,27.5,2,3,35,1,1,0,0,2,45,2,1,30,1,3
0,14,5,9,5,5,0,2,2.5,15,1,4,15,1,3,35,1,1,0,0,2,30,1,1,45,1,3
2,14,8,6,5,3,2,1,3.55556E+14,22.5,2,4,30,1,3,35,1,1,0,0,2,35,2,1,40,1,3
2,14,8,6,5,3,2,1,3.20833E+14,25,2,4,40,1,3,35,1,1,0,0,2,35,3,1,35,1,3
3,14,5,9,5,2,3,2,3.06944E+14,27.5,2,4,27.5,2,3,35,1,1,0,0,2,40,2,1,45,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,20,1,3
3,14,5,9,5,2,3,2,3.09722E+14,25,2,4,32.5,2,3,30,1,1,0,0,2,30,1,1,27.5,2,3
5,14,1,13,5,0,5,2,30125,25,3,4,27.5,2,3,25,3,1,0,0,2,40,2,1,27.5,2,3
1,14,12,2,5,4,1,1,37.5,30,1,4,30,1,3,35,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,3.45833E+14,40,1,4,35,1,3,35,1,1,0,0,2,40,2,1,30,1,3
1,14,12,2,5,4,1,1,36.25,30,1,4,30,1,3,35,1,1,0,0,2,40,2,1,30,1,3
1,14,12,2,5,4,1,1,3.83333E+14,30,1,4,30,1,3,40,1,1,0,0,2,40,2,1,35,1,3
2,14,8,6,5,3,2,1,28.75,25,2,4,30,1,3,35,1,1,0,0,2,35,2,1,30,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
3,14,5,9,5,2,3,2,4.36111E+14,13.5,6,4,30,2,3,35,1,1,0,0,2,30,1,1,27.5,2,3
2,14,12,2,5,3,2,1,3.58333E+14,30,1,4,32.5,2,3,35,1,1,0,0,2,35,2,1,30,1,3
