CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB
0,14,5,9,6,6,0,2,0,30,1,4,15,1,3,16,1,1,18,1,2,50,1,1,17,1,3
0,14,10,4,5,5,0,1,2.13529E+14,50,1,4,47,1,3,0,0,1,50,1,2,50,1,1,8,1,3
1,14,14,0,6,5,1,1,2.82353E+14,36,1,4,33,1,3,30.5,2,1,40,1,2,31,1,1,43,1,3
1,14,10,4,6,5,1,1,3.17647E+14,20.5,2,4,39,1,3,34,1,1,45,1,2,36,1,1,36,1,3
1,14,12,2,6,5,1,1,3.10588E+14,31,1,4,34,1,3,33,1,1,17.33333333,3,2,36,1,1,43,1,3
0,14,7,7,5,5,0,2,0,25,1,4,30,1,3,38,1,1,41,1,2,42,1,1,0,0,3
1,14,11,3,6,5,1,1,15,36,1,4,23,2,3,38,1,1,40,1,2,35,1,1,46,1,3
2,14,11,3,6,4,2,1,2.07353E+14,35,1,4,35,1,3,32,1,1,25,2,2,21.5,2,1,41,1,3
0,14,14,0,6,6,0,1,2.70882E+14,30,1,4,39,1,3,49,1,1,43,1,2,41,1,1,33,1,3
1,14,11,3,6,5,1,1,1.10588E+14,30,1,4,20,2,3,34,1,1,39,1,2,38,1,1,46,1,3
1,14,14,0,6,5,1,1,24,35,1,4,31,1,3,32,2,1,42,1,2,31,1,1,30,1,3
1,14,14,0,6,5,1,1,3.32353E+14,33,2,4,37,1,3,41,1,1,43,1,2,40,1,1,31,1,3
0,14,14,0,6,6,0,1,3.42059E+14,33,1,4,41,1,3,43,1,1,44,1,2,41,1,1,32,1,3
0,14,14,0,6,6,0,1,3.18824E+14,37,1,4,41,1,3,44,1,1,43,1,2,41,1,1,31,1,3
0,14,2,12,6,6,0,2,0.705882353,7,1,4,12,1,3,33,1,1,26,1,2,35,1,1,12,1,3
2,14,8,6,5,3,2,2,1.28824E+14,42,1,4,0,0,3,33,1,1,4,2,2,5,2,1,35,1,3
0,14,2,12,6,6,0,2,0,10,1,4,8,1,3,34,1,1,11,1,2,41,1,1,11,1,3
0,14,11,3,6,6,0,2,1.15294E+14,30,1,4,40,1,3,33,1,1,45,1,2,36,1,1,4,1,3
0,14,0,14,1,1,0,2,0,0,1,4,0,1,3,3,1,1,0,1,2,0,1,1,0,1,3
1,14,14,0,6,5,1,1,3.35294E+14,30.5,2,4,37,1,3,37,1,1,43,1,2,40,1,1,38,1,3
1,14,11,3,6,5,1,1,3.27059E+14,42,1,4,26,2,3,33,1,1,41,1,2,42,1,1,38,1,3
0,14,10,4,4,4,0,2,0,40,1,4,0,0,3,0,0,1,41,1,2,50,1,1,33,1,3
0,14,1,13,3,3,0,2,0,0,1,4,0,1,3,3,1,1,0,1,2,50,1,1,3,1,3
0,14,10,4,6,6,0,2,9.35294E+14,1,1,4,33,1,3,37,1,1,40,1,2,33,1,1,35,1,3
1,14,14,0,6,5,1,1,3.59412E+14,29.5,2,4,33,1,3,41,1,1,41,1,2,38,1,1,39,1,3
0,14,11,3,6,6,0,1,5.47059E+14,40,1,4,25,1,3,35,1,1,42,1,2,40,1,1,36,1,3
2,14,9,5,6,4,2,2,0.794117647,34,1,4,10,3,3,43,1,1,7.333333333,3,2,42,1,1,33,1,3
0,14,14,0,6,6,0,1,3.07059E+14,38,1,4,38,1,3,40,1,1,35,1,2,42,1,1,38,1,3
2,14,14,0,6,4,2,1,5.11765E+14,31.5,2,4,39,1,3,41,1,1,40,1,2,38,1,1,33.5,2,3
0,14,14,0,6,6,0,1,0,33,1,4,31,1,3,34,1,1,30,1,2,41,1,1,36,1,3
1,14,14,0,6,5,1,1,3.67353E+14,35,2,4,39,1,3,41,1,1,41,1,2,32,1,1,48,1,3
1,14,11,3,6,5,1,1,1.71471E+14,41,1,4,35,1,3,43,1,1,35,1,2,43,1,1,14,2,3
1,14,10,4,6,5,1,1,1.63529E+14,27.5,2,4,36,1,3,36,1,1,41,1,2,44,1,1,36,1,3
0,14,14,0,6,6,0,1,3.35588E+14,40,1,4,38,1,3,40,1,1,41,1,2,50,1,1,33,1,3
1,14,10,4,6,5,1,1,3.63529E+14,28,2,4,39,1,3,50,1,1,44,1,2,42,1,1,39,1,3
0,14,7,7,6,6,0,2,0,37,1,4,10,1,3,37,1,1,48,1,2,20,1,1,12,1,3
0,14,1,13,6,6,0,2,0,23,1,4,9,1,3,13,1,1,18,1,2,50,1,1,5,1,3
0,14,2,12,6,6,0,2,0,14,1,4,16,1,3,42,1,1,15,1,2,38,1,1,19,1,3
0,14,14,0,6,6,0,1,3.16471E+14,33,1,4,38,1,3,38,1,1,41,1,2,40,1,1,43,1,3
0,14,14,0,6,6,0,1,1.95882E+14,38,1,4,42,1,3,39,1,1,40,1,2,38,1,1,40,1,3
0,14,14,0,6,6,0,1,3.71176E+14,34,1,4,38,1,3,43,1,1,42,1,2,40,1,1,41,1,3
0,14,14,0,6,6,0,1,3.34706E+14,30,1,4,38,1,3,38,1,1,42,1,2,36,1,1,40,1,3
0,14,14,0,6,6,0,1,3.30294E+14,39,1,4,38,1,3,31,1,1,41,1,2,32,1,1,35,1,3
0,14,14,0,6,6,0,1,3.62353E+14,46,1,4,41,1,3,36,1,1,42,1,2,50,1,1,40,1,3
1,14,10,4,6,5,1,1,3.35294E+14,25.66666667,3,4,38,1,3,43,1,1,42,1,2,44,1,1,46,1,3
1,14,14,0,6,5,1,1,3.62353E+14,31,1,4,35,1,3,31.5,2,1,30,1,2,41,1,1,44,1,3
0,14,14,0,6,6,0,1,3.74118E+14,32,1,4,41,1,3,40,1,1,37,1,2,42,1,1,50,1,3
0,14,14,0,6,6,0,1,4.07059E+14,40,1,4,39,1,3,37,1,1,36,1,2,40,1,1,45,1,3
1,14,10,4,6,5,1,1,3.26471E+14,23,2,4,30,1,3,36,1,1,33,1,2,41,1,1,43,1,3
0,14,14,0,6,6,0,1,6.82353E+14,31,1,4,30,1,3,37,1,1,38,1,2,45,1,1,48,1,3
0,14,14,0,6,6,0,1,3.59706E+14,32,1,4,38,1,3,39,1,1,30,1,2,36,1,1,38,1,3
0,14,14,0,6,6,0,1,3.81176E+14,44,1,4,35,1,3,37,1,1,36,1,2,42,1,1,39,1,3
1,14,14,0,6,5,1,1,2.54412E+14,30.5,2,4,32,1,3,37,1,1,37,1,2,41,1,1,43,1,3
1,14,10,4,6,5,1,2,6.58824E+14,11.66666667,3,4,35,1,3,38,1,1,35,1,2,42,1,1,37,1,3
2,14,10,4,6,4,2,1,3.03529E+14,30,1,4,25.66666667,3,3,24,2,1,36,1,2,44,1,1,37,1,3
0,14,14,0,6,6,0,1,3.54118E+14,30,1,4,32,1,3,44,1,1,34,1,2,41,1,1,46,1,3
1,14,14,0,6,5,1,1,3.67647E+14,40,1,4,37,1,3,42,1,1,32,1,2,42,1,1,34.5,2,3
0,14,14,0,6,6,0,1,3.65294E+14,33,1,4,35,1,3,44,1,1,41,1,2,43,1,1,31,1,3
0,14,14,0,6,6,0,1,3.08824E+14,30,1,4,34,1,3,43,1,1,36,1,2,41,1,1,32,1,3
0,14,0,14,2,2,0,2,0,3,1,4,1,1,3,0,1,1,0,1,2,0,1,1,0,1,3
0,14,14,0,6,6,0,1,3.61765E+14,31,1,4,38,1,3,39,1,1,42,1,2,40,1,1,38,1,3
1,14,10,4,6,5,1,1,3.16471E+14,25.5,2,4,30,1,3,39,1,1,31,1,2,40,1,1,42,1,3
1,14,10,4,6,5,1,1,3.25882E+14,27,3,4,34,1,3,38,1,1,37,1,2,42,1,1,36,1,3
0,14,14,0,6,6,0,1,3.12941E+14,31,1,4,38,1,3,44,1,1,36,1,2,39,1,1,39,1,3
0,14,10,4,6,6,0,2,0,16,1,4,31,1,3,39,1,1,35,1,2,38,1,1,40,1,3
1,14,10,4,6,5,1,2,6.76471E+14,18,2,4,30,1,3,33,1,1,36,1,2,41,1,1,34,1,3
3,14,10,4,6,3,3,2,1.25294E+14,24,2,4,32,1,3,33,2,1,32,1,2,40,1,1,34.5,2,3
2,14,7,7,6,4,2,2,4.47059E+14,17.5,2,4,24.5,2,3,38,1,1,42,1,2,36,1,1,31,1,3
0,14,14,0,6,6,0,1,3.66471E+14,31,1,4,31,1,3,41,1,1,42,1,2,38,1,1,39,1,3
2,14,7,7,6,4,2,2,3,17,2,4,33,1,3,31,1,1,39,1,2,37,1,1,16.5,2,3
0,14,14,0,6,6,0,1,3.31765E+14,35,1,4,34,1,3,34,1,1,32,1,2,40,1,1,31,1,3
0,14,14,0,6,6,0,1,3.49412E+14,31,1,4,37,1,3,45,1,1,41,1,2,41,1,1,42,1,3
1,14,10,4,6,5,1,1,3.46765E+14,26,2,4,36,1,3,37,1,1,38,1,2,42,1,1,40,1,3
0,14,0,14,6,6,0,2,0,17,1,4,14,1,3,22,1,1,28,1,2,9,1,1,12,1,3
0,14,14,0,6,6,0,1,1.98824E+14,35,1,4,31,1,3,35,1,1,36,1,2,43,1,1,32,1,3
0,14,14,0,6,6,0,1,3.63529E+14,31,1,4,41,1,3,37,1,1,37,1,2,42,1,1,40,1,3
4,14,3,11,6,2,4,2,0.088235294,3.333333333,3,4,4.666666667,3,3,36,1,1,40,1,2,6.666666667,3,1,3.333333333,3,3
1,14,10,4,6,5,1,1,3.02647E+14,23,2,4,30,1,3,32,1,1,35,1,2,40,1,1,48,1,3
1,14,10,4,6,5,1,1,3.27353E+14,26,3,4,30,1,3,41,1,1,42,1,2,38,1,1,34,1,3
1,14,10,4,6,5,1,2,1.47647E+14,20.5,2,4,30,1,3,30,1,1,34,1,2,39,1,1,31,1,3
0,14,14,0,6,6,0,1,1.04706E+14,31,1,4,31,1,3,31,1,1,37,1,2,40,1,1,34,1,3
5,14,3,11,6,1,5,2,1.58824E+14,13.5,2,4,14,2,3,32,1,1,33.5,2,2,9,2,1,11.5,2,3
0,14,3,11,6,6,0,2,0,12,1,4,4,1,3,4,1,1,11,1,2,19,1,1,50,1,3
1,14,11,3,6,5,1,1,2.31765E+14,33,1,4,25.33333333,3,3,34,1,1,38,1,2,43,1,1,34,1,3
0,14,14,0,6,6,0,1,3.81176E+14,36,1,4,33,1,3,38,1,1,39,1,2,41,1,1,41,1,3
1,14,14,0,6,5,1,1,3.65882E+14,32,2,4,39,1,3,42,1,1,43,1,2,43,1,1,39,1,3
1,14,10,4,6,5,1,2,1.23529E+14,15.5,2,4,33,1,3,35,1,1,34,1,2,41,1,1,30,1,3
2,14,7,7,6,4,2,1,2.87353E+14,24.66666667,3,4,29,2,3,41,1,1,41,1,2,44,1,1,39,1,3
1,14,11,3,6,5,1,1,2.27353E+14,31,1,4,25,3,3,33,1,1,38,1,2,39,1,1,37,1,3
3,14,10,4,6,3,3,2,2.34706E+14,21.5,2,4,33,2,3,37,1,1,40,1,2,39,1,1,30.5,2,3
2,14,7,7,6,4,2,2,2.56471E+14,23.5,2,4,28.5,2,3,46,1,1,41,1,2,37,1,1,33,1,3
2,14,14,0,6,4,2,1,3.31765E+14,34,2,4,32.5,2,3,34,1,1,33,1,2,40,1,1,40,1,3
1,14,11,3,6,5,1,1,3.22353E+14,32,1,4,24.33333333,3,3,36,1,1,50,1,2,41,1,1,49,1,3
0,14,14,0,6,6,0,1,3.64706E+14,33,1,4,35,1,3,40,1,1,36,1,2,39,1,1,34,1,3
0,14,14,0,6,6,0,1,3.31176E+14,30,1,4,31,1,3,34,1,1,35,1,2,40,1,1,34,1,3
0,14,0,14,2,2,0,2,0,10,1,4,0,1,3,0,0,1,0,0,2,2,1,1,0,0,3
1,14,11,3,6,5,1,2,2.29412E+14,31,1,4,30,1,3,33,1,1,39,1,2,43,1,1,14.5,2,3
0,14,10,4,6,6,0,2,0,14,1,4,30,1,3,32,1,1,34,1,2,41,1,1,40,1,3
1,14,10,4,6,5,1,1,2.19412E+14,27,3,4,35,1,3,44,1,1,42,1,2,38,1,1,44,1,3
0,14,0,14,1,1,0,2,0,10,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3
0,14,5,9,6,6,0,2,0,23,1,4,3,1,3,30,1,1,19,1,2,30,1,1,30,1,3
3,14,7,7,6,3,3,2,3.70588E+14,27.5,2,4,30,1,3,40,1,1,22,3,2,18.5,2,1,35,1,3
0,14,14,0,6,6,0,1,4.07059E+14,39,1,4,33,1,3,44,1,1,42,1,2,44,1,1,37,1,3
1,14,10,4,6,5,1,1,3.51176E+14,27,2,4,33,1,3,39,1,1,41,1,2,39,1,1,41,1,3
1,14,11,3,6,5,1,1,2.78529E+14,31,1,4,25.66666667,3,3,42,1,1,42,1,2,34,1,1,36,1,3
0,14,14,0,6,6,0,1,3.57059E+14,31,1,4,41,1,3,35,1,1,40,1,2,39,1,1,40,1,3
1,14,14,0,6,5,1,1,3.65588E+14,33.5,2,4,35,1,3,39,1,1,44,1,2,44,1,1,39,1,3
0,14,14,0,6,6,0,1,3.21765E+14,31,1,4,32,1,3,37,1,1,40,1,2,39,1,1,50,1,3
2,14,7,7,6,4,2,2,1.71765E+14,23,2,4,29,2,3,36,1,1,40,1,2,36,1,1,33,1,3
0,14,14,0,6,6,0,1,3.37059E+14,31,1,4,30,1,3,42,1,1,31,1,2,40,1,1,31,1,3
2,14,12,2,6,4,2,1,3.32647E+14,42,1,4,38,1,3,39,1,1,28,2,2,40,1,1,31.5,2,3
0,14,7,7,6,6,0,2,0,12,1,4,27,1,3,42,1,1,39,1,2,40,1,1,40,1,3
2,14,7,7,6,4,2,1,3.22941E+14,24.33333333,3,4,28,2,3,44,1,1,40,1,2,38,1,1,47,1,3
0,14,14,0,6,6,0,1,3.84118E+14,37,1,4,37,1,3,40,1,1,40,1,2,43,1,1,43,1,3
0,14,10,4,6,6,0,2,0,20,1,4,31,1,3,36,1,1,33,1,2,41,1,1,39,1,3
1,14,10,4,6,5,1,1,2.49706E+14,24.5,2,4,30,1,3,46,1,1,43,1,2,39,1,1,39,1,3
1,14,10,4,6,5,1,1,3.33824E+14,28,2,4,30,1,3,35,1,1,40,1,2,41,1,1,32,1,3
0,14,14,0,6,6,0,1,2.75294E+14,34,1,4,36,1,3,43,1,1,36,1,2,42,1,1,39,1,3
0,14,14,0,6,6,0,1,4.08824E+14,36,1,4,36,1,3,40,1,1,39,1,2,45,1,1,41,1,3
0,14,14,0,6,6,0,1,3.59412E+14,31,1,4,36,1,3,39,1,1,41,1,2,40,1,1,36,1,3
4,14,2,12,6,2,4,2,1.29412E+14,9,2,4,10.5,2,3,31,1,1,14.5,2,2,35,1,1,17.5,2,3
1,14,14,0,6,5,1,1,3.45294E+14,31,1,4,32,1,3,30,2,1,35,1,2,34,1,1,34,1,3
5,14,3,11,5,0,5,2,1.76471E+14,16,2,4,10.5,2,3,5,2,1,5.5,2,2,0,2,1,43,1,3
0,14,14,0,6,6,0,1,3.48824E+14,37,1,4,32,1,3,40,1,1,44,1,2,45,1,1,48,1,3
1,14,10,4,6,5,1,1,3.13824E+14,27.5,2,4,37,1,3,31,1,1,35,1,2,39,1,1,43,1,3
0,14,14,0,6,6,0,1,3.90588E+14,31,1,4,34,1,3,44,1,1,42,1,2,41,1,1,38,1,3
1,14,10,4,6,5,1,1,3.21765E+14,25,2,4,30,1,3,39,1,1,35,1,2,40,1,1,50,1,3
3,14,7,7,6,3,3,2,3.44706E+14,25.5,2,4,26.66666667,3,3,35,1,1,40,1,2,37,1,1,31.5,2,3
0,14,0,14,5,5,0,2,0,10,1,4,6,1,3,11,1,1,9,1,2,26,1,1,0,1,3
0,14,14,0,6,6,0,1,3.92941E+14,32,1,4,45,1,3,38,1,1,36,1,2,42,1,1,44,1,3
1,14,14,0,6,5,1,1,3.48235E+14,30.5,2,4,37,1,3,39,1,1,39,1,2,43,1,1,44,1,3
1,14,14,0,6,5,1,1,3.38529E+14,36,1,4,30,1,3,33,2,1,38,1,2,30,1,1,45,1,3
0,14,0,14,3,3,0,2,0,10,1,4,1,1,3,0,1,1,0,1,2,0,1,1,2,1,3
3,14,4,10,6,3,3,2,0.882352941,10,2,4,15,2,3,30,1,1,36,1,2,37,1,1,12.5,2,3
1,14,13,1,6,5,1,1,3.57647E+14,36,1,4,35,1,3,38,1,1,36,1,2,29,2,1,40,1,3
2,14,9,5,6,4,2,2,3.14706E+14,24,2,4,33,1,3,43,1,1,41,1,2,10.66666667,3,1,39,1,3
1,14,14,0,6,5,1,1,1.11275E+14,30,2,4,32,1,3,35,1,1,43,1,2,37,1,1,33,1,3
3,14,4,10,6,3,3,2,0.941176471,24.5,2,4,19.5,2,3,35,1,1,40,1,2,39,1,1,12,2,3
3,14,4,10,6,3,3,2,3.05882E+14,18.5,2,4,10.5,2,3,39,1,1,39,1,2,37,1,1,18.5,2,3
1,14,10,4,6,5,1,1,3.06765E+14,25.33333333,3,4,30,1,3,38,1,1,39,1,2,43,1,1,40,1,3
2,14,7,7,6,4,2,2,1.02059E+14,23.66666667,3,4,23.66666667,3,3,38,1,1,41,1,2,36,1,1,34,1,3
0,14,0,14,5,5,0,2,0,22,1,4,13,1,3,18,1,1,25,1,2,0,1,1,9,1,3
0,14,14,0,6,6,0,1,3.63529E+14,32,1,4,37,1,3,44,1,1,41,1,2,39,1,1,38,1,3
2,14,7,7,6,4,2,2,4.41176E+14,13,3,4,15.33333333,3,3,32,1,1,40,1,2,40,1,1,31,1,3
0,14,7,7,6,6,0,2,0,17,1,4,27,1,3,42,1,1,40,1,2,42,1,1,36,1,3
0,14,10,4,6,6,0,2,0,19,1,4,30,1,3,39,1,1,40,1,2,43,1,1,37,1,3
6,14,0,14,4,-2,6,2,0,8.5,2,4,8.5,2,3,0,2,1,15,2,2,0,2,1,9,2,3
0,14,1,13,6,6,0,2,0,10,1,4,17,1,3,24,1,1,26,1,2,42,1,1,13,1,3
0,14,14,0,6,6,0,1,3.42353E+14,40,1,4,36,1,3,38,1,1,40,1,2,44,1,1,50,1,3
1,14,10,4,6,5,1,1,34,27.5,2,4,31,1,3,40,1,1,41,1,2,38,1,1,37,1,3
1,14,10,4,6,5,1,1,3.41765E+14,22.66666667,3,4,30,1,3,43,1,1,34,1,2,45,1,1,42,1,3
0,14,5,9,4,4,0,2,0,0,0,4,22,1,3,35,1,1,0,1,2,43,1,1,31,1,3
3,14,7,7,6,3,3,2,2.82941E+14,22.33333333,3,4,32,2,3,32,1,1,38,1,2,39,1,1,22.5,2,3
0,14,14,0,6,6,0,1,3.14412E+14,31,1,4,32,1,3,34,1,1,40,1,2,41,1,1,30,1,3
0,14,14,0,6,6,0,1,3.12059E+14,31,1,4,31,1,3,34,1,1,41,1,2,39,1,1,39,1,3
0,14,14,0,6,6,0,1,3.47059E+14,31,1,4,35,1,3,42,1,1,35,1,2,45,1,1,40,1,3
1,14,10,4,6,5,1,1,3.29118E+14,24,2,4,30,1,3,38,1,1,41,1,2,39,1,1,36,1,3
1,14,10,4,6,5,1,1,3.32647E+14,22,2,4,37,1,3,34,1,1,40,1,2,45,1,1,39,1,3
1,14,10,4,6,5,1,2,7.05882E+14,23,2,4,32,1,3,40,1,1,31,1,2,41,1,1,36,1,3
1,14,14,0,6,5,1,1,2.17941E+14,34,1,4,31,2,3,33,1,1,37,1,2,38,1,1,35,1,3
1,14,10,4,6,5,1,2,8.64706E+14,14.5,2,4,32,1,3,38,1,1,40,1,2,30,1,1,40,1,3
1,14,10,4,6,5,1,1,3.28529E+14,26.5,2,4,30,1,3,42,1,1,34,1,2,40,1,1,36,1,3
0,14,1,13,6,6,0,2,0,17,1,4,23,1,3,24,1,1,11,1,2,43,1,1,16,1,3
0,14,4,10,6,6,0,2,0,19,1,4,24,1,3,42,1,1,33,1,2,30,1,1,8,1,3
3,14,5,9,5,2,3,2,0,4.5,2,4,3,1,3,10,2,1,30,1,2,0,2,1,30,1,3
0,14,14,0,6,6,0,1,3.22941E+14,33,1,4,37,1,3,35,1,1,36,1,2,44,1,1,35,1,3
0,14,14,0,6,6,0,1,0,34,1,4,46,1,3,43,1,1,44,1,2,49,1,1,44,1,3
1,14,10,4,6,5,1,1,3.12647E+14,25.5,2,4,39,1,3,37,1,1,41,1,2,47,1,1,35,1,3
1,14,10,4,6,5,1,1,2.02941E+14,27.5,2,4,38,1,3,43,1,1,40,1,2,36,1,1,33,1,3
0,14,14,0,6,6,0,1,3.97647E+14,45,1,4,45,1,3,44,1,1,40,1,2,47,1,1,49,1,3
1,14,10,4,6,5,1,1,3.68824E+14,28,2,4,33,1,3,39,1,1,32,1,2,43,1,1,39,1,3
1,14,10,4,6,5,1,1,1.15882E+14,23,2,4,34,1,3,41,1,1,40,1,2,47,1,1,31,1,3
0,14,14,0,6,6,0,1,0,31,1,4,34,1,3,44,1,1,39,1,2,45,1,1,38,1,3
0,14,14,0,6,6,0,1,3.41176E+14,30,1,4,38,1,3,43,1,1,39,1,2,43,1,1,30,1,3
0,14,14,0,6,6,0,1,4.17647E+14,35,1,4,39,1,3,43,1,1,40,1,2,44,1,1,50,1,3
0,14,14,0,6,6,0,1,2.13529E+14,30,1,4,38,1,3,40,1,1,39,1,2,43,1,1,35,1,3
0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3
2,14,7,7,6,4,2,1,2.40882E+14,22.5,2,4,29,2,3,36,1,1,39,1,2,44,1,1,42,1,3
1,14,10,4,6,5,1,2,2.56765E+14,24.33333333,3,4,31,1,3,36,1,1,39,1,2,44,1,1,31,1,3
0,14,1,13,6,6,0,2,0,6,1,4,17,1,3,26,1,1,6,1,2,36,1,1,9,1,3
0,14,14,0,6,6,0,1,3.74118E+14,33,1,4,42,1,3,39,1,1,42,1,2,45,1,1,50,1,3
0,14,14,0,6,6,0,1,3.51765E+14,32,1,4,39,1,3,37,1,1,40,1,2,42,1,1,31,1,3
1,14,10,4,6,5,1,2,1.57059E+14,22,2,4,35,1,3,37,1,1,39,1,2,44,1,1,30,1,3
1,14,10,4,6,5,1,1,31,28,2,4,36,1,3,39,1,1,40,1,2,35,1,1,40,1,3
0,14,1,13,6,6,0,2,0,10,1,4,15,1,3,24,1,1,16,1,2,34,1,1,12,1,3
0,14,14,0,6,6,0,1,3.61176E+14,31,1,4,38,1,3,36,1,1,39,1,2,42,1,1,48,1,3
0,14,14,0,6,6,0,1,3.36471E+14,32,1,4,41,1,3,38,1,1,39,1,2,38,1,1,41,1,3
0,14,14,0,6,6,0,1,3.42059E+14,34,1,4,36,1,3,37,1,1,40,1,2,47,1,1,30,1,3
0,14,14,0,6,6,0,1,3.57059E+14,37,1,4,39,1,3,38,1,1,42,1,2,39,1,1,36,1,3
0,14,14,0,6,6,0,1,3.87647E+14,30,1,4,45,1,3,41,1,1,39,1,2,45,1,1,41,1,3
0,14,14,0,6,6,0,1,3.49118E+14,31,1,4,36,1,3,40,1,1,40,1,2,42,1,1,36,1,3
0,14,10,4,6,6,0,2,0,31,1,4,31,1,3,23,1,1,42,1,2,41,1,1,10,1,3
0,14,4,10,6,6,0,2,0,13,1,4,20,1,3,23,1,1,18,1,2,44,1,1,34,1,3
5,14,1,13,6,1,5,2,0,4,2,4,1.5,2,3,3.5,2,1,9,2,2,47,1,1,3,2,3
0,14,14,0,6,6,0,1,39,31,1,4,40,1,3,41,1,1,40,1,2,46,1,1,47,1,3
0,14,1,13,6,6,0,2,0,17,1,4,10,1,3,8,1,1,19,1,2,33,1,1,9,1,3
1,14,10,4,6,5,1,1,1.07647E+14,21.33333333,3,4,34,1,3,43,1,1,40,1,2,43,1,1,33,1,3
0,14,14,0,6,6,0,1,3.72353E+14,32,1,4,35,1,3,39,1,1,39,1,2,42,1,1,39,1,3
0,14,7,7,6,6,0,2,0,20,1,4,34,1,3,35,1,1,39,1,2,43,1,1,23,1,3
1,14,10,4,6,5,1,1,3.45294E+14,26,2,4,32,1,3,36,1,1,40,1,2,44,1,1,30,1,3
1,14,10,4,6,5,1,1,34,25,2,4,30,1,3,43,1,1,33,1,2,43,1,1,38,1,3
0,14,14,0,6,6,0,1,4.27059E+14,41,1,4,41,1,3,40,1,1,44,1,2,47,1,1,40,1,3
1,14,10,4,6,5,1,1,39,27.5,2,4,38,1,3,41,1,1,39,1,2,44,1,1,42,1,3
0,14,14,0,6,6,0,1,3.37941E+14,30,1,4,35,1,3,39,1,1,39,1,2,39,1,1,48,1,3
2,14,10,4,6,4,2,2,2.66471E+14,25,2,4,33,1,3,40,1,1,39,1,2,38,1,1,29.5,2,3
1,14,10,4,6,5,1,1,3.65294E+14,24,2,4,34,1,3,40,1,1,41,1,2,45,1,1,30,1,3
1,14,13,1,6,5,1,1,3.92941E+14,30,1,4,37,1,3,27.5,2,1,44,1,2,45,1,1,37,1,3
0,14,14,0,6,6,0,1,3.40882E+14,38,1,4,34,1,3,37,1,1,42,1,2,40,1,1,37,1,3
0,14,7,7,6,6,0,2,0,35,1,4,19,1,3,38,1,1,37,1,2,29,1,1,20,1,3
0,14,14,0,6,6,0,1,3.26471E+14,32,1,4,34,1,3,39,1,1,35,1,2,39,1,1,44,1,3
0,14,10,4,6,6,0,2,0,12,1,4,35,1,3,40,1,1,39,1,2,45,1,1,38,1,3
2,14,10,4,6,4,2,2,2.04706E+14,22,2,4,32,1,3,29.5,2,1,40,1,2,47,1,1,30,1,3
1,14,10,4,6,5,1,1,3.37353E+14,24.5,2,4,32,1,3,39,1,1,39,1,2,44,1,1,33,1,3
1,14,14,0,6,5,1,1,2.94118E+14,31,1,4,33,2,3,40,1,1,34,1,2,43,1,1,45,1,3
1,14,13,1,6,5,1,1,2.25882E+14,33,1,4,33,1,3,11.5,2,1,39,1,2,34,1,1,45,1,3
1,14,10,4,6,5,1,1,3.26471E+14,27,2,4,35,1,3,38,1,1,39,1,2,44,1,1,32,1,3
1,14,10,4,6,5,1,1,1.67647E+14,20,2,4,38,1,3,38,1,1,41,1,2,47,1,1,38,1,3
0,14,14,0,6,6,0,1,3.08235E+14,30,1,4,35,1,3,39,1,1,40,1,2,39,1,1,36,1,3
0,14,0,14,3,3,0,2,0,5,1,4,0,1,3,2,1,1,0,1,2,14,1,1,0,1,3
1,14,11,3,6,5,1,1,2.50588E+14,32,1,4,27.5,2,3,37,1,1,42,1,2,42,1,1,39,1,3
0,14,14,0,6,6,0,1,2.54118E+14,35,1,4,41,1,3,36,1,1,50,1,2,42,1,1,39,1,3
0,14,14,0,6,6,0,1,3.44118E+14,33,1,4,34,1,3,38,1,1,50,1,2,34,1,1,34,1,3
2,14,7,7,6,4,2,2,1.45294E+14,23.5,2,4,30,1,3,37,1,1,35,1,2,39,1,1,21,2,3
1,14,10,4,6,5,1,1,2.20294E+14,22.66666667,3,4,30,1,3,39,1,1,41,1,2,44,1,1,40,1,3
2,14,9,5,6,4,2,2,2.66471E+14,21.5,2,4,31,1,3,23.33333333,3,1,40,1,2,44,1,1,35,1,3
0,14,14,0,6,6,0,1,3.22353E+14,30,1,4,35,1,3,40,1,1,39,1,2,43,1,1,44,1,3
0,14,14,0,6,6,0,1,3.42647E+14,45,1,4,32,1,3,40,1,1,38,1,2,43,1,1,37,1,3
1,14,14,0,6,5,1,1,3.35882E+14,29.5,2,4,34,1,3,38,1,1,36,1,2,43,1,1,37,1,3
0,14,14,0,6,6,0,1,2.70882E+14,37,1,4,31,1,3,38,1,1,39,1,2,39,1,1,30,1,3
1,14,10,4,6,5,1,2,1.52353E+14,18.5,2,4,31,1,3,40,1,1,40,1,2,47,1,1,30,1,3
