GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
0;2;20;1;56;7;430.0;70.0;70.0;67.0;61.0;55.0;55.0;67.0;0;42.0;60.0;8;6;10;2;2013;
1;2;11;1;20;5;422.0;64.0;64.0;74.0;61.0;57.0;57.0;59.0;0;47.0;68.0;11;3;10;3;2013;2
0;2;17;1;20;5;433.0;85.0;85.0;57.0;51.0;57.0;57.0;64.0;0;60.0;60.0;16;3;10;3;2013;
0;2;3;1;20;5;453.0;55.0;55.0;65.0;64.0;65.0;65.0;59.0;0;56.0;72.0;11;1;10;2;2013;
0;1;11;1;20;5;417.0;77.0;77.0;62.0;55.0;64.0;64.0;54.0;0;42.0;56.0;1;5;10;2;2013;
0;1;18;1;20;5;437.0;76.0;76.0;59.0;62.0;60.0;60.0;63.0;0;55.0;65.0;20;3;10;3;2013;
0;2;8;1;20;5;433.0;77.0;77.0;61.0;60.0;61.0;61.0;69.0;0;53.0;70.0;4;3;10;3;2013;
0;1;8;1;20;5;436.0;56.0;56.0;67.0;61.0;74.0;74.0;59.0;0;45.0;53.0;20;3;10;3;2013;
0;2;15;1;20;5;421.0;77.0;77.0;62.0;66.0;57.0;57.0;64.0;0;37.0;48.0;7;5;10;2;2013;
0;1;10;1;20;5;432.0;73.0;73.0;61.0;62.0;57.0;57.0;63.0;0;45.0;72.0;5;3;10;3;2013;
1;1;18;1;20;5;439.0;77.0;77.0;55.0;69.0;61.0;61.0;56.0;0;58.0;56.0;7;3;10;2;2013;
0;2;11;1;20;5;415.0;81.0;81.0;62.0;55.0;57.0;57.0;59.0;0;45.0;94.0;20;3;10;3;2013;
0;2;20;1;122;18;437.0;77.0;77.0;57.0;60.0;59.0;59.0;68.0;0;55.0;48.0;20;6;10;3;2013;
0;1;20;1;137;22;440.0;70.0;70.0;64.0;58.0;50.0;50.0;66.0;0;61.0;55.0;15;6;10;1;2013;2
0;2;19;1;20;5;427.0;74.0;74.0;64.0;55.0;55.0;55.0;61.0;0;58.0;52.0;19;5;10;1;2013;2
0;1;11;1;20;5;425.0;81.0;81.0;59.0;60.0;57.0;57.0;63.0;0;55.0;65.0;20;5;10;2;2013;
0;2;11;1;20;5;429.0;70.0;70.0;60.0;55.0;67.0;67.0;55.0;0;54.0;72.0;20;5;10;3;2013;
0;1;8;1;20;5;397.0;77.0;77.0;64.0;58.0;64.0;64.0;50.0;0;30.0;60.0;7;5;10;2;2013;
0;2;20;1;120;15;436.0;67.0;67.0;64.0;65.0;55.0;55.0;68.0;0;52.0;68.0;20;3;10;3;2013;
1;2;9;1;20;5;419.0;64.0;64.0;70.0;63.0;61.0;61.0;55.0;0;54.0;65.0;10;4;10;3;2013;
1;2;9;1;20;5;406.0;77.0;77.0;65.0;57.0;55.0;55.0;54.0;0;42.0;60.0;4;4;10;3;2013;
0;1;20;1;181;15;406.0;77.0;77.0;65.0;61.0;55.0;55.0;53.0;0;43.0;77.0;8;6;10;3;2013;
0;2;8;1;20;5;419.0;77.0;77.0;62.0;54.0;57.0;57.0;64.0;0;49.0;56.0;1;3;10;3;2013;
0;1;11;1;20;5;410.0;68.0;68.0;67.0;52.0;65.0;65.0;54.0;0;42.0;65.0;10;5;10;3;2013;
0;2;16;1;20;5;429.0;77.0;77.0;53.0;70.0;67.0;67.0;59.0;0;49.0;59.0;11;2;10;3;2013;
0;2;11;1;20;5;416.0;84.0;84.0;57.0;51.0;58.0;58.0;64.0;0;47.0;58.0;10;5;10;3;2013;2
0;2;1;1;20;5;416.0;74.0;74.0;65.0;55.0;52.0;52.0;64.0;0;43.0;56.0;6;5;10;3;2013;
0;1;10;1;20;5;421.0;73.0;73.0;61.0;62.0;62.0;62.0;56.0;0;53.0;72.0;19;6;10;2;2013;
0;2;11;1;20;5;422.0;72.0;72.0;62.0;49.0;58.0;58.0;53.0;0;57.0;58.0;9;4;10;3;2013;
0;1;20;1;35;15;424.0;70.0;70.0;62.0;63.0;59.0;59.0;59.0;0;51.0;63.0;18;6;10;2;2013;
0;2;7;1;20;5;424.0;69.0;69.0;63.0;62.0;58.0;58.0;59.0;0;53.0;61.0;7;5;10;2;2013;1
1;1;7;1;20;5;427.0;65.0;65.0;57.0;65.0;68.0;68.0;63.0;0;58.0;72.0;15;5;7;1;2013;
0;0;8;0;0;0;365.58;45.43;45.43;55.16;43.56;57.88;57.88;50.99;0;56.81;48.65;8;6;7;2;2013;
0;1;20;1;175;15;409.78;60.6;60.6;54.57;59.53;50.31;50.31;57.8;0;55.62;60.9;1;6;4;0;2013;
0;1;15;1;20;5;383.0;70.0;70.0;55.0;64.0;55.0;55.0;48.0;0;47.0;60.0;11;3;4;3;2013;
0;1;19;1;20;5;380.0;67.0;67.0;50.0;55.0;52.0;52.0;52.0;0;50.0;51.0;20;5;4;1;2013;
0;0;20;0;0;0;400.69;72.55;72.55;61.41;57.44;55.25;55.25;53.95;0;46.04;0.0;15;6;12;2;2013;
1;0;20;0;0;0;371.53;62.82;62.82;54.12;48.97;55.25;55.25;45.64;0;38.35;0.0;6;6;12;2;2013;
0;1;20;2;93;22;358.71;60.6;60.6;41.39;48.39;50.31;50.31;57.23;0;39.03;57.29;8;5;5;2;2013;1
0;1;20;1;92;11;361.0;46.0;46.0;46.0;47.0;52.0;52.0;48.0;0;59.0;48.0;10;6;5;0;2013;
0;2;10;1;20;5;414.0;85.0;85.0;56.0;47.0;54.0;54.0;55.0;0;60.0;58.0;13;3;10;3;2013;
0;2;4;1;20;5;419.0;73.0;73.0;59.0;53.0;59.0;59.0;65.0;0;47.0;72.0;11;4;10;2;2013;1
0;1;8;1;20;5;409.0;81.0;81.0;53.0;51.0;67.0;67.0;57.0;0;42.0;68.0;20;3;10;3;2013;
0;0;1;0;0;0;480.0;78.0;78.0;90.0;62.0;63.0;63.0;56.0;0;59.0;57.0;7;5;10;4;2013;
0;0;20;0;0;0;484.0;103.0;103.0;63.0;71.0;67.0;67.0;65.0;0;59.0;54.0;7;3;10;3;2013;
0;2;11;1;20;5;473.0;84.0;84.0;63.0;64.0;60.0;60.0;66.0;0;64.0;63.0;8;5;10;2;2013;
0;2;10;1;20;5;477.01;74.79;74.79;67.16;83.24;58.33;58.33;73.09;0;54.39;68.41;16;3;10;3;2013;
0;2;8;1;20;5;465.0;85.0;85.0;60.0;73.0;61.0;61.0;59.0;0;53.0;55.0;2;5;10;3;2013;
0;0;19;0;0;0;456.0;73.0;73.0;74.0;62.0;67.0;67.0;57.0;0;65.0;60.0;19;5;10;1;2013;
0;2;20;1;17;4;456.09;73.85;73.85;76.23;71.9;54.28;54.28;66.5;0;55.62;79.4;1;4;10;4;2013;
0;0;18;0;0;0;439.0;78.0;78.0;74.0;58.0;60.0;60.0;54.0;0;56.0;43.0;8;3;10;2;2013;
0;0;7;0;0;0;429.0;78.0;78.0;74.0;54.0;67.0;67.0;56.0;0;50.0;50.0;20;5;10;2;2013;1
0;1;8;1;20;5;463.0;75.0;75.0;60.0;59.0;69.0;69.0;63.0;0;60.0;80.0;10;3;10;3;2013;
0;1;10;1;20;5;438.0;73.0;73.0;74.0;64.0;53.0;53.0;59.0;0;50.0;47.0;20;3;10;3;2013;
0;1;8;1;20;5;433.0;81.0;81.0;67.0;67.0;57.0;57.0;62.0;0;45.0;60.0;10;3;10;3;2013;
0;1;14;1;20;5;450.0;73.0;73.0;62.0;57.0;70.0;70.0;67.0;0;50.0;55.0;20;5;10;3;2013;
0;2;10;1;20;5;421.57;78.55;78.55;69.63;59.53;58.25;58.25;53.82;0;44.08;61.66;20;5;10;3;2013;
0;1;20;1;215;28;451.0;73.0;73.0;64.0;60.0;57.0;57.0;61.0;0;61.0;55.0;11;6;10;1;2013;
0;2;17;1;20;5;440.0;73.0;73.0;60.0;67.0;75.0;75.0;62.0;0;47.0;80.0;13;3;10;3;2013;
0;1;6;1;20;5;427.0;77.0;77.0;72.0;64.0;46.0;46.0;68.0;0;50.0;51.0;11;5;10;3;2013;2
0;1;8;1;20;5;445.0;67.0;67.0;65.0;67.0;59.0;59.0;57.0;0;59.0;59.0;8;3;10;2;2013;1
1;0;10;0;0;0;437.0;91.0;91.0;50.0;60.0;60.0;60.0;62.0;0;53.0;51.0;20;3;10;2;2013;
0;1;20;1;91;16;429.93;70.26;70.26;62.86;58.28;63.4;63.4;59.3;0;41.95;52.09;11;1;10;4;2013;
0;2;11;1;20;5;426.0;74.0;74.0;67.0;59.0;55.0;55.0;59.0;0;54.0;53.0;11;5;10;2;2013;
1;0;20;0;0;0;411.0;78.0;78.0;66.0;52.0;57.0;57.0;52.0;0;56.0;89.0;10;6;10;1;2013;
0;1;8;1;20;5;436.0;76.0;76.0;55.0;55.0;63.0;63.0;63.0;0;59.0;50.0;19;5;10;2;2013;3
0;0;8;0;0;0;437.0;76.0;76.0;52.0;62.0;68.0;68.0;69.0;0;53.0;75.0;11;5;10;2;2013;2
0;1;8;1;20;5;413.0;73.0;73.0;64.0;56.0;57.0;57.0;63.0;0;40.0;61.0;9;3;10;2;2013;
0;0;15;0;0;0;439.0;65.0;65.0;55.0;54.0;78.0;78.0;59.0;0;59.0;65.0;10;2;10;3;2013;
0;0;2;0;0;0;430.0;60.0;60.0;65.0;61.0;69.0;69.0;58.0;0;58.0;80.0;11;1;10;5;2013;
0;1;19;1;20;5;442.0;64.0;64.0;61.0;60.0;57.0;57.0;63.0;0;66.0;53.0;20;5;10;2;2013;
0;0;1;0;0;0;397.99;68.62;68.62;70.27;58.69;54.48;54.48;47.62;0;41.99;58.59;16;5;10;3;2013;
0;0;8;0;0;0;418.0;73.0;73.0;60.0;56.0;63.0;63.0;54.0;0;59.0;77.0;10;3;10;3;2013;
0;1;20;1;227;15;430.0;62.0;62.0;65.0;67.0;54.0;54.0;64.0;0;53.0;59.0;20;6;10;2;2013;
0;0;10;0;0;0;432.0;58.0;58.0;66.0;65.0;67.0;67.0;52.0;0;74.0;63.0;7;3;10;3;2013;
0;1;20;1;65;15;421.0;67.0;67.0;65.0;64.0;55.0;55.0;71.0;0;45.0;68.0;20;6;10;1;2013;
0;1;10;1;20;5;418.0;73.0;73.0;59.0;62.0;55.0;55.0;52.0;0;52.0;77.0;16;3;10;2;2013;
0;1;20;1;25;21;423.0;72.0;72.0;57.0;64.0;54.0;54.0;64.0;0;45.0;70.0;10;6;10;1;2013;
0;0;20;0;0;0;403.0;71.0;71.0;63.0;58.0;59.0;59.0;60.0;0;36.0;50.0;18;6;10;3;2013;
0;1;11;1;20;5;406.0;79.0;79.0;58.0;57.0;58.0;58.0;58.0;0;49.0;56.0;16;5;10;2;2013;3
0;1;20;1;91;16;415.0;74.0;74.0;60.0;55.0;57.0;57.0;67.0;0;50.0;46.0;20;1;10;4;2013;
0;0;11;0;0;0;386.0;74.0;74.0;66.0;52.0;54.0;54.0;46.0;0;39.0;43.0;18;5;10;3;2013;
0;1;8;1;20;5;409.0;73.0;73.0;60.0;52.0;57.0;57.0;59.0;0;50.0;48.0;12;3;10;3;2013;
1;0;20;0;0;0;396.0;84.0;84.0;55.0;71.0;47.0;47.0;56.0;0;30.0;52.0;8;6;10;2;2013;
0;2;11;1;20;5;419.0;75.0;75.0;56.0;56.0;54.0;54.0;66.0;0;51.0;42.0;20;5;10;2;2013;
0;1;11;1;20;5;450.0;55.0;55.0;65.0;56.0;57.0;57.0;89.0;0;69.0;52.0;12;5;10;2;2013;
0;1;10;1;20;5;409.0;77.0;77.0;55.0;63.0;52.0;52.0;55.0;0;49.0;51.0;14;3;10;2;2013;
0;0;20;0;0;0;414.0;69.0;69.0;55.0;58.0;67.0;67.0;56.0;0;50.0;61.0;10;5;10;1;2013;
1;2;1;1;20;5;405.0;72.0;72.0;55.0;54.0;63.0;63.0;57.0;0;39.0;72.0;11;5;10;3;2013;
0;2;9;1;20;5;415.0;70.0;70.0;55.0;54.0;64.0;64.0;57.0;0;54.0;55.0;8;4;10;2;2013;
0;1;20;1;43;7;396.05;77.8;77.8;57.99;54.59;52.54;52.54;49.05;0;48.86;42.76;19;3;10;1;2013;
0;2;11;1;20;5;410.0;67.0;67.0;62.0;57.0;52.0;52.0;62.0;0;47.0;70.0;20;5;10;3;2013;1
0;1;20;1;29;15;406.0;75.0;75.0;56.0;54.0;58.0;58.0;53.0;0;56.0;46.0;20;6;10;1;2013;
0;1;16;1;20;5;414.0;67.0;67.0;59.0;56.0;59.0;59.0;62.0;0;53.0;56.0;8;2;10;3;2013;2
0;2;2;1;20;5;406.0;81.0;81.0;50.0;51.0;59.0;59.0;52.0;0;53.0;83.0;9;3;10;2;2013;
0;1;20;1;219;30;410.0;60.0;60.0;63.0;58.0;63.0;63.0;58.0;0;48.0;50.0;20;6;10;1;2013;2
0;2;7;1;20;5;406.0;73.0;73.0;57.0;54.0;59.0;59.0;59.0;0;50.0;57.0;20;5;10;2;2013;
0;2;20;1;107;15;400.0;72.0;72.0;57.0;57.0;60.0;60.0;52.0;0;45.0;68.0;11;6;10;2;2013;
0;1;16;1;20;5;400.0;76.0;76.0;57.0;51.0;58.0;58.0;59.0;0;50.0;52.0;14;2;10;3;2013;
0;1;16;1;20;5;410.0;61.0;61.0;60.0;61.0;61.0;61.0;54.0;0;45.0;65.0;6;3;10;3;2013;
0;2;18;3;20;5;416.0;73.0;73.0;50.0;63.0;67.0;67.0;59.0;0;55.0;83.0;18;3;10;3;2013;
0;2;16;1;20;5;416.0;62.0;62.0;57.0;52.0;63.0;63.0;58.0;0;53.0;61.0;8;2;10;3;2013;
0;2;20;1;83;15;412.0;67.0;67.0;57.0;65.0;52.0;52.0;63.0;0;47.0;48.0;18;6;10;2;2013;
0;1;18;1;20;5;418.0;70.0;70.0;53.0;57.0;55.0;55.0;62.0;0;56.0;61.0;9;3;10;3;2013;
0;1;12;1;20;5;403.0;64.0;64.0;60.0;55.0;62.0;62.0;59.0;0;47.0;61.0;19;3;10;3;2013;1
0;1;8;1;20;5;389.0;81.0;81.0;52.0;56.0;48.0;48.0;50.0;0;34.0;65.0;11;3;10;3;2013;2
0;0;20;0;0;0;404.0;61.0;61.0;60.0;58.0;67.0;67.0;54.0;0;53.0;52.0;8;6;10;3;2013;
1;2;10;1;20;5;427.0;55.0;55.0;57.0;55.0;67.0;67.0;61.0;0;64.0;70.0;10;3;10;4;2013;
0;1;20;1;145;21;404.0;73.0;73.0;55.0;62.0;53.0;53.0;58.0;0;53.0;51.0;16;2;10;2;2013;
0;2;15;1;20;5;411.0;67.0;67.0;57.0;57.0;52.0;52.0;69.0;0;46.0;60.0;3;3;10;3;2013;
0;1;11;1;20;5;402.0;67.0;67.0;59.0;56.0;52.0;52.0;63.0;0;42.0;57.0;20;5;10;2;2013;
0;1;8;1;20;5;384.0;77.0;77.0;59.0;56.0;50.0;50.0;48.0;0;50.0;77.0;6;3;10;2;2013;
0;0;7;0;0;0;402.0;69.0;69.0;55.0;62.0;63.0;63.0;54.0;0;53.0;42.0;2;5;10;1;2013;2
0;1;20;1;65;15;396.0;55.0;55.0;70.0;50.0;53.0;53.0;44.0;0;60.0;39.0;8;6;10;1;2013;
0;2;20;1;181;15;397.0;77.0;77.0;53.0;52.0;57.0;57.0;57.0;0;51.0;72.0;20;6;10;3;2013;
0;0;13;0;0;0;392.0;69.0;69.0;57.0;45.0;70.0;70.0;54.0;0;50.0;54.0;18;3;10;3;2013;
1;2;11;1;20;5;409.0;58.0;58.0;61.0;49.0;62.0;62.0;61.0;0;53.0;72.0;20;4;10;4;2013;
0;0;20;0;0;0;398.0;68.0;68.0;57.0;58.0;61.0;61.0;57.0;0;50.0;45.0;7;6;10;2;2013;
0;1;20;1;181;15;414.0;59.0;59.0;60.0;53.0;57.0;57.0;55.0;0;69.0;47.0;10;6;10;2;2013;
0;0;11;0;0;0;398.0;55.0;55.0;66.0;58.0;57.0;57.0;51.0;0;53.0;56.0;20;5;10;3;2013;
1;0;14;0;0;0;389.0;69.0;69.0;57.0;50.0;60.0;60.0;52.0;0;43.0;59.0;15;2;10;3;2013;
0;1;6;1;20;5;404.0;58.0;58.0;60.0;52.0;67.0;67.0;53.0;0;60.0;51.0;18;5;10;2;2013;
0;2;18;1;20;5;386.0;64.0;64.0;61.0;53.0;62.0;62.0;54.0;0;40.0;45.0;8;3;10;3;2013;
0;2;8;1;20;5;385.0;76.0;76.0;51.0;52.0;57.0;57.0;45.0;0;40.0;49.0;8;3;10;3;2013;
0;2;4;1;20;5;392.0;68.0;68.0;58.0;56.0;56.0;56.0;55.0;0;47.0;55.0;7;3;10;3;2013;2
1;1;16;1;20;5;411.0;65.0;65.0;54.0;52.0;60.0;60.0;60.0;0;63.0;54.0;20;4;10;3;2013;
0;2;6;3;20;5;416.0;61.0;61.0;55.0;61.0;57.0;57.0;73.0;0;49.0;50.0;20;5;10;2;2013;
0;1;11;1;20;5;407.0;74.0;74.0;47.0;60.0;53.0;53.0;56.0;0;52.0;68.0;20;5;10;2;2013;
0;1;8;1;20;5;400.66;58.38;58.38;59.37;57.63;60.38;60.38;55.79;0;49.69;81.98;20;3;10;3;2013;
0;1;10;1;20;5;410.0;58.0;58.0;60.0;57.0;52.0;52.0;62.0;0;56.0;51.0;11;3;10;3;2013;2
0;2;17;1;20;5;398.0;80.0;80.0;45.0;60.0;50.0;50.0;60.0;0;42.0;94.0;20;2;10;3;2013;2
1;2;10;1;20;5;395.57;66.56;66.56;52.29;57.27;62.45;62.45;55.21;0;44.08;75.1;11;1;10;2;2013;
0;0;20;0;0;0;391.0;69.0;69.0;55.0;58.0;54.0;54.0;54.0;0;48.0;57.0;20;6;10;2;2013;2
0;1;18;1;20;5;403.0;64.0;64.0;53.0;59.0;59.0;59.0;62.0;0;47.0;50.0;15;5;10;2;2013;
1;0;20;0;0;0;395.93;65.19;65.19;53.06;57.48;62.84;62.84;43.87;0;58.95;54.64;11;1;10;3;2013;
0;2;8;1;20;5;396.39;73.57;73.57;50.94;62.0;48.26;48.26;52.77;0;53.59;65.1;18;3;10;2;2013;
1;1;20;1;211;15;381.0;64.0;64.0;61.0;49.0;59.0;59.0;50.0;0;48.0;51.0;11;6;10;2;2013;
0;2;12;1;20;5;387.0;60.0;60.0;57.0;64.0;66.0;66.0;51.0;0;40.0;52.0;11;3;10;3;2013;
0;1;20;1;86;15;416.0;61.0;61.0;52.0;60.0;57.0;57.0;63.0;0;61.0;53.0;10;6;10;2;2013;
0;1;8;1;20;5;390.0;64.0;64.0;60.0;52.0;53.0;53.0;55.0;0;54.0;55.0;20;5;10;2;2013;
0;0;10;0;0;0;389.0;58.0;58.0;66.0;54.0;50.0;50.0;54.0;0;59.0;58.0;18;3;10;3;2013;
0;1;20;1;222;21;402.0;55.0;55.0;60.0;59.0;53.0;53.0;64.0;0;46.0;51.0;2;6;10;2;2013;
0;0;15;0;0;0;377.46;74.32;74.32;48.49;55.14;53.24;53.24;52.41;0;49.72;42.2;4;3;10;3;2013;
0;1;18;1;20;5;368.54;66.56;66.56;54.74;50.15;54.28;54.28;47.34;0;41.63;53.27;5;3;10;2;2013;
0;1;16;1;20;5;367.0;67.0;67.0;50.0;58.0;53.0;53.0;54.0;0;37.0;61.0;10;3;7;2;2013;
0;1;7;1;20;5;397.0;64.0;64.0;47.0;49.0;59.0;59.0;60.0;0;55.0;52.0;8;5;4;1;2013;
0;1;20;1;70;3;442.0;68.0;68.0;67.0;60.0;56.0;56.0;78.0;0;56.0;59.0;8;6;2;1;2013;
0;0;20;0;0;0;461.0;91.0;91.0;63.0;65.0;63.0;63.0;56.0;0;62.0;63.0;19;6;5;1;2013;
0;0;20;0;0;0;363.0;48.0;48.0;50.0;58.0;57.0;57.0;52.0;0;50.0;45.0;18;6;5;1;2013;
0;0;11;0;0;0;376.0;49.0;49.0;51.0;55.0;59.0;59.0;59.0;0;53.0;51.0;18;5;6;3;2013;2
0;1;20;1;222;21;398.0;64.0;64.0;52.0;50.0;59.0;59.0;60.0;0;50.0;51.0;20;6;10;2;2013;2
0;2;11;1;20;5;392.0;64.0;64.0;55.0;55.0;53.0;53.0;63.0;0;48.0;47.0;20;5;10;2;2013;1
0;1;20;1;41;15;378.79;58.38;58.38;59.57;65.81;54.35;54.35;53.24;0;39.78;50.1;11;6;10;2;2013;2
0;2;15;1;20;5;387.0;70.0;70.0;53.0;55.0;52.0;52.0;57.0;0;42.0;61.0;20;3;10;3;2013;
0;0;11;0;0;0;379.0;61.0;61.0;60.0;62.0;50.0;50.0;47.0;0;48.0;50.0;18;5;10;2;2013;2
0;2;10;1;20;5;398.0;70.0;70.0;45.0;60.0;59.0;59.0;58.0;0;50.0;60.0;19;3;10;3;2013;
0;1;6;1;20;5;382.79;61.49;61.49;55.86;54.3;56.64;56.64;58.93;0;42.19;53.32;4;5;10;2;2013;
0;2;11;1;20;5;393.0;73.0;73.0;43.0;59.0;52.0;52.0;59.0;0;49.0;48.0;20;5;10;3;2013;
0;1;10;1;20;5;401.0;58.0;58.0;57.0;59.0;53.0;53.0;67.0;0;53.0;61.0;7;3;10;2;2013;
0;1;11;1;20;5;380.0;64.0;64.0;59.0;49.0;53.0;53.0;42.0;0;55.0;47.0;11;6;10;3;2013;1
0;1;18;1;20;5;398.0;63.0;63.0;56.0;53.0;57.0;57.0;55.0;0;60.0;52.0;5;3;10;2;2013;
0;0;20;0;0;0;376.0;61.0;61.0;60.0;56.0;54.0;54.0;49.0;0;46.0;58.0;10;1;10;2;2013;
0;0;15;0;0;0;371.0;57.0;57.0;65.0;47.0;52.0;52.0;53.0;0;48.0;46.0;19;4;10;2;2013;
1;1;5;1;20;5;383.0;70.0;70.0;52.0;53.0;50.0;50.0;61.0;0;45.0;51.0;20;6;10;2;2013;
0;0;2;0;0;0;397.0;58.0;58.0;50.0;52.0;70.0;70.0;52.0;0;46.0;56.0;4;3;10;3;2013;
0;1;10;1;20;5;397.0;64.0;64.0;48.0;64.0;55.0;55.0;57.0;0;53.0;57.0;11;3;10;3;2013;
0;0;12;0;0;0;389.0;61.0;61.0;57.0;56.0;60.0;60.0;56.0;0;46.0;77.0;8;3;10;2;2013;
1;0;8;0;0;0;416.0;51.0;51.0;47.0;60.0;74.0;74.0;56.0;0;59.0;68.0;10;3;10;3;2013;2
0;1;11;1;20;5;391.0;61.0;61.0;55.0;48.0;52.0;52.0;64.0;0;51.0;57.0;8;5;10;3;2013;
0;2;19;1;20;5;392.67;61.26;61.26;57.26;49.3;52.77;52.77;62.35;0;49.38;67.6;20;5;10;2;2013;
0;1;14;1;20;5;485.0;83.0;83.0;99.0;76.0;62.0;62.0;55.0;0;47.0;80.0;20;3;10;2;2014;
0;1;18;1;20;5;482.0;65.0;65.0;97.0;62.0;71.0;71.0;68.0;0;54.0;54.0;8;3;10;2;2014;1
0;0;13;0;0;0;480.0;78.0;78.0;74.0;67.0;89.0;89.0;62.0;0;33.0;58.0;8;6;10;99;2014;
1;2;20;1;56;7;495.0;74.0;74.0;80.0;88.0;60.0;60.0;59.0;0;58.0;77.0;16;6;10;3;2014;
0;2;11;1;20;5;491.0;88.0;88.0;66.0;76.0;76.0;76.0;61.0;0;58.0;71.0;10;5;10;2;2014;
0;1;15;1;20;5;478.0;83.0;83.0;74.0;76.0;65.0;65.0;59.0;0;55.0;60.0;14;6;10;2;2014;
1;1;18;1;20;5;500.0;78.0;78.0;70.0;88.0;65.0;65.0;61.0;0;75.0;83.0;20;3;10;3;2014;
0;1;19;1;20;5;482.0;74.0;74.0;80.0;69.0;58.0;58.0;71.0;0;52.0;51.0;10;5;10;1;2014;
0;2;4;1;20;5;487.0;78.0;78.0;74.0;77.0;58.0;58.0;62.0;0;66.0;71.0;18;4;10;3;2014;2
1;1;20;1;77;7;461.0;78.0;78.0;80.0;69.0;60.0;60.0;53.0;0;55.0;66.0;19;6;10;2;2014;
0;1;7;1;20;5;448.0;62.0;62.0;97.0;59.0;56.0;56.0;68.0;0;45.0;51.0;10;5;10;2;2014;
0;2;11;1;20;5;458.0;78.0;78.0;80.0;69.0;56.0;56.0;64.0;0;56.0;50.0;11;5;10;3;2014;
0;2;5;1;20;5;486.0;68.0;68.0;74.0;76.0;62.0;62.0;64.0;0;65.0;57.0;15;6;10;2;2014;
0;1;10;1;20;5;470.0;71.0;71.0;80.0;56.0;62.0;62.0;71.0;0;62.0;71.0;8;3;10;3;2014;2
1;2;13;1;20;5;491.0;79.0;79.0;59.0;88.0;71.0;71.0;71.0;0;55.0;83.0;20;5;10;2;2014;
0;2;20;1;65;15;460.0;78.0;78.0;74.0;77.0;58.0;58.0;62.0;0;48.0;68.0;10;6;10;3;2014;
0;1;4;1;20;5;500.0;74.0;74.0;66.0;65.0;67.0;67.0;61.0;0;99.0;63.0;19;4;10;2;2014;
0;1;11;1;20;5;454.0;79.0;79.0;74.0;59.0;60.0;60.0;53.0;0;61.0;51.0;20;5;10;2;2014;
0;1;8;1;20;5;441.0;71.0;71.0;86.0;62.0;58.0;58.0;53.0;0;59.0;60.0;20;3;10;2;2014;
0;2;13;1;20;5;447.0;74.0;74.0;80.0;61.0;54.0;54.0;57.0;0;55.0;59.0;10;3;10;3;2014;
1;0;8;0;0;0;459.0;80.0;80.0;69.0;65.0;63.0;63.0;65.0;0;55.0;50.0;10;3;10;2;2014;
0;1;20;1;165;9;451.0;68.0;68.0;80.0;62.0;67.0;67.0;55.0;0;62.0;58.0;5;6;10;1;2014;
0;2;20;1;48;15;446.0;62.0;62.0;80.0;59.0;76.0;76.0;47.0;0;53.0;58.0;9;6;10;2;2014;
0;1;6;1;20;5;445.0;68.0;68.0;80.0;62.0;67.0;67.0;53.0;0;56.0;47.0;8;3;10;3;2014;2
1;2;11;1;20;5;434.0;83.0;83.0;74.0;69.0;58.0;58.0;57.0;0;44.0;58.0;11;3;10;3;2014;
0;1;16;1;20;5;468.0;62.0;62.0;74.0;76.0;71.0;71.0;55.0;0;65.0;48.0;8;2;10;3;2014;
0;2;10;1;20;5;469.0;68.0;68.0;74.0;65.0;62.0;62.0;67.0;0;65.0;89.0;20;3;10;3;2014;
0;2;9;1;20;5;460.0;71.0;71.0;74.0;65.0;62.0;62.0;67.0;0;58.0;68.0;17;2;10;3;2014;
0;1;20;1;208;7;468.0;74.0;74.0;66.0;88.0;60.0;60.0;61.0;0;55.0;58.0;10;6;10;2;2014;
0;2;10;1;20;5;445.0;83.0;83.0;70.0;65.0;56.0;56.0;57.0;0;55.0;48.0;10;3;10;3;2014;
0;1;18;1;20;5;457.0;68.0;68.0;74.0;77.0;54.0;54.0;55.0;0;53.0;80.0;8;3;10;3;2014;
0;2;19;1;20;5;436.0;65.0;65.0;86.0;59.0;58.0;58.0;53.0;0;56.0;51.0;20;5;10;1;2014;
0;2;10;1;20;5;447.0;68.0;68.0;80.0;59.0;58.0;58.0;64.0;0;53.0;71.0;18;3;10;2;2014;
0;1;11;1;20;5;449.0;65.0;65.0;80.0;76.0;58.0;58.0;61.0;0;52.0;63.0;12;5;10;3;2014;
0;2;17;1;20;5;462.0;65.0;65.0;74.0;65.0;65.0;65.0;71.0;0;53.0;74.0;4;3;10;3;2014;
0;1;8;1;20;5;451.0;75.0;75.0;70.0;77.0;56.0;56.0;57.0;0;53.0;54.0;20;3;10;2;2014;
1;1;20;1;43;7;477.0;68.0;68.0;65.0;77.0;64.0;64.0;65.0;0;66.0;66.0;6;6;10;3;2014;
