GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
1;2;10;1;20;5;466.51;70.26;70.26;57.99;56.4;54.54;54.54;49.05;0;63.91;69.92;8;3;10;2;2010;
0;2;6;1;20;5;465.4;70.11;70.11;53.43;54.3;58.8;58.8;52.77;0;53.59;52.09;20;6;10;3;2010;
0;0;10;0;0;0;446.71;70.38;70.38;58.4;43.3;60.02;60.02;54.55;0;52.48;57.27;8;4;10;2;2010;1
0;2;8;1;20;5;425.28;64.16;64.16;39.28;59.89;56.64;56.64;54.77;0;51.28;74.73;18;3;7;3;2010;
0;1;20;1;181;15;472.77;70.26;70.26;65.37;56.4;52.45;52.45;59.3;0;46.59;65.1;6;6;10;3;2010;
0;1;21;1;56;7;509.68;62.84;62.84;56.34;62.83;71.24;71.24;68.0;0;60.49;81.77;18;6;10;3;2010;
1;0;2;0;0;0;467.77;74.12;74.12;60.0;51.89;57.88;57.88;57.49;0;54.89;53.32;6;5;10;2;2010;
0;0;12;0;0;0;487.71;70.26;70.26;57.99;56.4;63.42;63.42;57.16;0;55.86;83.41;19;3;10;2;2010;
0;2;18;1;20;5;468.45;70.26;70.26;57.99;60.27;56.64;56.64;53.07;0;55.86;67.51;18;6;10;3;2010;
0;1;14;1;20;5;505.0;70.11;70.11;55.86;74.51;54.54;54.54;54.77;0;53.59;65.1;6;3;10;3;2010;2
0;1;9;1;20;5;466.5;70.26;70.26;53.11;70.81;54.54;54.54;47.0;0;39.52;65.1;16;4;10;2;2010;1
0;1;8;1;20;5;471.06;64.16;64.16;55.86;62.0;56.64;56.64;58.93;0;46.77;58.06;16;3;10;3;2010;
0;2;9;1;20;5;457.53;67.13;67.13;60.41;60.27;61.03;61.03;53.07;0;48.86;77.14;8;4;10;3;2010;
0;1;7;1;20;5;485.75;64.24;64.24;60.41;58.28;63.4;63.4;59.3;0;48.86;77.14;18;5;10;2;2010;2
0;1;8;1;20;5;474.1;70.11;70.11;63.1;57.93;58.8;58.8;56.82;0;49.02;69.92;7;3;10;3;2010;
0;1;10;1;20;5;441.96;67.01;67.01;63.1;54.3;52.45;52.45;56.82;0;49.02;56.48;20;3;10;2;2010;2
0;1;20;1;222;21;499.57;58.94;58.94;55.86;81.36;65.96;65.96;56.82;0;44.51;74.73;18;6;10;2;2010;
0;2;7;1;20;5;476.94;70.11;70.11;55.86;62.0;50.37;50.37;50.78;0;61.12;74.73;18;3;10;3;2010;
0;2;10;1;20;5;480.17;70.26;70.26;53.11;62.42;54.54;54.54;63.98;0;53.46;49.63;7;3;10;3;2010;
1;2;8;1;20;5;478.04;61.49;61.49;65.6;62.0;54.54;54.54;58.93;0;61.12;62.69;6;3;10;3;2010;
0;0;19;0;0;0;453.99;67.19;67.19;63.27;57.04;55.4;55.4;59.08;0;52.09;50.37;6;5;10;2;2010;2
0;1;7;1;20;5;492.45;88.88;88.88;58.27;56.08;61.03;61.03;54.77;0;37.24;53.32;10;3;10;2;2010;
0;1;10;1;20;5;484.24;95.93;95.93;46.84;59.25;53.22;53.22;49.87;0;55.47;44.74;10;3;10;3;2010;
0;1;8;1;20;5;477.22;73.76;73.76;65.37;62.42;52.45;52.45;61.56;0;51.14;47.17;20;6;10;2;2010;2
0;1;8;1;20;5;418.33;46.62;46.62;53.43;56.08;54.54;54.54;48.79;0;44.51;52.09;10;3;5;1;2010;
0;1;6;1;20;5;445.7;89.15;89.15;60.41;54.59;50.37;50.37;44.9;0;39.52;43.48;18;3;10;2;2010;2
0;2;6;1;20;5;490.98;77.8;77.8;53.11;62.42;61.03;61.03;47.0;0;58.36;61.22;9;5;10;3;2010;
0;1;18;1;20;5;483.79;61.53;61.53;55.56;62.42;56.64;56.64;57.16;0;48.86;50.86;8;3;10;2;2010;1
0;0;6;1;20;5;479.09;61.53;61.53;65.37;62.42;52.45;52.45;57.16;0;53.46;67.51;18;5;10;3;2010;2
0;1;19;1;20;5;511.0;67.13;67.13;60.41;64.8;54.6;54.6;66.64;0;55.86;62.69;16;5;10;1;2010;
0;2;15;1;20;5;482.12;70.26;70.26;60.41;75.13;54.54;54.54;61.56;0;53.46;94.47;10;3;10;2;2010;1
0;1;6;1;20;5;460.78;70.11;70.11;55.86;59.89;54.54;54.54;50.78;0;51.28;56.48;9;5;10;2;2010;
0;1;16;1;20;5;470.65;73.76;73.76;60.41;64.8;56.64;56.64;51.06;0;53.46;50.86;8;2;10;3;2010;2
0;1;14;1;20;5;469.52;70.26;70.26;57.99;62.42;58.8;58.8;51.06;0;46.59;67.51;20;2;10;3;2010;
0;0;8;0;0;0;458.77;74.56;74.56;58.4;57.04;57.65;57.65;56.75;0;54.45;47.79;15;3;10;2;2010;
0;2;16;1;20;5;490.84;67.01;67.01;63.1;64.33;58.84;58.84;52.77;0;53.59;74.73;7;3;10;3;2010;
0;1;20;1;73;15;469.75;67.01;67.01;55.86;62.0;56.64;56.64;56.82;0;49.02;48.4;5;5;10;2;2010;
0;1;20;1;181;15;461.8;70.26;70.26;55.56;52.83;52.45;52.45;57.16;0;51.14;61.22;11;6;4;1;2010;
0;2;18;1;20;5;470.02;70.11;70.11;55.86;67.0;58.84;58.84;69.2;0;53.59;74.73;7;3;10;2;2010;
0;2;18;1;20;5;467.13;77.8;77.8;60.41;58.28;61.03;61.03;47.0;0;44.29;58.06;10;3;10;2;2010;1
0;2;11;1;20;5;504.01;70.11;70.11;60.67;67.0;50.37;50.37;56.82;0;51.28;69.92;12;5;10;2;2010;
0;2;18;1;20;5;457.44;67.01;67.01;58.27;56.08;56.64;56.64;58.93;0;42.19;50.86;10;5;10;3;2010;
0;0;6;1;20;5;501.71;67.01;67.01;53.43;54.3;54.54;54.54;63.55;0;61.12;79.55;10;5;10;3;2010;
0;1;10;1;20;5;465.32;55.8;55.8;63.43;54.05;57.14;57.14;68.0;0;51.78;51.56;20;3;10;3;2010;
0;0;10;0;0;0;463.19;64.24;64.24;55.56;62.42;56.64;56.64;53.07;0;48.86;65.1;10;3;10;2;2010;
0;2;20;1;56;7;468.11;67.13;67.13;50.58;67.52;58.8;58.8;55.09;0;46.59;72.32;11;6;10;1;2010;
1;2;16;1;20;5;454.29;67.01;67.01;55.86;59.89;56.64;56.64;50.78;0;53.59;62.69;5;3;10;3;2010;
0;2;11;1;20;5;470.16;64.24;64.24;53.11;54.59;61.03;61.03;63.98;0;41.95;50.86;20;3;10;3;2010;1
0;1;9;1;20;5;444.52;56.43;56.43;67.99;52.83;52.45;52.45;47.0;0;53.46;65.1;11;4;10;2;2010;
1;1;8;1;20;5;463.46;64.24;64.24;57.99;49.37;54.54;54.54;57.16;0;53.46;74.73;20;3;10;2;2010;
0;1;6;1;20;5;442.98;65.16;65.16;61.41;54.01;57.32;57.32;55.99;0;55.47;67.6;8;3;10;2;2010;2
0;2;10;1;20;5;454.11;64.16;64.16;60.67;54.3;54.54;54.54;46.76;0;51.28;52.09;11;2;10;3;2010;
0;2;10;1;20;5;474.39;61.53;61.53;55.56;60.27;56.64;56.64;53.07;0;51.14;59.64;9;3;10;3;2010;2
1;2;7;1;20;5;476.36;73.76;73.76;45.15;56.4;63.4;63.4;55.09;0;55.86;69.92;11;4;10;4;2010;2
1;1;8;1;20;5;455.97;55.8;55.8;63.43;52.46;63.33;63.33;51.89;0;53.94;60.2;10;3;10;3;2010;1
0;2;20;1;65;15;472.04;64.24;64.24;53.11;62.42;56.64;56.64;66.64;0;46.59;83.41;20;6;10;1;2010;
0;1;14;1;20;5;451.88;73.76;73.76;53.11;62.42;50.47;50.47;55.09;0;46.59;67.51;20;3;10;3;2010;
0;1;8;1;20;5;459.42;67.13;67.13;55.56;56.4;54.6;54.6;57.16;0;41.95;62.69;8;5;10;2;2010;
0;1;6;1;20;5;484.24;67.13;67.13;55.56;52.83;48.26;48.26;61.56;0;51.14;79.55;10;6;10;2;2010;
0;0;11;1;20;5;438.76;70.26;70.26;60.41;54.59;50.47;50.47;53.07;0;39.52;83.41;10;5;10;2;2010;
0;1;10;1;20;5;433.15;73.57;73.57;55.86;54.3;56.64;56.64;52.77;0;44.51;43.48;11;5;10;2;2010;1
0;1;10;1;20;5;471.63;64.24;64.24;53.11;58.28;61.03;61.03;63.98;0;44.29;88.94;20;3;10;3;2010;
0;0;10;0;0;0;464.38;68.03;68.03;63.26;59.56;67.22;67.22;53.65;0;33.5;54.64;10;3;10;3;2010;1
0;2;11;1;20;5;480.95;63.73;63.73;59.61;64.78;56.57;56.57;57.84;0;44.72;67.6;12;3;10;3;2010;
0;0;10;0;0;0;466.32;68.11;68.11;48.62;55.74;56.52;56.52;55.46;0;66.85;62.69;20;3;10;2;2010;
0;0;20;0;0;0;451.57;62.48;62.48;66.01;53.73;58.49;58.49;53.65;0;46.23;44.92;11;6;10;2;2010;
0;0;10;0;0;0;445.05;65.27;65.27;53.74;48.74;52.61;52.61;57.54;0;56.17;46.35;12;3;6;3;2010;
0;0;1;0;0;0;474.32;59.93;59.93;58.78;59.76;54.57;54.57;59.74;0;53.66;59.9;20;5;10;2;2010;2
0;1;5;1;20;5;438.17;73.57;73.57;53.43;56.08;54.54;54.54;50.78;0;46.77;67.51;4;6;10;2;2010;2
1;0;20;0;0;0;450.47;65.19;65.19;53.06;57.48;62.84;62.84;43.87;0;58.95;54.64;18;6;10;3;2010;
0;1;10;1;20;5;441.23;67.13;67.13;57.99;49.37;54.54;54.54;55.09;0;46.59;49.63;20;5;10;2;2010;
0;0;20;0;0;0;460.16;62.48;62.48;53.06;53.73;54.57;54.57;55.63;0;61.53;58.59;10;6;10;1;2010;
0;1;8;1;20;5;437.21;69.99;69.99;56.51;54.01;53.22;53.22;45.64;0;46.04;49.65;20;3;10;3;2010;
0;2;11;1;20;5;438.08;64.24;64.24;60.41;54.59;54.6;54.6;49.05;0;36.95;54.9;20;5;10;3;2010;
0;2;10;1;20;5;465.88;60.49;60.49;64.0;55.7;57.32;57.32;58.09;0;50.76;62.69;10;4;10;4;2010;2
0;0;20;0;0;0;448.03;68.11;68.11;58.78;59.76;44.17;44.17;51.5;0;58.71;59.9;20;5;10;3;2010;
0;0;10;0;0;0;481.07;71.12;71.12;58.78;62.07;58.49;58.49;71.4;0;56.17;46.35;10;3;10;2;2010;
0;0;20;0;0;0;467.73;74.33;74.33;55.56;71.93;52.61;52.61;45.9;0;56.42;57.27;10;6;10;3;2010;
1;2;20;1;38;14;483.17;67.01;67.01;58.27;64.33;52.45;52.45;69.2;0;53.59;83.41;20;6;10;2;2010;2
1;2;14;1;20;5;439.26;70.11;70.11;58.27;50.85;46.1;46.1;42.51;0;49.02;45.94;11;3;10;3;2010;
0;2;20;1;67;28;490.42;72.55;72.55;72.97;65.59;51.21;51.21;62.54;0;46.04;83.41;7;3;10;3;2010;
0;2;20;1;67;28;447.38;67.13;67.13;60.41;51.1;52.45;52.45;53.07;0;48.86;49.63;20;3;10;3;2010;
0;0;10;0;0;0;435.42;71.05;71.05;60.63;32.49;62.61;62.61;51.72;0;33.5;77.14;8;5;10;2;2010;2
0;0;20;0;0;0;451.43;63.76;63.76;52.72;67.3;55.65;55.65;55.27;0;56.81;46.06;21;6;10;2;2010;
0;0;10;0;0;0;459.61;62.56;62.56;58.78;53.91;62.84;62.84;59.74;0;48.58;62.69;20;3;10;2;2010;2
0;1;12;1;20;5;453.64;61.53;61.53;53.11;60.27;61.03;61.03;55.09;0;44.29;53.32;8;3;10;3;2010;2
0;1;20;1;171;9;454.55;56.46;56.46;60.67;56.08;54.54;54.54;61.16;0;51.28;65.1;8;6;10;1;2010;
0;1;12;1;20;5;402.66;51.11;51.11;54.01;48.36;51.43;51.43;58.72;0;48.67;52.42;20;5;5;2;2010;
0;1;12;1;20;5;430.18;77.58;77.58;50.94;56.08;54.6;54.6;48.79;0;46.77;48.4;20;3;10;3;2010;
0;1;20;2;60;22;388.14;55.7;55.7;42.78;45.02;60.02;60.02;48.23;0;52.13;53.32;8;6;7;1;2010;
0;2;17;1;20;5;459.35;61.49;61.49;60.67;56.08;50.37;50.37;54.77;0;39.79;54.9;20;4;10;3;2010;2
0;2;17;1;20;5;439.5;70.11;70.11;50.94;62.0;58.8;58.8;48.79;0;34.5;59.64;7;3;10;3;2010;2
0;1;20;1;1;21;460.16;60.48;60.48;61.03;52.46;61.16;61.16;51.89;0;53.94;62.81;20;6;10;1;2010;
0;2;10;1;20;5;436.91;76.15;76.15;53.45;53.84;47.18;47.18;53.84;0;44.33;57.13;10;3;10;3;2010;2
0;0;20;0;0;0;455.67;59.86;59.86;53.06;55.55;62.61;62.61;62.19;0;51.42;46.35;20;6;10;2;2010;
0;0;20;0;0;0;462.89;62.48;62.48;47.97;57.48;60.74;60.74;51.72;0;56.42;74.73;20;6;10;4;2010;
0;2;10;1;20;5;440.57;77.8;77.8;50.58;58.28;48.26;48.26;47.0;0;44.29;48.4;10;3;10;3;2010;
0;2;20;3;16;28;449.45;77.8;77.8;45.15;47.62;54.54;54.54;57.16;0;48.86;61.22;7;6;10;3;2010;
0;0;13;0;0;0;407.27;71.12;71.12;58.78;53.91;54.57;54.57;55.46;0;40.17;43.48;8;3;10;3;2010;2
1;0;20;0;0;0;439.9;62.48;62.48;55.56;55.55;64.83;64.83;39.49;0;58.95;54.64;18;3;10;3;2010;
1;1;20;1;181;15;454.97;70.26;70.26;50.58;54.59;50.37;50.37;49.05;0;48.86;58.06;18;6;10;2;2010;
0;0;2;0;0;0;460.73;70.5;70.5;49.23;45.74;59.82;59.82;59.44;0;56.96;57.27;7;5;10;3;2010;
0;0;10;0;0;0;461.02;58.3;58.3;63.27;55.14;65.43;65.43;61.56;0;49.72;51.23;7;5;10;2;2010;
0;0;7;0;0;0;440.57;62.56;62.56;58.78;53.91;58.49;58.49;47.62;0;56.17;59.9;8;6;10;2;2010;
0;0;15;0;0;0;475.43;71.12;71.12;61.34;57.67;62.61;62.61;51.5;0;56.17;55.95;19;3;10;2;2010;
0;0;17;0;0;0;487.14;72.5;72.5;58.23;61.3;60.8;60.8;84.33;0;41.86;73.83;9;7;10;2;2010;
0;0;20;0;0;0;459.55;54.74;54.74;63.26;53.73;62.61;62.61;47.86;0;53.93;47.79;8;6;10;2;2010;
0;0;20;0;0;0;428.19;62.56;62.56;63.99;50.44;48.57;48.57;55.46;0;40.17;47.79;20;3;10;2;2010;
1;0;20;0;0;0;460.44;65.27;65.27;61.34;52.15;60.51;60.51;55.46;0;58.71;42.76;6;3;10;2;2010;
0;0;20;0;0;0;447.43;57.34;57.34;58.78;47.05;60.74;60.74;57.54;0;48.58;50.66;4;6;10;2;2010;
0;1;20;1;69;19;416.32;46.45;46.45;50.58;51.1;52.45;52.45;49.05;0;44.29;45.94;11;6;5;1;2010;2
0;1;8;1;20;5;450.58;70.11;70.11;55.86;54.3;52.45;52.45;52.77;0;46.77;72.32;5;3;10;3;2010;
0;2;20;1;90;30;471.55;62.84;62.84;56.34;54.05;59.11;59.11;68.0;0;56.09;81.77;11;6;10;2;2010;1
0;0;20;0;0;0;446.04;66.83;66.83;55.16;43.56;55.65;55.65;53.11;0;52.09;46.06;20;5;10;2;2010;1
0;2;20;1;56;7;430.05;64.24;64.24;55.56;67.52;48.26;48.26;47.0;0;36.95;54.9;19;6;10;2;2010;2
0;0;20;0;0;0;465.08;79.77;79.77;48.79;57.72;58.39;58.39;53.91;0;48.54;53.84;8;3;10;3;2010;
0;1;20;1;181;15;441.42;62.52;62.52;60.98;53.94;51.43;51.43;58.72;0;52.99;39.16;20;6;10;2;2010;
0;2;20;1;211;15;435.76;67.13;67.13;62.86;52.83;56.64;56.64;55.09;0;41.95;50.86;7;6;10;3;2010;
0;0;10;0;0;0;469.58;65.27;65.27;56.25;59.76;56.52;56.52;55.46;0;61.3;52.09;20;3;10;3;2010;
0;1;7;1;20;5;431.92;61.4;61.4;55.85;57.36;56.79;56.79;51.94;0;36.44;45.98;8;5;10;2;2010;2
0;0;7;0;0;0;457.85;68.11;68.11;45.94;55.74;62.61;62.61;47.62;0;66.85;57.27;10;3;10;3;2010;2
0;2;18;1;20;5;449.52;62.82;62.82;64.0;61.18;53.22;53.22;60.25;0;43.59;79.55;20;3;10;3;2010;2
0;1;6;1;20;5;442.66;58.94;58.94;58.27;50.85;56.64;56.64;48.79;0;46.77;59.64;9;3;10;1;2010;
0;1;7;1;20;5;448.18;64.16;64.16;53.43;57.93;54.54;54.54;50.78;0;49.02;52.09;16;5;10;2;2010;
1;0;16;0;0;0;448.93;82.16;82.16;45.3;51.98;64.83;64.83;64.77;0;48.87;69.92;8;5;10;2;2010;
0;1;8;1;20;5;443.6;67.13;67.13;55.56;45.83;52.45;52.45;63.98;0;44.29;39.05;11;3;10;2;2010;3
0;0;20;0;0;0;429.11;65.27;65.27;58.78;52.15;48.57;48.57;64.74;0;48.58;43.48;8;5;10;2;2010;
0;0;9;0;0;0;459.19;74.32;74.32;58.4;53.36;51.14;51.14;56.75;0;49.72;66.91;10;4;10;3;2010;
0;2;8;1;20;5;444.4;61.49;61.49;58.27;57.93;54.54;54.54;48.79;0;49.02;59.64;20;3;10;3;2010;
0;1;20;1;146;15;461.65;64.16;64.16;53.43;62.0;58.84;58.84;56.82;0;55.96;59.64;11;6;10;2;2010;
0;0;6;0;0;0;452.27;62.48;62.48;60.63;59.56;56.52;56.52;59.85;0;46.23;43.48;21;5;10;2;2010;
1;1;4;1;20;5;415.23;53.95;53.95;45.15;54.59;58.84;58.84;44.9;0;51.14;54.9;11;4;6;2;2010;1
0;1;6;1;20;5;463.25;73.57;73.57;53.43;59.89;50.37;50.37;56.82;0;46.77;72.32;10;5;10;2;2010;
0;0;20;0;0;0;429.6;68.03;68.03;60.63;50.26;56.52;56.52;51.72;0;51.42;43.48;16;6;10;1;2010;
1;2;1;1;20;5;440.54;67.01;67.01;58.27;56.08;52.45;52.45;52.77;0;58.46;72.32;21;5;10;3;2010;
0;1;20;1;222;21;438.34;62.52;62.52;63.26;60.51;44.61;44.61;56.94;0;55.13;50.67;20;6;10;2;2010;
0;2;19;1;20;5;460.21;69.99;69.99;58.93;52.34;61.76;61.76;55.99;0;53.1;52.09;8;5;10;2;2010;
0;1;8;1;20;5;453.25;64.24;64.24;50.58;54.59;54.6;54.6;51.06;0;55.86;56.48;6;3;10;2;2010;
0;0;20;0;0;0;464.21;62.48;62.48;55.56;53.73;62.61;62.61;51.72;0;58.95;43.48;1;6;10;3;2010;
0;1;7;1;20;5;442.88;64.16;64.16;60.67;56.08;46.1;46.1;50.78;0;46.77;47.17;12;5;10;2;2010;
1;2;13;3;20;5;457.37;59.86;59.86;60.63;67.7;50.62;50.62;53.65;0;53.93;65.1;4;6;10;2;2010;3
0;0;20;0;0;0;477.59;73.57;73.57;45.57;62.0;54.54;54.54;66.19;0;49.02;67.51;10;3;10;2;2010;
1;2;10;1;20;5;448.1;61.53;61.53;57.99;54.59;54.54;54.54;53.07;0;55.86;83.41;19;3;10;2;2010;
0;0;20;0;0;0;430.25;57.29;57.29;60.63;57.48;56.52;56.52;43.87;0;51.42;52.09;20;6;10;2;2010;
0;1;20;1;51;23;432.86;61.53;61.53;55.56;56.4;58.8;58.8;55.09;0;31.12;45.94;11;4;4;2;2010;1
0;0;16;0;0;0;429.44;71.12;71.12;56.25;57.67;52.61;52.61;49.56;0;43.15;61.22;7;2;10;3;2010;
0;0;8;0;0;0;431.83;54.74;54.74;47.97;59.56;50.62;50.62;57.69;0;46.23;43.48;6;3;5;2;2010;2
0;0;20;0;0;0;474.0;71.05;71.05;45.3;57.48;58.71;58.71;59.85;0;64.21;50.66;6;5;10;3;2010;
1;1;8;1;20;5;480.94;64.24;64.24;45.15;51.1;58.8;58.8;61.56;0;63.91;47.17;14;3;10;2;2010;
0;2;17;1;20;5;440.62;64.16;64.16;53.43;57.93;58.8;58.8;46.76;0;49.02;61.22;15;3;10;3;2010;
0;2;8;1;20;5;461.13;58.94;58.94;55.56;58.28;54.6;54.6;53.07;0;58.36;58.06;20;6;10;3;2010;
0;0;20;0;0;0;422.17;57.34;57.34;53.74;57.67;52.61;52.61;49.56;0;56.17;47.79;18;5;4;2;2010;
0;1;20;1;181;15;486.4;61.53;61.53;53.11;60.27;52.45;52.45;61.56;0;55.86;74.73;16;7;10;99;2010;
0;2;11;1;20;5;467.45;61.49;61.49;58.27;57.93;61.03;61.03;56.82;0;53.59;67.51;6;5;10;2;2010;
0;0;10;0;0;0;444.24;63.73;63.73;52.53;59.94;56.57;56.57;53.85;0;53.52;55.84;11;3;10;3;2010;2
0;0;16;0;0;0;440.37;71.05;71.05;60.63;41.56;58.49;58.49;51.72;0;33.5;57.27;19;2;10;3;2010;2
0;2;20;1;41;15;446.64;56.43;56.43;55.56;70.81;56.64;56.64;57.16;0;39.52;72.32;16;7;10;5;2010;
0;0;20;0;0;0;495.36;70.23;70.23;57.57;64.14;62.78;62.78;57.49;0;59.21;71.12;4;6;10;3;2010;
1;0;16;0;0;0;453.1;68.11;68.11;48.62;57.67;56.52;56.52;57.54;0;53.66;77.14;8;3;10;3;2010;2
0;2;18;1;20;5;473.28;77.8;77.8;47.95;60.27;56.64;56.64;66.64;0;53.46;88.94;20;5;10;2;2010;2
0;2;1;1;20;5;452.93;64.24;64.24;57.99;58.28;58.84;58.84;51.06;0;55.86;40.45;4;5;10;3;2010;2
0;1;12;1;20;5;472.48;67.13;67.13;53.11;58.28;63.4;63.4;59.3;0;48.86;83.41;19;3;10;3;2010;
0;2;20;1;56;7;463.15;61.4;61.4;58.23;41.62;58.76;58.76;62.36;0;47.08;49.65;10;4;10;1;2010;
0;0;10;0;0;0;443.56;65.19;65.19;47.97;57.48;62.61;62.61;59.85;0;43.46;43.48;13;3;10;3;2010;
1;1;20;1;227;15;448.43;58.94;58.94;55.56;62.42;50.37;50.37;57.16;0;53.46;40.45;8;5;10;1;2010;
0;0;20;0;0;0;451.32;61.49;61.49;48.33;54.3;65.94;65.94;54.77;0;39.79;52.09;8;6;10;3;2010;
0;1;11;1;20;5;451.1;64.24;64.24;50.58;52.83;54.54;54.54;51.06;0;46.59;49.63;20;5;10;2;2010;
0;1;8;1;20;5;443.98;51.6;51.6;58.27;52.57;65.94;65.94;52.77;0;44.51;56.48;6;5;10;2;2010;
0;1;16;1;20;5;438.39;64.24;64.24;50.58;54.59;58.8;58.8;53.07;0;46.59;59.64;6;5;10;2;2010;
0;0;6;0;0;0;437.04;59.93;59.93;53.74;52.15;60.51;60.51;51.5;0;56.17;74.73;17;5;10;3;2010;
0;2;11;1;20;5;529.18;88.79;88.79;69.72;87.29;70.74;70.74;69.65;0;65.24;88.85;20;2;10;3;2011;2
1;2;9;1;20;5;509.71;99.48;99.48;75.93;69.64;59.4;59.4;66.77;0;66.58;89.24;8;3;10;3;2011;
0;1;20;1;168;29;480.0;69.01;69.01;69.72;61.96;70.87;70.87;63.99;0;72.54;58.47;20;6;10;1;2011;2
0;1;18;1;20;5;484.84;66.17;66.17;76.27;86.89;59.4;59.4;68.87;0;57.9;71.98;8;3;10;2;2011;
1;1;16;1;20;5;509.44;74.62;74.62;69.72;72.45;70.74;70.74;83.7;0;71.0;94.05;13;2;10;3;2011;
0;1;6;1;20;5;488.94;75.41;75.41;66.68;64.44;70.87;70.87;75.95;0;63.68;79.81;20;5;10;2;2011;
0;0;11;0;0;0;466.67;74.62;74.62;75.93;82.67;50.45;50.45;72.69;0;47.74;68.41;4;5;10;2;2011;
0;2;6;1;20;5;478.89;79.26;79.26;69.72;64.44;77.28;77.28;72.69;0;57.9;60.44;20;5;10;2;2011;
0;2;16;1;20;5;505.79;69.01;69.01;69.72;78.83;67.92;67.92;72.69;0;75.71;88.85;8;2;10;3;2011;
0;2;14;1;20;5;507.21;66.17;66.17;76.27;78.39;65.03;65.03;78.77;0;75.71;71.98;20;4;10;2;2011;
0;1;21;1;20;5;477.23;68.39;68.39;76.27;63.93;62.11;62.11;71.9;0;62.46;75.1;15;3;10;3;2011;
0;1;20;1;1;21;535.95;78.36;78.36;69.72;66.99;73.83;73.83;95.26;0;74.04;69.93;8;6;10;2;2011;2
0;2;17;3;20;5;493.92;75.41;75.41;66.68;78.83;65.03;65.03;69.65;0;63.68;75.1;7;4;10;2;2011;
0;2;18;1;20;5;478.36;71.35;71.35;66.93;71.97;77.1;77.1;65.98;0;62.46;58.01;16;5;10;2;2011;
0;2;10;1;20;5;516.49;66.17;66.17;69.72;82.67;65.03;65.03;79.57;0;72.54;58.01;8;3;10;3;2011;
0;2;8;1;20;5;476.83;79.26;79.26;66.93;71.97;67.92;67.92;65.98;0;57.9;68.41;8;1;10;3;2011;
0;1;16;1;20;5;486.13;69.01;69.01;69.98;71.97;70.87;70.87;65.98;0;63.68;85.05;8;3;10;3;2011;
0;2;8;1;20;5;491.82;75.41;75.41;72.78;75.48;65.03;65.03;79.57;0;63.68;47.15;16;3;10;3;2011;
0;2;20;1;65;15;490.85;82.87;82.87;76.27;82.24;59.27;59.27;71.9;0;62.46;79.4;20;6;10;2;2011;
1;1;14;1;20;5;475.72;74.62;74.62;66.68;66.99;77.1;77.1;66.77;0;53.93;59.21;20;5;10;2;2011;
0;1;6;1;20;5;464.76;75.41;75.41;69.98;71.97;67.92;67.92;60.48;0;63.68;54.45;21;5;10;2;2011;
0;1;2;1;20;5;490.32;72.05;72.05;75.93;78.83;59.4;59.4;75.95;0;63.68;49.66;13;2;10;2;2011;
0;1;6;1;20;5;468.03;78.36;78.36;69.72;61.96;67.8;67.8;69.65;0;62.46;62.94;18;6;10;3;2011;
0;2;8;1;20;5;486.04;79.26;79.26;63.86;78.39;70.87;70.87;65.98;0;60.81;58.01;10;3;10;3;2011;
0;2;20;1;181;15;470.26;71.35;71.35;76.27;59.0;64.91;64.91;78.77;0;59.66;45.84;8;6;10;2;2011;
1;0;13;0;0;0;487.23;98.19;98.19;60.76;82.24;73.83;73.83;55.09;0;56.82;75.1;16;3;10;3;2011;
1;2;10;1;20;5;525.8;71.35;71.35;66.68;82.67;70.74;70.74;72.69;0;80.75;102.61;11;1;10;2;2011;
0;2;20;1;181;15;503.48;75.41;75.41;76.27;69.14;70.87;70.87;78.77;0;63.68;77.13;10;6;10;2;2011;
0;2;18;1;20;5;483.28;66.17;66.17;72.78;75.48;70.87;70.87;72.69;0;60.81;64.24;10;4;10;2;2011;1
0;1;20;1;181;15;481.45;88.79;88.79;63.86;61.43;62.11;62.11;75.16;0;65.24;53.27;10;6;10;3;2011;
0;1;8;1;20;5;485.76;82.87;82.87;66.68;75.48;62.11;62.11;63.99;0;62.46;67.41;20;3;10;2;2011;
0;2;20;1;205;4;430.78;66.17;66.17;60.76;69.14;59.4;59.4;52.34;0;60.81;59.67;1;6;5;1;2011;
0;1;15;1;20;5;462.5;68.39;68.39;86.86;66.48;64.91;64.91;63.2;0;56.82;61.66;20;3;10;3;2011;
0;2;10;1;20;5;467.54;82.87;82.87;72.78;75.48;56.41;56.41;66.77;0;59.66;64.24;11;3;10;3;2011;
0;1;20;1;181;15;448.37;75.41;75.41;79.58;69.14;67.92;67.92;52.34;0;48.66;50.87;8;5;10;2;2011;
0;2;16;1;20;5;481.3;74.62;74.62;73.09;61.43;64.91;64.91;75.16;0;62.46;61.66;11;2;10;3;2011;
0;1;20;1;11;3;510.03;79.26;79.26;76.27;86.89;80.86;80.86;63.2;0;63.68;77.13;20;3;10;2;2011;
