LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
8;431.0;65.0;62.0;55.0;54.0;8;29.743589743589745;3;31;13;18;6;3;3;1;4;2;23.666666666666668;3;28.0;3;2;26.0;3;3;41.0;1;1;39.0;1;2;39.0;1;1;0.0;0;2;1;27.533333333333335
20;473.0;73.0;70.0;68.0;94.0;8;33.48717948717949;1;17;13;4;6;5;1;1;4;9;32.0;1;30.0;1;2;42.0;1;3;38.0;1;1;22.666666666666668;3;2;38.0;1;1;0.0;0;2;1;6.238095238095239
20;474.0;74.0;74.0;83.0;63.0;20;7.538461538461538;0;13;13;0;6;0;6;2;4;9;2.0;1;10.0;1;2;9.0;1;3;15.0;1;1;12.0;1;2;4.0;1;1;0.0;0;2;1;0.0
8;405.0;52.0;66.0;53.0;52.0;8;34.4;1;19;15;4;7;6;1;1;4;11;26.5;2;31.0;1;2;30.0;1;3;42.0;1;1;41.0;1;2;36.0;1;1;49.0;1;2;2;30.666666666666668
8;408.0;70.0;61.0;63.0;57.0;20;30.307692307692307;2;23;13;10;6;5;1;1;4;9;25.0;2;30.0;1;2;30.333333333333332;3;3;39.0;1;1;37.0;1;2;30.0;1;1;0.0;0;2;1;23.923076923076923
20;416.0;75.0;66.0;51.0;75.0;10;34.733333333333334;0;15;15;0;7;7;0;1;4;2;32.0;1;39.0;1;2;32.0;1;3;39.0;1;1;35.0;1;2;30.0;1;1;40.0;1;2;2;31.9
10;410.0;57.0;63.0;55.0;46.0;10;9.948717948717947;5;37;13;24;6;1;5;1;4;9;4.333333333333333;3;9.0;3;2;5.666666666666667;3;3;34.0;1;1;16.0;3;2;11.0;3;1;0.0;0;2;1;0.0
20;425.0;68.0;70.0;53.0;74.0;11;25.346153846153847;4;32;13;19;6;2;4;1;4;2;21.0;3;21.0;3;2;26.0;3;3;23.5;2;1;36.0;1;2;30.0;1;1;0.0;0;2;1;28.666666666666668
6;382.0;60.0;66.0;54.0;43.0;19;13.333333333333334;3;31;13;18;6;3;3;1;4;9;2.0;3;30.0;1;2;8.0;3;3;36.0;1;1;6.666666666666667;3;2;32.0;1;1;0.0;0;2;1;3.75
7;355.0;80.0;0.0;66.0;73.0;7;30.23076923076923;2;23;13;10;6;4;2;1;4;12;25.0;3;29.5;2;2;30.0;1;3;36.0;1;1;38.0;1;2;32.0;1;1;0.0;0;2;1;26.2
20;339.0;72.0;0.0;68.0;63.0;20;28.846153846153847;2;20;13;7;6;4;2;2;4;11;22.0;2;30.0;1;2;27.0;2;3;40.0;1;1;38.0;1;2;30.0;1;1;0.0;0;2;2;31.633333333333333
7;335.0;80.0;0.0;66.0;49.0;20;32.93333333333333;2;23;15;8;7;5;2;1;4;2;30.0;1;29.0;2;2;27.0;3;3;37.0;1;1;38.0;1;2;32.0;1;1;45.0;1;2;2;33.36666666666667
20;343.0;67.0;0.0;69.0;68.0;20;27.692307692307693;0;13;13;0;6;4;2;2;4;9;15.0;1;18.0;1;2;33.0;1;3;40.0;1;1;44.0;1;2;37.0;1;1;0.0;0;2;1;0.0
8;364.0;63.0;0.0;76.0;82.0;8;20.53846153846154;4;22;13;9;6;2;4;1;4;13;9.5;2;13.0;2;2;31.0;1;3;30.0;1;1;27.0;2;2;26.0;2;1;0.0;0;2;1;25.5
12;342.0;76.0;0.0;66.0;77.0;12;40.61538461538461;0;13;13;0;6;6;0;1;4;2;42.0;1;36.0;1;2;44.0;1;3;42.0;1;1;40.0;1;2;34.0;1;1;0.0;0;2;2;36.53333333333333
10;348.0;62.0;0.0;78.0;68.0;10;40.86666666666667;0;15;15;0;7;7;0;1;4;2;36.0;1;33.0;1;2;46.0;1;3;43.0;1;1;45.0;1;2;36.0;1;1;48.0;1;2;2;38.55882352941177
1;349.0;79.0;0.0;67.0;61.0;1;40.93333333333333;0;15;15;0;7;7;0;1;4;2;35.0;1;34.0;1;2;46.0;1;3;46.0;1;1;45.0;1;2;38.0;1;1;47.0;1;2;2;37.588235294117645
11;342.0;78.0;0.0;74.0;74.0;10;39.07692307692308;0;13;13;0;6;6;0;1;4;11;32.0;1;36.0;1;2;48.0;1;3;40.0;1;1;47.0;1;2;30.0;1;1;0.0;0;2;2;30.833333333333332
14;332.0;70.0;0.0;78.0;59.0;3;40.46153846153846;0;13;13;0;6;6;0;1;4;11;42.0;1;35.0;1;2;45.0;1;3;42.0;1;1;40.0;1;2;31.0;1;1;0.0;0;2;2;34.666666666666664
7;379.0;67.0;0.0;78.0;73.0;7;19.076923076923077;3;20;13;7;6;3;3;1;4;9;2.0;2;36.0;1;2;30.0;1;3;39.0;1;1;15.5;2;2;8.0;2;1;0.0;0;2;1;14.25
16;345.0;84.0;0.0;66.0;67.0;16;39.13333333333333;0;15;15;0;7;7;0;1;4;11;37.0;1;35.0;1;2;45.0;1;3;46.0;1;1;33.0;1;2;36.0;1;1;43.0;1;2;2;34.46666666666667
8;340.0;65.0;0.0;76.0;62.0;8;38.4;1;16;15;1;7;7;0;1;4;2;40.0;1;36.0;1;2;42.0;1;3;42.0;1;1;40.0;1;2;30.0;2;1;33.0;1;2;2;31.5
20;334.0;77.0;0.0;69.0;58.0;20;44.2;0;15;15;0;7;7;0;1;4;2;39.0;1;37.0;1;2;49.0;1;3;47.0;1;1;50.0;1;2;39.0;1;1;50.0;1;2;2;35.5
8;349.0;78.0;0.0;65.0;74.0;8;41.0;0;13;13;0;6;6;0;1;4;2;35.0;1;35.0;1;2;46.0;1;3;46.0;1;1;50.0;1;2;39.0;1;1;0.0;0;2;2;35.8
4;352.0;82.0;0.0;76.0;53.0;4;40.46666666666667;0;15;15;0;7;7;0;1;4;2;37.0;1;36.0;1;2;43.0;1;3;42.0;1;1;41.0;1;2;36.0;1;1;49.0;1;2;2;39.733333333333334
20;330.0;75.0;0.0;74.0;64.0;20;13.88888888888889;0;13;13;0;5;0;5;2;4;9;0.0;1;10.0;1;2;17.0;1;3;14.0;1;1;14.0;1;2;12.0;1;1;0.0;0;2;1;0.0
12;388.0;81.0;0.0;81.0;95.0;11;24.576923076923077;3;20;13;7;6;3;3;1;4;12;9.0;2;30.0;1;2;37.0;1;3;41.0;1;1;21.5;2;2;28.5;2;1;0.0;0;2;1;0.0
16;350.0;68.0;0.0;68.0;58.0;16;25.76923076923077;0;13;13;0;6;2;4;2;4;9;12.0;1;28.0;1;2;38.0;1;3;36.0;1;1;28.0;1;2;25.0;1;1;0.0;0;2;1;0.0
15;347.0;71.0;0.0;72.0;70.0;8;44.733333333333334;0;15;15;0;7;7;0;1;4;2;42.0;1;36.0;1;2;48.0;1;3;47.0;1;1;50.0;1;2;40.0;1;1;50.0;1;2;2;36.970588235294116
10;342.0;67.0;0.0;72.0;53.0;11;33.41111111111111;2;24;15;9;7;5;2;1;4;2;20.666666666666668;3;31.0;1;2;43.0;1;3;37.0;1;1;31.0;1;2;28.5;2;1;50.0;1;2;2;30.333333333333332
20;410.0;93.0;0.0;83.0;97.0;20;41.4;0;15;15;0;7;7;0;1;4;2;36.0;1;43.0;1;2;46.0;1;3;39.0;1;1;44.0;1;2;30.0;1;1;48.0;1;2;2;38.029411764705884
10;370.0;72.0;0.0;72.0;65.0;10;38.2;1;19;15;4;7;7;0;1;4;11;30.0;2;30.0;1;2;42.0;1;3;37.0;1;1;50.0;1;2;36.0;1;1;47.0;1;2;2;30.9
15;365.0;88.0;0.0;61.0;67.0;5;31.23076923076923;3;20;13;7;6;5;1;1;4;13;21.0;2;32.0;1;2;42.0;1;3;37.0;1;1;32.0;2;2;31.0;2;1;0.0;0;2;1;29.142857142857142
20;328.0;67.0;0.0;70.0;61.0;20;29.692307692307693;1;17;13;4;6;5;1;2;4;9;10.0;2;30.0;1;2;42.0;1;3;47.0;1;1;41.0;1;2;31.0;1;1;0.0;0;2;1;0.0
20;320.0;64.0;0.0;67.0;55.0;20;39.76923076923077;0;13;13;0;6;6;0;1;4;2;40.0;1;31.0;1;2;43.0;1;3;41.0;1;1;45.0;1;2;35.0;1;1;0.0;0;2;2;32.56666666666667
20;288.0;55.0;0.0;60.0;57.0;20;34.23076923076923;1;17;13;4;6;5;1;1;4;13;24.0;2;36.0;1;2;42.0;1;3;47.0;1;1;37.0;1;2;30.0;1;1;0.0;0;2;1;20.733333333333334
20;318.0;70.0;0.0;73.0;41.0;20;36.833333333333336;3;22;15;7;7;6;1;1;4;11;30.0;2;32.0;1;2;46.0;1;3;42.0;1;1;29.0;2;2;30.5;2;1;50.0;1;2;2;36.96666666666667
10;453.0;83.0;56.0;62.0;66.0;10;37.666666666666664;0;15;15;0;7;7;0;1;4;3;30.0;1;30.0;1;2;46.0;1;3;42.0;1;1;50.0;1;2;33.0;1;1;36.0;1;2;2;36.86666666666667
20;412.0;60.0;66.0;49.0;46.0;11;42.06666666666667;0;15;15;0;7;7;0;1;4;2;46.0;1;37.0;1;2;46.0;1;3;41.0;1;1;37.0;1;2;38.0;1;1;41.0;1;2;2;38.26470588235294
9;408.0;64.0;62.0;54.0;61.0;9;35.46153846153846;1;14;13;1;6;6;0;1;4;2;30.0;1;36.0;1;2;44.0;1;3;40.0;1;1;33.0;1;2;31.0;2;1;0.0;0;2;2;31.8
9;422.0;75.0;56.0;59.0;54.0;9;40.4;0;15;15;0;7;7;0;1;4;2;42.0;1;36.0;1;2;46.0;1;3;42.0;1;1;36.0;1;2;36.0;1;1;39.0;1;2;2;36.94117647058823
11;419.0;63.0;70.0;67.0;57.0;8;36.06666666666667;1;19;15;4;7;6;1;1;4;2;26.0;2;32.0;1;2;44.0;1;3;42.0;1;1;39.0;1;2;31.0;1;1;45.0;1;2;2;32.11764705882353
8;408.0;68.0;50.0;49.0;57.0;8;39.46666666666667;0;15;15;0;7;7;0;1;4;2;30.0;1;37.0;1;2;45.0;1;3;43.0;1;1;45.0;1;2;32.0;1;1;49.0;1;2;2;36.11764705882353
4;422.0;71.0;53.0;53.0;59.0;4;36.2;0;15;15;0;7;6;1;1;4;11;39.0;1;38.0;1;2;43.0;1;3;39.0;1;1;37.0;1;2;33.0;1;1;18.0;1;2;2;33.9
19;291.0;84.0;0.0;67.0;0.0;19;38.53333333333333;0;15;15;0;7;7;0;1;4;4;36.0;1;41.0;1;2;31.0;1;3;40.0;1;1;40.0;1;2;43.0;1;1;48.0;1;2;2;33.53333333333333
7;429.0;75.0;69.0;58.0;0.0;7;44.13333333333333;0;15;15;0;7;7;0;1;4;2;44.0;1;49.0;1;2;40.0;1;3;45.0;1;1;40.0;1;2;43.0;1;1;50.0;1;2;3;40.88235294117647
11;270.0;82.0;0.0;64.0;0.0;11;38.266666666666666;0;15;15;0;7;7;0;1;4;2;30.0;1;41.0;1;2;39.0;1;3;46.0;1;1;43.0;1;2;39.0;1;1;42.0;1;2;2;38.733333333333334
16;355.0;67.0;0.0;78.0;59.0;8;33.53846153846154;1;17;13;4;6;6;0;1;4;2;30.5;2;36.0;1;2;30.0;1;3;35.0;1;1;37.0;1;2;43.0;1;1;0.0;0;2;2;34.0
1;366.0;77.0;0.0;74.0;74.0;1;32.15384615384615;1;17;13;4;6;6;0;1;4;12;32.0;2;30.0;1;2;30.0;1;3;36.0;1;1;34.0;1;2;36.0;1;1;0.0;0;2;1;27.266666666666666
13;355.0;74.0;0.0;66.0;83.0;8;37.53333333333333;0;15;15;0;7;7;0;1;4;2;30.0;1;34.0;1;2;37.0;1;3;37.0;1;1;47.0;1;2;43.0;1;1;45.0;1;2;2;31.766666666666666
11;375.0;77.0;0.0;75.0;64.0;11;39.69230769230769;1;17;13;4;6;6;0;1;4;2;36.0;2;38.0;1;2;39.0;1;3;39.0;1;1;48.0;1;2;44.0;1;1;0.0;0;2;2;33.56666666666667
15;368.0;72.0;0.0;72.0;100.0;4;38.07692307692308;0;13;13;0;6;6;0;1;4;13;34.0;1;31.0;1;2;39.0;1;3;36.0;1;1;48.0;1;2;48.0;1;1;0.0;0;2;2;33.30769230769231
16;428.0;65.0;74.0;59.0;39.0;7;34.34615384615385;1;16;13;3;6;5;1;1;4;11;31.0;1;36.0;1;2;28.5;2;3;44.0;1;1;43.0;1;2;35.0;1;1;0.0;0;2;2;32.733333333333334
2;294.0;58.0;0.0;60.0;48.0;5;21.53846153846154;0;13;13;0;6;3;3;2;4;13;16.0;1;25.0;1;2;13.0;1;3;30.0;1;1;30.0;1;2;37.0;1;1;0.0;0;2;1;0.0
16;342.0;86.0;0.0;66.0;70.0;8;35.13333333333333;0;15;15;0;7;7;0;1;4;2;32.0;1;35.0;1;2;33.0;1;3;30.0;1;1;39.0;1;2;36.0;1;1;43.0;1;2;2;35.86666666666667
20;350.0;83.0;0.0;70.0;63.0;7;28.807692307692307;2;20;13;7;6;4;2;2;4;11;27.5;2;32.0;1;2;22.5;2;3;33.0;1;1;31.0;1;2;38.0;1;1;0.0;0;2;1;27.533333333333335
10;356.0;74.0;0.0;71.0;73.0;12;32.03846153846154;2;20;13;7;6;5;1;1;4;2;31.5;2;30.0;1;2;24.5;2;3;35.0;1;1;40.0;1;2;42.0;1;1;0.0;0;2;2;36.8
16;349.0;72.0;0.0;69.0;70.0;8;31.307692307692307;2;20;13;7;6;4;2;1;4;2;26.5;2;33.0;1;2;24.0;2;3;38.0;1;1;42.0;1;2;41.0;1;1;0.0;0;2;2;36.6
3;351.0;71.0;0.0;70.0;64.0;3;32.19230769230769;2;24;13;11;6;4;2;1;4;2;29.0;3;33.0;1;2;23.5;2;3;39.0;1;1;43.0;1;2;41.0;1;1;0.0;0;2;2;34.93333333333333
19;353.0;73.0;0.0;68.0;77.0;19;30.153846153846153;3;22;13;9;6;4;2;1;4;2;23.0;2;31.5;2;2;24.0;2;3;40.0;1;1;42.0;1;2;41.0;1;1;0.0;0;2;1;27.566666666666666
11;392.0;81.0;0.0;77.0;77.0;20;39.4;0;15;15;0;7;7;0;1;4;2;33.0;1;37.0;1;2;38.0;1;3;44.0;1;1;48.0;1;2;43.0;1;1;44.0;1;2;2;38.86666666666667
4;338.0;75.0;0.0;73.0;68.0;4;34.15384615384615;1;17;13;4;6;6;0;1;4;2;30.0;2;40.0;1;2;31.0;1;3;33.0;1;1;40.0;1;2;38.0;1;1;0.0;0;2;2;35.733333333333334
2;366.0;73.0;0.0;74.0;80.0;2;33.19230769230769;1;16;13;3;6;5;1;1;4;2;30.0;1;36.0;1;2;25.5;2;3;38.0;1;1;41.0;1;2;43.0;1;1;0.0;0;2;2;36.3
20;342.0;78.0;0.0;74.0;62.0;9;32.84615384615385;2;20;13;7;6;4;2;1;4;2;29.5;2;33.0;1;2;25.0;2;3;38.0;1;1;46.0;1;2;38.0;1;1;0.0;0;2;2;36.8
20;369.0;76.0;0.0;77.0;75.0;20;34.03846153846154;2;20;13;7;6;5;1;1;4;2;30.5;2;41.0;1;2;27.5;2;3;35.0;1;1;41.0;1;2;39.0;1;1;0.0;0;2;2;35.43333333333333
11;354.0;72.0;0.0;70.0;69.0;11;31.692307692307693;3;22;13;9;6;4;2;1;4;2;27.5;2;32.5;2;2;25.0;2;3;36.0;1;1;42.0;1;2;42.0;1;1;0.0;0;2;2;31.0
7;357.0;68.0;0.0;74.0;84.0;8;29.576923076923077;3;22;13;9;6;3;3;1;4;3;26.0;2;26.0;2;2;23.5;2;3;36.0;1;1;41.0;1;2;40.0;1;1;0.0;0;2;1;19.0
10;344.0;76.0;0.0;73.0;64.0;10;30.307692307692307;3;22;13;9;6;4;2;1;4;2;26.5;2;31.0;2;2;24.0;2;3;38.0;1;1;38.0;1;2;40.0;1;1;0.0;0;2;2;32.233333333333334
3;350.0;74.0;0.0;69.0;80.0;16;27.307692307692307;0;13;13;0;6;3;3;2;4;9;24.0;1;28.0;1;2;21.0;1;3;36.0;1;1;33.0;1;2;38.0;1;1;0.0;0;2;1;0.0
4;366.0;78.0;0.0;73.0;70.0;7;36.53333333333333;0;15;15;0;7;7;0;1;4;2;30.0;1;33.0;1;2;32.0;1;3;39.0;1;1;42.0;1;2;43.0;1;1;50.0;1;2;3;41.05882352941177
16;359.0;74.0;0.0;71.0;75.0;16;35.15384615384615;2;20;13;7;6;5;1;1;4;2;32.5;2;37.0;1;2;27.0;2;3;41.0;1;1;44.0;1;2;43.0;1;1;0.0;0;2;2;39.733333333333334
20;341.0;71.0;0.0;74.0;74.0;20;34.53846153846154;2;20;13;7;6;6;0;1;4;2;34.0;2;32.0;1;2;30.0;2;3;40.0;1;1;38.0;1;2;43.0;1;1;0.0;0;2;2;37.46666666666667
14;357.0;74.0;0.0;72.0;75.0;16;31.76923076923077;2;20;13;7;6;4;2;1;4;11;27.5;2;31.0;1;2;25.0;2;3;38.0;1;1;43.0;1;2;42.0;1;1;0.0;0;2;2;31.466666666666665
20;355.0;73.0;0.0;66.0;66.0;20;31.03846153846154;2;20;13;7;6;4;2;1;4;2;29.5;2;32.0;1;2;24.5;2;3;36.0;1;1;37.0;1;2;38.0;1;1;0.0;0;2;2;32.4
14;364.0;85.0;0.0;72.0;71.0;18;35.30769230769231;2;20;13;7;6;5;1;1;4;2;32.0;2;41.0;1;2;28.0;2;3;39.0;1;1;41.0;1;2;44.0;1;1;0.0;0;2;2;33.8
4;358.0;75.0;0.0;70.0;72.0;4;34.61538461538461;1;17;13;4;6;6;0;1;4;2;33.0;2;34.0;1;2;30.0;1;3;42.0;1;1;38.0;1;2;42.0;1;1;0.0;0;2;2;37.46666666666667
20;352.0;75.0;0.0;70.0;82.0;20;31.833333333333332;2;22;15;7;7;5;2;1;4;2;24.5;2;33.0;1;2;28.5;2;3;33.0;1;1;35.0;1;2;33.0;1;1;46.0;1;2;2;31.764705882352942
1;357.0;78.0;0.0;72.0;74.0;10;33.9;1;18;15;3;7;6;1;1;4;2;33.0;1;36.0;1;2;28.5;2;3;37.0;1;1;41.0;1;2;40.0;1;1;30.0;1;2;2;35.86666666666667
7;348.0;73.0;0.0;72.0;79.0;8;33.88461538461539;2;20;13;7;6;5;1;1;4;2;32.5;2;30.0;1;2;27.5;2;3;36.0;1;1;45.0;1;2;42.0;1;1;0.0;0;2;2;34.15384615384615
2;353.0;74.0;0.0;67.0;72.0;10;35.46153846153846;0;13;13;0;6;6;0;1;4;2;31.0;1;39.0;1;2;30.0;1;3;38.0;1;1;43.0;1;2;45.0;1;1;0.0;0;2;2;35.733333333333334
7;344.0;75.0;0.0;70.0;69.0;8;31.73076923076923;2;20;13;7;6;4;2;1;4;11;27.5;2;36.0;1;2;24.5;2;3;37.0;1;1;40.0;1;2;40.0;1;1;0.0;0;2;2;31.066666666666666
7;356.0;70.0;0.0;70.0;69.0;8;27.615384615384617;2;20;13;7;6;4;2;2;4;11;22.0;2;33.0;1;2;18.0;2;3;36.0;1;1;37.0;1;2;41.0;1;1;0.0;0;2;2;32.416666666666664
10;351.0;72.0;0.0;71.0;74.0;10;13.23076923076923;0;13;13;0;6;0;6;2;4;9;11.0;1;9.0;1;2;6.0;1;3;25.0;1;1;22.0;1;2;23.0;1;1;0.0;0;2;1;0.0
9;357.0;79.0;0.0;66.0;75.0;9;31.807692307692307;2;20;13;7;6;4;2;1;4;2;29.5;2;32.0;1;2;27.5;2;3;36.0;1;1;38.0;1;2;37.0;1;1;0.0;0;2;2;36.96666666666667
8;373.0;77.0;0.0;69.0;83.0;8;13.0;0;13;13;0;6;0;6;2;4;9;8.0;1;15.0;1;2;6.0;1;3;25.0;1;1;19.0;1;2;26.0;1;1;0.0;0;2;1;0.0
20;366.0;71.0;0.0;74.0;73.0;20;38.0;1;19;15;4;7;7;0;1;4;2;32.5;2;31.0;1;2;30.0;1;3;49.0;1;1;46.0;1;2;47.0;1;1;50.0;1;2;2;34.03333333333333
9;339.0;73.0;0.0;73.0;68.0;9;29.602564102564102;2;24;13;11;6;4;2;2;4;2;26.333333333333332;3;33.0;1;2;24.5;2;3;36.0;1;1;32.0;1;2;40.0;1;1;0.0;0;2;2;34.266666666666666
20;371.0;79.0;0.0;71.0;79.0;20;35.88461538461539;1;16;13;3;6;5;1;1;4;11;35.0;1;36.0;1;2;25.5;2;3;37.0;1;1;46.0;1;2;49.0;1;1;0.0;0;2;2;31.733333333333334
20;354.0;72.0;0.0;72.0;69.0;20;30.384615384615383;3;22;13;9;6;4;2;1;4;11;26.5;2;34.0;2;2;26.0;2;3;37.0;1;1;36.0;1;2;34.0;1;1;0.0;0;2;1;29.533333333333335
9;354.0;78.0;0.0;63.0;74.0;9;38.84615384615385;1;16;13;3;6;6;0;1;4;2;44.0;1;36.0;1;2;30.0;2;3;42.0;1;1;40.0;1;2;45.0;1;1;0.0;0;2;2;34.13333333333333
16;345.0;74.0;0.0;77.0;58.0;16;32.0;1;16;13;3;6;5;1;1;4;2;36.0;1;36.0;1;2;22.0;2;3;32.0;1;1;30.0;1;2;42.0;1;1;0.0;0;2;2;33.1
20;354.0;72.0;0.0;73.0;71.0;20;40.42307692307692;1;16;13;3;6;6;0;1;4;2;42.0;1;37.0;1;2;32.5;2;3;45.0;1;1;47.0;1;2;47.0;1;1;0.0;0;2;2;36.333333333333336
10;359.0;75.0;0.0;73.0;66.0;10;28.384615384615383;2;20;13;7;6;4;2;2;4;3;21.5;2;34.0;1;2;22.0;2;3;38.0;1;1;37.0;1;2;37.0;1;1;0.0;0;2;1;28.1
20;373.0;79.0;0.0;79.0;72.0;20;39.06666666666667;0;15;15;0;7;7;0;1;4;2;30.0;1;40.0;1;2;41.0;1;3;42.0;1;1;48.0;1;2;37.0;1;1;44.0;1;2;2;37.53333333333333
8;362.0;77.0;0.0;67.0;62.0;8;39.07692307692308;0;13;13;0;6;6;0;1;4;11;42.0;1;40.0;1;2;34.0;1;3;38.0;1;1;38.0;1;2;44.0;1;1;0.0;0;2;2;35.13333333333333
10;350.0;75.0;0.0;67.0;74.0;5;7.4;0;13;13;0;5;0;5;2;4;9;4.0;1;1.0;1;2;0.0;1;3;12.0;1;1;14.0;1;2;16.0;1;1;0.0;0;2;1;0.0
15;356.0;71.0;0.0;72.0;62.0;18;27.692307692307693;0;13;13;0;6;4;2;2;4;9;26.0;1;34.0;1;2;16.0;1;3;35.0;1;1;32.0;1;2;41.0;1;1;0.0;0;2;1;0.0
15;355.0;72.0;0.0;71.0;70.0;16;28.653846153846153;1;16;13;3;6;5;1;2;4;1;30.0;1;30.0;1;2;14.5;2;3;37.0;1;1;36.0;1;2;40.0;1;1;0.0;0;2;1;11.090909090909092
9;349.0;79.0;0.0;68.0;72.0;9;39.46666666666667;0;15;15;0;7;7;0;1;4;2;42.0;1;37.0;1;2;30.0;1;3;42.0;1;1;42.0;1;2;46.0;1;1;44.0;1;2;3;41.1764705882353
20;355.0;69.0;0.0;71.0;67.0;20;33.19230769230769;2;20;13;7;6;4;2;1;4;2;29.0;2;37.0;1;2;28.5;2;3;38.0;1;1;38.0;1;2;42.0;1;1;0.0;0;2;2;30.933333333333334
10;366.0;80.0;0.0;72.0;63.0;10;31.692307692307693;2;23;13;10;6;4;2;1;4;2;28.0;2;33.0;1;2;24.666666666666668;3;3;36.0;1;1;40.0;1;2;44.0;1;1;0.0;0;2;2;32.666666666666664
20;339.0;72.0;0.0;61.0;72.0;20;23.153846153846153;2;20;13;7;6;4;2;2;4;1;8.5;2;37.0;1;2;11.0;2;3;42.0;1;1;37.0;1;2;44.0;1;1;0.0;0;2;1;0.0
20;351.0;75.0;0.0;69.0;63.0;20;36.69230769230769;1;16;13;3;6;6;0;1;4;2;32.0;1;34.0;1;2;33.0;2;3;45.0;1;1;44.0;1;2;49.0;1;1;0.0;0;2;2;36.6
9;361.0;75.0;0.0;76.0;73.0;9;33.43333333333333;2;22;15;7;7;5;2;1;4;11;26.0;2;32.0;1;2;28.5;2;3;38.0;1;1;48.0;1;2;40.0;1;1;37.0;1;2;1;25.133333333333333
4;354.0;74.0;0.0;68.0;78.0;4;35.266666666666666;0;15;15;0;7;7;0;1;4;2;30.0;1;34.0;1;2;32.0;1;3;35.0;1;1;36.0;1;2;42.0;1;1;48.0;1;2;3;41.0
6;304.0;69.0;0.0;60.0;55.0;7;31.282051282051285;2;24;13;11;6;5;1;1;4;2;29.666666666666668;3;32.0;1;2;30.0;2;3;39.0;1;1;32.0;1;2;31.0;1;1;0.0;0;2;2;30.7
8;439.0;68.0;65.0;68.0;54.0;8;34.86666666666667;0;15;15;0;7;7;0;1;4;2;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;37.0;1;2;45.0;1;1;42.0;1;2;2;35.233333333333334
20;362.0;73.0;0.0;71.0;71.0;20;31.076923076923077;1;17;13;4;6;5;1;1;4;11;16.5;2;33.0;1;2;30.0;1;3;41.0;1;1;50.0;1;2;41.0;1;1;0.0;0;2;1;15.0
13;372.0;78.0;0.0;69.0;64.0;20;41.4;0;15;15;0;7;7;0;1;4;2;45.0;1;34.0;1;2;33.0;1;3;43.0;1;1;44.0;1;2;43.0;1;1;50.0;1;2;2;39.0
1;360.0;70.0;0.0;70.0;100.0;11;26.846153846153847;0;13;13;0;6;4;2;2;4;13;20.0;1;31.0;1;2;17.0;1;3;37.0;1;1;36.0;1;2;47.0;1;1;0.0;0;2;1;0.0
9;357.0;74.0;0.0;70.0;69.0;9;30.96153846153846;2;18;13;5;6;4;2;1;4;12;32.0;1;27.5;2;2;23.5;2;3;39.0;1;1;32.0;1;2;46.0;1;1;0.0;0;2;1;29.03846153846154
14;364.0;75.0;0.0;79.0;62.0;18;32.766666666666666;2;22;15;7;7;5;2;1;4;11;25.0;2;33.0;1;2;25.5;2;3;38.0;1;1;41.0;1;2;43.0;1;1;43.0;1;2;2;32.333333333333336
18;316.0;55.0;0.0;66.0;64.0;19;31.4;3;24;15;9;7;4;3;1;4;11;27.5;2;26.5;2;2;24.0;2;3;38.0;1;1;35.0;1;2;44.0;1;1;42.0;1;2;1;28.633333333333333
6;341.0;80.0;0.0;67.0;59.0;6;34.07692307692308;1;16;13;3;6;5;1;1;4;2;30.0;1;36.0;1;2;26.0;2;3;41.0;1;1;41.0;1;2;50.0;1;1;0.0;0;2;2;32.333333333333336
1;374.0;80.0;0.0;68.0;74.0;1;29.0;2;17;13;4;6;4;2;2;4;3;32.0;1;30.0;1;2;22.0;2;3;33.0;1;1;35.0;1;2;20.0;2;1;0.0;0;2;1;22.2
14;354.0;66.0;0.0;74.0;83.0;19;32.93333333333333;2;22;15;7;7;6;1;1;4;2;30.0;2;30.0;1;2;25.0;2;3;40.0;1;1;37.0;1;2;45.0;1;1;40.0;1;2;2;35.266666666666666
14;361.0;75.0;0.0;73.0;63.0;8;31.076923076923077;2;19;13;6;6;5;1;1;4;13;29.0;2;30.5;2;2;30.0;1;3;31.0;1;1;34.0;1;2;38.0;1;1;0.0;0;2;1;25.615384615384617
10;394.0;94.0;0.0;79.0;71.0;20;34.4;1;17;15;2;7;6;1;1;4;11;30.0;1;28.0;2;2;31.0;1;3;36.0;1;1;48.0;1;2;37.0;1;1;39.0;1;2;2;30.0
