CAR_TRES,NCC_TRES,NCA_TRES,NCP_TRES,NAC_TRES,NAA_TRES,NAP_TRES,EPA_TRES,PROMEDIO_CUATRO,NOTA_MULTI,VECES_MULTI,CREDITOS_MULTI,NOTA_CIR_DOS,VECES_CIR_DOS,CREDITOS_CIR_DOS,NOTA_FIS_TRES,VECES_FIS_TRES,CREDITOS_FIS_TRES,NOTA_ECUA,VECES_ECUA,CREDITOS_ECUA,NOTA_EL_UNO,VECES_EL_UNO,CREDITOS_EL_UNO,NOTA_TERMO,VECES_TERMO,CREDITOS_TERMO
1,21,18,3,7,6,1,1,38.23529412,35,1,3,35,2,3,35,1,3,40,1,3,35,1,3,35,1,3
2,24,18,6,8,6,2,2,39.41176471,40,1,3,35,2,3,35,2,3,50,1,3,30,1,3,40,1,3
1,9,3,6,3,1,2,2,30,1,1,3,0,0,3,30,2,3,0,0,3,0,0,3,0,0,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,25,1,3,0,0,3,0,0,3,0,0,3
2,27,18,9,9,6,3,2,23.84,35,1,3,30,1,3,35,2,3,30,3,3,35,1,3,30,1,3
3,33,15,18,11,5,6,2,26.38461538,31,2,3,29,4,3,30,2,3,39,1,3,38,1,3,50,1,3
2,24,18,6,8,6,2,2,31.63157895,30,1,3,35,2,3,30,2,3,35,1,3,35,1,3,30,1,3
1,21,18,3,7,6,1,1,29.1,37,1,3,35,2,3,30,1,3,33,1,3,40,1,3,50,1,3
1,21,18,3,7,6,1,1,37.94117647,35,1,3,35,2,3,30,1,3,45,1,3,35,1,3,40,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,15,2,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,34.41176471,45,1,3,30,1,3,30,1,3,35,1,3,35,1,3,35,1,3
1,21,18,3,7,6,1,1,36.64705882,40,1,3,35,2,3,35,1,3,35,1,3,30,1,3,35,1,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,35,1,3,0,0,3,0,0,3,0,0,3
3,36,18,18,12,6,6,2,25.125,35,1,3,38,3,3,35,3,3,31,1,3,33,3,3,30,1,3
1,9,0,9,3,0,3,2,15,0,0,3,0,0,3,25,3,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,15,0,0,3,0,0,3,30,1,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,30,18,12,10,6,4,2,28.71428571,30,2,3,33,2,3,30,2,3,37,1,3,32,1,3,36,2,3
1,21,18,3,7,6,1,2,40.88235294,35,1,3,35,2,3,30,1,3,35,1,3,30,1,3,35,1,3
3,24,12,12,8,4,4,2,32.6,35,1,3,26,2,3,30,2,3,30,2,3,42,1,3,0,0,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,15,1,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,27.68181818,34,1,3,33,1,3,30,2,3,34,1,3,35,2,3,30,1,3
0,3,3,0,1,1,0,1,40,0,0,3,0,0,3,35,1,3,0,0,3,0,0,3,0,0,3
2,30,18,12,10,6,4,2,28.8,30,1,3,30,4,3,30,1,3,30,1,3,40,2,3,50,1,3
1,21,18,3,7,6,1,1,31.31818182,35,1,3,30,2,3,30,1,3,35,1,3,30,1,3,50,1,3
0,18,18,0,6,6,0,1,24.72,35,1,3,30,1,3,30,1,3,30,1,3,30,1,3,30,1,3
4,33,18,15,11,6,5,2,26.34782609,30,1,3,33,2,3,30,2,3,30,3,3,45,2,3,30,1,3
0,18,18,0,6,6,0,1,43.23529412,40,1,3,35,1,3,30,1,3,45,1,3,35,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,33,18,15,11,6,5,2,34,30,1,3,44,2,3,30,3,3,34,2,3,30,2,3,45,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,40.88235294,45,1,3,40,2,3,35,1,3,35,1,3,40,1,3,40,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,20,2,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,41.76470588,45,1,3,35,1,3,35,1,3,40,1,3,30,1,3,50,1,3
1,9,0,9,3,0,3,2,0,0,0,3,0,0,3,25,3,3,0,0,3,0,0,3,0,0,3
3,36,15,21,12,5,7,2,21.57142857,30,1,3,25,5,3,30,2,3,30,1,3,40,2,3,50,1,3
1,21,18,3,7,6,1,2,33.8,35,1,3,35,2,3,30,1,3,35,1,3,40,1,3,30,1,3
3,33,18,15,11,6,5,2,24.28,30,1,3,30,3,3,35,3,3,30,1,3,35,2,3,33,1,3
2,27,18,9,9,6,3,2,16.38235294,30,1,3,39,3,3,30,1,3,30,2,3,30,1,3,30,1,3
5,39,18,21,13,6,7,2,25.52941176,35,3,3,32,3,3,30,2,3,30,2,3,35,1,3,45,2,3
2,24,18,6,8,6,2,2,37.52941176,35,1,3,30,2,3,30,1,3,35,2,3,40,1,3,50,1,3
0,18,18,0,6,6,0,1,37.82352941,40,1,3,35,1,3,35,1,3,30,1,3,30,1,3,50,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,25,2,3,0,0,3,0,0,3,0,0,3
1,18,6,12,6,2,4,2,30,15,1,3,0,0,3,40,3,3,15,1,3,35,1,3,0,0,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,20,2,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,35.23529412,35,1,3,30,2,3,35,1,3,35,2,3,35,1,3,50,1,3
3,27,18,9,9,6,3,2,30.7,35,2,3,30,2,3,40,2,3,30,1,3,30,1,3,30,1,3
2,18,6,12,6,2,4,2,17.5,0,0,3,0,0,3,30,3,3,0,0,3,0,0,3,43,3,3
1,21,18,3,7,6,1,1,40.76470588,35,1,3,45,1,3,30,1,3,30,1,3,40,2,3,50,1,3
0,18,18,0,6,6,0,1,41.58823529,35,1,3,35,1,3,30,1,3,40,1,3,40,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,39.41176471,35,1,3,30,1,3,35,1,3,35,1,3,30,1,3,50,1,3
1,24,18,6,8,6,2,2,30.85,30,1,3,40,3,3,35,1,3,30,1,3,35,1,3,35,1,3
1,21,18,3,7,6,1,1,36.29411765,40,1,3,30,2,3,30,1,3,35,1,3,35,1,3,50,1,3
3,30,18,12,10,6,4,2,27.73913043,30,1,3,47,2,3,35,3,3,32,2,3,40,1,3,30,1,3
1,21,18,3,7,6,1,2,35.88235294,30,1,3,35,2,3,35,1,3,30,1,3,30,1,3,35,1,3
2,24,18,6,8,6,2,2,35.15789474,45,1,3,40,2,3,40,2,3,35,1,3,30,1,3,30,1,3
1,21,18,3,7,6,1,2,30.57894737,30,2,3,32,1,3,30,1,3,31,1,3,35,1,3,30,1,3
0,18,18,0,6,6,0,1,33.78947368,40,1,3,30,1,3,32,1,3,35,1,3,30,1,3,50,1,3
1,21,18,3,7,6,1,1,37.35294118,35,1,3,40,2,3,35,1,3,40,1,3,40,1,3,35,1,3
3,33,15,18,11,5,6,2,26.5,30,3,3,22,3,3,30,1,3,39,2,3,40,1,3,35,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,15,2,3,0,0,3,0,0,3,0,0,3
3,30,18,12,10,6,4,2,26.72727273,32,2,3,37,2,3,30,1,3,33,3,3,40,1,3,35,1,3
1,6,3,3,2,1,1,2,20.5,0,0,3,0,0,3,30,2,3,0,0,3,0,0,3,0,0,3
1,18,9,9,6,3,3,2,35,30,1,3,20,1,3,30,1,3,30,2,3,15,1,3,0,0,3
5,48,12,36,16,4,12,2,20.625,32,2,3,7,3,3,32,7,3,43,2,3,31,2,3,0,0,3
1,6,3,3,2,1,1,2,40,0,0,3,0,0,3,40,2,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,36.05882353,30,1,3,30,2,3,35,1,3,40,1,3,40,1,3,50,1,3
1,21,18,3,7,6,1,1,27.04347826,40,1,3,30,2,3,30,1,3,30,1,3,35,1,3,50,1,3
4,33,15,18,11,5,6,2,22.07692308,36,3,3,34,1,3,35,3,3,31,2,3,35,2,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,24,18,6,8,6,2,2,21.1,35,1,3,30,3,3,30,1,3,40,1,3,30,1,3,35,1,3
1,21,12,9,7,4,3,2,20,30,1,3,24,3,3,30,1,3,30,1,3,40,1,3,0,0,3
2,15,6,9,5,2,3,2,33.85714286,12,2,3,0,0,3,30,2,3,32,1,3,0,0,3,0,0,3
1,12,0,12,4,0,4,2,0,0,0,3,0,0,3,20,4,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,33,18,15,11,6,5,2,22.57692308,35,1,3,30,1,3,35,2,3,37,3,3,30,2,3,50,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,28.95454545,30,1,3,35,2,3,30,1,3,30,1,3,30,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,18,9,9,6,3,3,2,17.47058824,30,2,3,0,0,3,30,3,3,30,1,3,0,0,3,0,0,3
1,24,12,12,8,4,4,2,18.125,35,1,3,18,1,3,35,3,3,35,1,3,18,1,3,50,1,3
5,33,18,15,11,6,5,2,22.5,35,2,3,35,2,3,30,2,3,30,2,3,40,2,3,45,1,3
3,24,3,21,8,1,7,2,0,15,2,3,1,2,3,30,3,3,15,1,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,35.10526316,40,1,3,35,1,3,30,1,3,35,1,3,39,2,3,35,1,3
2,24,12,12,8,4,4,2,11.71428571,25,3,3,0,0,3,35,2,3,30,1,3,40,1,3,45,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
5,39,18,21,13,6,7,2,24.30434783,30,2,3,30,2,3,30,2,3,32,3,3,35,3,3,30,1,3
1,15,0,15,5,0,5,2,0,0,0,3,0,0,3,15,5,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,30,1,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,29.75,40,1,3,30,2,3,35,1,3,35,1,3,30,1,3,35,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,25,2,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,33.21052632,30,1,3,42,1,3,30,2,3,35,1,3,37,1,3,37,1,3
1,21,18,3,7,6,1,2,34.26315789,30,1,3,35,2,3,30,1,3,30,1,3,30,1,3,35,1,3
1,21,18,3,7,6,1,2,31.42857143,33,2,3,30,1,3,30,1,3,30,1,3,30,1,3,30,1,3
0,18,18,0,6,6,0,1,12.625,30,1,3,30,1,3,30,1,3,30,1,3,30,1,3,35,1,3
3,27,18,9,9,6,3,2,36.05263158,46,2,3,43,2,3,35,1,3,30,1,3,39,2,3,50,1,3
1,21,18,3,7,6,1,2,29.52380952,45,1,3,31,1,3,30,1,3,30,1,3,38,2,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,30,18,12,10,6,4,2,25.45454545,30,1,3,30,2,3,30,2,3,30,2,3,41,2,3,45,1,3
0,18,18,0,6,6,0,1,31.38095238,37,1,3,30,1,3,30,1,3,32,1,3,40,1,3,35,1,3
1,12,6,6,4,2,2,2,32,0,0,3,0,0,3,30,3,3,0,0,3,0,0,3,41,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,35.88235294,35,1,3,35,1,3,30,1,3,30,1,3,35,1,3,35,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,25,2,3,0,0,3,0,0,3,0,0,3
1,12,3,9,4,1,3,2,37,0,0,3,0,0,3,40,3,3,0,0,3,0,0,3,6,1,3
3,27,18,9,9,6,3,2,30.9047619,38,2,3,30,1,3,35,1,3,33,2,3,42,2,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,36,9,27,12,3,9,2,11.54545455,22,3,3,9,3,3,35,2,3,13,2,3,41,1,3,30,1,3
2,24,18,6,8,6,2,2,28.04761905,45,1,3,32,2,3,30,1,3,30,1,3,36,2,3,35,1,3
0,9,3,6,3,1,2,2,20,15,1,3,0,0,3,35,1,3,15,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,31.23809524,30,1,3,30,1,3,30,1,3,30,1,3,42,2,3,50,1,3
1,21,18,3,7,6,1,1,40.58823529,45,1,3,50,2,3,35,1,3,40,1,3,35,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,30,15,15,10,5,5,2,22.75,30,2,3,27,2,3,30,1,3,35,3,3,32,1,3,50,1,3
1,21,18,3,7,6,1,2,38.29411765,35,1,3,40,2,3,30,1,3,35,1,3,30,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,39.41176471,35,1,3,30,2,3,40,2,3,30,1,3,30,1,3,50,1,3
4,33,18,15,11,6,5,2,21.44827586,30,2,3,32,2,3,30,1,3,30,2,3,31,1,3,37,3,3
2,24,18,6,8,6,2,2,35.29411765,32,2,3,30,2,3,35,1,3,30,1,3,35,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,44.70588235,45,1,3,40,2,3,35,1,3,40,1,3,35,1,3,40,1,3
1,9,6,3,3,2,1,2,35,0,0,3,0,0,3,30,2,3,0,0,3,0,0,3,30,1,3
1,21,18,3,7,6,1,2,29.0952381,30,1,3,36,2,3,35,1,3,30,1,3,40,1,3,30,1,3
3,30,18,12,10,6,4,2,17.08823529,30,2,3,35,3,3,30,1,3,35,1,3,30,1,3,45,2,3
0,12,9,3,4,3,1,1,38,31,1,3,0,0,3,36,1,3,27,1,3,0,0,3,30,1,3
3,27,18,9,9,6,3,2,28.14285714,30,1,3,30,2,3,30,1,3,30,2,3,39,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,30,18,12,10,6,4,2,28.2173913,30,2,3,30,3,3,30,1,3,30,2,3,35,1,3,35,1,3
1,21,18,3,7,6,1,2,32.36842105,35,1,3,30,1,3,30,2,3,30,1,3,40,1,3,30,1,3
3,30,18,12,10,6,4,2,21.65217391,30,3,3,36,1,3,35,2,3,36,2,3,35,1,3,42,1,3
1,21,18,3,7,6,1,1,28.36363636,40,1,3,30,2,3,30,1,3,40,1,3,30,1,3,40,1,3
1,9,3,6,3,1,2,2,0,0,0,3,0,0,3,36,3,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,32,45,1,3,30,2,3,30,1,3,30,1,3,30,1,3,30,1,3
0,18,18,0,6,6,0,1,39.41176471,40,1,3,30,1,3,30,1,3,30,1,3,40,1,3,40,1,3
0,3,0,3,1,0,1,0,0,0,0,3,0,0,3,0,1,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,26.13043478,30,1,3,33,2,3,30,1,3,30,1,3,35,1,3,35,1,3
1,15,6,9,5,2,3,2,31.5,12,1,3,0,0,3,40,2,3,0,0,3,18,1,3,30,1,3
0,3,3,0,1,1,0,1,17,0,0,3,0,0,3,35,1,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,21.7826087,30,1,3,30,1,3,30,1,3,36,1,3,30,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,38.11764706,30,1,3,30,1,3,30,1,3,35,1,3,40,2,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,36,18,18,12,6,6,2,17.73333333,32,2,3,32,3,3,30,1,3,33,2,3,30,3,3,50,1,3
1,30,15,15,10,5,5,2,36.23076923,35,1,3,25,5,3,30,1,3,35,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,12,3,9,4,1,3,2,0,0,0,3,0,0,3,35,2,3,0,0,3,0,0,3,25,2,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,15,1,3,0,0,3,0,0,3,0,0,3
5,45,18,27,15,6,9,2,23.05555556,30,3,3,32,3,3,40,3,3,35,2,3,38,1,3,30,3,3
5,36,18,18,12,6,6,2,10.46875,30,3,3,30,2,3,30,2,3,30,2,3,35,2,3,40,1,3
1,21,18,3,7,6,1,2,32.10526316,30,1,3,34,2,3,35,1,3,30,1,3,30,1,3,50,1,3
3,30,18,12,10,6,4,2,28.9,30,2,3,34,3,3,30,2,3,30,1,3,30,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,15,6,9,5,2,3,2,31,0,0,3,0,0,3,30,3,3,0,0,3,0,0,3,34,2,3
5,42,18,24,14,6,8,2,30.27272727,37,4,3,38,3,3,35,2,3,30,1,3,31,2,3,36,2,3
1,21,18,3,7,6,1,1,33.26315789,30,1,3,30,1,3,35,2,3,30,1,3,40,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,9,0,9,3,0,3,2,0,0,0,3,0,0,3,15,3,3,0,0,3,0,0,3,0,0,3
1,21,9,12,7,3,4,2,35,0,0,3,0,1,3,35,3,3,0,1,3,39,1,3,32,1,3
2,27,18,9,9,6,3,2,28.375,30,1,3,35,3,3,40,2,3,30,1,3,35,1,3,50,1,3
5,33,12,21,11,4,7,2,21.72727273,33,2,3,24,2,3,30,1,3,25,2,3,30,2,3,30,2,3
1,15,9,6,5,3,2,2,31,30,1,3,0,0,3,37,3,3,32,1,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,34,30,1,3,30,1,3,30,1,3,40,2,3,30,1,3,50,1,3
1,24,18,6,8,6,2,2,28.85714286,33,1,3,30,3,3,35,1,3,35,1,3,30,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,33,6,27,11,2,9,2,1.75,0,1,3,15,3,3,35,2,3,4,1,3,14,3,3,36,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,25,1,3,0,0,3,0,0,3,0,0,3
0,12,12,0,4,4,0,1,24,30,1,3,0,0,3,30,1,3,35,1,3,0,0,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,27.90909091,36,1,3,32,1,3,30,1,3,39,1,3,35,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,21.40740741,40,1,3,32,1,3,35,2,3,41,1,3,33,1,3,34,1,3
1,21,18,3,7,6,1,1,34.23529412,37,1,3,30,1,3,40,1,3,39,1,3,30,2,3,36,1,3
2,27,12,15,9,4,5,2,17,10,1,3,31,2,3,30,1,3,29,1,3,31,3,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,36.70588235,31,1,3,30,1,3,40,1,3,38,1,3,31,1,3,37,1,3
2,24,18,6,8,6,2,2,24.45833333,30,1,3,33,2,3,30,2,3,33,1,3,30,1,3,32,1,3
3,27,18,9,9,6,3,2,22.46428571,32,2,3,34,1,3,35,2,3,30,1,3,42,1,3,37,2,3
2,27,18,9,9,6,3,2,22.16,33,1,3,33,3,3,30,1,3,39,1,3,30,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,6,6,0,2,2,0,1,35,0,0,3,0,0,3,30,1,3,0,0,3,0,0,3,45,1,3
3,27,9,18,9,3,6,2,36,24,1,3,26,2,3,35,2,3,15,1,3,30,1,3,41,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,27,18,9,9,6,3,2,25.125,32,1,3,31,3,3,35,1,3,32,1,3,42,2,3,50,1,3
1,15,3,12,5,1,4,2,41,0,0,3,0,0,3,31,4,3,0,0,3,0,0,3,24,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,30.75,34,1,3,42,1,3,35,1,3,30,1,3,35,1,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,40,1,3,0,0,3,0,0,3,0,0,3
6,45,9,36,15,3,12,2,19,27,3,3,4,2,3,35,2,3,32,3,3,23,3,3,34,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,45,1,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,40,1,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,27,18,9,9,6,3,2,29.22727273,37,2,3,47,3,3,35,1,3,34,1,3,30,1,3,50,1,3
2,24,18,6,8,6,2,2,31.18181818,36,1,3,30,2,3,30,1,3,30,2,3,30,1,3,50,1,3
1,21,18,3,7,6,1,1,34.88235294,42,1,3,31,1,3,40,1,3,33,1,3,34,2,3,35,1,3
4,42,18,24,14,6,8,2,19.85185185,30,3,3,30,3,3,30,1,3,37,3,3,30,3,3,33,1,3
0,18,18,0,6,6,0,1,35.58823529,39,1,3,30,1,3,40,1,3,30,1,3,30,1,3,50,1,3
3,30,6,24,10,2,8,2,37,26,4,3,0,0,3,31,3,3,30,1,3,0,0,3,3,2,3
4,33,18,15,11,6,5,2,33.25,32,2,3,31,3,3,35,2,3,37,1,3,37,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,12,12,8,4,4,2,8,13,2,3,30,1,3,30,1,3,7,2,3,30,1,3,45,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,30,18,12,10,6,4,2,34.36842105,30,1,3,34,3,3,40,2,3,33,1,3,40,2,3,32,1,3
1,15,9,6,5,3,2,2,17.88888889,41,2,3,0,0,3,35,1,3,30,1,3,0,0,3,0,1,3
0,6,6,0,2,2,0,1,35,0,0,3,0,0,3,35,1,3,0,0,3,0,0,3,30,1,3
2,24,18,6,8,6,2,2,37,36,2,3,30,1,3,30,2,3,38,1,3,30,1,3,35,1,3
0,18,18,0,6,6,0,1,32.26315789,39,1,3,43,1,3,30,1,3,34,1,3,36,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,34.35294118,30,1,3,30,2,3,30,1,3,30,1,3,32,2,3,50,1,3
1,21,18,3,7,6,1,1,35.6,30,1,3,30,1,3,30,1,3,35,1,3,39,2,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,37.11764706,30,1,3,35,1,3,30,1,3,35,1,3,30,1,3,50,1,3
2,24,18,6,8,6,2,2,17.65625,33,1,3,32,2,3,30,1,3,30,1,3,35,1,3,30,2,3
2,24,18,6,8,6,2,2,26.17391304,34,2,3,34,2,3,30,1,3,35,1,3,30,1,3,50,1,3
0,18,18,0,6,6,0,1,34.21052632,38,1,3,30,1,3,45,1,3,30,1,3,35,1,3,50,1,3
5,39,6,33,13,2,11,2,5.5,30,2,3,25,3,3,30,2,3,9,2,3,20,3,3,9,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
4,30,15,15,10,5,5,2,20.5,41,2,3,21,1,3,30,2,3,30,2,3,35,1,3,30,2,3
1,21,18,3,7,6,1,1,32.29411765,35,1,3,30,1,3,30,1,3,35,1,3,33,2,3,50,1,3
0,18,18,0,6,6,0,1,30.0952381,39,1,3,30,1,3,40,1,3,30,1,3,35,1,3,50,1,3
2,27,18,9,9,6,3,2,36.88235294,36,1,3,33,3,3,35,1,3,38,1,3,41,2,3,50,1,3
1,21,18,3,7,6,1,1,26.45833333,39,1,3,30,2,3,35,1,3,32,1,3,30,1,3,50,1,3
2,24,18,6,8,6,2,2,37.58823529,31,1,3,36,2,3,39,1,3,30,1,3,46,2,3,43,1,3
2,24,18,6,8,6,2,2,26.95652174,34,2,3,35,1,3,30,1,3,30,1,3,32,2,3,50,1,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,35,2,3,0,0,3,0,0,3,0,0,3
4,33,6,27,11,2,9,2,11.33333333,22,2,3,19,2,3,30,1,3,16,3,3,34,1,3,11,2,3
0,18,18,0,6,6,0,1,22.28571429,36,1,3,31,1,3,30,1,3,36,1,3,31,1,3,30,1,3
0,18,18,0,6,6,0,1,27.61904762,35,1,3,30,1,3,30,1,3,37,1,3,33,1,3,50,1,3
0,18,18,0,6,6,0,1,29.95238095,35,1,3,30,1,3,35,1,3,30,1,3,30,1,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,27,18,9,9,6,3,2,34.11764706,31,2,3,35,2,3,40,1,3,35,1,3,38,2,3,50,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,24,15,9,8,5,3,2,18.58823529,31,1,3,23,3,3,40,1,3,44,1,3,36,1,3,40,1,3
2,24,18,6,8,6,2,2,40.35294118,30,1,3,33,2,3,35,1,3,30,2,3,33,1,3,34,1,3
2,24,18,6,8,6,2,2,23.88888889,30,2,3,30,1,3,30,1,3,31,2,3,38,1,3,33,1,3
