PROMEDIO_DOS,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,RENDIMIENTO_2,NOTA_SEGUNDA_LENGUA_UNO,VECES_SEGUNDA_LENGUA_UNO,CREDITOS_SEGUNDA_LENGUA_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_FISICA_UNO,VECES_FISICA_UNO,CREDITOS_FISICA_UNO,NOTA_INTEGRAL,VECES_INTEGRAL,CREDITOS_INTEGRAL,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_PROG_ORIENTADA,VECES_PROG_ORIENTADA,CREDITOS_PROG_ORIENTADA,NOTA_ETICA,VECES_ETICA,CREDITOS_ETICA,NOTA_GT_UNO,VECES_GT_UNO,CREDITOS_GT_UNO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.07692308,0,13,4,9,5,2,3,2,1,42,1,2,0,0,0,13,1,3,0,0,0,18,1,3,19,1,3,46,1,2,0,0,0
43.36842105,0,19,19,0,8,8,0,1,3,47,1,2,41,1,2,43,1,3,42,1,3,37,1,3,48,1,3,44,1,2,50,1,1
18.875,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,17,1,3,0,0,0,10,1,3,0,0,0,35,1,2,0,0,0
33.34090909,1,22,19,3,9,8,1,1,2,43,1,2,45,1,2,36,1,3,30.5,2,3,31,1,3,43,1,3,43,1,2,50,1,1
16.25,3,24,3,21,9,2,7,2,1,0,0,0,0,0,0,24.5,2,3,19,1,3,26,2,3,26.5,2,3,33,1,2,36,1,1
26.25,0,8,5,3,3,2,1,2,1,0,0,0,0,0,0,35,1,3,0,0,0,11,1,3,0,0,0,36,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.34090909,2,22,10,12,8,4,4,2,1,0,0,0,35,1,2,31,2,3,10,1,3,23.5,2,3,32,1,3,44,1,2,0,0,0
32,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,2,0,0,0
17.84615385,0,13,2,11,5,1,4,2,1,0,0,0,17,1,2,8,1,3,0,0,0,14,1,3,14,1,3,45,1,2,0,0,0
25.09090909,0,11,5,6,4,2,2,2,1,0,0,0,0,0,0,12,1,3,0,0,0,20,1,3,34,1,3,39,1,2,0,0,0
19.22727273,1,11,2,9,4,1,3,2,1,42,1,2,0,0,0,0,0,0,0,0,0,19,1,3,23.5,2,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1
3.875,0,16,0,16,6,0,6,2,1,0,1,2,0,0,0,5,1,3,1,1,3,8,1,3,0,1,3,10,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.57142857,1,14,4,10,6,2,4,2,1,0,0,0,0,0,0,8,1,3,0,0,0,8,1,3,30,1,3,1,2,2,50,1,1
9.48,4,25,5,20,9,2,7,2,1,0,0,0,12,1,2,6.333333333,3,3,2.666666667,3,3,0,0,0,30,1,3,48,1,2,0,0,0
42.05263158,0,19,19,0,8,8,0,1,3,43,1,2,46,1,2,40,1,3,32,1,3,40,1,3,45,1,3,50,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.68421053,0,19,19,0,8,8,0,1,4,47,1,2,47,1,2,46,1,3,47,1,3,46,1,3,46,1,3,47,1,2,50,1,1
18.06666667,4,30,10,20,11,4,7,2,1,47,1,2,28,1,2,20.33333333,3,3,15.33333333,3,3,35,1,3,34,1,3,39,1,2,0,0,0
22.58333333,2,24,12,12,9,5,4,2,1,35,1,2,31,1,2,24,2,3,23,2,3,31,1,3,32,1,3,40,1,2,0,0,0
2.227272727,4,22,0,22,8,0,8,2,1,0,0,0,0,0,0,0,2,3,0,0,0,5,2,3,8,2,3,5,2,2,0,0,0
42,0,19,19,0,8,8,0,1,3,46,1,2,44,1,2,38,1,3,31,1,3,44,1,3,44,1,3,50,1,2,47,1,1
42.42105263,0,19,19,0,8,8,0,1,3,45,1,2,46,1,2,40,1,3,35,1,3,40,1,3,47,1,3,44,1,2,50,1,1
40.15789474,0,19,19,0,8,8,0,1,3,41,1,2,48,1,2,37,1,3,30,1,3,37,1,3,47,1,3,43,1,2,46,1,1
39.26315789,0,19,19,0,8,8,0,1,2,44,1,2,50,1,2,39,1,3,30,1,3,30,1,3,39,1,3,50,1,2,44,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.875,1,20,14,6,8,6,2,2,1,43,1,2,0,0,0,31,1,3,4.5,2,3,39,1,3,46,1,3,50,1,2,50,1,1
40.31578947,0,19,19,0,8,8,0,1,3,46,1,2,43,1,2,35,1,3,32,1,3,40,1,3,43,1,3,44,1,2,50,1,1
16.07142857,4,28,10,18,10,4,6,2,1,47,1,2,0,0,0,7.333333333,3,3,9.666666667,3,3,31,1,3,40,1,3,46,1,2,0,0,0
27.34782609,2,23,15,8,10,6,4,2,1,27,2,2,20,1,2,39,1,3,31,1,3,35,1,3,33,1,3,35.5,2,2,50,1,1
11,0,8,0,8,3,0,3,2,1,14,1,2,0,0,0,0,0,0,0,0,0,19,1,3,1,1,3,0,0,0,0,0,0
6.117647059,0,17,1,16,7,1,6,2,1,2,1,2,0,0,0,0,1,3,10,1,3,0,1,3,0,1,3,10,1,2,50,1,1
27.04,2,25,16,9,10,7,3,2,1,42,1,2,39,1,2,33,1,3,16.33333333,3,3,32,1,3,41,1,3,50,1,2,47,1,1
26.36363636,0,11,5,6,4,2,2,2,1,0,0,0,0,0,0,15,1,3,0,0,0,18,1,3,33,1,3,46,1,2,0,0,0
38.4,0,5,5,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,3,48,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.31578947,1,19,16,3,7,6,1,2,2,43,1,2,0,0,0,32,1,3,35,2,3,31,1,3,41,1,3,46,1,2,0,0,0
4.545454545,1,11,0,11,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,25,1,2,0,0,0
39.15789474,0,19,19,0,8,8,0,1,2,45,1,2,47,1,2,33,1,3,30,1,3,36,1,3,41,1,3,45,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.11111111,0,18,18,0,7,7,0,1,3,47,1,2,46,1,2,43,1,3,42,1,3,34,1,3,47,1,3,46,1,2,0,0,0
16.57142857,0,14,5,9,5,2,3,2,1,0,0,0,0,0,0,4,1,3,5,1,3,4,1,3,37,1,3,41,1,2,0,0,0
19.51923077,3,26,11,15,10,5,5,2,1,38,1,2,0,0,0,18.33333333,3,3,21.5,2,3,30,1,3,30,1,3,46,1,2,40,1,1
34.09090909,1,22,19,3,9,8,1,1,2,32,1,2,48,1,2,35,1,3,30,2,3,35,1,3,48,1,3,48,1,2,50,1,1
20.6,0,5,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,44,1,2,0,0,0
24.86956522,2,23,14,9,9,6,3,2,1,0,0,0,31,1,2,40,1,3,14.66666667,3,3,39,1,3,39,1,3,31,1,2,50,1,1
4.5,2,12,0,12,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2,3,15.5,2,3,0,0,0,0,0,0
20.58928571,3,28,13,15,11,6,5,2,1,30,1,2,32,1,2,21.33333333,3,3,27.5,2,3,31,1,3,31,1,3,40,1,2,40,1,1
25.06521739,2,23,11,12,9,5,4,2,1,0,0,0,44,1,2,19,2,3,27.5,2,3,35,1,3,44,1,3,31,1,2,50,1,1
5.625,0,8,0,8,3,0,3,2,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,3,18,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,2,0,2,1,0,1,2,1,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.83333333,4,30,12,18,11,5,6,2,1,44,1,2,50,1,2,14.33333333,3,3,18.66666667,3,3,38,1,3,50,1,3,37,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.7826087,2,23,17,6,9,7,2,2,1,37,1,2,0,0,0,30,2,3,30,2,3,39,1,3,44,1,3,43,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.45454545,0,11,5,6,5,3,2,2,1,40,1,2,0,0,0,9,1,3,16,1,3,0,0,0,0,0,0,44,1,2,48,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.69565217,2,23,11,12,9,5,4,2,1,41,1,2,0,0,0,30,1,3,30,1,3,28.5,2,3,24.5,2,3,39,1,2,46,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.78947368,7,38,6,32,14,3,11,2,1,32.5,2,2,30,1,2,29,2,3,20.66666667,3,3,23.33333333,3,3,22,2,3,38,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.18181818,1,22,16,6,9,7,2,1,2,44,1,2,50,1,2,35,1,3,23,2,3,32,1,3,44,1,3,45,1,2,50,1,1
38.31578947,0,19,19,0,8,8,0,1,2,44,1,2,50,1,2,30,1,3,30,1,3,33,1,3,43,1,3,41,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.416666667,4,24,2,22,9,1,8,2,1,30,1,2,0,0,0,0,0,0,5.5,2,3,4,2,3,3.5,2,3,27.5,2,2,0,0,0
42.26315789,0,19,19,0,8,8,0,1,3,46,1,2,45,1,2,31,1,3,43,1,3,41,1,3,50,1,3,38,1,2,50,1,1
12.2,0,5,0,5,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,0,0,0,11,1,2,0,0,0
22.5,2,25,10,15,10,5,5,2,1,47,1,2,35,1,2,22.5,2,3,14,1,3,16,2,3,35,1,3,43,1,2,50,1,1
11.94117647,0,17,3,14,7,2,5,2,1,4,1,2,0,0,0,10,1,3,1,1,3,8,1,3,0,1,3,44,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
24.82352941,1,17,11,6,6,4,2,2,1,0,0,0,0,0,0,31,1,3,12,2,3,30,1,3,37,1,3,46,1,2,0,0,0
37.89473684,0,19,19,0,8,8,0,1,2,43,1,2,45,1,2,33,1,3,34,1,3,30,1,3,38,1,3,46,1,2,47,1,1
43.33333333,0,3,3,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,2,50,1,1
20.68181818,2,22,11,11,8,4,4,2,1,0,0,0,19,1,2,35,1,3,22,2,3,30,2,3,30,1,3,33,1,2,0,0,0
10,0,7,0,7,3,0,3,2,1,8,1,2,0,0,0,0,0,0,0,0,0,16,1,3,0,0,0,3,1,2,0,0,0
25.04347826,2,23,11,12,9,5,4,2,1,0,0,0,40,1,2,25,2,3,20,2,3,41,1,3,36,1,3,40,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.34,3,25,5,20,9,2,7,2,1,0,0,0,27,1,2,11,1,3,10.66666667,3,3,30.5,2,3,27,1,3,46,1,2,0,0,0
22.75,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,16,1,3,0,0,0,14,1,3,0,0,0,46,1,2,0,0,0
17.39130435,3,23,8,15,8,3,5,2,1,0,0,0,0,0,0,14,2,3,32,1,3,26,3,3,34,1,3,41,1,2,0,0,0
33.375,0,16,16,0,6,6,0,1,2,43,1,2,0,0,0,30,1,3,30,1,3,30,1,3,32,1,3,41,1,2,0,0,0
43.42105263,0,19,19,0,8,8,0,1,3,47,1,2,40,1,2,41,1,3,41,1,3,46,1,3,43,1,3,44,1,2,50,1,1
26.35,1,20,14,6,8,6,2,2,1,0,0,0,32,1,2,32,1,3,22,2,3,30,1,3,33,1,3,31,1,2,50,1,1
19.53846154,0,13,4,9,5,2,3,2,1,38,1,2,0,0,0,10,1,3,0,0,0,14,1,3,4,1,3,47,1,2,0,0,0
27.3,1,15,12,3,5,4,1,2,1,0,0,0,0,0,0,32,1,3,31.5,2,3,31,1,3,42,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,2,0,0,0
16.92424242,5,33,8,25,13,4,9,2,1,41,1,2,29,1,2,23,3,3,18,2,3,31,1,3,29.5,2,3,34,2,2,46,1,1
17.89393939,5,33,9,24,12,4,8,2,1,45,1,2,38,1,2,25.5,2,3,15.33333333,3,3,27,3,3,43,1,3,46,1,2,0,0,0
29.02380952,1,21,15,6,8,6,2,2,1,47,1,2,32,1,2,31,1,3,32,1,3,22.5,2,3,35,1,3,45,1,2,0,0,0
12.28787879,5,33,7,26,12,3,9,2,1,36,1,2,5,1,2,32,1,3,9.666666667,3,3,25.66666667,3,3,18.5,2,3,33,1,2,0,0,0
27.05555556,0,18,10,8,7,4,3,2,1,37,1,2,9,1,2,19,1,3,14,1,3,31,1,3,35,1,3,49,1,2,0,0,0
13,0,2,0,2,1,0,1,2,1,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.55263158,2,19,4,15,7,2,5,2,1,42,1,2,0,0,0,9.5,2,3,0,0,0,9,2,3,4,1,3,34,1,2,0,0,0
9.5,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,38,1,2,0,0,0
34.78947368,0,19,19,0,8,8,0,1,2,40,1,2,30,1,2,36,1,3,30,1,3,32,1,3,39,1,3,30,1,2,50,1,1
29.625,0,8,5,3,3,2,1,2,1,0,0,0,0,0,0,21,1,3,0,0,0,30,1,3,0,0,0,42,1,2,0,0,0
18.36666667,4,30,7,23,11,3,8,2,1,47,1,2,24,1,2,25,3,3,13.5,2,3,27.5,2,3,45,1,3,38,1,2,0,0,0
20.40740741,3,27,13,14,10,5,5,2,1,42,1,2,27,1,2,34,2,3,15.33333333,3,3,30,1,3,33,1,3,38,1,2,0,0,0
22.21052632,1,19,10,9,7,4,3,2,1,38,1,2,0,0,0,36,1,3,4,1,3,3,2,3,43,1,3,44,1,2,0,0,0
34,0,8,5,3,3,2,1,1,2,0,0,0,0,0,0,27,1,3,0,0,0,33,1,3,0,0,0,46,1,2,0,0,0
26.30952381,1,21,13,8,8,5,3,2,1,42,1,2,14,1,2,36,1,3,25.5,2,3,30,1,3,34,1,3,32,1,2,0,0,0
26.48,2,25,16,9,10,7,3,2,1,45,1,2,31,1,2,35,1,3,24.33333333,3,3,37,1,3,34,1,3,37,1,2,45,1,1
27.07142857,0,14,8,6,5,3,2,2,1,0,0,0,0,0,0,16,1,3,12,1,3,32,1,3,35,1,3,47,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.46296296,3,27,15,12,10,6,4,2,1,33,1,2,42,1,2,31.5,2,3,16,3,3,30,1,3,45,1,3,31,1,2,0,0,0
33,1,22,19,3,9,8,1,1,2,43,1,2,43,1,2,37,1,3,30,2,3,37,1,3,36,1,3,42,1,2,50,1,1
8.8,0,5,0,5,2,0,2,2,1,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0
0,0,2,0,2,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.04166667,2,24,19,5,10,8,2,2,2,36.5,2,2,42,1,2,32,2,3,30,1,3,30,1,3,46,1,3,50,1,2,50,1,1
18.70588235,1,17,8,9,6,3,3,2,1,0,0,0,0,0,0,12,2,3,0,1,3,31,1,3,37,1,3,39,1,2,0,0,0
7.5,0,14,0,14,5,0,5,2,1,0,0,0,0,0,0,18,1,3,0,1,3,0,1,3,13,1,3,6,1,2,0,0,0
37.52631579,0,19,19,0,8,8,0,1,2,41,1,2,36,1,2,40,1,3,31,1,3,39,1,3,34,1,3,43,1,2,41,1,1
31.21428571,1,21,15,6,8,6,2,2,2,42,1,2,40,1,2,36,1,3,28.5,2,3,33,1,3,37,1,3,44,1,2,0,0,0
37.63157895,0,19,19,0,8,8,0,1,2,44,1,2,45,1,2,37,1,3,31,1,3,31,1,3,38,1,3,38,1,2,50,1,1
18.125,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,7,1,3,0,0,0,12,1,3,0,0,0,44,1,2,0,0,0
19.2,0,5,0,5,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,0,0,0,27,1,2,0,0,0
23.58333333,1,18,10,8,7,4,3,2,1,45,1,2,15,1,2,0,0,0,9.5,2,3,30,1,3,32,1,3,45,1,2,0,0,0
38.94736842,0,19,19,0,8,8,0,1,2,41,1,2,49,1,2,32,1,3,33,1,3,33,1,3,44,1,3,42,1,2,50,1,1
39.16666667,0,18,18,0,7,7,0,1,2,47,1,2,44,1,2,39,1,3,30,1,3,37,1,3,39,1,3,44,1,2,0,0,0
28.94736842,0,19,11,8,8,5,3,2,1,32,1,2,22,1,2,31,1,3,22,1,3,19,1,3,30,1,3,43,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.272727273,1,11,2,9,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,3,41,1,2,0,0,0
26.76470588,1,17,11,6,6,4,2,2,1,0,0,0,0,0,0,35,1,3,20,2,3,31,1,3,39,1,3,40,1,2,0,0,0
21.61538462,3,26,10,16,10,4,6,2,1,29,2,2,43,1,2,27.5,2,3,20.5,2,3,30,1,3,32,1,3,44,1,2,0,0,0
28.95454545,1,22,16,6,9,7,2,2,1,38,1,2,31,1,2,32,1,3,30,1,3,28,2,3,37,1,3,34,1,2,50,1,1
14.08333333,0,12,2,10,5,1,4,2,1,37,1,2,6,1,2,0,0,0,0,0,0,19,1,3,0,1,3,13,1,2,0,0,0
13,0,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0
22.46666667,0,15,7,8,6,3,3,2,1,31,1,2,27,1,2,34,1,3,4,1,3,9,1,3,0,0,0,40,1,2,0,0,0
21.12962963,3,27,10,17,10,4,6,2,1,37,1,2,26,1,2,25,3,3,24.5,2,3,37,1,3,33,1,3,43,1,2,0,0,0
38.15789474,0,19,19,0,8,8,0,1,2,39,1,2,41,1,2,36,1,3,31,1,3,33,1,3,41,1,3,46,1,2,50,1,1
32.75,1,20,18,2,8,7,1,1,2,42.5,2,2,30,1,2,38,1,3,30,1,3,39,1,3,35,1,3,42,1,2,0,0,0
12.97368421,2,19,4,15,7,2,5,2,1,45,1,2,0,0,0,7.5,2,3,3,1,3,0,0,0,13,2,3,43,1,2,0,0,0
21.65789474,2,19,7,12,7,3,4,2,1,0,0,0,0,0,0,33,1,3,26,2,3,26.5,2,3,35,1,3,0,0,0,50,1,1
21.23214286,3,28,11,17,11,5,6,2,1,47,1,2,23,1,2,22.66666667,3,3,24.5,2,3,30,1,3,31,1,3,40,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.59090909,5,33,7,26,12,3,9,2,1,44,1,2,19,1,2,29.5,2,3,16.33333333,3,3,31,2,3,20,2,3,49,1,2,0,0,0
44.35294118,0,17,17,0,7,7,0,1,3,0,0,0,44,1,2,39,1,3,45,1,3,46,1,3,45,1,3,48,1,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.31578947,0,19,19,0,8,8,0,1,3,48,1,2,48,1,2,42,1,3,34,1,3,39,1,3,48,1,3,46,1,2,50,1,1
40.58823529,0,17,17,0,7,7,0,1,3,0,0,0,43,1,2,42,1,3,33,1,3,35,1,3,48,1,3,40,1,2,50,1,1
30.575,1,20,17,3,8,7,1,2,2,44,1,2,0,0,0,30,1,3,30,1,3,32.5,2,3,36,1,3,44,1,2,50,1,1
17.16,3,25,7,18,9,3,6,2,1,38,1,2,0,0,0,24.5,2,3,20,2,3,19.5,2,3,31,1,3,34,1,2,0,0,0
25.22,2,25,11,14,10,5,5,2,1,42,1,2,22,1,2,36,1,3,20.5,2,3,29,2,3,36,1,3,44,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.57894737,0,19,19,0,8,8,0,1,2,32,1,2,34,1,2,39,1,3,33,1,3,34,1,3,37,1,3,42,1,2,50,1,1
25.46,2,25,13,12,10,6,4,2,1,40,1,2,41,1,2,28.5,2,3,19,2,3,30,1,3,34,1,3,45,1,2,50,1,1
14.7,2,15,3,12,6,2,4,2,1,0,0,0,0,0,0,18,2,3,17.5,2,3,0,0,0,0,0,0,32,1,2,50,1,1
14.89393939,5,33,9,24,12,4,8,2,1,39,1,2,34,1,2,26.5,2,3,16,3,3,16.66666667,3,3,32,1,3,36,1,2,0,0,0
2.225806452,7,31,0,31,11,0,11,2,1,0,0,0,0,0,0,8,3,3,0,0,0,4,3,3,5.666666667,3,3,8,2,2,0,0,0
22.66666667,0,9,3,6,3,1,2,2,1,0,0,0,0,0,0,23,1,3,0,0,0,13,1,3,32,1,3,0,0,0,0,0,0
43.10526316,0,19,19,0,8,8,0,1,3,49,1,2,45,1,2,40,1,3,34,1,3,42,1,3,49,1,3,43,1,2,50,1,1
25.36,2,25,16,9,10,7,3,2,1,40,1,2,30,1,2,30,1,3,24.5,2,3,31.5,2,3,36,1,3,39,1,2,50,1,1
42.63157895,0,19,19,0,8,8,0,1,3,38,1,2,44,1,2,44,1,3,33,1,3,45,1,3,48,1,3,43,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.68,2,25,11,14,10,5,5,2,1,44,1,2,28,1,2,31,1,3,21,2,3,27,2,3,50,1,3,43,1,2,50,1,1
31.25,1,22,14,8,9,6,3,2,2,48,1,2,24,1,2,35,1,3,21.5,2,3,35,1,3,43,1,3,47,1,2,46,1,1
24.68181818,2,22,10,12,9,5,4,2,1,41,1,2,33,1,2,19,2,3,0,0,0,28,2,3,40,1,3,42,1,2,50,1,1
31.1,1,20,14,6,8,6,2,2,2,0,0,0,42,1,2,37,1,3,28,2,3,34,1,3,37,1,3,41,1,2,48,1,1
33.38636364,1,22,16,6,9,7,2,1,2,42,1,2,42,1,2,35,1,3,27.5,2,3,33,1,3,46,1,3,46,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.86363636,1,22,19,3,9,8,1,2,1,44,1,2,33,1,2,32,1,3,30,2,3,30,1,3,33,1,3,39,1,2,50,1,1
30.18181818,1,22,19,3,9,8,1,2,2,46,1,2,35,1,2,30,1,3,30,2,3,32,1,3,30,1,3,43,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.97727273,1,22,19,3,9,8,1,1,2,41,1,2,41,1,2,34,1,3,35.5,2,3,30,1,3,43,1,3,42,1,2,50,1,1
36.89473684,0,19,19,0,8,8,0,1,2,34,1,2,35,1,2,42,1,3,35,1,3,30,1,3,41,1,3,36,1,2,47,1,1
27.96,2,25,16,9,10,7,3,2,1,41,1,2,41,1,2,29.5,2,3,30,1,3,31.5,2,3,46,1,3,37,1,2,50,1,1
16.72413793,4,29,6,23,11,3,8,2,1,0,0,0,21,1,2,26.5,2,3,22.5,2,3,26,3,3,32,1,3,36,1,2,50,1,1
17.70689655,4,29,8,21,11,4,7,2,1,45,1,2,0,0,0,27,2,3,13,1,3,24.33333333,3,3,31.5,2,3,43,1,2,50,1,1
20.25806452,4,31,13,18,12,6,6,2,1,34,1,2,43,1,2,30,1,3,26,3,3,21.33333333,3,3,36,1,3,42,1,2,50,1,1
42.36842105,0,19,19,0,8,8,0,1,3,46,1,2,44,1,2,41,1,3,35,1,3,39,1,3,48,1,3,43,1,2,50,1,1
23.25,0,8,2,6,3,1,2,2,1,36,1,2,0,0,0,20,1,3,0,0,0,18,1,3,0,0,0,0,0,0,0,0,0
34.42105263,0,19,19,0,8,8,0,1,2,32,1,2,38,1,2,33,1,3,30,1,3,30,1,3,33,1,3,43,1,2,50,1,1
37.27777778,0,18,18,0,7,7,0,1,2,44,1,2,30,1,2,43,1,3,31,1,3,40,1,3,39,1,3,32,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1,0,10,2,8,4,1,3,2,1,31,1,2,0,0,0,17,1,3,0,0,0,0,0,0,8,1,3,27,1,2,0,0,0
20.06896552,4,29,11,18,11,5,6,2,1,42,1,2,0,0,0,30.33333333,3,3,28.5,2,3,29.5,2,3,37,1,3,36,1,2,50,1,1
20,0,2,0,2,1,0,1,2,1,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
