PROMEDIO_DOS,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,RENDIMIENTO_2,NOTA_SEGUNDA_LENGUA_UNO,VECES_SEGUNDA_LENGUA_UNO,CREDITOS_SEGUNDA_LENGUA_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_FISICA_UNO,VECES_FISICA_UNO,CREDITOS_FISICA_UNO,NOTA_INTEGRAL,VECES_INTEGRAL,CREDITOS_INTEGRAL,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_PROG_ORIENTADA,VECES_PROG_ORIENTADA,CREDITOS_PROG_ORIENTADA,NOTA_ETICA,VECES_ETICA,CREDITOS_ETICA,NOTA_GT_UNO,VECES_GT_UNO,CREDITOS_GT_UNO
24.8125,1,16,10,6,6,4,2,2,1,0,0,0,31,1,2,21,2,3,0,0,0,36,1,3,30,1,3,37,1,2,0,0,0
28.725,1,20,11,9,8,5,3,2,1,41,1,2,0,0,0,27.5,2,3,14,1,3,30,1,3,48,1,3,42,1,2,50,1,1
12.18421053,3,19,2,17,7,1,6,2,1,0,0,0,0,0,0,0,0,0,18,1,3,20,2,3,16.5,2,3,34,2,2,0,0,0
17.03448276,4,29,6,23,11,3,8,2,1,0,0,0,27,1,2,28,3,3,27,2,3,31,1,3,22,2,3,38,1,2,40,1,1
25.32,2,25,13,12,10,6,4,2,1,35,1,2,36,1,2,28.5,2,3,32,1,3,30,1,3,29.5,2,3,43,1,2,45,1,1
23.44642857,3,28,16,12,11,7,4,2,1,41,1,2,37,1,2,30,2,3,26,2,3,37,1,3,32.5,2,3,42,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,3,22,4,18,8,2,6,2,1,30,1,2,0,0,0,9.5,2,3,0,0,0,12.5,2,3,13,2,3,44,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.76086957,2,23,9,14,9,4,5,2,1,0,0,0,28,1,2,28.5,2,3,21,2,3,30,1,3,50,1,3,36,1,2,30,1,1
31.15384615,0,13,4,9,5,2,3,2,2,47,1,2,0,0,0,24,1,3,0,0,0,24,1,3,25,1,3,46,1,2,0,0,0
23.875,2,24,13,11,9,5,4,2,1,39,1,2,17,1,2,30,1,3,34,1,3,19.66666667,3,3,42,1,3,42,1,2,0,0,0
29.28571429,1,21,15,6,8,6,2,2,1,47,1,2,32,1,2,35,1,3,27,2,3,30,1,3,31,1,3,44,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.41176471,0,17,17,0,7,7,0,1,3,0,0,0,34,1,2,41,1,3,41,1,3,39,1,3,41,1,3,50,1,2,50,1,1
27.08695652,2,23,14,9,9,6,3,2,1,47,1,2,0,0,0,32,1,3,29,2,3,32,2,3,40,1,3,40,1,2,50,1,1
40.23529412,0,17,17,0,7,7,0,1,3,48,1,2,0,0,0,42,1,3,30,1,3,32,1,3,46,1,3,44,1,2,50,1,1
5.954545455,3,22,1,21,9,1,8,2,1,0,0,0,13,1,2,10,2,3,0,2,3,0,1,3,0,0,0,12.5,2,2,50,1,1
23.27272727,0,11,5,6,4,2,2,2,1,0,0,0,0,0,0,11,1,3,0,0,0,43,1,3,2,1,3,44,1,2,0,0,0
5.5,0,6,0,6,2,0,2,2,1,0,0,0,0,0,0,6,1,3,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0
23.31818182,2,22,10,12,8,4,4,2,1,0,0,0,31,1,2,33,1,3,37,1,3,25,2,3,26,2,3,44,1,2,0,0,0
9.714285714,2,14,2,12,5,1,4,2,1,0,0,0,0,0,0,0,2,3,0,0,0,12,2,3,0,0,0,50,1,2,0,0,0
18.13333333,4,30,9,21,11,4,7,2,1,38,1,2,30,1,2,25.66666667,3,3,35,1,3,23,2,3,25,2,3,41,1,2,0,0,0
11.28571429,2,14,2,12,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,2,3,9,2,3,37,1,2,0,0,0
33.0625,0,16,14,2,6,5,1,1,2,0,0,0,23,1,2,32,1,3,42,1,3,30,1,3,31,1,3,39,1,2,0,0,0
5.785714286,2,14,2,12,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,2,3,30,1,2,0,0,0
28.52,2,25,19,6,10,8,2,2,1,38,1,2,44,1,2,35,1,3,33.5,2,3,34.5,2,3,37,1,3,44,1,2,41,1,1
42.63157895,0,19,19,0,8,8,0,1,3,47,1,2,31,1,2,35,1,3,46,1,3,42,1,3,47,1,3,47,1,2,50,1,1
37.5625,0,16,16,0,6,6,0,1,2,0,0,0,31,1,2,36,1,3,37,1,3,40,1,3,34,1,3,49,1,2,0,0,0
11.66129032,5,31,7,24,11,3,8,2,1,0,0,0,30,1,2,12.66666667,3,3,34,1,3,19.5,2,3,4.333333333,3,3,45,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.36363636,0,11,8,3,4,3,1,1,2,0,0,0,0,0,0,40,1,3,0,0,0,26,1,3,43,1,3,42,1,2,0,0,0
15.69565217,3,23,5,18,8,2,6,2,1,0,0,0,0,0,0,12.5,2,3,15,2,3,26.5,2,3,37,1,3,44,1,2,0,0,0
6.846153846,4,26,2,24,9,1,8,2,1,0,0,0,0,0,0,12.5,2,3,3.5,2,3,10,2,3,12,2,3,32,1,2,0,0,0
15.75,0,8,0,8,3,0,3,2,1,0,0,0,18,1,2,19,1,3,0,0,0,11,1,3,0,0,0,0,0,0,0,0,0
40.22222222,0,18,18,0,7,7,0,1,3,48,1,2,33,1,2,35,1,3,42,1,3,32,1,3,49,1,3,44,1,2,0,0,0
20.22222222,0,18,8,10,7,3,4,2,1,15,1,2,4,1,2,8,1,3,0,1,3,30,1,3,42,1,3,43,1,2,0,0,0
32.81578947,1,19,16,3,7,6,1,1,2,45,1,2,0,0,0,37,1,3,30.5,2,3,35,1,3,46,1,3,44,1,2,0,0,0
34.61111111,0,18,18,0,7,7,0,1,2,37,1,2,31,1,2,34,1,3,32,1,3,30,1,3,37,1,3,44,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.08,2,25,16,9,10,7,3,2,1,45,1,2,30,1,2,31,1,3,18.33333333,3,3,34,1,3,38,1,3,44,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.65789474,1,19,16,3,7,6,1,2,2,0,0,0,38,1,2,40,1,3,31.5,2,3,31,1,3,42,1,3,46,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.52272727,2,22,11,11,8,4,4,2,1,0,0,0,4,1,2,34,1,3,26,2,3,32.5,2,3,30,1,3,38,1,2,0,0,0
21.82,3,25,13,12,9,5,4,2,1,0,0,0,32,1,2,40,1,3,26.33333333,3,3,32.5,2,3,33,1,3,43,1,2,0,0,0
12.625,0,8,0,8,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,12,1,3,16,1,2,0,0,0
22.54545455,2,22,10,12,8,4,4,2,1,42,1,2,0,0,0,19.5,2,3,18.5,2,3,33,1,3,33,1,3,50,1,2,0,0,0
38.21052632,0,19,17,2,8,7,1,1,2,43,1,2,27,1,2,36,1,3,36,1,3,33,1,3,45,1,3,43,1,2,50,1,1
32.77272727,1,22,16,6,9,7,2,1,2,41,1,2,36,1,2,23,2,3,38,1,3,42,1,3,36,1,3,50,1,2,50,1,1
38.86666667,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,39,1,3,36,1,3,34,1,3,40,1,3,43,1,2,50,1,1
0,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.02631579,1,19,13,6,7,5,2,2,1,32,1,2,0,0,0,25.5,2,3,30,1,3,31,1,3,39,1,3,46,1,2,0,0,0
16.85714286,4,28,10,18,10,4,6,2,1,0,0,0,41,1,2,29,2,3,17,2,3,31,1,3,30.33333333,3,3,34,1,2,0,0,0
22.57142857,2,21,12,9,8,5,3,2,1,0,0,0,0,0,0,30,1,3,23.66666667,3,3,30,1,3,37,1,3,36,1,2,40,1,1
20.09259259,3,27,12,15,10,5,5,2,1,44,1,2,38,1,2,23.33333333,3,3,1,1,3,32.5,2,3,42,1,3,41,1,2,0,0,0
36.07142857,0,14,14,0,6,6,0,1,2,41,1,2,0,0,0,0,0,0,31,1,3,30,1,3,36,1,3,42,1,2,48,1,1
30.25,1,22,16,6,9,7,2,2,2,45,1,2,30,1,2,32,1,3,22.5,2,3,32,1,3,40,1,3,45,1,2,46,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.725,1,20,14,6,8,6,2,2,1,0,0,0,36,1,2,36,1,3,25.5,2,3,31,1,3,34,1,3,31,1,2,41,1,1
22.38461538,0,13,4,9,5,2,3,2,1,43,1,2,0,0,0,5,1,3,0,0,0,9,1,3,29,1,3,38,1,2,0,0,0
42.52941176,0,17,17,0,7,7,0,1,3,48,1,2,0,0,0,33,1,3,39,1,3,47,1,3,46,1,3,46,1,2,40,1,1
13,0,2,0,2,1,0,1,2,1,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.47058824,0,17,14,3,7,6,1,1,2,43,1,2,0,0,0,30,1,3,4,1,3,31,1,3,47,1,3,40,1,2,50,1,1
40.15789474,0,19,19,0,8,8,0,1,3,35,1,2,42,1,2,35,1,3,43,1,3,47,1,3,36,1,3,42,1,2,42,1,1
37.26315789,0,19,19,0,8,8,0,1,2,38,1,2,31,1,2,37,1,3,42,1,3,30,1,3,39,1,3,41,1,2,44,1,1
37.05263158,0,19,19,0,8,8,0,1,2,46,1,2,35,1,2,36,1,3,31,1,3,34,1,3,37,1,3,44,1,2,40,1,1
43,0,2,2,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,2,0,0,0
31.28947368,1,19,16,3,7,6,1,2,2,46,1,2,0,0,0,36.5,2,3,31,1,3,30,1,3,40,1,3,45,1,2,0,0,0
23.125,3,28,16,12,11,7,4,2,1,35,1,2,31,1,2,35.5,2,3,25.5,2,3,33.5,2,3,30,1,3,46,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.95,4,30,9,21,11,4,7,2,1,47,1,2,30,1,2,28,3,3,22,2,3,27.5,2,3,38,1,3,49,1,2,0,0,0
26.5,1,16,10,6,6,4,2,2,1,0,0,0,31,1,2,29,2,3,0,0,0,31,1,3,30,1,3,46,1,2,0,0,0
36.52941176,0,17,15,2,7,6,1,1,2,0,0,0,29,1,2,34,1,3,30,1,3,39,1,3,45,1,3,36,1,2,47,1,1
19.0862069,4,29,8,21,11,4,7,2,1,40,1,2,0,0,0,22,3,3,25,2,3,27.5,2,3,40,1,3,40,1,2,50,1,1
39.11764706,0,17,17,0,7,7,0,1,2,43,1,2,0,0,0,34,1,3,35,1,3,36,1,3,44,1,3,41,1,2,50,1,1
37.42105263,0,19,19,0,8,8,0,1,2,41,1,2,33,1,2,38,1,3,32,1,3,31,1,3,40,1,3,45,1,2,50,1,1
15.77272727,3,22,7,15,8,3,5,2,1,34,1,2,0,0,0,18.33333333,3,3,0,0,0,6,2,3,42,1,3,40,1,2,0,0,0
29.975,1,20,14,6,8,6,2,2,1,49,1,2,0,0,0,24.5,2,3,31,1,3,31,1,3,36,1,3,42,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.61111111,0,18,18,0,7,7,0,1,2,47,1,2,33,1,2,38,1,3,35,1,3,40,1,3,34,1,3,47,1,2,0,0,0
18.66,3,25,7,18,9,3,6,2,1,0,0,0,37,1,2,26.5,2,3,24.5,2,3,26.5,2,3,30,1,3,35,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.25,1,8,2,6,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,40,1,2,0,0,0
26.92307692,0,13,7,6,5,3,2,2,1,30,1,2,0,0,0,16,1,3,0,0,0,16,1,3,36,1,3,43,1,2,0,0,0
40.42105263,0,19,19,0,8,8,0,1,3,43,1,2,38,1,2,36,1,3,38,1,3,35,1,3,43,1,3,50,1,2,50,1,1
28.63157895,1,19,13,6,7,5,2,2,1,42,1,2,0,0,0,36,1,3,22,2,3,31,1,3,33,1,3,47,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.33333333,0,6,1,5,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,12,1,2,50,1,1
30.66666667,1,21,19,2,9,8,1,2,2,30.5,2,2,36,1,2,36,1,3,35,1,3,30,1,3,34,1,3,33,1,2,40,1,1
31.27272727,1,22,19,3,9,8,1,2,2,41,1,2,44,1,2,35,1,3,30,2,3,30,1,3,35,1,3,44,1,2,40,1,1
18.2,3,25,11,14,9,4,5,2,1,0,0,0,6,1,2,34,2,3,31,1,3,21,3,3,35,1,3,40,1,2,0,0,0
21.86,3,25,7,18,9,3,6,2,1,49,1,2,0,0,0,24.5,2,3,26.5,2,3,25.5,2,3,41,1,3,48,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.52941176,0,17,17,0,7,7,0,1,3,0,0,0,35,1,2,39,1,3,44,1,3,40,1,3,45,1,3,41,1,2,50,1,1
7.666666667,1,6,0,6,3,0,3,2,1,0,0,0,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0
39.2,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,37,1,3,34,1,3,33,1,3,46,1,3,44,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.75,0,12,10,2,5,4,1,1,2,30,1,2,24,1,2,0,0,0,0,0,0,34,1,3,37,1,3,48,1,2,0,0,0
31.5,0,16,10,6,6,4,2,2,2,38,1,2,0,0,0,31,1,3,16,1,3,21,1,3,42,1,3,49,1,2,0,0,0
24.5,0,8,5,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,34,1,3,41,1,2,0,0,0
38,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,36,1,3,34,1,3,33,1,3,41,1,3,44,1,2,50,1,1
20.8,0,5,2,3,2,1,1,2,1,43,1,2,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
41.5,0,8,8,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,40,1,3,42,1,3,43,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.26315789,0,19,19,0,8,8,0,1,3,40,1,2,39,1,2,39,1,3,44,1,3,41,1,3,47,1,3,41,1,2,50,1,1
27.375,2,24,15,9,9,6,3,2,1,48,1,2,38,1,2,32,1,3,20.66666667,3,3,34,1,3,47,1,3,42,1,2,0,0,0
21.70833333,2,24,10,14,9,4,5,2,1,34,1,2,24,1,2,30,1,3,21,2,3,16,2,3,42,1,3,39,1,2,0,0,0
16.76315789,2,19,4,15,7,2,5,2,1,46,1,2,0,0,0,13,1,3,0,0,0,13.5,2,3,23,2,3,39,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.94444444,0,18,18,0,7,7,0,1,2,50,1,2,30,1,2,34,1,3,30,1,3,35,1,3,48,1,3,41,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.11363636,1,22,16,6,9,7,2,1,2,49,1,2,43,1,2,36,1,3,24.5,2,3,40,1,3,31,1,3,44,1,2,40,1,1
34.85,1,20,17,3,8,7,1,1,2,48,1,2,0,0,0,38,1,3,32,2,3,35,1,3,50,1,3,43,1,2,50,1,1
28.35714286,0,14,8,6,5,3,2,2,1,41,1,2,0,0,0,13,1,3,21,1,3,33,1,3,38,1,3,0,0,0,0,0,0
34.02631579,1,19,16,3,7,6,1,1,2,0,0,0,42,1,2,36,1,3,31.5,2,3,45,1,3,47,1,3,42,1,2,0,0,0
25.64285714,1,21,12,9,8,5,3,2,1,45,1,2,30,1,2,31,1,3,40,1,3,21.5,2,3,5,1,3,48,1,2,0,0,0
23.13636364,2,22,10,12,8,4,4,2,1,50,1,2,0,0,0,25.5,2,3,20.5,2,3,30,1,3,31,1,3,44,1,2,0,0,0
38.42857143,0,7,7,0,3,3,0,1,2,0,0,0,30,1,2,0,0,0,0,0,0,37,1,3,0,0,0,49,1,2,0,0,0
32.675,1,20,17,3,8,7,1,1,2,0,0,0,43,1,2,34,1,3,30.5,2,3,41,1,3,37,1,3,50,1,2,40,1,1
24.76923077,0,13,7,6,5,3,2,2,1,33,1,2,0,0,0,30,1,3,0,0,0,15,1,3,9,1,3,47,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.88888889,1,18,12,6,7,5,2,1,2,0,0,0,0,0,0,36,1,3,28,2,3,45,1,3,45,1,3,45,1,2,40,1,1
16.85294118,2,17,5,12,6,2,4,2,1,0,0,0,0,0,0,28,2,3,0,0,0,6.5,2,3,33,1,3,42,1,2,0,0,0
0,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.92307692,0,13,7,6,5,3,2,2,2,48,1,2,0,0,0,19,1,3,0,0,0,17,1,3,41,1,3,44,1,2,0,0,0
13.84,3,25,2,23,9,1,8,2,1,0,0,0,4,1,2,23.5,2,3,28,1,3,25,2,3,13.5,2,3,34,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.64285714,0,14,14,0,6,6,0,1,2,39,1,2,0,0,0,0,0,0,30,1,3,37,1,3,42,1,3,43,1,2,50,1,1
38.58823529,0,17,17,0,7,7,0,1,2,48,1,2,0,0,0,35,1,3,35,1,3,36,1,3,39,1,3,43,1,2,39,1,1
0,0,5,0,5,2,0,2,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
30.15,1,20,14,6,8,6,2,2,2,35,1,2,0,0,0,32,1,3,32,1,3,25,2,3,44,1,3,42,1,2,50,1,1
42.29411765,0,17,17,0,7,7,0,1,3,45,1,2,0,0,0,42,1,3,36,1,3,37,1,3,48,1,3,45,1,2,50,1,1
28.28571429,1,14,8,6,5,3,2,2,1,0,0,0,0,0,0,27,2,3,0,0,0,36,1,3,37,1,3,48,1,2,0,0,0
38.86666667,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,31,1,3,38,1,3,32,1,3,50,1,3,45,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.11764706,0,17,17,0,7,7,0,1,2,39,1,2,0,0,0,31,1,3,30,1,3,30,1,3,50,1,3,40,1,2,50,1,1
15.52380952,3,21,2,19,8,1,7,2,1,28.5,2,2,0,0,0,13,1,3,0,0,0,21.5,2,3,22.5,2,3,49,1,2,0,0,0
11.56666667,1,15,3,12,6,2,4,2,1,0,0,0,0,0,0,2,1,3,0,0,0,0,1,3,10.5,2,3,43,1,2,50,1,1
25.11538462,3,26,14,12,10,6,4,2,1,40,1,2,0,0,0,33,2,3,29,2,3,37,2,3,48,1,3,41,1,2,50,1,1
37.85714286,0,14,11,3,6,5,1,1,2,44,1,2,0,0,0,26,1,3,0,0,0,38,1,3,34,1,3,49,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,1,3,35,1,2,0,0,0
18.16666667,2,18,6,12,7,3,4,2,1,0,0,0,0,0,0,31,2,3,0,0,0,13,1,3,17,2,3,47,1,2,50,1,1
29.0625,1,16,10,6,6,4,2,2,1,47,1,2,0,0,0,34,1,3,0,0,0,19,2,3,42,1,3,43,1,2,0,0,0
19.2,0,10,5,5,4,2,2,2,1,3,1,2,0,0,0,0,0,0,0,0,0,4,1,3,30,1,3,42,1,2,0,0,0
28.35,1,20,12,8,8,5,3,2,1,0,0,0,28,1,2,35,1,3,23,2,3,38,1,3,31,1,3,40,1,2,50,1,1
14.28846154,4,26,2,24,9,1,8,2,1,0,0,0,0,0,0,23.5,2,3,21.5,2,3,23.5,2,3,28,2,3,41,1,2,0,0,0
30.82352941,1,17,11,6,7,5,2,2,2,34,1,2,0,0,0,26,1,3,0,0,0,36,2,3,40,1,3,50,1,2,50,1,1
27.9047619,1,21,15,6,8,6,2,2,1,38,1,2,37,1,2,36,1,3,17,2,3,30,1,3,35,1,3,41,1,2,0,0,0
35.38461538,0,13,13,0,5,5,0,1,2,36,1,2,0,0,0,30,1,3,0,0,0,37,1,3,35,1,3,41,1,2,0,0,0
42.73333333,0,15,15,0,6,6,0,1,3,0,0,0,0,0,0,43,1,3,44,1,3,35,1,3,45,1,3,45,1,2,50,1,1
28.93181818,1,22,14,8,9,6,3,2,1,44,1,2,13,1,2,28.5,2,3,30,1,3,30,1,3,39,1,3,45,1,2,50,1,1
24.30357143,3,28,16,12,11,7,4,2,1,42,1,2,32,1,2,31,1,3,26.5,2,3,35.5,2,3,36.5,2,3,47,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,19,11,8,8,5,3,2,2,39,1,2,14,1,2,29,1,3,31,1,3,34,1,3,21,1,3,44,1,2,50,1,1
50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1
24.625,1,16,8,8,6,3,3,2,1,0,0,0,19,1,2,33,1,3,31,1,3,28,2,3,0,0,0,40,1,2,0,0,0
29.76470588,1,17,11,6,6,4,2,2,1,0,0,0,0,0,0,33,1,3,27,2,3,34,1,3,46,1,3,43,1,2,0,0,0
28.32352941,1,17,11,6,7,5,2,2,1,34,1,2,0,0,0,32,1,3,0,0,0,19.5,2,3,41,1,3,43,1,2,50,1,1
37.30769231,0,13,13,0,5,5,0,1,2,38,1,2,0,0,0,30,1,3,0,0,0,37,1,3,38,1,3,47,1,2,0,0,0
36.92307692,0,13,13,0,5,5,0,1,2,37,1,2,0,0,0,31,1,3,0,0,0,30,1,3,45,1,3,44,1,2,0,0,0
38.625,0,16,16,0,6,6,0,1,2,48,1,2,0,0,0,34,1,3,33,1,3,30,1,3,47,1,3,45,1,2,0,0,0
36.94117647,0,17,17,0,7,7,0,1,2,45,1,2,0,0,0,31,1,3,31,1,3,32,1,3,40,1,3,46,1,2,44,1,1
50,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.83333333,2,21,12,9,8,5,3,2,1,0,0,0,0,0,0,29,2,3,32.5,2,3,30,1,3,37,1,3,43,1,2,50,1,1
31.33333333,1,18,15,3,7,6,1,2,2,0,0,0,0,0,0,36,1,3,33,1,3,31,2,3,40,1,3,47,1,2,50,1,1
31.27272727,0,11,8,3,4,3,1,2,2,0,0,0,0,0,0,31,1,3,21,1,3,0,0,0,32,1,3,46,1,2,0,0,0
29.25,0,8,5,3,3,2,1,2,1,0,0,0,0,0,0,11,1,3,0,0,0,0,0,0,43,1,3,36,1,2,0,0,0
25.56818182,2,22,13,9,8,5,3,2,1,0,0,0,31,1,2,43,1,3,29,2,3,30,1,3,35.5,2,3,44,1,2,0,0,0
36.13333333,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,33,1,3,31,1,3,33,1,3,43,1,3,42,1,2,38,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,0,8,0,8,3,0,3,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,7,1,2,0,0,0
18.625,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,23,1,3,40,1,2,0,0,0
36.17647059,0,17,17,0,7,7,0,1,2,0,0,0,34,1,2,33,1,3,30,1,3,37,1,3,41,1,3,37,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.45454545,0,11,2,9,4,1,3,2,1,0,0,0,0,0,0,11,1,3,0,0,0,19,1,3,10,1,3,47,1,2,0,0,0
38.14285714,0,14,14,0,6,6,0,1,2,43,1,2,0,0,0,35,1,3,0,0,0,37,1,3,30,1,3,46,1,2,50,1,1
18.1875,1,8,2,6,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,2,3,42,1,2,0,0,0
28.52941176,1,17,13,4,7,5,2,2,1,32,2,2,9,1,2,31,1,3,0,0,0,33,1,3,37,1,3,50,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,1,17,14,3,7,6,1,1,2,47,1,2,0,0,0,38,1,3,0,0,0,37,1,3,35.5,2,3,47,1,2,50,1,1
44.35714286,0,14,14,0,5,5,0,1,3,0,0,0,0,0,0,41,1,3,37,1,3,49,1,3,50,1,3,45,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
