NOTA_L_TRES,VECES_L_TRES,CREDITOS_L_TRES,NOTA_COMDIG,VECES_COMDIG,CREDITOS_COMDIG,NOTA_FDS,VECES_FDS,CREDITOS_FDS,NOTA_HSE,VECES_HSE,CREDITOS_HSE,NOTA_SISDIN,VECES_SISDIN,CREDITOS_SISDIN,NOTA_ELECPOT,VECES_ELECPOT,CREDITOS_ELECPOT,NOTA_ECO,VECES_ECO,CREDITOS_ECO,CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,PROMEDIO_OCHO
0,0,2,40,1,3,28.5,2,2,0,0,1,30,1,2,31,1,3,31.5,2,2,2,15,10,5,5,3,2,1,360625
0,0,2,32,1,3,39,1,2,0,0,1,30,1,2,22.25,4,3,33,1,2,1,15,9,6,5,4,1,1,363125
0,0,2,42,1,3,45,1,2,0,0,1,35,1,2,47,1,3,41,1,2,0,15,12,3,5,5,0,1,44.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,31,1,3,32,2,2,0,0,1,35,1,2,16.66666667,3,3,40,1,2,2,15,9,6,5,3,2,1,334375
0,0,2,44,1,3,32,1,2,0,0,1,25,2,2,31,1,3,40,1,2,1,15,10,5,5,4,1,1,41375
0,0,2,34,1,3,30,1,2,0,0,1,30,1,2,39,1,3,32,2,2,1,15,12,3,5,4,1,1,34875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,37,1,3,40,1,2,0,0,1,30,1,2,37,1,3,41,1,2,0,15,12,3,5,5,0,1,400625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,40,1,3,30,1,2,0,0,1,25.5,2,2,30,1,3,31,1,2,1,15,10,5,5,4,1,1,309375
0,0,2,41,1,3,35,1,2,0,0,1,35,1,2,25,2,3,37,1,2,1,15,9,6,5,4,1,1,37625
0,0,2,40,1,3,19,3,2,0,0,1,30,1,2,28.66666667,3,3,26,2,2,3,15,5,10,5,2,3,2,344375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0.5625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,44,1,3,37,1,2,0,0,1,35,1,2,37,1,3,40,1,2,0,15,12,3,5,5,0,1,43.25
0,0,2,41,1,3,30,1,2,0,0,1,22.5,2,2,35,1,3,36,1,2,1,15,10,5,5,4,1,1,3.85417E+14
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,44,1,3,35,1,2,0,0,1,30,2,2,34.5,2,3,40,1,2,2,15,12,3,5,3,2,1,419375
0,0,2,0,0,3,0,0,2,0,0,1,20,1,2,0,0,3,0,0,2,0,15,0,15,1,1,0,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,37,1,3,39,1,2,0,0,1,33,1,2,26.33333333,3,3,34,1,2,1,15,9,6,5,4,1,1,373125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,1,1,2,0,0,3,10,1,2,0,15,0,15,2,2,0,2,5125
0,0,2,0,0,3,15,3,2,0,0,1,30,1,2,6,2,3,35,1,2,2,15,4,11,4,2,2,2,4375
0,0,2,33,1,3,31,1,2,0,0,1,30,1,2,27.5,2,3,31,1,2,1,15,9,6,5,4,1,1,3.84167E+14
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,33,1,2,0,0,3,0,0,2,0,15,2,13,1,1,0,2,4625
0,0,2,0,0,3,36,1,2,0,0,1,33,1,2,7,1,3,36,1,2,0,15,6,9,4,4,0,2,9.25
0,0,2,37,1,3,35,1,2,0,0,1,30,1,2,38,1,3,40,1,2,0,15,12,3,5,5,0,1,37875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,39,1,3,36,1,2,0,0,1,30,1,2,32,1,3,39,1,2,0,15,12,3,5,5,0,1,39375
0,0,2,36,1,3,31,1,2,0,0,1,30,1,2,37,1,3,42,1,2,0,15,12,3,5,5,0,1,40375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,35,1,3,35,1,2,0,0,1,30,2,2,32,1,3,30,1,2,1,15,12,3,5,4,1,1,32125
0,0,2,35,1,3,28.5,2,2,0,0,1,30,1,2,35.5,2,3,30,1,2,2,15,10,5,5,3,2,1,37
0,0,2,0,0,3,34,1,2,0,0,1,30,1,2,0,2,3,32,1,2,1,15,6,9,3,2,1,2,11625
0,0,2,40,1,3,32,2,2,0,0,1,30,1,2,35,1,3,40,1,2,1,15,12,3,5,4,1,1,35
0,0,2,36,1,3,30,1,2,0,0,1,23,2,2,16.5,4,3,32,1,2,2,15,7,8,5,3,2,2,36625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,30,1,2,0,0,3,30,1,2,0,15,4,11,2,2,0,2,3375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,35,1,3,30,1,2,0,0,1,30,1,2,39,1,3,33.5,2,2,1,15,12,3,5,4,1,1,3.72083E+14
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,33,1,3,33,1,2,0,0,1,35,1,2,39,1,3,41,1,2,0,15,12,3,5,5,0,1,42375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,37,1,3,28.33333333,3,2,0,0,1,30,1,2,29,2,3,30,1,2,2,15,7,8,5,3,2,1,36.5
0,0,2,40,1,3,31.5,2,2,0,0,1,27,2,2,42,1,3,35,1,2,2,15,10,5,5,3,2,1,35.25
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,40,1,3,35,1,2,0,0,1,30,1,2,23,2,3,38,1,2,1,15,9,6,5,4,1,1,40.25
0,0,2,42,1,3,31,1,2,0,0,1,30,1,2,34,1,3,45,1,2,0,15,12,3,5,5,0,1,43.5
0,0,2,27,2,3,1,1,2,0,0,1,25.5,2,2,0,0,3,36,1,2,2,15,2,13,4,2,2,2,61875
0,0,2,41,1,3,42,1,2,0,0,1,40,1,2,40,1,3,47,1,2,0,15,12,3,5,5,0,1,42625
0,0,2,46,1,3,45,1,2,0,0,1,35,1,2,48,1,3,38,1,2,0,15,12,3,5,5,0,1,42.25
0,0,2,44,1,3,30,1,2,0,0,1,31,1,2,37,1,3,40,1,2,0,15,12,3,5,5,0,1,41375
0,0,2,46,1,3,44,1,2,0,0,1,30,1,2,50,1,3,42,1,2,0,15,12,3,5,5,0,1,43.25
0,0,2,40,1,3,29,2,2,0,0,1,30,1,2,29,2,3,30,1,2,2,15,7,8,5,3,2,1,39625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,45,1,3,39,1,2,0,0,1,34,1,2,39,1,3,43,1,2,0,15,12,3,5,5,0,1,42.25
0,0,2,37,1,3,33,1,2,0,0,1,30,1,2,28,2,3,30,1,2,1,15,9,6,5,4,1,1,37625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,31,1,3,16.5,2,2,0,0,1,28,2,2,15.5,4,3,30,1,2,3,15,5,10,5,2,3,2,379375
0,0,2,0,0,3,0,0,2,0,0,1,24,2,2,0,0,3,29,2,2,2,15,0,15,2,0,2,2,5.75
0,0,2,41,1,3,31,1,2,0,0,1,32,1,2,38,1,3,33,1,2,0,15,12,3,5,5,0,1,39
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,43,1,3,29.5,2,2,0,0,1,30,1,2,34,1,3,49,1,2,1,15,12,3,5,4,1,1,40.25
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,31,1,3,36,1,2,0,0,1,30,1,2,33,1,3,34,1,2,0,15,12,3,5,5,0,1,3.54167E+14
0,0,2,32,1,3,34,1,2,0,0,1,32.5,2,2,27,2,3,32,1,2,2,15,9,6,5,3,2,1,41375
0,0,2,44,1,3,30,1,2,0,0,1,26.5,2,2,25.33333333,3,3,38,1,2,2,15,7,8,5,3,2,1,39375
0,0,2,31,1,3,40,1,2,0,0,1,30,1,2,26.66666667,3,3,32,1,2,1,15,9,6,5,4,1,1,378125
0,0,2,37,1,3,34,2,2,0,0,1,35,1,2,34,1,3,30,1,2,1,15,12,3,5,4,1,1,33875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,37,1,3,32,1,2,0,0,1,25.5,2,2,26,2,3,31,1,2,2,15,7,8,5,3,2,1,371875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,40,1,3,35,1,2,36,1,1,33,2,2,26.5,2,3,31,1,2,2,15,12,3,8,6,2,1,324375
0,0,2,37,1,3,30,1,2,0,0,1,40,1,2,34,1,3,37,1,2,0,15,12,3,5,5,0,1,40
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,38,1,3,24.5,2,2,0,0,1,30,1,2,21.5,2,3,44,1,2,2,15,7,8,5,3,2,1,38
0,0,2,0,0,3,0,0,2,0,0,1,28.5,2,2,0,0,3,31,1,2,1,15,2,13,2,1,1,2,0
0,0,2,33,1,3,31,1,2,0,0,1,30,1,2,39,1,3,37,1,2,0,15,12,3,5,5,0,1,40.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,44,1,3,37,1,2,0,0,1,30,1,2,30,1,3,33,1,2,0,15,12,3,5,5,0,1,41.25
0,0,2,34,1,3,30,1,2,0,0,1,26,2,2,23.66666667,3,3,30,1,2,2,15,7,8,5,3,2,2,4125
0,0,2,32,2,3,30,1,2,0,0,1,34,1,2,20.25,4,3,32,1,2,2,15,9,6,5,3,2,2,32875
0,0,2,2,1,3,30,1,2,0,0,1,21,3,2,4.5,2,3,34,1,2,2,15,4,11,5,3,2,2,1.94167E+14
0,0,2,47,1,3,17,3,2,0,0,1,35,1,2,6,3,3,28,2,2,3,15,5,10,5,2,3,2,278125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,45,1,3,27.5,2,2,0,0,1,30,1,2,41,1,3,43,1,2,1,15,10,5,5,4,1,1,40.25
0,0,2,34,1,3,30,1,2,0,0,1,24,2,2,25.66666667,3,3,28.33333333,3,2,3,15,5,10,5,2,3,2,361875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,41,1,3,36,1,2,0,0,1,30,1,2,48,1,3,39,1,2,0,15,12,3,5,5,0,1,3.74583E+14
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,11.66666667,3,2,0,0,3,23,2,2,2,15,0,15,2,0,2,2,0
0,0,2,0,0,3,0,0,2,0,0,1,25.5,2,2,0,0,3,13,1,2,1,15,0,15,2,1,1,2,5125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,30,1,2,0,0,1,22,3,2,13,2,3,30,1,2,2,15,4,11,4,2,2,2,10.75
0,0,2,31.5,2,3,17.5,2,2,0,0,1,30,1,2,34,1,3,25.5,2,2,3,15,8,7,5,2,3,2,31.25
0,0,2,42,1,3,30,1,2,0,0,1,35,1,2,19,3,3,34,1,2,1,15,9,6,5,4,1,1,319375
0,0,2,45,1,3,43,1,2,0,0,1,35,1,2,47,1,3,42,1,2,0,15,12,3,5,5,0,1,41.5
0,0,2,0,0,3,0,0,2,0,0,1,17,2,2,0,0,3,31,1,2,1,15,2,13,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,49,1,3,35,1,2,0,0,1,32.5,2,2,21.5,2,3,33,1,2,2,15,9,6,5,3,2,1,409375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,26,3,2,0,0,1,30,1,2,0,0,3,30,1,2,1,15,4,11,3,2,1,2,4.25
0,0,2,0,0,3,0,0,2,0,0,1,20,1,2,0,0,3,0,0,2,0,15,0,15,1,1,0,2,0
0,0,2,0,0,3,23,1,2,0,0,1,30,1,2,18,1,3,20,1,2,0,15,2,13,4,4,0,2,0
0,0,2,39,1,3,39,1,2,0,0,1,30,1,2,49,1,3,36,1,2,0,15,12,3,5,5,0,1,41125
0,0,2,47,1,3,32,1,2,0,0,1,30,1,2,46,1,3,38,1,2,0,15,12,3,5,5,0,1,39875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,44,1,3,35,1,2,0,0,1,30,1,2,38,1,3,37,1,2,0,15,12,3,5,5,0,1,38125
0,0,2,45,1,3,36,1,2,0,0,1,35,1,2,40,1,3,40,1,2,0,15,12,3,5,5,0,1,39625
0,0,2,44,1,3,37,1,2,0,0,1,30,1,2,40,1,3,43,1,2,0,15,12,3,5,5,0,1,38375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,47,1,3,21.66666667,3,2,0,0,1,30,1,2,45,1,3,31,2,2,2,15,10,5,5,3,2,1,40125
0,0,2,48,1,3,46,1,2,0,0,1,35,1,2,47,1,3,47,1,2,0,15,12,3,5,5,0,1,45125
0,0,2,35,1,3,30,1,2,0,0,1,18.5,2,2,31,1,3,24.5,2,2,2,15,8,7,5,3,2,2,40625
0,0,2,47,1,3,36,1,2,0,0,1,40,1,2,46,1,3,40,1,2,0,15,12,3,5,5,0,1,42625
0,0,2,47,1,3,44,1,2,0,0,1,35,1,2,48,1,3,44,1,2,0,15,12,3,5,5,0,1,44.5
0,0,2,45,1,3,34,1,2,0,0,1,29,2,2,24.33333333,3,3,36,1,2,2,15,7,8,5,3,2,1,40.75
0,0,2,33,1,3,32,1,2,0,0,1,30,1,2,32,1,3,32,1,2,0,15,12,3,5,5,0,1,38.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,46,1,3,44,1,2,0,0,1,35,1,2,49,1,3,35,1,2,0,15,12,3,5,5,0,1,43375
0,0,2,34,1,3,22,3,2,0,0,1,30,1,2,17,2,3,33.5,2,2,3,15,7,8,5,2,3,2,39.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,25,2,2,0,0,3,0,0,2,1,15,0,15,1,0,1,2,4625
0,0,2,0,0,3,0,0,2,0,0,1,14,1,2,0,0,3,0,0,2,0,15,0,15,1,1,0,2,0
0,0,2,40,1,3,44,1,2,0,0,1,35,1,2,48,1,3,45,1,2,0,15,12,3,5,5,0,1,43875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,45,1,3,35,1,2,0,0,1,31,1,2,28,2,3,36.5,2,2,2,15,9,6,5,3,2,1,40875
0,0,2,0,0,3,0,0,2,0,0,1,31,3,2,0,0,3,37,1,2,1,15,4,11,2,1,1,2,10625
0,0,2,32,1,3,18,3,2,0,0,1,27.25,4,2,17.33333333,3,3,22,2,2,4,15,3,12,5,1,4,2,9625
0,0,2,47,1,3,42,1,2,0,0,1,30,1,2,45,1,3,40,1,2,0,15,12,3,5,5,0,1,42.5
0,0,2,0,0,3,24,1,2,0,0,1,30,1,2,29,1,3,30,1,2,0,15,4,11,4,4,0,2,15.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,30,1,2,0,0,3,30,1,2,0,15,4,11,2,2,0,2,7625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,6,1,2,0,0,1,30,1,2,11,2,3,0,0,2,1,15,2,13,3,2,1,2,5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,47,1,3,39,1,2,0,0,1,35,1,2,45,1,3,35,1,2,0,15,12,3,5,5,0,1,43.25
0,0,2,38,1,3,33,1,2,0,0,1,25,2,2,31,2,3,30,1,2,2,15,10,5,5,3,2,1,38.5
0,0,2,42,1,3,25,3,2,0,0,1,17.5,2,2,23.66666667,3,3,26,3,2,4,15,3,12,5,1,4,2,39625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,38,1,3,30,1,2,0,0,1,32,1,2,32,1,3,30,1,2,0,15,12,3,5,5,0,1,3.69583E+14
38,1,2,36,1,3,30,1,2,44,1,1,30.5,2,2,20.66666667,3,3,49,1,2,2,15,12,3,8,6,2,1,33375
46,1,2,44,1,3,30,1,2,44,1,1,28,2,2,41,1,3,39,1,2,1,15,13,2,8,7,1,1,355625
43,1,2,38,1,3,30,1,2,42,1,1,30,1,2,41,1,3,33,1,2,0,15,15,0,8,8,0,1,35.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,25,1,2,0,0,1,24,1,2,0,0,3,31,1,2,0,15,2,13,3,3,0,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
42,1,2,35,1,3,32,1,2,42,1,1,36,2,2,31,1,3,50,1,2,1,15,15,0,8,7,1,1,34875
0,0,2,0,0,3,0,0,2,34,1,1,0,0,2,0,0,3,43,1,2,0,15,3,12,2,2,0,2,0
41,1,2,0,0,3,0,0,2,0,0,1,0,0,2,5,1,3,0,0,2,0,15,2,13,3,3,0,2,0
44,1,2,40,1,3,45,1,2,44,1,1,45,1,2,43,1,3,41,1,2,0,15,15,0,8,8,0,1,38125
0,0,2,15.5,2,3,33,1,2,34,1,1,33,1,2,3,2,3,48,1,2,2,15,7,8,6,4,2,2,5.5
31,1,2,33,1,3,31,1,2,45,1,1,32,1,2,24,2,3,36,2,2,2,15,12,3,8,6,2,1,32.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,36,1,3,30,1,2,36,1,1,37,1,2,42,1,3,33,1,2,0,15,15,0,8,8,0,1,31875
42,1,2,33,1,3,30,1,2,41,1,1,29.5,2,2,25.5,2,3,29.5,2,2,3,15,12,3,8,5,3,2,31375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
24,2,2,34,1,3,18.5,2,2,42,1,1,18.5,2,2,27.5,2,3,36,1,2,4,15,6,9,8,4,4,2,32.75
42,1,2,40,1,3,43,1,2,45,1,1,33,1,2,24,3,3,34,1,2,1,15,12,3,8,7,1,1,335625
0,0,2,35,1,3,36,1,2,46,1,1,36,1,2,32,1,3,36,1,2,0,15,13,2,6,6,0,1,35.75
41,1,2,30,1,3,33.5,2,2,44,1,1,30.33333333,3,2,32,1,3,34,1,2,2,15,15,0,8,6,2,1,35.75
2,1,2,0,0,3,0,0,2,27,3,1,0,0,2,0,0,3,0,0,2,1,0,0,0,3,2,1,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,37,1,3,35,1,2,29.5,2,1,36,1,2,25,4,3,30,1,2,2,15,12,3,8,6,2,1,319375
38,1,2,37,1,3,22,2,2,38,1,1,38,1,2,30,1,3,33,1,2,1,15,13,2,8,7,1,1,36875
32,1,2,44,1,3,26.5,2,2,44,1,1,27.66666667,3,2,20.25,4,3,31,1,2,3,15,8,7,8,5,3,2,34625
42,1,2,42,1,3,29.5,2,2,49,1,1,22.5,2,2,42,1,3,30,1,2,2,15,13,2,8,6,2,1,30.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,31,2,3,33,1,2,34,1,1,32,1,2,19.66666667,3,3,21,2,2,3,15,10,5,8,5,3,2,35125
41,1,2,37,1,3,24.33333333,3,2,47,1,1,37,1,2,14,1,3,32,1,2,1,15,10,5,8,7,1,1,13.75
42,1,2,34,1,3,23.33333333,3,2,47,1,1,32,1,2,20,3,3,36,1,2,2,15,10,5,8,6,2,1,2.89417E+14
44,1,2,38,1,3,30,1,2,44,1,1,34,1,2,32,1,3,50,1,2,0,15,15,0,8,8,0,1,35.75
42,1,2,39,1,3,39,1,2,42,1,1,25.5,2,2,19.66666667,3,3,36,1,2,2,15,10,5,8,6,2,1,339375
41,1,2,35,1,3,35.5,2,2,45,1,1,30.5,2,2,33,1,3,35,1,2,2,15,15,0,8,6,2,1,350625
43,1,2,38,1,3,30,1,2,40,1,1,31.5,2,2,19,2,3,33,1,2,2,15,12,3,8,6,2,1,34125
46,1,2,41,1,3,30,1,2,43,1,1,31,1,2,33,1,3,38,1,2,0,15,15,0,8,8,0,1,36125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,39,1,3,36,1,2,38,1,1,32,1,2,25,4,3,20.5,2,2,2,15,10,5,8,6,2,1,2.92708E+14
40,1,2,35,1,3,30,2,2,38,1,1,26.5,2,2,32,1,3,36,1,2,2,15,13,2,8,6,2,1,29.25
44,1,2,49,1,3,30,1,2,43,1,1,39,1,2,43,1,3,43,1,2,0,15,15,0,8,8,0,1,37625
34,1,2,35,1,3,32,1,2,34,1,1,20.5,2,2,25,2,3,34,1,2,2,15,10,5,8,6,2,1,330625
45,1,2,33,1,3,31,1,2,47,1,1,30,1,2,26,2,3,24.5,2,2,2,15,10,5,8,6,2,1,32625
40,1,2,35,1,3,24.33333333,3,2,30,1,1,33,1,2,26.66666667,3,3,22,3,2,3,15,8,7,8,5,3,2,310625
40,1,2,39,1,3,30,1,2,43,1,1,26,2,2,13,4,3,31,1,2,2,15,10,5,8,6,2,1,2.52292E+14
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
19,2,2,35,1,3,42,1,2,43,1,1,35,1,2,18.5,2,3,34,1,2,2,15,10,5,8,6,2,1,320625
44,1,2,39,1,3,34,1,2,43,1,1,37,1,2,46,1,3,43,1,2,0,15,15,0,8,8,0,1,37.25
41,1,2,40,1,3,37,1,2,42,1,1,32,2,2,30,1,3,31,1,2,1,15,15,0,8,7,1,1,36.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
49,1,2,36,1,3,37,1,2,36,1,1,32,1,2,30,1,3,24.5,2,2,1,15,13,2,8,7,1,1,32875
43,1,2,40,1,3,30,1,2,43,1,1,21,2,2,25.66666667,3,3,19.5,2,2,3,15,8,7,8,5,3,2,34.75
34,2,2,27,2,3,36,1,2,40,1,1,26.5,2,2,20.5,2,3,30,1,2,4,15,7,8,8,4,4,2,31
39,1,2,37,1,3,39,1,2,44,1,1,37,1,2,17.5,2,3,39,1,2,1,15,12,3,8,7,1,1,34875
0,1,2,0,0,3,0,0,2,39,1,1,32,1,2,31,1,3,27.5,2,2,1,15,6,9,4,3,1,2,4125
44,1,2,37,1,3,32,1,2,44,1,1,39,1,2,45,1,3,39,1,2,0,15,15,0,8,8,0,1,37625
42,1,2,43,1,3,42,1,2,36,1,1,31,1,2,36,1,3,30,1,2,0,15,15,0,8,8,0,1,36875
