CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO,NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_PYE_UNO,VECES_PYE_UNO,CREDITOS_PYE_UNO,NOTA_VARCOM,VECES_VARCOM,CREDITOS_VARCOM,NOTA_EL_DOS,VECES_EL_DOS,CREDITOS_EL_DOS,NOTA_PROGAPL,VECES_PROGAPL,CREDITOS_PROGAPL,NOTA_CAMPOS,VECES_CAMPOS,CREDITOS_CAMPOS,NOTA_FCD,VECES_FCD,CREDITOS_FCD
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,3,14,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,3,3,0,0,2,0,0,3
1,17,0,17,2,1,1,2,0,25,1,2,0,0,2,0,0,2,0,0,3,16.33333333,3,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,4.16667E+14,45,1,2,34,1,2,30,1,2,37,1,3,32,1,3,38,1,2,47,1,3
0,17,17,0,7,7,0,1,3.28667E+14,41,1,2,39,1,2,35,1,2,38,1,3,45,1,3,34,1,2,41,1,3
2,17,12,5,6,4,2,2,2.92444E+14,0,0,2,32.5,2,2,37,1,2,18.5,2,3,30,1,3,31,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,35.8,35,1,2,36,1,2,32,1,2,28.5,2,3,44,1,3,33,1,2,43,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,5.333333333,3,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,0,0,2,15,1,2,0,0,2,0,0,3,47,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.07333E+14,42,1,2,37,1,2,35,1,2,30,1,3,38,1,3,38,1,2,36.5,2,3
3,17,15,2,7,4,3,2,1.67333E+14,40,1,2,31,1,2,35,1,2,31,2,3,44,1,3,13.66666667,3,2,36,2,3
3,17,12,5,7,4,3,2,2.91667E+14,42,1,2,28.5,2,2,39,1,2,26.33333333,3,3,30,1,3,33,1,2,30,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,6,5,1,2,3.58667E+14,0,0,2,33,2,2,34,1,2,30,1,3,39,1,3,33,1,2,41,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,3.44667E+14,33.5,2,2,31,1,2,34,1,2,30,1,3,34,1,3,30.5,2,2,41,1,3
3,17,10,7,6,3,3,2,19.6,0,0,2,30,1,2,31,2,2,26,2,3,32,1,3,28.5,2,2,39,1,3
0,17,3,14,2,2,0,2,0,14,1,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,10,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,40.5,41,1,2,35,1,2,31,1,2,30,1,3,40,1,3,33,1,2,46,1,3
2,17,14,3,7,5,2,1,32.6,46,1,2,31,1,2,33,1,2,25,2,3,44,1,3,29.5,2,2,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,42.2,46,1,2,42,1,2,37,1,2,41,1,3,41,1,3,39,1,2,45,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,12,5,7,5,2,1,3.51333E+14,40,1,2,34,1,2,40,1,2,27.5,2,3,36,1,3,29,2,2,35,1,3
2,17,12,5,7,5,2,1,3.44333E+14,45,1,2,29,2,2,34,1,2,27,2,3,32,1,3,31,1,2,44,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,20.5,2,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,26,1,2,0,0,2,0,0,2,0,0,3,32,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
4,17,9,8,7,3,4,2,3.41333E+14,36,1,2,28,2,2,30,1,2,27.66666667,3,3,35,1,3,29.5,2,2,28.66666667,3,3
2,17,11,6,5,3,2,2,21.2,0,0,2,0,0,2,19,2,2,30,1,3,36,2,3,30,1,2,32,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,3.98667E+14,42,1,2,27.33333333,3,2,37,1,2,34,1,3,35,1,3,32,1,2,34,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,15,2,3,0,0,2,0,0,3
3,17,12,5,7,4,3,2,3.47556E+14,37,2,2,27,2,2,35,1,2,30,1,3,34,1,3,35,1,2,27.5,2,3
0,17,12,5,5,5,0,2,8.1,0,0,2,35,1,2,36,1,2,37,1,3,31,1,3,37,1,2,0,0,3
1,17,0,17,2,1,1,2,0,12.5,2,2,0,0,2,0,0,2,0,0,3,17,1,3,0,0,2,0,0,3
2,17,15,2,7,5,2,1,3.34333E+14,42,1,2,29,2,2,33,1,2,30,1,3,33,1,3,31,1,2,29.5,2,3
0,17,17,0,7,7,0,1,3.73333E+14,47,1,2,36,1,2,33,1,2,30,1,3,47,1,3,37,1,2,47,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.72667E+14,43,1,2,36,1,2,41,1,2,30,1,3,35,1,3,31,1,2,39,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
2,17,12,5,7,5,2,1,3.96667E+14,42,1,2,30,1,2,23.5,2,2,26.5,2,3,50,1,3,30,1,2,40,1,3
1,17,6,11,2,1,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,35.5,2,3,0,0,2,35,1,3
1,17,17,0,7,6,1,1,36.1,45,1,2,36,1,2,30.5,2,2,34,1,3,41,1,3,35,1,2,44,1,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,12,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,7,2,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,37.4,45,1,2,32,1,2,34,1,2,32,1,3,35,1,3,34,1,2,36,2,3
1,17,17,0,7,6,1,1,32.1,41,1,2,34,1,2,35,1,2,30,1,3,40,1,3,34,1,2,33.5,2,3
0,17,17,0,7,7,0,1,3.89333E+14,42,1,2,34,1,2,36,1,2,41,1,3,43,1,3,40,1,2,47,1,3
0,17,17,0,7,7,0,1,4.19333E+14,48,1,2,38,1,2,37,1,2,37,1,3,48,1,3,37,1,2,47,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,7,10,3,3,0,2,0,39,1,2,0,0,2,34,1,2,0,0,3,32,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,2.35333E+14,43,1,2,32,1,2,25.66666667,3,2,34,1,3,41,1,3,30,1,2,33,1,3
0,17,17,0,7,7,0,1,39.4,47,1,2,39,1,2,31,1,2,30,1,3,45,1,3,41,1,2,48,1,3
2,17,14,3,7,5,2,1,3.75333E+14,38,1,2,32,1,2,31,2,2,29,2,3,31,1,3,35,1,2,35,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,19.33333333,3,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,14,3,7,5,2,1,35.6,42,1,2,32,1,2,31,2,2,29,2,3,39,1,3,35,1,2,38,1,3
0,17,5,12,2,2,0,2,0,44,1,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,41,1,2,0,0,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,37.4,44,1,2,31,1,2,31.5,2,2,30,1,3,44,1,3,31.5,2,2,42,1,3
1,17,6,11,3,2,1,2,0,0,0,2,9,1,2,0,0,2,0,0,3,36,1,3,0,0,2,32.5,2,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,33.7,47,1,2,30,1,2,35,1,2,24,2,3,39,1,3,33,1,2,49,1,3
4,17,12,5,7,3,4,2,35.4,21.5,2,2,36,1,2,34,1,2,27,2,3,37,2,3,33,2,2,38,1,3
0,17,17,0,7,7,0,1,31.2,47,1,2,33,1,2,41,1,2,37,1,3,30,1,3,30,1,2,41,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,20,2,3,0,0,2,0,0,3
3,17,12,5,7,4,3,2,33.4,32,1,2,33,1,2,27,2,2,37,1,3,29.5,2,3,30,1,2,29,2,3
1,17,0,17,2,1,1,2,0,27,1,2,0,0,2,0,0,2,0,0,3,25.5,2,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,3.48333E+14,40,1,2,30,1,2,36,1,2,27,2,3,30,1,3,34,1,2,45,1,3
1,17,17,0,7,6,1,1,36.7,46,1,2,34,1,2,31.5,2,2,32,1,3,42,1,3,35,1,2,39,1,3
0,17,0,17,1,1,0,2,0,15,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,36.2,43,1,2,31,1,2,41,1,2,26.5,2,3,30,1,3,30,1,2,45,1,3
1,17,0,17,2,1,1,2,0,6,1,2,0,0,2,0,0,2,0,0,3,7.666666667,3,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,35.6,35,1,2,34,1,2,33,1,2,30,1,3,35,1,3,29,2,2,44,1,3
2,17,12,5,7,5,2,1,32.8,39,1,2,32,1,2,25.5,2,2,26,2,3,45,1,3,30,1,2,32,1,3
2,17,14,3,7,5,2,1,2.74333E+14,45,1,2,30,2,2,39,1,2,27.66666667,3,3,34,1,3,30,1,2,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,1,3
1,17,17,0,7,6,1,1,3.92667E+14,35,1,2,31,1,2,37,1,2,30,1,3,40,1,3,30.5,2,2,43,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,12,5,5,5,0,2,2.80333E+14,0,1,2,30,1,2,33,1,2,40,1,3,0,0,3,30,1,2,33,1,3
0,17,0,17,1,1,0,2,6.66667E+14,0,0,2,0,0,2,0,0,2,0,0,3,22,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,1,2,0,0,2,0,0,2,0,0,3,7.5,2,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.53333E+14,44,1,2,31,1,2,30,1,2,38,1,3,44,1,3,33,1,2,47,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
1,17,5,12,2,1,1,2,0,41,1,2,0,0,2,0,0,2,0,0,3,30,2,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,3.60667E+14,50,1,2,30,1,2,30,2,2,34,1,3,31,1,3,36,1,2,32,2,3
4,17,13,4,7,3,4,2,3.81333E+14,43,1,2,29,3,2,26.33333333,3,2,30,1,3,32,1,3,33,2,2,30.5,2,3
0,17,5,12,3,3,0,2,2.1,38,1,2,0,0,2,14,1,2,0,0,3,37,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,30,1,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
3,17,15,2,7,4,3,2,3.06667E+14,47,1,2,26.5,2,2,30,1,2,29.5,2,3,47,1,3,29.5,2,2,41,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,0,0,2,30,1,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,12,1,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,3.73333E+14,41,1,2,38,1,2,27.5,2,2,38,1,3,37,1,3,32,1,2,47,1,3
2,17,12,5,7,5,2,1,33.4,44,1,2,30,1,2,29,2,2,27.5,2,3,35,1,3,32,1,2,30,1,3
2,17,15,2,7,5,2,1,3.50333E+14,40,1,2,30,1,2,28.5,2,2,30,1,3,47,1,3,30,2,2,43,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,12,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,12,5,7,6,1,2,2.74333E+14,44,1,2,37,1,2,35,1,2,30,1,3,39,1,3,10,1,2,24,2,3
0,17,17,0,7,7,0,1,35.4,36,1,2,38,1,2,30,1,2,30,1,3,38,1,3,33,1,2,43,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,44,1,2,0,0,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.21333E+14,46,1,2,39,1,2,34.5,2,2,33,1,3,45,1,3,34,1,2,45,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,4.22667E+14,46,1,2,40,1,2,30,1,2,29,2,3,41,1,3,37,1,2,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,5,5,0,2,0.6,45,1,2,10,1,2,11,1,2,4,1,3,36,1,3,0,0,2,0,0,3
0,17,15,2,6,6,0,2,34.8,0,0,2,36,1,2,30,1,2,33,1,3,37,1,3,31,1,2,39,1,3
0,17,2,15,1,1,0,2,0,48,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.20667E+14,41,1,2,34,1,2,36,1,2,30,1,3,36,1,3,38,1,2,37,1,3
1,17,17,0,7,6,1,1,3.95333E+14,43,1,2,34,1,2,31.5,2,2,31,1,3,37,1,3,36,1,2,33,1,3
0,17,0,17,1,1,0,2,0,0,1,2,0,0,2,0,0,2,0,0,3,6,1,3,0,0,2,0,0,3
2,17,5,12,3,1,2,2,13.2,0,0,2,28.5,2,2,33,1,2,0,0,3,29.5,2,3,0,0,2,0,0,3
2,17,0,17,2,0,2,2,0,27,2,2,0,0,2,0,0,2,0,0,3,9.5,2,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,3.5,2,3,0,0,2,0,0,3
1,17,2,15,2,1,1,2,0,36,1,2,0,0,2,0,0,2,0,0,3,14.66666667,3,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,3.77556E+14,45,1,2,30,1,2,34,2,2,30,2,3,37,1,3,32,1,2,44,1,3
3,17,11,6,7,4,3,2,1.67333E+14,48,1,2,38,1,2,33,1,2,25.33333333,3,3,30,2,3,30,1,2,16,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,8,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,3,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.97333E+14,46,1,2,37,1,2,38,1,2,30,1,3,43,1,3,39,1,2,42,1,3
2,17,15,2,7,5,2,1,2.81667E+14,40,1,2,32,1,2,34,1,2,30,1,3,37,1,3,28,2,2,33,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,7,10,4,3,1,2,12.6,46,1,2,0,0,2,0,0,2,0,0,3,21,2,3,33,1,2,42,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0.5,2,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,47,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,24.5,2,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
3,17,11,6,6,3,3,2,3.24667E+14,0,0,2,28.5,2,2,22.66666667,3,2,40,1,3,34,1,3,32,2,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,18,2,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,20,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
4,17,15,2,7,3,4,2,3.50667E+14,41,1,2,27,2,2,29.5,2,2,36,1,3,35,1,3,30.5,2,2,29.5,2,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,33,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,48,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.57333E+14,38,1,2,32,1,2,30,1,2,30,1,3,32,1,3,33,1,2,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,5.6,46,1,2,0,0,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
3,17,9,8,7,4,3,2,7.23333E+14,47,1,2,31,1,2,23.66666667,3,2,16.66666667,3,3,36,1,3,31,1,2,8,3,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,2,15,2,1,1,2,0,40,2,2,0,0,2,0,0,2,0,0,3,8,1,3,0,0,2,0,0,3
2,17,14,3,7,5,2,1,3.66667E+14,43,1,2,39,1,2,30.5,2,2,28.5,2,3,45,1,3,36,1,2,46,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,39.2,45,1,2,34,1,2,36,1,2,26,2,3,35,1,3,34,1,2,37,1,3
1,17,7,10,3,2,1,2,5.46667E+14,40,1,2,30,2,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,2,15,2,1,1,2,0,41,1,2,0,0,2,0,0,2,0,0,3,11.5,2,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,26.6,42,1,2,28.5,2,2,31,1,2,30,1,3,47,1,3,32,1,2,43,1,3
0,17,2,15,1,1,0,2,0,31,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,9,8,6,4,2,2,35.2,0,0,2,35,1,2,30,1,2,28.5,2,3,15.5,2,3,34,1,2,46,1,3
2,17,7,10,6,4,2,2,10,0,0,2,30.5,2,2,18.33333333,3,2,16,1,3,41,1,3,33,1,2,23,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,46,1,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,7,2,3,0,0,2,0,0,3
1,17,2,15,3,2,1,2,0,41,1,2,0,0,2,10,1,2,0,0,3,28.5,2,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,13.5,2,3,0,0,2,0,0,3
2,17,14,3,7,5,2,1,34,46,1,2,31,1,2,29.5,2,2,30,1,3,44,1,3,34,1,2,29,2,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,24,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,4.43333E+14,43,1,2,39,1,2,30,1,2,30,1,3,50,1,3,36,1,2,48,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,3,3,0,2,0,0,0,2,10,1,2,18,1,2,0,0,3,38,1,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,3.37111E+14,38,1,2,32,1,2,38,1,2,28.5,2,3,38,1,3,37,1,2,40,1,3
1,17,15,2,7,6,1,1,3.90667E+14,45,1,2,25,2,2,36,1,2,30,1,3,42,1,3,30,1,2,44,1,3
0,17,17,0,7,7,0,1,34.6,31,1,2,36,1,2,39,1,2,30,1,3,37,1,3,37,1,2,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,8,2,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,2,1,1,2,0,29,1,2,0,0,2,0,0,2,0,0,3,15,2,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
3,17,15,2,7,4,3,2,3.30444E+14,50,1,2,26,2,2,32,2,2,30.5,2,3,45,1,3,32,1,2,33,1,3
2,17,9,8,7,5,2,2,31,36,1,2,21,1,2,40,1,2,26,3,3,32,1,3,30,1,2,25,3,3
2,17,17,0,7,5,2,1,2.85333E+14,40,1,2,30,2,2,34,1,2,33,2,3,32,1,3,33,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
3,17,7,10,6,3,3,2,2.42778E+14,0,0,2,32,1,2,24.5,2,2,23,3,3,37,1,3,30,1,2,24.5,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,24,1,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
