CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO,NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_PYE_UNO,VECES_PYE_UNO,CREDITOS_PYE_UNO,NOTA_VARCOM,VECES_VARCOM,CREDITOS_VARCOM,NOTA_EL_DOS,VECES_EL_DOS,CREDITOS_EL_DOS,NOTA_PROGAPL,VECES_PROGAPL,CREDITOS_PROGAPL,NOTA_CAMPOS,VECES_CAMPOS,CREDITOS_CAMPOS,NOTA_FCD,VECES_FCD,CREDITOS_FCD
2,17,11,6,6,4,2,1,1.46111E+14,0,0,2,35,1,2,29,2,2,32,1,3,35,1,3,23.25,4,2,43,1,3
1,17,2,15,2,1,1,2,0,35,1,2,0,0,2,0,0,2,0,0,3,18,2,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,27.5,2,3,0,0,2,0,0,3
0,17,8,9,5,5,0,2,0,0,0,2,40,1,2,21,1,2,28,1,3,30,1,3,0,0,2,35,1,3
0,17,5,12,2,2,0,2,0,42,1,2,0,1,2,0,0,2,0,0,3,45,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,7,3,3,0,0,2,0,0,3
1,17,5,12,5,4,1,2,0,0,0,2,34,1,2,19,1,2,26.5,2,3,35,1,3,0,0,2,20,1,3
0,17,17,0,7,7,0,1,2.37222E+14,38,1,2,32,1,2,39,1,2,38,1,3,30,1,3,38,1,2,39,1,3
0,17,2,15,2,2,0,2,0,33,1,2,0,0,2,0,0,2,0,0,3,2,1,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,6.66667E+14,0,0,2,0,0,2,13,1,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.58333E+14,44,1,2,45,1,2,41,1,2,35,1,3,50,1,3,30,1,2,46,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,33.25,32,1,2,39,1,2,38,1,2,42,1,3,36,1,3,28,2,2,45,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,30,35,1,2,37,1,2,37,1,2,32,1,3,40,1,3,32,1,2,47,1,3
0,17,0,17,2,2,0,2,0,15,1,2,0,0,2,0,0,2,0,0,3,15,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,3.13611E+14,45,1,2,38,1,2,38,1,2,23.5,2,3,40,1,3,33,1,2,43,1,3
0,17,15,2,6,6,0,1,32,0,0,2,38,1,2,34,1,2,32,1,3,45,1,3,32,1,2,37,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,10,7,7,5,2,1,1.98333E+14,42,1,2,22,2,2,37,1,2,37,1,3,35,1,3,22,1,2,29,2,3
3,17,8,9,6,3,3,2,2.08056E+14,0,0,2,24.33333333,3,2,30,1,2,32,1,3,25.66666667,3,3,27,2,2,30,1,3
0,17,17,0,7,7,0,1,3.26667E+14,47,1,2,33,1,2,32,1,2,40,1,3,45,1,3,30,1,2,43,1,3
0,17,5,12,2,2,0,2,0,0,0,2,30,1,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.64167E+14,50,1,2,37,1,2,40,1,2,30,1,3,50,1,3,39,1,2,45,1,3
1,17,14,3,7,6,1,1,2.84167E+14,31,1,2,40,1,2,30,1,2,27.5,2,3,40,1,3,36,1,2,45,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,39,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.56111E+14,38,1,2,48,1,2,39,1,2,32,2,3,40,1,3,34,1,2,41,1,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,15,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,4.48333E+14,38,1,2,46,1,2,39,1,2,39,1,3,48,1,3,37,1,2,50,1,3
0,17,17,0,7,7,0,1,3.19167E+14,39,1,2,31,1,2,39,1,2,32,1,3,35,1,3,35,1,2,31,1,3
4,17,10,7,7,3,4,2,3.18056E+14,39,1,2,33,1,2,26.66666667,3,2,19.5,4,3,46,1,3,26.5,2,2,30.5,2,3
0,17,11,6,4,4,0,2,16.25,32,1,2,0,0,2,0,0,2,35,1,3,40,1,3,0,0,2,31,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,42,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,1,2,0,0,2,0,0,3,19,2,3,0,0,2,0,0,3
1,17,3,14,2,1,1,2,1.66667E+14,0,0,2,21,2,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
3,17,17,0,7,4,3,2,1.36389E+14,44,1,2,32.5,2,2,31,1,2,31.5,2,3,30,1,3,32,1,2,31.5,2,3
1,17,15,2,7,6,1,1,3.33333E+14,32,1,2,37,1,2,27,2,2,31,1,3,35,1,3,30,1,2,41,1,3
2,17,5,12,3,1,2,2,0,35,2,2,17,2,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.34167E+14,42,1,2,30,1,2,43,1,2,30.5,2,3,35,1,3,32,1,2,38,1,3
2,17,12,5,7,5,2,1,36.5,34,1,2,37,1,2,44,1,2,26.33333333,3,3,35,1,3,22.33333333,3,2,30,1,3
1,17,17,0,7,6,1,1,3.36667E+14,41,1,2,41,1,2,32.5,2,2,45,1,3,50,1,3,38,1,2,34,1,3
1,17,15,2,7,6,1,1,1.96111E+14,50,1,2,31,1,2,38,1,2,38,1,3,35,1,3,25.5,2,2,34,1,3
2,17,15,2,7,5,2,1,3.61667E+14,42,1,2,39,1,2,35,1,2,31.5,2,3,35,1,3,29,2,2,32,1,3
3,17,15,2,7,4,3,2,2.49444E+14,41,1,2,36,1,2,28.5,2,2,34,2,3,30,1,3,29.5,2,2,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,3,14,3,2,1,2,0,12,1,2,15.5,2,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
1,17,5,12,3,2,1,2,0,38,1,2,19.66666667,3,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,16,1,2,0,0,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,3.44167E+14,47,1,2,45,1,2,33,1,2,27.5,2,3,50,1,3,37,1,2,43,1,3
2,17,14,3,7,5,2,1,3.58333E+14,43,1,2,41,1,2,31.5,2,2,37,1,3,40,1,3,40,1,2,28,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
3,17,5,12,4,1,3,2,1.28333E+14,40,1,2,0,2,2,0,0,2,14,2,3,35,1,3,10.66666667,3,2,0,0,3
1,17,17,0,7,6,1,1,3.44167E+14,44,1,2,29.5,2,2,34,1,2,31,1,3,50,1,3,37,1,2,38,1,3
3,17,15,2,7,4,3,2,1.89167E+14,45,1,2,33,1,2,29.5,2,2,35,1,3,35,1,3,25.33333333,3,2,31,3,3
1,17,14,3,7,6,1,1,3.81667E+14,42,1,2,44,1,2,37,1,2,28,2,3,40,1,3,36,1,2,46,1,3
0,17,5,12,2,2,0,2,7.66667E+14,0,0,2,39,1,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,0,0,0,1,1,0,0,0,15,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,3.36667E+14,40,1,2,36,1,2,30.5,2,2,30,1,3,35,1,3,32,1,2,29.5,2,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,15,1,3,0,0,2,0,0,3
0,17,7,10,3,3,0,2,0,40,1,2,38,1,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,3.10278E+14,34,1,2,36,1,2,30,1,2,30,1,3,30,1,3,28,3,2,40,1,3
1,17,6,11,3,2,1,2,1.66667E+14,0,0,2,0,0,2,0,0,2,25,1,3,30,1,3,0,0,2,32.5,2,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,6,2,3,0,0,2,0,0,3
2,17,15,2,7,5,2,1,1.22778E+14,40,1,2,30,1,2,21,3,2,32,1,3,46,1,3,30,1,2,31.5,2,3
0,17,5,12,2,2,0,2,0,0,0,2,35,1,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,43,1,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,0,0,2,23,1,2,0,0,2,0,0,3,43,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.56667E+14,46,1,2,39,1,2,38,1,2,33,1,3,30,2,3,30,1,2,38,1,3
0,17,17,0,7,7,0,1,3.19889E+14,42,1,2,44,1,2,33,1,2,35,1,3,35,1,3,41,1,2,32,1,3
1,17,17,0,7,6,1,1,3.84667E+14,45,1,2,35,1,2,39,1,2,40,1,3,32.5,2,3,36,1,2,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
3,17,5,12,6,3,3,2,10.2,41,1,2,0,0,2,16.33333333,3,2,22,2,3,34,1,3,22,1,2,28.5,2,3
0,17,3,14,3,3,0,2,0,27,1,2,4,1,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.71333E+14,46,1,2,32,1,2,32,1,2,37,1,3,34,1,3,36,1,2,32,1,3
3,17,14,3,7,4,3,2,3.07667E+14,39,1,2,29.5,2,2,36,1,2,28,2,3,35,1,3,38,1,2,36,2,3
1,17,14,3,7,6,1,1,3.54222E+14,43,1,2,30,1,2,34,1,2,36,1,3,28,2,3,37,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.94667E+14,39,1,2,37,1,2,41,1,2,43,1,3,33,1,3,35,1,2,34,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,19.33333333,3,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,3,14,2,1,1,2,0,0,0,2,17.33333333,3,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,2.31667E+14,38,1,2,34,1,2,30.5,2,2,33,1,3,33,1,3,33,1,2,37,1,3
0,17,17,0,7,7,0,1,3.25667E+14,43,1,2,34,1,2,38,1,2,41,1,3,35,1,3,30,1,2,42,1,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,7,1,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,34.8,33,1,2,36,1,2,39,1,2,28,2,3,37,1,3,35,1,2,39,1,3
2,17,14,3,7,5,2,1,3.77333E+14,44,1,2,42,1,2,40,1,2,36,1,3,30,2,3,31,1,2,29,2,3
1,17,15,2,6,5,1,2,2.53778E+14,39,1,2,0,0,2,30,1,2,34,1,3,30,1,3,29.5,2,2,34,1,3
0,17,5,12,3,3,0,2,0,15,1,2,30,1,2,0,0,2,0,0,3,47,1,3,0,0,2,0,0,3
2,17,4,13,3,1,2,2,0,41,1,2,31.5,2,2,23.5,2,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,36.2,50,1,2,33,1,2,37,1,2,37,1,3,39,1,3,30,1,2,37,1,3
2,17,12,5,7,5,2,2,9.06667E+14,37,2,2,30,1,2,43,1,2,17,1,3,39,1,3,19.5,2,2,31,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.54667E+14,47,1,2,34,1,2,31.5,2,2,36,1,3,48,1,3,34,1,2,30,1,3
1,17,5,12,3,2,1,2,0,34,1,2,14.5,2,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,10.66666667,3,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.52667E+14,39,1,2,30.5,2,2,30,1,2,36,1,3,37,1,3,34,1,2,35,1,3
1,17,4,13,3,2,1,2,0,30,1,2,32,1,2,0,0,2,0,0,3,24.33333333,3,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.87333E+14,43,1,2,35,1,2,41,1,2,39,1,3,49,1,3,30,1,2,33,1,3
0,17,17,0,7,7,0,1,40.4,44,1,2,38,1,2,39,1,2,39,1,3,43,1,3,33,1,2,37,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.69333E+14,44,1,2,36,1,2,34,1,2,40,1,3,41,1,3,33,1,2,39,1,3
0,17,17,0,7,7,0,1,3.13667E+14,50,1,2,30,1,2,33,1,2,37,1,3,35,1,3,33,1,2,33,1,3
4,17,9,8,7,3,4,2,4,29.5,2,2,32,1,2,32,1,2,18,2,3,47,1,3,18.66666667,3,2,29,2,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,11,6,7,5,2,2,3.59333E+14,37,1,2,33,1,2,30,1,2,26.33333333,3,3,28.5,2,3,35,1,2,30,1,3
1,17,3,14,3,2,1,2,5.33333E+14,11,1,2,7,2,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,5,1,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,36.6,40,1,2,24.5,2,2,36,1,2,40,1,3,38,1,3,34,1,2,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,15,2,7,5,2,1,34.2,35,1,2,30,1,2,30,1,2,38,1,3,36,1,3,29,3,2,33,2,3
0,17,17,0,7,7,0,1,3.96667E+14,46,1,2,45,1,2,37,1,2,41,1,3,33,1,3,34,1,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.65333E+14,42,1,2,40,1,2,36,1,2,38,1,3,33,1,3,31,1,2,36,1,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,9,1,3,0,0,2,0,0,3
2,17,15,2,7,5,2,1,2.29667E+14,47,1,2,34,1,2,21.33333333,3,2,32,1,3,43,1,3,31,1,2,30,2,3
2,17,0,17,2,0,2,2,0,0,0,2,10,2,2,0,0,2,0,0,3,24,2,3,0,0,2,0,0,3
1,17,14,3,7,6,1,1,3.42333E+14,46,1,2,30,1,2,31,1,2,28.5,2,3,50,1,3,30,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.04667E+14,39,1,2,38,1,2,30,1,2,36,1,3,45,1,3,30,1,2,37,1,3
3,17,5,12,4,1,3,2,3.6,0,0,2,0,0,2,44,1,2,18.5,2,3,29,2,3,0,0,2,33,2,3
4,17,10,7,7,3,4,2,3.38222E+14,49,2,2,35,1,2,29,2,2,23.33333333,3,3,46,1,3,29,3,2,39,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,33.8,48,1,2,42,1,2,47,1,2,30,1,3,35,1,3,32,1,2,33,1,3
0,17,17,0,7,7,0,1,3.61333E+14,45,1,2,38,1,2,37,1,2,44,1,3,50,1,3,33,1,2,40,1,3
1,17,15,2,7,6,1,1,3.59333E+14,44,1,2,49,1,2,27,2,2,30,1,3,36,1,3,30,1,2,35,1,3
0,17,17,0,7,7,0,1,3.41333E+14,38,1,2,34,1,2,45,1,2,36,1,3,33,1,3,32,1,2,33,1,3
2,17,12,5,7,5,2,1,3.13333E+14,45,1,2,33,1,2,32,1,2,27.5,2,3,33,1,3,26.5,2,2,41,1,3
4,17,12,5,7,3,4,2,3.52333E+14,42,2,2,22,3,2,35,1,2,28.5,2,3,34,1,3,31,2,2,35,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,28.5,2,3,0,0,2,0,0,3
1,17,5,12,3,2,1,2,0,36,2,2,20,1,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,0,0,2,15,1,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,3.50667E+14,46,1,2,31.66666667,3,2,36,1,2,30,2,3,30,1,3,33,1,2,31,1,3
0,17,7,10,3,3,0,2,0,35,1,2,31,1,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.60667E+14,46,1,2,34,1,2,32.5,2,2,43,1,3,38,1,3,31,1,2,39,1,3
1,17,10,7,5,4,1,2,3.06667E+14,0,0,2,33,1,2,30,1,2,20.5,2,3,34,1,3,0,0,2,38,1,3
0,17,2,15,2,2,0,2,0,36,1,2,20,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
4,17,10,7,7,3,4,2,3.62444E+14,48,2,2,34,1,2,27.5,2,2,27,2,3,36,1,3,27.5,2,2,31,1,3
1,17,17,0,7,6,1,1,3.69333E+14,35,1,2,38,1,2,31,2,2,41,1,3,38,1,3,30,1,2,41,1,3
0,17,17,0,7,7,0,1,3.31333E+14,44,1,2,45,1,2,41,1,2,43,1,3,44,1,3,43,1,2,49,1,3
0,17,12,5,5,5,0,2,7,0,0,2,33,1,2,30,1,2,39,1,3,41,1,3,30,1,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,11,1,3,0,0,2,0,0,3
3,17,12,5,7,4,3,2,8.73333E+14,37,1,2,30,2,2,30,1,2,22.33333333,3,3,35,1,3,24.5,2,2,31,1,3
0,17,5,12,2,2,0,2,0,0,0,2,33,1,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
0,17,0,17,2,2,0,2,0,14,1,2,0,0,2,0,0,2,0,0,3,4,1,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.55333E+14,49,1,2,35,1,2,30,1,2,34,1,3,41,1,3,30,1,2,33,1,3
0,17,17,0,7,7,0,1,3.45333E+14,33,1,2,38,1,2,40,1,2,43,1,3,35,1,3,32,1,2,38,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,25,3,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,32.9,40,1,2,40,1,2,32,1,2,33,1,3,38,1,3,34,1,2,40,1,3
2,17,8,9,6,4,2,2,1.8,42,1,2,11.33333333,3,2,0,0,2,39,1,3,30,1,3,16,1,2,25,2,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,19,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.51333E+14,41,1,2,31,1,2,35,1,2,30,2,3,35,1,3,31,1,2,37,1,3
0,17,3,14,2,2,0,2,0,0,0,2,17,1,2,0,0,2,0,0,3,45,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
3,17,3,14,3,0,3,2,2,0,0,2,0,0,2,10,3,2,0,0,3,31,2,3,5.5,2,2,0,0,3
2,17,4,13,4,2,2,2,4.93333E+14,0,0,2,34,2,2,24,1,2,0,0,3,1.333333333,3,3,30,1,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,28.5,2,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,13,4,6,5,1,2,0.933333333,42,1,2,34,1,2,0,0,2,33,1,3,43,1,3,3.333333333,3,2,32,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.90667E+14,42,1,2,38,1,2,41,1,2,41,1,3,44,1,3,42,1,2,48,1,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,5,1,3,0,0,2,0,0,3
1,17,5,12,2,1,1,2,4.4,0,0,2,30,1,2,0,0,2,0,0,3,30,2,3,0,0,2,0,0,3
2,17,13,4,7,5,2,2,21,37,1,2,5,1,2,37,1,2,31.5,2,3,35,1,3,25,3,2,43,1,3
0,17,17,0,7,7,0,1,3.57333E+14,48,1,2,39,1,2,33,1,2,37,1,3,34,1,3,32,1,2,35,1,3
0,17,17,0,7,7,0,1,37.6,47,1,2,40,1,2,36,1,2,32,1,3,39,1,3,35,1,2,30,1,3
1,17,17,0,7,6,1,1,2.82333E+14,38,1,2,40,1,2,34,1,2,34.5,2,3,33,1,3,30,1,2,36,1,3
0,17,17,0,7,7,0,1,3.63667E+14,49,1,2,44,1,2,40,1,2,38,1,3,33,1,3,33,1,2,41,1,3
0,17,3,14,2,2,0,2,0,0,0,2,20,1,2,0,0,2,0,0,3,32,1,3,0,0,2,0,0,3
1,17,12,5,7,6,1,1,1.12667E+14,48,1,2,30,1,2,29.5,2,2,28,1,3,30,1,3,25,1,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,3.07667E+14,38,1,2,44,1,2,38,1,2,38,1,3,39,1,3,31,2,2,35,1,3
0,17,17,0,7,7,0,1,3.43667E+14,37,1,2,39,1,2,41,1,2,39,1,3,34,1,3,31,1,2,34,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,7,10,5,4,1,2,6.66667E+14,41,1,2,30,1,2,28,1,2,0,0,3,30,1,3,29,2,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,24,2,3,0,0,2,0,0,3
0,17,17,0,7,7,0,1,3.84667E+14,39,1,2,42,1,2,39,1,2,30,1,3,39,1,3,35,1,2,43,1,3
2,17,13,4,6,4,2,2,16.1,0,1,2,30,1,2,29.5,2,2,39,1,3,43,1,3,19.5,2,2,46,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,2.5,2,3,0,0,2,0,0,3
1,17,5,12,2,1,1,2,0,0,0,2,29.5,2,2,0,0,2,0,0,3,0,0,3,0,0,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
0,17,2,15,2,2,0,2,0,40,1,2,0,0,2,0,0,2,0,0,3,6,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,23,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,30,1,2,0,0,2,0,0,2,0,0,3,32,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,24.66666667,3,3,0,0,2,0,0,3
0,17,7,10,5,5,0,2,6.4,4,1,2,31,1,2,30,1,2,0,0,3,0,0,3,28,1,2,40,1,3
0,17,5,12,2,2,0,2,0,0,0,2,33,1,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,17,6,11,5,5,0,2,0,7,1,2,0,0,2,2,1,2,0,0,3,31,1,3,13,1,2,34,1,3
0,17,3,14,1,1,0,2,4.4,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,5,12,3,2,1,2,0,38,1,2,26.5,2,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
