NOTA_EI_CINCO,VECES_EI_CINCO,CREDITOS_EI_CINCO,NOTA_EE_DOS,VECES_EE_DOS,CREDITOS_EE_DOS,NOTA_EI_SEIS,VECES_EI_SEIS,CREDITOS_EI_SEIS,NOTA_ORD_TER,VECES_ORD_TER,CREDITOS_ORD_TER,NOTA_TG_UNO,VECES_TG_UNO,CREDITOS_TG_UNO,CAR_NUEVE,NCC_NUEVE,NCA_NUEVE,NCP_NUEVE,NAC_NUEVE,NAA_NUEVE,NAP_NUEVE,EPA_NUEVE,ESTADO NUEVE,PROMEDIO_DIEZ
34,1,3,49,1,2,0,0,3,43,1,3,42,1,2,0,13,10,3,4,4,1,1,1,40.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,3,50,1,2,0,0,3,44,1,3,44,1,2,0,13,10,3,4,4,1,1,1,41
42,1,3,45,1,2,33,1,3,41,1,3,0,0,2,0,13,11,2,5,4,1,1,1,32.6
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,46,1,2,35,1,3,42,1,3,50,1,2,0,13,13,0,5,5,0,1,1,44.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,41,1,2,35,1,3,43,1,3,50,1,2,0,13,13,0,5,5,0,1,1,44.18181818
41,1,3,43,1,2,0,0,3,36,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,43,1,2,0,0,3,36,1,3,44,1,2,0,13,10,3,4,4,1,1,1,43.09090909
36,1,3,49,1,2,0,0,3,33,1,3,39,1,2,0,13,10,3,4,4,1,1,1,36.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,0,0,2,35,1,3,43,1,3,47,1,2,0,13,11,2,4,4,1,1,1,41.875
34,1,3,41,1,2,0,0,3,36,1,3,45,1,2,0,13,10,3,4,4,1,1,1,37.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,46,1,2,0,0,3,44,1,3,48,1,2,0,13,10,3,4,4,1,1,1,42.54545455
40,1,3,39,1,2,30,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.45454545
40,1,3,48,1,2,0,0,3,45,1,3,50,1,2,0,13,10,3,4,4,1,1,1,44
0,0,3,12,1,2,0,0,3,0,0,3,0,0,2,0,13,0,13,2,0,5,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,43,1,2,0,0,3,44,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.27272727
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,39,1,2,33,1,3,42,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.5
30,1,3,45,1,2,39,1,3,44,1,3,47,1,2,0,13,13,0,5,5,0,1,1,39.25
33,1,3,35,1,2,37,1,3,45,1,3,45,1,2,0,13,13,0,5,5,0,1,1,37.36363636
43,1,3,47,1,2,0,0,3,37,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,40,1,2,0,0,3,35,1,3,0,0,2,0,13,5,8,3,2,3,2,3,30
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,5,1,2,0,0,3,0,0,3,0,0,2,0,13,0,13,2,0,5,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,3,39,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,41.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,3,31,1,2,0,0,3,38,2,3,0,0,2,1,13,8,5,4,3,2,1,1,37.125
30,1,3,40,1,2,0,0,3,36,1,3,39,1,2,0,13,10,3,4,4,1,1,1,37.54545455
33,1,3,49,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.27272727
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,38,1,2,0,0,3,37,1,3,45,1,2,0,13,10,3,4,4,1,1,1,39.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,46,1,2,0,0,3,42,1,3,0,0,2,0,13,8,5,4,3,2,1,1,35.8
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,40,1,2,37,1,3,40,1,3,50,2,2,1,13,13,0,5,5,0,1,1,43.63636364
36,1,3,46,1,2,0,0,3,44,1,3,49,1,2,0,13,10,3,4,4,1,1,1,43
33,1,3,40,1,2,0,0,3,40,1,3,42,1,2,0,13,10,3,4,4,1,1,1,38.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,33,1,2,0,0,3,37,1,3,48,1,2,0,13,10,3,4,4,1,1,1,42.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,49,1,2,46,1,3,47,1,3,43,1,2,0,13,13,0,5,5,0,1,1,43.09090909
37,1,3,43,1,2,0,0,3,42,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,35,1,2,0,0,3,44,1,3,43,1,2,0,13,10,3,4,4,1,1,1,44.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,50,1,2,0,0,3,44,1,3,45,1,2,0,13,10,3,4,4,1,1,1,43.125
37,1,3,38,1,2,0,0,3,37,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.36363636
37,1,3,40,1,2,0,0,3,45,1,3,47,1,2,0,13,10,3,4,4,1,1,1,43.09090909
31,1,3,42,1,2,38,1,3,45,1,3,42,1,2,0,13,13,0,5,5,0,1,1,40.81818182
44,1,3,48,1,2,0,0,3,45,1,3,50,1,2,0,13,10,3,4,4,1,1,1,41.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,3,46,1,2,0,0,3,46,1,3,45,1,2,0,13,10,3,4,4,1,1,1,43.45454545
31,1,3,0,0,2,36,1,3,38,1,3,0,0,2,0,13,9,4,4,3,2,1,1,33.2
31,1,3,45,1,2,0,0,3,38,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42
37,1,3,40,1,2,36,1,3,36,1,3,45,1,2,0,13,13,0,5,5,0,1,1,41.5
33,1,3,46,1,2,30,1,3,44,1,3,0,0,2,0,13,11,2,5,4,1,1,1,37
0,0,3,30,1,2,0,0,3,0,0,3,0,0,2,0,13,2,11,2,1,4,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,2,3,44,1,2,0,0,3,35,1,3,45,1,2,1,13,10,3,4,4,1,1,1,38.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,3,35,1,2,0,0,3,43,1,3,45,1,2,0,13,10,3,4,4,1,1,1,37.90909091
0,0,3,40,1,2,0,0,3,37,1,3,0,0,2,0,13,5,8,3,2,3,2,3,45
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,45,1,2,44,1,3,38,1,3,50,1,2,0,13,13,0,5,5,0,1,1,43.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,3,47,1,2,0,0,3,46,1,3,50,1,2,0,13,10,3,4,4,1,1,1,47.36363636
45,1,3,50,1,2,0,0,3,44,1,3,48,1,2,0,13,10,3,4,4,1,1,1,46.72727273
34,1,3,38,1,2,0,0,3,45,1,3,45,1,2,0,13,10,3,4,4,1,1,1,39.72727273
38,1,3,48,1,2,33,1,3,38,1,3,43,1,2,0,13,13,0,5,5,0,1,1,44.27272727
40,1,3,49,1,2,0,0,3,49,1,3,44,1,2,0,13,10,3,4,4,1,1,1,43.18181818
40,1,3,42,1,2,43,1,3,46,1,3,50,1,2,0,13,13,0,5,5,0,1,1,43.90909091
37,1,3,40,1,2,41,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,41.625
38,1,3,34,1,2,34,1,3,41,1,3,50,1,2,0,13,13,0,5,5,0,1,1,44.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,2,3,47,1,2,36,1,3,35,1,3,0,0,2,1,13,11,2,5,4,1,1,1,36.375
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,39,1,2,0,0,3,37,1,3,0,0,2,0,13,8,5,4,3,2,1,1,38.25
32,1,3,44,1,2,0,0,3,44,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.81818182
36,1,3,41,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.81818182
33,1,3,0,0,2,0,0,3,41,1,3,43,1,2,0,13,8,5,3,3,2,1,1,43
33,1,3,49,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,49,1,2,0,0,3,37,1,3,43,1,2,0,13,10,3,4,4,1,1,1,41.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,0,0,2,38,1,3,43,1,3,50,1,2,0,13,11,2,4,4,1,1,1,41.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,48,1,2,0,0,3,42,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.09090909
32,1,3,36,1,2,0,0,3,41,1,3,0,0,2,0,13,8,5,4,3,2,1,1,40.125
36,1,3,45,1,2,0,0,3,42,1,3,0,0,2,0,13,8,5,4,3,2,1,1,38.4
45,1,3,46,1,2,0,0,3,40,1,3,43,1,2,0,13,10,3,4,4,1,1,1,43.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,43,1,2,0,0,3,42,1,3,45,1,2,0,13,10,3,4,4,1,1,1,41.36363636
39,1,3,48,1,2,43,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,47.45454545
37,1,3,47,1,2,0,0,3,38,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,3,34,1,2,0,0,3,45,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,3,48,1,2,0,0,3,42,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.75
40,1,3,48,1,2,0,0,3,42,1,3,48,1,2,0,13,10,3,4,4,1,1,1,45.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,47,1,2,0,0,3,40,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.54545455
38,1,3,38,1,2,0,0,3,38,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.81818182
39,1,3,40,1,2,30,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.72727273
41,1,3,45,1,2,0,0,3,46,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.90909091
38,1,3,40,1,2,38,1,3,45,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.54545455
40,1,3,40,1,2,40,1,3,39,1,3,38,1,2,0,13,13,0,5,5,0,1,1,44.375
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,49,1,2,41,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,45
37,1,3,47,1,2,0,0,3,41,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,48,1,2,38,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,3,48,1,2,36,1,3,40,1,3,41,1,2,0,13,13,0,5,5,0,1,1,41.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,46,1,2,44,1,3,39,1,3,44,1,2,0,13,13,0,5,5,0,1,1,48.18181818
36,1,3,47,1,2,0,0,3,41,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,43,1,2,0,0,3,42,1,3,45,1,2,0,13,10,3,4,4,1,1,1,40.90909091
33,1,3,37,1,2,0,0,3,43,1,3,45,1,2,0,13,10,3,4,4,1,1,1,41.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,47,1,2,0,0,3,40,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.90909091
37,1,3,0,0,2,0,0,3,37,1,3,50,1,2,0,13,8,5,3,3,2,1,1,43.25
35,1,3,45,1,2,0,0,3,42,1,3,40,1,2,0,13,10,3,4,4,1,1,1,40
30,1,3,50,1,2,0,0,3,43,1,3,48,1,2,0,13,10,3,4,4,1,1,1,40.36363636
42,1,3,45,1,2,42,1,3,45,1,3,50,1,2,0,13,13,0,5,5,0,1,1,45.27272727
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,47,1,2,0,0,3,36,1,3,42,1,2,0,13,10,3,4,4,1,1,1,41.72727273
34,1,3,47,1,2,0,0,3,41,1,3,45,1,2,0,13,10,3,4,4,1,1,1,39.72727273
33,1,3,39,1,2,0,0,3,36,1,3,50,1,2,0,13,10,3,4,4,1,1,1,39
31,1,3,39,1,2,0,0,3,44,1,3,45,1,2,0,13,10,3,4,4,1,1,1,43.09090909
32,1,3,47,1,2,0,0,3,42,1,3,45,1,2,0,13,10,3,4,4,1,1,1,38.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,48,1,2,0,0,3,38,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.63636364
46,1,3,46,1,2,0,0,3,44,1,3,45,1,2,0,13,10,3,4,4,1,1,1,44.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,3,44,1,2,0,0,3,44,1,3,45,1,2,0,13,10,3,4,4,1,1,1,38.63636364
32,1,3,37,1,2,36,1,3,40,1,3,40,1,2,0,13,13,0,5,5,0,1,1,38.72727273
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,42,1,2,0,0,3,39,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.81818182
30,1,3,39,1,2,0,0,3,39,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,3,44,1,2,0,0,3,39,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.90909091
40,1,3,50,1,2,0,0,3,41,1,3,46,1,2,0,13,10,3,4,4,1,1,1,40.36363636
31,1,3,35,1,2,0,0,3,43,1,3,0,0,2,0,13,8,5,4,3,2,1,1,35.625
35,1,3,36,1,2,0,0,3,36,1,3,44,1,2,0,13,10,3,4,4,1,1,1,42
41,1,3,44,1,2,0,0,3,44,1,3,45,1,2,0,13,10,3,4,4,1,1,1,40.90909091
37,1,3,44,1,2,0,0,3,46,1,3,50,1,2,0,13,10,3,4,4,1,1,1,38.18181818
38,1,3,42,1,2,0,0,3,41,1,3,0,0,2,0,13,8,5,4,3,2,1,1,38.25
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,3,49,1,2,0,0,3,49,1,3,47,1,2,0,13,10,3,4,4,1,1,1,43.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,42,1,2,0,0,3,33,1,3,0,0,2,0,13,8,5,4,3,2,1,1,38.875
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,42,1,2,0,0,3,40,1,3,46,1,2,0,13,10,3,4,4,1,1,1,43.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,3,37,1,2,36,1,3,44,1,3,0,0,2,0,13,11,2,5,4,1,1,1,38.75
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,43,1,2,0,0,3,39,2,3,0,0,2,1,13,8,5,4,3,2,1,1,40.5
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,45,1,2,0,0,3,36,1,3,0,0,2,0,13,8,5,4,3,2,1,1,40.5
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,48,1,2,0,0,3,42,1,3,47,1,2,0,13,10,3,4,4,1,1,1,44.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,50,1,2,0,0,3,37,1,3,48,1,2,0,13,10,3,4,4,1,1,1,41.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,34,1,2,0,0,3,36,1,3,0,0,2,0,13,8,5,4,3,2,1,1,41
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,48,1,2,0,0,3,32,1,3,48,1,2,0,13,10,3,4,4,1,1,1,42.54545455
40,1,3,33,1,2,36,1,3,45,1,3,0,0,2,0,13,11,2,5,4,1,1,1,35.5
30,1,3,40,1,2,0,0,3,44,1,3,0,0,2,0,13,8,5,4,3,2,1,1,38
36,1,3,0,0,2,32,1,3,41,1,3,0,0,2,0,13,9,4,4,3,2,1,1,29.2
34,1,3,0,0,2,35,1,3,43,1,3,0,0,2,0,13,9,4,4,3,2,1,1,36
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,47,1,2,0,0,3,44,1,3,43,1,2,0,13,10,3,4,4,1,1,1,44
40,1,3,45,1,2,35,1,3,44,1,3,0,0,2,0,13,11,2,5,4,1,1,1,41.8
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,49,1,2,33,1,3,38,1,3,43,1,2,0,13,13,0,5,5,0,1,1,40.45454545
38,1,3,37,1,2,37,1,3,45,1,3,0,0,2,0,13,11,2,5,4,1,1,1,44.25
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,31,1,3,0,0,2,0,13,3,10,2,1,4,2,3,31.4
39,1,3,40,1,2,31,1,3,40,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,45,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,44.18181818
42,1,3,32,1,2,0,0,3,45,1,3,0,0,2,0,13,8,5,4,3,2,1,1,40.125
41,1,3,38,1,2,0,0,3,37,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.18181818
44,1,3,45,1,2,0,0,3,43,1,3,46,1,2,0,13,10,3,4,4,1,1,1,43.36363636
32,1,3,47,1,2,0,0,3,46,1,3,0,0,2,0,13,8,5,4,3,2,1,1,42
34,1,3,0,0,2,0,0,3,35,1,3,50,1,2,0,13,8,5,3,3,2,1,1,44.25
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,49,1,2,0,0,3,38,1,3,45,1,2,0,13,10,3,4,4,1,1,1,39.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,38,1,2,38,1,3,42,1,3,47,1,2,0,13,13,0,5,5,0,1,1,40.72727273
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,49,1,2,30,1,3,42,1,3,38,1,2,0,13,13,0,5,5,0,1,1,38.09090909
30,1,3,47,1,2,0,0,3,44,1,3,0,0,2,0,13,8,5,4,3,2,1,1,43.5
38,1,3,42,1,2,39,1,3,48,1,3,47,1,2,0,13,13,0,5,5,0,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,44,1,2,0,0,3,38,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.81818182
