CAR_TRES,NCC_TRES,NCA_TRES,NCP_TRES,NAC_TRES,NAA_TRES,NAP_TRES,EPA_TRES,PROMEDIO_CUATRO,NOTA_SEGUNDA_LENGUA_DOS,VECES_SEGUNDA_LENGUA_DOS,CREDITOS_SEGUNDA_LENGUA_DOS,NOTA_EE_DOS,VECES_EE_DOS,CREDITOS_EE_DOS,NOTA_FISICA_DOS,VECES_FISICA_DOS,CREDITOS_FISICA_DOS,NOTA_MULTIVARIADO,VECES_MULTIVARIADO,CREDITOS_MULTIVARIADO,NOTA_ECUACIONES,VECES_ECUACIONES,CREDITOS_ECUACIONES,NOTA_TGS,VECES_TGS,CREDITOS_TGS,NOTA_PROG_AVANZADA,VECES_PROG_AVANZADA,CREDITOS_PROG_AVANZADA
2,22,13,9,8,5,3,2,30.25,45,1,2,0,0,0,21.33333333,3,3,30,1,3,37,1,3,40,1,2,39,1,3
0,4,2,2,2,1,1,2,0,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,0,0,0
1,21,15,6,8,6,2,2,33.22222222,40,1,2,40,1,2,31,1,3,27.5,2,3,30,1,3,39,1,2,31,1,3
0,18,18,0,7,7,0,1,28.55263158,43,1,2,40,1,2,36,1,3,32,1,3,32,1,3,42,1,2,35,1,3
1,14,5,9,5,2,3,2,24.8,0,0,0,0,0,0,11,1,3,16,2,3,0,0,0,34,1,2,34,1,3
0,18,18,0,7,7,0,1,30.55,46,1,2,42,1,2,33,1,3,32,1,3,34,1,3,30,1,2,41,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,3,9,5,1,4,2,38.5,0,0,0,0,0,0,0,0,0,23,1,3,0,0,0,29.33333333,3,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2,8,4,1,3,2,0,0,1,2,0,0,0,0,0,0,0,1,3,0,1,3,39,1,2,0,0,0
0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,0,0,0
1,21,18,3,8,7,1,2,36.55555556,40,1,2,40,1,2,33,1,3,33,2,3,32,1,3,33,1,2,31,1,3
0,13,7,6,5,3,2,2,22.5,38,1,2,0,0,0,20,1,3,28,1,3,0,0,0,36,1,2,41,1,3
2,23,16,7,9,6,3,2,28.04347826,20,2,2,42,1,2,31,1,3,31,1,3,32.5,2,3,44,1,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,15,6,8,6,2,2,29.64285714,42,1,2,39,1,2,26.5,2,3,36,1,3,33,1,3,42,1,2,31,1,3
2,24,15,9,9,6,3,2,36.38888889,47,1,2,45,1,2,31,1,3,29,2,3,30.5,2,3,40,1,2,38,1,3
2,24,15,9,9,6,3,2,38.33333333,46,1,2,46,1,2,30,1,3,32,2,3,29,2,3,40,1,2,32,1,3
1,11,5,6,4,2,2,2,28.42857143,0,0,0,0,0,0,22,2,3,0,0,0,0,0,0,33,1,2,30,1,3
2,23,15,8,9,6,3,2,29.73809524,32,1,2,31,2,2,31,1,3,29.5,2,3,32,1,3,42,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,0,12,5,0,5,2,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,25,2,2,15,2,3
1,21,18,3,8,7,1,2,34.33333333,46,1,2,42,1,2,33,1,3,37,1,3,31,2,3,40,1,2,33,1,3
0,18,18,0,7,7,0,1,32.83333333,43,1,2,42,1,2,34,1,3,32,1,3,34,1,3,39,1,2,31,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,10,15,9,4,5,2,22.375,42,1,2,0,0,0,19,2,3,30,1,3,32,2,3,34,1,2,27,2,3
6,34,10,24,13,4,9,2,23.38666667,46,1,2,35,1,2,23.66666667,3,3,24.66666667,3,3,31,1,3,18.66666667,3,2,34,1,3
1,4,0,4,2,0,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0
3,27,12,15,10,5,5,2,28.125,40,1,2,38,1,2,30.5,2,3,26,2,3,25.5,2,3,38,1,2,30,1,3
0,5,0,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3
6,35,12,23,13,5,8,2,28.29545455,35,1,2,36,2,2,25.66666667,3,3,34,2,3,30,2,3,30,1,2,27.5,2,3
0,14,11,3,5,4,1,1,41,0,0,0,0,0,0,31,1,3,32,1,3,16,1,3,43,1,2,45,1,3
3,26,13,13,10,5,5,2,32,36,1,2,38,1,2,27,2,3,32,2,3,32,1,3,28.5,2,2,30,1,3
1,21,15,6,8,6,2,2,38.55555556,41,1,2,40,1,2,33,1,3,30,1,3,31,1,3,30,1,2,29.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,38.5,42,1,2,46,1,2,36,1,3,30,1,3,40,1,3,40,1,2,44,1,3
0,18,18,0,7,7,0,1,40.88888889,48,1,2,46,1,2,38,1,3,42,1,3,31,1,3,42,1,2,43,1,3
0,18,18,0,7,7,0,1,37.83333333,38,1,2,41,1,2,42,1,3,38,1,3,39,1,3,39,1,2,40,1,3
2,22,5,17,8,2,6,2,45,37,1,2,0,0,0,4,1,3,14,2,3,34,1,3,0,1,2,9.5,2,3
2,22,7,15,8,3,5,2,23.84615385,43,1,2,0,0,0,19.66666667,3,3,0,1,3,0,1,3,36,1,2,40,1,3
0,18,18,0,7,7,0,1,34.14285714,47,1,2,50,1,2,39,1,3,34,1,3,39,1,3,43,1,2,32,1,3
0,18,18,0,7,7,0,1,42.38888889,46,1,2,44,1,2,37,1,3,32,1,3,38,1,3,47,1,2,36,1,3
1,21,15,6,8,6,2,2,38.83333333,42,1,2,41,1,2,37,1,3,24,2,3,32,1,3,47,1,2,37,1,3
4,28,13,15,11,5,6,2,29.33333333,26,3,2,45,1,2,27,3,3,31,1,3,39,1,3,37,1,2,30,1,3
6,30,2,28,11,1,10,2,26.45454545,0,0,0,0,0,0,23,1,3,12,2,3,5.333333333,3,3,30.33333333,3,2,16,2,3
1,18,16,2,7,6,1,2,38.84615385,0,0,0,41,1,2,30,1,3,30,1,3,36,1,3,36,2,2,36,1,3
2,9,0,9,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,25.66666667,3,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30,8,22,11,3,8,2,22.76470588,34,1,2,0,0,0,18.33333333,3,3,22.33333333,3,3,30,1,3,29,2,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,4,6,4,2,2,2,38,41,1,2,0,0,0,25,1,3,0,0,0,0,0,0,35,1,2,23,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,0,14,5,0,5,2,0,0,0,0,0,0,0,26,1,3,19,1,3,14,1,3,17,1,2,14,1,3
1,4,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,38,4,34,14,2,12,2,16.58974359,46,1,2,50,1,2,28.33333333,3,3,28.5,2,3,25.5,2,3,27.5,2,2,17.33333333,3,3
3,26,12,14,10,5,5,2,23.88666667,40,1,2,42,1,2,28.5,2,3,38,1,3,29.5,2,3,34,2,2,42,1,3
3,26,15,11,10,6,4,2,35.05555556,45,1,2,44,1,2,30,1,3,30,2,3,28,2,3,34,2,2,30,1,3
1,21,15,6,8,6,2,1,39.5,46,1,2,42,1,2,29,2,3,37,1,3,43,1,3,45,1,2,34,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0
0,18,18,0,7,7,0,1,29.67391304,43,1,2,42,1,2,35,1,3,34,1,3,40,1,3,30,1,2,41,1,3
2,23,15,8,9,6,3,2,25.16666667,40,1,2,31,2,2,30,1,3,23,2,3,34,1,3,30,1,2,45,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,11,10,8,4,4,2,24.31818182,0,0,0,35,1,2,26.5,2,3,37,1,3,32,1,3,28,2,2,40,1,3
0,4,2,2,2,1,1,1,38,42,1,2,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,0,0,0
3,26,12,14,10,5,5,2,26.60869565,35,1,2,30,2,2,16.5,2,3,30,1,3,22,2,3,30,1,2,34,1,3
1,6,0,6,3,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,18,2,8,7,1,2,27.63636364,41,1,2,34,2,2,30,1,3,30,1,3,32,1,3,31,1,2,43,1,3
2,24,18,6,9,7,2,2,38.83333333,40,1,2,44,1,2,30,2,3,30,2,3,43,1,3,43,1,2,34,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,4,2,2,2,1,1,1,0,0,0,0,47,1,2,0,0,0,0,0,0,0,0,0,28,1,2,0,0,0
0,2,2,0,1,1,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,2,0,0,0
1,21,18,3,8,7,1,2,32.5952381,44,1,2,43,1,2,31.5,2,3,30,1,3,33,1,3,38,1,2,31,1,3
1,4,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,0,0,0
1,20,18,2,8,7,1,2,34.72727273,30,2,2,44,1,2,30,1,3,42,1,3,30,1,3,35,1,2,38,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,2,36.77777778,37,1,2,40,1,2,31,2,3,30,1,3,32,1,3,44,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,42.5,38,1,2,43,1,2,34,1,3,33,1,3,32,1,3,47,1,2,41,1,3
0,5,0,5,2,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,3,1,3
0,18,18,0,7,7,0,1,36.76315789,39,1,2,38,1,2,33,1,3,31,1,3,45,1,3,46,1,2,46,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,5,3,3,2,1,2,0,38,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,43,1,3
2,24,15,9,9,6,3,2,35.83333333,41,1,2,40,1,2,30,1,3,32,1,3,32.5,2,3,33,1,2,27.5,2,3
2,24,15,9,9,6,3,2,30.26190476,35,1,2,42,1,2,30,2,3,28,2,3,33,1,3,42,1,2,39,1,3
1,11,4,7,5,2,3,2,0,30,1,2,36,1,2,20,1,3,0,0,0,0,0,0,29.5,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,12,12,9,5,4,2,23.95833333,39,1,2,37,1,2,30,1,3,29,2,3,27.5,2,3,36,1,2,33,1,3
0,5,5,0,2,2,0,1,0,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,44,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,2,0,0,0
0,11,8,3,4,3,1,1,0,0,0,0,0,0,0,25,1,3,0,0,0,31,1,3,39,1,2,40,1,3
0,18,18,0,7,7,0,1,39.83333333,42,1,2,46,1,2,32,1,3,41,1,3,32,1,3,45,1,2,37,1,3
0,18,18,0,7,7,0,1,39.27777778,43,1,2,42,1,2,39,1,3,32,1,3,34,1,3,38,1,2,43,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,13,10,9,5,4,2,20.89130435,30,1,2,43,1,2,22.5,2,3,34,1,3,30,1,3,29,2,2,30,1,3
0,18,18,0,7,7,0,1,26.20833333,47,1,2,44,1,2,32,1,3,30,1,3,30,1,3,39,1,2,38,1,3
0,18,18,0,7,7,0,1,37.38888889,38,1,2,40,1,2,34,1,3,30,1,3,36,1,3,39,1,2,43,1,3
7,36,5,31,13,2,11,2,13.33333333,14,1,2,0,0,0,8.666666667,3,3,9,3,3,30,1,3,33.5,2,2,7,3,3
0,18,18,0,7,7,0,1,29.4047619,42,1,2,45,1,2,30,1,3,30,1,3,33,1,3,32,1,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,0,6,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666666667,3,2,0,0,0
1,21,18,3,8,7,1,2,39.33333333,43,1,2,44,1,2,33,1,3,30,1,3,45,1,3,35,1,2,31.5,2,3
0,2,2,0,1,1,0,1,0,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,29.5952381,42,1,2,41,1,2,34,1,3,35,1,3,32,1,3,36,1,2,38,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,8,3,0,3,2,0,0,0,0,0,0,0,0,0,0,16,1,3,0,0,0,0,1,2,0,1,3
0,18,18,0,7,7,0,1,39.83333333,46,1,2,46,1,2,30,1,3,30,1,3,32,1,3,36,1,2,35,1,3
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0
2,24,12,12,9,5,4,2,36.70588235,38,1,2,45,1,2,30,1,3,29.5,2,3,25,2,3,42,1,2,46,1,3
1,20,18,2,8,7,1,2,26,38,1,2,30,2,2,33,1,3,33,1,3,30,1,3,30,1,2,31,1,3
0,5,0,5,2,0,2,2,0,0,0,0,0,0,0,25,1,3,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,26,8,18,9,3,6,2,8.727272727,0,0,0,0,0,0,11,3,3,5,3,3,30,1,3,30,1,2,32,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,15,6,8,6,2,2,26.58333333,39,1,2,43,1,2,28,2,3,32,1,3,33,1,3,34,1,2,36,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0
3,25,11,14,10,4,6,2,37.83333333,26,2,2,38,1,2,34,1,3,30,1,3,31,1,3,25.5,2,2,25,2,3
2,24,15,9,9,6,3,2,27.47826087,42,1,2,40,1,2,34,1,3,28.66666667,3,3,33,1,3,34,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,2,15,6,1,5,2,40.5,0,0,0,0,0,0,0,0,0,25,1,3,18,1,3,36,1,2,13,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,15,8,9,6,3,2,26.19565217,43,1,2,41,2,2,27,2,3,39,1,3,38,1,3,41,1,2,46,1,3
0,15,6,9,6,3,3,2,40.75,30,1,2,47,1,2,0,0,0,20,1,3,18,1,3,37,1,2,24,1,3
3,27,15,12,10,6,4,2,36.66666667,44,1,2,43,1,2,30,3,3,29.5,2,3,31,1,3,41,1,2,39,1,3
0,5,5,0,2,2,0,1,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,38,1,3
1,11,3,8,4,1,3,2,0,0,0,0,0,0,0,30,1,3,0,0,0,21,2,3,23,1,2,0,0,0
1,4,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,12,18,11,5,6,2,26.58333333,37,1,2,42,1,2,31,2,3,26,2,3,31,2,3,42,1,2,27,2,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,18,18,0,7,7,0,1,40.22222222,40,1,2,44,1,2,39,1,3,42,1,3,43,1,3,31,1,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,1,3
1,13,7,6,5,3,2,2,36.44444444,35,1,2,0,0,0,13.5,2,3,0,0,0,0,0,0,36,1,2,34,1,3
1,4,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,2,2,0,0,0
1,21,15,6,8,6,2,2,30.57142857,43,1,2,48,1,2,30,1,3,27.5,2,3,32,1,3,31,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,38.77777778,45,1,2,41,1,2,31,1,3,35,1,3,33,1,3,43,1,2,36,1,3
0,7,2,5,3,1,2,2,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,36,1,2,0,0,0
1,9,2,7,4,1,3,2,0,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2,2,5,1,3
2,23,18,5,9,7,2,2,28.5952381,35,1,2,40,1,2,32,2,3,31,1,3,33,1,3,33.5,2,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,13,6,7,5,2,2,36.375,31,1,2,0,0,0,30,1,3,23.5,2,3,32,1,3,37,1,2,37,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,5,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,33,1,3,15,1,3,43,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,11,9,7,4,3,2,14.46428571,0,0,0,0,0,0,32,1,3,20.33333333,3,3,32,1,3,30,1,2,43,1,3
0,18,18,0,7,7,0,1,38.94444444,38,1,2,43,1,2,32,1,3,30,1,3,36,1,3,40,1,2,44,1,3
0,18,18,0,7,7,0,1,38.38888889,46,1,2,36,1,2,30,1,3,34,1,3,39,1,3,30,1,2,34,1,3
1,20,16,4,8,6,2,2,31.61904762,26,2,2,45,1,2,36,1,3,30,1,3,32,1,3,31,1,2,38,1,3
0,3,0,3,1,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,14,0,5,5,0,1,30.41176471,0,0,0,0,0,0,33,1,3,30,1,3,31,1,3,43,1,2,40,1,3
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0
1,21,18,3,8,7,1,1,39.09090909,50,1,2,46,1,2,32,2,3,40,1,3,37,1,3,38,1,2,41,1,3
0,18,18,0,7,7,0,1,41.88888889,41,1,2,42,1,2,37,1,3,34,1,3,36,1,3,40,1,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,6,12,6,2,4,2,36.2,0,0,0,0,0,0,28.5,2,3,25,2,3,31,1,3,0,0,0,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,15,6,8,6,2,1,41.44444444,44,1,2,42,1,2,38,1,3,29,2,3,39,1,3,44,1,2,35,1,3
2,24,15,9,9,6,3,2,27.45652174,39,1,2,40,1,2,36,1,3,22,2,3,31.5,2,3,31,1,2,38,1,3
1,13,7,6,5,3,2,2,36,30,1,2,0,0,0,0,0,0,14,2,3,0,0,0,36,1,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,14,3,6,5,1,2,28.21052632,0,0,0,0,0,0,30,1,3,34.5,2,3,31,1,3,35,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,12,15,10,5,5,2,28.5,47,1,2,42,1,2,31.5,2,3,21,2,3,25,2,3,40,1,2,40,1,3
1,10,4,6,4,2,2,2,32.66666667,43,1,2,0,0,0,21.5,2,3,0,0,0,0,0,0,33,1,2,0,0,0
2,24,12,12,9,5,4,2,40.61111111,46,1,2,45,1,2,30,1,3,25.5,2,3,35,1,3,37,1,2,29.5,2,3
2,23,13,10,9,5,4,2,31.6,46,1,2,29,2,2,29,2,3,32,1,3,32,1,3,41,1,2,39,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,10,12,8,4,4,2,20.5,32,1,2,0,0,0,16,2,3,4,1,3,30,1,3,34,1,2,33.5,2,3
2,22,13,9,8,5,3,2,40.30769231,0,0,0,39,1,2,35,1,3,29.66666667,3,3,34,1,3,34,1,2,41,1,3
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,14,1,3,0,0,0,0,0,0,0,0,0
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0
0,5,2,3,2,1,1,2,31.66666667,30,1,2,0,0,0,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,2,2,0,1,1,0,2,14.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,2,0,0,0
0,7,5,2,3,2,1,2,22.83333333,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0,9,4,0,4,2,0,24,1,2,0,0,0,3,1,3,0,0,0,0,0,0,23,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,0,0,0
3,27,15,12,10,6,4,2,37.94444444,41,1,2,50,1,2,30,2,3,31.5,2,3,28.5,2,3,30,1,2,31,1,3
2,14,5,9,5,2,3,2,39.66666667,0,0,0,0,0,0,0,0,0,0,0,0,21.33333333,3,3,44,1,2,30,1,3
0,5,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,2,13,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,3,16,1,2,0,0,0
2,14,2,12,5,1,4,2,35,33,1,2,0,0,0,22.5,2,3,0,0,0,0,0,0,0,0,0,20.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,7,9,6,3,3,2,20.3,0,0,0,35,1,2,31,1,3,17,1,3,0,0,0,40,1,2,14,2,3
0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,5,15,7,2,5,2,17.2,0,0,0,0,0,0,0,0,0,17,2,3,19,3,3,41,1,2,30,1,3
1,21,18,3,8,7,1,2,35.5,47,1,2,43,1,2,34,1,3,30.5,2,3,32,1,3,30,1,2,36,1,3
0,5,0,5,2,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0,1,2,0,0,0
4,29,12,17,11,5,6,2,33.75,48,1,2,45,1,2,25,3,3,25.5,2,3,36,1,3,33.5,2,2,50,1,3
