CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,PROMEDIO_NUEVE,VECES_EI_OP_AI,CREDITOS_EI_OP_AI,NOTA_EE_CUATRO,VECES_EE_CUATRO,CREDITOS_EE_CUATRO,NOTA_EI_OP_BI,VECES_EI_OP_BI,CREDITOS_EI_OP_BI,NOTA_ING_ECONOMICA,VECES_ING_ECONOMICA,CREDITOS_ING_ECONOMICA,NOTA_CIBERNETICA_TRES,VECES_CIBERNETICA_TRES,CREDITOS_CIBERNETICA_TRES,NOTA_REDES_COM_TRES,VECES_REDES_COM_TRES,CREDITOS_REDES_COM_TRES,NOTA_DIS_ARQ_SOFT,VECES_DIS_ARQ_SOFT,CRADITOS_DIS_ARQ_SOFT
0,16,16,0,6,6,0,1,43.92307692,1,3,0,0,0,37,1,3,41,1,2,49,1,2,41,1,2,47,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,34.625,1,3,0,0,0,35,1,3,32,1,2,50,1,2,47,1,2,46,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,36.07894737,1,3,0,0,0,39,1,3,35,1,2,42,1,2,41,1,2,47,1,4
0,16,16,0,6,6,0,1,39.25,1,3,0,0,0,36,1,3,37,1,2,44,1,2,40,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,32.46875,1,3,0,0,0,39,1,3,37,1,2,49,1,2,41,1,2,46,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,14,4,7,5,2,1,34.44736842,1,3,0,0,0,40,1,3,20.5,2,2,44,1,2,48,1,2,32,1,4
0,16,16,0,6,6,0,1,41.69230769,1,3,0,0,0,39,1,3,33,1,2,42,1,2,40,1,2,47,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,45.61538462,1,3,0,0,0,41,1,3,36,1,2,48,1,2,43,1,2,48,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,29.69230769,0,0,0,0,0,42,1,3,39,1,2,45,1,2,45,1,2,48,1,4
0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,44.5,1,3,0,0,0,0,0,0,47,1,2,49,1,2,50,1,2,48,1,4
0,16,16,0,6,6,0,1,47,1,3,0,0,0,42,1,3,44,1,2,49,1,2,48,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,11,0,4,4,0,1,42.25,1,3,0,0,0,0,0,0,46,1,2,40,1,2,0,0,0,40,1,4
0,16,16,0,6,6,0,1,41,1,3,0,0,0,39,1,3,37,1,2,45,1,2,33,1,2,48,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,45.84615385,1,3,0,0,0,38,1,3,42,1,2,49,1,2,46,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,46.30769231,1,3,0,0,0,0,0,0,30,1,2,46,1,2,45,1,2,47,1,4
0,16,16,0,6,6,0,1,31.52631579,1,3,0,0,0,35,1,3,41,1,2,48,1,2,43,1,2,47,1,4
0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,30,1,2,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,43.30769231,1,3,0,0,0,0,0,0,47,1,2,41,1,2,35,1,2,43,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,29.3,1,3,0,0,0,41,1,3,33,1,2,42,1,2,35,1,2,39,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,40.875,1,3,0,0,0,38,1,3,45,1,2,49,1,2,48,1,2,41,1,4
0,16,16,0,6,6,0,1,34.71875,1,3,0,0,0,36,1,3,41,1,2,45,1,2,46,1,2,46,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,40.53846154,1,3,0,0,0,36,1,3,33,1,2,46,1,2,46,1,2,48,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,34.8125,1,3,0,0,0,0,0,0,31,1,2,44,1,2,39,1,2,45,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,45.3125,1,3,0,0,0,39,1,3,45,1,2,44,1,2,50,1,2,47,1,4
1,4,0,4,2,0,2,2,27.66666667,0,0,0,0,0,0,0,0,14.5,2,2,0,0,0,0,0,0,0,0,0
1,18,16,2,7,6,1,1,41.69230769,1,3,0,0,0,35,1,3,30,2,2,34,1,2,39,1,2,47,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,41.75,1,3,0,0,0,39,1,3,30,1,2,43,1,2,46,1,2,49,1,4
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,21.6,1,3,0,0,0,0,0,0,34,1,2,40,1,2,32,1,2,44,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,42.6875,1,3,0,0,0,35,1,3,33,1,2,37,1,2,46,1,2,45,1,4
0,16,16,0,6,6,0,1,41.23076923,1,3,0,0,0,40,1,3,40,1,2,40,1,2,42,1,2,47,1,4
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,22,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,34.44736842,1,3,0,0,0,0,0,0,34,1,2,44,1,2,38,1,2,44,1,4
0,13,13,0,5,5,0,1,41,1,3,0,0,0,0,0,0,43,1,2,47,1,2,38,1,2,46,1,4
0,16,16,0,6,6,0,1,45.3125,1,3,0,0,0,40,1,3,43,1,2,44,1,2,40,1,2,47,1,4
0,13,13,0,5,5,0,1,46.4,1,3,0,0,0,0,0,0,44,1,2,41,1,2,50,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,20.0625,1,3,0,0,0,39,1,3,37,1,2,48,1,2,43,1,2,50,1,4
0,13,13,0,5,5,0,1,39.33333333,1,3,0,0,0,0,0,0,41,1,2,40,1,2,35,1,2,44,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,37.0625,1,3,0,0,0,35,1,3,42,1,2,37,1,2,47,1,2,48,1,4
0,16,16,0,6,6,0,1,26.79166667,1,3,0,0,0,35,1,3,32,1,2,36,1,2,36,1,2,30,1,4
0,16,16,0,6,6,0,1,31.40625,1,3,0,0,0,42,1,3,42,1,2,44,1,2,40,1,2,44,1,4
0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,47.46153846,1,3,0,0,0,0,0,0,43,1,2,45,1,2,48,1,2,50,1,4
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,41,1,3,0,0,0,32,1,3,30,1,2,48,1,2,48,1,2,46,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,34.96875,1,3,0,0,0,35,1,3,38,1,2,45,1,2,47,1,2,47,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,38.28125,1,3,0,0,0,37,1,3,42,1,2,45,1,2,47,1,2,50,1,4
0,16,16,0,6,6,0,1,35.65625,1,3,0,0,0,37,1,3,35,1,2,45,1,2,49,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,34.34375,1,3,0,0,0,40,1,3,45,1,2,43,1,2,50,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,13,2,6,5,1,1,42.84615385,1,3,0,0,0,0,0,0,34.5,2,2,46,1,2,48,1,2,44,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,37.25,1,3,0,0,0,38,1,3,32,1,2,44,1,2,38,1,2,49,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,28.3,1,3,0,0,0,0,0,0,38,1,2,39,1,2,42,1,2,46,1,4
0,13,13,0,5,5,0,1,35,1,3,0,0,0,0,0,0,40,1,2,47,1,2,42,1,2,46,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,0,2,2,0,2,30,0,0,0,0,0,0,0,0,30,1,2,0,0,0,31,1,2,0,0,0
0,16,16,0,6,6,0,1,34.36842105,1,3,0,0,0,37,1,3,32,1,2,41,1,2,42,1,2,46,1,4
1,8,4,4,4,2,2,2,20.41666667,0,0,0,0,0,0,0,0,32,1,2,26,2,2,42,1,2,0,0,0
0,13,10,3,5,4,1,2,40.75,1,3,0,0,0,0,0,0,31,1,2,43,1,2,48,1,2,32,1,4
0,13,13,0,5,5,0,1,40.66666667,1,3,0,0,0,0,0,0,44,1,2,38,1,2,47,1,2,32,1,4
1,14,10,4,6,4,2,2,28.1,1,3,0,0,0,42,1,3,20,1,2,42,1,2,32.5,2,2,0,0,0
2,12,2,10,5,1,4,2,9.074074074,2,3,0,0,0,0,0,0,25,2,2,0,0,0,46,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,42.38461538,1,3,0,0,0,40,1,3,30,1,2,41,1,2,46,1,2,46,1,4
0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,8,12,8,3,5,2,38.66666667,2,3,0,0,0,0,0,0,32,1,2,25,3,2,39,1,2,40,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,33,1,3,0,0,0,38,1,3,46,1,2,45,1,2,50,1,2,49,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,37.84615385,1,3,0,0,0,0,0,0,30,1,2,45,1,2,36,1,2,48,1,4
0,13,13,0,5,5,0,1,44.5,1,3,0,0,0,0,0,0,35,1,2,41,1,2,43,1,2,45,1,4
0,13,13,0,5,5,0,1,43.7,1,3,0,0,0,0,0,0,40,1,2,46,1,2,48,1,2,50,1,4
1,8,2,6,3,1,2,2,12,2,3,0,0,0,0,0,0,39,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,0,3,3,0,1,40,0,0,0,0,0,0,0,0,41,1,2,0,0,0,47,1,2,34,1,4
0,13,13,0,5,5,0,1,42.15384615,1,3,0,0,0,0,0,0,42,1,2,44,1,2,45,1,2,42,1,4
0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,44.75,1,3,0,0,0,37,1,3,47,1,2,50,1,2,43,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,26.5,2,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,11,4,6,4,2,1,44,1,3,0,0,0,0,0,0,29.5,2,2,30,1,2,38,1,2,48,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,43.1,1,3,0,0,0,0,0,0,45,1,2,44,1,2,47,1,2,50,1,4
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
1,15,13,2,6,5,1,1,30.1,1,3,0,0,0,0,0,0,32.5,2,2,42,1,2,37,1,2,43,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,45.6875,1,3,0,0,0,42,1,3,45,1,2,48,1,2,50,1,2,50,1,4
0,16,16,0,6,6,0,1,44.30769231,1,3,0,0,0,42,1,3,38,1,2,50,1,2,47,1,2,49,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,9,0,4,4,0,1,36.33333333,1,3,0,0,0,0,0,0,41,1,2,42,1,2,42,1,2,0,0,0
0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,43.30769231,1,3,0,0,0,37,1,3,34,1,2,50,1,2,41,1,2,46,1,4
0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,42.8,1,3,0,0,0,0,0,0,39,1,2,50,1,2,48,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,0,5,5,0,1,45.84615385,1,3,0,0,0,0,0,0,42,1,2,50,1,2,50,1,2,50,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,45.15384615,1,3,0,0,0,42,1,3,41,1,2,50,1,2,47,1,2,45,1,4
0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,44,1,3,0,0,0,38,1,3,30,1,2,47,1,2,47,1,2,46,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,14,4,7,5,2,1,34.52631579,1,3,0,0,0,39,1,3,29,2,2,36,1,2,36,1,2,45,1,4
0,13,13,0,5,5,0,1,44.3,1,3,0,0,0,0,0,0,40,1,2,46,1,2,48,1,2,49,1,4
0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,36.61538462,1,3,0,0,0,38,1,3,45,1,2,36,1,2,36,1,2,30,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,41,1,3,0,0,0,40,1,3,43,1,2,47,1,2,42,1,2,49,1,4
0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,41.69230769,1,3,0,0,0,42,1,3,44,1,2,45,1,2,39,1,2,42,1,4
0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,41.75,1,3,0,0,0,37,1,3,35,1,2,40,1,2,48,1,2,48,1,4
0,16,16,0,6,6,0,1,40.1875,1,3,0,0,0,39,1,3,44,1,2,46,1,2,44,1,2,45,1,4
0,16,16,0,6,6,0,1,43.15384615,1,3,0,0,0,40,1,3,50,1,2,46,1,2,44,1,2,46,1,4
0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,16,0,6,6,0,1,39,1,3,0,0,0,37,1,3,37,1,2,40,1,2,37,1,2,34,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
