NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
1217;39.13333333333333;40.705882352941174;43.0;46.0;43.55555555555556;44.0;38.0;48;39.94117647058823;36.0;37.0;47.0;37.0;50.0;35.029411764705884;2;22;17;5;8;6;2;1;34.0;1;2;27.5;2;3;42.0;1;1;41.0;1;2;29.5;2;2;34.0;1;3;39.0;1;2;41;1;2;3;41.8
1219;35.46666666666667;38.8235294117647;33.0;43.0;39.333333333333336;39.0;39.0;50;37.73529411764706;34.5;36.0;48.0;40.0;35.0;39.705882352941174;0;17;17;0;8;8;0;1;50.0;1;2;32.0;1;3;41.0;1;1;38.0;1;2;36.0;1;2;40.0;1;3;42.0;1;2;43;1;2;3;42.93333333333333
1221;38.13333333333333;40.11764705882353;40.0;47.0;43.166666666666664;41.0;36.0;48;41.05882352941177;38.0;36.0;47.0;39.0;44.0;43.294117647058826;0;17;17;0;8;8;0;1;50.0;1;2;36.0;1;3;41.0;1;1;50.0;1;2;49.0;1;2;39.0;1;3;40.0;1;2;46;1;2;4;45.53333333333333
1223;36.833333333333336;30.921568627450984;28.333333333333332;24.0;35.22222222222222;41.0;30.0;0;29.977777777777774;30.0;25.0;0.0;39.0;30.0;32.45;2;14;10;4;5;4;1;1;34.0;1;2;34.5;2;3;23.0;2;1;30.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;35;1;2;2;32.04545454545455
1226;32.86666666666667;32.64705882352941;28.5;44.0;36.77777777777778;31.0;43.0;0;35.205882352941174;29.5;42.0;50.0;29.0;34.0;36.11764705882353;0;17;17;0;8;8;0;1;40.0;1;2;31.0;1;3;38.0;1;1;36.0;1;2;31.0;1;2;35.0;1;3;41.0;1;2;41;1;2;2;35.46666666666667
1229;37.0;38.588235294117645;30.0;46.0;40.22222222222222;36.0;31.5;47;35.88235294117647;35.0;37.0;38.0;42.0;35.0;37.76470588235294;1;19;17;2;8;7;1;1;48.0;1;2;33.0;1;3;38.0;1;1;28.5;2;2;40.0;1;2;32.0;1;3;42.0;1;2;46;1;2;2;39.93333333333333
1230;35.266666666666666;37.11764705882353;41.0;40.0;38.611111111111114;36.0;35.0;40;36.411764705882355;31.0;33.0;45.0;47.0;32.0;39.588235294117645;0;17;17;0;8;8;0;1;41.0;1;2;32.0;1;3;40.0;1;1;49.0;1;2;34.0;1;2;37.0;1;3;43.0;1;2;46;1;2;2;39.4
1231;32.37777777777778;37.35294117647059;35.0;40.0;36.0;28.5;30.0;39;34.529411764705884;34.0;30.0;34.0;43.0;31.0;37.8235294117647;3;24;17;7;8;8;0;1;37.0;2;2;31.0;2;3;45.0;1;1;36.0;2;2;46.0;1;2;35.0;1;3;40.0;1;2;41;1;2;3;40.86666666666667
1232;32.8;36.588235294117645;29.5;30.0;34.0;30.0;27.333333333333332;0;30.422222222222224;30.0;32.0;0.0;30.0;35.0;34.294117647058826;2;21;17;4;8;8;0;1;30.0;2;2;30.0;1;3;42.0;1;1;33.0;1;2;37.0;1;2;34.0;1;3;30.5;2;2;44;1;2;2;31.68888888888889
1236;36.0;38.64705882352941;37.0;43.0;43.05555555555556;45.0;46.0;47;41.05882352941177;31.0;36.0;48.0;48.0;40.0;42.64705882352941;0;17;17;0;8;8;0;1;50.0;1;2;36.0;1;3;42.0;1;1;50.0;1;2;45.0;1;2;35.0;1;3;43.0;1;2;47;1;2;3;41.06666666666667
1239;33.1;37.705882352941174;32.0;44.0;40.111111111111114;35.0;37.0;42;35.8235294117647;34.0;32.0;45.0;44.0;34.0;39.0;0;17;17;0;8;8;0;1;47.0;1;2;32.0;1;3;46.0;1;1;43.0;1;2;30.0;1;2;37.0;1;3;40.0;1;2;45;1;2;2;38.4
1240;38.53333333333333;41.8235294117647;43.0;46.0;42.44444444444444;37.0;40.0;50;41.705882352941174;36.0;45.0;46.0;44.0;42.0;43.470588235294116;0;17;17;0;8;8;0;1;43.0;1;2;50.0;1;3;44.0;1;1;38.0;1;2;40.0;1;2;41.0;1;3;43.0;1;2;47;1;2;3;43.2
1241;35.53333333333333;41.11764705882353;34.0;47.0;43.94444444444444;35.0;37.0;38;39.588235294117645;34.0;45.0;42.0;42.0;45.0;39.529411764705884;0;17;17;0;8;8;0;1;40.0;1;2;45.0;1;3;38.0;1;1;31.0;1;2;37.0;1;2;39.0;1;3;38.0;1;2;45;1;2;3;43.2
1242;36.0;39.588235294117645;38.0;44.0;40.44444444444444;41.0;37.0;50;37.1764705882353;40.0;39.0;41.0;40.0;41.0;38.294117647058826;0;17;17;0;8;8;0;1;44.0;1;2;30.0;1;3;42.0;1;1;46.0;1;2;38.0;1;2;33.0;1;3;42.0;1;2;40;1;2;3;41.13333333333333
1243;26.855555555555554;28.6;32.0;0.0;15.333333333333334;0.0;0.0;0;36.4;0.0;0.0;0.0;38.0;38.0;43.0;0;2;2;0;1;1;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;43;1;2;1;19.0
1244;34.6;38.1764705882353;34.0;50.0;40.111111111111114;32.0;38.0;0;40.294117647058826;41.0;43.0;47.0;44.0;46.0;40.411764705882355;0;17;17;0;8;8;0;1;35.0;1;2;33.0;1;3;43.0;1;1;49.0;1;2;42.0;1;2;41.0;1;3;39.0;1;2;46;1;2;3;42.93333333333333
1250;35.5;34.8235294117647;38.0;30.0;37.22222222222222;40.0;38.0;45;38.0;36.0;43.0;46.0;45.0;38.0;39.0;0;17;17;0;8;8;0;1;46.0;1;2;38.0;1;3;38.0;1;1;46.0;1;2;31.0;1;2;35.0;1;3;42.0;1;2;38;1;2;2;38.666666666666664
1252;40.13333333333333;41.8235294117647;41.0;43.0;39.705882352941174;43.0;43.0;0;41.05882352941177;38.0;43.0;47.5;39.0;46.0;40.64705882352941;0;17;17;0;8;8;0;1;41.0;1;2;36.0;1;3;42.0;1;1;40.0;1;2;49.0;1;2;37.0;1;3;43.0;1;2;42;1;2;3;41.333333333333336
1253;32.044444444444444;34.411764705882355;34.0;46.0;34.611111111111114;30.0;31.0;50;35.76470588235294;29.0;39.0;46.0;40.0;39.0;34.38235294117647;2;22;17;5;8;7;1;1;32.0;1;2;31.5;2;3;36.0;1;1;24.5;2;2;42.0;1;2;37.0;1;3;30.0;1;2;43;1;2;2;39.266666666666666
1254;37.733333333333334;38.1875;37.0;45.0;31.166666666666668;38.0;0.0;0;23.25;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
1258;40.53333333333333;42.23529411764706;32.0;46.0;42.27777777777778;37.0;39.0;43;39.411764705882355;30.0;43.0;50.0;43.0;44.0;41.11764705882353;0;17;17;0;8;8;0;1;48.0;1;2;39.0;1;3;42.0;1;1;48.0;1;2;40.0;1;2;32.0;1;3;42.0;1;2;44;1;2;3;44.4
1261;36.1;37.35294117647059;38.0;46.0;44.833333333333336;46.0;34.0;43;39.5;33.0;42.0;45.0;46.0;50.0;40.35294117647059;0;17;17;0;8;8;0;1;37.0;1;2;37.0;1;3;44.0;1;1;50.0;1;2;37.0;1;2;37.0;1;3;40.0;1;2;46;1;2;3;42.46666666666667
1262;30.435897435897438;30.8;33.0;0.0;31.11764705882353;27.0;0.0;0;32.708333333333336;0.0;0.0;40.0;36.0;33.0;30.214285714285715;1;9;6;3;3;2;1;1;45.0;1;2;27.5;2;3;39.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;28.5
1264;34.266666666666666;35.294117647058826;30.0;42.0;36.111111111111114;33.0;35.0;50;37.794117647058826;32.0;42.0;45.0;33.0;47.0;36.794117647058826;1;20;17;3;8;8;0;1;48.0;1;2;31.0;1;3;34.0;1;1;42.0;1;2;40.0;1;2;31.5;2;3;32.0;1;2;40;1;2;2;37.93333333333333
1265;30.153846153846153;31.4;34.0;0.0;28.25;0.0;0.0;0;23.136363636363637;0.0;30.0;25.0;0.0;0.0;20.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;41.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;18.5
1266;38.233333333333334;37.35294117647059;41.0;46.0;40.55555555555556;46.0;41.0;46;39.05882352941177;34.0;44.0;48.0;36.0;45.0;39.705882352941174;0;17;17;0;8;8;0;1;49.0;1;2;33.0;1;3;45.0;1;1;37.0;1;2;35.0;1;2;39.0;1;3;41.0;1;2;45;1;2;3;42.93333333333333
1268;39.53333333333333;41.35294117647059;41.0;47.0;44.833333333333336;43.0;43.0;49;43.529411764705884;39.0;45.0;50.0;47.0;46.0;43.0;0;17;17;0;8;8;0;1;49.0;1;2;41.0;1;3;44.0;1;1;43.0;1;2;40.0;1;2;40.0;1;3;42.0;1;2;48;1;2;3;43.733333333333334
1269;39.86666666666667;39.1764705882353;43.0;43.0;41.27777777777778;42.0;44.0;44;38.64705882352941;40.0;35.0;45.0;41.0;46.0;40.64705882352941;0;17;17;0;8;8;0;1;46.0;1;2;40.0;1;3;38.0;1;1;36.0;1;2;43.0;1;2;35.0;1;3;41.0;1;2;48;1;2;3;41.46666666666667
1270;35.07777777777778;37.8235294117647;37.0;44.0;35.888888888888886;43.0;35.0;50;37.76470588235294;31.0;35.0;43.0;39.0;48.0;40.0;1;19;17;2;8;8;0;1;40.0;1;2;41.0;1;3;37.0;1;1;35.5;2;2;42.0;1;2;39.0;1;3;41.0;1;2;43;1;2;2;39.2
1274;35.266666666666666;36.470588235294116;36.0;38.0;38.44444444444444;37.0;39.0;41;34.3235294117647;33.5;37.0;37.0;37.0;38.0;38.294117647058826;0;17;17;0;8;8;0;1;47.0;1;2;36.0;1;3;36.0;1;1;33.0;1;2;36.0;1;2;37.0;1;3;38.0;1;2;44;1;2;3;40.666666666666664
1276;33.3;31.033333333333335;26.0;0.0;32.625;0.0;0.0;0;34.714285714285715;0.0;31.0;43.0;39.0;44.0;21.0;0;6;6;0;3;2;1;2;30.0;1;2;16.0;1;3;39.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;21.0
1278;31.8;32.666666666666664;34.0;0.0;32.625;0.0;0.0;0;29.47435897435897;0.0;31.0;47.0;42.0;0.0;31.5;0;3;3;0;2;2;0;1;46.0;1;2;0.0;0;3;34.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;20.5
1279;33.8;36.411764705882355;34.0;45.0;36.5;33.0;37.0;47;39.470588235294116;32.0;43.0;41.0;37.0;46.0;38.23529411764706;0;17;17;0;8;8;0;1;33.0;1;2;37.0;1;3;38.0;1;1;32.0;1;2;42.0;1;2;39.0;1;3;43.0;1;2;42;1;2;2;38.0
1280;32.0;36.05882352941177;34.0;37.0;39.94444444444444;30.0;35.0;0;35.88235294117647;30.0;43.0;44.0;30.0;43.0;34.5;1;20;17;3;8;7;1;1;46.0;1;2;29.5;2;3;40.0;1;1;30.0;1;2;37.0;1;2;30.0;1;3;31.0;1;2;40;1;2;2;39.8
1281;33.68888888888889;30.91176470588235;30.0;36.0;34.411764705882355;26.5;32.0;0;34.73529411764706;35.0;39.0;44.0;32.0;43.0;32.58333333333333;2;21;14;7;7;5;2;1;30.0;1;2;25.5;2;3;37.0;1;1;22.333333333333332;3;2;39.0;1;2;0.0;0;3;34.0;1;2;46;1;2;2;35.0
1282;33.06666666666667;29.794117647058822;35.0;31.0;36.94444444444444;32.0;38.0;0;35.1764705882353;33.0;33.0;41.0;31.0;40.0;34.588235294117645;1;20;17;3;8;8;0;1;31.0;1;2;33.0;1;3;40.0;1;1;31.0;1;2;40.0;1;2;31.0;2;3;37.0;1;2;39;1;2;2;39.53333333333333
1283;35.333333333333336;36.1764705882353;31.0;43.0;39.5;32.0;33.0;50;35.94117647058823;30.0;40.0;35.0;37.0;40.0;38.0;0;17;17;0;8;8;0;1;47.0;1;2;31.0;1;3;46.0;1;1;36.0;1;2;40.0;1;2;35.0;1;3;42.0;1;2;36;1;2;3;41.733333333333334
1287;33.5;32.029411764705884;33.0;23.0;33.138888888888886;27.0;34.0;0;30.98039215686274;25.0;37.0;34.0;45.0;35.0;33.233333333333334;1;18;15;3;7;6;1;1;30.0;1;2;30.0;1;3;41.0;1;1;30.0;1;2;42.0;1;2;28.5;2;3;0.0;0;2;39;1;2;2;36.72727272727273
1288;35.08888888888888;38.205882352941174;34.0;49.0;33.588235294117645;31.0;45.0;0;34.11764705882353;30.0;32.0;45.0;27.0;47.0;36.8235294117647;1;23;17;6;8;7;1;1;49.0;1;2;29.0;3;3;42.0;1;1;39.0;1;2;31.0;1;2;31.0;1;3;38.0;1;2;45;1;2;2;38.86666666666667
1290;33.36666666666667;34.970588235294116;36.0;36.0;40.166666666666664;42.0;37.0;48;35.029411764705884;31.0;37.0;41.0;40.0;32.0;40.411764705882355;0;17;17;0;8;8;0;1;49.0;1;2;37.0;1;3;46.0;1;1;44.0;1;2;38.0;1;2;34.0;1;3;41.0;1;2;42;1;2;2;39.13333333333333
1291;38.86666666666667;33.705882352941174;26.5;42.0;37.77777777777778;45.0;39.0;31;32.94117647058823;21.666666666666668;35.0;44.0;25.0;38.0;35.95;1;13;10;3;5;4;1;1;38.0;1;2;26.5;2;3;40.0;1;1;46.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;36;1;2;2;32.589743589743584
1292;38.46666666666667;38.64705882352941;35.0;46.0;40.666666666666664;44.0;39.0;49;37.8235294117647;34.0;42.0;45.0;32.0;48.0;40.05882352941177;0;17;17;0;8;8;0;1;36.0;1;2;35.0;1;3;39.0;1;1;50.0;1;2;47.0;1;2;35.0;1;3;43.0;1;2;40;1;2;3;40.2
1293;39.0;40.529411764705884;39.0;43.0;41.44444444444444;38.0;38.0;50;41.588235294117645;33.0;50.0;42.0;47.0;39.0;41.470588235294116;0;17;17;0;8;8;0;1;45.0;1;2;35.0;1;3;39.0;1;1;50.0;1;2;39.0;1;2;39.0;1;3;43.0;1;2;45;1;2;3;44.8
1296;37.43333333333333;35.76470588235294;30.0;34.0;28.294117647058822;21.0;35.0;0;31.039215686274506;21.0;35.0;35.0;31.0;38.0;23.566666666666666;3;19;10;9;5;2;3;1;23.333333333333332;3;2;9.0;2;3;39.0;1;1;27.5;2;2;0.0;0;2;0.0;0;3;0.0;0;2;34;1;2;2;32.875
1297;37.333333333333336;37.35294117647059;35.0;45.0;37.77777777777778;31.0;35.0;45;37.76470588235294;35.0;41.0;45.0;40.0;46.0;37.411764705882355;0;17;17;0;8;8;0;1;35.0;1;2;31.0;1;3;36.0;1;1;45.0;1;2;38.0;1;2;37.0;1;3;40.0;1;2;40;1;2;3;40.86666666666667
1298;35.666666666666664;41.411764705882355;35.0;45.0;40.083333333333336;47.0;42.0;47;37.0;34.0;44.0;46.0;32.0;33.0;39.1764705882353;2;22;17;5;8;8;0;1;46.0;1;2;32.0;2;3;47.0;1;1;33.0;2;2;48.0;1;2;33.0;1;3;41.0;1;2;44;1;2;3;40.06666666666667
1306;35.6;40.64705882352941;37.0;47.0;40.94444444444444;35.0;40.0;48;38.470588235294116;38.0;45.0;43.0;42.0;32.0;37.88235294117647;1;19;17;2;8;8;0;1;38.0;1;2;30.0;1;3;39.0;1;1;34.0;2;2;46.0;1;2;37.0;1;3;41.0;1;2;43;1;2;2;38.733333333333334
1308;36.833333333333336;37.529411764705884;35.0;44.0;38.44444444444444;44.0;39.0;49;38.05882352941177;34.0;41.0;42.0;39.0;45.0;36.794117647058826;1;20;17;3;8;8;0;1;36.0;1;2;30.5;2;3;39.0;1;1;34.0;1;2;42.0;1;2;37.0;1;3;39.0;1;2;41;1;2;3;40.0
1309;33.63333333333333;35.61764705882353;33.0;39.0;34.333333333333336;30.0;35.0;49;32.94117647058823;34.0;33.0;37.0;32.0;32.0;33.86274509803922;2;23;17;6;8;6;2;1;46.0;1;2;30.0;1;3;39.0;1;1;23.333333333333332;3;2;36.0;1;2;32.0;1;3;26.0;2;2;44;1;2;2;33.583333333333336
1311;36.166666666666664;40.588235294117645;32.0;40.0;39.333333333333336;32.0;40.0;43;37.64705882352941;36.0;33.0;46.0;40.0;40.0;39.88235294117647;0;17;17;0;8;8;0;1;45.0;1;2;30.0;1;3;39.0;1;1;49.0;1;2;40.0;1;2;39.0;1;3;40.0;1;2;42;1;2;2;38.8
1312;34.63333333333333;33.411764705882355;30.0;40.0;36.5;32.0;41.0;48;36.0;31.0;37.0;43.0;38.0;40.0;36.294117647058826;0;17;17;0;8;8;0;1;38.0;1;2;32.0;1;3;42.0;1;1;31.0;1;2;43.0;1;2;35.0;1;3;38.0;1;2;37;1;2;2;39.46666666666667
1315;39.93333333333333;38.94117647058823;32.0;38.0;38.333333333333336;38.0;41.0;49;38.88235294117647;34.0;37.0;47.0;45.0;44.0;40.470588235294116;0;17;17;0;8;8;0;1;48.0;1;2;36.0;1;3;39.0;1;1;49.0;1;2;36.0;1;2;35.0;1;3;42.0;1;2;43;1;2;3;41.06666666666667
1317;33.333333333333336;37.13333333333333;32.0;0.0;37.76470588235294;43.0;36.0;0;35.05882352941177;32.0;30.5;47.5;39.0;24.0;37.588235294117645;0;17;17;0;8;8;0;1;46.0;1;2;31.0;1;3;43.0;1;1;44.0;1;2;39.0;1;2;33.0;1;3;32.0;1;2;41;1;2;2;39.733333333333334
1319;33.733333333333334;32.911764705882355;30.0;34.0;35.0;41.0;36.0;0;35.64705882352941;30.0;38.0;45.0;37.0;39.0;38.411764705882355;0;17;17;0;8;8;0;1;48.0;1;2;30.0;1;3;38.0;1;1;44.0;1;2;43.0;1;2;37.0;1;3;30.0;1;2;42;1;2;2;39.266666666666666
1323;31.855555555555554;33.05882352941177;31.0;28.0;34.916666666666664;32.5;40.0;0;36.0;30.0;41.0;46.0;32.0;39.0;32.44117647058823;3;24;17;7;8;7;1;1;30.0;1;2;27.5;2;3;38.0;1;1;31.0;2;2;38.0;1;2;30.0;1;3;30.5;2;2;41;1;2;2;34.142857142857146
1324;33.56666666666667;35.411764705882355;29.0;33.0;38.55555555555556;44.0;41.0;0;35.8235294117647;33.0;39.0;38.0;38.0;41.0;34.470588235294116;1;20;17;3;8;7;1;1;48.0;1;2;28.0;2;3;35.0;1;1;30.0;1;2;36.0;1;2;35.0;1;3;30.0;1;2;37;1;2;2;39.4
1325;36.266666666666666;43.705882352941174;33.0;44.0;39.77777777777778;46.0;46.0;46;39.8235294117647;35.0;43.0;39.0;43.0;42.0;39.411764705882355;0;17;17;0;8;8;0;1;42.0;1;2;39.0;1;3;39.0;1;1;33.0;1;2;40.0;1;2;38.0;1;3;44.0;1;2;41;1;2;3;41.86666666666667
1327;28.61111111111111;35.11764705882353;30.0;34.0;33.44444444444444;31.0;33.0;0;32.088235294117645;28.0;29.0;39.0;36.0;31.0;36.42857142857143;0;14;14;0;7;7;0;1;42.0;1;2;30.0;1;3;32.0;1;1;41.0;1;2;38.0;1;2;0.0;0;3;30.0;1;2;43;1;2;2;31.5
1328;37.8;37.35294117647059;33.0;43.0;38.611111111111114;38.0;43.0;38;39.11764705882353;37.0;40.0;49.0;45.0;45.0;40.35294117647059;0;17;17;0;8;8;0;1;35.0;1;2;41.0;1;3;33.0;1;1;49.0;1;2;41.0;1;2;40.0;1;3;41.0;1;2;39;1;2;2;38.86666666666667
1331;30.9;34.088235294117645;31.0;44.0;39.27777777777778;36.0;42.0;50;35.94117647058823;35.0;30.0;42.0;38.0;45.0;39.8235294117647;0;17;17;0;8;8;0;1;37.0;1;2;34.0;1;3;36.0;1;1;50.0;1;2;38.0;1;2;35.0;1;3;44.0;1;2;48;1;2;2;39.8
1332;29.966666666666665;32.2;31.0;0.0;35.11764705882353;32.0;34.0;0;35.0;35.0;34.0;0.0;35.0;47.0;37.23529411764706;2;22;17;5;8;8;0;1;32.0;2;2;33.0;2;3;48.0;1;1;48.0;1;2;42.0;1;2;38.0;1;3;34.0;1;2;30;1;2;3;41.30769230769231
1335;29.6;32.02222222222222;27.666666666666668;0.0;28.441176470588236;19.5;30.5;0;31.602941176470587;31.0;35.0;42.0;44.0;31.0;30.84444444444444;2;22;15;7;7;5;2;1;35.0;1;2;29.0;2;3;40.0;1;1;13.333333333333334;3;2;33.0;1;2;31.0;1;3;0.0;0;2;40;1;2;2;37.166666666666664
1336;37.93333333333333;35.35294117647059;30.0;45.0;35.916666666666664;31.0;34.0;46;38.470588235294116;35.0;44.0;44.0;39.0;34.0;37.411764705882355;0;17;17;0;8;8;0;1;48.0;1;2;30.0;1;3;39.0;1;1;42.0;1;2;39.0;1;2;33.0;1;3;41.0;1;2;34;1;2;3;41.0
1337;38.1;41.294117647058826;36.0;47.0;39.111111111111114;41.0;36.0;45;38.411764705882355;35.0;42.0;45.0;34.0;45.0;39.35294117647059;0;17;17;0;8;8;0;1;38.0;1;2;30.0;1;3;44.0;1;1;47.0;1;2;36.0;1;2;37.0;1;3;43.0;1;2;48;1;2;2;38.62222222222223
1341;33.8;34.11764705882353;34.0;33.0;31.86111111111111;21.333333333333332;28.5;32;34.76470588235294;36.0;39.0;37.0;40.0;28.5;33.470588235294116;0;17;17;0;8;7;1;1;30.0;1;2;31.0;1;3;39.0;1;1;36.0;1;2;37.0;1;2;29.0;1;3;37.0;1;2;35;1;2;2;37.266666666666666
1343;36.8;42.8235294117647;40.0;47.0;38.388888888888886;39.0;30.0;41;36.1764705882353;30.0;37.0;42.0;43.0;33.0;37.35294117647059;0;17;17;0;8;8;0;1;42.0;1;2;34.0;1;3;39.0;1;1;34.0;1;2;31.0;1;2;40.0;1;3;40.0;1;2;40;1;2;2;39.666666666666664
1344;37.666666666666664;39.76470588235294;38.0;46.0;40.333333333333336;35.0;43.0;48;36.1764705882353;33.0;39.0;41.0;37.0;36.0;39.588235294117645;0;17;17;0;8;8;0;1;50.0;1;2;34.0;1;3;37.0;1;1;31.0;1;2;35.0;1;2;40.0;1;3;45.0;1;2;46;1;2;4;45.06666666666667
1345;36.13333333333333;37.88235294117647;33.0;38.0;38.72222222222222;32.0;43.0;0;38.588235294117645;35.0;40.0;45.0;40.0;31.0;37.470588235294116;0;17;17;0;8;8;0;1;40.0;1;2;32.0;1;3;37.0;1;1;31.0;1;2;36.0;1;2;38.0;1;3;41.0;1;2;47;1;2;3;41.53333333333333
1347;34.2;34.64705882352941;36.0;36.0;37.5;32.5;36.0;49;34.6764705882353;32.0;33.0;47.0;35.0;38.0;34.529411764705884;1;19;17;2;8;8;0;1;40.0;1;2;30.0;1;3;34.0;1;1;31.5;2;2;40.0;1;2;30.0;1;3;33.0;1;2;42;1;2;2;38.46666666666667
1352;35.13333333333333;38.411764705882355;34.0;38.0;35.5;32.0;45.0;44;36.76470588235294;37.0;41.0;39.0;41.0;36.0;41.705882352941174;0;17;17;0;8;8;0;1;46.0;1;2;38.0;1;3;46.0;1;1;39.0;1;2;47.0;1;2;39.0;1;3;39.0;1;2;45;1;2;3;40.06666666666667
1353;34.666666666666664;36.64705882352941;30.0;35.0;37.05555555555556;34.0;40.0;49;37.35294117647059;38.0;35.0;45.0;41.0;40.0;38.588235294117645;0;17;17;0;8;8;0;1;38.0;1;2;34.0;1;3;46.0;1;1;49.0;1;2;32.0;1;2;40.0;1;3;38.0;1;2;37;1;2;3;41.6
1354;33.666666666666664;38.970588235294116;37.0;37.0;35.111111111111114;30.0;32.0;45;35.23529411764706;30.0;40.0;34.0;41.0;45.0;34.588235294117645;1;19;17;2;8;8;0;1;30.0;1;2;33.0;1;3;40.0;1;1;31.5;2;2;37.0;1;2;34.0;1;3;41.0;1;2;34;1;2;3;40.53333333333333
1355;31.8;33.88235294117647;31.0;37.0;36.666666666666664;31.0;35.0;45;34.14705882352941;30.5;36.0;40.0;44.0;30.0;35.1764705882353;0;17;17;0;8;8;0;1;33.0;1;2;32.0;1;3;39.0;1;1;43.0;1;2;35.0;1;2;35.0;1;3;38.0;1;2;30;1;2;2;38.13333333333333
1356;30.566666666666666;30.823529411764707;34.0;30.0;32.666666666666664;34.0;30.0;41;31.529411764705884;28.0;30.0;34.0;42.0;32.0;35.8235294117647;0;17;17;0;8;8;0;1;45.0;1;2;33.0;1;3;37.0;1;1;31.0;1;2;31.0;1;2;35.0;1;3;37.0;1;2;40;1;2;2;38.0
1357;36.666666666666664;38.88235294117647;36.0;50.0;39.166666666666664;31.0;36.0;42;39.588235294117645;33.0;41.0;48.0;43.0;46.0;36.94117647058823;0;17;17;0;8;8;0;1;45.0;1;2;33.0;1;3;38.0;1;1;30.0;1;2;42.0;1;2;35.0;1;3;35.0;1;2;41;1;2;3;42.86666666666667
1359;32.6;37.1764705882353;30.0;31.0;35.55555555555556;35.0;33.0;39;35.529411764705884;30.0;37.0;36.0;40.0;41.0;36.294117647058826;0;17;17;0;8;8;0;1;46.0;1;2;30.0;1;3;45.0;1;1;30.0;1;2;35.0;1;2;34.0;1;3;41.0;1;2;38;1;2;2;38.666666666666664
1362;31.188888888888886;35.94117647058823;33.0;38.0;41.166666666666664;40.0;43.0;38;37.23529411764706;37.0;42.0;43.0;34.0;44.0;39.529411764705884;0;17;17;0;8;8;0;1;44.0;1;2;34.0;1;3;38.0;1;1;48.0;1;2;41.0;1;2;34.0;1;3;41.0;1;2;41;1;2;2;35.333333333333336
1364;34.6;36.0;33.0;46.0;41.111111111111114;30.0;38.0;0;36.44117647058823;33.0;37.0;48.0;37.0;45.0;40.470588235294116;0;17;17;0;8;8;0;1;45.0;1;2;30.0;1;3;39.0;1;1;50.0;1;2;40.0;1;2;39.0;1;3;42.0;1;2;44;1;2;3;43.2
1366;32.63333333333333;37.94117647058823;31.0;40.0;37.666666666666664;30.0;32.0;50;37.11764705882353;34.0;35.0;40.0;44.0;43.0;32.11764705882353;2;25;17;8;8;6;2;1;31.0;1;2;21.666666666666668;3;3;39.0;1;1;28.0;2;2;37.0;1;2;36.0;1;3;33.0;1;2;38;1;2;2;39.8
1367;35.43333333333333;33.1764705882353;30.0;40.0;36.583333333333336;30.0;34.0;36;36.94117647058823;36.0;40.0;49.0;34.0;39.0;36.0;2;22;17;5;8;8;0;1;39.0;1;2;32.0;2;3;39.0;1;1;31.5;2;2;39.0;1;2;42.0;1;3;33.0;1;2;33;1;2;2;39.0
1369;35.6;35.44117647058823;32.0;40.0;35.94444444444444;27.5;36.0;50;40.11764705882353;39.0;37.0;43.0;47.0;36.0;38.94117647058823;0;17;17;0;8;8;0;1;31.0;1;2;36.0;1;3;39.0;1;1;44.0;1;2;43.0;1;2;37.0;1;3;40.0;1;2;44;1;2;3;41.266666666666666
