NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
2;31.8;31.65625;30.0;32.0;37.93333333333333;35.0;30.0;30;34.0625;40.0;27.5;42.5;45.0;0.0;30.375;1;17;15;2;7;7;0;1;30.0;1;2;30.0;1;3;42.0;1;1;40.0;1;2;30.0;1;2;30.0;1;3;32.0;2;2;0;0;2;2;30.5
3;30.833333333333332;26.53846153846154;0.0;0.0;31.666666666666668;35.0;0.0;0;27.916666666666668;0.0;30.0;0.0;40.0;0.0;7.5;0;5;5;0;2;0;2;2;18.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;3.0;1;3;0.0;0;2;0;0;2;1;0.0
5;36.333333333333336;34.78125;35.0;37.0;37.0;35.0;40.0;45;30.416666666666668;30.0;35.0;0.0;0.0;0.0;33.25;1;21;15;6;7;6;1;1;35.0;1;2;25.0;3;3;47.0;1;1;40.0;1;2;45.0;1;2;30.0;1;3;40.0;1;2;0;0;2;2;33.2
6;35.333333333333336;35.0;35.0;35.0;40.733333333333334;35.0;30.0;44;38.333333333333336;45.0;40.0;0.0;0.0;0.0;36.0625;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;47.0;1;1;40.0;1;2;40.0;1;2;40.0;1;3;45.0;1;2;0;0;2;2;35.5
9;38.666666666666664;34.3125;35.0;37.0;40.733333333333334;35.0;35.0;40;32.857142857142854;30.0;30.0;42.5;0.0;0.0;34.0;1;17;15;2;7;7;0;1;40.0;1;2;35.0;1;3;35.0;1;1;30.0;2;2;35.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;36.1
10;33.666666666666664;34.5625;28.5;38.0;37.53333333333333;35.0;35.0;43;30.625;40.0;35.0;0.0;0.0;0.0;32.5;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;46.0;1;1;30.0;1;2;35.0;1;2;40.0;1;3;32.0;1;2;0;0;2;2;35.5
11;32.53333333333333;30.833333333333332;28.666666666666668;38.0;28.142857142857142;25.0;30.0;32;32.2;31.0;35.0;0.0;35.0;30.0;33.16666666666667;3;26;17;9;8;5;3;1;27.5;2;2;29.5;2;3;37.0;1;1;21.666666666666668;3;2;40.0;1;2;36.0;1;3;36.0;1;2;40;1;2;2;33.9
12;34.2;33.09375;30.0;36.0;36.733333333333334;30.0;30.0;44;31.642857142857142;33.0;35.0;42.0;0.0;0.0;33.0625;1;18;15;3;7;7;0;1;30.0;1;2;30.0;2;3;50.0;1;1;30.0;1;2;40.0;1;2;35.0;1;3;42.0;1;2;0;0;2;2;34.9
15;37.93333333333333;39.0625;45.0;50.0;40.333333333333336;40.0;40.0;45;40.42857142857143;45.0;45.0;45.5;0.0;0.0;39.5;0;15;15;0;7;7;0;1;50.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;35.0;1;2;50.0;1;3;41.0;1;2;0;0;2;2;39.0
16;35.4;33.3125;30.0;34.0;39.06666666666667;30.0;35.0;45;38.05882352941177;40.0;40.0;40.0;45.0;36.0;36.64705882352941;0;17;17;0;8;8;0;1;35.0;1;2;30.0;1;3;37.0;1;1;30.0;1;2;40.0;1;2;40.0;1;3;40.0;1;2;43;1;2;2;35.4
18;32.733333333333334;32.03125;30.0;35.0;33.766666666666666;27.5;30.0;35;32.4;30.0;35.0;0.0;40.0;38.0;30.625;1;21;15;6;7;6;1;1;30.0;1;2;24.666666666666668;3;3;35.0;1;1;30.0;1;2;40.0;1;2;35.0;1;3;38.0;1;2;0;0;2;2;35.0
20;37.2;36.375;35.0;46.0;42.2;35.0;40.0;45;34.0;35.0;35.0;0.0;48.0;0.0;34.375;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;49.0;1;1;40.0;1;2;35.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;36.4
21;33.4;36.34375;30.0;47.0;37.06666666666667;30.0;35.0;40;31.785714285714285;35.0;35.0;0.0;40.0;0.0;30.5;2;20;15;5;7;6;1;1;30.0;1;2;25.0;2;3;36.0;1;1;30.0;2;2;45.0;1;2;35.0;1;3;31.0;1;2;0;0;2;2;33.4
22;41.666666666666664;40.892857142857146;0.0;50.0;38.333333333333336;40.0;0.0;0;31.428571428571427;0.0;0.0;0.0;0.0;0.0;29.166666666666668;0;5;5;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;35.0;1;2;35.0;1;3;0.0;0;2;0;0;2;1;7.5
23;34.666666666666664;33.1875;30.0;18.0;36.6;30.0;35.0;33;34.583333333333336;35.0;35.0;0.0;0.0;0.0;33.875;0;15;15;0;7;7;0;1;40.0;1;2;30.0;1;3;39.0;1;1;35.0;1;2;40.0;1;2;35.0;1;3;39.0;1;2;0;0;2;2;33.0
24;35.333333333333336;32.3125;38.0;33.0;33.15384615384615;25.0;30.0;0;30.208333333333332;35.0;40.0;0.0;0.0;0.0;25.866666666666667;2;22;14;8;6;5;1;2;30.0;1;2;8.333333333333334;3;3;0.0;0;1;35.0;1;2;30.0;2;2;35.0;1;3;34.0;1;2;0;0;2;1;27.875
26;33.833333333333336;30.3125;40.0;45.0;34.93333333333333;30.0;25.0;45;30.416666666666668;34.0;30.0;0.0;0.0;0.0;30.84375;1;21;15;6;7;6;1;1;30.0;1;2;34.0;1;3;45.0;1;1;26.25;4;2;30.0;1;2;30.0;1;3;42.0;1;2;0;0;2;2;32.5
27;38.333333333333336;36.625;30.0;38.0;38.06666666666667;30.0;35.0;40;32.5;30.0;40.0;0.0;0.0;0.0;31.0;2;21;15;6;7;6;1;1;35.0;1;2;25.0;2;3;47.0;1;1;35.0;1;2;40.0;1;2;30.0;2;3;32.0;1;2;0;0;2;1;29.6
28;37.0;38.0;40.0;39.0;37.53333333333333;30.0;45.0;44;33.642857142857146;35.0;40.0;0.0;38.0;0.0;34.375;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;2;30.0;1;3;45.0;1;2;0;0;2;2;35.8
30;35.06666666666667;36.5625;27.5;40.0;37.6;30.0;30.0;45;37.07142857142857;35.0;45.0;0.0;42.0;0.0;33.8125;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;45.0;1;2;34.0;1;3;37.0;1;2;0;0;2;1;29.4
31;33.13333333333333;30.46875;30.0;45.0;37.733333333333334;40.0;30.0;41;37.714285714285715;40.0;40.0;46.5;0.0;0.0;33.71875;1;18;15;3;7;6;1;1;40.0;1;2;22.5;2;3;49.0;1;1;35.0;1;2;30.0;1;2;45.0;1;3;39.0;1;2;0;0;2;2;36.8
32;37.666666666666664;34.25;42.0;37.0;37.666666666666664;30.0;30.0;43;31.714285714285715;35.0;35.0;44.5;0.0;0.0;32.3125;1;17;15;2;7;6;1;1;35.0;1;2;35.0;1;3;45.0;1;1;27.5;2;2;40.0;1;2;30.0;1;3;36.0;1;2;0;0;2;2;31.3
34;30.144444444444446;27.53125;13.5;38.0;33.11538461538461;30.0;20.75;40;26.5;30.0;39.0;0.0;0.0;0.0;28.875;3;25;15;10;7;3;4;1;25.0;2;2;25.666666666666668;3;3;25.0;1;1;27.5;2;2;40.0;1;2;31.0;1;3;41.0;1;2;0;0;2;2;32.0
35;35.4;33.1875;36.0;42.0;33.46666666666667;30.0;35.0;40;30.813333333333333;16.4;35.0;0.0;39.0;35.0;29.25;2;24;15;9;7;5;2;2;40.0;1;2;21.666666666666668;3;3;40.0;1;1;35.0;1;2;30.0;1;2;23.0;2;3;42.0;1;2;0;0;2;2;32.0
38;35.13333333333333;36.875;30.0;40.0;37.06666666666667;30.0;35.0;50;31.25;35.0;35.0;0.0;0.0;0.0;33.5625;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;44.0;1;1;40.0;1;2;40.0;1;2;35.0;1;3;39.0;1;2;0;0;2;2;33.9
39;37.0;35.46875;40.0;45.0;36.1;22.5;35.0;36;36.285714285714285;35.0;40.0;0.0;44.0;0.0;35.0625;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;46.0;1;1;35.0;1;2;40.0;1;2;45.0;1;3;40.0;1;2;0;0;2;2;37.4
40;33.6;33.125;35.0;35.0;41.13333333333333;40.0;35.0;45;34.8125;35.0;40.0;43.5;40.0;0.0;33.59375;1;18;15;3;7;6;1;1;35.0;1;2;27.5;2;3;37.0;1;1;40.0;1;2;40.0;1;2;38.0;1;3;37.0;1;2;0;0;2;2;34.6
41;36.333333333333336;30.25;30.0;32.0;34.666666666666664;30.0;35.0;32;32.8;30.0;35.0;0.0;45.0;31.0;30.15625;1;18;15;3;7;6;1;1;30.0;1;2;22.5;2;3;40.0;1;1;35.0;1;2;35.0;1;2;35.0;1;3;35.0;1;2;0;0;2;1;28.4
44;33.46666666666667;30.15625;35.0;30.0;32.0;21.666666666666668;30.0;38;36.166666666666664;35.0;45.0;0.0;45.0;40.0;31.1875;1;18;15;3;7;6;1;1;35.0;1;2;19.0;2;3;38.0;1;1;30.0;1;2;35.0;1;2;40.0;1;3;42.0;1;2;0;0;2;2;34.1
45;38.0;32.90625;35.0;37.0;40.4;35.0;35.0;45;31.071428571428573;30.0;30.0;40.0;0.0;0.0;34.9375;1;17;15;2;7;7;0;1;35.0;1;2;35.0;1;3;40.0;1;1;35.0;2;2;40.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;36.0
46;36.333333333333336;40.625;45.0;40.0;41.46666666666667;35.0;40.0;45;35.5;30.0;40.0;0.0;41.0;0.0;33.5;1;18;15;3;7;7;0;1;35.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;35.0;1;2;30.0;2;3;38.0;1;2;0;0;2;2;34.0
52;34.666666666666664;32.40625;35.0;43.0;35.2;30.0;35.0;44;32.59375;32.0;35.0;44.0;40.0;0.0;31.3125;0;15;15;0;7;7;0;1;30.0;1;2;31.0;1;3;37.0;1;1;30.0;1;2;35.0;1;2;33.0;1;3;41.0;1;2;0;0;2;2;36.6
53;38.0;35.40625;35.0;42.0;39.4;40.0;40.0;45;32.5;35.0;35.0;0.0;0.0;0.0;36.25;0;15;15;0;7;7;0;1;45.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;2;30.0;1;3;50.0;1;2;0;0;2;2;37.9
54;29.733333333333334;33.125;39.0;31.0;28.5;26.0;33.0;47;28.928571428571427;30.0;40.0;35.0;0.0;0.0;30.875;2;20;15;5;7;6;1;1;35.0;1;2;30.0;2;3;44.0;1;1;22.5;2;2;35.0;1;2;33.0;1;3;38.0;1;2;0;0;2;2;33.5
55;35.333333333333336;38.375;35.0;32.0;39.0;35.0;35.0;30;33.857142857142854;35.0;40.0;0.0;47.0;0.0;31.1875;1;17;15;2;7;6;1;1;30.0;1;2;30.0;1;3;38.0;1;1;40.0;1;2;25.0;2;2;35.0;1;3;38.0;1;2;0;0;2;2;35.3
56;34.2;32.09375;30.0;43.0;35.8;35.0;40.0;39;32.57142857142857;35.0;35.0;0.0;48.0;0.0;32.59375;1;18;15;3;7;6;1;1;40.0;1;2;30.0;1;3;49.0;1;1;30.0;1;2;35.0;1;2;27.5;2;3;45.0;1;2;0;0;2;2;33.8
57;39.666666666666664;40.3125;30.0;45.0;40.2;30.0;35.0;45;34.42857142857143;35.0;40.0;41.0;0.0;0.0;34.3125;0;15;15;0;7;7;0;1;45.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;39.1
58;36.06666666666667;37.1875;35.0;45.0;37.4;30.0;35.0;45;32.642857142857146;30.0;35.0;46.0;0.0;0.0;33.8125;0;15;15;0;7;7;0;1;45.0;1;2;30.0;1;3;35.0;1;1;40.0;1;2;40.0;1;2;30.0;1;3;38.0;1;2;0;0;2;2;34.6
60;37.666666666666664;35.75;40.0;36.0;39.2;35.0;30.0;40;35.42857142857143;35.0;40.0;45.5;0.0;0.0;32.0625;0;15;15;0;7;7;0;1;35.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;40.0;1;2;30.0;1;3;34.0;1;2;0;0;2;2;32.0
61;36.333333333333336;34.71875;30.0;34.0;38.93333333333333;30.0;30.0;40;33.625;35.0;40.0;35.0;44.0;0.0;30.9375;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;42.0;1;1;30.0;1;2;30.0;1;2;40.0;1;3;34.0;1;2;0;0;2;2;33.9
62;38.0;36.1875;30.0;42.0;40.86666666666667;35.0;40.0;45;33.642857142857146;30.0;40.0;0.0;43.0;0.0;35.4375;0;15;15;0;7;7;0;1;45.0;1;2;30.0;1;3;47.0;1;1;35.0;1;2;40.0;1;2;30.0;1;3;50.0;1;2;0;0;2;2;37.0
63;31.37777777777778;32.78125;41.0;45.0;31.533333333333335;35.0;35.0;36;31.428571428571427;35.0;35.0;0.0;35.0;0.0;31.53125;1;18;15;3;7;7;0;1;35.0;1;2;30.5;2;3;44.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;37.0;1;2;0;0;2;1;28.2
64;38.0;33.4375;30.0;35.0;40.333333333333336;35.0;40.0;40;33.357142857142854;35.0;40.0;41.0;0.0;0.0;36.375;0;15;15;0;7;7;0;1;50.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;2;40.0;1;3;31.0;1;2;0;0;2;2;35.5
65;38.0;35.5;35.0;39.0;39.86666666666667;30.0;35.0;43;33.785714285714285;35.0;35.0;0.0;44.0;0.0;30.625;1;18;15;3;7;6;1;1;30.0;1;2;25.0;2;3;35.0;1;1;30.0;1;2;40.0;1;2;30.0;1;3;45.0;1;2;0;0;2;2;32.9
66;33.666666666666664;35.15625;30.0;45.0;40.93333333333333;35.0;30.0;39;37.57142857142857;40.0;40.0;45.5;0.0;0.0;31.5625;1;21;15;6;7;6;1;1;35.0;1;2;25.0;3;3;40.0;1;1;35.0;1;2;45.0;1;2;30.0;1;3;35.0;1;2;0;0;2;2;34.9
70;32.111111111111114;33.6875;35.0;32.0;35.4;25.0;30.0;36;28.785714285714285;30.0;30.0;44.0;0.0;0.0;29.71875;3;23;15;8;7;5;2;1;30.0;1;2;25.0;2;3;46.0;1;1;35.0;1;2;27.5;2;2;30.5;2;3;39.0;1;2;0;0;2;2;32.1
74;30.42222222222222;29.53125;25.0;30.0;36.0;30.0;35.0;36;29.6875;30.0;30.0;43.0;33.0;0.0;33.0;1;18;15;3;7;6;1;1;35.0;1;2;25.0;2;3;37.0;1;1;35.0;1;2;40.0;1;2;40.0;1;3;38.0;1;2;0;0;2;2;34.2
75;29.066666666666666;36.3125;42.0;46.0;34.4;30.0;27.333333333333332;33;26.75;30.0;35.0;0.0;31.0;0.0;31.5;1;18;15;3;7;6;1;1;30.0;1;2;24.0;2;3;40.0;1;1;30.0;1;2;40.0;1;2;38.0;1;3;39.0;1;2;0;0;2;2;32.333333333333336
78;35.666666666666664;35.78125;30.0;35.0;39.8;30.0;30.0;39;37.023809523809526;35.0;40.0;46.666666666666664;0.0;0.0;29.59375;2;20;15;5;7;5;2;2;30.0;1;2;27.5;2;3;45.0;1;1;30.0;1;2;27.5;2;2;35.0;1;3;33.0;1;2;0;0;2;2;36.1
79;33.24444444444445;36.09375;35.0;40.0;39.4;45.0;35.0;40;31.714285714285715;35.0;35.0;42.0;0.0;0.0;29.53125;1;18;15;3;7;6;1;2;35.0;1;2;22.5;2;3;38.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;36.0;1;2;0;0;2;2;35.6
81;30.266666666666666;34.375;40.0;40.0;33.1;27.5;35.0;30;33.25;27.5;40.0;40.0;41.0;0.0;30.84375;1;18;15;3;7;6;1;1;30.0;1;2;21.5;2;3;46.0;1;1;35.0;1;2;35.0;1;2;35.0;1;3;39.0;1;2;0;0;2;2;31.7
82;39.93333333333333;40.3125;30.0;45.0;42.0;50.0;35.0;39;38.208333333333336;35.0;40.0;45.666666666666664;45.0;0.0;33.71875;1;18;15;3;7;7;0;1;45.0;1;2;30.0;1;3;34.0;1;1;35.0;1;2;45.0;1;2;32.5;2;3;34.0;1;2;0;0;2;2;36.0
84;37.333333333333336;31.607142857142858;0.0;30.0;31.0;23.333333333333332;35.0;0;29.72222222222222;0.0;40.0;0.0;0.0;0.0;28.571428571428573;1;8;6;2;3;2;1;2;40.0;1;2;0.0;0;3;0.0;0;1;35.0;1;2;25.0;2;2;0.0;0;3;0.0;0;2;0;0;2;1;20.0
86;32.08888888888889;32.75;32.0;40.0;33.2;30.0;30.0;46;28.857142857142858;35.0;35.0;0.0;32.0;0.0;30.96875;2;20;15;5;7;5;2;1;22.5;2;2;26.5;2;3;44.0;1;1;30.0;1;2;40.0;1;2;37.0;1;3;38.0;1;2;0;0;2;2;34.7
87;36.53333333333333;33.6875;32.0;35.0;37.4;35.0;30.0;50;33.4375;30.0;30.0;39.5;38.0;0.0;33.625;1;18;15;3;7;7;0;1;40.0;1;2;30.0;2;3;34.0;1;1;30.0;1;2;40.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;33.3
89;36.666666666666664;33.6875;30.0;37.0;38.53333333333333;40.0;40.0;37;38.666666666666664;30.0;40.0;0.0;43.0;42.0;30.875;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;34.0;1;1;30.0;1;2;40.0;1;2;30.0;1;3;35.0;1;2;0;0;2;2;33.9
90;32.8;33.78125;37.0;42.0;43.46666666666667;45.0;35.0;37;35.1;45.0;35.0;0.0;37.0;35.0;33.5625;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;50.0;1;1;40.0;1;2;30.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;38.6
91;37.46666666666667;39.375;40.0;50.0;38.46666666666667;30.0;40.0;43;36.07142857142857;30.0;40.0;45.0;0.0;0.0;32.6875;0;15;15;0;7;7;0;1;35.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;35.0;1;2;30.0;1;3;39.0;1;2;0;0;2;2;36.5
92;34.0;34.5625;29.0;30.0;34.166666666666664;22.5;30.0;41;32.5;35.0;30.0;0.0;40.0;0.0;31.4375;0;15;15;0;7;7;0;1;30.0;1;2;35.0;1;3;36.0;1;1;30.0;1;2;40.0;1;2;30.0;1;3;36.0;1;2;0;0;2;2;30.7
95;30.4;32.78125;41.0;45.0;36.4;35.0;35.0;37;34.88235294117647;40.0;38.0;45.0;35.0;34.0;29.625;1;21;15;6;7;6;1;2;30.0;1;2;26.0;3;3;38.0;1;1;30.0;1;2;30.0;1;2;32.0;1;3;41.0;1;2;0;0;2;2;30.4
98;33.0;34.375;35.0;45.0;33.233333333333334;25.0;35.0;41;33.57142857142857;35.0;40.0;50.0;0.0;0.0;33.0625;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;37.0;1;1;35.0;1;2;35.0;1;2;40.0;1;3;41.0;1;2;0;0;2;2;34.4
100;36.2;30.09375;28.5;36.0;34.2;30.0;35.0;41;27.916666666666668;30.0;35.0;0.0;0.0;0.0;29.78125;2;20;15;5;7;5;2;2;30.0;1;2;27.5;2;3;43.0;1;1;35.0;1;2;22.5;2;2;36.0;1;3;34.0;1;2;0;0;2;2;33.2
102;34.0;33.5625;41.0;40.0;35.06666666666667;25.0;30.0;36;31.25;35.0;27.5;0.0;45.0;0.0;31.875;1;18;15;3;7;7;0;1;35.0;1;2;30.0;2;3;43.0;1;1;30.0;1;2;35.0;1;2;35.0;1;3;36.0;1;2;0;0;2;2;33.6
105;33.02222222222222;32.53125;30.0;39.0;35.733333333333334;40.0;35.0;35;31.071428571428573;35.0;35.0;0.0;40.0;0.0;32.25;1;18;15;3;7;7;0;1;40.0;1;2;30.0;1;3;44.0;1;1;30.0;1;2;40.0;1;2;30.0;2;3;36.0;1;2;0;0;2;2;30.7
107;37.333333333333336;34.6875;45.0;40.0;33.93333333333333;30.0;35.0;35;28.333333333333332;35.0;30.0;0.0;0.0;0.0;29.0625;1;17;15;2;7;6;1;2;30.0;1;2;30.0;1;3;38.0;1;1;22.5;2;2;40.0;1;2;30.0;1;3;31.0;1;2;0;0;2;2;32.2
108;31.333333333333332;33.1875;32.0;31.0;36.666666666666664;30.0;30.0;43;28.541666666666668;35.0;30.0;0.0;0.0;0.0;29.21875;2;20;15;5;7;5;2;2;27.5;2;2;22.5;2;3;46.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;30.8
110;35.0;31.71875;30.0;40.0;34.6;30.0;40.0;31;33.6875;35.0;35.0;42.0;40.0;0.0;31.59375;1;18;15;3;7;6;1;1;35.0;1;2;27.5;2;3;34.0;1;1;40.0;1;2;30.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;30.2
112;31.833333333333332;34.15625;38.0;44.0;35.333333333333336;20.0;20.0;36;30.535714285714285;30.0;30.0;0.0;45.0;0.0;37.125;0;15;15;0;7;7;0;1;35.0;1;2;37.0;1;3;45.0;1;1;30.0;1;2;40.0;1;2;48.0;1;3;42.0;1;2;0;0;2;2;34.6
113;34.0;32.875;30.0;38.0;34.4;40.0;35.0;32;34.5;35.0;40.0;0.0;44.0;0.0;32.4375;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;45.0;1;1;30.0;1;2;35.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;37.6
115;32.333333333333336;26.875;0.0;0.0;27.75;30.0;0.0;0;21.09090909090909;0.0;35.0;0.0;30.0;0.0;8.0;1;4;2;2;1;0;1;2;12.0;2;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;20.0
120;34.733333333333334;37.05882352941177;30.0;45.0;37.86666666666667;35.0;35.0;44;30.833333333333332;35.0;35.0;0.0;0.0;0.0;34.6875;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;49.0;1;1;35.0;1;2;45.0;1;2;40.0;1;3;38.0;1;2;0;0;2;2;31.1
121;31.244444444444447;27.65625;30.0;30.0;29.1;24.0;40.0;50;28.857142857142858;30.0;35.0;0.0;45.0;0.0;32.125;2;19;15;4;7;6;1;1;35.0;2;2;37.0;1;3;38.0;1;1;19.5;2;2;40.0;1;2;34.0;1;3;37.0;1;2;0;0;2;2;35.4
123;32.93333333333333;32.65625;35.0;35.0;38.2;35.0;30.0;49;32.5;35.0;35.0;40.0;0.0;0.0;33.4375;0;15;15;0;7;7;0;1;30.0;1;2;30.0;1;3;41.0;1;1;30.0;1;2;40.0;1;2;40.0;1;3;42.0;1;2;0;0;2;2;36.0
126;34.46666666666667;35.0625;26.5;44.0;40.13333333333333;35.0;30.0;40;32.285714285714285;35.0;35.0;41.0;0.0;0.0;35.75;0;15;15;0;7;7;0;1;40.0;1;2;32.0;1;3;37.0;1;1;30.0;1;2;40.0;1;2;45.0;1;3;42.0;1;2;0;0;2;2;34.0
127;35.06666666666667;38.529411764705884;30.0;45.0;40.46666666666667;40.0;35.0;41;30.833333333333332;35.0;30.0;0.0;0.0;0.0;31.65625;2;21;15;6;7;6;1;1;35.0;1;2;25.5;2;3;40.0;1;1;35.0;1;2;40.0;1;2;30.0;2;3;40.0;1;2;0;0;2;2;33.4
129;24.1;26.833333333333332;0.0;0.0;26.178571428571427;22.5;31.0;0;26.430555555555554;27.0;36.0;0.0;0.0;0.0;29.02564102564103;2;18;12;6;6;4;2;2;25.666666666666668;3;2;0.0;0;3;38.0;1;1;29.0;2;2;31.0;1;2;36.0;1;3;30.0;1;2;0;0;2;1;25.875
130;29.77777777777778;27.61764705882353;31.0;30.0;32.266666666666666;30.0;37.0;0;29.1;25.0;35.0;0.0;19.0;45.0;29.864583333333336;3;24;15;9;7;5;2;1;28.666666666666668;3;2;31.5;2;3;39.0;1;1;27.5;2;2;35.0;1;2;30.0;1;3;36.0;1;2;0;0;2;1;29.3
131;35.46666666666667;33.125;29.0;41.0;41.13333333333333;40.0;35.0;44;35.714285714285715;35.0;40.0;47.5;0.0;0.0;35.1875;0;15;15;0;7;7;0;1;40.0;1;2;32.0;1;3;40.0;1;1;45.0;1;2;35.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;35.2
132;35.0;34.088235294117645;30.0;41.0;38.13333333333333;30.0;35.0;40;31.714285714285715;35.0;35.0;44.5;0.0;0.0;33.125;0;15;15;0;7;7;0;1;30.0;1;2;34.0;1;3;37.0;1;1;35.0;1;2;45.0;1;2;35.0;1;3;33.0;1;2;0;0;2;2;31.8
133;34.733333333333334;39.0;40.0;47.0;41.0;45.0;35.0;44;32.5;35.0;30.0;42.5;0.0;0.0;33.25;1;21;15;6;7;6;1;1;35.0;1;2;23.333333333333332;3;3;45.0;1;1;35.0;1;2;45.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;31.9
134;30.2;29.96875;35.0;36.0;34.833333333333336;30.0;30.0;37;30.6;36.0;35.0;0.0;30.0;30.0;34.64705882352941;1;19;17;2;8;7;1;1;31.0;1;2;34.0;1;3;44.0;1;1;26.0;2;2;45.0;1;2;35.0;1;3;37.0;1;2;30;1;2;2;31.4
135;32.788888888888884;34.0;28.5;43.0;29.9;27.5;27.5;40;28.535714285714285;31.0;30.0;41.0;0.0;0.0;30.03125;2;20;15;5;7;5;2;1;30.0;1;2;28.5;2;3;44.0;1;1;22.5;2;2;35.0;1;2;32.0;1;3;40.0;1;2;0;0;2;2;35.4
136;29.933333333333334;31.264705882352942;37.0;35.0;35.733333333333334;30.0;40.0;31;34.6;41.0;38.0;0.0;40.0;35.0;30.09375;2;20;15;5;7;5;2;1;30.0;1;2;27.5;2;3;41.0;1;1;22.5;2;2;40.0;1;2;37.0;1;3;31.0;1;2;0;0;2;2;38.6
139;32.69230769230769;27.083333333333332;0.0;0.0;27.75;21.0;0.0;0;28.541666666666668;35.0;30.0;0.0;0.0;0.0;28.7;0;9;9;0;4;4;0;2;31.0;1;2;0.0;0;3;0.0;0;1;30.0;1;2;30.0;1;2;35.0;1;3;0.0;0;2;0;0;2;1;28.5
140;33.666666666666664;34.25;34.5;37.0;34.9;27.5;27.5;42;28.541666666666668;30.0;35.0;0.0;0.0;0.0;32.53125;1;18;15;3;7;6;1;1;40.0;1;2;26.5;2;3;41.0;1;1;35.0;1;2;35.0;1;2;30.0;1;3;45.0;1;2;0;0;2;2;34.2
141;32.06666666666667;37.35294117647059;30.0;50.0;33.666666666666664;25.0;35.0;40;28.958333333333332;40.0;30.0;0.0;0.0;0.0;29.40625;2;20;15;5;7;6;1;2;33.0;2;2;23.5;2;3;44.0;1;1;30.0;1;2;35.0;1;2;30.0;1;3;35.0;1;2;0;0;2;1;29.55
